actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
444,PT02M59.00S,2022-03-09T01:37:12.6Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612753,60,73,2022-03-09T01:37:18Z,4410000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,443.0,,,,,,,,,,,,,,
445,PT02M59.00S,2022-03-09T01:37:21.4Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,60,73,2022-03-09T01:37:21Z,4420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
446,PT02M59.00S,2022-03-09T01:37:22.5Z,3,REGULAR,foul,personal,[],201580,,,1610612753,60,73,2022-03-09T01:38:55Z,4430000,,,0,,J. McGee loose ball personal FOUL (3 PF),"[201580, 1628976]",1610612756.0,PHX,loose ball,,,McGee,J. McGee,,,,,,,,,,,,,,,,1151.0,3.0,0.0,Carter Jr.,1628976.0,,,,,
448,PT02M59.00S,2022-03-09T01:37:43.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612753,60,73,2022-03-09T01:37:43Z,4450000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT02M46.00S,2022-03-09T01:40:28.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,5.469776609724048,52.94117647058824,1610612753,62,73,2022-03-09T01:40:42Z,4460000,-15.0,-1.0,1,left,M. Fultz driving Layup (8 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,1.47,Made,8.0,,,,,,,,,,,,,,,,,,
450,PT02M30.00S,2022-03-09T01:40:44.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,93.11760840998686,59.55882352941176,1610612756,62,73,2022-03-09T01:40:51Z,4470000,48.0,12.0,1,right,MISS T. Craig driving Layup - blocked,"[1628470, 1628976]",1610612756.0,PHX,driving,,,Craig,T. Craig,,,,,4.93,Missed,,,,,,,,,,,,,,,Carter Jr.,1628976.0,,,
451,PT02M30.00S,2022-03-09T01:40:44.8Z,3,REGULAR,block,,[],1628976,,,1610612756,62,73,2022-03-09T01:40:48Z,4480000,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M26.00S,2022-03-09T01:40:48.8Z,3,REGULAR,rebound,defensive,[],203082,,,1610612753,62,73,2022-03-09T01:40:51Z,4490000,,,0,,T. Ross REBOUND (Off:1 Def:2),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,450.0,3.0,2.0,1.0,,,,,,,,,,,
453,PT02M17.00S,2022-03-09T01:40:57.9Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,6.652431011826544,53.92156862745098,1610612753,64,73,2022-03-09T01:41:02Z,4500000,-20.0,10.0,1,left,W. Carter Jr. driving DUNK (18 PTS),[1628976],1610612753.0,ORL,driving,,,Carter Jr.,W. Carter Jr.,,,,,2.2,Made,18.0,,,,,,,,,,,,,,,,,,
454,PT02M03.00S,2022-03-09T01:41:15.8Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629643,,,1610612756,64,73,2022-03-09T01:41:23Z,4510000,,,0,,C. Okeke shooting personal FOUL (3 PF) (Bridges 2 FT),"[1629643, 1628969]",1610612753.0,ORL,shooting,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,1628951.0,3.0,0.0,Bridges,1628969.0,,,,,
456,PT02M03.00S,2022-03-09T01:41:43.4Z,3,REGULAR,freethrow,1 of 2,[],1628969,,,1610612756,64,73,2022-03-09T01:41:43Z,4530000,,,0,,MISS M. Bridges Free Throw 1 of 2,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Missed,,,,,,,,,,,,,,,,,,,
457,PT02M03.00S,2022-03-09T01:41:43.4Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612756,64,73,2022-03-09T01:41:43Z,4540000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,,456.0,,,,,,,,,,,,,,
458,PT02M03.00S,2022-03-09T01:42:01.5Z,3,REGULAR,freethrow,2 of 2,[],1628969,,,1610612756,64,74,2022-03-09T01:42:01Z,4550000,,,0,,M. Bridges Free Throw 2 of 2 (11 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
459,PT01M49.00S,2022-03-09T01:42:17.1Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628365,12.697109067017081,44.85294117647059,1610612753,64,74,2022-03-09T01:42:23Z,4560000,26.0,67.0,1,left,MISS M. Fultz 7' floating Shot,[1628365],1610612753.0,ORL,floating,,,Fultz,M. Fultz,,,,,7.17,Missed,,,,,,,,,,,,,,,,,,,
460,PT01M47.00S,2022-03-09T01:42:19.2Z,3,REGULAR,rebound,defensive,[],1628988,,,1610612756,64,74,2022-03-09T01:42:19Z,4570000,,,0,,A. Holiday REBOUND (Off:2 Def:2),[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,459.0,4.0,2.0,2.0,,,,,,,,,,,
461,PT01M33.00S,2022-03-09T01:42:33.1Z,3,REGULAR,3pt,Jump Shot,[],1630688,93.38042049934296,3.9215686274509802,1610612756,64,74,2022-03-09T01:42:38Z,4580000,-230.0,10.0,1,right,MISS I. Wainright 3PT,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,23.06,Missed,,,,,,,,,,,,,,,,,,,
462,PT01M28.00S,2022-03-09T01:42:38.1Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,64,74,2022-03-09T01:42:38Z,4590000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:9),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,461.0,11.0,9.0,2.0,,,,,,,,,,,
463,PT01M22.00S,2022-03-09T01:42:45.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628365,5.206964520367937,52.94117647058824,1610612753,66,74,2022-03-09T01:42:49Z,4600000,-15.0,-4.0,1,left,M. Fultz driving Layup (10 PTS),[1628365],1610612753.0,ORL,driving,,,Fultz,M. Fultz,,,,,1.51,Made,10.0,,,,,,,,,,,,,,,,,,
464,PT01M00.00S,2022-03-09T01:43:06.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628988,82.34231274638634,42.8921568627451,1610612756,66,76,2022-03-09T01:43:12Z,4610000,-36.0,113.0,1,right,A. Holiday 11' driving floating Jump Shot (11 PTS),[1628988],1610612756.0,PHX,driving floating,,,Holiday,A. Holiday,,,,,11.89,Made,11.0,,,,,,,,,,,,,,,,,,
465,PT00M37.80S,2022-03-09T01:43:30.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203082,5.863994743758213,46.568627450980394,1610612753,68,76,2022-03-09T01:43:35Z,4620000,17.0,3.0,1,left,T. Ross driving Layup (5 PTS),[203082],1610612753.0,ORL,driving,,,Ross,T. Ross,,,,,1.74,Made,5.0,,,,,,,,,,,,,,,,,,
466,PT00M32.60S,2022-03-09T01:43:40.9Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203914,,,1610612756,68,76,2022-03-09T01:43:52Z,4630000,,,0,,G. Harris personal FOUL (2 PF) (Bridges 2 FT),"[203914, 1628969]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Bridges,1628969.0,,,,,
468,PT00M32.60S,2022-03-09T01:44:06.8Z,3,REGULAR,freethrow,1 of 2,[],1628969,,,1610612756,68,77,2022-03-09T01:44:06Z,4650000,,,0,,M. Bridges Free Throw 1 of 2 (12 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,12.0,,,,,,,,,,,,,,,,,,
469,PT00M32.60S,2022-03-09T01:44:23.6Z,3,REGULAR,freethrow,2 of 2,[],1628969,,,1610612756,68,78,2022-03-09T01:44:23Z,4660000,,,0,,M. Bridges Free Throw 2 of 2 (13 PTS),[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
470,PT00M23.90S,2022-03-09T01:44:33.4Z,3,REGULAR,3pt,Jump Shot,[],203082,32.802233902759525,62.254901960784316,1610612753,71,78,2022-03-09T01:44:37Z,4670000,-61.0,256.0,1,left,T. Ross 26' 3PT  (8 PTS) (M. Fultz 4 AST),"[203082, 1628365]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,26.3,Made,8.0,M. Fultz,1628365.0,4.0,,,,,,,,,,,,,,,
472,PT00M02.40S,2022-03-09T01:45:00.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628365,,,1610612756,71,78,2022-03-09T01:45:17Z,4690000,,,0,,M. Fultz shooting personal FOUL (4 PF) (McGee 2 FT),"[1628365, 201580]",1610612753.0,ORL,shooting,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,101284.0,4.0,0.0,McGee,201580.0,,,,,
474,PT00M02.40S,2022-03-09T01:45:31.4Z,3,REGULAR,freethrow,1 of 2,[],201580,,,1610612756,71,79,2022-03-09T01:45:31Z,4710000,,,0,,J. McGee Free Throw 1 of 2 (5 PTS),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
475,PT00M02.40S,2022-03-09T01:45:31.4Z,3,REGULAR,freethrow,2 of 2,[],201580,,,1610612756,71,79,2022-03-09T01:45:59Z,4720000,,,0,,MISS J. McGee Free Throw 2 of 2,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,Missed,,,,,,,,,,,,,,,,,,,
476,PT00M02.40S,2022-03-09T01:45:31.4Z,3,REGULAR,rebound,defensive,[],1628976,,,1610612753,71,79,2022-03-09T01:45:59Z,4730000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:10),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,475.0,12.0,10.0,2.0,,,,,,,,,,,
477,PT00M00.00S,2022-03-09T01:45:55.6Z,3,REGULAR,3pt,Jump Shot,[],1628365,61.711563731931676,10.294117647058822,1610612753,71,79,2022-03-09T01:46:03Z,4740000,199.0,528.0,1,left,MISS M. Fultz 56' 3PT,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,56.37,Missed,,,,,,,,,,,,,,,,,,,
478,PT00M00.00S,2022-03-09T01:45:58.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612753,71,79,2022-03-09T01:45:58Z,4750000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,477.0,,,,,,,,,,,,,,
479,PT00M00.00S,2022-03-09T01:46:03.1Z,3,REGULAR,period,end,[],0,,,1610612753,71,79,2022-03-09T01:46:03Z,4760000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
480,PT12M00.00S,2022-03-09T01:46:09.1Z,4,REGULAR,substitution,out,['startperiod'],1628976,,,1610612753,71,79,2022-03-09T01:48:26Z,4770000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
481,PT12M00.00S,2022-03-09T01:46:09.1Z,4,REGULAR,substitution,out,['startperiod'],1628988,,,1610612753,71,79,2022-03-09T01:48:26Z,4780000,,,0,,SUB out: A. Holiday,[1628988],1610612756.0,PHX,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
482,PT12M00.00S,2022-03-09T01:46:09.1Z,4,REGULAR,substitution,out,['startperiod'],1628969,,,1610612753,71,79,2022-03-09T01:48:26Z,4790000,,,0,,SUB out: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
483,PT12M00.00S,2022-03-09T01:46:09.1Z,4,REGULAR,substitution,in,['startperiod'],1629021,,,1610612753,71,79,2022-03-09T01:48:26Z,4800000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
484,PT12M00.00S,2022-03-09T01:46:09.1Z,4,REGULAR,substitution,in,['startperiod'],1626166,,,1610612753,71,79,2022-03-09T01:48:26Z,4810000,,,0,,SUB in: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
485,PT12M00.00S,2022-03-09T01:46:09.1Z,4,REGULAR,substitution,in,['startperiod'],1629013,,,1610612753,71,79,2022-03-09T01:48:26Z,4820000,,,0,,SUB in: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
486,PT12M00.00S,2022-03-09T01:49:08.2Z,4,REGULAR,period,start,[],0,,,1610612756,71,79,2022-03-09T01:49:08Z,4830000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT11M58.00S,2022-03-09T01:49:11.5Z,4,REGULAR,stoppage,equipment issue,[],0,,,1610612756,71,79,2022-03-09T01:49:23Z,4840000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT11M45.00S,2022-03-09T01:49:19.9Z,4,REGULAR,turnover,bad pass,[],1629013,,,1610612756,71,79,2022-03-09T01:49:28Z,4850000,,,0,,L. Shamet bad pass TURNOVER (2 TO),"[1629013, 1628365]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,2.0,,,,,,,,Fultz,1628365.0,
489,PT11M45.00S,2022-03-09T01:49:19.9Z,4,REGULAR,steal,,[],1628365,,,1610612753,71,79,2022-03-09T01:49:46Z,4860000,,,0,,M. Fultz STEAL (1 STL),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT11M26.00S,2022-03-09T01:49:41.9Z,4,REGULAR,foul,personal,['2freethrow'],201580,,,1610612753,71,79,2022-03-09T01:49:55Z,4870000,,,0,,J. McGee shooting personal FOUL (4 PF) (Okeke 2 FT),"[201580, 1629643]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,,,,,,1628951.0,4.0,0.0,Okeke,1629643.0,,,,,
492,PT11M26.00S,2022-03-09T01:50:07.7Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1629643,,,1610612753,72,79,2022-03-09T01:50:07Z,4890000,,,0,,C. Okeke Free Throw 1 of 2 (5 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,5.0,,,,,,,,,,,,,,,,,,
493,PT11M26.00S,2022-03-09T01:50:25.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1629643,,,1610612753,73,79,2022-03-09T01:50:25Z,4900000,,,0,,C. Okeke Free Throw 2 of 2 (6 PTS),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
494,PT11M18.00S,2022-03-09T01:50:38.4Z,4,REGULAR,foul,personal,[],203082,,,1610612756,73,79,2022-03-09T01:50:46Z,4910000,,,0,,T. Ross personal FOUL (1 PF),"[203082, 1629013]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Shamet,1629013.0,,,,,
496,PT11M14.00S,2022-03-09T01:51:07.7Z,4,REGULAR,turnover,bad pass,[],201580,,,1610612756,73,79,2022-03-09T01:51:39Z,4930000,,,0,,J. McGee bad pass TURNOVER (1 TO),"[201580, 203914]",1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,1.0,,,,,,,,Harris,203914.0,
497,PT11M14.00S,2022-03-09T01:51:07.7Z,4,REGULAR,steal,,[],203914,,,1610612753,73,79,2022-03-09T01:51:10Z,4940000,,,0,,G. Harris STEAL (2 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
498,PT11M13.00S,2022-03-09T01:51:12.2Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203914,5.995400788436268,51.470588235294116,1610612753,75,79,2022-03-09T01:51:51Z,4950000,-7.0,4.0,1,left,G. Harris running Layup (8 PTS),[203914],1610612753.0,ORL,running,,,Harris,G. Harris,,,,,0.84,Made,8.0,,,,,,,,,,,,,,,,,,
499,PT11M13.00S,2022-03-09T01:51:16.1Z,4,REGULAR,foul,personal,['1freethrow'],1628470,,,1610612753,75,79,2022-03-09T01:51:39Z,4960000,,,0,,T. Craig shooting personal FOUL (1 PF) (Harris 1 FT),"[1628470, 203914]",1610612756.0,PHX,shooting,,,Craig,T. Craig,,,,,,,,,,,,,,,,101284.0,1.0,0.0,Harris,203914.0,,,,,
501,PT11M13.00S,2022-03-09T01:51:41.9Z,4,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",203914,,,1610612753,76,79,2022-03-09T01:51:41Z,4980000,,,0,,G. Harris Free Throw 1 of 1 (9 PTS),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
502,PT11M02.00S,2022-03-09T01:51:56.1Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,76,79,2022-03-09T01:51:56Z,4990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
503,PT10M51.00S,2022-03-09T01:52:28.3Z,4,REGULAR,3pt,Jump Shot,[],1626166,71.30420499342969,18.38235294117647,1610612756,76,82,2022-03-09T01:52:33Z,5000000,-158.0,217.0,1,right,C. Payne 26' 3PT  (16 PTS) (L. Shamet 2 AST),"[1626166, 1629013]",1610612756.0,PHX,,,,Payne,C. Payne,,,,,26.86,Made,16.0,L. Shamet,1629013.0,2.0,,,,,,,,,,,,,,,
505,PT10M36.00S,2022-03-09T01:52:46.4Z,4,REGULAR,foul,personal,['2freethrow'],201580,,,1610612753,76,82,2022-03-09T01:52:54Z,5020000,,,0,,J. McGee shooting personal FOUL (5 PF) (Fultz 2 FT),"[201580, 1628365]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,,,,,,1628951.0,5.0,0.0,Fultz,1628365.0,,,,,
507,PT10M36.00S,2022-03-09T01:53:13.5Z,4,REGULAR,freethrow,1 of 2,[],1628365,,,1610612753,76,82,2022-03-09T02:27:24Z,5045000,,,0,,MISS M. Fultz Free Throw 1 of 2,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Missed,,,,,,,,,,,,,,,,,,,
508,PT10M36.00S,2022-03-09T01:53:13.5Z,4,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612753,76,82,2022-03-09T02:27:24Z,5052500,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,507.0,,,,,,,,,,,,,,
513,PT10M36.00S,2022-03-09T01:53:13.5Z,4,REGULAR,freethrow,2 of 2,[],1628365,,,1610612753,77,82,2022-03-09T02:27:24Z,5056250,,,0,,M. Fultz Free Throw 2 of 2 (11 PTS),[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,Made,11.0,,,,,,,,,,,,,,,,,,
509,PT10M36.00S,2022-03-09T01:53:14.5Z,4,REGULAR,substitution,out,[],201580,,,1610612756,77,82,2022-03-09T02:27:24Z,5060000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
510,PT10M36.00S,2022-03-09T01:53:14.5Z,4,REGULAR,substitution,out,[],1630688,,,1610612756,77,82,2022-03-09T02:27:24Z,5070000,,,0,,SUB out: I. Wainright,[1630688],1610612756.0,PHX,,,,Wainright,I. Wainright,,,,,,,,,,,,,,,,,,,,,,,,,
511,PT10M36.00S,2022-03-09T01:53:14.5Z,4,REGULAR,substitution,in,[],1629028,,,1610612756,77,82,2022-03-09T02:27:24Z,5080000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
512,PT10M36.00S,2022-03-09T01:53:14.5Z,4,REGULAR,substitution,in,[],203109,,,1610612756,77,82,2022-03-09T02:27:24Z,5090000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
514,PT10M23.00S,2022-03-09T01:53:52.4Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,88.12417871222075,50.73529411764706,1610612756,77,82,2022-03-09T01:56:24Z,5095000,4.0,59.0,1,right,MISS C. Payne driving floating Shot,[1626166],1610612756.0,PHX,driving floating,,,Payne,C. Payne,,,,,5.92,Missed,,,,,,,,,,,,,,,,,,,
515,PT10M23.00S,2022-03-09T01:53:52.4Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,77,82,2022-03-09T01:56:24Z,5097500,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,514.0,,,,,,,,,,,,,,
516,PT10M23.00S,2022-03-09T01:53:56.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,77,82,2022-03-09T02:27:09Z,5130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
517,PT10M23.00S,2022-03-09T01:53:57.0Z,4,REGULAR,substitution,out,[],1628365,,,1610612753,77,82,2022-03-09T02:27:09Z,5140000,,,0,,SUB out: M. Fultz,[1628365],1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,,,,,,,,,,,,,,,,,,,,,
518,PT10M23.00S,2022-03-09T01:53:57.0Z,4,REGULAR,substitution,in,[],1630175,,,1610612753,77,82,2022-03-09T02:27:09Z,5150000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
519,PT10M10.00S,2022-03-09T01:54:26.9Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,4.5499342969776615,46.568627450980394,1610612753,79,82,2022-03-09T01:54:34Z,5160000,17.0,-10.0,1,left,C. Anthony driving Layup (4 PTS),[1630175],1610612753.0,ORL,driving,,,Anthony,C. Anthony,,,,,1.97,Made,4.0,,,,,,,,,,,,,,,,,,
520,PT09M52.00S,2022-03-09T01:54:43.8Z,4,REGULAR,2pt,Jump Shot,[],1629028,80.3712220762155,74.26470588235294,1610612756,79,82,2022-03-09T01:54:47Z,5170000,121.0,132.0,1,right,MISS D. Ayton 17' Jump Shot,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,17.93,Missed,,,,,,,,,,,,,,,,,,,
521,PT09M50.00S,2022-03-09T01:54:45.8Z,4,REGULAR,rebound,defensive,[],1629643,,,1610612753,79,82,2022-03-09T01:54:47Z,5180000,,,0,,C. Okeke REBOUND (Off:0 Def:3),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,520.0,3.0,3.0,0.0,,,,,,,,,,,
522,PT09M45.00S,2022-03-09T01:54:54.5Z,4,REGULAR,foul,personal,['2freethrow'],203109,,,1610612753,79,82,2022-03-09T01:55:01Z,5190000,,,0,,J. Crowder shooting personal FOUL (2 PF) (Ross 2 FT),"[203109, 203082]",1610612756.0,PHX,shooting,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Ross,203082.0,,,,,
524,PT09M45.00S,2022-03-09T01:55:19.4Z,4,REGULAR,stoppage,blood rule,[],0,,,1610612753,79,82,2022-03-09T01:55:19Z,5210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
525,PT09M45.00S,2022-03-09T01:56:20.8Z,4,REGULAR,freethrow,1 of 2,[],203082,,,1610612753,79,82,2022-03-09T01:56:20Z,5220000,,,0,,MISS T. Ross Free Throw 1 of 2,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Missed,,,,,,,,,,,,,,,,,,,
526,PT09M45.00S,2022-03-09T01:56:20.8Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612753,79,82,2022-03-09T01:56:20Z,5230000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,525.0,,,,,,,,,,,,,,
527,PT09M45.00S,2022-03-09T01:56:21.6Z,4,REGULAR,substitution,out,[],1628470,,,1610612753,79,82,2022-03-09T01:56:24Z,5240000,,,0,,SUB out: T. Craig,[1628470],1610612756.0,PHX,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
528,PT09M45.00S,2022-03-09T01:56:21.6Z,4,REGULAR,substitution,in,[],1628969,,,1610612753,79,82,2022-03-09T01:56:24Z,5250000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
529,PT09M45.00S,2022-03-09T01:56:46.1Z,4,REGULAR,freethrow,2 of 2,[],203082,,,1610612753,80,82,2022-03-09T01:56:46Z,5260000,,,0,,T. Ross Free Throw 2 of 2 (9 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,9.0,,,,,,,,,,,,,,,,,,
530,PT09M29.00S,2022-03-09T01:57:02.1Z,4,REGULAR,3pt,Jump Shot,[],203109,75.3777923784494,87.00980392156863,1610612756,80,82,2022-03-09T01:57:09Z,5270000,185.0,179.0,1,right,MISS J. Crowder 25' pullup 3PT,[203109],1610612756.0,PHX,pullup,,,Crowder,J. Crowder,,,,,25.74,Missed,,,,,,,,,,,,,,,,,,,
531,PT09M26.00S,2022-03-09T01:57:05.1Z,4,REGULAR,rebound,defensive,['team'],0,,,1610612753,80,82,2022-03-09T01:57:09Z,5280000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,530.0,,,,,,,,,,,,,,
532,PT09M26.00S,2022-03-09T01:57:09.4Z,4,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,80,82,2022-03-09T01:57:09Z,5290000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
533,PT09M15.00S,2022-03-09T01:57:28.3Z,4,REGULAR,3pt,Jump Shot,[],203082,29.25427069645204,28.431372549019606,1610612753,80,82,2022-03-09T01:57:37Z,5300000,108.0,222.0,1,left,MISS T. Ross 24' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,24.72,Missed,,,,,,,,,,,,,,,,,,,
