actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
184,PT09M04.00S,2022-02-17T00:41:44.0Z,2,REGULAR,substitution,out,[],1628964,,,1610612737,31,42,2022-02-17T00:42:14Z,1820000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,
185,PT09M04.00S,2022-02-17T00:41:44.0Z,2,REGULAR,substitution,out,[],1626153,,,1610612737,31,42,2022-02-17T00:42:14Z,1830000,,,0,,SUB out: D. Wright,[1626153],1610612737.0,ATL,,,,Wright,D. Wright,,,,,,,,,,,,,,,,,,,,,,,,
186,PT09M04.00S,2022-02-17T00:41:44.0Z,2,REGULAR,substitution,out,[],201568,,,1610612737,31,42,2022-02-17T00:42:14Z,1840000,,,0,,SUB out: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
187,PT09M04.00S,2022-02-17T00:41:44.0Z,2,REGULAR,substitution,in,[],1629678,,,1610612737,31,42,2022-02-17T00:42:14Z,1850000,,,0,,SUB in: A. Schofield,[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,,,,,,,,,,,,,,
188,PT09M04.00S,2022-02-17T00:41:44.0Z,2,REGULAR,substitution,in,[],1628989,,,1610612737,31,42,2022-02-17T00:42:14Z,1860000,,,0,,SUB in: K. Huerter,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
189,PT09M04.00S,2022-02-17T00:41:44.0Z,2,REGULAR,substitution,in,[],1629631,,,1610612737,31,42,2022-02-17T00:42:14Z,1870000,,,0,,SUB in: D. Hunter,[1629631],1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M55.00S,2022-02-17T00:42:17.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",101150,89.17542706964521,53.67647058823529,1610612737,31,42,2022-02-17T00:46:09Z,1880000,18.0,49.0,1,right,MISS L. Williams pullup Shot,[101150],1610612737.0,ATL,pullup,,,Williams,L. Williams,,,,,5.26,Missed,,,,,,,,,,,,,,,,,,
191,PT08M54.00S,2022-02-17T00:42:18.4Z,2,REGULAR,rebound,offensive,[],1630168,,,1610612737,31,42,2022-02-17T00:46:09Z,1890000,,,0,,O. Okongwu REBOUND (Off:1 Def:1),[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,190.0,2.0,1.0,1.0,,,,,,,,,,
192,PT08M53.00S,2022-02-17T00:42:25.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1630168,94.40999984741211,50.0,1610612737,31,44,2022-02-17T00:46:15Z,1900000,0.0,0.0,1,right,O. Okongwu tip Layup (6 PTS),[1630168],1610612737.0,ATL,tip,,,Okongwu,O. Okongwu,,,,,0.0,Made,6.0,,,,,,,,,,,,,,,,,
193,PT08M39.00S,2022-02-17T00:42:30.7Z,2,REGULAR,turnover,bad pass,[],1630591,,,1610612753,31,44,2022-02-17T00:42:36Z,1910000,,,0,,J. Suggs bad pass TURNOVER (1 TO),"[1630591, 203992]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,1.0,Bogdanovic,203992.0
194,PT08M39.00S,2022-02-17T00:42:30.7Z,2,REGULAR,steal,,[],203992,,,1610612737,31,44,2022-02-17T00:42:33Z,1920000,,,0,,B. Bogdanovic STEAL (1 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
195,PT08M34.00S,2022-02-17T00:42:36.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203992,91.67214191852825,51.225490196078425,1610612737,31,44,2022-02-17T00:47:03Z,1930000,6.0,26.0,1,right,MISS B. Bogdanovic running Layup,[203992],1610612737.0,ATL,running,,,Bogdanovic,B. Bogdanovic,,,,,2.65,Missed,,,,,,,,,,,,,,,,,,
196,PT08M34.00S,2022-02-17T00:42:36.0Z,2,REGULAR,rebound,offensive,[],101150,,,1610612737,31,44,2022-02-17T00:42:45Z,1940000,,,0,,L. Williams REBOUND (Off:1 Def:0),[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,195.0,1.0,0.0,1.0,,,,,,,,,,
197,PT08M34.00S,2022-02-17T00:42:41.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",101150,94.40999984741211,50.0,1610612737,31,46,2022-02-17T00:42:41Z,1950000,0.0,0.0,1,right,L. Williams tip Layup (2 PTS),[101150],1610612737.0,ATL,tip,,,Williams,L. Williams,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
198,PT08M34.00S,2022-02-17T00:42:51.6Z,2,REGULAR,timeout,full,['team'],0,,,1610612753,31,46,2022-02-17T00:42:51Z,1960000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M34.00S,2022-02-17T00:43:57.8Z,2,REGULAR,substitution,out,[],1629643,,,1610612753,31,46,2022-02-17T00:45:33Z,1970000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M34.00S,2022-02-17T00:43:57.8Z,2,REGULAR,substitution,out,[],1630591,,,1610612753,31,46,2022-02-17T00:45:33Z,1980000,,,0,,SUB out: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M34.00S,2022-02-17T00:43:57.8Z,2,REGULAR,substitution,out,[],203082,,,1610612753,31,46,2022-02-17T00:45:33Z,1990000,,,0,,SUB out: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M34.00S,2022-02-17T00:43:57.8Z,2,REGULAR,substitution,in,[],1630532,,,1610612753,31,46,2022-02-17T00:45:33Z,2000000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M34.00S,2022-02-17T00:43:57.8Z,2,REGULAR,substitution,in,[],1628976,,,1610612753,31,46,2022-02-17T00:45:33Z,2010000,,,0,,SUB in: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M34.00S,2022-02-17T00:43:57.8Z,2,REGULAR,substitution,in,[],1630175,,,1610612753,31,46,2022-02-17T00:45:33Z,2020000,,,0,,SUB in: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M17.00S,2022-02-17T00:45:54.0Z,2,REGULAR,turnover,out-of-bounds,[],1630532,,,1610612753,31,46,2022-02-17T00:46:02Z,2030000,,,0,,F. Wagner bad pass out-of-bounds TURNOVER (1 TO),[1630532],1610612753.0,ORL,bad pass,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,2004.0,,,,,1.0,,
206,PT08M02.00S,2022-02-17T00:46:13.1Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629631,84.31340341655716,38.970588235294116,1610612737,31,46,2022-02-17T00:46:18Z,2040000,-55.0,95.0,1,right,MISS D. Hunter 10' pullup Shot,[1629631],1610612737.0,ATL,pullup,,,Hunter,D. Hunter,,,,,10.98,Missed,,,,,,,,,,,,,,,,,,
207,PT07M58.00S,2022-02-17T00:46:17.1Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,31,46,2022-02-17T00:46:18Z,2050000,,,0,,C. Anthony REBOUND (Off:0 Def:2),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,206.0,2.0,2.0,0.0,,,,,,,,,,
208,PT07M52.00S,2022-02-17T00:46:23.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,11.645860709592641,40.68627450980392,1610612753,33,46,2022-02-17T00:46:29Z,2060000,47.0,57.0,1,left,C. Anthony 7' driving floating bank Jump Shot (8 PTS),[1630175],1610612753.0,ORL,driving floating bank,,,Anthony,C. Anthony,,,,,7.36,Made,8.0,,,,,,,,,,,,,,,,,
209,PT07M42.00S,2022-02-17T00:46:32.6Z,2,REGULAR,3pt,Jump Shot,[],1628989,66.3107752956636,34.068627450980394,1610612737,33,49,2022-02-17T00:46:39Z,2070000,-80.0,264.0,1,right,K. Huerter 27' 3PT  (7 PTS) (O. Okongwu 1 AST),"[1628989, 1630168]",1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,27.6,Made,7.0,O. Okongwu,1630168.0,1.0,,,,,,,,,,,,,,
211,PT07M32.00S,2022-02-17T00:46:43.9Z,2,REGULAR,turnover,bad pass,[],203914,,,1610612753,33,49,2022-02-17T00:46:48Z,2090000,,,0,,G. Harris bad pass TURNOVER (2 TO),"[203914, 203992]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,2.0,Bogdanovic,203992.0
212,PT07M32.00S,2022-02-17T00:46:43.9Z,2,REGULAR,steal,,[],203992,,,1610612737,33,49,2022-02-17T00:46:46Z,2100000,,,0,,B. Bogdanovic STEAL (2 STL),[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
213,PT07M27.00S,2022-02-17T00:46:48.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203992,66.04796320630749,34.55882352941176,1610612737,33,52,2022-02-17T00:46:56Z,2110000,-77.0,267.0,1,right,B. Bogdanovic 27' 3PT running pullup (14 PTS),[203992],1610612737.0,ATL,running pullup,,,Bogdanovic,B. Bogdanovic,,,,,27.76,Made,14.0,,,,,,,,,,,,,,,,,
214,PT07M13.00S,2022-02-17T00:47:03.6Z,2,REGULAR,2pt,Jump Shot,[],1630175,15.719448094612352,67.15686274509804,1610612753,33,52,2022-02-17T00:50:23Z,2120000,-86.0,95.0,1,left,MISS C. Anthony 12' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,12.82,Missed,,,,,,,,,,,,,,,,,,
215,PT07M13.00S,2022-02-17T00:47:09.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,33,52,2022-02-17T00:47:09Z,2130000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,214.0,,,,,,,,,,,,,
216,PT07M13.00S,2022-02-17T00:47:11.2Z,2,REGULAR,foul,personal,[],1628989,,,1610612753,33,52,2022-02-17T00:50:45Z,2140000,,,0,,K. Huerter loose ball personal FOUL (2 PF),"[1628989, 1628976]",1610612737.0,ATL,loose ball,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,202007.0,2.0,0.0,Carter Jr.,1628976.0,,,
218,PT07M13.00S,2022-02-17T00:47:19.0Z,2,REGULAR,substitution,out,[],101150,,,1610612753,33,52,2022-02-17T00:47:31Z,2160000,,,0,,SUB out: L. Williams,[101150],1610612737.0,ATL,,,,Williams,L. Williams,,,,,,,,,,,,,,,,,,,,,,,,
219,PT07M13.00S,2022-02-17T00:47:19.0Z,2,REGULAR,substitution,out,[],1630168,,,1610612753,33,52,2022-02-17T00:47:31Z,2170000,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,
220,PT07M13.00S,2022-02-17T00:47:19.0Z,2,REGULAR,substitution,in,[],1629027,,,1610612753,33,52,2022-02-17T00:47:31Z,2180000,,,0,,SUB in: T. Young,[1629027],1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,
221,PT07M13.00S,2022-02-17T00:47:19.0Z,2,REGULAR,substitution,in,[],203991,,,1610612753,33,52,2022-02-17T00:47:31Z,2190000,,,0,,SUB in: C. Capela,[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,,,,,,,,,,,,,,
222,PT07M06.00S,2022-02-17T00:47:33.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630532,27.94021024967148,20.098039215686274,1610612753,36,52,2022-02-17T00:47:39Z,2200000,150.0,210.0,1,left,F. Wagner 25' 3PT pullup (7 PTS) (W. Carter Jr. 3 AST),"[1630532, 1628976]",1610612753.0,ORL,pullup,,,Wagner,F. Wagner,,,,,25.79,Made,7.0,W. Carter Jr.,1628976.0,3.0,,,,,,,,,,,,,,
224,PT06M57.00S,2022-02-17T00:47:49.6Z,2,REGULAR,turnover,out-of-bounds,[],1628989,,,1610612737,36,52,2022-02-17T00:47:59Z,2220000,,,0,,K. Huerter lost ball out-of-bounds TURNOVER (1 TO),[1628989],1610612737.0,ATL,lost ball,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,2004.0,,,,,1.0,,
225,PT06M44.00S,2022-02-17T00:48:09.8Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203914,19.267411300919843,90.44117647058823,1610612753,36,52,2022-02-17T00:48:15Z,2230000,-202.0,129.0,1,left,MISS G. Harris 3PT,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,23.96,Missed,,,,,,,,,,,,,,,,,,
226,PT06M41.00S,2022-02-17T00:48:13.0Z,2,REGULAR,rebound,offensive,[],1629678,,,1610612753,36,52,2022-02-17T00:48:13Z,2240000,,,0,,A. Schofield REBOUND (Off:1 Def:0),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,225.0,1.0,0.0,1.0,,,,,,,,,,
227,PT06M28.00S,2022-02-17T00:48:26.3Z,2,REGULAR,2pt,Jump Shot,"['fromturnover', '2ndchance']",1630175,14.536793692509855,81.61764705882352,1610612753,36,52,2022-02-17T00:48:33Z,2250000,-158.0,84.0,1,left,MISS C. Anthony 17' Jump Shot,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,17.91,Missed,,,,,,,,,,,,,,,,,,
228,PT06M27.00S,2022-02-17T00:48:27.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,36,52,2022-02-17T00:48:33Z,2260000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,227.0,,,,,,,,,,,,,
229,PT06M27.00S,2022-02-17T00:48:32.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,36,52,2022-02-17T00:48:32Z,2270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT06M06.00S,2022-02-17T00:48:53.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629631,91.67214191852825,52.450980392156865,1610612737,36,54,2022-02-17T00:48:58Z,2280000,12.0,26.0,1,right,D. Hunter cutting Layup (6 PTS) (T. Young 4 AST),"[1629631, 1629027]",1610612737.0,ATL,cutting,,,Hunter,D. Hunter,,,,,2.86,Made,6.0,T. Young,1629027.0,4.0,,,,,,,,,,,,,,
232,PT05M58.00S,2022-02-17T00:49:06.9Z,2,REGULAR,turnover,out-of-bounds,[],1630175,,,1610612753,36,54,2022-02-17T00:49:13Z,2300000,,,0,,C. Anthony bad pass out-of-bounds TURNOVER (1 TO),[1630175],1610612753.0,ORL,bad pass,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,2004.0,,,,,1.0,,
233,PT05M51.00S,2022-02-17T00:49:19.6Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629027,85.3646517739816,47.794117647058826,1610612737,36,54,2022-02-17T00:52:58Z,2310000,-11.0,85.0,1,right,MISS T. Young 8' driving floating Shot,[1629027],1610612737.0,ATL,driving floating,,,Young,T. Young,,,,,8.58,Missed,,,,,,,,,,,,,,,,,,
234,PT05M47.00S,2022-02-17T00:49:23.6Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,36,54,2022-02-17T00:52:58Z,2320000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,233.0,4.0,3.0,1.0,,,,,,,,,,
235,PT05M47.00S,2022-02-17T00:49:30.0Z,2,REGULAR,foul,personal,[],1629027,,,1610612753,36,54,2022-02-17T00:49:36Z,2330000,,,0,,T. Young personal FOUL (1 PF),"[1629027, 203914]",1610612737.0,ATL,,,,Young,T. Young,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Harris,203914.0,,,
237,PT05M47.00S,2022-02-17T00:49:41.1Z,2,REGULAR,substitution,out,[],203992,,,1610612753,36,54,2022-02-17T00:49:49Z,2350000,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,
238,PT05M47.00S,2022-02-17T00:49:41.1Z,2,REGULAR,substitution,in,[],201568,,,1610612753,36,54,2022-02-17T00:49:49Z,2360000,,,0,,SUB in: D. Gallinari,[201568],1610612737.0,ATL,,,,Gallinari,D. Gallinari,,,,,,,,,,,,,,,,,,,,,,,,
239,PT05M38.00S,2022-02-17T00:50:01.8Z,2,REGULAR,3pt,Jump Shot,[],203914,12.302890932982917,93.87254901960785,1610612753,36,54,2022-02-17T00:53:39Z,2370000,-219.0,63.0,1,left,MISS G. Harris step back 3PT,[203914],1610612753.0,ORL,step back,,,Harris,G. Harris,,,,,22.83,Missed,,,,,,,,,,,,,,,,,,
240,PT05M35.00S,2022-02-17T00:50:04.8Z,2,REGULAR,rebound,offensive,[],1628976,,,1610612753,36,54,2022-02-17T00:50:11Z,2380000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,239.0,5.0,3.0,2.0,,,,,,,,,,
241,PT05M35.00S,2022-02-17T00:50:06.8Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1628976,5.590000152587891,50.0,1610612753,36,54,2022-02-17T00:50:15Z,2390000,0.0,0.0,1,left,MISS W. Carter Jr. tip Layup,[1628976],1610612753.0,ORL,tip,,,Carter Jr.,W. Carter Jr.,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
242,PT05M35.00S,2022-02-17T00:50:06.8Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612737,36,54,2022-02-17T00:50:15Z,2400000,,,0,,TEAM defensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,,241.0,,,,,,,,,,,,,
243,PT05M35.00S,2022-02-17T00:50:10.5Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612737,36,54,2022-02-17T00:50:10Z,2410000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT05M25.00S,2022-02-17T00:50:22.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629027,92.06636005256242,47.794117647058826,1610612737,36,54,2022-02-17T00:50:28Z,2420000,-11.0,22.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,driving,,,Young,T. Young,,,,,2.47,Missed,,,,,,,,,,,,,,,,,,
245,PT05M22.00S,2022-02-17T00:50:24.7Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,36,54,2022-02-17T00:50:24Z,2430000,,,0,,C. Capela REBOUND (Off:1 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,244.0,4.0,3.0,1.0,,,,,,,,,,
246,PT05M20.00S,2022-02-17T00:50:27.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,92.19776609724047,49.50980392156863,1610612737,36,54,2022-02-17T00:50:40Z,2440000,-2.0,21.0,1,right,MISS C. Capela putback Layup - blocked,"[203991, 1628976]",1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,2.09,Missed,,,,,,,,,Carter Jr.,1628976.0,,,,,,,,
247,PT05M20.00S,2022-02-17T00:50:27.1Z,2,REGULAR,block,,[],1628976,,,1610612737,36,54,2022-02-17T00:50:29Z,2450000,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
248,PT05M20.00S,2022-02-17T00:50:27.1Z,2,REGULAR,rebound,defensive,[],1629678,,,1610612753,36,54,2022-02-17T00:51:53Z,2460000,,,0,,A. Schofield REBOUND (Off:1 Def:1),[1629678],1610612753.0,ORL,,,,Schofield,A. Schofield,,,,,,,,,,,246.0,2.0,1.0,1.0,,,,,,,,,,
249,PT05M18.00S,2022-02-17T00:50:31.9Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630175,6.258212877792378,50.73529411764706,1610612753,38,54,2022-02-17T00:55:03Z,2470000,-4.0,6.0,1,left,C. Anthony running reverse Layup (10 PTS),[1630175],1610612753.0,ORL,running reverse,,,Anthony,C. Anthony,,,,,0.73,Made,10.0,,,,,,,,,,,,,,,,,
250,PT05M18.00S,2022-02-17T00:50:35.4Z,2,REGULAR,foul,personal,['1freethrow'],1629631,,,1610612753,38,54,2022-02-17T00:50:51Z,2480000,,,0,,D. Hunter shooting personal FOUL (1 PF) (Anthony 1 FT),"[1629631, 1630175]",1610612737.0,ATL,shooting,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,2004.0,1.0,0.0,Anthony,1630175.0,,,
252,PT05M18.00S,2022-02-17T00:50:52.4Z,2,REGULAR,substitution,out,[],203914,,,1610612753,38,54,2022-02-17T00:50:59Z,2500000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,
253,PT05M18.00S,2022-02-17T00:50:52.4Z,2,REGULAR,substitution,in,[],1630591,,,1610612753,38,54,2022-02-17T00:50:59Z,2510000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M18.00S,2022-02-17T00:51:01.6Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1630175,,,1610612753,39,54,2022-02-17T00:51:01Z,2520000,,,0,,C. Anthony Free Throw 1 of 1 (11 PTS),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,Made,11.0,,,,,,,,,,,,,,,,,
255,PT05M04.00S,2022-02-17T00:51:14.2Z,2,REGULAR,3pt,Jump Shot,[],1629631,77.08607095926413,9.803921568627452,1610612737,39,57,2022-02-17T00:51:18Z,2530000,-201.0,163.0,1,right,D. Hunter 25' 3PT  (9 PTS) (K. Huerter 1 AST),"[1629631, 1628989]",1610612737.0,ATL,,,,Hunter,D. Hunter,,,,,25.87,Made,9.0,K. Huerter,1628989.0,1.0,,,,,,,,,,,,,,
257,PT04M58.00S,2022-02-17T00:51:21.0Z,2,REGULAR,turnover,bad pass,[],1630175,,,1610612753,39,57,2022-02-17T00:51:25Z,2550000,,,0,,C. Anthony bad pass TURNOVER (2 TO),"[1630175, 1628989]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,2.0,Huerter,1628989.0
258,PT04M58.00S,2022-02-17T00:51:21.0Z,2,REGULAR,steal,,[],1628989,,,1610612737,39,57,2022-02-17T00:51:23Z,2560000,,,0,,K. Huerter STEAL (1 STL),[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,
259,PT04M57.00S,2022-02-17T00:51:24.4Z,2,REGULAR,foul,personal,[],1630532,,,1610612737,39,57,2022-02-17T00:51:38Z,2570000,,,0,,F. Wagner personal FOUL (1 PF),"[1630532, 1628989]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,202007.0,1.0,0.0,Huerter,1628989.0,,,
261,PT04M43.00S,2022-02-17T00:51:53.6Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1628989,74.32654402102497,90.68627450980392,1610612737,39,57,2022-02-17T00:51:58Z,2590000,203.0,189.0,1,right,MISS K. Huerter 27' 3PT,[1628989],1610612737.0,ATL,,,,Huerter,K. Huerter,,,,,27.75,Missed,,,,,,,,,,,,,,,,,,
262,PT04M41.00S,2022-02-17T00:51:55.6Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,39,57,2022-02-17T00:51:58Z,2600000,,,0,,C. Anthony REBOUND (Off:0 Def:3),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,261.0,3.0,3.0,0.0,,,,,,,,,,
263,PT04M26.00S,2022-02-17T00:52:11.6Z,2,REGULAR,3pt,Jump Shot,[],1629678,27.54599211563732,18.872549019607842,1610612753,42,57,2022-02-17T00:56:31Z,2610000,156.0,206.0,1,left,A. Schofield 25' 3PT pullup (3 PTS) (W. Carter Jr. 4 AST),"[1629678, 1628976]",1610612753.0,ORL,pullup,,,Schofield,A. Schofield,,,,,25.85,Made,3.0,W. Carter Jr.,1628976.0,4.0,,,,,,,,,,,,,,
265,PT04M04.00S,2022-02-17T00:52:32.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629631,86.02168199737189,51.9607843137255,1610612737,42,57,2022-02-17T00:56:54Z,2630000,10.0,79.0,1,right,MISS D. Hunter 7' driving floating Shot,[1629631],1610612737.0,ATL,driving floating,,,Hunter,D. Hunter,,,,,7.95,Missed,,,,,,,,,,,,,,,,,,
266,PT04M03.00S,2022-02-17T00:52:33.7Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,42,57,2022-02-17T00:58:02Z,2640000,,,0,,C. Capela REBOUND (Off:2 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,265.0,5.0,3.0,2.0,,,,,,,,,,
267,PT04M03.00S,2022-02-17T00:52:37.3Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,42,57,2022-02-17T00:58:12Z,2650000,0.0,0.0,1,right,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
268,PT04M02.00S,2022-02-17T00:52:38.3Z,2,REGULAR,rebound,offensive,[],203991,,,1610612737,42,57,2022-02-17T00:58:12Z,2660000,,,0,,C. Capela REBOUND (Off:3 Def:3),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,,,,,,,267.0,6.0,3.0,3.0,,,,,,,,,,
269,PT04M02.00S,2022-02-17T00:52:41.2Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203991,94.40999984741211,50.0,1610612737,42,59,2022-02-17T00:58:18Z,2670000,0.0,0.0,1,right,C. Capela putback Layup (2 PTS),[203991],1610612737.0,ATL,putback,,,Capela,C. Capela,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,
