actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value,blockPlayerName,blockPersonId
18,PT10M39.00S,2021-12-02T00:13:02.2Z,1,REGULAR,freethrow,2 of 2,[],201145,,,1610612743,0,6,2021-12-02T00:13:02Z,140000,,,0,,J. Green Free Throw 2 of 2 (2 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
19,PT10M20.00S,2021-12-02T00:13:25.3Z,1,REGULAR,turnover,traveling,[],1628964,,,1610612753,0,6,2021-12-02T00:14:30Z,150000,,,0,,M. Bamba traveling TURNOVER (1 TO),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,202058.0,,,,,1.0,,,,,
20,PT10M02.00S,2021-12-02T00:13:53.5Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1628420,83.65637319316689,21.323529411764707,1610612743,0,8,2021-12-02T00:20:43Z,160000,-143.0,101.0,1,right,M. Morris 17' pullup Jump Shot (2 PTS) (N. Jokic 3 AST),"[1628420, 203999]",1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,17.55,Made,2.0,N. Jokic,203999.0,3.0,,,,,,,,,,,,,,,
22,PT09M51.00S,2021-12-02T00:14:05.4Z,1,REGULAR,2pt,Jump Shot,[],1630175,25.443495400788436,37.00980392156863,1610612753,0,8,2021-12-02T00:14:11Z,180000,65.0,187.0,1,left,MISS C. Anthony 19' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,19.77,Missed,,,,,,,,,,,,,,,,,,,
23,PT09M46.00S,2021-12-02T00:14:10.4Z,1,REGULAR,rebound,defensive,[],203115,,,1610612743,0,8,2021-12-02T00:14:11Z,190000,,,0,,W. Barton REBOUND (Off:0 Def:1),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,22.0,1.0,1.0,0.0,,,,,,,,,,,
24,PT09M45.00S,2021-12-02T00:14:15.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,0,8,2021-12-02T00:14:15Z,200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,PT09M33.00S,2021-12-02T00:14:39.4Z,1,REGULAR,3pt,Jump Shot,[],203115,65.78515111695138,45.34313725490196,1610612743,0,8,2021-12-02T00:14:43Z,210000,-23.0,269.0,1,right,MISS W. Barton 27' 3PT,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,27.01,Missed,,,,,,,,,,,,,,,,,,,
26,PT09M31.00S,2021-12-02T00:14:41.4Z,1,REGULAR,rebound,defensive,[],1630175,,,1610612753,0,8,2021-12-02T00:14:43Z,220000,,,0,,C. Anthony REBOUND (Off:0 Def:1),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,,,,
27,PT09M27.00S,2021-12-02T00:14:45.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fastbreak']",1630175,18.347568988173457,49.50980392156863,1610612753,0,8,2021-12-02T00:14:59Z,230000,2.0,120.0,1,left,MISS C. Anthony 12' running Shot,[1630175],1610612753.0,ORL,running,,,Anthony,C. Anthony,,,,,12.0,Missed,,,,,,,,,,,,,,,,,,,
28,PT09M24.00S,2021-12-02T00:14:48.3Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,8,2021-12-02T00:14:59Z,240000,,,0,,N. Jokic REBOUND (Off:0 Def:2),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,27.0,2.0,2.0,0.0,,,,,,,,,,,
29,PT09M21.00S,2021-12-02T00:14:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",201145,91.80354796320631,50.0,1610612743,0,8,2021-12-02T00:15:04Z,250000,0.0,25.0,1,right,MISS J. Green running Layup,[201145],1610612743.0,DEN,running,,,Green,J. Green,,,,,2.45,Missed,,,,,,,,,,,,,,,,,,,
30,PT09M18.00S,2021-12-02T00:14:54.5Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,8,2021-12-02T00:15:04Z,260000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,
31,PT09M13.00S,2021-12-02T00:14:59.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630532,7.30946123521682,52.450980392156865,1610612753,0,8,2021-12-02T00:22:59Z,270000,-12.0,16.0,1,left,MISS F. Wagner running reverse Layup,[1630532],1610612753.0,ORL,running reverse,,,Wagner,F. Wagner,,,,,2.03,Missed,,,,,,,,,,,,,,,,,,,
32,PT09M11.00S,2021-12-02T00:15:01.6Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,0,8,2021-12-02T00:15:12Z,280000,,,0,,N. Jokic REBOUND (Off:0 Def:3),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,31.0,3.0,3.0,0.0,,,,,,,,,,,
33,PT09M10.00S,2021-12-02T00:15:07.4Z,1,REGULAR,turnover,lost ball,[],203999,,,1610612743,0,8,2021-12-02T00:15:41Z,290000,,,0,,N. Jokic lost ball TURNOVER (1 TO),"[203999, 1630532]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,,,,,,,,,,1.0,Wagner,1630532.0,,,
34,PT09M10.00S,2021-12-02T00:15:07.4Z,1,REGULAR,steal,,[],1630532,,,1610612753,0,8,2021-12-02T00:15:10Z,300000,,,0,,F. Wagner STEAL (1 STL),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M10.00S,2021-12-02T00:15:13.6Z,1,REGULAR,foul,personal,[],1628420,,,1610612753,0,8,2021-12-02T00:24:02Z,310000,,,0,,M. Morris take personal FOUL (1 PF),"[1628420, 1630532]",1610612743.0,DEN,take,,,Morris,M. Morris,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Wagner,1630532.0,,,,,,
37,PT09M10.00S,2021-12-02T00:15:43.4Z,1,REGULAR,instantreplay,request,[],0,,,1610612753,0,8,2021-12-02T00:16:47Z,330000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,202058.0,,,,,,,,Common Foul Upheld,,
42,PT09M02.00S,2021-12-02T00:17:07.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630532,7.703679369250986,44.36274509803921,1610612753,2,8,2021-12-02T00:17:13Z,340000,28.0,20.0,1,left,F. Wagner driving Layup (2 PTS) (C. Anthony 1 AST),"[1630532, 1630175]",1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,3.45,Made,2.0,C. Anthony,1630175.0,1.0,,,,,,,,,,,,,,,
44,PT08M47.00S,2021-12-02T00:17:21.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203932,90.3580814717477,56.61764705882353,1610612743,2,8,2021-12-02T00:17:28Z,360000,33.0,38.0,1,right,MISS A. Gordon driving Layup - blocked,"[203932, 1628964]",1610612743.0,DEN,driving,,,Gordon,A. Gordon,,,,,5.05,Missed,,,,,,,,,,,,,,,,,,Bamba,1628964.0
46,PT08M47.00S,2021-12-02T00:17:21.5Z,1,REGULAR,block,,[],1628964,,,1610612743,2,8,2021-12-02T00:17:37Z,365000,,,0,,M. Bamba BLOCK (1 BLK),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
45,PT08M46.00S,2021-12-02T00:17:22.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612753,2,8,2021-12-02T00:17:37Z,370000,,,0,,TEAM defensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,
86,PT08M46.00S,2021-12-02T00:17:34.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,2,8,2021-12-02T00:25:29Z,375000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M29.00S,2021-12-02T00:17:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,5.863994743758213,53.92156862745098,1610612753,4,8,2021-12-02T00:17:54Z,380000,-20.0,3.0,1,left,F. Wagner driving reverse Layup (4 PTS) (G. Harris 1 AST),"[1630532, 203914]",1610612753.0,ORL,driving reverse,,,Wagner,F. Wagner,,,,,1.98,Made,4.0,G. Harris,203914.0,1.0,,,,,,,,,,,,,,,
48,PT08M16.00S,2021-12-02T00:18:00.2Z,1,REGULAR,2pt,Jump Shot,[],1628420,77.34888304862024,57.59803921568627,1610612743,4,10,2021-12-02T00:18:05Z,390000,38.0,160.0,1,right,M. Morris 16' pullup Jump Shot (4 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,16.48,Made,4.0,,,,,,,,,,,,,,,,,,
49,PT08M02.00S,2021-12-02T00:18:13.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203914,19.530223390275953,51.71568627450981,1610612753,4,10,2021-12-02T00:18:19Z,400000,-9.0,131.0,1,left,MISS G. Harris 13' pullup Shot,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,13.14,Missed,,,,,,,,,,,,,,,,,,,
50,PT07M59.00S,2021-12-02T00:18:16.0Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,10,2021-12-02T00:18:19Z,410000,,,0,,N. Jokic REBOUND (Off:0 Def:4),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,49.0,4.0,4.0,0.0,,,,,,,,,,,
51,PT07M57.00S,2021-12-02T00:18:22.2Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612743,4,10,2021-12-02T00:18:34Z,420000,,,0,,M. Bamba shooting personal FOUL (2 PF) (Green 2 FT),"[1628964, 201145]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,1627529.0,2.0,0.0,Green,201145.0,,,,,,
53,PT07M57.00S,2021-12-02T00:18:45.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],201145,,,1610612743,4,11,2021-12-02T00:19:15Z,440000,,,0,,J. Green Free Throw 1 of 2 (3 PTS),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
54,PT07M57.00S,2021-12-02T00:18:46.6Z,1,REGULAR,substitution,out,[],1628964,,,1610612743,4,11,2021-12-02T00:18:53Z,450000,,,0,,SUB out: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M57.00S,2021-12-02T00:18:46.6Z,1,REGULAR,substitution,in,[],1629643,,,1610612743,4,11,2021-12-02T00:18:53Z,460000,,,0,,SUB in: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M57.00S,2021-12-02T00:18:45.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],201145,,,1610612743,4,11,2021-12-02T00:19:15Z,470000,,,0,,MISS J. Green Free Throw 2 of 2,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,Missed,,,,,,,,,,,,,,,,,,,
57,PT07M53.00S,2021-12-02T00:18:49.2Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,4,11,2021-12-02T00:19:15Z,480000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,56.0,2.0,2.0,0.0,,,,,,,,,,,
58,PT07M44.00S,2021-12-02T00:19:23.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630175,7.178055190538765,54.166666666666664,1610612753,4,11,2021-12-02T00:19:28Z,490000,-21.0,15.0,1,left,MISS C. Anthony cutting Layup,[1630175],1610612753.0,ORL,cutting,,,Anthony,C. Anthony,,,,,2.56,Missed,,,,,,,,,,,,,,,,,,,
59,PT07M41.00S,2021-12-02T00:19:26.0Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,4,11,2021-12-02T00:19:28Z,500000,,,0,,A. Gordon REBOUND (Off:0 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,58.0,1.0,1.0,0.0,,,,,,,,,,,
60,PT07M38.00S,2021-12-02T00:19:28.1Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628420,72.61826544021025,14.950980392156863,1610612743,4,11,2021-12-02T00:19:36Z,510000,-175.0,205.0,1,right,MISS M. Morris 26' running 3PT,[1628420],1610612743.0,DEN,running,,,Morris,M. Morris,,,,,26.96,Missed,,,,,,,,,,,,,,,,,,,
61,PT07M34.00S,2021-12-02T00:19:32.1Z,1,REGULAR,rebound,defensive,[],1630532,,,1610612753,4,11,2021-12-02T00:19:36Z,520000,,,0,,F. Wagner REBOUND (Off:0 Def:1),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,60.0,1.0,1.0,0.0,,,,,,,,,,,
62,PT07M20.00S,2021-12-02T00:19:45.8Z,1,REGULAR,3pt,Jump Shot,[],1628976,5.469776609724048,94.6078431372549,1610612753,4,11,2021-12-02T00:19:51Z,530000,-223.0,-1.0,1,left,MISS W. Carter Jr. 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,,
63,PT07M17.00S,2021-12-02T00:19:48.8Z,1,REGULAR,rebound,defensive,[],201145,,,1610612743,4,11,2021-12-02T00:19:51Z,540000,,,0,,J. Green REBOUND (Off:0 Def:1),[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,62.0,1.0,1.0,0.0,,,,,,,,,,,
64,PT07M13.00S,2021-12-02T00:19:55.3Z,1,REGULAR,foul,personal,['2freethrow'],1630532,,,1610612743,4,11,2021-12-02T00:20:13Z,550000,,,0,,F. Wagner shooting personal FOUL (1 PF) (Barton 2 FT),"[1630532, 203115]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Barton,203115.0,,,,,,
67,PT07M13.00S,2021-12-02T00:20:21.9Z,1,REGULAR,freethrow,1 of 2,[],203115,,,1610612743,4,12,2021-12-02T00:20:22Z,570000,,,0,,W. Barton Free Throw 1 of 2 (3 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
68,PT07M13.00S,2021-12-02T00:20:37.0Z,1,REGULAR,freethrow,2 of 2,[],203115,,,1610612743,4,13,2021-12-02T00:20:37Z,580000,,,0,,W. Barton Free Throw 2 of 2 (4 PTS),[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
69,PT06M52.00S,2021-12-02T00:20:58.5Z,1,REGULAR,3pt,Jump Shot,[],1628976,31.750985545335087,45.588235294117645,1610612753,4,13,2021-12-02T00:21:05Z,590000,22.0,246.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,24.7,Missed,,,,,,,,,,,,,,,,,,,
70,PT06M49.00S,2021-12-02T00:21:01.5Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,13,2021-12-02T00:21:05Z,600000,,,0,,N. Jokic REBOUND (Off:0 Def:5),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,69.0,5.0,5.0,0.0,,,,,,,,,,,
71,PT06M32.00S,2021-12-02T00:21:19.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203999,89.83245729303549,60.29411764705882,1610612743,4,15,2021-12-02T00:21:25Z,610000,51.0,43.0,1,right,N. Jokic 6' Hook (2 PTS) (M. Morris 1 AST),"[203999, 1628420]",1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,6.72,Made,2.0,M. Morris,1628420.0,1.0,,,,,,,,,,,,,,,
73,PT06M22.00S,2021-12-02T00:21:28.2Z,1,REGULAR,2pt,Jump Shot,[],203914,23.209592641261498,29.166666666666668,1610612753,4,15,2021-12-02T00:21:36Z,630000,104.0,166.0,1,left,MISS G. Harris 19' pullup Shot,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,19.57,Missed,,,,,,,,,,,,,,,,,,,
74,PT06M19.00S,2021-12-02T00:21:31.2Z,1,REGULAR,rebound,defensive,[],203999,,,1610612743,4,15,2021-12-02T00:21:36Z,640000,,,0,,N. Jokic REBOUND (Off:0 Def:6),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,,,,,,,73.0,6.0,6.0,0.0,,,,,,,,,,,
77,PT06M14.00S,2021-12-02T00:21:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203115,91.06438896189225,54.80238970588235,1610612743,4,15,2021-12-02T00:23:11Z,645000,24.0,31.0,1,right,MISS W. Barton driving Layup - blocked,"[203115, 203914]",1610612743.0,DEN,driving,,,Barton,W. Barton,,,,,3.96,Missed,,,,,,,,,,,,,,,,,,Harris,203914.0
78,PT06M14.00S,2021-12-02T00:21:40.8Z,1,REGULAR,block,,[],203914,,,1610612743,4,15,2021-12-02T00:22:54Z,647500,,,0,,G. Harris BLOCK (1 BLK),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT06M13.00S,2021-12-02T00:21:41.8Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612743,4,15,2021-12-02T00:23:11Z,648750,,,0,,TEAM offensive REBOUND,[],1610612743.0,DEN,,,,,,,,,,,,,,,,77.0,,,,,,,,,,,,,,
75,PT06M12.00S,2021-12-02T00:21:53.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,4,15,2021-12-02T00:21:53Z,650000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M12.00S,2021-12-02T00:22:00.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612743,4,15,2021-12-02T00:22:00Z,660000,,,0,,ORL Timeout,[],1610612753.0,ORL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT06M12.00S,2021-12-02T00:23:31.4Z,1,REGULAR,substitution,out,[],1630532,,,1610612743,4,15,2021-12-02T00:24:35Z,670000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M12.00S,2021-12-02T00:23:31.4Z,1,REGULAR,substitution,in,[],203082,,,1610612743,4,15,2021-12-02T00:24:35Z,680000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M08.00S,2021-12-02T00:24:51.8Z,1,REGULAR,turnover,bad pass,[],1628420,,,1610612743,4,15,2021-12-02T00:24:56Z,690000,,,0,,M. Morris bad pass TURNOVER (1 TO),"[1628420, 203914]",1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,1.0,Harris,203914.0,,,
83,PT06M08.00S,2021-12-02T00:24:51.8Z,1,REGULAR,steal,,[],203914,,,1610612753,4,15,2021-12-02T00:24:53Z,700000,,,0,,G. Harris STEAL (1 STL),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT06M03.00S,2021-12-02T00:24:56.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203082,4.812746386333772,49.26470588235294,1610612753,4,15,2021-12-02T00:25:05Z,710000,4.0,-7.0,1,left,MISS T. Ross running DUNK,[203082],1610612753.0,ORL,running,,,Ross,T. Ross,,,,,0.82,Missed,,,,,,,,,,,,,,,,,,,
85,PT06M00.00S,2021-12-02T00:25:00.1Z,1,REGULAR,rebound,defensive,[],1628420,,,1610612743,4,15,2021-12-02T00:25:00Z,720000,,,0,,M. Morris REBOUND (Off:0 Def:2),[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,84.0,2.0,2.0,0.0,,,,,,,,,,,
87,PT05M49.00S,2021-12-02T00:25:11.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201145,92.85479632063075,52.94117647058824,1610612743,4,15,2021-12-02T00:25:16Z,730000,15.0,15.0,1,right,MISS J. Green driving Layup,[201145],1610612743.0,DEN,driving,,,Green,J. Green,,,,,2.08,Missed,,,,,,,,,,,,,,,,,,,
88,PT05M46.00S,2021-12-02T00:25:14.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,4,15,2021-12-02T00:25:16Z,740000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,,
89,PT05M39.00S,2021-12-02T00:25:22.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,12.434296977660972,55.63725490196079,1610612753,6,15,2021-12-02T00:25:29Z,750000,-28.0,64.0,1,left,C. Anthony 7' driving floating Jump Shot (2 PTS),[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,7.03,Made,2.0,,,,,,,,,,,,,,,,,,
90,PT05M21.00S,2021-12-02T00:25:44.7Z,1,REGULAR,turnover,out-of-bounds,[],203999,,,1610612743,6,15,2021-12-02T00:25:54Z,760000,,,0,,N. Jokic lost ball out-of-bounds TURNOVER (2 TO),[203999],1610612743.0,DEN,lost ball,,,Jokic,N. Jokic,,,,,,,,,,,,,,,203592.0,,,,,2.0,,,,,
91,PT05M21.00S,2021-12-02T00:25:51.3Z,1,REGULAR,substitution,out,[],203115,,,1610612753,6,15,2021-12-02T00:25:55Z,770000,,,0,,SUB out: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M21.00S,2021-12-02T00:25:51.3Z,1,REGULAR,substitution,in,[],1630267,,,1610612753,6,15,2021-12-02T00:25:55Z,780000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
