actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,officialId,turnoverTotal,stealPlayerName,stealPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
282,PT04M15.00S,2022-01-29T00:59:05.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630532,,,1610612765,56,45,2022-01-29T00:59:12Z,2780000,,,0,,F. Wagner personal FOUL (2 PF) (Jackson 2 FT),"[1630532, 1628367]",1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,202041.0,,,,,,,,,,,2.0,0.0,Jackson,1628367.0,,,
284,PT04M15.00S,2022-01-29T00:59:16.3Z,2,REGULAR,timeout,full,['team'],0,,,1610612765,56,45,2022-01-29T00:59:16Z,2800000,,,0,,DET Timeout,[],1610612765.0,DET,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,PT04M15.00S,2022-01-29T01:02:13.7Z,2,REGULAR,freethrow,1 of 2,[],1628367,,,1610612765,56,46,2022-01-29T01:02:13Z,2810000,,,0,,J. Jackson Free Throw 1 of 2 (1 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,Made,,,,,,1.0,,,,,,,,,,,,,
286,PT04M15.00S,2022-01-29T01:02:28.3Z,2,REGULAR,freethrow,2 of 2,[],1628367,,,1610612765,56,47,2022-01-29T01:02:28Z,2820000,,,0,,J. Jackson Free Throw 2 of 2 (2 PTS),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,Made,,,,,,2.0,,,,,,,,,,,,,
287,PT03M59.00S,2022-01-29T01:02:45.5Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1628976,7.046649145860711,53.431372549019606,1610612753,56,47,2022-01-29T01:02:54Z,2830000,-17.0,14.0,1,left,MISS W. Carter Jr. turnaround Hook,[1628976],1610612753.0,ORL,turnaround,,,Carter Jr.,W. Carter Jr.,,,,,2.2,Missed,,,,,,,,,,,,,,,,,,,
288,PT03M56.00S,2022-01-29T01:02:48.5Z,2,REGULAR,rebound,defensive,[],1628367,,,1610612765,56,47,2022-01-29T01:02:54Z,2840000,,,0,,J. Jackson REBOUND (Off:0 Def:4),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,287.0,,,,,,,,,4.0,4.0,0.0,,,,,,,
289,PT03M43.00S,2022-01-29T01:03:02.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628367,92.32917214191852,51.225490196078425,1610612765,56,47,2022-01-29T01:11:16Z,2850000,6.0,20.0,1,right,MISS J. Jackson driving Layup,[1628367],1610612765.0,DET,driving,,,Jackson,J. Jackson,,,,,2.05,Missed,,,,,,,,,,,,,,,,,,,
290,PT03M42.00S,2022-01-29T01:03:03.9Z,2,REGULAR,rebound,defensive,[],1628964,,,1610612753,56,47,2022-01-29T01:11:16Z,2860000,,,0,,M. Bamba REBOUND (Off:1 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,289.0,,,,,,,,,6.0,5.0,1.0,,,,,,,
291,PT03M41.00S,2022-01-29T01:03:06.5Z,2,REGULAR,turnover,lost ball,[],1628964,,,1610612753,56,47,2022-01-29T01:11:44Z,2870000,,,0,,M. Bamba lost ball TURNOVER (1 TO),"[1628964, 1628367]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,1.0,Jackson,1628367.0,,,,,,,,,,,,,,
292,PT03M41.00S,2022-01-29T01:03:06.5Z,2,REGULAR,steal,,[],1628367,,,1610612765,56,47,2022-01-29T01:03:10Z,2880000,,,0,,J. Jackson STEAL (2 STL),[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
293,PT03M38.00S,2022-01-29T01:03:11.2Z,2,REGULAR,turnover,out-of-bounds,[],1628367,,,1610612765,56,47,2022-01-29T01:03:30Z,2890000,,,0,,J. Jackson bad pass out-of-bounds TURNOVER (1 TO),[1628367],1610612765.0,DET,bad pass,,,Jackson,J. Jackson,,,,,,,,1627964.0,1.0,,,,,,,,,,,,,,,,
294,PT03M38.00S,2022-01-29T01:03:15.0Z,2,REGULAR,substitution,out,[],1628367,,,1610612753,56,47,2022-01-29T01:03:21Z,2900000,,,0,,SUB out: J. Jackson,[1628367],1610612765.0,DET,,,,Jackson,J. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT03M38.00S,2022-01-29T01:03:15.0Z,2,REGULAR,substitution,in,[],1630180,,,1610612753,56,47,2022-01-29T01:03:21Z,2910000,,,0,,SUB in: S. Bey,[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT03M11.00S,2022-01-29T01:03:52.3Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630175,23.73521681997372,39.21568627450981,1610612753,56,47,2022-01-29T01:04:02Z,2920000,54.0,171.0,1,left,MISS C. Anthony 17' turnaround Shot,[1630175],1610612753.0,ORL,turnaround,,,Anthony,C. Anthony,,,,,17.89,Missed,,,,,,,,,,,,,,,,,,,
297,PT03M09.00S,2022-01-29T01:03:54.3Z,2,REGULAR,rebound,defensive,[],1630180,,,1610612765,56,47,2022-01-29T01:04:02Z,2930000,,,0,,S. Bey REBOUND (Off:1 Def:1),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,,296.0,,,,,,,,,2.0,1.0,1.0,,,,,,,
298,PT02M52.00S,2022-01-29T01:04:12.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630595,81.15965834428384,45.09803921568628,1610612765,56,47,2022-01-29T01:04:23Z,2940000,-25.0,125.0,1,right,MISS C. Cunningham 12' fadeaway Shot,[1630595],1610612765.0,DET,fadeaway,,,Cunningham,C. Cunningham,,,,,12.7,Missed,,,,,,,,,,,,,,,,,,,
299,PT02M47.00S,2022-01-29T01:04:17.0Z,2,REGULAR,rebound,defensive,[],1630175,,,1610612753,56,47,2022-01-29T01:04:23Z,2950000,,,0,,C. Anthony REBOUND (Off:0 Def:4),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,298.0,,,,,,,,,4.0,4.0,0.0,,,,,,,
300,PT02M30.00S,2022-01-29T01:04:34.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630532,6.652431011826544,49.754901960784316,1610612753,58,47,2022-01-29T01:04:39Z,2960000,1.0,10.0,1,left,F. Wagner driving Layup (15 PTS),[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,1.01,Made,,,,,,15.0,,,,,,,,,,,,,
301,PT02M11.00S,2022-01-29T01:04:52.6Z,2,REGULAR,2pt,Jump Shot,[],1630191,71.69842312746385,40.44117647058824,1610612765,58,47,2022-01-29T01:04:58Z,2970000,-48.0,214.0,1,right,MISS I. Stewart 21' pullup Shot,[1630191],1610612765.0,DET,pullup,,,Stewart,I. Stewart,,,,,21.88,Missed,,,,,,,,,,,,,,,,,,,
302,PT02M08.00S,2022-01-29T01:04:55.6Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,58,47,2022-01-29T01:04:58Z,2980000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:3),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,301.0,,,,,,,,,4.0,3.0,1.0,,,,,,,
303,PT02M03.00S,2022-01-29T01:05:02.0Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1628976,6.258212877792378,48.529411764705884,1610612753,60,47,2022-01-29T01:05:24Z,2990000,7.0,6.0,1,left,W. Carter Jr. cutting DUNK (4 PTS) (J. Suggs 3 AST),"[1628976, 1630591]",1610612753.0,ORL,cutting,,,Carter Jr.,W. Carter Jr.,,,,,0.97,Made,,,,,,4.0,J. Suggs,1630591.0,3.0,,,,,,,,,,
305,PT02M03.00S,2022-01-29T01:05:07.9Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1630191,,,1610612753,60,47,2022-01-29T01:05:16Z,3010000,,,0,,I. Stewart shooting personal FOUL (2 PF) (Carter Jr. 1 FT),"[1630191, 1628976]",1610612765.0,DET,shooting,,,Stewart,I. Stewart,,,,,,,,202041.0,,,,,,,,,,,2.0,0.0,Carter Jr.,1628976.0,,,
307,PT02M03.00S,2022-01-29T01:05:36.0Z,2,REGULAR,freethrow,1 of 1,[],1628976,,,1610612753,61,47,2022-01-29T01:05:36Z,3030000,,,0,,W. Carter Jr. Free Throw 1 of 1 (5 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,,5.0,,,,,,,,,,,,,
308,PT01M51.00S,2022-01-29T01:05:51.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628964,,,1610612765,61,47,2022-01-29T01:05:59Z,3040000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Cunningham 2 FT),"[1628964, 1630595]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,1627964.0,,,,,,,,,,,1.0,0.0,Cunningham,1630595.0,,,
310,PT01M51.00S,2022-01-29T01:06:13.0Z,2,REGULAR,freethrow,1 of 2,[],1630595,,,1610612765,61,48,2022-01-29T01:06:13Z,3060000,,,0,,C. Cunningham Free Throw 1 of 2 (1 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,,1.0,,,,,,,,,,,,,
311,PT01M51.00S,2022-01-29T01:06:27.1Z,2,REGULAR,freethrow,2 of 2,[],1630595,,,1610612765,61,49,2022-01-29T01:06:27Z,3070000,,,0,,C. Cunningham Free Throw 2 of 2 (2 PTS),[1630595],1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,Made,,,,,,2.0,,,,,,,,,,,,,
312,PT01M39.00S,2022-01-29T01:06:39.2Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,12.171484888304862,48.03921568627451,1610612753,61,49,2022-01-29T01:06:52Z,3080000,10.0,62.0,1,left,MISS C. Anthony 6' driving floating Shot,[1630175],1610612753.0,ORL,driving floating,,,Anthony,C. Anthony,,,,,6.27,Missed,,,,,,,,,,,,,,,,,,,
313,PT01M38.00S,2022-01-29T01:06:40.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612753,61,49,2022-01-29T01:06:52Z,3090000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,312.0,,,,,,,,,,,,,,,,,,
314,PT01M37.00S,2022-01-29T01:06:50.0Z,2,REGULAR,turnover,traveling,[],1630175,,,1610612753,61,49,2022-01-29T01:06:57Z,3100000,,,0,,C. Anthony traveling TURNOVER (2 TO),[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,1627964.0,2.0,,,,,,,,,,,,,,,,
315,PT01M21.00S,2022-01-29T01:07:06.3Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630191,91.27792378449409,51.225490196078425,1610612765,61,49,2022-01-29T01:08:00Z,3110000,6.0,29.0,1,right,MISS I. Stewart Layup,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,3.01,Missed,,,,,,,,,,,,,,,,,,,
316,PT01M19.00S,2022-01-29T01:07:08.3Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,61,49,2022-01-29T01:08:00Z,3120000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,315.0,,,,,,,,,5.0,4.0,1.0,,,,,,,
317,PT01M14.00S,2022-01-29T01:07:15.9Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630191,,,1610612753,61,49,2022-01-29T01:07:28Z,3130000,,,0,,I. Stewart personal FOUL (3 PF) (Carter Jr. 2 FT),"[1630191, 1628976]",1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,1628951.0,,,,,,,,,,,3.0,0.0,Carter Jr.,1628976.0,,,
319,PT01M14.00S,2022-01-29T01:07:47.0Z,2,REGULAR,freethrow,1 of 2,[],1628976,,,1610612753,62,49,2022-01-29T01:07:47Z,3150000,,,0,,W. Carter Jr. Free Throw 1 of 2 (6 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,,6.0,,,,,,,,,,,,,
320,PT01M14.00S,2022-01-29T01:07:47.8Z,2,REGULAR,substitution,out,[],1630191,,,1610612753,62,49,2022-01-29T01:07:54Z,3160000,,,0,,SUB out: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
321,PT01M14.00S,2022-01-29T01:07:47.8Z,2,REGULAR,substitution,in,[],1626168,,,1610612753,62,49,2022-01-29T01:07:54Z,3170000,,,0,,SUB in: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
322,PT01M14.00S,2022-01-29T01:08:10.8Z,2,REGULAR,freethrow,2 of 2,[],1628976,,,1610612753,63,49,2022-01-29T01:08:10Z,3180000,,,0,,W. Carter Jr. Free Throw 2 of 2 (7 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,,7.0,,,,,,,,,,,,,
323,PT01M03.00S,2022-01-29T01:08:22.9Z,2,REGULAR,2pt,Jump Shot,[],1630595,79.31997371879106,25.245098039215684,1610612765,63,49,2022-01-29T01:08:29Z,3190000,-124.0,142.0,1,right,MISS C. Cunningham 18' pullup Shot,[1630595],1610612765.0,DET,pullup,,,Cunningham,C. Cunningham,,,,,18.83,Missed,,,,,,,,,,,,,,,,,,,
324,PT01M00.00S,2022-01-29T01:08:25.9Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,63,49,2022-01-29T01:08:29Z,3200000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:5),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,323.0,,,,,,,,,6.0,5.0,1.0,,,,,,,
325,PT00M52.60S,2022-01-29T01:08:34.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,12.434296977660972,39.46078431372549,1610612753,63,49,2022-01-29T01:08:41Z,3210000,53.0,64.0,1,left,MISS W. Carter Jr. 8' driving bank Shot,[1628976],1610612753.0,ORL,driving bank,,,Carter Jr.,W. Carter Jr.,,,,,8.32,Missed,,,,,,,,,,,,,,,,,,,
326,PT00M49.90S,2022-01-29T01:08:37.2Z,2,REGULAR,rebound,defensive,[],202709,,,1610612765,63,49,2022-01-29T01:08:41Z,3220000,,,0,,C. Joseph REBOUND (Off:2 Def:2),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,325.0,,,,,,,,,4.0,2.0,2.0,,,,,,,
327,PT00M47.10S,2022-01-29T01:08:40.0Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1628977,91.47913929040736,47.64476102941176,1610612765,63,49,2022-01-29T01:10:17Z,3230000,-12.0,28.0,1,right,MISS H. Diallo running Layup,[1628977],1610612765.0,DET,running,,,Diallo,H. Diallo,,,,,3.0,Missed,,,,,,,,,,,,,,,,,,,
328,PT00M46.00S,2022-01-29T01:08:41.1Z,2,REGULAR,rebound,offensive,[],1628977,,,1610612765,63,49,2022-01-29T01:18:33Z,3240000,,,0,,H. Diallo REBOUND (Off:2 Def:1),[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,327.0,,,,,,,,,3.0,1.0,2.0,,,,,,,
329,PT00M45.00S,2022-01-29T01:08:46.0Z,2,REGULAR,2pt,Layup,"['2ndchance', 'fastbreak', 'pointsinthepaint']",1628977,94.40999984741211,50.0,1610612765,63,49,2022-01-29T01:18:44Z,3250000,0.0,0.0,1,right,MISS H. Diallo tip Layup,[1628977],1610612765.0,DET,tip,,,Diallo,H. Diallo,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
330,PT00M44.20S,2022-01-29T01:08:46.8Z,2,REGULAR,rebound,defensive,[],1630532,,,1610612753,63,49,2022-01-29T01:18:44Z,3260000,,,0,,F. Wagner REBOUND (Off:0 Def:2),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,329.0,,,,,,,,,2.0,2.0,0.0,,,,,,,
343,PT00M40.40S,2022-01-29T01:08:48.8Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630591,7.35873850197109,54.6798406862745,1610612753,63,49,2022-01-29T01:18:03Z,3265000,-23.0,17.0,1,left,MISS J. Suggs running reverse Layup,[1630591],1610612753.0,ORL,running reverse,,,Suggs,J. Suggs,,,,,2.87,Missed,,,,,,,,,,,,,,,,,,,
344,PT00M40.30S,2022-01-29T01:08:48.9Z,2,REGULAR,rebound,offensive,[],1628964,,,1610612753,63,49,2022-01-29T01:19:34Z,3267500,,,0,,M. Bamba REBOUND (Off:2 Def:5),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,343.0,,,,,,,,,7.0,5.0,2.0,,,,,,,
331,PT00M39.20S,2022-01-29T01:08:51.7Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', '2ndchance']",1628964,7.5722733245729295,48.03921568627451,1610612753,65,49,2022-01-29T01:12:47Z,3270000,10.0,19.0,1,left,M. Bamba tip DUNK (4 PTS),[1628964],1610612753.0,ORL,tip,,,Bamba,M. Bamba,,,,,2.11,Made,,,,,,4.0,,,,,,,,,,,,,
332,PT00M31.10S,2022-01-29T01:08:58.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628977,90.75229960578186,50.245098039215684,1610612765,65,49,2022-01-29T01:09:11Z,3280000,1.0,34.0,1,right,MISS H. Diallo Layup,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,3.44,Missed,,,,,,,,,,,,,,,,,,,
333,PT00M31.10S,2022-01-29T01:08:58.0Z,2,REGULAR,rebound,defensive,[],1628976,,,1610612753,65,49,2022-01-29T01:09:08Z,3290000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,332.0,,,,,,,,,7.0,6.0,1.0,,,,,,,
334,PT00M11.60S,2022-01-29T01:09:19.1Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626168,,,1610612753,65,49,2022-01-29T01:09:35Z,3300000,,,0,,T. Lyles shooting personal FOUL (2 PF) (Wagner 2 FT),"[1626168, 1630532]",1610612765.0,DET,shooting,,,Lyles,T. Lyles,,,,,,,,202041.0,,,,,,,,,,,2.0,0.0,Wagner,1630532.0,,,
336,PT00M11.60S,2022-01-29T01:09:53.7Z,2,REGULAR,freethrow,1 of 2,[],1630532,,,1610612753,66,49,2022-01-29T01:09:53Z,3320000,,,0,,F. Wagner Free Throw 1 of 2 (16 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,16.0,,,,,,,,,,,,,
337,PT00M11.60S,2022-01-29T01:09:54.6Z,2,REGULAR,substitution,out,[],1628977,,,1610612753,66,49,2022-01-29T01:10:01Z,3330000,,,0,,SUB out: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
338,PT00M11.60S,2022-01-29T01:09:54.6Z,2,REGULAR,substitution,in,[],1628402,,,1610612753,66,49,2022-01-29T01:10:01Z,3340000,,,0,,SUB in: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
339,PT00M11.60S,2022-01-29T01:10:18.1Z,2,REGULAR,freethrow,2 of 2,[],1630532,,,1610612753,67,49,2022-01-29T01:10:18Z,3350000,,,0,,F. Wagner Free Throw 2 of 2 (17 PTS),[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,Made,,,,,,17.0,,,,,,,,,,,,,
340,PT00M10.80S,2022-01-29T01:10:28.2Z,2,REGULAR,stoppage,equipment issue,[],0,,,1610612765,67,49,2022-01-29T01:10:28Z,3360000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT00M01.60S,2022-01-29T01:10:50.1Z,2,REGULAR,2pt,Jump Shot,[],202709,75.3777923784494,74.01960784313727,1610612765,67,51,2022-01-29T01:26:14Z,3370000,120.0,179.0,1,right,C. Joseph 21' step back Jump Shot (4 PTS),[202709],1610612765.0,DET,step back,,,Joseph,C. Joseph,,,,,21.55,Made,,,,,,4.0,,,,,,,,,,,,,
342,PT00M00.00S,2022-01-29T01:11:08.5Z,2,REGULAR,period,end,[],0,,,1610612753,67,51,2022-01-29T01:11:08Z,3380000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
348,PT12M00.00S,2022-01-29T01:25:50.1Z,3,REGULAR,substitution,out,['startperiod'],1626168,,,1610612753,67,51,2022-01-29T01:26:30Z,3390000,,,0,,SUB out: T. Lyles,[1626168],1610612765.0,DET,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,
349,PT12M00.00S,2022-01-29T01:25:50.1Z,3,REGULAR,substitution,out,['startperiod'],1628402,,,1610612753,67,51,2022-01-29T01:26:30Z,3400000,,,0,,SUB out: F. Jackson,[1628402],1610612765.0,DET,,,,Jackson,F. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
350,PT12M00.00S,2022-01-29T01:25:50.1Z,3,REGULAR,substitution,in,['startperiod'],1630191,,,1610612753,67,51,2022-01-29T01:26:30Z,3410000,,,0,,SUB in: I. Stewart,[1630191],1610612765.0,DET,,,,Stewart,I. Stewart,,,,,,,,,,,,,,,,,,,,,,,,,
351,PT12M00.00S,2022-01-29T01:25:50.1Z,3,REGULAR,substitution,in,['startperiod'],1628977,,,1610612753,67,51,2022-01-29T01:26:30Z,3420000,,,0,,SUB in: H. Diallo,[1628977],1610612765.0,DET,,,,Diallo,H. Diallo,,,,,,,,,,,,,,,,,,,,,,,,,
352,PT12M00.00S,2022-01-29T01:26:28.3Z,3,REGULAR,period,start,[],0,,,1610612765,67,51,2022-01-29T01:26:31Z,3430000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
353,PT11M44.00S,2022-01-29T01:26:46.5Z,3,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612765,67,51,2022-01-29T01:26:59Z,3440000,,,0,,M. Bamba shooting personal FOUL (2 PF) (Bey 2 FT),"[1628964, 1630180]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,1627964.0,,,,,,,,,,,2.0,0.0,Bey,1630180.0,,,
355,PT11M44.00S,2022-01-29T01:27:05.3Z,3,REGULAR,freethrow,1 of 2,[],1630180,,,1610612765,67,52,2022-01-29T01:27:05Z,3460000,,,0,,S. Bey Free Throw 1 of 2 (6 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,,,,,6.0,,,,,,,,,,,,,
356,PT11M44.00S,2022-01-29T01:27:19.2Z,3,REGULAR,freethrow,2 of 2,[],1630180,,,1610612765,67,53,2022-01-29T01:27:19Z,3470000,,,0,,S. Bey Free Throw 2 of 2 (7 PTS),[1630180],1610612765.0,DET,,,,Bey,S. Bey,,,,,,Made,,,,,,7.0,,,,,,,,,,,,,
357,PT11M23.00S,2022-01-29T01:27:39.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630591,79.84559789750328,64.2156862745098,1610612753,67,53,2022-01-29T01:27:48Z,3480000,71.0,137.0,1,right,MISS J. Suggs 15' pullup Shot,[1630591],1610612753.0,ORL,pullup,,,Suggs,J. Suggs,,,,,15.44,Missed,,,,,,,,,,,,,,,,,,,
358,PT11M19.00S,2022-01-29T01:27:43.4Z,3,REGULAR,rebound,offensive,[],1628976,,,1610612753,67,53,2022-01-29T01:27:48Z,3490000,,,0,,W. Carter Jr. REBOUND (Off:2 Def:6),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,357.0,,,,,,,,,8.0,6.0,2.0,,,,,,,
359,PT11M18.00S,2022-01-29T01:27:43.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628976,92.06636005256242,47.794117647058826,1610612753,67,53,2022-01-29T01:27:54Z,3500000,-11.0,22.0,1,right,MISS W. Carter Jr. putback DUNK,[1628976],1610612753.0,ORL,putback,,,Carter Jr.,W. Carter Jr.,,,,,2.47,Missed,,,,,,,,,,,,,,,,,,,
360,PT11M16.00S,2022-01-29T01:27:45.6Z,3,REGULAR,rebound,defensive,[],202709,,,1610612765,67,53,2022-01-29T01:27:54Z,3510000,,,0,,C. Joseph REBOUND (Off:2 Def:3),[202709],1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,359.0,,,,,,,,,5.0,3.0,2.0,,,,,,,
361,PT11M14.00S,2022-01-29T01:27:50.0Z,3,REGULAR,turnover,bad pass,[],1630595,,,1610612765,67,53,2022-01-29T01:28:12Z,3520000,,,0,,C. Cunningham bad pass TURNOVER (1 TO),"[1630595, 1630591]",1610612765.0,DET,,,,Cunningham,C. Cunningham,,,,,,,,,1.0,Suggs,1630591.0,,,,,,,,,,,,,,
362,PT11M14.00S,2022-01-29T01:27:50.0Z,3,REGULAR,steal,,[],1630591,,,1610612753,67,53,2022-01-29T01:27:52Z,3530000,,,0,,J. Suggs STEAL (2 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
363,PT11M14.00S,2022-01-29T01:27:56.6Z,3,REGULAR,foul,personal,[],202709,,,1610612753,67,53,2022-01-29T01:28:02Z,3540000,,,0,,C. Joseph personal FOUL (1 PF),"[202709, 1630591]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,,,,1628951.0,,,,,,,,,,,1.0,0.0,Suggs,1630591.0,,,
365,PT11M14.00S,2022-01-29T01:28:12.5Z,3,REGULAR,instantreplay,request,[],0,,,1610612753,67,53,2022-01-29T01:30:21Z,3560000,,,0,,,[],,,,,,,,,,,,,,,202041.0,,,,,,,,,,,,,,,,,Common Foul Upheld
366,PT11M02.00S,2022-01-29T01:30:56.2Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1628964,85.10183968462549,95.58823529411765,1610612753,70,53,2022-01-29T01:31:03Z,3570000,228.0,88.0,1,right,M. Bamba 24' 3PT  (7 PTS) (C. Anthony 4 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.41,Made,,,,,,7.0,C. Anthony,1630175.0,4.0,,,,,,,,,,
368,PT10M44.00S,2022-01-29T01:31:14.6Z,3,REGULAR,3pt,Jump Shot,[],202709,27.677398160315374,22.058823529411764,1610612765,70,56,2022-01-29T01:31:20Z,3590000,140.0,208.0,1,left,C. Joseph 25' 3PT  (7 PTS) (C. Cunningham 3 AST),"[202709, 1630595]",1610612765.0,DET,,,,Joseph,C. Joseph,,,,,25.03,Made,,,,,,7.0,C. Cunningham,1630595.0,3.0,,,,,,,,,,
