actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
91,PT03M41.00S,2022-01-31T00:28:18.9Z,1,REGULAR,foul,personal,['2freethrow'],203914,,,1610612742,17,23,2022-01-31T00:28:40Z,910000,,,0,,G. Harris shooting personal FOUL (1 PF) (Doncic 2 FT),"[203914, 1629029]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,,,,,,,,,,,202049.0,,,,1.0,0.0,Doncic,1629029.0,,,
93,PT03M41.00S,2022-01-31T00:28:52.4Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,17,24,2022-01-31T00:28:52Z,930000,,,0,,L. Doncic Free Throw 1 of 2 (6 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
94,PT03M41.00S,2022-01-31T00:28:53.3Z,1,REGULAR,substitution,out,[],1630532,,,1610612742,17,24,2022-01-31T00:29:00Z,940000,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT03M41.00S,2022-01-31T00:28:53.3Z,1,REGULAR,substitution,in,[],203082,,,1610612742,17,24,2022-01-31T00:29:00Z,950000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT03M41.00S,2022-01-31T00:29:15.5Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,17,25,2022-01-31T00:29:15Z,960000,,,0,,L. Doncic Free Throw 2 of 2 (7 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
97,PT03M17.00S,2022-01-31T00:29:40.5Z,1,REGULAR,turnover,bad pass,[],1629643,,,1610612753,17,25,2022-01-31T00:29:44Z,970000,,,0,,C. Okeke bad pass TURNOVER (1 TO),"[1629643, 1627737]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,1.0,Chriss,1627737.0,,,,,,,
98,PT03M17.00S,2022-01-31T00:29:40.5Z,1,REGULAR,steal,,[],1627737,,,1610612742,17,25,2022-01-31T00:34:22Z,980000,,,0,,M. Chriss STEAL (1 STL),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M11.00S,2022-01-31T00:29:51.3Z,1,REGULAR,violation,kicked ball,[],1629643,,,1610612742,17,25,2022-01-31T00:34:33Z,990000,,,0,,C. Okeke kicked ball VIOLATION,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,1626300.0,,,,,,,,,,
100,PT03M02.00S,2022-01-31T00:30:13.1Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1627827,91.01511169513797,1.9607843137254901,1610612742,17,25,2022-01-31T00:39:35Z,1000000,-240.0,32.0,1,right,MISS D. Finney-Smith 24' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,24.23,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M00.00S,2022-01-31T00:30:15.1Z,1,REGULAR,rebound,defensive,[],203082,,,1610612753,17,25,2022-01-31T00:39:35Z,1010000,,,0,,T. Ross REBOUND (Off:0 Def:1),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,100.0,1.0,1.0,0.0,,,,,,,,,,,
102,PT02M49.00S,2022-01-31T00:30:25.7Z,1,REGULAR,turnover,bad pass,[],203082,,,1610612753,17,25,2022-01-31T00:30:33Z,1020000,,,0,,T. Ross bad pass TURNOVER (1 TO),"[203082, 203493]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,1.0,Bullock,203493.0,,,,,,,
103,PT02M49.00S,2022-01-31T00:30:25.7Z,1,REGULAR,steal,,[],203493,,,1610612742,17,25,2022-01-31T00:30:28Z,1030000,,,0,,R. Bullock STEAL (1 STL),[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT02M45.00S,2022-01-31T00:30:30.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627737,91.93495400788436,55.392156862745104,1610612742,17,27,2022-01-31T00:30:46Z,1040000,27.0,23.0,1,right,M. Chriss Layup (2 PTS) (J. Green 2 AST),"[1627737, 1630182]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,3.57,Made,2.0,J. Green,1630182.0,2.0,,,,,,,,,,,,,,,
106,PT02M23.00S,2022-01-31T00:30:50.7Z,1,REGULAR,3pt,Jump Shot,[],1628976,5.338370565045992,94.85294117647058,1610612753,20,27,2022-01-31T00:30:56Z,1060000,-224.0,-2.0,1,left,W. Carter Jr. 3PT  (7 PTS) (T. Ross 1 AST),"[1628976, 203082]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,22.43,Made,7.0,T. Ross,203082.0,1.0,,,,,,,,,,,,,,,
108,PT02M02.00S,2022-01-31T00:31:12.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627737,90.22667542706965,48.28431372549019,1610612742,20,27,2022-01-31T00:31:28Z,1080000,-9.0,39.0,1,right,MISS M. Chriss Layup,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,4.03,Missed,,,,,,,,,,,,,,,,,,,
109,PT02M01.00S,2022-01-31T00:31:13.6Z,1,REGULAR,rebound,offensive,[],1627827,,,1610612742,20,27,2022-01-31T00:40:50Z,1090000,,,0,,D. Finney-Smith REBOUND (Off:1 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,108.0,2.0,1.0,1.0,,,,,,,,,,,
110,PT02M01.00S,2022-01-31T00:31:24.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1627827,94.40999984741211,50.0,1610612742,20,27,2022-01-31T00:40:45Z,1100000,0.0,0.0,1,right,MISS D. Finney-Smith tip Layup,[1627827],1610612742.0,DAL,tip,,,Finney-Smith,D. Finney-Smith,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
111,PT02M01.00S,2022-01-31T00:31:24.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,20,27,2022-01-31T00:31:31Z,1110000,,,0,,W. Carter Jr. REBOUND (Off:1 Def:4),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,110.0,5.0,4.0,1.0,,,,,,,,,,,
112,PT02M01.00S,2022-01-31T00:31:32.7Z,1,REGULAR,foul,personal,[],1627737,,,1610612753,20,27,2022-01-31T00:31:59Z,1120000,,,0,,M. Chriss personal FOUL (1 PF),"[1627737, 1628976]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,1363.0,,,,1.0,0.0,Carter Jr.,1628976.0,,,
114,PT02M01.00S,2022-01-31T00:31:39.3Z,1,REGULAR,substitution,out,[],1628976,,,1610612753,20,27,2022-01-31T00:31:57Z,1140000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M01.00S,2022-01-31T00:31:39.3Z,1,REGULAR,substitution,out,[],1630175,,,1610612753,20,27,2022-01-31T00:31:57Z,1150000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M01.00S,2022-01-31T00:31:39.3Z,1,REGULAR,substitution,in,[],1630591,,,1610612753,20,27,2022-01-31T00:31:57Z,1160000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M01.00S,2022-01-31T00:31:39.3Z,1,REGULAR,substitution,in,[],1629021,,,1610612753,20,27,2022-01-31T00:31:57Z,1170000,,,0,,SUB in: M. Wagner,[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M01.00S,2022-01-31T00:31:39.3Z,1,REGULAR,substitution,out,[],1627827,,,1610612753,20,27,2022-01-31T00:32:53Z,1175000,,,0,,SUB out: D. Finney-Smith,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M01.00S,2022-01-31T00:31:39.3Z,1,REGULAR,substitution,in,[],1628973,,,1610612753,20,27,2022-01-31T00:32:53Z,1177500,,,0,,SUB in: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT01M39.00S,2022-01-31T00:31:58.4Z,1,REGULAR,3pt,Jump Shot,[],1630591,28.728646517739815,74.50980392156863,1610612753,20,27,2022-01-31T00:34:50Z,1180000,-123.0,218.0,1,left,MISS J. Suggs 24' 3PT,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,24.96,Missed,,,,,,,,,,,,,,,,,,,
119,PT01M37.00S,2022-01-31T00:32:00.4Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,20,27,2022-01-31T00:34:50Z,1190000,,,0,,L. Doncic REBOUND (Off:0 Def:2),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,,,
120,PT01M35.00S,2022-01-31T00:32:03.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,86.02168199737189,51.71568627450981,1610612742,20,27,2022-01-31T00:42:25Z,1200000,9.0,79.0,1,right,MISS L. Doncic 7' Jump Shot,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,7.94,Missed,,,,,,,,,,,,,,,,,,,
121,PT01M35.00S,2022-01-31T00:32:03.2Z,1,REGULAR,rebound,defensive,[],1629021,,,1610612753,20,27,2022-01-31T00:35:19Z,1210000,,,0,,M. Wagner REBOUND (Off:0 Def:1),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,
122,PT01M31.00S,2022-01-31T00:32:06.7Z,1,REGULAR,3pt,Jump Shot,[],1629643,24.655059132720105,83.82352941176471,1610612753,23,27,2022-01-31T00:32:18Z,1220000,-169.0,179.0,1,left,C. Okeke 24' 3PT  (3 PTS) (G. Harris 1 AST),"[1629643, 203914]",1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,24.65,Made,3.0,G. Harris,203914.0,1.0,,,,,,,,,,,,,,,
124,PT01M12.00S,2022-01-31T00:32:25.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,91.5407358738502,56.372549019607845,1610612742,23,29,2022-01-31T00:32:31Z,1240000,32.0,27.0,1,right,L. Doncic driving Layup (9 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,4.18,Made,9.0,,,,,,,,,,,,,,,,,,
125,PT00M56.90S,2022-01-31T00:32:41.5Z,1,REGULAR,3pt,Jump Shot,[],1629643,25.837713534822605,8.57843137254902,1610612753,23,29,2022-01-31T00:32:45Z,1250000,207.0,190.0,1,left,MISS C. Okeke 28' 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,28.13,Missed,,,,,,,,,,,,,,,,,,,
126,PT00M54.50S,2022-01-31T00:32:43.8Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,23,29,2022-01-31T00:32:43Z,1260000,,,0,,L. Doncic REBOUND (Off:0 Def:3),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,125.0,3.0,3.0,0.0,,,,,,,,,,,
129,PT00M42.30S,2022-01-31T00:32:56.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,91.5407358738502,59.068627450980394,1610612742,23,31,2022-01-31T01:09:58Z,1270000,45.0,27.0,1,right,L. Doncic driving Layup (11 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,5.27,Made,11.0,,,,,,,,,,,,,,,,,,
130,PT00M31.50S,2022-01-31T00:33:13.9Z,1,REGULAR,turnover,lost ball,[],1630591,,,1610612753,23,31,2022-01-31T00:33:17Z,1280000,,,0,,J. Suggs lost ball TURNOVER (2 TO),"[1630591, 1627737]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,2.0,Chriss,1627737.0,,,,,,,
131,PT00M31.50S,2022-01-31T00:33:13.9Z,1,REGULAR,steal,,[],1627737,,,1610612742,23,31,2022-01-31T00:33:15Z,1290000,,,0,,M. Chriss STEAL (2 STL),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT00M28.50S,2022-01-31T00:33:16.9Z,1,REGULAR,turnover,bad pass,[],1628973,,,1610612742,23,31,2022-01-31T00:53:14Z,1300000,,,0,,J. Brunson bad pass TURNOVER (1 TO),"[1628973, 1629643]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,,,,,,
133,PT00M28.50S,2022-01-31T00:33:16.9Z,1,REGULAR,steal,,[],1629643,,,1610612753,23,31,2022-01-31T00:33:20Z,1310000,,,0,,C. Okeke STEAL (1 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT00M09.30S,2022-01-31T00:33:36.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630591,8.492115637319317,57.35294117647059,1610612753,23,31,2022-01-31T00:33:44Z,1320000,-37.0,27.0,1,left,MISS J. Suggs driving Layup - blocked,"[1630591, 1627737]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,4.58,Missed,,,,,,,,,,,,,,,,,Chriss,1627737.0,
135,PT00M09.30S,2022-01-31T00:33:36.1Z,1,REGULAR,block,,[],1627737,,,1610612753,23,31,2022-01-31T00:33:40Z,1330000,,,0,,M. Chriss BLOCK (1 BLK),[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M03.80S,2022-01-31T00:33:41.6Z,1,REGULAR,rebound,defensive,[],1629029,,,1610612742,23,31,2022-01-31T00:33:44Z,1340000,,,0,,L. Doncic REBOUND (Off:0 Def:4),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,134.0,4.0,4.0,0.0,,,,,,,,,,,
137,PT00M00.00S,2022-01-31T00:33:46.2Z,1,REGULAR,3pt,Jump Shot,[],1628973,86.94152431011827,95.83333333333334,1610612742,23,34,2022-01-31T00:33:51Z,1350000,229.0,70.0,1,right,J. Brunson 3PT  (4 PTS) (L. Doncic 6 AST),"[1628973, 1629029]",1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.97,Made,4.0,L. Doncic,1629029.0,6.0,,,,,,,,,,,,,,,
140,PT00M00.00S,2022-01-31T00:34:03.4Z,1,REGULAR,instantreplay,request,[],0,,,1610612753,23,34,2022-01-31T00:35:55Z,1365000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,202049.0,,,,,,,,,,End Period - Good Basket
139,PT00M00.00S,2022-01-31T00:34:20.6Z,1,REGULAR,period,end,[],0,,,1610612753,23,34,2022-01-31T00:34:20Z,1370000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT12M00.00S,2022-01-31T00:35:58.3Z,2,REGULAR,substitution,out,['startperiod'],1629029,,,1610612753,23,34,2022-01-31T00:36:28Z,1380000,,,0,,SUB out: L. Doncic,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT12M00.00S,2022-01-31T00:35:58.3Z,2,REGULAR,substitution,in,['startperiod'],1628373,,,1610612753,23,34,2022-01-31T00:36:28Z,1390000,,,0,,SUB in: F. Ntilikina,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT12M00.00S,2022-01-31T00:36:36.7Z,2,REGULAR,period,start,[],0,,,1610612742,23,34,2022-01-31T00:36:36Z,1400000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT11M35.00S,2022-01-31T00:37:01.0Z,2,REGULAR,3pt,Jump Shot,[],1628373,69.46452036793693,25.0,1610612742,23,34,2022-01-31T00:37:07Z,1410000,-125.0,235.0,1,right,MISS F. Ntilikina 26' 3PT,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,26.57,Missed,,,,,,,,,,,,,,,,,,,
145,PT11M30.00S,2022-01-31T00:37:05.2Z,2,REGULAR,rebound,offensive,[],1628973,,,1610612742,23,34,2022-01-31T00:37:05Z,1420000,,,0,,J. Brunson REBOUND (Off:1 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,144.0,2.0,1.0,1.0,,,,,,,,,,,
146,PT11M27.00S,2022-01-31T00:37:09.2Z,2,REGULAR,turnover,bad pass,[],1630182,,,1610612742,23,34,2022-01-31T00:37:13Z,1430000,,,0,,J. Green bad pass TURNOVER (1 TO),"[1630182, 1630591]",1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,1.0,Suggs,1630591.0,,,,,,,
147,PT11M27.00S,2022-01-31T00:37:09.2Z,2,REGULAR,steal,,[],1630591,,,1610612753,23,34,2022-01-31T00:37:11Z,1440000,,,0,,J. Suggs STEAL (1 STL),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT11M18.00S,2022-01-31T00:37:19.7Z,2,REGULAR,foul,personal,[],1627737,,,1610612753,23,34,2022-01-31T00:37:32Z,1450000,,,0,,M. Chriss personal FOUL (2 PF),"[1627737, 203914]",1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,1626300.0,,,,2.0,0.0,Harris,203914.0,,,
150,PT11M17.00S,2022-01-31T00:37:47.2Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203082,30.962549277266753,65.68627450980392,1610612753,26,34,2022-01-31T00:37:51Z,1470000,-78.0,239.0,1,left,T. Ross 25' 3PT  (3 PTS) (M. Wagner 1 AST),"[203082, 1629021]",1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.11,Made,3.0,M. Wagner,1629021.0,1.0,,,,,,,,,,,,,,,
152,PT11M17.00S,2022-01-31T00:37:50.5Z,2,REGULAR,foul,personal,['1freethrow'],203493,,,1610612753,26,34,2022-01-31T00:38:01Z,1490000,,,0,,R. Bullock shooting personal FOUL (1 PF) (Ross 1 FT),"[203493, 203082]",1610612742.0,DAL,shooting,,,Bullock,R. Bullock,,,,,,,,,,,,,,,1626300.0,,,,1.0,0.0,Ross,203082.0,,,
154,PT11M17.00S,2022-01-31T00:38:14.2Z,2,REGULAR,freethrow,1 of 1,['fromturnover'],203082,,,1610612753,27,34,2022-01-31T00:38:14Z,1510000,,,0,,T. Ross Free Throw 1 of 1 (4 PTS),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
155,PT11M08.00S,2022-01-31T00:38:26.6Z,2,REGULAR,turnover,lost ball,[],1628373,,,1610612742,27,34,2022-01-31T00:38:32Z,1520000,,,0,,F. Ntilikina lost ball TURNOVER (1 TO),"[1628373, 1629643]",1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,,1.0,Okeke,1629643.0,,,,,,,
156,PT11M08.00S,2022-01-31T00:38:26.6Z,2,REGULAR,steal,,[],1629643,,,1610612753,27,34,2022-01-31T00:38:28Z,1530000,,,0,,C. Okeke STEAL (2 STL),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M04.00S,2022-01-31T00:38:30.1Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629643,7.835085413929041,49.50980392156863,1610612753,29,34,2022-01-31T00:38:38Z,1540000,2.0,21.0,1,left,C. Okeke running DUNK (5 PTS),[1629643],1610612753.0,ORL,running,,,Okeke,C. Okeke,,,,,2.12,Made,5.0,,,,,,,,,,,,,,,,,,
158,PT10M51.00S,2022-01-31T00:38:43.0Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627737,86.15308804204993,52.94117647058824,1610612742,29,34,2022-01-31T00:38:49Z,1550000,15.0,78.0,1,right,MISS M. Chriss 7' Hook,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,7.91,Missed,,,,,,,,,,,,,,,,,,,
159,PT10M48.00S,2022-01-31T00:38:46.0Z,2,REGULAR,rebound,defensive,[],1629021,,,1610612753,29,34,2022-01-31T00:38:49Z,1560000,,,0,,M. Wagner REBOUND (Off:0 Def:2),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,
160,PT10M48.00S,2022-01-31T00:38:52.5Z,2,REGULAR,violation,kicked ball,[],1630182,,,1610612753,29,34,2022-01-31T00:39:01Z,1570000,,,0,,J. Green kicked ball VIOLATION,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,1363.0,,,,,,,,,,
161,PT10M37.00S,2022-01-31T00:39:25.7Z,2,REGULAR,foul,personal,['2freethrow'],1628373,,,1610612753,29,34,2022-01-31T00:39:42Z,1580000,,,0,,F. Ntilikina shooting personal FOUL (1 PF) (Wagner 2 FT),"[1628373, 1629021]",1610612742.0,DAL,shooting,,,Ntilikina,F. Ntilikina,,,,,,,,,,,,,,,1363.0,,,,1.0,0.0,Wagner,1629021.0,,,
163,PT10M37.00S,2022-01-31T00:39:53.2Z,2,REGULAR,freethrow,1 of 2,[],1629021,,,1610612753,30,34,2022-01-31T00:39:53Z,1600000,,,0,,M. Wagner Free Throw 1 of 2 (1 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
164,PT10M37.00S,2022-01-31T00:39:53.9Z,2,REGULAR,substitution,out,[],203493,,,1610612753,30,34,2022-01-31T00:40:06Z,1610000,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT10M37.00S,2022-01-31T00:39:53.9Z,2,REGULAR,substitution,out,[],1627737,,,1610612753,30,34,2022-01-31T00:40:06Z,1620000,,,0,,SUB out: M. Chriss,[1627737],1610612742.0,DAL,,,,Chriss,M. Chriss,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT10M37.00S,2022-01-31T00:39:53.9Z,2,REGULAR,substitution,in,[],203939,,,1610612753,30,34,2022-01-31T00:40:06Z,1630000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT10M37.00S,2022-01-31T00:39:53.9Z,2,REGULAR,substitution,in,[],1628467,,,1610612753,30,34,2022-01-31T00:40:06Z,1640000,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT10M37.00S,2022-01-31T00:40:14.6Z,2,REGULAR,freethrow,2 of 2,[],1629021,,,1610612753,31,34,2022-01-31T00:40:14Z,1650000,,,0,,M. Wagner Free Throw 2 of 2 (2 PTS),[1629021],1610612753.0,ORL,,,,Wagner,M. Wagner,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
170,PT10M14.00S,2022-01-31T00:40:39.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628973,85.49605781865965,48.529411764705884,1610612742,31,36,2022-01-31T00:40:46Z,1670000,-7.0,84.0,1,right,J. Brunson 8' turnaround fadeaway Jump Shot (6 PTS),[1628973],1610612742.0,DAL,turnaround fadeaway,,,Brunson,J. Brunson,,,,,8.41,Made,6.0,,,,,,,,,,,,,,,,,,
171,PT09M53.00S,2022-01-31T00:41:05.1Z,2,REGULAR,turnover,lost ball,[],1630591,,,1610612753,31,36,2022-01-31T00:41:23Z,1680000,,,0,,J. Suggs lost ball TURNOVER (3 TO),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,3.0,,,,,,,,,
172,PT09M53.00S,2022-01-31T00:41:20.3Z,2,REGULAR,foul,personal,[],1630591,,,1610612742,31,36,2022-01-31T00:41:27Z,1690000,,,0,,J. Suggs personal FOUL (1 PF),"[1630591, 1630182]",1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,202049.0,,,,1.0,0.0,Green,1630182.0,,,
174,PT09M42.00S,2022-01-31T00:41:48.7Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1628973,79.71419185282524,29.411764705882355,1610612742,31,36,2022-01-31T00:41:52Z,1710000,-103.0,138.0,1,right,MISS J. Brunson 17' pullup Shot,[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,17.23,Missed,,,,,,,,,,,,,,,,,,,
175,PT09M39.00S,2022-01-31T00:41:51.7Z,2,REGULAR,rebound,defensive,[],1629643,,,1610612753,31,36,2022-01-31T00:41:52Z,1720000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,174.0,1.0,1.0,0.0,,,,,,,,,,,
176,PT09M30.00S,2022-01-31T00:42:00.2Z,2,REGULAR,3pt,Jump Shot,[],203082,33.196452036793694,47.30392156862745,1610612753,31,36,2022-01-31T00:42:04Z,1730000,13.0,260.0,1,left,MISS T. Ross 25' 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,25.99,Missed,,,,,,,,,,,,,,,,,,,
177,PT09M27.00S,2022-01-31T00:42:03.2Z,2,REGULAR,rebound,offensive,[],1629643,,,1610612753,31,36,2022-01-31T00:42:04Z,1740000,,,0,,C. Okeke REBOUND (Off:1 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,176.0,2.0,1.0,1.0,,,,,,,,,,,
178,PT09M21.00S,2022-01-31T00:42:11.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630591,7.835085413929041,55.392156862745104,1610612753,31,36,2022-01-31T00:42:26Z,1750000,-27.0,21.0,1,left,MISS J. Suggs driving Layup - blocked,"[1630591, 1628467]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,3.43,Missed,,,,,,,,,,,,,,,,,Kleber,1628467.0,
