actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-01-06T00:10:22.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-01-06T00:10:22Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2022-01-06T00:10:27.8Z,1,REGULAR,jumpball,recovered,[],203552,,,1610612755,0,0,2022-01-06T00:10:27Z,40000,,,0,,Jump Ball J. Embiid vs. M. Bamba: Tip to S. Curry,"[203552, 203954, 1628964]",1610612755.0,PHI,startperiod,S. Curry,203552.0,Curry,S. Curry,Embiid,203954.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2022-01-06T00:10:36.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202699,83.13074901445466,41.66666666666667,1610612755,0,0,2022-01-06T00:10:44Z,70000,-42.0,106.0,1,right,MISS T. Harris 11' driving Hook,[202699],1610612755.0,PHI,driving,,,Harris,T. Harris,,,,,11.4,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-01-06T00:10:41.0Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,0,0,2022-01-06T00:10:44Z,80000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M30.00S,2022-01-06T00:10:51.7Z,1,REGULAR,3pt,Jump Shot,[],1628964,30.831143232588698,62.5,1610612753,3,0,2022-01-06T00:10:57Z,90000,-62.0,237.0,1,left,M. Bamba 24' 3PT  (3 PTS) (C. Anthony 1 AST),"[1628964, 1630175]",1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,24.54,Made,,,,,3.0,C. Anthony,1630175.0,1.0,,,,,,,,,,,
11,PT11M15.00S,2022-01-06T00:11:06.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627788,93.24901445466492,50.0,1610612755,3,2,2022-01-06T00:11:12Z,110000,0.0,11.0,1,right,F. Korkmaz driving Layup (2 PTS) (S. Curry 1 AST),"[1627788, 203552]",1610612755.0,PHI,driving,,,Korkmaz,F. Korkmaz,,,,,1.1,Made,,,,,2.0,S. Curry,203552.0,1.0,,,,,,,,,,,
13,PT11M05.00S,2022-01-06T00:11:17.4Z,1,REGULAR,3pt,Jump Shot,[],203914,26.62614980289093,77.20588235294117,1610612753,6,2,2022-01-06T00:11:22Z,130000,-136.0,198.0,1,left,G. Harris 24' 3PT  (3 PTS) (W. Carter Jr. 1 AST),"[203914, 1628976]",1610612753.0,ORL,,,,Harris,G. Harris,,,,,24.0,Made,,,,,3.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,
15,PT10M48.00S,2022-01-06T00:11:33.7Z,1,REGULAR,3pt,Jump Shot,[],202699,74.06373193166885,14.215686274509803,1610612755,6,2,2022-01-06T00:11:39Z,150000,-179.0,191.0,1,right,MISS T. Harris 26' 3PT,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,26.19,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2022-01-06T00:11:36.7Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,6,2,2022-01-06T00:11:39Z,160000,,,0,,W. Carter Jr. REBOUND (Off:0 Def:2),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
17,PT10M34.00S,2022-01-06T00:11:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630175,13.091327201051248,59.068627450980394,1610612753,6,2,2022-01-06T00:11:55Z,170000,-45.0,71.0,1,left,MISS C. Anthony 8' pullup Shot,[1630175],1610612753.0,ORL,pullup,,,Anthony,C. Anthony,,,,,8.39,Missed,,,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2022-01-06T00:11:50.8Z,1,REGULAR,rebound,offensive,[],1628964,,,1610612753,6,2,2022-01-06T00:11:50Z,180000,,,0,,M. Bamba REBOUND (Off:1 Def:0),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,17.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
19,PT10M28.00S,2022-01-06T00:11:53.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630175,12.959921156373195,93.87254901960785,1610612753,6,2,2022-01-06T00:12:01Z,190000,-219.0,69.0,1,left,MISS C. Anthony 3PT,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
20,PT10M23.00S,2022-01-06T00:11:58.4Z,1,REGULAR,rebound,offensive,[],203914,,,1610612753,6,2,2022-01-06T00:12:01Z,200000,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
21,PT10M21.00S,2022-01-06T00:12:01.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203914,5.469776609724048,43.872549019607845,1610612753,6,2,2022-01-06T00:12:15Z,210000,31.0,-1.0,1,left,MISS G. Harris driving reverse Layup,[203914],1610612753.0,ORL,driving reverse,,,Harris,G. Harris,,,,,3.06,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M19.00S,2022-01-06T00:12:03.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,6,2,2022-01-06T00:12:19Z,220000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,
23,PT10M18.00S,2022-01-06T00:12:24.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,6,2,2022-01-06T00:12:24Z,230000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT10M17.00S,2022-01-06T00:12:28.8Z,1,REGULAR,foul,personal,['2freethrow'],203954,,,1610612753,6,2,2022-01-06T00:12:55Z,240000,,,0,,J. Embiid shooting personal FOUL (1 PF) (Carter Jr. 2 FT),"[203954, 1628976]",1610612755.0,PHI,shooting,,,Embiid,J. Embiid,,,,,,,,,,,,,,,1198.0,1.0,0.0,Carter Jr.,1628976.0,,,,,,
26,PT10M17.00S,2022-01-06T00:12:59.3Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1628976,,,1610612753,7,2,2022-01-06T00:12:59Z,260000,,,0,,W. Carter Jr. Free Throw 1 of 2 (1 PTS),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,Made,,,,,1.0,,,,,,,,,,,,,,
