actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
89,PT04M47.00S,2021-11-05T23:22:07.0Z,1,REGULAR,substitution,out,[],203926,,,1610612759,10,17,2021-11-05T23:22:29Z,880000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT04M47.00S,2021-11-05T23:22:07.0Z,1,REGULAR,substitution,in,[],203082,,,1610612759,10,17,2021-11-05T23:22:29Z,890000,,,0,,SUB in: T. Ross,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT04M47.00S,2021-11-05T23:22:07.0Z,1,REGULAR,substitution,in,[],1629022,,,1610612759,10,17,2021-11-05T23:22:29Z,900000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT04M47.00S,2021-11-05T23:22:07.0Z,1,REGULAR,substitution,in,[],1630170,,,1610612759,10,17,2021-11-05T23:22:29Z,910000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M47.00S,2021-11-05T23:22:33.9Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1627749,,,1610612759,10,18,2021-11-05T23:22:38Z,920000,,,0,,D. Murray Free Throw 1 of 1 (8 PTS),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,Made,,,,,8.0,,,,,,,,,,,,,,
94,PT04M27.00S,2021-11-05T23:22:39.2Z,1,REGULAR,turnover,lost ball,[],1630175,,,1610612753,10,18,2021-11-05T23:22:45Z,930000,,,0,,C. Anthony lost ball TURNOVER (2 TO),"[1630175, 1630170]",1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,2.0,,,,,,,Vassell,1630170.0,
95,PT04M27.00S,2021-11-05T23:22:39.2Z,1,REGULAR,steal,,[],1630170,,,1610612759,10,18,2021-11-05T23:22:42Z,940000,,,0,,D. Vassell STEAL (1 STL),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M22.00S,2021-11-05T23:22:43.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630170,90.62089356110381,45.83333333333333,1610612759,10,18,2021-11-05T23:22:53Z,950000,-21.0,36.0,1,right,MISS D. Vassell Layup - blocked,"[1630170, 1628976]",1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,4.13,Missed,,,,,,,,,,,Carter Jr.,1628976.0,,,,,,,
97,PT04M22.00S,2021-11-05T23:22:43.4Z,1,REGULAR,block,,[],1628976,,,1610612759,10,18,2021-11-05T23:22:47Z,960000,,,0,,W. Carter Jr. BLOCK (1 BLK),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M17.00S,2021-11-05T23:22:48.4Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,10,18,2021-11-05T23:22:53Z,970000,,,0,,C. Okeke REBOUND (Off:0 Def:1),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,96.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
99,PT04M13.00S,2021-11-05T23:22:52.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628976,5.469776609724048,44.36274509803921,1610612753,10,18,2021-11-05T23:23:01Z,980000,28.0,-1.0,1,left,MISS W. Carter Jr. Layup - blocked,"[1628976, 201152]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,2.82,Missed,,,,,,,,,,,Young,201152.0,,,,,,,
117,PT04M13.00S,2021-11-05T23:22:52.6Z,1,REGULAR,block,,[],201152,,,1610612753,10,18,2021-11-05T23:24:52Z,985000,,,0,,T. Young BLOCK (2 BLK),[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT04M13.00S,2021-11-05T23:22:52.6Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,10,18,2021-11-05T23:24:52Z,990000,,,0,,D. Murray REBOUND (Off:0 Def:6),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,99.0,6.0,6.0,0.0,,,,,,,,,,,,,,,
101,PT04M03.00S,2021-11-05T23:23:02.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629022,92.19776609724047,49.754901960784316,1610612759,10,20,2021-11-05T23:25:15Z,1000000,-1.0,21.0,1,right,L. Walker IV running Layup (2 PTS) (D. Murray 1 AST),"[1629022, 1627749]",1610612759.0,SAS,running,,,Walker IV,L. Walker IV,,,,,2.08,Made,,,,,2.0,D. Murray,1627749.0,1.0,,,,,,,,,,,
102,PT03M50.00S,2021-11-05T23:23:15.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628976,8.886333771353483,41.911764705882355,1610612753,12,20,2021-11-05T23:23:30Z,1010000,40.0,31.0,1,left,W. Carter Jr. driving floating Jump Shot (2 PTS) (C. Anthony 2 AST),"[1628976, 1630175]",1610612753.0,ORL,driving floating,,,Carter Jr.,W. Carter Jr.,,,,,5.09,Made,,,,,2.0,C. Anthony,1630175.0,2.0,,,,,,,,,,,
104,PT03M29.00S,2021-11-05T23:23:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629640,91.93495400788436,49.50980392156863,1610612759,12,20,2021-11-05T23:23:45Z,1030000,-2.0,23.0,1,right,MISS K. Johnson Layup - blocked,"[1629640, 1629643]",1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,2.34,Missed,,,,,,,,,,,Okeke,1629643.0,,,,,,,
105,PT03M29.00S,2021-11-05T23:23:36.8Z,1,REGULAR,block,,[],1629643,,,1610612759,12,20,2021-11-05T23:23:39Z,1040000,,,0,,C. Okeke BLOCK (1 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT03M24.00S,2021-11-05T23:23:41.8Z,1,REGULAR,rebound,offensive,[],1629640,,,1610612759,12,20,2021-11-05T23:23:45Z,1050000,,,0,,K. Johnson REBOUND (Off:1 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,104.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
107,PT03M22.00S,2021-11-05T23:23:43.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629640,92.32917214191852,49.01960784313725,1610612759,12,22,2021-11-05T23:23:49Z,1060000,-5.0,20.0,1,right,K. Johnson Layup (7 PTS),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,2.02,Made,,,,,7.0,,,,,,,,,,,,,,
108,PT03M10.00S,2021-11-05T23:23:55.6Z,1,REGULAR,3pt,Jump Shot,[],1628976,30.831143232588698,57.35294117647059,1610612753,12,22,2021-11-05T23:24:01Z,1070000,-37.0,237.0,1,left,MISS W. Carter Jr. 24' 3PT,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,24.01,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M06.00S,2021-11-05T23:23:59.6Z,1,REGULAR,rebound,offensive,[],203914,,,1610612753,12,22,2021-11-05T23:24:01Z,1080000,,,0,,G. Harris REBOUND (Off:1 Def:0),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,108.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
110,PT03M04.00S,2021-11-05T23:24:01.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],203914,14.536793692509855,27.696078431372552,1610612753,12,22,2021-11-05T23:24:10Z,1090000,112.0,84.0,1,left,MISS G. Harris 13' pullup Shot,[203914],1610612753.0,ORL,pullup,,,Harris,G. Harris,,,,,13.97,Missed,,,,,,,,,,,,,,,,,,,
111,PT03M04.00S,2021-11-05T23:24:01.9Z,1,REGULAR,rebound,defensive,[],1627749,,,1610612759,12,22,2021-11-05T23:24:10Z,1100000,,,0,,D. Murray REBOUND (Off:0 Def:7),[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,110.0,7.0,7.0,0.0,,,,,,,,,,,,,,,
112,PT02M53.00S,2021-11-05T23:24:13.1Z,1,REGULAR,3pt,Jump Shot,[],1627749,65.52233902759527,45.34313725490196,1610612759,12,22,2021-11-05T23:36:05Z,1110000,-23.0,272.0,1,right,MISS D. Murray 27' pullup 3PT,[1627749],1610612759.0,SAS,pullup,,,Murray,D. Murray,,,,,27.26,Missed,,,,,,,,,,,,,,,,,,,
113,PT02M50.00S,2021-11-05T23:24:16.1Z,1,REGULAR,rebound,defensive,[],203914,,,1610612753,12,22,2021-11-05T23:24:20Z,1120000,,,0,,G. Harris REBOUND (Off:1 Def:1),[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,112.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
114,PT02M45.00S,2021-11-05T23:24:21.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203914,7.30946123521682,43.872549019607845,1610612753,14,22,2021-11-05T23:24:30Z,1130000,31.0,16.0,1,left,G. Harris driving Layup (2 PTS) (C. Anthony 3 AST),"[203914, 1630175]",1610612753.0,ORL,driving,,,Harris,G. Harris,,,,,3.46,Made,,,,,2.0,C. Anthony,1630175.0,3.0,,,,,,,,,,,
116,PT02M44.00S,2021-11-05T23:24:38.4Z,1,REGULAR,timeout,full,['team'],0,,,1610612759,14,22,2021-11-05T23:24:38Z,1150000,,,0,,SAS Timeout,[],1610612759.0,SAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M44.00S,2021-11-05T23:26:46.7Z,1,REGULAR,substitution,out,[],1628976,,,1610612759,14,22,2021-11-05T23:27:11Z,1160000,,,0,,SUB out: W. Carter Jr.,[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M44.00S,2021-11-05T23:26:46.7Z,1,REGULAR,substitution,out,[],1630175,,,1610612759,14,22,2021-11-05T23:27:11Z,1170000,,,0,,SUB out: C. Anthony,[1630175],1610612753.0,ORL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M44.00S,2021-11-05T23:26:46.7Z,1,REGULAR,substitution,out,[],1629640,,,1610612759,14,22,2021-11-05T23:27:11Z,1180000,,,0,,SUB out: K. Johnson,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M44.00S,2021-11-05T23:26:46.7Z,1,REGULAR,substitution,out,[],1627749,,,1610612759,14,22,2021-11-05T23:27:11Z,1190000,,,0,,SUB out: D. Murray,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M44.00S,2021-11-05T23:26:46.7Z,1,REGULAR,substitution,in,[],1628964,,,1610612759,14,22,2021-11-05T23:27:11Z,1200000,,,0,,SUB in: M. Bamba,[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M44.00S,2021-11-05T23:26:46.7Z,1,REGULAR,substitution,in,[],1630591,,,1610612759,14,22,2021-11-05T23:27:11Z,1210000,,,0,,SUB in: J. Suggs,[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M44.00S,2021-11-05T23:26:46.7Z,1,REGULAR,substitution,in,[],1628401,,,1610612759,14,22,2021-11-05T23:27:11Z,1220000,,,0,,SUB in: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M44.00S,2021-11-05T23:26:46.7Z,1,REGULAR,substitution,in,[],1628966,,,1610612759,14,22,2021-11-05T23:27:11Z,1230000,,,0,,SUB in: K. Bates-Diop,[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M18.00S,2021-11-05T23:27:40.8Z,1,REGULAR,turnover,bad pass,[],1628401,,,1610612759,14,22,2021-11-05T23:27:47Z,1240000,,,0,,D. White bad pass TURNOVER (1 TO),"[1628401, 203082]",1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,1.0,,,,,,,Ross,203082.0,
128,PT02M18.00S,2021-11-05T23:27:40.8Z,1,REGULAR,steal,,[],203082,,,1610612753,14,22,2021-11-05T23:27:44Z,1250000,,,0,,T. Ross STEAL (1 STL),[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M13.00S,2021-11-05T23:27:46.2Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629643,30.962549277266753,46.07843137254902,1610612753,14,22,2021-11-05T23:27:53Z,1260000,20.0,239.0,1,left,MISS C. Okeke 3PT,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,23.93,Missed,,,,,,,,,,,,,,,,,,,
130,PT02M11.00S,2021-11-05T23:27:48.2Z,1,REGULAR,rebound,defensive,[],1628966,,,1610612759,14,22,2021-11-05T23:27:53Z,1270000,,,0,,K. Bates-Diop REBOUND (Off:0 Def:1),[1628966],1610612759.0,SAS,,,,Bates-Diop,K. Bates-Diop,,,,,,,129.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
131,PT02M02.00S,2021-11-05T23:27:56.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201152,90.62089356110381,47.794117647058826,1610612759,14,24,2021-11-05T23:28:02Z,1280000,-11.0,36.0,1,right,T. Young driving Layup (2 PTS) (D. White 3 AST),"[201152, 1628401]",1610612759.0,SAS,driving,,,Young,T. Young,,,,,3.74,Made,,,,,2.0,D. White,1628401.0,3.0,,,,,,,,,,,
132,PT01M47.00S,2021-11-05T23:28:11.4Z,1,REGULAR,2pt,Jump Shot,[],1628964,21.107095926412615,49.754901960784316,1610612753,16,24,2021-11-05T23:28:18Z,1290000,1.0,146.0,1,left,M. Bamba 14' step back Jump Shot (5 PTS),[1628964],1610612753.0,ORL,step back,,,Bamba,M. Bamba,,,,,14.59,Made,,,,,5.0,,,,,,,,,,,,,,
133,PT01M37.00S,2021-11-05T23:28:25.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630170,89.56964520367937,46.568627450980394,1610612759,16,26,2021-11-05T23:28:53Z,1300000,-17.0,46.0,1,right,D. Vassell driving Layup (2 PTS) (T. Young 1 AST),"[1630170, 201152]",1610612759.0,SAS,driving,,,Vassell,D. Vassell,,,,,4.86,Made,,,,,2.0,T. Young,201152.0,1.0,,,,,,,,,,,
134,PT01M37.00S,2021-11-05T23:28:29.9Z,1,REGULAR,foul,personal,['1freethrow'],1628964,,,1610612759,16,26,2021-11-05T23:28:49Z,1310000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Vassell 1 FT),"[1628964, 1630170]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,1627961.0,,,,1.0,0.0,Vassell,1630170.0,,,
137,PT01M37.00S,2021-11-05T23:28:41.0Z,1,REGULAR,substitution,out,[],201152,,,1610612759,16,26,2021-11-05T23:29:02Z,1330000,,,0,,SUB out: T. Young,[201152],1610612759.0,SAS,,,,Young,T. Young,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M37.00S,2021-11-05T23:28:41.0Z,1,REGULAR,substitution,in,[],1629234,,,1610612759,16,26,2021-11-05T23:29:02Z,1340000,,,0,,SUB in: D. Eubanks,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M37.00S,2021-11-05T23:28:51.4Z,1,REGULAR,freethrow,1 of 1,[],1630170,,,1610612759,16,27,2021-11-05T23:28:51Z,1350000,,,0,,D. Vassell Free Throw 1 of 1 (3 PTS),[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
142,PT01M30.00S,2021-11-05T23:29:05.3Z,1,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,16,27,2021-11-05T23:29:20Z,1380000,,,0,,J. Suggs bad pass out-of-bounds TURNOVER (1 TO),[1630591],1610612753.0,ORL,bad pass,,,Suggs,J. Suggs,,,,,,,,,,,,,,,2534.0,1.0,,,,,,,,,
143,PT01M16.00S,2021-11-05T23:29:20.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629234,90.22667542706965,53.18627450980392,1610612759,16,27,2021-11-05T23:29:54Z,1390000,16.0,39.0,1,right,MISS D. Eubanks Layup - blocked,"[1629234, 1629643]",1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,4.25,Missed,,,,,,,,,,,Okeke,1629643.0,,,,,,,
144,PT01M16.00S,2021-11-05T23:29:20.6Z,1,REGULAR,block,,[],1629643,,,1610612759,16,27,2021-11-05T23:29:24Z,1400000,,,0,,C. Okeke BLOCK (2 BLK),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M16.00S,2021-11-05T23:29:20.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612759,16,27,2021-11-05T23:30:03Z,1410000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,143.0,,,,,,,,,,,,,,,,,,
145,PT01M11.00S,2021-11-05T23:29:48.1Z,1,REGULAR,jumpball,recovered,[],1628401,,,1610612759,16,27,2021-11-05T23:29:48Z,1420000,,,0,,Jump Ball D. Eubanks vs. C. Okeke: Tip to D. White,"[1628401, 1629234, 1629643]",1610612759.0,SAS,heldball,D. White,1628401.0,White,D. White,Eubanks,1629234.0,Okeke,1629643.0,,,,,,,,,,,,,,,,,,,,,
149,PT01M08.00S,2021-11-05T23:29:51.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628401,64.99671484888306,61.76470588235294,1610612759,16,30,2021-11-05T23:37:18Z,1450000,59.0,277.0,1,right,D. White 28' 3PT pullup (3 PTS),[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,28.27,Made,,,,,3.0,,,,,,,,,,,,,,
150,PT00M44.60S,2021-11-05T23:30:16.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630591,3.630091984231275,51.225490196078425,1610612753,18,30,2021-11-05T23:30:23Z,1460000,-6.0,-18.0,1,left,J. Suggs driving Layup (2 PTS) (T. Ross 1 AST),"[1630591, 203082]",1610612753.0,ORL,driving,,,Suggs,J. Suggs,,,,,1.94,Made,,,,,2.0,T. Ross,203082.0,1.0,,,,,,,,,,,
152,PT00M39.90S,2021-11-05T23:30:24.4Z,1,REGULAR,turnover,out-of-bounds,[],1629022,,,1610612759,18,30,2021-11-05T23:30:31Z,1480000,,,0,,L. Walker IV bad pass out-of-bounds TURNOVER (1 TO),[1629022],1610612759.0,SAS,bad pass,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,2534.0,1.0,,,,,,,,,
153,PT00M39.90S,2021-11-05T23:30:32.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612753,18,30,2021-11-05T23:30:32Z,1490000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT00M34.30S,2021-11-05T23:30:40.8Z,1,REGULAR,foul,personal,['2freethrow'],1628401,,,1610612753,18,30,2021-11-05T23:30:55Z,1500000,,,0,,D. White shooting personal FOUL (1 PF) (Suggs 2 FT),"[1628401, 1630591]",1610612759.0,SAS,shooting,,,White,D. White,,,,,,,,,,,,,,,2534.0,,,,1.0,0.0,Suggs,1630591.0,,,
156,PT00M34.30S,2021-11-05T23:31:09.6Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630591,,,1610612753,19,30,2021-11-05T23:31:09Z,1520000,,,0,,J. Suggs Free Throw 1 of 2 (3 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
157,PT00M34.30S,2021-11-05T23:31:24.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630591,,,1610612753,20,30,2021-11-05T23:31:24Z,1530000,,,0,,J. Suggs Free Throw 2 of 2 (4 PTS),[1630591],1610612753.0,ORL,,,,Suggs,J. Suggs,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
158,PT00M20.60S,2021-11-05T23:31:39.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628401,80.1084099868594,38.970588235294116,1610612759,20,30,2021-11-05T23:31:45Z,1540000,-55.0,134.0,1,right,MISS D. White 14' pullup Shot,[1628401],1610612759.0,SAS,pullup,,,White,D. White,,,,,14.53,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M17.40S,2021-11-05T23:31:42.7Z,1,REGULAR,rebound,defensive,[],1629643,,,1610612753,20,30,2021-11-05T23:31:42Z,1550000,,,0,,C. Okeke REBOUND (Off:0 Def:2),[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,158.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
160,PT00M03.20S,2021-11-05T23:31:56.9Z,1,REGULAR,2pt,Jump Shot,[],1630591,13.87976346911958,32.84313725490196,1610612753,20,30,2021-11-05T23:37:50Z,1560000,86.0,78.0,1,left,MISS J. Suggs 11' fadeaway Shot,[1630591],1610612753.0,ORL,fadeaway,,,Suggs,J. Suggs,,,,,11.6,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M01.80S,2021-11-05T23:31:58.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,20,30,2021-11-05T23:32:03Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,160.0,,,,,,,,,,,,,,,,,,
162,PT00M00.10S,2021-11-05T23:32:15.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203082,3.1044678055190538,94.36274509803921,1610612753,20,30,2021-11-05T23:32:24Z,1580000,-222.0,-23.0,1,left,MISS T. Ross 3PT,[203082],1610612753.0,ORL,,,,Ross,T. Ross,,,,,22.3,Missed,,,,,,,,,,,,,,,,,,,
163,PT00M00.10S,2021-11-05T23:32:15.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612753,20,30,2021-11-05T23:32:24Z,1590000,,,0,,TEAM offensive REBOUND,[],1610612753.0,ORL,,,,,,,,,,,,162.0,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2021-11-05T23:32:21.4Z,1,REGULAR,period,end,[],0,,,1610612753,20,30,2021-11-05T23:32:21Z,1600000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-11-05T23:34:27.8Z,2,REGULAR,substitution,out,['startperiod'],1629643,,,1610612753,20,30,2021-11-05T23:34:50Z,1610000,,,0,,SUB out: C. Okeke,[1629643],1610612753.0,ORL,,,,Okeke,C. Okeke,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-05T23:34:27.8Z,2,REGULAR,substitution,out,['startperiod'],203914,,,1610612753,20,30,2021-11-05T23:34:50Z,1620000,,,0,,SUB out: G. Harris,[203914],1610612753.0,ORL,,,,Harris,G. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-05T23:34:27.8Z,2,REGULAR,substitution,in,['startperiod'],1630181,,,1610612753,20,30,2021-11-05T23:34:50Z,1630000,,,0,,SUB in: R. Hampton,[1630181],1610612753.0,ORL,,,,Hampton,R. Hampton,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-05T23:34:27.8Z,2,REGULAR,substitution,in,['startperiod'],1630532,,,1610612753,20,30,2021-11-05T23:34:50Z,1640000,,,0,,SUB in: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-05T23:35:18.5Z,2,REGULAR,period,start,[],0,,,1610612759,20,30,2021-11-05T23:35:18Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT11M39.00S,2021-11-05T23:35:40.1Z,2,REGULAR,foul,personal,['2freethrow'],1630591,,,1610612759,20,30,2021-11-05T23:36:15Z,1660000,,,0,,J. Suggs shooting personal FOUL (1 PF) (Eubanks 2 FT),"[1630591, 1629234]",1610612753.0,ORL,shooting,,,Suggs,J. Suggs,,,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Eubanks,1629234.0,,,
172,PT11M39.00S,2021-11-05T23:36:16.3Z,2,REGULAR,freethrow,1 of 2,[],1629234,,,1610612759,20,30,2021-11-05T23:36:16Z,1680000,,,0,,MISS D. Eubanks Free Throw 1 of 2,[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,Missed,,,,,,,,,,,,,,,,,,,
173,PT11M39.00S,2021-11-05T23:36:16.3Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612759,20,30,2021-11-05T23:36:16Z,1690000,,,0,,TEAM offensive REBOUND,[],1610612759.0,SAS,,,,,,,,,,,,172.0,,,,,,,,,,,,,,,,,,
174,PT11M39.00S,2021-11-05T23:36:24.9Z,2,REGULAR,freethrow,2 of 2,[],1629234,,,1610612759,20,31,2021-11-05T23:36:24Z,1700000,,,0,,D. Eubanks Free Throw 2 of 2 (3 PTS),[1629234],1610612759.0,SAS,,,,Eubanks,D. Eubanks,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
175,PT11M31.00S,2021-11-05T23:36:37.4Z,2,REGULAR,turnover,out-of-bounds,[],1630591,,,1610612753,20,31,2021-11-05T23:36:55Z,1710000,,,0,,J. Suggs lost ball out-of-bounds TURNOVER (2 TO),[1630591],1610612753.0,ORL,lost ball,,,Suggs,J. Suggs,,,,,,,,,,,,,,,,2.0,,,,,,,,,
176,PT11M31.00S,2021-11-05T23:36:41.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,20,31,2021-11-05T23:36:41Z,1720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT11M14.00S,2021-11-05T23:37:03.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1630170,79.71419185282524,68.87254901960785,1610612759,20,31,2021-11-06T00:04:34Z,1730000,94.0,138.0,1,right,MISS D. Vassell 16' turnaround fadeaway Shot,[1630170],1610612759.0,SAS,turnaround fadeaway,,,Vassell,D. Vassell,,,,,16.74,Missed,,,,,,,,,,,,,,,,,,,
