actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId,value
88,PT04M28.00S,2022-01-10T02:24:05.0Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,16,11,2022-01-10T02:24:06Z,880000,,,0,,H. Barnes REBOUND (Off:1 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,87.0,4.0,3.0,1.0,,,,,,,,,
89,PT04M20.00S,2022-01-10T02:24:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,7.046649145860711,51.470588235294116,1610612758,16,13,2022-01-10T02:24:16Z,890000,-7.0,14.0,1,left,H. Barnes driving Layup (2 PTS),[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,,,,,,,1.56,Made,,,,,2.0,,,,,,,,
90,PT04M06.00S,2022-01-10T02:24:27.1Z,1,REGULAR,3pt,Jump Shot,[],203463,76.82325886990802,9.068627450980392,1610612757,19,13,2022-01-10T02:24:30Z,900000,-205.0,165.0,1,right,B. McLemore 26' 3PT  (6 PTS) (A. Simons 2 AST),"[203463, 1629014]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,26.32,Made,,,,,6.0,A. Simons,1629014.0,2.0,,,,,
92,PT03M54.00S,2022-01-10T02:24:39.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.258212877792378,51.71568627450981,1610612758,19,15,2022-01-10T02:24:43Z,920000,-9.0,6.0,1,left,D. Fox driving Layup (4 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,,,,,,,1.07,Made,,,,,4.0,,,,,,,,
93,PT03M43.00S,2022-01-10T02:24:52.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.30026281208936,50.73529411764706,1610612757,21,15,2022-01-10T02:25:00Z,930000,4.0,1.0,1,right,J. Nurkic cutting Layup (2 PTS) (A. Simons 3 AST),"[203994, 1629014]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,,,,0.39,Made,,,,,2.0,A. Simons,1629014.0,3.0,,,,,
95,PT03M43.00S,2022-01-10T02:24:55.5Z,1,REGULAR,foul,personal,['1freethrow'],202684,,,1610612757,21,15,2022-01-10T02:25:34Z,950000,,,0,,T. Thompson shooting personal FOUL (1 PF) (Nurkic 1 FT),"[202684, 203994]",1610612758.0,SAC,shooting,,,Thompson,T. Thompson,,,,,1629183.0,,1.0,0.0,Nurkic,203994.0,,,,,,,,,,,,,,,
97,PT03M43.00S,2022-01-10T02:25:02.6Z,1,REGULAR,substitution,out,[],1629642,,,1610612757,21,15,2022-01-10T02:25:32Z,970000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT03M43.00S,2022-01-10T02:25:02.6Z,1,REGULAR,substitution,out,[],203463,,,1610612757,21,15,2022-01-10T02:25:32Z,980000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
99,PT03M43.00S,2022-01-10T02:25:02.6Z,1,REGULAR,substitution,out,[],1628963,,,1610612757,21,15,2022-01-10T02:25:32Z,990000,,,0,,SUB out: M. Bagley III,[1628963],1610612758.0,SAC,,,,Bagley III,M. Bagley III,,,,,,,,,,,,,,,,,,,,,,,,,
100,PT03M43.00S,2022-01-10T02:25:02.6Z,1,REGULAR,substitution,out,[],203084,,,1610612757,21,15,2022-01-10T02:25:32Z,1000000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
101,PT03M43.00S,2022-01-10T02:25:02.6Z,1,REGULAR,substitution,in,[],1629604,,,1610612757,21,15,2022-01-10T02:25:32Z,1010000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT03M43.00S,2022-01-10T02:25:02.6Z,1,REGULAR,substitution,in,[],203503,,,1610612757,21,15,2022-01-10T02:25:32Z,1020000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M43.00S,2022-01-10T02:25:02.6Z,1,REGULAR,substitution,in,[],1629002,,,1610612757,21,15,2022-01-10T02:25:32Z,1030000,,,0,,SUB in: C. Metu,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M43.00S,2022-01-10T02:25:02.6Z,1,REGULAR,substitution,in,[],1630558,,,1610612757,21,15,2022-01-10T02:25:32Z,1040000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT03M43.00S,2022-01-10T02:25:39.3Z,1,REGULAR,freethrow,1 of 1,[],203994,,,1610612757,21,15,2022-01-10T02:25:43Z,1050000,,,0,,MISS J. Nurkic Free Throw 1 of 1,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,Missed,,,,,,,,,,,,,
106,PT03M43.00S,2022-01-10T02:25:39.3Z,1,REGULAR,rebound,defensive,[],1629002,,,1610612758,21,15,2022-01-10T02:28:50Z,1060000,,,0,,C. Metu REBOUND (Off:0 Def:1),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,105.0,1.0,1.0,0.0,,,,,,,,,
107,PT03M31.00S,2022-01-10T02:25:51.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612758,21,15,2022-01-10T02:25:51Z,1070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M17.00S,2022-01-10T02:26:11.7Z,1,REGULAR,2pt,Jump Shot,[],1627741,28.597240473061763,63.23529411764706,1610612758,21,15,2022-01-10T02:26:18Z,1080000,-66.0,216.0,1,left,MISS B. Hield 22' step back bank Shot,[1627741],1610612758.0,SAC,step back bank,,,Hield,B. Hield,,,,,,,,,,,22.62,Missed,,,,,,,,,,,,,
109,PT03M13.00S,2022-01-10T02:26:15.1Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,21,15,2022-01-10T02:26:15Z,1090000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,108.0,1.0,1.0,0.0,,,,,,,,,
110,PT02M56.00S,2022-01-10T02:26:32.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,93.77463863337714,50.73529411764706,1610612757,23,15,2022-01-10T02:26:36Z,1100000,4.0,6.0,1,right,J. Nurkic turnaround Hook (4 PTS),[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,,,,,,,0.7,Made,,,,,4.0,,,,,,,,
111,PT02M51.00S,2022-01-10T02:26:41.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,23,15,2022-01-10T02:26:41Z,1110000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT02M51.00S,2022-01-10T02:29:03.9Z,1,REGULAR,substitution,out,[],203496,,,1610612758,23,15,2022-01-10T02:29:24Z,1120000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT02M51.00S,2022-01-10T02:29:03.9Z,1,REGULAR,substitution,out,[],1628368,,,1610612758,23,15,2022-01-10T02:29:24Z,1130000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M51.00S,2022-01-10T02:29:03.9Z,1,REGULAR,substitution,in,[],1630570,,,1610612758,23,15,2022-01-10T02:29:24Z,1140000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT02M51.00S,2022-01-10T02:29:03.9Z,1,REGULAR,substitution,in,[],1630169,,,1610612758,23,15,2022-01-10T02:29:24Z,1150000,,,0,,SUB in: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT02M40.00S,2022-01-10T02:29:44.1Z,1,REGULAR,3pt,Jump Shot,[],1627741,33.196452036793694,61.274509803921575,1610612758,23,15,2022-01-10T02:29:48Z,1160000,-56.0,260.0,1,left,MISS B. Hield 26' 3PT,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,26.56,Missed,,,,,,,,,,,,,
117,PT02M38.00S,2022-01-10T02:29:46.1Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,23,15,2022-01-10T02:29:48Z,1170000,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,
118,PT02M19.00S,2022-01-10T02:30:04.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,82.9993429697766,57.107843137254896,1610612757,23,15,2022-01-10T02:30:08Z,1180000,36.0,107.0,1,right,MISS A. Simons 11' driving floating Shot,[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,,,,,,,11.3,Missed,,,,,,,,,,,,,
119,PT02M16.00S,2022-01-10T02:30:07.7Z,1,REGULAR,rebound,defensive,[],1630558,,,1610612758,23,15,2022-01-10T02:30:08Z,1190000,,,0,,D. Mitchell REBOUND (Off:0 Def:1),[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,118.0,1.0,1.0,0.0,,,,,,,,,
120,PT02M08.00S,2022-01-10T02:30:15.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,16.90210249671485,41.66666666666667,1610612758,23,17,2022-01-10T02:30:20Z,1200000,42.0,106.0,1,left,D. Mitchell 11' driving floating Jump Shot (2 PTS) (T. Haliburton 2 AST),"[1630558, 1630169]",1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,,,,,,,11.43,Made,,,,,2.0,T. Haliburton,1630169.0,2.0,,,,,
121,PT01M43.00S,2022-01-10T02:30:41.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630570,94.95729303547962,48.77450980392157,1610612757,25,17,2022-01-10T02:30:45Z,1210000,-6.0,-5.0,1,right,T. Watford cutting DUNK (2 PTS) (J. Nurkic 2 AST),"[1630570, 203994]",1610612757.0,POR,cutting,,,Watford,T. Watford,,,,,,,,,,,0.8,Made,,,,,2.0,J. Nurkic,203994.0,2.0,,,,,
124,PT01M28.00S,2022-01-10T02:30:57.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630169,9.674770039421814,57.35294117647059,1610612758,25,19,2022-01-10T02:31:01Z,1230000,-37.0,38.0,1,left,T. Haliburton driving floating Jump Shot (5 PTS),[1630169],1610612758.0,SAC,driving floating,,,Haliburton,T. Haliburton,,,,,,,,,,,5.32,Made,,,,,5.0,,,,,,,,
125,PT01M03.00S,2022-01-10T02:31:20.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,95.0886990801577,47.30392156862745,1610612757,25,19,2022-01-10T02:31:26Z,1240000,-13.0,-6.0,1,right,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,,,,,,,1.49,Missed,,,,,,,,,,,,,
126,PT01M02.00S,2022-01-10T02:31:21.8Z,1,REGULAR,rebound,defensive,[],202684,,,1610612758,25,19,2022-01-10T02:31:26Z,1250000,,,0,,T. Thompson REBOUND (Off:0 Def:1),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,
127,PT00M57.30S,2022-01-10T02:31:27.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630558,6.258212877792378,50.49019607843137,1610612758,25,19,2022-01-10T02:31:37Z,1260000,-2.0,6.0,1,left,MISS D. Mitchell running Layup - blocked,"[1630558, 1629604]",1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,,,,,,,0.68,Missed,,,,,,,,,Elleby,1629604.0,,,
128,PT00M57.30S,2022-01-10T02:31:27.9Z,1,REGULAR,block,,[],1629604,,,1610612758,25,19,2022-01-10T02:31:30Z,1270000,,,0,,C. Elleby BLOCK (1 BLK),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT00M54.90S,2022-01-10T02:31:30.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,25,19,2022-01-10T02:31:37Z,1280000,,,0,,J. Nurkic REBOUND (Off:2 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,127.0,5.0,3.0,2.0,,,,,,,,,
130,PT00M46.10S,2022-01-10T02:31:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203503,95.3515111695138,55.63725490196079,1610612757,25,19,2022-01-10T03:09:28Z,1290000,28.0,-9.0,1,right,MISS T. Snell Layup,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,2.95,Missed,,,,,,,,,,,,,
131,PT00M44.30S,2022-01-10T02:31:41.0Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,25,19,2022-01-10T02:31:43Z,1300000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,130.0,1.0,1.0,0.0,,,,,,,,,
132,PT00M37.80S,2022-01-10T02:31:47.4Z,1,REGULAR,3pt,Jump Shot,[],1629002,6.915243101182654,96.32352941176471,1610612758,25,19,2022-01-10T02:31:59Z,1310000,-232.0,13.0,1,left,MISS C. Metu 3PT,[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,23.19,Missed,,,,,,,,,,,,,
133,PT00M35.30S,2022-01-10T02:31:49.9Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,25,19,2022-01-10T02:31:59Z,1320000,,,0,,C. Elleby REBOUND (Off:0 Def:2),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,132.0,2.0,2.0,0.0,,,,,,,,,
134,PT00M30.70S,2022-01-10T02:31:54.5Z,1,REGULAR,turnover,lost ball,[],1629604,,,1610612757,25,19,2022-01-10T02:32:02Z,1330000,,,0,,C. Elleby lost ball TURNOVER (1 TO),"[1629604, 1627741]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,1.0,,,,,,,,,,,,,,,,,Hield,1627741.0,
135,PT00M30.70S,2022-01-10T02:31:54.5Z,1,REGULAR,steal,,[],1627741,,,1610612758,25,19,2022-01-10T02:31:56Z,1340000,,,0,,B. Hield STEAL (1 STL),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT00M29.60S,2022-01-10T02:32:00.2Z,1,REGULAR,foul,personal,[],1629014,,,1610612758,25,19,2022-01-10T02:34:01Z,1350000,,,0,,A. Simons take personal FOUL (2 PF),"[1629014, 1627741]",1610612757.0,POR,take,,,Simons,A. Simons,,,,,1629183.0,,2.0,0.0,Hield,1627741.0,,,,,,,,,,,,,,,
138,PT00M29.60S,2022-01-10T02:32:07.7Z,1,REGULAR,substitution,out,[],1629014,,,1610612758,25,19,2022-01-10T02:32:10Z,1370000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT00M29.60S,2022-01-10T02:32:07.7Z,1,REGULAR,substitution,in,[],1628372,,,1610612758,25,19,2022-01-10T02:32:10Z,1380000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT00M29.60S,2022-01-10T02:32:14.3Z,1,REGULAR,substitution,out,[],203994,,,1610612758,25,19,2022-01-10T02:32:18Z,1390000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT00M29.60S,2022-01-10T02:32:14.3Z,1,REGULAR,substitution,in,[],203469,,,1610612758,25,19,2022-01-10T02:32:18Z,1400000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
142,PT00M13.20S,2022-01-10T02:32:42.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629604,,,1610612758,25,19,2022-01-10T02:32:50Z,1410000,,,0,,C. Elleby personal FOUL (1 PF) (Haliburton 2 FT),"[1629604, 1630169]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,2004.0,,1.0,0.0,Haliburton,1630169.0,,,,,,,,,,,,,,,
144,PT00M13.20S,2022-01-10T02:33:00.5Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630169,,,1610612758,25,20,2022-01-10T02:33:00Z,1430000,,,0,,T. Haliburton Free Throw 1 of 2 (6 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,Made,,,,,6.0,,,,,,,,
145,PT00M13.20S,2022-01-10T02:33:17.5Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630169,,,1610612758,25,21,2022-01-10T02:33:17Z,1440000,,,0,,T. Haliburton Free Throw 2 of 2 (7 PTS),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,Made,,,,,7.0,,,,,,,,
146,PT00M01.60S,2022-01-10T02:33:31.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203469,93.51182654402102,48.529411764705884,1610612757,27,21,2022-01-10T02:33:34Z,1450000,-7.0,8.0,1,right,C. Zeller cutting Layup (2 PTS) (D. Smith Jr. 1 AST),"[203469, 1628372]",1610612757.0,POR,cutting,,,Zeller,C. Zeller,,,,,,,,,,,1.13,Made,,,,,2.0,D. Smith Jr.,1628372.0,1.0,,,,,
148,PT00M00.00S,2022-01-10T02:33:37.1Z,1,REGULAR,3pt,Jump Shot,[],1630169,59.21484888304862,86.27450980392157,1610612758,27,21,2022-01-10T02:35:20Z,1470000,-181.0,504.0,1,left,MISS T. Haliburton 53' running 3PT,[1630169],1610612758.0,SAC,running,,,Haliburton,T. Haliburton,,,,,,,,,,,53.57,Missed,,,,,,,,,,,,,
149,PT00M00.00S,2022-01-10T02:33:37.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,27,21,2022-01-10T02:33:50Z,1480000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,148.0,,,,,,,,,,,,
150,PT00M00.00S,2022-01-10T02:33:40.1Z,1,REGULAR,period,end,[],0,,,1610612758,27,21,2022-01-10T02:33:40Z,1490000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT12M00.00S,2022-01-10T02:35:33.8Z,2,REGULAR,substitution,out,['startperiod'],202684,,,1610612758,27,21,2022-01-10T02:36:07Z,1500000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT12M00.00S,2022-01-10T02:35:33.8Z,2,REGULAR,substitution,out,['startperiod'],1627741,,,1610612758,27,21,2022-01-10T02:36:07Z,1510000,,,0,,SUB out: B. Hield,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT12M00.00S,2022-01-10T02:35:33.8Z,2,REGULAR,substitution,in,['startperiod'],1629056,,,1610612758,27,21,2022-01-10T02:36:07Z,1520000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT12M00.00S,2022-01-10T02:35:33.8Z,2,REGULAR,substitution,in,['startperiod'],203458,,,1610612758,27,21,2022-01-10T02:36:07Z,1530000,,,0,,SUB in: A. Len,[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT12M00.00S,2022-01-10T02:36:15.5Z,2,REGULAR,period,start,[],0,,,1610612758,27,21,2022-01-10T02:36:15Z,1540000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
157,PT11M43.00S,2022-01-10T02:36:32.4Z,2,REGULAR,3pt,Jump Shot,[],1630169,33.196452036793694,36.029411764705884,1610612758,27,21,2022-01-10T02:36:36Z,1550000,70.0,260.0,1,left,MISS T. Haliburton 26' pullup 3PT,[1630169],1610612758.0,SAC,pullup,,,Haliburton,T. Haliburton,,,,,,,,,,,26.87,Missed,,,,,,,,,,,,,
158,PT11M39.00S,2022-01-10T02:36:36.4Z,2,REGULAR,rebound,defensive,[],203469,,,1610612757,27,21,2022-01-10T02:36:36Z,1560000,,,0,,C. Zeller REBOUND (Off:0 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,157.0,1.0,1.0,0.0,,,,,,,,,
159,PT11M32.00S,2022-01-10T02:36:50.4Z,2,REGULAR,foul,personal,[],1629056,,,1610612757,27,21,2022-01-10T02:36:56Z,1570000,,,0,,T. Davis loose ball personal FOUL (1 PF),"[1629056, 1630570]",1610612758.0,SAC,loose ball,,,Davis,T. Davis,,,,,1627963.0,,1.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,,
161,PT11M15.00S,2022-01-10T02:37:26.1Z,2,REGULAR,3pt,Jump Shot,[],1629604,79.58278580814718,7.107843137254902,1610612757,27,21,2022-01-10T02:37:30Z,1590000,-214.0,139.0,1,right,MISS C. Elleby 25' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,25.58,Missed,,,,,,,,,,,,,
162,PT11M13.00S,2022-01-10T02:37:28.1Z,2,REGULAR,rebound,defensive,[],1629002,,,1610612758,27,21,2022-01-10T02:37:30Z,1600000,,,0,,C. Metu REBOUND (Off:0 Def:2),[1629002],1610612758.0,SAC,,,,Metu,C. Metu,,,,,,,,,,,,,161.0,2.0,2.0,0.0,,,,,,,,,
163,PT11M05.00S,2022-01-10T02:37:36.4Z,2,REGULAR,3pt,Jump Shot,[],1629056,24.917871222076215,87.00980392156863,1610612758,27,21,2022-01-10T02:37:40Z,1610000,-185.0,182.0,1,left,MISS T. Davis 25' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,25.93,Missed,,,,,,,,,,,,,
164,PT11M02.00S,2022-01-10T02:37:39.4Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,27,21,2022-01-10T02:37:40Z,1620000,,,0,,T. Watford REBOUND (Off:0 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,163.0,2.0,2.0,0.0,,,,,,,,,
165,PT10M51.00S,2022-01-10T02:37:50.3Z,2,REGULAR,2pt,Jump Shot,[],1628372,78.79434954007884,32.1078431372549,1610612757,29,21,2022-01-10T02:37:54Z,1630000,-89.0,147.0,1,right,D. Smith Jr. 17' step back Jump Shot (2 PTS),[1628372],1610612757.0,POR,step back,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,17.19,Made,,,,,2.0,,,,,,,,
166,PT10M28.00S,2022-01-10T02:38:13.3Z,2,REGULAR,2pt,Jump Shot,[],1629002,16.90210249671485,66.42156862745098,1610612758,29,23,2022-01-10T02:38:16Z,1640000,-82.0,106.0,1,left,C. Metu 13' floating Jump Shot (2 PTS) (T. Haliburton 3 AST),"[1629002, 1630169]",1610612758.0,SAC,floating,,,Metu,C. Metu,,,,,,,,,,,13.44,Made,,,,,2.0,T. Haliburton,1630169.0,3.0,,,,,
168,PT10M05.00S,2022-01-10T02:38:36.4Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,93.64323258869908,50.73529411764706,1610612757,31,23,2022-01-10T02:38:39Z,1660000,4.0,7.0,1,right,C. Zeller DUNK (4 PTS) (T. Watford 1 AST),"[203469, 1630570]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,0.82,Made,,,,,4.0,T. Watford,1630570.0,1.0,,,,,
170,PT09M54.00S,2022-01-10T02:38:47.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203458,8.09789750328515,48.77450980392157,1610612758,31,25,2022-01-10T02:38:50Z,1680000,6.0,24.0,1,left,A. Len driving Layup (6 PTS) (T. Davis 1 AST),"[203458, 1629056]",1610612758.0,SAC,driving,,,Len,A. Len,,,,,,,,,,,2.44,Made,,,,,6.0,T. Davis,1629056.0,1.0,,,,,
172,PT09M39.00S,2022-01-10T02:39:02.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203469,80.3712220762155,49.754901960784316,1610612757,31,25,2022-01-10T02:40:44Z,1700000,-1.0,132.0,1,right,MISS C. Zeller 13' Jump Shot - blocked,"[203469, 1630169]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,13.2,Missed,,,,,,,,,Haliburton,1630169.0,,,
173,PT09M39.00S,2022-01-10T02:39:02.1Z,2,REGULAR,block,,[],1630169,,,1610612757,31,25,2022-01-10T02:39:04Z,1710000,,,0,,T. Haliburton BLOCK (1 BLK),[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT09M36.00S,2022-01-10T02:39:05.1Z,2,REGULAR,rebound,defensive,[],203458,,,1610612758,31,25,2022-01-10T02:39:05Z,1720000,,,0,,A. Len REBOUND (Off:1 Def:2),[203458],1610612758.0,SAC,,,,Len,A. Len,,,,,,,,,,,,,172.0,3.0,2.0,1.0,,,,,,,,,
175,PT09M35.00S,2022-01-10T02:39:09.9Z,2,REGULAR,turnover,out-of-bounds,[],1629056,,,1610612758,31,25,2022-01-10T02:39:21Z,1730000,,,0,,T. Davis lost ball out-of-bounds TURNOVER (1 TO),[1629056],1610612758.0,SAC,lost ball,,,Davis,T. Davis,,,,,1627963.0,1.0,,,,,,,,,,,,,,,,,,,
176,PT09M35.00S,2022-01-10T02:39:14.3Z,2,REGULAR,substitution,out,[],1629604,,,1610612757,31,25,2022-01-10T02:39:16Z,1740000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT09M35.00S,2022-01-10T02:39:14.3Z,2,REGULAR,substitution,in,[],203463,,,1610612757,31,25,2022-01-10T02:39:16Z,1750000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
