actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
540,PT07M13.00S,2021-12-05T05:04:03.4Z,4,REGULAR,rebound,offensive,[],1626204,,,1610612757,94,116,2021-12-05T05:04:04Z,5340000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,539.0,5.0,4.0,1.0,,,,,,,
541,PT07M13.00S,2021-12-05T05:04:03.3Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,94.40999984741211,50.0,1610612757,96,116,2021-12-05T05:04:03Z,5350000,0.0,0.0,1,right,L. Nance Jr. tip Layup (9 PTS),[1626204],1610612757.0,POR,tip,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,0.0,Made,,,,,,,9.0,,,,,,
542,PT07M00.00S,2021-12-05T05:04:17.4Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,96,116,2021-12-05T05:04:21Z,5360000,,,0,,M. Smart bad pass TURNOVER (3 TO),"[203935, 1628372]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,3.0,,,,,,,,,,,,,,,,,Smith Jr.,1628372.0,
543,PT07M00.00S,2021-12-05T05:04:17.4Z,4,REGULAR,steal,,[],1628372,,,1610612757,96,116,2021-12-05T05:04:19Z,5370000,,,0,,D. Smith Jr. STEAL (2 STL),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
544,PT06M53.00S,2021-12-05T05:04:22.9Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203496,94.30026281208936,46.568627450980394,1610612757,96,116,2021-12-05T05:04:40Z,5380000,-17.0,1.0,1,right,MISS R. Covington driving Layup,[203496],1610612757.0,POR,driving,,,Covington,R. Covington,,,,,,,,,,,1.72,Missed,,,,,,,,,,,,,
545,PT06M52.00S,2021-12-05T05:04:23.9Z,4,REGULAR,rebound,defensive,[],203935,,,1610612738,96,116,2021-12-05T05:06:26Z,5390000,,,0,,M. Smart REBOUND (Off:0 Def:2),[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,544.0,2.0,2.0,0.0,,,,,,,
548,PT06M52.00S,2021-12-05T05:04:25.2Z,4,REGULAR,turnover,bad pass,[],203935,,,1610612738,96,116,2021-12-05T05:06:13Z,5395000,,,0,,M. Smart bad pass TURNOVER (4 TO),"[203935, 1626204]",1610612738.0,BOS,,,,Smart,M. Smart,,,,,,4.0,,,,,,,,,,,,,,,,,Nance Jr.,1626204.0,
549,PT06M52.00S,2021-12-05T05:04:25.2Z,4,REGULAR,steal,,[],1626204,,,1610612757,96,116,2021-12-05T05:06:13Z,5397500,,,0,,L. Nance Jr. STEAL (2 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
546,PT06M51.00S,2021-12-05T05:04:27.6Z,4,REGULAR,turnover,out-of-bounds,[],203496,,,1610612757,96,116,2021-12-05T05:04:49Z,5400000,,,0,,R. Covington bad pass out-of-bounds TURNOVER (2 TO),[203496],1610612757.0,POR,bad pass,,,Covington,R. Covington,,,,,202901.0,2.0,,,,,,,,,,,,,,,,,,,
547,PT06M51.00S,2021-12-05T05:04:42.5Z,4,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612738,96,116,2021-12-05T05:04:42Z,5410000,,,0,,BOS Timeout,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
550,PT06M39.00S,2021-12-05T05:07:46.1Z,4,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628369,6.389618922470433,48.529411764705884,1610612738,96,118,2021-12-05T05:07:51Z,5420000,7.0,8.0,1,left,J. Tatum driving Layup (30 PTS),[1628369],1610612738.0,BOS,driving,,,Tatum,J. Tatum,,,,,,,,,,,1.06,Made,,,,,,,30.0,,,,,,
551,PT06M39.00S,2021-12-05T05:07:48.2Z,4,REGULAR,foul,personal,['1freethrow'],1626181,,,1610612738,96,118,2021-12-05T05:07:56Z,5430000,,,0,,N. Powell shooting personal FOUL (3 PF) (Tatum 1 FT),"[1626181, 1628369]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,1179.0,,3.0,0.0,Tatum,1628369.0,,,,,,,,,,,,,,,
553,PT06M39.00S,2021-12-05T05:08:13.3Z,4,REGULAR,freethrow,1 of 1,['fromturnover'],1628369,,,1610612738,96,119,2021-12-05T05:08:13Z,5450000,,,0,,J. Tatum Free Throw 1 of 1 (31 PTS),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,Made,,,,,,,31.0,,,,,,
554,PT06M22.00S,2021-12-05T05:08:33.5Z,4,REGULAR,2pt,Jump Shot,[],1626181,82.9993429697766,85.7843137254902,1610612757,96,119,2021-12-05T05:08:39Z,5460000,179.0,107.0,1,right,MISS N. Powell 20' step back Shot,[1626181],1610612757.0,POR,step back,,,Powell,N. Powell,,,,,,,,,,,20.86,Missed,,,,,,,,,,,,,
555,PT06M20.00S,2021-12-05T05:08:35.5Z,4,REGULAR,rebound,defensive,[],1628369,,,1610612738,96,119,2021-12-05T05:08:39Z,5470000,,,0,,J. Tatum REBOUND (Off:0 Def:10),[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,554.0,10.0,10.0,0.0,,,,,,,
556,PT06M03.00S,2021-12-05T05:08:54.2Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629684,5.732588699080158,56.61764705882353,1610612738,96,121,2021-12-05T05:08:59Z,5480000,-33.0,1.0,1,left,G. Williams driving floating Jump Shot (9 PTS) (M. Smart 4 AST),"[1629684, 203935]",1610612738.0,BOS,driving floating,,,Williams,G. Williams,,,,,,,,,,,3.31,Made,,,,,,,9.0,M. Smart,203935.0,4.0,,,
558,PT06M03.00S,2021-12-05T05:08:56.8Z,4,REGULAR,foul,personal,['1freethrow'],203496,,,1610612738,96,121,2021-12-05T05:09:12Z,5500000,,,0,,R. Covington shooting personal FOUL (2 PF) (Williams 1 FT),"[203496, 1629684]",1610612757.0,POR,shooting,,,Covington,R. Covington,,,,,1179.0,,2.0,0.0,Williams,1629684.0,,,,,,,,,,,,,,,
560,PT06M03.00S,2021-12-05T05:09:23.2Z,4,REGULAR,freethrow,1 of 1,[],1629684,,,1610612738,96,122,2021-12-05T05:09:23Z,5520000,,,0,,G. Williams Free Throw 1 of 1 (10 PTS),[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,Made,,,,,,,10.0,,,,,,
561,PT05M51.00S,2021-12-05T05:09:38.1Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,93.51182654402102,49.26470588235294,1610612757,98,122,2021-12-05T05:09:43Z,5530000,-4.0,8.0,1,right,D. Smith Jr. driving Layup (15 PTS) (C. McCollum 6 AST),"[1628372, 203468]",1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,0.93,Made,,,,,,,15.0,C. McCollum,203468.0,6.0,,,
563,PT05M51.00S,2021-12-05T05:09:40.4Z,4,REGULAR,foul,personal,['1freethrow'],1629057,,,1610612757,98,122,2021-12-05T05:09:50Z,5550000,,,0,,R. Williams III shooting personal FOUL (5 PF) (Smith Jr. 1 FT),"[1629057, 1628372]",1610612738.0,BOS,shooting,,,Williams III,R. Williams III,,,,,,,5.0,0.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,
565,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,out,[],203468,,,1610612757,98,122,2021-12-05T05:10:20Z,5570000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
566,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,out,[],1626204,,,1610612757,98,122,2021-12-05T05:10:20Z,5580000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
567,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,out,[],203496,,,1610612757,98,122,2021-12-05T05:10:20Z,5590000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
568,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,out,[],1626181,,,1610612757,98,122,2021-12-05T05:10:20Z,5600000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
569,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,out,[],1629684,,,1610612757,98,122,2021-12-05T05:10:20Z,5610000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
570,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,out,[],203471,,,1610612757,98,122,2021-12-05T05:10:20Z,5620000,,,0,,SUB out: D. Schroder,[203471],1610612738.0,BOS,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,
571,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,in,[],1630535,,,1610612757,98,122,2021-12-05T05:10:20Z,5630000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
572,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,in,[],1629604,,,1610612757,98,122,2021-12-05T05:10:20Z,5640000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
573,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,in,[],1629833,,,1610612757,98,122,2021-12-05T05:10:20Z,5650000,,,0,,SUB in: K. Blevins,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,,
574,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,in,[],1630570,,,1610612757,98,122,2021-12-05T05:10:20Z,5660000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
575,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,in,[],1630202,,,1610612757,98,122,2021-12-05T05:10:20Z,5670000,,,0,,SUB in: P. Pritchard,[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
576,PT05M51.00S,2021-12-05T05:09:51.3Z,4,REGULAR,substitution,in,[],1630174,,,1610612757,98,122,2021-12-05T05:10:20Z,5680000,,,0,,SUB in: A. Nesmith,[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
577,PT05M51.00S,2021-12-05T05:10:35.7Z,4,REGULAR,freethrow,1 of 1,[],1628372,,,1610612757,99,122,2021-12-05T05:10:35Z,5690000,,,0,,D. Smith Jr. Free Throw 1 of 1 (16 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,Made,,,,,,,16.0,,,,,,
578,PT05M36.00S,2021-12-05T05:10:53.0Z,4,REGULAR,3pt,Jump Shot,[],1628369,23.340998685939553,87.74509803921569,1610612738,99,122,2021-12-05T05:10:57Z,5700000,-189.0,167.0,1,left,MISS J. Tatum 25' step back 3PT,[1628369],1610612738.0,BOS,step back,,,Tatum,J. Tatum,,,,,,,,,,,25.19,Missed,,,,,,,,,,,,,
579,PT05M34.00S,2021-12-05T05:10:55.0Z,4,REGULAR,rebound,defensive,[],1629604,,,1610612757,99,122,2021-12-05T05:10:57Z,5710000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,578.0,1.0,1.0,0.0,,,,,,,
580,PT05M30.00S,2021-12-05T05:10:59.0Z,4,REGULAR,turnover,bad pass,[],1629833,,,1610612757,99,122,2021-12-05T05:11:07Z,5720000,,,0,,K. Blevins bad pass TURNOVER (1 TO),"[1629833, 1630202]",1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,1.0,,,,,,,,,,,,,,,,,Pritchard,1630202.0,
581,PT05M30.00S,2021-12-05T05:10:59.0Z,4,REGULAR,steal,,[],1630202,,,1610612738,99,122,2021-12-05T05:13:54Z,5730000,,,0,,P. Pritchard STEAL (1 STL),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,,,,,,,,,,,,,,
582,PT05M21.00S,2021-12-05T05:11:10.6Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629604,,,1610612738,99,122,2021-12-05T05:11:20Z,5740000,,,0,,C. Elleby shooting personal FOUL (1 PF) (Nesmith 2 FT),"[1629604, 1630174]",1610612757.0,POR,shooting,,,Elleby,C. Elleby,,,,,201246.0,,1.0,0.0,Nesmith,1630174.0,,,,,,,,,,,,,,,
584,PT05M21.00S,2021-12-05T05:11:33.9Z,4,REGULAR,freethrow,1 of 2,['fromturnover'],1630174,,,1610612738,99,123,2021-12-05T05:11:33Z,5760000,,,0,,A. Nesmith Free Throw 1 of 2 (10 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,Made,,,,,,,10.0,,,,,,
585,PT05M21.00S,2021-12-05T05:11:34.4Z,4,REGULAR,substitution,out,[],1628369,,,1610612738,99,123,2021-12-05T05:11:46Z,5770000,,,0,,SUB out: J. Tatum,[1628369],1610612738.0,BOS,,,,Tatum,J. Tatum,,,,,,,,,,,,,,,,,,,,,,,,,
586,PT05M21.00S,2021-12-05T05:11:34.4Z,4,REGULAR,substitution,out,[],203935,,,1610612738,99,123,2021-12-05T05:11:46Z,5780000,,,0,,SUB out: M. Smart,[203935],1610612738.0,BOS,,,,Smart,M. Smart,,,,,,,,,,,,,,,,,,,,,,,,,
587,PT05M21.00S,2021-12-05T05:11:34.4Z,4,REGULAR,substitution,in,[],1627823,,,1610612738,99,123,2021-12-05T05:11:46Z,5790000,,,0,,SUB in: J. Hernangomez,[1627823],1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,,,,,,,,,,,,,,,,,,,,
588,PT05M21.00S,2021-12-05T05:11:34.4Z,4,REGULAR,substitution,in,[],1629684,,,1610612738,99,123,2021-12-05T05:11:46Z,5800000,,,0,,SUB in: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
589,PT05M21.00S,2021-12-05T05:11:54.5Z,4,REGULAR,freethrow,2 of 2,['fromturnover'],1630174,,,1610612738,99,124,2021-12-05T05:11:54Z,5810000,,,0,,A. Nesmith Free Throw 2 of 2 (11 PTS),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,Made,,,,,,,11.0,,,,,,
590,PT05M04.00S,2021-12-05T05:12:12.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630570,90.62089356110381,48.529411764705884,1610612757,101,124,2021-12-05T05:12:22Z,5820000,-7.0,36.0,1,right,T. Watford driving floating Jump Shot (2 PTS),[1630570],1610612757.0,POR,driving floating,,,Watford,T. Watford,,,,,,,,,,,3.65,Made,,,,,,,2.0,,,,,,
591,PT04M55.00S,2021-12-05T05:12:24.8Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630535,,,1610612738,101,124,2021-12-05T05:12:33Z,5830000,,,0,,G. Brown III shooting personal FOUL (1 PF) (Williams III 2 FT),"[1630535, 1629057]",1610612757.0,POR,shooting,,,Brown III,G. Brown III,,,,,202901.0,,1.0,0.0,Williams III,1629057.0,,,,,,,,,,,,,,,
593,PT04M55.00S,2021-12-05T05:12:51.7Z,4,REGULAR,freethrow,1 of 2,[],1629057,,,1610612738,101,125,2021-12-05T05:13:51Z,5850000,,,0,,R. Williams III Free Throw 1 of 2 (5 PTS),[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,Made,,,,,,,5.0,,,,,,
594,PT04M55.00S,2021-12-05T05:12:51.7Z,4,REGULAR,freethrow,2 of 2,[],1629057,,,1610612738,101,125,2021-12-05T05:13:51Z,5860000,,,0,,MISS R. Williams III Free Throw 2 of 2,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,Missed,,,,,,,,,,,,,
600,PT04M50.00S,2021-12-05T05:12:56.7Z,4,REGULAR,rebound,offensive,['team'],0,,,1610612738,101,125,2021-12-05T05:13:51Z,5865000,,,0,,TEAM offensive REBOUND,[],1610612738.0,BOS,,,,,,,,,,,,,,,,,,,,594.0,,,,,,,,,,
595,PT04M50.00S,2021-12-05T05:13:29.6Z,4,REGULAR,substitution,out,[],1629057,,,1610612738,101,125,2021-12-05T05:13:32Z,5870000,,,0,,SUB out: R. Williams III,[1629057],1610612738.0,BOS,,,,Williams III,R. Williams III,,,,,,,,,,,,,,,,,,,,,,,,,
596,PT04M50.00S,2021-12-05T05:13:29.6Z,4,REGULAR,substitution,in,[],1628981,,,1610612738,101,125,2021-12-05T05:13:32Z,5880000,,,0,,SUB in: B. Fernando,[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,,,,,,,,,,,,,,,
597,PT04M50.00S,2021-12-05T05:13:44.1Z,4,REGULAR,jumpball,recovered,[],0,,,1610612738,101,125,2021-12-05T05:13:44Z,5890000,,,0,,Jump Ball J. Hernangomez vs. C. Elleby: Tip to Team (BOS),"[1627823, 1629604]",1610612738.0,BOS,heldball,Team (BOS),,,,Hernangomez,1627823.0,Elleby,1629604.0,,,,,,,,,,,,,,,,,,,,,
601,PT04M48.00S,2021-12-05T05:13:58.7Z,4,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1628981,7.30946123521682,52.20588235294118,1610612738,101,127,2021-12-05T05:14:02Z,5920000,-11.0,16.0,1,left,B. Fernando turnaround Hook (2 PTS) (P. Pritchard 3 AST),"[1628981, 1630202]",1610612738.0,BOS,turnaround,,,Fernando,B. Fernando,,,,,,,,,,,1.96,Made,,,,,,,2.0,P. Pritchard,1630202.0,3.0,,,
602,PT04M36.00S,2021-12-05T05:14:12.0Z,4,REGULAR,foul,personal,['2freethrow'],1627823,,,1610612757,101,127,2021-12-05T05:14:20Z,5930000,,,0,,J. Hernangomez shooting personal FOUL (1 PF) (Smith Jr. 2 FT),"[1627823, 1628372]",1610612738.0,BOS,shooting,,,Hernangomez,J. Hernangomez,,,,,202901.0,,1.0,0.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,
605,PT04M36.00S,2021-12-05T05:14:39.4Z,4,REGULAR,freethrow,1 of 2,[],1628372,,,1610612757,101,127,2021-12-05T05:14:39Z,5950000,,,0,,MISS D. Smith Jr. Free Throw 1 of 2,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,
606,PT04M36.00S,2021-12-05T05:14:39.4Z,4,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,101,127,2021-12-05T05:14:39Z,5960000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,605.0,,,,,,,,,,
607,PT04M36.00S,2021-12-05T05:14:50.7Z,4,REGULAR,freethrow,2 of 2,[],1628372,,,1610612757,102,127,2021-12-05T05:14:50Z,5970000,,,0,,D. Smith Jr. Free Throw 2 of 2 (17 PTS),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,Made,,,,,,,17.0,,,,,,
608,PT04M24.00S,2021-12-05T05:15:03.8Z,4,REGULAR,turnover,bad pass,[],1627823,,,1610612738,102,127,2021-12-05T05:15:09Z,5980000,,,0,,J. Hernangomez bad pass TURNOVER (2 TO),"[1627823, 1628372]",1610612738.0,BOS,,,,Hernangomez,J. Hernangomez,,,,,,2.0,,,,,,,,,,,,,,,,,Smith Jr.,1628372.0,
609,PT04M24.00S,2021-12-05T05:15:03.8Z,4,REGULAR,steal,,[],1628372,,,1610612757,102,127,2021-12-05T05:15:05Z,5990000,,,0,,D. Smith Jr. STEAL (3 STL),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
610,PT04M21.00S,2021-12-05T05:15:08.2Z,4,REGULAR,foul,personal,['2freethrow'],1630174,,,1610612757,102,127,2021-12-05T05:15:23Z,6000000,,,0,,A. Nesmith shooting personal FOUL (4 PF) (Watford 2 FT),"[1630174, 1630570]",1610612738.0,BOS,shooting,,,Nesmith,A. Nesmith,,,,,1179.0,,4.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,,
612,PT04M21.00S,2021-12-05T05:15:28.6Z,4,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1630570,,,1610612757,103,127,2021-12-05T05:15:28Z,6020000,,,0,,T. Watford Free Throw 1 of 2 (3 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,Made,,,,,,,3.0,,,,,,
613,PT04M21.00S,2021-12-05T05:15:41.0Z,4,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",1630570,,,1610612757,104,127,2021-12-05T05:15:41Z,6030000,,,0,,T. Watford Free Throw 2 of 2 (4 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,Made,,,,,,,4.0,,,,,,
614,PT04M09.00S,2021-12-05T05:15:54.8Z,4,REGULAR,2pt,Layup,['pointsinthepaint'],1630202,4.812746386333772,50.98039215686274,1610612738,104,129,2021-12-05T05:15:58Z,6040000,-5.0,-7.0,1,left,P. Pritchard driving Layup (5 PTS),[1630202],1610612738.0,BOS,driving,,,Pritchard,P. Pritchard,,,,,,,,,,,0.88,Made,,,,,,,5.0,,,,,,
615,PT03M59.00S,2021-12-05T05:16:04.6Z,4,REGULAR,3pt,Jump Shot,[],1629833,93.24901445466492,94.36274509803921,1610612757,107,129,2021-12-05T05:16:11Z,6050000,222.0,11.0,1,right,K. Blevins 3PT  (3 PTS) (D. Smith Jr. 6 AST),"[1629833, 1628372]",1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,22.21,Made,,,,,,,3.0,D. Smith Jr.,1628372.0,6.0,,,
617,PT03M45.00S,2021-12-05T05:16:19.0Z,4,REGULAR,3pt,Jump Shot,[],1630202,32.802233902759525,29.411764705882355,1610612738,107,132,2021-12-05T05:16:23Z,6070000,103.0,256.0,1,left,P. Pritchard 27' 3PT pullup (8 PTS),[1630202],1610612738.0,BOS,pullup,,,Pritchard,P. Pritchard,,,,,,,,,,,27.57,Made,,,,,,,8.0,,,,,,
618,PT03M27.00S,2021-12-05T05:16:37.4Z,4,REGULAR,3pt,Jump Shot,[],1628372,91.5407358738502,3.9215686274509802,1610612757,110,132,2021-12-05T05:16:42Z,6080000,-230.0,27.0,1,right,D. Smith Jr. 3PT  (20 PTS) (K. Blevins 1 AST),"[1628372, 1629833]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,23.2,Made,,,,,,,20.0,K. Blevins,1629833.0,1.0,,,
620,PT03M16.00S,2021-12-05T05:16:57.2Z,4,REGULAR,foul,offensive,[],1628981,,,1610612738,110,132,2021-12-05T05:17:05Z,6100000,,,0,,B. Fernando offensive FOUL (1 PF),"[1628981, 1630570]",1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,202901.0,,1.0,0.0,Watford,1630570.0,,,,,,,,,,,,,,,
622,PT03M16.00S,2021-12-05T05:16:57.2Z,4,REGULAR,turnover,offensive foul,[],1628981,,,1610612738,110,132,2021-12-05T05:16:57Z,6120000,,,0,,B. Fernando offensive foul TURNOVER (1 TO),[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,202901.0,1.0,,,,,,,,,,,,,,,,,,,
623,PT03M16.00S,2021-12-05T05:17:06.2Z,4,REGULAR,substitution,out,[],1629684,,,1610612757,110,132,2021-12-05T05:17:10Z,6130000,,,0,,SUB out: G. Williams,[1629684],1610612738.0,BOS,,,,Williams,G. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
624,PT03M16.00S,2021-12-05T05:17:06.2Z,4,REGULAR,substitution,in,[],203953,,,1610612757,110,132,2021-12-05T05:17:10Z,6140000,,,0,,SUB in: J. Parker,[203953],1610612738.0,BOS,,,,Parker,J. Parker,,,,,,,,,,,,,,,,,,,,,,,,,
625,PT03M05.00S,2021-12-05T05:17:15.9Z,4,REGULAR,turnover,bad pass,[],1629604,,,1610612757,110,132,2021-12-05T05:17:19Z,6150000,,,0,,C. Elleby bad pass TURNOVER (1 TO),"[1629604, 1630174]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,1.0,,,,,,,,,,,,,,,,,Nesmith,1630174.0,
626,PT03M05.00S,2021-12-05T05:17:15.9Z,4,REGULAR,steal,,[],1630174,,,1610612738,110,132,2021-12-05T05:17:17Z,6160000,,,0,,A. Nesmith STEAL (1 STL),[1630174],1610612738.0,BOS,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,
627,PT02M55.00S,2021-12-05T05:17:25.3Z,4,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628981,6.1268068331143235,50.98039215686274,1610612738,110,134,2021-12-05T05:17:30Z,6170000,-5.0,5.0,1,left,B. Fernando DUNK (4 PTS),[1628981],1610612738.0,BOS,,,,Fernando,B. Fernando,,,,,,,,,,,0.71,Made,,,,,,,4.0,,,,,,
628,PT02M35.00S,2021-12-05T05:17:45.6Z,4,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629604,82.47371879106439,36.029411764705884,1610612757,112,134,2021-12-05T05:17:54Z,6180000,-70.0,112.0,1,right,C. Elleby 13' pullup Jump Shot (2 PTS),[1629604],1610612757.0,POR,pullup,,,Elleby,C. Elleby,,,,,,,,,,,13.22,Made,,,,,,,2.0,,,,,,
629,PT02M21.00S,2021-12-05T05:18:02.5Z,4,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630570,,,1610612738,112,134,2021-12-05T05:18:14Z,6190000,,,0,,T. Watford personal FOUL (1 PF) (Pritchard 2 FT),"[1630570, 1630202]",1610612757.0,POR,,,,Watford,T. Watford,,,,,201246.0,,1.0,0.0,Pritchard,1630202.0,,,,,,,,,,,,,,,
631,PT02M21.00S,2021-12-05T05:18:24.7Z,4,REGULAR,freethrow,1 of 2,[],1630202,,,1610612738,112,135,2021-12-05T05:18:24Z,6210000,,,0,,P. Pritchard Free Throw 1 of 2 (9 PTS),[1630202],1610612738.0,BOS,,,,Pritchard,P. Pritchard,,,,,,,,,,,,Made,,,,,,,9.0,,,,,,
