actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
22,PT10M28.00S,2021-12-03T03:13:35.5Z,1,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,1,6,2021-12-03T03:13:35Z,220000,,,0,,J. Nurkic Free Throw 1 of 2 (1 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,1.0,,,,,,,,,,,
23,PT10M28.00S,2021-12-03T03:13:49.1Z,1,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,2,6,2021-12-03T03:13:49Z,230000,,,0,,J. Nurkic Free Throw 2 of 2 (2 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,2.0,,,,,,,,,,,
24,PT10M15.00S,2021-12-03T03:14:03.3Z,1,REGULAR,3pt,Jump Shot,[],203926,30.17411300919842,22.54901960784314,1610612759,2,6,2021-12-03T03:14:07Z,240000,137.0,231.0,1,left,MISS D. McDermott 26' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
25,PT10M12.00S,2021-12-03T03:14:06.3Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,2,6,2021-12-03T03:14:07Z,250000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,24.0,1.0,1.0,0.0,,,,,,,,,,,,
26,PT10M05.00S,2021-12-03T03:14:12.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,89.43823915900131,43.627450980392155,1610612757,2,6,2021-12-03T03:14:17Z,260000,-32.0,47.0,1,right,MISS J. Nurkic floating Shot,[203994],1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,5.66,Missed,,,,,,,,,,,,,,,,,,
27,PT10M03.00S,2021-12-03T03:14:14.2Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,2,6,2021-12-03T03:14:17Z,270000,,,0,,D. White REBOUND (Off:0 Def:1),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,
28,PT09M59.00S,2021-12-03T03:14:18.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629640,5.995400788436268,52.450980392156865,1610612759,2,6,2021-12-03T03:14:24Z,280000,-12.0,4.0,1,left,MISS K. Johnson running Layup,[1629640],1610612759.0,SAS,running,,,Johnson,K. Johnson,,,,,1.29,Missed,,,,,,,,,,,,,,,,,,
30,PT09M59.00S,2021-12-03T03:14:18.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,2,6,2021-12-03T03:14:24Z,300000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,28.0,,,,,,,,,,,,,,,
31,PT09M59.00S,2021-12-03T03:14:25.1Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,2,6,2021-12-03T03:14:25Z,310000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,PT09M43.00S,2021-12-03T03:14:45.1Z,1,REGULAR,3pt,Jump Shot,[],1626181,93.64323258869908,3.6764705882352944,1610612757,2,6,2021-12-03T03:14:49Z,320000,-232.0,7.0,1,right,MISS N. Powell 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,23.17,Missed,,,,,,,,,,,,,,,,,,
33,PT09M40.00S,2021-12-03T03:14:48.1Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,2,6,2021-12-03T03:14:49Z,330000,,,0,,D. White REBOUND (Off:0 Def:2),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,32.0,2.0,2.0,0.0,,,,,,,,,,,,
34,PT09M32.00S,2021-12-03T03:14:58.7Z,1,REGULAR,foul,personal,[],1629014,,,1610612759,2,6,2021-12-03T03:15:04Z,340000,,,0,,A. Simons personal FOUL (1 PF),"[1629014, 1628401]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,202027.0,1.0,0.0,White,1628401.0,,,
36,PT09M22.00S,2021-12-03T03:15:27.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627751,6.258212877792378,37.254901960784316,1610612759,2,6,2021-12-03T03:35:12Z,360000,64.0,6.0,1,left,MISS J. Poeltl 6' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,6.4,Missed,,,,,,,,,,,,,,,,,,
37,PT09M20.00S,2021-12-03T03:15:29.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,2,6,2021-12-03T03:15:31Z,370000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,
38,PT09M10.00S,2021-12-03T03:15:38.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,93.77463863337714,3.9215686274509802,1610612757,2,6,2021-12-03T03:15:45Z,380000,-230.0,6.0,1,right,MISS N. Powell pullup 3PT,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,
39,PT09M07.00S,2021-12-03T03:15:41.8Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612759,2,6,2021-12-03T03:15:45Z,390000,,,0,,J. Poeltl REBOUND (Off:0 Def:3),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,38.0,3.0,3.0,0.0,,,,,,,,,,,,
40,PT09M03.00S,2021-12-03T03:15:50.8Z,1,REGULAR,foul,personal,[],203496,,,1610612759,2,6,2021-12-03T03:16:07Z,400000,,,0,,R. Covington personal FOUL (1 PF),"[203496, 203926]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,101283.0,1.0,0.0,McDermott,203926.0,,,
42,PT08M57.00S,2021-12-03T03:16:16.1Z,1,REGULAR,2pt,Jump Shot,[],1627751,15.719448094612352,69.36274509803921,1610612759,2,6,2021-12-03T03:16:23Z,420000,-97.0,95.0,1,left,MISS J. Poeltl 13' floating Shot,[1627751],1610612759.0,SAS,floating,,,Poeltl,J. Poeltl,,,,,13.58,Missed,,,,,,,,,,,,,,,,,,
43,PT08M54.00S,2021-12-03T03:16:19.1Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,2,6,2021-12-03T03:16:23Z,430000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,42.0,2.0,2.0,0.0,,,,,,,,,,,,
44,PT08M48.00S,2021-12-03T03:16:24.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,92.06636005256242,46.568627450980394,1610612757,2,6,2021-12-03T03:16:30Z,440000,-17.0,22.0,1,right,MISS N. Powell driving Layup - blocked,"[1626181, 1627751]",1610612757.0,POR,driving,,,Powell,N. Powell,,,,,2.8,Missed,Poeltl,1627751.0,,,,,,,,,,,,,,,,
45,PT08M48.00S,2021-12-03T03:16:24.4Z,1,REGULAR,block,,[],1627751,,,1610612757,2,6,2021-12-03T03:16:26Z,450000,,,0,,J. Poeltl BLOCK (2 BLK),[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,,,,,,,,
46,PT08M46.00S,2021-12-03T03:16:26.4Z,1,REGULAR,rebound,defensive,[],1628401,,,1610612759,2,6,2021-12-03T03:16:30Z,460000,,,0,,D. White REBOUND (Off:0 Def:3),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,44.0,3.0,3.0,0.0,,,,,,,,,,,,
47,PT08M40.00S,2021-12-03T03:16:34.0Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203926,5.601182654402102,96.32352941176471,1610612759,2,9,2021-12-03T03:16:40Z,470000,-232.0,0.0,1,left,D. McDermott 3PT running (6 PTS) (D. Murray 3 AST),"[203926, 1627749]",1610612759.0,SAS,running,,,McDermott,D. McDermott,,,,,23.16,Made,,,,,,,6.0,D. Murray,1627749.0,3.0,,,,,,,,
49,PT08M37.00S,2021-12-03T03:16:41.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,2,9,2021-12-03T03:16:41Z,490000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT08M22.00S,2021-12-03T03:19:48.8Z,1,REGULAR,3pt,Jump Shot,[],203496,69.46452036793693,74.26470588235294,1610612757,5,9,2021-12-03T03:19:53Z,500000,121.0,235.0,1,right,R. Covington 26' 3PT  (3 PTS) (A. Simons 1 AST),"[203496, 1629014]",1610612757.0,POR,,,,Covington,R. Covington,,,,,26.4,Made,,,,,,,3.0,A. Simons,1629014.0,1.0,,,,,,,,
52,PT07M56.00S,2021-12-03T03:20:14.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1627751,7.440867279894875,40.19607843137255,1610612759,5,11,2021-12-03T03:20:23Z,520000,49.0,17.0,1,left,J. Poeltl driving bank Hook (2 PTS),[1627751],1610612759.0,SAS,driving bank,,,Poeltl,J. Poeltl,,,,,5.2,Made,,,,,,,2.0,,,,,,,,,,,
54,PT07M39.00S,2021-12-03T03:20:31.0Z,1,REGULAR,2pt,Jump Shot,[],1629014,75.50919842312747,31.127450980392158,1610612757,5,11,2021-12-03T03:20:35Z,540000,-94.0,178.0,1,right,MISS A. Simons 20' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,20.12,Missed,,,,,,,,,,,,,,,,,,
55,PT07M35.00S,2021-12-03T03:20:35.0Z,1,REGULAR,rebound,offensive,[],203496,,,1610612757,5,11,2021-12-03T03:20:35Z,550000,,,0,,R. Covington REBOUND (Off:1 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,54.0,3.0,2.0,1.0,,,,,,,,,,,,
56,PT07M35.00S,2021-12-03T03:20:35.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203496,94.40999984741211,50.0,1610612757,5,11,2021-12-03T03:20:37Z,560000,0.0,0.0,1,right,MISS R. Covington tip Layup,[203496],1610612757.0,POR,tip,,,Covington,R. Covington,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
57,PT07M35.00S,2021-12-03T03:20:35.0Z,1,REGULAR,rebound,offensive,[],203496,,,1610612757,5,11,2021-12-03T03:20:37Z,570000,,,0,,R. Covington REBOUND (Off:2 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,56.0,4.0,2.0,2.0,,,,,,,,,,,,
58,PT07M34.00S,2021-12-03T03:20:36.3Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203496,94.40999984741211,50.0,1610612757,7,11,2021-12-03T03:20:41Z,580000,0.0,0.0,1,right,R. Covington tip Layup (5 PTS),[203496],1610612757.0,POR,tip,,,Covington,R. Covington,,,,,0.0,Made,,,,,,,5.0,,,,,,,,,,,
59,PT07M22.00S,2021-12-03T03:20:50.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612759,7,11,2021-12-03T03:20:50Z,590000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M20.00S,2021-12-03T03:21:03.5Z,1,REGULAR,2pt,Jump Shot,[],203926,11.12023653088042,28.921568627450984,1610612759,7,11,2021-12-03T03:21:07Z,600000,105.0,52.0,1,left,MISS D. McDermott 11' Jump Shot,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,11.75,Missed,,,,,,,,,,,,,,,,,,
61,PT07M19.00S,2021-12-03T03:21:04.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,7,11,2021-12-03T03:21:07Z,610000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,60.0,2.0,2.0,0.0,,,,,,,,,,,,
62,PT07M10.00S,2021-12-03T03:21:14.7Z,1,REGULAR,2pt,Jump Shot,[],203468,79.31997371879106,49.26470588235294,1610612757,7,11,2021-12-03T03:21:18Z,620000,-4.0,142.0,1,right,MISS C. McCollum 14' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,14.19,Missed,,,,,,,,,,,,,,,,,,
63,PT07M07.00S,2021-12-03T03:21:17.7Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,7,11,2021-12-03T03:21:18Z,630000,,,0,,K. Johnson REBOUND (Off:0 Def:2),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,62.0,2.0,2.0,0.0,,,,,,,,,,,,
64,PT06M53.00S,2021-12-03T03:21:30.9Z,1,REGULAR,3pt,Jump Shot,[],203926,28.991458607095925,77.45098039215686,1610612759,7,11,2021-12-03T03:21:35Z,640000,-137.0,220.0,1,left,MISS D. McDermott 25' 3PT,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,
65,PT06M51.00S,2021-12-03T03:21:32.9Z,1,REGULAR,rebound,offensive,[],1628401,,,1610612759,7,11,2021-12-03T03:21:35Z,650000,,,0,,D. White REBOUND (Off:1 Def:3),[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,64.0,4.0,3.0,1.0,,,,,,,,,,,,
66,PT06M49.00S,2021-12-03T03:21:35.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627749,5.995400788436268,96.81372549019608,1610612759,7,11,2021-12-03T03:21:47Z,660000,-234.0,4.0,1,left,MISS D. Murray 3PT,[1627749],1610612759.0,SAS,,,,Murray,D. Murray,,,,,23.41,Missed,,,,,,,,,,,,,,,,,,
67,PT06M43.00S,2021-12-03T03:21:41.5Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,7,11,2021-12-03T03:21:47Z,670000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,
68,PT06M43.00S,2021-12-03T03:21:46.7Z,1,REGULAR,violation,kicked ball,[],1629640,,,1610612757,7,11,2021-12-03T03:21:52Z,680000,,,0,,K. Johnson kicked ball VIOLATION,[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,1627963.0,,,,,,,
69,PT06M27.00S,2021-12-03T03:22:19.1Z,1,REGULAR,3pt,Jump Shot,[],1626181,70.51576872536137,76.22549019607843,1610612757,10,11,2021-12-03T03:22:23Z,690000,131.0,225.0,1,right,N. Powell 26' 3PT  (3 PTS) (R. Covington 1 AST),"[1626181, 203496]",1610612757.0,POR,,,,Powell,N. Powell,,,,,26.01,Made,,,,,,,3.0,R. Covington,203496.0,1.0,,,,,,,,
71,PT05M59.00S,2021-12-03T03:22:45.5Z,1,REGULAR,3pt,Jump Shot,[],1627749,19.398817345597898,92.64705882352942,1610612759,10,14,2021-12-03T03:22:49Z,710000,-213.0,130.0,1,left,D. Murray 24' 3PT  (3 PTS) (D. White 1 AST),"[1627749, 1628401]",1610612759.0,SAS,,,,Murray,D. Murray,,,,,24.96,Made,,,,,,,3.0,D. White,1628401.0,1.0,,,,,,,,
73,PT05M37.00S,2021-12-03T03:23:09.9Z,1,REGULAR,violation,kicked ball,[],1627751,,,1610612757,10,14,2021-12-03T03:23:14Z,730000,,,0,,J. Poeltl kicked ball VIOLATION,[1627751],1610612759.0,SAS,,,,Poeltl,J. Poeltl,,,,,,,,,,,,,,,,,1627963.0,,,,,,,
74,PT05M37.00S,2021-12-03T03:23:14.0Z,1,REGULAR,substitution,out,[],1626181,,,1610612757,10,14,2021-12-03T03:23:27Z,740000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
75,PT05M37.00S,2021-12-03T03:23:14.0Z,1,REGULAR,substitution,out,[],203496,,,1610612757,10,14,2021-12-03T03:23:27Z,750000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
76,PT05M37.00S,2021-12-03T03:23:14.0Z,1,REGULAR,substitution,out,[],203926,,,1610612757,10,14,2021-12-03T03:23:27Z,760000,,,0,,SUB out: D. McDermott,[203926],1610612759.0,SAS,,,,McDermott,D. McDermott,,,,,,,,,,,,,,,,,,,,,,,,
77,PT05M37.00S,2021-12-03T03:23:14.0Z,1,REGULAR,substitution,out,[],1628401,,,1610612757,10,14,2021-12-03T03:23:27Z,770000,,,0,,SUB out: D. White,[1628401],1610612759.0,SAS,,,,White,D. White,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M37.00S,2021-12-03T03:23:14.0Z,1,REGULAR,substitution,in,[],1626204,,,1610612757,10,14,2021-12-03T03:23:27Z,780000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M37.00S,2021-12-03T03:23:14.0Z,1,REGULAR,substitution,in,[],203503,,,1610612757,10,14,2021-12-03T03:23:27Z,790000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M37.00S,2021-12-03T03:23:14.0Z,1,REGULAR,substitution,in,[],1630170,,,1610612757,10,14,2021-12-03T03:23:27Z,800000,,,0,,SUB in: D. Vassell,[1630170],1610612759.0,SAS,,,,Vassell,D. Vassell,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M37.00S,2021-12-03T03:23:14.0Z,1,REGULAR,substitution,in,[],1629022,,,1610612757,10,14,2021-12-03T03:23:27Z,810000,,,0,,SUB in: L. Walker IV,[1629022],1610612759.0,SAS,,,,Walker IV,L. Walker IV,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M30.00S,2021-12-03T03:23:45.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.46057818659659,49.26470588235294,1610612757,10,14,2021-12-03T03:23:48Z,820000,-4.0,18.0,1,right,MISS C. McCollum driving Layup,[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,1.88,Missed,,,,,,,,,,,,,,,,,,
83,PT05M29.00S,2021-12-03T03:23:46.4Z,1,REGULAR,rebound,offensive,[],203468,,,1610612757,10,14,2021-12-03T03:23:48Z,830000,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,82.0,1.0,0.0,1.0,,,,,,,,,,,,
84,PT05M28.00S,2021-12-03T03:23:48.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203468,86.15308804204993,40.931372549019606,1610612757,12,14,2021-12-03T03:23:54Z,840000,-45.0,78.0,1,right,C. McCollum 8' floating Jump Shot (2 PTS),[203468],1610612757.0,POR,floating,,,McCollum,C. McCollum,,,,,8.99,Made,,,,,,,2.0,,,,,,,,,,,
85,PT05M12.00S,2021-12-03T03:24:04.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,6.389618922470433,46.07843137254902,1610612759,12,16,2021-12-03T03:24:08Z,850000,20.0,8.0,1,left,J. Poeltl cutting Layup (4 PTS) (D. Murray 4 AST),"[1627751, 1627749]",1610612759.0,SAS,cutting,,,Poeltl,J. Poeltl,,,,,2.1,Made,,,,,,,4.0,D. Murray,1627749.0,4.0,,,,,,,,
87,PT05M00.00S,2021-12-03T03:24:15.6Z,1,REGULAR,3pt,Jump Shot,[],1626204,92.9862023653088,95.83333333333334,1610612757,12,16,2021-12-03T03:24:19Z,870000,229.0,13.0,1,right,MISS L. Nance Jr. 3PT,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,22.96,Missed,,,,,,,,,,,,,,,,,,
88,PT04M58.00S,2021-12-03T03:24:17.6Z,1,REGULAR,rebound,defensive,[],1629640,,,1610612759,12,16,2021-12-03T03:24:19Z,880000,,,0,,K. Johnson REBOUND (Off:0 Def:3),[1629640],1610612759.0,SAS,,,,Johnson,K. Johnson,,,,,,,,,87.0,3.0,3.0,0.0,,,,,,,,,,,,
89,PT04M53.00S,2021-12-03T03:24:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627749,5.863994743758213,53.67647058823529,1610612759,12,18,2021-12-03T03:24:29Z,890000,-18.0,3.0,1,left,D. Murray running Layup (5 PTS) (K. Johnson 1 AST),"[1627749, 1629640]",1610612759.0,SAS,running,,,Murray,D. Murray,,,,,1.86,Made,,,,,,,5.0,K. Johnson,1629640.0,1.0,,,,,,,,
91,PT04M37.00S,2021-12-03T03:24:38.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,92.32917214191852,43.627450980392155,1610612757,12,18,2021-12-03T03:24:42Z,910000,-32.0,20.0,1,right,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,3.74,Missed,,,,,,,,,,,,,,,,,,
