actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
85,PT05M20.00S,2021-10-21T02:27:04.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,93.38042049934296,49.01960784313725,1610612757,11,15,2021-10-21T02:30:15Z,850000,-5.0,10.0,1,right,D. Lillard driving finger roll Layup (2 PTS),[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,1.09,Made,,,,,,,2.0,,,,,,,,,,,,
86,PT05M08.00S,2021-10-21T02:27:15.9Z,1,REGULAR,3pt,Jump Shot,[],1627741,29.6484888304862,75.73529411764706,1610612758,11,18,2021-10-21T02:27:20Z,860000,-129.0,226.0,1,left,B. Hield 26' 3PT pullup (5 PTS),[1627741],1610612758.0,SAC,pullup,,,Hield,B. Hield,,,,,26.03,Made,,,,,,,5.0,,,,,,,,,,,,
87,PT05M00.00S,2021-10-21T02:27:24.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,93.9060446780552,49.01960784313725,1610612757,13,18,2021-10-21T02:27:28Z,870000,-5.0,5.0,1,right,N. Little driving Layup (2 PTS) (D. Lillard 3 AST),"[1629642, 203081]",1610612757.0,POR,driving,,,Little,N. Little,,,,,0.69,Made,,,,,,,2.0,D. Lillard,203081.0,3.0,,,,,,,,,
88,PT04M50.00S,2021-10-21T02:27:34.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628368,6.1268068331143235,49.26470588235294,1610612758,13,20,2021-10-21T02:27:37Z,880000,4.0,5.0,1,left,D. Fox driving Layup (10 PTS),[1628368],1610612758.0,SAC,driving,,,Fox,D. Fox,,,,,0.63,Made,,,,,,,10.0,,,,,,,,,,,,
89,PT04M42.00S,2021-10-21T02:27:45.1Z,1,REGULAR,foul,offensive,[],203994,,,1610612757,13,20,2021-10-21T02:27:57Z,890000,,,0,,J. Nurkic offensive FOUL (1 PF),"[203994, 1628368]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Fox,1628368.0,
91,PT04M42.00S,2021-10-21T02:27:45.1Z,1,REGULAR,turnover,offensive foul,[],203994,,,1610612757,13,20,2021-10-21T02:27:45Z,910000,,,0,,J. Nurkic offensive foul TURNOVER (1 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,1627963.0,1.0,,,,,,,
92,PT04M42.00S,2021-10-21T02:27:55.8Z,1,REGULAR,substitution,out,[],203994,,,1610612758,13,20,2021-10-21T02:28:10Z,920000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M42.00S,2021-10-21T02:27:55.8Z,1,REGULAR,substitution,out,[],203496,,,1610612758,13,20,2021-10-21T02:28:10Z,930000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M42.00S,2021-10-21T02:27:55.8Z,1,REGULAR,substitution,out,[],1630169,,,1610612758,13,20,2021-10-21T02:28:10Z,940000,,,0,,SUB out: T. Haliburton,[1630169],1610612758.0,SAC,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M42.00S,2021-10-21T02:27:55.8Z,1,REGULAR,substitution,in,[],203469,,,1610612758,13,20,2021-10-21T02:28:10Z,950000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M42.00S,2021-10-21T02:27:55.8Z,1,REGULAR,substitution,in,[],1626204,,,1610612758,13,20,2021-10-21T02:28:10Z,960000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M42.00S,2021-10-21T02:27:55.8Z,1,REGULAR,substitution,in,[],1630558,,,1610612758,13,20,2021-10-21T02:28:10Z,970000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M30.00S,2021-10-21T02:28:34.4Z,1,REGULAR,foul,offensive,[],202684,,,1610612758,13,20,2021-10-21T02:28:40Z,980000,,,0,,T. Thompson offensive FOUL (2 PF),"[202684, 203469]",1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,1627963.0,,,,2.0,0.0,Zeller,203469.0,
100,PT04M30.00S,2021-10-21T02:28:34.4Z,1,REGULAR,turnover,offensive foul,[],202684,,,1610612758,13,20,2021-10-21T02:28:34Z,1000000,,,0,,T. Thompson offensive foul TURNOVER (1 TO),[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,1627963.0,1.0,,,,,,,
101,PT04M13.00S,2021-10-21T02:29:13.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",203081,82.7365308804205,42.40196078431372,1610612757,13,20,2021-10-21T02:29:22Z,1010000,-38.0,110.0,1,right,MISS D. Lillard 11' fadeaway Shot,[203081],1610612757.0,POR,fadeaway,,,Lillard,D. Lillard,,,,,11.62,Missed,,,,,,,,,,,,,,,,,,,
102,PT04M09.00S,2021-10-21T02:29:17.9Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,13,20,2021-10-21T02:29:22Z,1020000,,,0,,H. Barnes REBOUND (Off:0 Def:3),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,101.0,3.0,3.0,0.0,,,,,,,,,,,,,
103,PT04M00.00S,2021-10-21T02:29:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202684,6.389618922470433,46.81372549019608,1610612758,13,20,2021-10-21T02:29:34Z,1030000,16.0,8.0,1,left,MISS T. Thompson Layup,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,1.76,Missed,,,,,,,,,,,,,,,,,,,
104,PT03M58.00S,2021-10-21T02:29:29.4Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,13,20,2021-10-21T02:29:34Z,1040000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,
106,PT03M50.00S,2021-10-21T02:29:36.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.1688567674113,48.529411764705884,1610612757,15,20,2021-10-21T02:29:40Z,1050000,-7.0,2.0,1,right,D. Lillard driving Layup (4 PTS),[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,0.77,Made,,,,,,,4.0,,,,,,,,,,,,
107,PT03M50.00S,2021-10-21T02:29:41.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,15,20,2021-10-21T02:29:41Z,1060000,,,0,,SAC Timeout,[],1610612758.0,SAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M39.00S,2021-10-21T02:32:49.6Z,1,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612758,15,20,2021-10-21T02:32:57Z,1070000,,,0,,N. Powell shooting personal FOUL (1 PF) (Hield 2 FT),"[1626181, 1627741]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Hield,1627741.0,
111,PT03M39.00S,2021-10-21T02:33:15.6Z,1,REGULAR,freethrow,1 of 2,[],1627741,,,1610612758,15,21,2021-10-21T02:33:32Z,1090000,,,0,,B. Hield Free Throw 1 of 2 (6 PTS),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
112,PT03M39.00S,2021-10-21T02:33:17.0Z,1,REGULAR,substitution,out,[],202684,,,1610612758,15,21,2021-10-21T02:33:21Z,1100000,,,0,,SUB out: T. Thompson,[202684],1610612758.0,SAC,,,,Thompson,T. Thompson,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M39.00S,2021-10-21T02:33:17.0Z,1,REGULAR,substitution,in,[],1626158,,,1610612758,15,21,2021-10-21T02:33:21Z,1110000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M39.00S,2021-10-21T02:33:15.6Z,1,REGULAR,freethrow,2 of 2,[],1627741,,,1610612758,15,21,2021-10-21T02:33:32Z,1120000,,,0,,MISS B. Hield Free Throw 2 of 2,[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,Missed,,,,,,,,,,,,,,,,,,,
115,PT03M37.00S,2021-10-21T02:33:17.6Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,15,21,2021-10-21T02:33:32Z,1130000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,114.0,2.0,2.0,0.0,,,,,,,,,,,,,
116,PT03M22.00S,2021-10-21T02:33:44.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,94.43166885676742,50.98039215686274,1610612757,15,21,2021-10-21T02:33:53Z,1140000,5.0,0.0,1,right,MISS L. Nance Jr. Layup,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,0.49,Missed,,,,,,,,,,,,,,,,,,,
117,PT03M20.00S,2021-10-21T02:33:46.3Z,1,REGULAR,rebound,defensive,[],1627741,,,1610612758,15,21,2021-10-21T02:33:53Z,1150000,,,0,,B. Hield REBOUND (Off:0 Def:1),[1627741],1610612758.0,SAC,,,,Hield,B. Hield,,,,,,,,,116.0,1.0,1.0,0.0,,,,,,,,,,,,,
118,PT03M15.00S,2021-10-21T02:33:53.0Z,1,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612758,15,21,2021-10-21T02:34:01Z,1160000,,,0,,N. Little shooting personal FOUL (1 PF) (Holmes 2 FT),"[1629642, 1626158]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Holmes,1626158.0,
120,PT03M15.00S,2021-10-21T02:34:16.8Z,1,REGULAR,freethrow,1 of 2,[],1626158,,,1610612758,15,22,2021-10-21T02:34:33Z,1180000,,,0,,R. Holmes Free Throw 1 of 2 (3 PTS),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
121,PT03M15.00S,2021-10-21T02:34:16.8Z,1,REGULAR,freethrow,2 of 2,[],1626158,,,1610612758,15,22,2021-10-21T02:34:33Z,1190000,,,0,,MISS R. Holmes Free Throw 2 of 2,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,Missed,,,,,,,,,,,,,,,,,,,
122,PT03M13.00S,2021-10-21T02:34:18.8Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,15,22,2021-10-21T02:34:33Z,1200000,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,121.0,2.0,2.0,0.0,,,,,,,,,,,,,
123,PT02M56.00S,2021-10-21T02:34:49.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203469,92.9862023653088,49.50980392156863,1610612757,17,22,2021-10-21T02:34:58Z,1210000,-2.0,13.0,1,right,C. Zeller driving DUNK (2 PTS) (D. Lillard 4 AST),"[203469, 203081]",1610612757.0,POR,driving,,,Zeller,C. Zeller,,,,,1.36,Made,,,,,,,2.0,D. Lillard,203081.0,4.0,,,,,,,,,
125,PT02M30.00S,2021-10-21T02:35:15.0Z,1,REGULAR,3pt,Jump Shot,[],1628368,30.699737187910642,31.61764705882353,1610612758,17,22,2021-10-21T02:35:22Z,1230000,92.0,236.0,1,left,MISS D. Fox 25' step back 3PT,[1628368],1610612758.0,SAC,step back,,,Fox,D. Fox,,,,,25.34,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M28.00S,2021-10-21T02:35:17.0Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,17,22,2021-10-21T02:35:22Z,1240000,,,0,,C. Zeller REBOUND (Off:0 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,125.0,1.0,1.0,0.0,,,,,,,,,,,,,
127,PT02M20.00S,2021-10-21T02:35:26.3Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612757,17,22,2021-10-21T02:36:03Z,1250000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630558, 203081]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,1627963.0,,,,1.0,0.0,Lillard,203081.0,
129,PT02M20.00S,2021-10-21T02:36:04.3Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,18,22,2021-10-21T02:36:04Z,1270000,,,0,,D. Lillard Free Throw 1 of 2 (5 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
130,PT02M20.00S,2021-10-21T02:36:05.2Z,1,REGULAR,substitution,out,[],1626181,,,1610612757,18,22,2021-10-21T02:36:15Z,1280000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT02M20.00S,2021-10-21T02:36:05.2Z,1,REGULAR,substitution,out,[],1628368,,,1610612757,18,22,2021-10-21T02:36:15Z,1290000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M20.00S,2021-10-21T02:36:05.2Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,18,22,2021-10-21T02:36:15Z,1300000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M20.00S,2021-10-21T02:36:05.2Z,1,REGULAR,substitution,in,[],1629056,,,1610612757,18,22,2021-10-21T02:36:15Z,1310000,,,0,,SUB in: T. Davis,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT02M20.00S,2021-10-21T02:36:21.3Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,19,22,2021-10-21T02:36:21Z,1320000,,,0,,D. Lillard Free Throw 2 of 2 (6 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,6.0,,,,,,,,,,,,
135,PT02M09.00S,2021-10-21T02:36:32.9Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630558,10.726018396846255,64.4607843137255,1610612758,19,22,2021-10-21T02:36:37Z,1330000,-72.0,48.0,1,left,MISS D. Mitchell 8' driving floating Shot,[1630558],1610612758.0,SAC,driving floating,,,Mitchell,D. Mitchell,,,,,8.69,Missed,,,,,,,,,,,,,,,,,,,
136,PT02M07.00S,2021-10-21T02:36:34.9Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,19,22,2021-10-21T02:36:37Z,1340000,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,135.0,3.0,3.0,0.0,,,,,,,,,,,,,
137,PT01M58.00S,2021-10-21T02:36:43.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1629014,87.33574244415243,53.67647058823529,1610612757,21,22,2021-10-21T02:36:51Z,1350000,18.0,67.0,1,right,A. Simons 6' driving Hook (2 PTS) (D. Lillard 5 AST),"[1629014, 203081]",1610612757.0,POR,driving,,,Simons,A. Simons,,,,,6.9,Made,,,,,,,2.0,D. Lillard,203081.0,5.0,,,,,,,,,
139,PT01M34.00S,2021-10-21T02:37:08.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203084,6.521024967148489,52.94117647058824,1610612758,21,22,2021-10-21T02:37:18Z,1370000,-15.0,9.0,1,left,MISS H. Barnes driving Layup,[203084],1610612758.0,SAC,driving,,,Barnes,H. Barnes,,,,,1.71,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M31.00S,2021-10-21T02:37:11.2Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,21,22,2021-10-21T02:37:18Z,1380000,,,0,,C. Zeller REBOUND (Off:0 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,
141,PT01M15.00S,2021-10-21T02:37:27.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629642,90.22667542706965,40.68627450980392,1610612757,21,22,2021-10-21T02:37:32Z,1390000,-47.0,39.0,1,right,MISS N. Little 6' driving Layup,[1629642],1610612757.0,POR,driving,,,Little,N. Little,,,,,6.1,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M13.00S,2021-10-21T02:37:29.8Z,1,REGULAR,rebound,offensive,[],203469,,,1610612757,21,22,2021-10-21T02:39:49Z,1400000,,,0,,C. Zeller REBOUND (Off:1 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,141.0,3.0,2.0,1.0,,,,,,,,,,,,,
143,PT01M13.00S,2021-10-21T02:37:34.1Z,1,REGULAR,foul,personal,[],1629056,,,1610612757,21,22,2021-10-21T02:38:11Z,1410000,,,0,,T. Davis personal FOUL (1 PF),"[1629056, 203469]",1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,2882.0,,,,1.0,0.0,Zeller,203469.0,
145,PT01M13.00S,2021-10-21T02:37:50.8Z,1,REGULAR,substitution,out,[],203081,,,1610612757,21,22,2021-10-21T02:38:01Z,1430000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
146,PT01M13.00S,2021-10-21T02:37:50.8Z,1,REGULAR,substitution,out,[],203084,,,1610612757,21,22,2021-10-21T02:38:01Z,1440000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT01M13.00S,2021-10-21T02:37:50.8Z,1,REGULAR,substitution,in,[],203468,,,1610612757,21,22,2021-10-21T02:38:01Z,1450000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M13.00S,2021-10-21T02:37:50.8Z,1,REGULAR,substitution,in,[],203090,,,1610612757,21,22,2021-10-21T02:38:01Z,1460000,,,0,,SUB in: M. Harkless,[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
149,PT01M06.00S,2021-10-21T02:38:05.5Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203468,87.20433639947439,46.81372549019608,1610612757,23,22,2021-10-21T02:38:09Z,1470000,-16.0,68.0,1,right,C. McCollum 6' driving floating Jump Shot (4 PTS),[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,6.96,Made,,,,,,,4.0,,,,,,,,,,,,
150,PT00M53.00S,2021-10-21T02:38:19.7Z,1,REGULAR,3pt,Jump Shot,[],1629056,7.5722733245729295,96.81372549019608,1610612758,23,22,2021-10-21T02:38:26Z,1480000,-234.0,19.0,1,left,MISS T. Davis 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,23.48,Missed,,,,,,,,,,,,,,,,,,,
151,PT00M49.80S,2021-10-21T02:38:22.9Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,23,22,2021-10-21T02:38:26Z,1490000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,150.0,1.0,1.0,0.0,,,,,,,,,,,,,
153,PT00M49.80S,2021-10-21T02:38:25.5Z,1,REGULAR,turnover,lost ball,[],1629014,,,1610612757,23,22,2021-10-21T02:38:33Z,1510000,,,0,,A. Simons lost ball TURNOVER (1 TO),"[1629014, 203090]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,1.0,Harkless,203090.0,,,,,
154,PT00M49.80S,2021-10-21T02:38:25.5Z,1,REGULAR,steal,,[],203090,,,1610612758,23,22,2021-10-21T02:38:28Z,1520000,,,0,,M. Harkless STEAL (1 STL),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M48.10S,2021-10-21T02:38:29.9Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203090,6.258212877792378,50.245098039215684,1610612758,23,24,2021-10-21T02:38:35Z,1530000,-1.0,6.0,1,left,M. Harkless DUNK (2 PTS),[203090],1610612758.0,SAC,,,,Harkless,M. Harkless,,,,,0.64,Made,,,,,,,2.0,,,,,,,,,,,,
156,PT00M31.40S,2021-10-21T02:38:46.7Z,1,REGULAR,2pt,Jump Shot,[],203468,85.49605781865965,28.921568627450984,1610612757,23,24,2021-10-21T02:38:52Z,1540000,-105.0,84.0,1,right,MISS C. McCollum 13' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,13.47,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M29.60S,2021-10-21T02:38:48.5Z,1,REGULAR,rebound,defensive,[],1626158,,,1610612758,23,24,2021-10-21T02:38:52Z,1550000,,,0,,R. Holmes REBOUND (Off:1 Def:4),[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,156.0,5.0,4.0,1.0,,,,,,,,,,,,,
158,PT00M23.70S,2021-10-21T02:38:55.9Z,1,REGULAR,turnover,traveling,[],1629056,,,1610612758,23,24,2021-10-21T02:39:02Z,1560000,,,0,,T. Davis traveling TURNOVER (1 TO),[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,,,,,,,,,,,,,202007.0,1.0,,,,,,,
159,PT00M03.30S,2021-10-21T02:39:34.4Z,1,REGULAR,turnover,out-of-bounds,[],203468,,,1610612757,23,24,2021-10-21T02:39:41Z,1570000,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (3 TO),[203468],1610612757.0,POR,bad pass,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,2882.0,3.0,,,,,,,
160,PT00M03.30S,2021-10-21T02:39:42.6Z,1,REGULAR,substitution,out,[],1626158,,,1610612758,23,24,2021-10-21T02:39:50Z,1580000,,,0,,SUB out: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT00M03.30S,2021-10-21T02:39:42.6Z,1,REGULAR,substitution,in,[],1628368,,,1610612758,23,24,2021-10-21T02:39:50Z,1590000,,,0,,SUB in: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M03.30S,2021-10-21T02:40:03.0Z,1,REGULAR,substitution,out,[],203469,,,1610612758,23,24,2021-10-21T02:40:09Z,1600000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT00M03.30S,2021-10-21T02:40:03.0Z,1,REGULAR,substitution,in,[],1626181,,,1610612758,23,24,2021-10-21T02:40:09Z,1610000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M02.00S,2021-10-21T02:40:21.3Z,1,REGULAR,foul,personal,[],1626204,,,1610612758,23,24,2021-10-21T02:40:30Z,1620000,,,0,,L. Nance Jr. take personal FOUL (1 PF),"[1626204, 1628368]",1610612757.0,POR,take,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,202007.0,,,,1.0,0.0,Fox,1628368.0,
166,PT00M00.00S,2021-10-21T02:40:41.8Z,1,REGULAR,period,end,[],0,,,1610612758,23,24,2021-10-21T02:40:41Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-10-21T02:41:47.6Z,2,REGULAR,substitution,out,['startperiod'],1626204,,,1610612758,23,24,2021-10-21T02:43:14Z,1650000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-10-21T02:41:47.6Z,2,REGULAR,substitution,out,['startperiod'],1626181,,,1610612758,23,24,2021-10-21T02:43:14Z,1660000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-10-21T02:41:47.6Z,2,REGULAR,substitution,out,['startperiod'],1628368,,,1610612758,23,24,2021-10-21T02:43:14Z,1670000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-10-21T02:41:47.6Z,2,REGULAR,substitution,in,['startperiod'],203469,,,1610612758,23,24,2021-10-21T02:43:14Z,1680000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-10-21T02:41:47.6Z,2,REGULAR,substitution,in,['startperiod'],203496,,,1610612758,23,24,2021-10-21T02:43:14Z,1690000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2021-10-21T02:41:47.6Z,2,REGULAR,substitution,in,['startperiod'],1626158,,,1610612758,23,24,2021-10-21T02:43:14Z,1700000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2021-10-21T02:43:22.0Z,2,REGULAR,period,start,[],0,,,1610612758,23,24,2021-10-21T02:43:22Z,1710000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
174,PT11M48.00S,2021-10-21T02:43:33.1Z,2,REGULAR,3pt,Jump Shot,[],1629056,28.728646517739815,23.284313725490197,1610612758,23,24,2021-10-21T02:43:38Z,1720000,134.0,218.0,1,left,MISS T. Davis 25' 3PT,[1629056],1610612758.0,SAC,,,,Davis,T. Davis,,,,,25.53,Missed,,,,,,,,,,,,,,,,,,,
175,PT11M45.00S,2021-10-21T02:43:36.1Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,23,24,2021-10-21T02:43:38Z,1730000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,174.0,2.0,2.0,0.0,,,,,,,,,,,,,
