actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-29T02:12:36.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-29T02:12:36Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2022-03-29T02:12:40.8Z,1,REGULAR,jumpball,recovered,[],1630314,,,1610612757,0,0,2022-03-29T02:12:40Z,40000,,,0,,Jump Ball D. Eubanks vs. I. Roby: Tip to B. Williams,"[1630314, 1629234, 1629676]",1610612757.0,POR,startperiod,B. Williams,1630314.0,Williams,B. Williams,Eubanks,1629234.0,Roby,1629676.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M37.00S,2022-03-29T02:12:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630553,76.42904073587385,12.5,1610612757,0,0,2022-03-29T02:13:06Z,70000,-188.0,169.0,1,right,MISS K. Johnson 25' 3PT,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,25.25,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M34.00S,2022-03-29T02:13:01.1Z,1,REGULAR,rebound,offensive,[],1630314,,,1610612757,0,0,2022-03-29T02:13:06Z,80000,,,0,,B. Williams REBOUND (Off:1 Def:0),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M31.00S,2022-03-29T02:13:05.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630553,93.24901445466492,47.05882352941176,1610612757,2,0,2022-03-29T02:13:09Z,90000,-15.0,11.0,1,right,K. Johnson driving Layup (2 PTS) (E. Hughes 1 AST),"[1630553, 1630190]",1610612757.0,POR,driving,,,Johnson,K. Johnson,,,,,1.84,Made,,,,,2.0,E. Hughes,1630190.0,1.0,,,,,,,,,,,
11,PT11M06.00S,2022-03-29T02:13:31.3Z,1,REGULAR,foul,personal,[],1630553,,,1610612760,2,0,2022-03-29T02:13:44Z,110000,,,0,,K. Johnson personal FOUL (1 PF),"[1630553, 1630177]",1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,1204.0,1.0,0.0,Maledon,1630177.0,,,,,,
13,PT10M57.00S,2022-03-29T02:13:54.4Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629676,6.915243101182654,51.470588235294116,1610612760,2,2,2022-03-29T02:14:00Z,130000,-7.0,13.0,1,left,I. Roby cutting DUNK (2 PTS) (A. Wiggins 1 AST),"[1629676, 1630598]",1610612760.0,OKC,cutting,,,Roby,I. Roby,,,,,1.45,Made,,,,,2.0,A. Wiggins,1630598.0,1.0,,,,,,,,,,,
15,PT10M34.00S,2022-03-29T02:14:19.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629234,93.51182654402102,51.225490196078425,1610612757,4,2,2022-03-29T02:14:23Z,150000,6.0,8.0,1,right,D. Eubanks cutting DUNK (2 PTS) (B. Williams 1 AST),"[1629234, 1630314]",1610612757.0,POR,cutting,,,Eubanks,D. Eubanks,,,,,1.05,Made,,,,,2.0,B. Williams,1630314.0,1.0,,,,,,,,,,,
17,PT10M24.00S,2022-03-29T02:14:28.7Z,1,REGULAR,3pt,Jump Shot,[],1630598,24.52365308804205,14.215686274509803,1610612760,4,5,2022-03-29T02:14:33Z,170000,179.0,178.0,1,left,A. Wiggins 25' 3PT  (3 PTS) (V. Krejci 1 AST),"[1630598, 1630249]",1610612760.0,OKC,,,,Wiggins,A. Wiggins,,,,,25.24,Made,,,,,3.0,V. Krejci,1630249.0,1.0,,,,,,,,,,,
19,PT09M57.00S,2022-03-29T02:14:54.5Z,1,REGULAR,3pt,Jump Shot,[],1630314,68.54467805519053,61.029411764705884,1610612757,7,5,2022-03-29T02:15:01Z,190000,55.0,243.0,1,right,B. Williams 24' 3PT  (3 PTS) (D. Eubanks 1 AST),"[1630314, 1629234]",1610612757.0,POR,,,,Williams,B. Williams,,,,,24.94,Made,,,,,3.0,D. Eubanks,1629234.0,1.0,,,,,,,,,,,
21,PT09M52.00S,2022-03-29T02:15:04.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,7,5,2022-03-29T02:15:04Z,210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,PT09M50.00S,2022-03-29T02:15:22.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,11.251642575558476,40.68627450980392,1610612760,7,5,2022-03-29T02:15:27Z,220000,47.0,53.0,1,left,MISS T. Maledon 7' driving Layup - blocked,"[1630177, 1629234]",1610612760.0,OKC,driving,,,Maledon,T. Maledon,,,,,7.08,Missed,,,,,,,,,,,,,,Eubanks,1629234.0,,,,
23,PT09M50.00S,2022-03-29T02:15:22.7Z,1,REGULAR,block,,[],1629234,,,1610612760,7,5,2022-03-29T02:15:25Z,230000,,,0,,D. Eubanks BLOCK (1 BLK),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
24,PT09M50.00S,2022-03-29T02:15:22.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,7,5,2022-03-29T02:15:27Z,240000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,22.0,,,,,,,,,,,,,,,,,,
25,PT09M50.00S,2022-03-29T02:15:30.4Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612760,7,5,2022-03-29T02:15:30Z,250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,PT09M32.00S,2022-03-29T02:15:52.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1630197,27.54599211563732,78.18627450980392,1610612760,7,5,2022-03-29T02:15:57Z,260000,-141.0,206.0,1,left,MISS A. Pokusevski 24' 3PT,[1630197],1610612760.0,OKC,,,,Pokusevski,A. Pokusevski,,,,,24.99,Missed,,,,,,,,,,,,,,,,,,,
27,PT09M29.00S,2022-03-29T02:15:55.5Z,1,REGULAR,rebound,defensive,[],1630553,,,1610612757,7,5,2022-03-29T02:15:57Z,270000,,,0,,K. Johnson REBOUND (Off:0 Def:1),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
