actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
94,PT04M29.00S,2022-01-06T03:25:03.0Z,1,REGULAR,foul,personal,['2freethrow'],1629735,,,1610612757,12,22,2022-01-06T03:25:31Z,940000,,,0,,C. Silva shooting personal FOUL (1 PF) (Powell 2 FT),"[1629735, 1626181]",1610612748.0,MIA,shooting,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Powell,1626181.0
96,PT04M29.00S,2022-01-06T03:25:48.7Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,13,22,2022-01-06T03:25:48Z,960000,,,0,,N. Powell Free Throw 1 of 2 (3 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,Made,,,,,,,3.0,,,,,,,,
97,PT04M29.00S,2022-01-06T03:26:06.5Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,14,22,2022-01-06T03:26:06Z,970000,,,0,,N. Powell Free Throw 2 of 2 (4 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
98,PT04M10.00S,2022-01-06T03:26:27.5Z,1,REGULAR,3pt,Jump Shot,[],1629130,19.267411300919843,94.11764705882352,1610612748,14,22,2022-01-06T03:26:34Z,980000,-221.0,129.0,1,left,MISS D. Robinson 25' 3PT,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,25.53,Missed,,,,,,,,,,,,,,,
99,PT04M06.00S,2022-01-06T03:26:31.5Z,1,REGULAR,rebound,offensive,[],1629735,,,1610612748,14,22,2022-01-06T03:26:34Z,990000,,,0,,C. Silva REBOUND (Off:1 Def:0),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,98.0,1.0,0.0,1.0,,,,,,,,,,,
100,PT04M04.00S,2022-01-06T03:27:11.9Z,1,REGULAR,jumpball,recovered,[],200782,,,1610612748,14,22,2022-01-06T03:27:11Z,1000000,,,0,,Jump Ball C. Silva vs. R. Covington: Tip to P. Tucker,"[200782, 1629735, 203496]",1610612748.0,MIA,heldball,P. Tucker,200782.0,Tucker,P. Tucker,Silva,1629735.0,Covington,203496.0,,,,,,,,,,,,,,,,,,,,
103,PT03M57.00S,2022-01-06T03:27:20.6Z,1,REGULAR,foul,personal,['2freethrow'],203463,,,1610612748,14,22,2022-01-06T03:27:35Z,1030000,,,0,,B. McLemore shooting personal FOUL (1 PF) (Tucker 2 FT),"[203463, 200782]",1610612757.0,POR,shooting,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Tucker,200782.0
105,PT03M57.00S,2022-01-06T03:27:46.1Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],200782,,,1610612748,14,23,2022-01-06T03:27:46Z,1050000,,,0,,P. Tucker Free Throw 1 of 2 (4 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,Made,,,,,,,4.0,,,,,,,,
106,PT03M57.00S,2022-01-06T03:28:04.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],200782,,,1610612748,14,24,2022-01-06T03:28:04Z,1060000,,,0,,P. Tucker Free Throw 2 of 2 (5 PTS),[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
107,PT03M48.00S,2022-01-06T03:28:14.9Z,1,REGULAR,3pt,Jump Shot,[],203463,79.84559789750328,89.95098039215686,1610612757,17,24,2022-01-06T03:28:18Z,1070000,200.0,137.0,1,right,B. McLemore 24' 3PT  (3 PTS) (A. Simons 2 AST),"[203463, 1629014]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,24.23,Made,,,,,,,3.0,A. Simons,1629014.0,2.0,,,,,
111,PT03M40.00S,2022-01-06T03:28:38.6Z,1,REGULAR,foul,personal,[],203463,,,1610612748,17,24,2022-01-06T03:28:57Z,1110000,,,0,,B. McLemore personal FOUL (2 PF),"[203463, 1629130]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,1363.0,2.0,0.0,Robinson,1629130.0
113,PT03M31.00S,2022-01-06T03:28:53.7Z,1,REGULAR,2pt,Jump Shot,[],1629639,14.4053876478318,70.34313725490196,1610612748,17,24,2022-01-06T03:29:01Z,1130000,-102.0,83.0,1,left,MISS T. Herro 13' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,13.12,Missed,,,,,,,,,,,,,,,
114,PT03M29.00S,2022-01-06T03:28:56.1Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,17,24,2022-01-06T03:28:56Z,1140000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,113.0,1.0,1.0,0.0,,,,,,,,,,,
115,PT03M18.00S,2022-01-06T03:29:08.5Z,1,REGULAR,foul,personal,['2freethrow'],200782,,,1610612757,17,24,2022-01-06T03:29:25Z,1150000,,,0,,P. Tucker shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[200782, 1626204]",1610612748.0,MIA,shooting,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,1363.0,1.0,0.0,Nance Jr.,1626204.0
117,PT03M18.00S,2022-01-06T03:29:35.3Z,1,REGULAR,freethrow,1 of 2,[],1626204,,,1610612757,18,24,2022-01-06T03:29:35Z,1170000,,,0,,L. Nance Jr. Free Throw 1 of 2 (6 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
118,PT03M18.00S,2022-01-06T03:29:51.3Z,1,REGULAR,freethrow,2 of 2,[],1626204,,,1610612757,19,24,2022-01-06T03:29:51Z,1180000,,,0,,L. Nance Jr. Free Throw 2 of 2 (7 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,Made,,,,,,,7.0,,,,,,,,
119,PT02M57.00S,2022-01-06T03:30:16.8Z,1,REGULAR,2pt,Jump Shot,[],1629639,23.603810775295663,50.245098039215684,1610612748,19,24,2022-01-06T03:30:20Z,1190000,-1.0,169.0,1,left,MISS T. Herro 16' pullup Shot,[1629639],1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,,,,16.94,Missed,,,,,,,,,,,,,,,
120,PT02M54.00S,2022-01-06T03:30:19.8Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,19,24,2022-01-06T03:30:20Z,1200000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,,,,,,,
121,PT02M48.00S,2022-01-06T03:30:26.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,19,24,2022-01-06T03:30:26Z,1210000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M48.00S,2022-01-06T03:30:30.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,19,24,2022-01-06T03:30:30Z,1220000,,,0,,MIA Timeout,[],1610612748.0,MIA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M48.00S,2022-01-06T03:32:54.5Z,1,REGULAR,substitution,out,[],200782,,,1610612757,19,24,2022-01-06T03:33:21Z,1230000,,,0,,SUB out: P. Tucker,[200782],1610612748.0,MIA,,,,Tucker,P. Tucker,,,,,,,,,,,,,,,,,,,,,,,,
124,PT02M48.00S,2022-01-06T03:32:54.5Z,1,REGULAR,substitution,in,[],1628997,,,1610612757,19,24,2022-01-06T03:33:21Z,1240000,,,0,,SUB in: C. Martin,[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
125,PT02M37.00S,2022-01-06T03:33:40.9Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629735,,,1610612757,19,24,2022-01-06T03:33:51Z,1250000,,,0,,C. Silva shooting personal FOUL (2 PF) (Powell 2 FT),"[1629735, 1626181]",1610612748.0,MIA,shooting,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,1204.0,2.0,0.0,Powell,1626181.0
127,PT02M37.00S,2022-01-06T03:34:12.0Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,20,24,2022-01-06T03:34:12Z,1270000,,,0,,N. Powell Free Throw 1 of 2 (5 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,Made,,,,,,,5.0,,,,,,,,
128,PT02M37.00S,2022-01-06T03:34:14.2Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,20,24,2022-01-06T03:34:17Z,1280000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
129,PT02M37.00S,2022-01-06T03:34:14.2Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,20,24,2022-01-06T03:34:17Z,1290000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M37.00S,2022-01-06T03:34:30.0Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,21,24,2022-01-06T03:34:30Z,1300000,,,0,,N. Powell Free Throw 2 of 2 (6 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,Made,,,,,,,6.0,,,,,,,,
131,PT02M23.00S,2022-01-06T03:34:44.9Z,1,REGULAR,turnover,bad pass,[],200768,,,1610612748,21,24,2022-01-06T03:34:48Z,1310000,,,0,,K. Lowry bad pass TURNOVER (1 TO),"[200768, 1626204]",1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,1.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,
132,PT02M23.00S,2022-01-06T03:34:44.9Z,1,REGULAR,steal,,[],1626204,,,1610612757,21,24,2022-01-06T03:34:46Z,1320000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
133,PT02M05.00S,2022-01-06T03:35:02.4Z,1,REGULAR,turnover,bad pass,[],1626181,,,1610612757,21,24,2022-01-06T03:35:07Z,1330000,,,0,,N. Powell bad pass TURNOVER (1 TO),"[1626181, 200768]",1610612757.0,POR,,,,Powell,N. Powell,,,,,1.0,Lowry,200768.0,,,,,,,,,,,,,,,,,
134,PT02M05.00S,2022-01-06T03:35:02.4Z,1,REGULAR,steal,,[],200768,,,1610612748,21,24,2022-01-06T03:35:04Z,1340000,,,0,,K. Lowry STEAL (1 STL),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M55.00S,2022-01-06T03:35:13.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,8.229303547963205,54.166666666666664,1610612748,21,24,2022-01-06T03:35:17Z,1350000,-21.0,25.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,,,,3.24,Missed,,,,,,,,,,,,,,,
136,PT01M52.00S,2022-01-06T03:35:16.1Z,1,REGULAR,rebound,offensive,[],1629735,,,1610612748,21,24,2022-01-06T03:35:16Z,1360000,,,0,,C. Silva REBOUND (Off:2 Def:0),[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,135.0,2.0,0.0,2.0,,,,,,,,,,,
137,PT01M41.00S,2022-01-06T03:35:27.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",200768,30.962549277266753,76.7156862745098,1610612748,21,27,2022-01-06T03:35:31Z,1370000,-134.0,239.0,1,left,K. Lowry 27' 3PT step back (5 PTS),[200768],1610612748.0,MIA,step back,,,Lowry,K. Lowry,,,,,,,,27.34,Made,,,,,,,5.0,,,,,,,,
138,PT01M19.00S,2022-01-06T03:35:48.3Z,1,REGULAR,3pt,Jump Shot,[],203463,90.22667542706965,95.34313725490196,1610612757,21,27,2022-01-06T03:35:53Z,1380000,227.0,39.0,1,right,MISS B. McLemore 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,23.01,Missed,,,,,,,,,,,,,,,
139,PT01M18.00S,2022-01-06T03:35:49.3Z,1,REGULAR,rebound,defensive,[],1629130,,,1610612748,21,27,2022-01-06T03:35:53Z,1390000,,,0,,D. Robinson REBOUND (Off:0 Def:1),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,138.0,1.0,1.0,0.0,,,,,,,,,,,
140,PT01M08.00S,2022-01-06T03:35:59.8Z,1,REGULAR,3pt,Jump Shot,[],1629130,11.12023653088042,4.411764705882353,1610612748,21,30,2022-01-06T03:36:04Z,1400000,228.0,52.0,1,left,D. Robinson 3PT  (6 PTS) (T. Herro 1 AST),"[1629130, 1629639]",1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,23.38,Made,,,,,,,6.0,T. Herro,1629639.0,1.0,,,,,
142,PT00M49.60S,2022-01-06T03:36:20.7Z,1,REGULAR,turnover,out-of-bounds,[],203496,,,1610612757,21,30,2022-01-06T03:36:26Z,1420000,,,0,,R. Covington bad pass out-of-bounds TURNOVER (1 TO),[203496],1610612757.0,POR,bad pass,,,Covington,R. Covington,,,,,1.0,,,,,,,,,,,,,,,1363.0,,,,
143,PT00M49.60S,2022-01-06T03:36:22.6Z,1,REGULAR,substitution,out,[],1626204,,,1610612748,21,30,2022-01-06T03:36:33Z,1430000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M49.60S,2022-01-06T03:36:22.6Z,1,REGULAR,substitution,out,[],1626181,,,1610612748,21,30,2022-01-06T03:36:33Z,1440000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
145,PT00M49.60S,2022-01-06T03:36:22.6Z,1,REGULAR,substitution,out,[],200768,,,1610612748,21,30,2022-01-06T03:36:33Z,1450000,,,0,,SUB out: K. Lowry,[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,,,,,,,,,,,,,,,,,,,,
146,PT00M49.60S,2022-01-06T03:36:22.6Z,1,REGULAR,substitution,in,[],1630570,,,1610612748,21,30,2022-01-06T03:36:33Z,1460000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M49.60S,2022-01-06T03:36:22.6Z,1,REGULAR,substitution,in,[],1629604,,,1610612748,21,30,2022-01-06T03:36:33Z,1470000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
148,PT00M49.60S,2022-01-06T03:36:22.6Z,1,REGULAR,substitution,in,[],1629657,,,1610612748,21,30,2022-01-06T03:36:33Z,1480000,,,0,,SUB in: K. Guy,[1629657],1610612748.0,MIA,,,,Guy,K. Guy,,,,,,,,,,,,,,,,,,,,,,,,
149,PT00M37.10S,2022-01-06T03:36:55.4Z,1,REGULAR,violation,kicked ball,[],203463,,,1610612748,21,30,2022-01-06T03:37:03Z,1490000,,,0,,B. McLemore kicked ball VIOLATION,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,1204.0,,,,
150,PT00M37.10S,2022-01-06T03:37:01.3Z,1,REGULAR,substitution,out,[],1629735,,,1610612748,21,30,2022-01-06T03:37:08Z,1500000,,,0,,SUB out: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M37.10S,2022-01-06T03:37:01.3Z,1,REGULAR,substitution,in,[],1629312,,,1610612748,21,30,2022-01-06T03:37:08Z,1510000,,,0,,SUB in: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M28.20S,2022-01-06T03:37:25.7Z,1,REGULAR,2pt,Jump Shot,['fromturnover'],1629639,22.158344283837057,21.07843137254902,1610612748,21,30,2022-01-06T03:37:29Z,1520000,145.0,156.0,1,left,MISS T. Herro 21' step back Shot,[1629639],1610612748.0,MIA,step back,,,Herro,T. Herro,,,,,,,,21.26,Missed,,,,,,,,,,,,,,,
153,PT00M25.10S,2022-01-06T03:37:28.8Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,21,30,2022-01-06T03:37:29Z,1530000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,152.0,1.0,1.0,0.0,,,,,,,,,,,
154,PT00M05.60S,2022-01-06T03:37:48.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628372,83.919185282523,40.68627450980392,1610612757,21,30,2022-01-06T03:37:52Z,1540000,-47.0,99.0,1,right,MISS D. Smith Jr. 10' turnaround fadeaway Shot,[1628372],1610612757.0,POR,turnaround fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,,,,10.91,Missed,,,,,,,,,,,,,,,
155,PT00M03.60S,2022-01-06T03:37:50.3Z,1,REGULAR,rebound,offensive,[],1629604,,,1610612757,21,30,2022-01-06T03:37:52Z,1550000,,,0,,C. Elleby REBOUND (Off:1 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,154.0,2.0,1.0,1.0,,,,,,,,,,,
156,PT00M03.30S,2022-01-06T03:37:51.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629604,92.9862023653088,48.529411764705884,1610612757,23,30,2022-01-06T03:37:54Z,1560000,-7.0,13.0,1,right,C. Elleby putback Layup (2 PTS),[1629604],1610612757.0,POR,putback,,,Elleby,C. Elleby,,,,,,,,1.53,Made,,,,,,,2.0,,,,,,,,
157,PT00M03.30S,2022-01-06T03:38:00.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612748,23,30,2022-01-06T03:38:05Z,1570000,,,0,,TEAM delay-of-game VIOLATION,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,1204.0,,,,
158,PT00M01.00S,2022-01-06T03:38:10.3Z,1,REGULAR,foul,personal,[],203496,,,1610612748,23,30,2022-01-06T03:38:19Z,1580000,,,0,,R. Covington take personal FOUL (1 PF),"[203496, 1629639]",1610612757.0,POR,take,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,1627526.0,1.0,0.0,Herro,1629639.0
161,PT00M01.00S,2022-01-06T03:38:20.3Z,1,REGULAR,substitution,in,[],1630209,,,1610612748,23,30,2022-01-06T03:38:29Z,1610000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
165,PT00M01.00S,2022-01-06T03:38:20.3Z,1,REGULAR,substitution,out,[],1629312,,,1610612748,23,30,2022-01-06T03:38:59Z,1615000,,,0,,SUB out: H. Highsmith,[1629312],1610612748.0,MIA,,,,Highsmith,H. Highsmith,,,,,,,,,,,,,,,,,,,,,,,,
162,PT00M00.00S,2022-01-06T03:38:42.4Z,1,REGULAR,turnover,bad pass,[],1628997,,,1610612748,23,30,2022-01-06T03:38:49Z,1620000,,,0,,C. Martin bad pass TURNOVER (1 TO),"[1628997, 1628372]",1610612748.0,MIA,,,,Martin,C. Martin,,,,,1.0,Smith Jr.,1628372.0,,,,,,,,,,,,,,,,,
163,PT00M00.00S,2022-01-06T03:38:42.4Z,1,REGULAR,steal,,[],1628372,,,1610612757,23,30,2022-01-06T03:38:45Z,1630000,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
164,PT00M00.00S,2022-01-06T03:38:51.2Z,1,REGULAR,period,end,[],0,,,1610612757,23,30,2022-01-06T03:38:51Z,1640000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2022-01-06T03:40:45.6Z,2,REGULAR,substitution,out,['startperiod'],1630209,,,1610612757,23,30,2022-01-06T03:41:08Z,1650000,,,0,,SUB out: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2022-01-06T03:40:45.6Z,2,REGULAR,substitution,in,['startperiod'],1629735,,,1610612757,23,30,2022-01-06T03:41:08Z,1660000,,,0,,SUB in: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2022-01-06T03:41:19.6Z,2,REGULAR,period,start,[],0,,,1610612757,23,30,2022-01-06T03:41:19Z,1670000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M38.00S,2022-01-06T03:41:41.0Z,2,REGULAR,2pt,Jump Shot,[],1629604,85.10183968462549,71.56862745098039,1610612757,23,30,2022-01-06T03:41:45Z,1680000,108.0,88.0,1,right,MISS C. Elleby 13' Jump Shot,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,13.88,Missed,,,,,,,,,,,,,,,
170,PT11M35.00S,2022-01-06T03:41:44.0Z,2,REGULAR,rebound,defensive,[],1629130,,,1610612748,23,30,2022-01-06T03:41:45Z,1690000,,,0,,D. Robinson REBOUND (Off:0 Def:2),[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,
171,PT11M19.00S,2022-01-06T03:42:02.5Z,2,REGULAR,foul,personal,[],1630570,,,1610612748,23,30,2022-01-06T03:42:11Z,1700000,,,0,,T. Watford personal FOUL (1 PF),"[1630570, 1629657]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,1627526.0,1.0,0.0,Guy,1629657.0
173,PT11M06.00S,2022-01-06T03:42:32.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,7.5722733245729295,48.77450980392157,1610612748,23,30,2022-01-06T03:42:36Z,1720000,6.0,19.0,1,left,MISS T. Herro cutting Layup,[1629639],1610612748.0,MIA,cutting,,,Herro,T. Herro,,,,,,,,1.97,Missed,,,,,,,,,,,,,,,
174,PT11M04.00S,2022-01-06T03:42:34.8Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,23,30,2022-01-06T03:42:36Z,1730000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,173.0,1.0,1.0,0.0,,,,,,,,,,,
175,PT10M44.00S,2022-01-06T03:42:54.7Z,2,REGULAR,3pt,Jump Shot,[],1629604,92.06636005256242,96.56862745098039,1610612757,26,30,2022-01-06T03:42:58Z,1740000,233.0,22.0,1,right,C. Elleby 3PT  (5 PTS) (D. Smith Jr. 1 AST),"[1629604, 1628372]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,23.38,Made,,,,,,,5.0,D. Smith Jr.,1628372.0,1.0,,,,,
177,PT10M19.00S,2022-01-06T03:43:19.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629735,6.258212877792378,51.225490196078425,1610612748,26,32,2022-01-06T03:43:23Z,1760000,-6.0,6.0,1,left,C. Silva driving Layup (4 PTS) (K. Guy 1 AST),"[1629735, 1629657]",1610612748.0,MIA,driving,,,Silva,C. Silva,,,,,,,,0.88,Made,,,,,,,4.0,K. Guy,1629657.0,1.0,,,,,
179,PT10M07.00S,2022-01-06T03:43:33.2Z,2,REGULAR,foul,personal,['2freethrow'],1629735,,,1610612757,26,32,2022-01-06T03:43:40Z,1780000,,,0,,C. Silva shooting personal FOUL (3 PF) (Watford 2 FT),"[1629735, 1630570]",1610612748.0,MIA,shooting,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,1204.0,3.0,0.0,Watford,1630570.0
181,PT10M07.00S,2022-01-06T03:43:56.7Z,2,REGULAR,freethrow,1 of 2,[],1630570,,,1610612757,27,32,2022-01-06T03:44:41Z,1800000,,,0,,T. Watford Free Throw 1 of 2 (1 PTS),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,Made,,,,,,,1.0,,,,,,,,
182,PT10M07.00S,2022-01-06T03:43:57.2Z,2,REGULAR,substitution,out,[],1629130,,,1610612757,27,32,2022-01-06T03:44:05Z,1810000,,,0,,SUB out: D. Robinson,[1629130],1610612748.0,MIA,,,,Robinson,D. Robinson,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M07.00S,2022-01-06T03:43:57.2Z,2,REGULAR,substitution,out,[],1629735,,,1610612757,27,32,2022-01-06T03:44:05Z,1820000,,,0,,SUB out: C. Silva,[1629735],1610612748.0,MIA,,,,Silva,C. Silva,,,,,,,,,,,,,,,,,,,,,,,,
184,PT10M07.00S,2022-01-06T03:43:57.2Z,2,REGULAR,substitution,in,[],1629622,,,1610612757,27,32,2022-01-06T03:44:05Z,1830000,,,0,,SUB in: M. Strus,[1629622],1610612748.0,MIA,,,,Strus,M. Strus,,,,,,,,,,,,,,,,,,,,,,,,
185,PT10M07.00S,2022-01-06T03:43:57.2Z,2,REGULAR,substitution,in,[],1630209,,,1610612757,27,32,2022-01-06T03:44:05Z,1840000,,,0,,SUB in: O. Yurtseven,[1630209],1610612748.0,MIA,,,,Yurtseven,O. Yurtseven,,,,,,,,,,,,,,,,,,,,,,,,
186,PT10M07.00S,2022-01-06T03:44:17.5Z,2,REGULAR,substitution,out,[],1629604,,,1610612757,27,32,2022-01-06T03:44:23Z,1850000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
187,PT10M07.00S,2022-01-06T03:44:17.5Z,2,REGULAR,substitution,in,[],1629642,,,1610612757,27,32,2022-01-06T03:44:23Z,1860000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
188,PT10M07.00S,2022-01-06T03:43:56.7Z,2,REGULAR,freethrow,2 of 2,[],1630570,,,1610612757,27,32,2022-01-06T03:44:41Z,1870000,,,0,,MISS T. Watford Free Throw 2 of 2,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,Missed,,,,,,,,,,,,,,,
189,PT10M04.00S,2022-01-06T03:43:59.7Z,2,REGULAR,rebound,defensive,[],1629639,,,1610612748,27,32,2022-01-06T03:44:41Z,1880000,,,0,,T. Herro REBOUND (Off:0 Def:1),[1629639],1610612748.0,MIA,,,,Herro,T. Herro,,,,,,,,,,188.0,1.0,1.0,0.0,,,,,,,,,,,
