actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId
93,PT05M29.00S,2021-12-18T03:25:42.6Z,1,REGULAR,3pt,Jump Shot,[],202330,31.35676741130092,73.2843137254902,1610612766,20,10,2021-12-18T03:25:47Z,920000,-116.0,242.0,1,left,MISS G. Hayward 26' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,26.88,Missed,,,,,,,,,,,,,,,,,,
94,PT05M25.00S,2021-12-18T03:25:46.6Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,20,10,2021-12-18T03:25:47Z,930000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,93.0,1.0,1.0,0.0,,,,,
95,PT05M17.00S,2021-12-18T03:25:56.6Z,1,REGULAR,foul,personal,[],1626162,,,1610612757,20,10,2021-12-18T03:26:24Z,940000,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 203081]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,1155.0,,1.0,0.0,Lillard,203081.0,,,,,,,,,,,
97,PT05M16.00S,2021-12-18T03:26:19.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,20,10,2021-12-18T03:26:19Z,960000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT05M13.00S,2021-12-18T03:26:33.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628998,,,1610612757,20,10,2021-12-18T03:26:45Z,970000,,,0,,C. Martin personal FOUL (1 PF) (Lillard 2 FT),"[1628998, 203081]",1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,1830.0,,1.0,0.0,Lillard,203081.0,,,,,,,,,,,
100,PT05M13.00S,2021-12-18T03:27:00.0Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,21,10,2021-12-18T03:27:00Z,990000,,,0,,D. Lillard Free Throw 1 of 2 (6 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
101,PT05M13.00S,2021-12-18T03:27:14.2Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,22,10,2021-12-18T03:27:14Z,1000000,,,0,,D. Lillard Free Throw 2 of 2 (7 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
102,PT04M56.00S,2021-12-18T03:27:33.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628998,5.863994743758213,51.225490196078425,1610612766,22,12,2021-12-18T03:27:38Z,1010000,-6.0,3.0,1,left,C. Martin cutting Layup (2 PTS) (K. Oubre Jr. 1 AST),"[1628998, 1626162]",1610612766.0,CHA,cutting,,,Martin,C. Martin,,,,,0.66,Made,2.0,,,,,,,,,,,,,K. Oubre Jr.,1626162.0,1.0,,
104,PT04M45.00S,2021-12-18T03:27:44.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,92.9862023653088,49.01960784313725,1610612757,24,12,2021-12-18T03:27:54Z,1030000,-5.0,13.0,1,right,L. Nance Jr. cutting Layup (4 PTS) (D. Lillard 1 AST),"[1626204, 203081]",1610612757.0,POR,cutting,,,Nance Jr.,L. Nance Jr.,,,,,1.43,Made,4.0,,,,,,,,,,,,,D. Lillard,203081.0,1.0,,
106,PT04M36.00S,2021-12-18T03:27:55.3Z,1,REGULAR,foul,personal,[],1626204,,,1610612766,24,12,2021-12-18T03:28:07Z,1050000,,,0,,L. Nance Jr. personal FOUL (2 PF),"[1626204, 1628998]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,1155.0,,2.0,0.0,Martin,1628998.0,,,,,,,,,,,
108,PT04M36.00S,2021-12-18T03:28:07.7Z,1,REGULAR,substitution,out,[],1629642,,,1610612766,24,12,2021-12-18T03:28:10Z,1070000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M36.00S,2021-12-18T03:28:07.7Z,1,REGULAR,substitution,in,[],1629014,,,1610612766,24,12,2021-12-18T03:28:10Z,1080000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M30.00S,2021-12-18T03:28:24.7Z,1,REGULAR,3pt,Jump Shot,[],202330,15.325229960578188,95.83333333333334,1610612766,24,12,2021-12-18T03:28:49Z,1090000,-229.0,92.0,1,left,MISS G. Hayward 24' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,24.68,Missed,,,,,,,,,,,,,,,,,,
111,PT04M30.00S,2021-12-18T03:28:24.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,24,12,2021-12-18T03:28:52Z,1100000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,
112,PT04M30.00S,2021-12-18T03:28:32.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203081,,,1610612766,24,12,2021-12-18T03:28:52Z,1110000,,,0,,D. Lillard loose ball personal FOUL (1 PF) (Oubre Jr. 2 FT),"[203081, 1626162]",1610612757.0,POR,loose ball,,,Lillard,D. Lillard,,,,,,,,1628159.0,,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,
114,PT04M30.00S,2021-12-18T03:28:54.7Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1626162,,,1610612766,24,13,2021-12-18T03:28:54Z,1130000,,,0,,K. Oubre Jr. Free Throw 1 of 2 (1 PTS),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
115,PT04M30.00S,2021-12-18T03:28:56.2Z,1,REGULAR,substitution,out,[],1626204,,,1610612766,24,13,2021-12-18T03:29:01Z,1140000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,
116,PT04M30.00S,2021-12-18T03:28:56.2Z,1,REGULAR,substitution,in,[],1630570,,,1610612766,24,13,2021-12-18T03:29:01Z,1150000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M30.00S,2021-12-18T03:28:54.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626162,,,1610612766,24,13,2021-12-18T03:29:18Z,1160000,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,
118,PT04M28.00S,2021-12-18T03:28:56.7Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,24,13,2021-12-18T03:29:18Z,1170000,,,0,,R. Covington REBOUND (Off:0 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,117.0,2.0,2.0,0.0,,,,,
119,PT04M12.00S,2021-12-18T03:29:32.9Z,1,REGULAR,2pt,Jump Shot,[],203081,76.69185282522996,31.127450980392158,1610612757,24,13,2021-12-18T03:29:38Z,1180000,-94.0,167.0,1,right,MISS D. Lillard 19' step back Shot,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,19.15,Missed,,,,,,,,,,,,,,,,,,
120,PT04M09.00S,2021-12-18T03:29:35.9Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,24,13,2021-12-18T03:29:38Z,1190000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,119.0,1.0,1.0,0.0,,,,,
121,PT04M01.00S,2021-12-18T03:29:44.0Z,1,REGULAR,3pt,Jump Shot,[],1626162,31.488173455978973,23.774509803921568,1610612766,24,13,2021-12-18T03:29:50Z,1200000,131.0,243.0,1,left,MISS K. Oubre Jr. 27' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,27.65,Missed,,,,,,,,,,,,,,,,,,
122,PT03M56.00S,2021-12-18T03:29:49.0Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,24,13,2021-12-18T03:29:50Z,1210000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,121.0,2.0,2.0,0.0,,,,,
123,PT03M46.00S,2021-12-18T03:29:58.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,91.67214191852825,55.88235294117647,1610612757,24,13,2021-12-18T03:30:02Z,1220000,29.0,26.0,1,right,MISS D. Lillard driving finger roll Layup,[203081],1610612757.0,POR,driving finger roll,,,Lillard,D. Lillard,,,,,3.91,Missed,,,,,,,,,,,,,,,,,,
124,PT03M44.00S,2021-12-18T03:30:00.6Z,1,REGULAR,rebound,defensive,[],1628998,,,1610612766,24,13,2021-12-18T03:30:02Z,1230000,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,123.0,1.0,1.0,0.0,,,,,
125,PT03M38.00S,2021-12-18T03:30:06.6Z,1,REGULAR,turnover,lost ball,[],202330,,,1610612766,24,13,2021-12-18T03:30:10Z,1240000,,,0,,G. Hayward lost ball TURNOVER (2 TO),"[202330, 203081]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,2.0,,,,,,,,,,,,,,Lillard,203081.0
126,PT03M38.00S,2021-12-18T03:30:06.6Z,1,REGULAR,steal,,[],203081,,,1610612757,24,13,2021-12-18T03:30:08Z,1250000,,,0,,D. Lillard STEAL (1 STL),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
127,PT03M32.00S,2021-12-18T03:30:13.1Z,1,REGULAR,turnover,bad pass,[],1630570,,,1610612757,24,13,2021-12-18T03:30:18Z,1260000,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1628998]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,1.0,,,,,,,,,,,,,,Martin,1628998.0
128,PT03M32.00S,2021-12-18T03:30:13.1Z,1,REGULAR,steal,,[],1628998,,,1610612766,24,13,2021-12-18T03:30:14Z,1270000,,,0,,C. Martin STEAL (1 STL),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M28.00S,2021-12-18T03:30:16.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626179,8.360709592641262,49.754901960784316,1610612766,24,13,2021-12-18T03:30:24Z,1280000,1.0,26.0,1,left,MISS T. Rozier running Layup - blocked,"[1626179, 203496]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,2.61,Missed,,,,,,,,Covington,203496.0,,,,,,,,,
130,PT03M28.00S,2021-12-18T03:30:16.9Z,1,REGULAR,block,,[],203496,,,1610612766,24,13,2021-12-18T03:30:19Z,1290000,,,0,,R. Covington BLOCK (2 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M26.00S,2021-12-18T03:30:18.9Z,1,REGULAR,rebound,defensive,[],203496,,,1610612757,24,13,2021-12-18T03:30:24Z,1300000,,,0,,R. Covington REBOUND (Off:0 Def:3),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,129.0,3.0,3.0,0.0,,,,,
133,PT03M23.00S,2021-12-18T03:30:31.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629023,,,1610612757,24,13,2021-12-18T03:30:38Z,1320000,,,0,,P. Washington shooting personal FOUL (2 PF) (Lillard 2 FT),"[1629023, 203081]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,,,,1155.0,,2.0,0.0,Lillard,203081.0,,,,,,,,,,,
135,PT03M23.00S,2021-12-18T03:31:06.0Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,25,13,2021-12-18T03:31:06Z,1340000,,,0,,D. Lillard Free Throw 1 of 2 (8 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,8.0,,,,,,,,,,,,,,,,,
136,PT03M23.00S,2021-12-18T03:31:25.9Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,25,13,2021-12-18T03:31:25Z,1350000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT03M23.00S,2021-12-18T03:33:02.4Z,1,REGULAR,substitution,out,[],1626179,,,1610612757,25,13,2021-12-18T03:33:45Z,1360000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,
138,PT03M23.00S,2021-12-18T03:33:02.4Z,1,REGULAR,substitution,out,[],202330,,,1610612757,25,13,2021-12-18T03:33:45Z,1370000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M23.00S,2021-12-18T03:33:02.4Z,1,REGULAR,substitution,out,[],1629023,,,1610612757,25,13,2021-12-18T03:33:45Z,1380000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M23.00S,2021-12-18T03:33:02.4Z,1,REGULAR,substitution,in,[],1628970,,,1610612757,25,13,2021-12-18T03:33:45Z,1390000,,,0,,SUB in: M. Bridges,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,
141,PT03M23.00S,2021-12-18T03:33:02.4Z,1,REGULAR,substitution,in,[],1630163,,,1610612757,25,13,2021-12-18T03:33:45Z,1400000,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,
142,PT03M23.00S,2021-12-18T03:33:02.4Z,1,REGULAR,substitution,in,[],1629667,,,1610612757,25,13,2021-12-18T03:33:45Z,1410000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,
143,PT03M23.00S,2021-12-18T03:34:20.7Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,26,13,2021-12-18T03:34:20Z,1420000,,,0,,D. Lillard Free Throw 2 of 2 (9 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
144,PT03M03.00S,2021-12-18T03:34:42.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628970,13.091327201051248,46.568627450980394,1610612766,26,15,2021-12-18T03:34:45Z,1430000,17.0,71.0,1,left,M. Bridges 7' turnaround Hook (2 PTS),[1628970],1610612766.0,CHA,turnaround,,,Bridges,M. Bridges,,,,,7.27,Made,2.0,,,,,,,,,,,,,,,,,
145,PT02M50.00S,2021-12-18T03:34:54.8Z,1,REGULAR,3pt,Jump Shot,[],203081,70.12155059132719,12.990196078431374,1610612757,29,15,2021-12-18T03:35:00Z,1440000,-185.0,228.0,1,right,D. Lillard 29' 3PT pullup (12 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,29.39,Made,12.0,,,,,,,,,,,,,,,,,
146,PT02M32.00S,2021-12-18T03:35:13.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.1268068331143235,53.18627450980392,1610612766,29,15,2021-12-18T03:35:24Z,1450000,-16.0,5.0,1,left,MISS M. Bridges driving Layup - blocked,"[1628970, 1630570]",1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,1.67,Missed,,,,,,,,Watford,1630570.0,,,,,,,,,
160,PT02M32.00S,2021-12-18T03:35:13.3Z,1,REGULAR,block,,[],1630570,,,1610612766,29,15,2021-12-18T03:36:57Z,1455000,,,0,,T. Watford BLOCK (1 BLK),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
147,PT02M29.00S,2021-12-18T03:35:16.3Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,29,15,2021-12-18T03:35:24Z,1460000,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,146.0,1.0,1.0,0.0,,,,,
148,PT02M22.00S,2021-12-18T03:35:23.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203496,92.46057818659659,59.31372549019608,1610612757,31,15,2021-12-18T03:35:28Z,1470000,47.0,18.0,1,right,R. Covington driving Layup (2 PTS) (N. Powell 2 AST),"[203496, 1626181]",1610612757.0,POR,driving,,,Covington,R. Covington,,,,,5.01,Made,2.0,,,,,,,,,,,,,N. Powell,1626181.0,2.0,,
150,PT02M10.00S,2021-12-18T03:35:35.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1629667,6.389618922470433,49.754901960784316,1610612766,31,17,2021-12-18T03:35:41Z,1490000,1.0,8.0,1,left,J. McDaniels cutting DUNK (2 PTS) (L. Ball 2 AST),"[1629667, 1630163]",1610612766.0,CHA,cutting,,,McDaniels,J. McDaniels,,,,,0.77,Made,2.0,,,,,,,,,,,,,L. Ball,1630163.0,2.0,,
152,PT01M43.00S,2021-12-18T03:36:02.2Z,1,REGULAR,3pt,Jump Shot,[],1629014,71.30420499342969,18.627450980392158,1610612757,34,17,2021-12-18T03:36:06Z,1510000,-157.0,217.0,1,right,A. Simons 26' 3PT  (3 PTS) (R. Covington 2 AST),"[1629014, 203496]",1610612757.0,POR,,,,Simons,A. Simons,,,,,26.79,Made,3.0,,,,,,,,,,,,,R. Covington,203496.0,2.0,,
154,PT01M27.00S,2021-12-18T03:36:17.6Z,1,REGULAR,3pt,Jump Shot,[],1628970,23.340998685939553,11.029411764705882,1610612766,34,17,2021-12-18T03:36:23Z,1530000,195.0,167.0,1,left,MISS M. Bridges 25' 3PT,[1628970],1610612766.0,CHA,,,,Bridges,M. Bridges,,,,,25.66,Missed,,,,,,,,,,,,,,,,,,
155,PT01M25.00S,2021-12-18T03:36:19.6Z,1,REGULAR,rebound,offensive,[],1628998,,,1610612766,34,17,2021-12-18T03:36:23Z,1540000,,,0,,C. Martin REBOUND (Off:1 Def:1),[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,154.0,2.0,1.0,1.0,,,,,
156,PT01M22.00S,2021-12-18T03:36:23.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628970,5.732588699080158,48.77450980392157,1610612766,34,19,2021-12-18T03:36:30Z,1550000,6.0,1.0,1,left,M. Bridges driving reverse Layup (4 PTS) (C. Martin 1 AST),"[1628970, 1628998]",1610612766.0,CHA,driving reverse,,,Bridges,M. Bridges,,,,,0.63,Made,4.0,,,,,,,,,,,,,C. Martin,1628998.0,1.0,,
158,PT01M10.00S,2021-12-18T03:36:37.0Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612757,34,19,2021-12-18T03:37:01Z,1570000,,,0,,K. Oubre Jr. personal FOUL (2 PF) (Lillard 2 FT),"[1626162, 203081]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,1155.0,,2.0,0.0,Lillard,203081.0,,,,,,,,,,,
161,PT01M10.00S,2021-12-18T03:37:15.2Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,35,19,2021-12-18T03:37:15Z,1590000,,,0,,D. Lillard Free Throw 1 of 2 (13 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,13.0,,,,,,,,,,,,,,,,,
162,PT01M10.00S,2021-12-18T03:37:34.7Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,36,19,2021-12-18T03:37:34Z,1600000,,,0,,D. Lillard Free Throw 2 of 2 (14 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,14.0,,,,,,,,,,,,,,,,,
163,PT01M02.00S,2021-12-18T03:37:45.9Z,1,REGULAR,2pt,Jump Shot,[],1630163,16.770696452036795,27.696078431372552,1610612766,36,21,2021-12-18T03:37:49Z,1610000,112.0,105.0,1,left,L. Ball 15' step back Jump Shot (6 PTS),[1630163],1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,15.32,Made,6.0,,,,,,,,,,,,,,,,,
164,PT00M52.20S,2021-12-18T03:37:56.9Z,1,REGULAR,3pt,Jump Shot,[],203496,72.22404730617609,82.35294117647058,1610612757,36,21,2021-12-18T03:38:04Z,1620000,162.0,209.0,1,right,MISS R. Covington 26' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,26.4,Missed,,,,,,,,,,,,,,,,,,
165,PT00M49.80S,2021-12-18T03:38:00.0Z,1,REGULAR,rebound,offensive,[],1630570,,,1610612757,36,21,2021-12-18T03:38:00Z,1630000,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,164.0,2.0,1.0,1.0,,,,,
166,PT00M40.90S,2021-12-18T03:38:11.6Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,36,21,2021-12-18T03:38:11Z,1640000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M36.10S,2021-12-18T03:38:28.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630570,87.46714848883047,50.245098039215684,1610612757,38,21,2021-12-18T03:38:32Z,1650000,1.0,65.0,1,right,T. Watford 6' floating Jump Shot (2 PTS) (D. Lillard 2 AST),"[1630570, 203081]",1610612757.0,POR,floating,,,Watford,T. Watford,,,,,6.53,Made,2.0,,,,,,,,,,,,,D. Lillard,203081.0,2.0,,
169,PT00M30.00S,2021-12-18T03:38:41.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628970,6.1268068331143235,50.0,1610612766,38,21,2021-12-18T03:38:45Z,1670000,0.0,5.0,1,left,MISS M. Bridges driving Layup,[1628970],1610612766.0,CHA,driving,,,Bridges,M. Bridges,,,,,0.51,Missed,,,,,,,,,,,,,,,,,,
170,PT00M28.30S,2021-12-18T03:38:43.3Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,38,21,2021-12-18T03:38:45Z,1680000,,,0,,T. Watford REBOUND (Off:1 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,169.0,3.0,2.0,1.0,,,,,
171,PT00M21.40S,2021-12-18T03:38:50.0Z,1,REGULAR,3pt,Jump Shot,[],203081,61.711563731931676,25.0,1610612757,41,21,2021-12-18T03:38:56Z,1690000,-125.0,307.0,1,right,D. Lillard 33' 3PT pullup (17 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,33.18,Made,17.0,,,,,,,,,,,,,,,,,
172,PT00M05.80S,2021-12-18T03:39:10.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,18.478975032851512,94.6078431372549,1610612766,41,24,2021-12-18T03:39:14Z,1700000,-223.0,121.0,1,left,L. Ball 25' 3PT  (9 PTS) (M. Bridges 3 AST),"[1630163, 1628970]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,25.38,Made,9.0,,,,,,,,,,,,,M. Bridges,1628970.0,3.0,,
174,PT00M00.00S,2021-12-18T03:39:20.2Z,1,REGULAR,3pt,Jump Shot,[],203081,66.70499342969777,46.07843137254902,1610612757,41,24,2021-12-18T03:39:28Z,1720000,-20.0,260.0,1,right,MISS D. Lillard 26' driving floating 3PT,[203081],1610612757.0,POR,driving floating,,,Lillard,D. Lillard,,,,,26.12,Missed,,,,,,,,,,,,,,,,,,
175,PT00M00.00S,2021-12-18T03:39:22.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,41,24,2021-12-18T03:39:22Z,1730000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,174.0,,,,,,,,
176,PT00M00.00S,2021-12-18T03:39:24.8Z,1,REGULAR,period,end,[],0,,,1610612757,41,24,2021-12-18T03:39:24Z,1740000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2021-12-18T03:40:51.7Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612757,41,24,2021-12-18T03:42:05Z,1750000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2021-12-18T03:40:51.7Z,2,REGULAR,substitution,out,['startperiod'],1630570,,,1610612757,41,24,2021-12-18T03:42:05Z,1760000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2021-12-18T03:40:51.7Z,2,REGULAR,substitution,out,['startperiod'],1626181,,,1610612757,41,24,2021-12-18T03:42:05Z,1770000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
180,PT12M00.00S,2021-12-18T03:40:51.7Z,2,REGULAR,substitution,out,['startperiod'],1628998,,,1610612757,41,24,2021-12-18T03:42:05Z,1780000,,,0,,SUB out: C. Martin,[1628998],1610612766.0,CHA,,,,Martin,C. Martin,,,,,,,,,,,,,,,,,,,,,,,,
181,PT12M00.00S,2021-12-18T03:40:51.7Z,2,REGULAR,substitution,in,['startperiod'],1629642,,,1610612757,41,24,2021-12-18T03:42:05Z,1790000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
182,PT12M00.00S,2021-12-18T03:40:51.7Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,41,24,2021-12-18T03:42:05Z,1800000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
183,PT12M00.00S,2021-12-18T03:40:51.7Z,2,REGULAR,substitution,in,['startperiod'],203463,,,1610612757,41,24,2021-12-18T03:42:05Z,1810000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
184,PT12M00.00S,2021-12-18T03:40:51.7Z,2,REGULAR,substitution,in,['startperiod'],202330,,,1610612757,41,24,2021-12-18T03:42:05Z,1820000,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,
