actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
183,PT00M01.10S,2022-02-25T03:44:29.3Z,1,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,32,31,2022-02-25T03:44:53Z,1790000,,,0,,MISS J. Kuminga Free Throw 2 of 2,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Missed,,,,,,,,,,,,,,,
184,PT00M01.10S,2022-02-25T03:44:29.3Z,1,REGULAR,rebound,offensive,[],203490,,,1610612744,32,31,2022-02-25T03:44:53Z,1800000,,,0,,O. Porter Jr. REBOUND (Off:2 Def:3),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,183.0,5.0,3.0,2.0,,,,,,,,,,,
185,PT00M00.00S,2022-02-25T03:44:50.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",203490,9.280551905387648,52.69607843137255,1610612744,32,31,2022-02-25T03:44:56Z,1810000,-13.0,35.0,1,left,MISS O. Porter Jr. Hook,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,3.72,Missed,,,,,,,,,,,,,,,
186,PT00M00.00S,2022-02-25T03:44:53.1Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612744,32,31,2022-02-25T03:44:53Z,1820000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,185.0,,,,,,,,,,,,,,
187,PT00M00.00S,2022-02-25T03:44:57.4Z,1,REGULAR,period,end,[],0,,,1610612744,32,31,2022-02-25T03:44:57Z,1830000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188,PT12M00.00S,2022-02-25T03:47:57.5Z,2,REGULAR,substitution,out,['startperiod'],1629673,,,1610612744,32,31,2022-02-25T03:48:27Z,1840000,,,0,,SUB out: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
189,PT12M00.00S,2022-02-25T03:47:57.5Z,2,REGULAR,substitution,out,['startperiod'],1626172,,,1610612744,32,31,2022-02-25T03:48:27Z,1850000,,,0,,SUB out: K. Looney,[1626172],1610612744.0,GSW,,,,Looney,K. Looney,,,,,,,,,,,,,,,,,,,,,,,,
190,PT12M00.00S,2022-02-25T03:47:57.5Z,2,REGULAR,substitution,in,['startperiod'],201939,,,1610612744,32,31,2022-02-25T03:48:27Z,1860000,,,0,,SUB in: S. Curry,[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
191,PT12M00.00S,2022-02-25T03:47:57.5Z,2,REGULAR,substitution,in,['startperiod'],1627814,,,1610612744,32,31,2022-02-25T03:48:27Z,1870000,,,0,,SUB in: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,
192,PT12M00.00S,2022-02-25T03:48:35.4Z,2,REGULAR,period,start,[],0,,,1610612744,32,31,2022-02-25T03:48:35Z,1880000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT11M41.00S,2022-02-25T03:48:53.6Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1630228,6.521024967148489,50.245098039215684,1610612744,32,33,2022-02-25T03:48:58Z,1890000,-1.0,9.0,1,left,J. Kuminga DUNK (3 PTS) (S. Curry 5 AST),"[1630228, 201939]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,0.89,Made,,,,,,,,,,3.0,S. Curry,201939.0,5.0,,
194,PT11M29.00S,2022-02-25T03:49:05.7Z,2,REGULAR,3pt,Jump Shot,[],203463,74.72076215505913,82.59803921568627,1610612757,32,33,2022-02-25T03:49:10Z,1900000,163.0,185.0,1,right,MISS B. McLemore 24' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,24.66,Missed,,,,,,,,,,,,,,,
195,PT11M25.00S,2022-02-25T03:49:09.7Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,32,33,2022-02-25T03:49:10Z,1910000,,,0,,J. Kuminga REBOUND (Off:0 Def:2),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,194.0,2.0,2.0,0.0,,,,,,,,,,,
197,PT11M20.00S,2022-02-25T03:49:17.1Z,2,REGULAR,foul,offensive,[],1630228,,,1610612744,32,33,2022-02-25T03:49:28Z,1920000,,,0,,J. Kuminga offensive FOUL (1 PF),"[1630228, 203463]",1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,202027.0,1.0,0.0,McLemore,203463.0,,,,,,
199,PT11M20.00S,2022-02-25T03:49:17.1Z,2,REGULAR,turnover,offensive foul,[],1630228,,,1610612744,32,33,2022-02-25T03:49:17Z,1940000,,,0,,J. Kuminga offensive foul TURNOVER (2 TO),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,2.0,,,,,,,,,202027.0,,,,,,,,,,
200,PT10M56.00S,2022-02-25T03:49:54.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1630314,77.7431011826544,88.72549019607843,1610612757,35,33,2022-02-25T03:49:59Z,1950000,194.0,157.0,1,right,B. Williams 24' 3PT  (3 PTS),[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,24.91,Made,,,,,,,,,,3.0,,,,,
201,PT10M43.00S,2022-02-25T03:50:06.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],203490,6.389618922470433,52.450980392156865,1610612744,35,35,2022-02-25T03:50:12Z,1960000,-12.0,8.0,1,left,O. Porter Jr. cutting DUNK (8 PTS) (S. Curry 6 AST),"[203490, 201939]",1610612744.0,GSW,cutting,,,Porter Jr.,O. Porter Jr.,,,,,,,,1.45,Made,,,,,,,,,,8.0,S. Curry,201939.0,6.0,,
203,PT10M16.00S,2022-02-25T03:50:32.8Z,2,REGULAR,2pt,Jump Shot,[],1630314,79.05716162943496,40.68627450980392,1610612757,35,35,2022-02-25T03:50:40Z,1980000,-47.0,144.0,1,right,MISS B. Williams 15' driving floating Shot - blocked,"[1630314, 201939]",1610612757.0,POR,driving floating,,,Williams,B. Williams,,,,,,,,15.17,Missed,,,,,,,,,,,,,,Curry,201939.0
204,PT10M16.00S,2022-02-25T03:50:32.8Z,2,REGULAR,block,,[],201939,,,1610612757,35,35,2022-02-25T03:50:35Z,1990000,,,0,,S. Curry BLOCK (1 BLK),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
205,PT10M14.00S,2022-02-25T03:50:34.8Z,2,REGULAR,rebound,defensive,[],203490,,,1610612744,35,35,2022-02-25T03:50:40Z,2000000,,,0,,O. Porter Jr. REBOUND (Off:2 Def:4),[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,203.0,6.0,4.0,2.0,,,,,,,,,,,
206,PT10M10.00S,2022-02-25T03:50:40.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],202691,6.1268068331143235,95.09803921568627,1610612744,35,38,2022-02-25T03:51:44Z,2010000,-225.0,5.0,1,left,K. Thompson 3PT running pullup (13 PTS) (S. Curry 7 AST),"[202691, 201939]",1610612744.0,GSW,running pullup,,,Thompson,K. Thompson,,,,,,,,22.56,Made,,,,,,,,,,13.0,S. Curry,201939.0,7.0,,
208,PT09M50.00S,2022-02-25T03:50:59.6Z,2,REGULAR,3pt,Jump Shot,[],203463,70.38436268068331,26.225490196078432,1610612757,35,38,2022-02-25T03:51:06Z,2030000,-119.0,226.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,25.53,Missed,,,,,,,,,,,,,,,
209,PT09M46.00S,2022-02-25T03:51:03.6Z,2,REGULAR,rebound,defensive,[],1630228,,,1610612744,35,38,2022-02-25T03:51:06Z,2040000,,,0,,J. Kuminga REBOUND (Off:0 Def:3),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,208.0,3.0,3.0,0.0,,,,,,,,,,,
210,PT09M41.00S,2022-02-25T03:51:12.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203490,6.258212877792378,51.470588235294116,1610612744,35,40,2022-02-25T03:51:22Z,2050000,-7.0,6.0,1,left,O. Porter Jr. Layup (10 PTS) (S. Curry 8 AST),"[203490, 201939]",1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,0.97,Made,,,,,,,,,,10.0,S. Curry,201939.0,8.0,,
212,PT09M41.00S,2022-02-25T03:51:19.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,35,40,2022-02-25T03:51:19Z,2070000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,out,[],1630535,,,1610612757,35,40,2022-02-25T03:54:45Z,2080000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,
214,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,out,[],1630553,,,1610612757,35,40,2022-02-25T03:54:45Z,2090000,,,0,,SUB out: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
215,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,out,[],1630314,,,1610612757,35,40,2022-02-25T03:54:45Z,2100000,,,0,,SUB out: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,
216,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,out,[],202691,,,1610612757,35,40,2022-02-25T03:54:45Z,2110000,,,0,,SUB out: K. Thompson,[202691],1610612744.0,GSW,,,,Thompson,K. Thompson,,,,,,,,,,,,,,,,,,,,,,,,
217,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,out,[],203490,,,1610612757,35,40,2022-02-25T03:54:45Z,2120000,,,0,,SUB out: O. Porter Jr.,[203490],1610612744.0,GSW,,,,Porter Jr.,O. Porter Jr.,,,,,,,,,,,,,,,,,,,,,,,,
218,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,in,[],1626159,,,1610612757,35,40,2022-02-25T03:54:45Z,2130000,,,0,,SUB in: J. Winslow,[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,
219,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,in,[],1629014,,,1610612757,35,40,2022-02-25T03:54:45Z,2140000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
220,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,in,[],1628404,,,1610612757,35,40,2022-02-25T03:54:45Z,2150000,,,0,,SUB in: J. Hart,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,
221,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,in,[],1629673,,,1610612757,35,40,2022-02-25T03:54:45Z,2160000,,,0,,SUB in: J. Poole,[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
222,PT09M41.00S,2022-02-25T03:54:19.4Z,2,REGULAR,substitution,in,[],1629308,,,1610612757,35,40,2022-02-25T03:54:45Z,2170000,,,0,,SUB in: J. Toscano-Anderson,[1629308],1610612744.0,GSW,,,,Toscano-Anderson,J. Toscano-Anderson,,,,,,,,,,,,,,,,,,,,,,,,
223,PT09M19.00S,2022-02-25T03:55:13.0Z,2,REGULAR,turnover,lost ball,[],1628404,,,1610612757,35,40,2022-02-25T03:55:28Z,2180000,,,0,,J. Hart lost ball TURNOVER (2 TO),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,2.0,,,,,,,,,,,,,,,,,,,
224,PT09M19.00S,2022-02-25T03:55:16.6Z,2,REGULAR,foul,personal,[],1628404,,,1610612744,35,40,2022-02-25T03:55:36Z,2190000,,,0,,J. Hart loose ball personal FOUL (2 PF),"[1628404, 1630228]",1610612757.0,POR,loose ball,,,Hart,J. Hart,,,,,,,,,,,,,,1146.0,2.0,0.0,Kuminga,1630228.0,,,,,,
226,PT09M08.00S,2022-02-25T03:55:36.1Z,2,REGULAR,foul,personal,['3freethrow'],1630570,,,1610612744,35,40,2022-02-25T03:55:49Z,2210000,,,0,,T. Watford shooting personal FOUL (1 PF) (Curry 3 FT),"[1630570, 201939]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,,,,,,,,,,1146.0,1.0,0.0,Curry,201939.0,,,,,,
228,PT09M08.00S,2022-02-25T03:56:05.4Z,2,REGULAR,freethrow,1 of 3,['fromturnover'],201939,,,1610612744,35,41,2022-02-25T03:56:05Z,2230000,,,0,,S. Curry Free Throw 1 of 3 (6 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,,,,,6.0,,,,,
229,PT09M08.00S,2022-02-25T03:56:21.3Z,2,REGULAR,freethrow,2 of 3,['fromturnover'],201939,,,1610612744,35,42,2022-02-25T03:56:21Z,2240000,,,0,,S. Curry Free Throw 2 of 3 (7 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,,,,,7.0,,,,,
230,PT09M08.00S,2022-02-25T03:56:37.2Z,2,REGULAR,freethrow,3 of 3,['fromturnover'],201939,,,1610612744,35,43,2022-02-25T03:56:37Z,2250000,,,0,,S. Curry Free Throw 3 of 3 (8 PTS),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,Made,,,,,,,,,,8.0,,,,,
231,PT08M54.00S,2022-02-25T03:56:52.0Z,2,REGULAR,3pt,Jump Shot,[],1628404,74.58935611038108,83.82352941176471,1610612757,35,43,2022-02-25T03:56:56Z,2260000,169.0,186.0,1,right,MISS J. Hart 25' 3PT,[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,25.17,Missed,,,,,,,,,,,,,,,
232,PT08M52.00S,2022-02-25T03:56:54.0Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,35,43,2022-02-25T03:56:56Z,2270000,,,0,,S. Curry REBOUND (Off:0 Def:2),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,231.0,2.0,2.0,0.0,,,,,,,,,,,
233,PT08M44.00S,2022-02-25T03:57:02.0Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.5722733245729295,54.90196078431373,1610612744,35,43,2022-02-25T03:57:08Z,2280000,-25.0,19.0,1,left,MISS S. Curry driving Layup,[201939],1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,3.08,Missed,,,,,,,,,,,,,,,
234,PT08M42.00S,2022-02-25T03:57:04.2Z,2,REGULAR,rebound,defensive,[],1628404,,,1610612757,35,43,2022-02-25T03:57:04Z,2290000,,,0,,J. Hart REBOUND (Off:0 Def:3),[1628404],1610612757.0,POR,,,,Hart,J. Hart,,,,,,,,,,233.0,3.0,3.0,0.0,,,,,,,,,,,
235,PT08M39.00S,2022-02-25T03:57:07.7Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629014,75.77201051248358,12.5,1610612757,38,43,2022-02-25T03:57:15Z,2300000,-188.0,175.0,1,right,A. Simons 25' 3PT running (13 PTS) (T. Watford 2 AST),"[1629014, 1630570]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,,,,25.66,Made,,,,,,,,,,13.0,T. Watford,1630570.0,2.0,,
237,PT08M25.00S,2022-02-25T03:57:21.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201939,7.178055190538765,47.549019607843135,1610612744,38,45,2022-02-25T03:57:32Z,2320000,12.0,15.0,1,left,S. Curry driving Layup (10 PTS) (J. Poole 2 AST),"[201939, 1629673]",1610612744.0,GSW,driving,,,Curry,S. Curry,,,,,,,,1.94,Made,,,,,,,,,,10.0,J. Poole,1629673.0,2.0,,
239,PT08M17.00S,2022-02-25T03:57:29.5Z,2,REGULAR,turnover,bad pass,[],203463,,,1610612757,38,45,2022-02-25T03:57:38Z,2340000,,,0,,B. McLemore bad pass TURNOVER (2 TO),"[203463, 201939]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,2.0,Curry,201939.0,,,,,,,,,,,,,,,,,
240,PT08M17.00S,2022-02-25T03:57:29.5Z,2,REGULAR,steal,,[],201939,,,1610612744,38,45,2022-02-25T03:57:32Z,2350000,,,0,,S. Curry STEAL (1 STL),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,
241,PT08M09.00S,2022-02-25T03:57:37.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1627814,7.046649145860711,49.26470588235294,1610612744,38,47,2022-02-25T03:57:52Z,2360000,4.0,14.0,1,left,D. Lee driving Layup (2 PTS) (S. Curry 9 AST),"[1627814, 201939]",1610612744.0,GSW,driving,,,Lee,D. Lee,,,,,,,,1.42,Made,,,,,,,,,,2.0,S. Curry,201939.0,9.0,,
242,PT07M50.00S,2022-02-25T03:57:56.3Z,2,REGULAR,3pt,Jump Shot,[],203463,73.27529566360053,18.38235294117647,1610612757,38,47,2022-02-25T03:58:06Z,2370000,-158.0,199.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,25.39,Missed,,,,,,,,,,,,,,,
243,PT07M47.00S,2022-02-25T03:57:59.3Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,38,47,2022-02-25T03:58:06Z,2380000,,,0,,S. Curry REBOUND (Off:0 Def:3),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,242.0,3.0,3.0,0.0,,,,,,,,,,,
244,PT07M45.00S,2022-02-25T03:58:01.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629673,27.677398160315374,19.607843137254903,1610612744,38,50,2022-02-25T03:58:12Z,2390000,152.0,208.0,1,left,J. Poole 25' 3PT running (3 PTS) (S. Curry 10 AST),"[1629673, 201939]",1610612744.0,GSW,running,,,Poole,J. Poole,,,,,,,,25.74,Made,,,,,,,,,,3.0,S. Curry,201939.0,10.0,,
246,PT07M26.00S,2022-02-25T03:58:20.8Z,2,REGULAR,3pt,Jump Shot,[],1629014,68.67608409986859,23.52941176470588,1610612757,38,50,2022-02-25T03:58:32Z,2410000,-132.0,242.0,1,right,MISS A. Simons 27' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,27.58,Missed,,,,,,,,,,,,,,,
247,PT07M23.00S,2022-02-25T03:58:23.8Z,2,REGULAR,rebound,defensive,[],201939,,,1610612744,38,50,2022-02-25T03:58:23Z,2420000,,,0,,S. Curry REBOUND (Off:0 Def:4),[201939],1610612744.0,GSW,,,,Curry,S. Curry,,,,,,,,,,246.0,4.0,4.0,0.0,,,,,,,,,,,
248,PT07M22.00S,2022-02-25T03:58:28.6Z,2,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612744,38,50,2022-02-25T03:58:44Z,2430000,,,0,,A. Simons shooting personal FOUL (1 PF) (Kuminga 2 FT),"[1629014, 1630228]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,,,,,,,202027.0,1.0,0.0,Kuminga,1630228.0,,,,,,
251,PT07M22.00S,2022-02-25T03:59:02.1Z,2,REGULAR,freethrow,1 of 2,[],1630228,,,1610612744,38,51,2022-02-25T03:59:02Z,2450000,,,0,,J. Kuminga Free Throw 1 of 2 (4 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,,,,,4.0,,,,,
252,PT07M22.00S,2022-02-25T03:59:03.3Z,2,REGULAR,substitution,out,[],1630570,,,1610612744,38,51,2022-02-25T03:59:15Z,2460000,,,0,,SUB out: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M22.00S,2022-02-25T03:59:03.3Z,2,REGULAR,substitution,out,[],203463,,,1610612744,38,51,2022-02-25T03:59:15Z,2470000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
254,PT07M22.00S,2022-02-25T03:59:03.3Z,2,REGULAR,substitution,out,[],1627814,,,1610612744,38,51,2022-02-25T03:59:15Z,2480000,,,0,,SUB out: D. Lee,[1627814],1610612744.0,GSW,,,,Lee,D. Lee,,,,,,,,,,,,,,,,,,,,,,,,
255,PT07M22.00S,2022-02-25T03:59:03.3Z,2,REGULAR,substitution,in,[],1629234,,,1610612744,38,51,2022-02-25T03:59:15Z,2490000,,,0,,SUB in: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,
256,PT07M22.00S,2022-02-25T03:59:03.3Z,2,REGULAR,substitution,in,[],1629604,,,1610612744,38,51,2022-02-25T03:59:15Z,2500000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
257,PT07M22.00S,2022-02-25T03:59:03.3Z,2,REGULAR,substitution,in,[],1627780,,,1610612744,38,51,2022-02-25T03:59:15Z,2510000,,,0,,SUB in: G. Payton II,[1627780],1610612744.0,GSW,,,,Payton II,G. Payton II,,,,,,,,,,,,,,,,,,,,,,,,
258,PT07M22.00S,2022-02-25T03:59:29.5Z,2,REGULAR,freethrow,2 of 2,[],1630228,,,1610612744,38,52,2022-02-25T03:59:29Z,2520000,,,0,,J. Kuminga Free Throw 2 of 2 (5 PTS),[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,Made,,,,,,,,,,5.0,,,,,
259,PT07M01.00S,2022-02-25T03:59:51.3Z,2,REGULAR,3pt,Jump Shot,[],1628404,66.83639947437582,61.51960784313726,1610612757,38,52,2022-02-25T03:59:57Z,2530000,58.0,259.0,1,right,MISS J. Hart 26' pullup 3PT,[1628404],1610612757.0,POR,pullup,,,Hart,J. Hart,,,,,,,,26.55,Missed,,,,,,,,,,,,,,,
260,PT06M58.00S,2022-02-25T03:59:54.3Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612757,38,52,2022-02-25T03:59:57Z,2540000,,,0,,D. Eubanks REBOUND (Off:1 Def:1),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,259.0,2.0,1.0,1.0,,,,,,,,,,,
261,PT06M54.00S,2022-02-25T04:00:01.6Z,2,REGULAR,foul,offensive,[],1629234,,,1610612757,38,52,2022-02-25T04:00:15Z,2550000,,,0,,D. Eubanks offensive FOUL (1 PF),"[1629234, 1630228]",1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,1146.0,1.0,0.0,Kuminga,1630228.0,,,,,,
263,PT06M54.00S,2022-02-25T04:00:01.6Z,2,REGULAR,turnover,offensive foul,[],1629234,,,1610612757,38,52,2022-02-25T04:00:01Z,2570000,,,0,,D. Eubanks offensive foul TURNOVER (1 TO),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,1.0,,,,,,,,,1146.0,,,,,,,,,,
264,PT06M54.00S,2022-02-25T04:00:16.1Z,2,REGULAR,substitution,out,[],1630228,,,1610612744,38,52,2022-02-25T04:00:19Z,2580000,,,0,,SUB out: J. Kuminga,[1630228],1610612744.0,GSW,,,,Kuminga,J. Kuminga,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M54.00S,2022-02-25T04:00:16.1Z,2,REGULAR,substitution,in,[],203952,,,1610612744,38,52,2022-02-25T04:00:19Z,2590000,,,0,,SUB in: A. Wiggins,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M38.00S,2022-02-25T04:00:41.3Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629673,22.552562417871222,88.48039215686273,1610612744,38,55,2022-02-25T04:00:47Z,2600000,-192.0,159.0,1,left,J. Poole 24' 3PT  (6 PTS) (J. Toscano-Anderson 1 AST),"[1629673, 1629308]",1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,24.99,Made,,,,,,,,,,6.0,J. Toscano-Anderson,1629308.0,1.0,,
269,PT06M27.00S,2022-02-25T04:00:51.8Z,2,REGULAR,turnover,lost ball,[],1628404,,,1610612757,38,55,2022-02-25T04:00:55Z,2620000,,,0,,J. Hart lost ball TURNOVER (3 TO),"[1628404, 1629673]",1610612757.0,POR,,,,Hart,J. Hart,,,,,3.0,Poole,1629673.0,,,,,,,,,,,,,,,,,
270,PT06M27.00S,2022-02-25T04:00:51.8Z,2,REGULAR,steal,,[],1629673,,,1610612744,38,55,2022-02-25T04:00:54Z,2630000,,,0,,J. Poole STEAL (1 STL),[1629673],1610612744.0,GSW,,,,Poole,J. Poole,,,,,,,,,,,,,,,,,,,,,,,,
271,PT06M23.00S,2022-02-25T04:00:55.9Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1629673,28.203022339027594,23.52941176470588,1610612744,38,55,2022-02-25T04:01:17Z,2640000,132.0,213.0,1,left,MISS J. Poole 25' running pullup 3PT,[1629673],1610612744.0,GSW,running pullup,,,Poole,J. Poole,,,,,,,,25.05,Missed,,,,,,,,,,,,,,,
272,PT06M22.00S,2022-02-25T04:00:56.9Z,2,REGULAR,rebound,offensive,[],203952,,,1610612744,38,55,2022-02-25T04:01:03Z,2650000,,,0,,A. Wiggins REBOUND (Off:1 Def:0),[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,,271.0,1.0,0.0,1.0,,,,,,,,,,,
273,PT06M22.00S,2022-02-25T04:01:05.0Z,2,REGULAR,foul,personal,['2freethrow'],1629014,,,1610612744,38,55,2022-02-25T04:01:18Z,2660000,,,0,,A. Simons shooting personal FOUL (2 PF) (Wiggins 2 FT),"[1629014, 203952]",1610612757.0,POR,shooting,,,Simons,A. Simons,,,,,,,,,,,,,,202037.0,2.0,0.0,Wiggins,203952.0,,,,,,
275,PT06M22.00S,2022-02-25T04:01:32.8Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203952,,,1610612744,38,55,2022-02-25T04:01:32Z,2680000,,,0,,MISS A. Wiggins Free Throw 1 of 2,[203952],1610612744.0,GSW,,,,Wiggins,A. Wiggins,,,,,,,,,Missed,,,,,,,,,,,,,,,
276,PT06M22.00S,2022-02-25T04:01:32.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612744,38,55,2022-02-25T04:01:32Z,2690000,,,0,,TEAM offensive REBOUND,[],1610612744.0,GSW,,,,,,,,,,,,,,,275.0,,,,,,,,,,,,,,
