actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
24,PT10M24.00S,2022-01-27T03:16:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.69448094612353,51.71568627450981,1610612757,2,8,2022-01-27T03:16:25Z,240000,9.0,-3.0,1,right,J. Nurkic driving Layup (2 PTS),[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,,,,0.9,Made,2.0,,,,,,,,,,,,,,,
25,PT09M59.00S,2022-01-27T03:16:39.4Z,1,REGULAR,2pt,Jump Shot,[],1628467,23.47240473061761,58.57843137254902,1610612742,2,8,2022-01-27T03:16:46Z,250000,-43.0,168.0,1,left,MISS M. Kleber 17' pullup Shot,[1628467],1610612742.0,DAL,pullup,,,Kleber,M. Kleber,,,,,,,,17.35,Missed,,,,,,,,,,,,,,,,
26,PT09M57.00S,2022-01-27T03:16:41.4Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,2,8,2022-01-27T03:16:46Z,260000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,25.0,1.0,1.0,0.0,,,,,,,,
27,PT09M45.00S,2022-01-27T03:16:54.0Z,1,REGULAR,3pt,Jump Shot,[],1629014,67.62483574244416,47.05882352941176,1610612757,5,8,2022-01-27T03:16:58Z,270000,-15.0,252.0,1,right,A. Simons 25' 3PT pullup (3 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,25.22,Made,3.0,,,,,,,,,,,,,,,
28,PT09M32.00S,2022-01-27T03:17:14.1Z,1,REGULAR,foul,technical,['1freethrow'],203468,,,1610612742,5,8,2022-01-27T03:17:22Z,280000,,,0,,C. McCollum defensive-3-second technical FOUL (1 Tech),[203468],1610612757.0,POR,defensive-3-second,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,202037.0,0.0,1.0,,,,,
29,PT09M32.00S,2022-01-27T03:17:30.8Z,1,REGULAR,freethrow,1 of 1,[],204001,,,1610612742,5,9,2022-01-27T03:17:30Z,290000,,,0,,K. Porzingis technical Free Throw 1 of 1 (3 PTS),[204001],1610612742.0,DAL,technical,,,Porzingis,K. Porzingis,,,,,,,,,Made,3.0,,,,,,,,,,,,,,,
30,PT09M21.00S,2022-01-27T03:17:51.8Z,1,REGULAR,3pt,Jump Shot,[],1628467,32.276609724047304,72.30392156862744,1610612742,5,9,2022-01-27T03:17:56Z,300000,-112.0,251.0,1,left,MISS M. Kleber 27' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,27.46,Missed,,,,,,,,,,,,,,,,
31,PT09M18.00S,2022-01-27T03:17:54.8Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,5,9,2022-01-27T03:17:56Z,310000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,30.0,1.0,1.0,0.0,,,,,,,,
32,PT09M12.00S,2022-01-27T03:18:00.7Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203468,70.51576872536137,19.11764705882353,1610612757,5,9,2022-01-27T03:18:18Z,320000,-154.0,225.0,1,right,MISS C. McCollum 27' running 3PT,[203468],1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,,,,27.26,Missed,,,,,,,,,,,,,,,,
33,PT09M11.00S,2022-01-27T03:18:04.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,5,9,2022-01-27T03:18:04Z,330000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,
34,PT09M11.00S,2022-01-27T03:18:05.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,5,9,2022-01-27T03:18:05Z,340000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35,PT09M08.00S,2022-01-27T03:18:20.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1626181,91.40932982917214,19.11764705882353,1610612757,5,9,2022-01-27T03:18:25Z,350000,-154.0,28.0,1,right,MISS N. Powell 15' Jump Shot,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,15.7,Missed,,,,,,,,,,,,,,,,
36,PT09M07.00S,2022-01-27T03:18:21.9Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,5,9,2022-01-27T03:18:25Z,360000,,,0,,K. Porzingis REBOUND (Off:0 Def:1),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,,,,,
37,PT08M45.00S,2022-01-27T03:18:44.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.1268068331143235,53.18627450980392,1610612742,5,9,2022-01-27T03:41:30Z,370000,-16.0,5.0,1,left,MISS L. Doncic driving finger roll Layup,[1629029],1610612742.0,DAL,driving finger roll,,,Doncic,L. Doncic,,,,,,,,1.67,Missed,,,,,,,,,,,,,,,,
38,PT08M43.00S,2022-01-27T03:18:46.5Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,5,9,2022-01-27T03:41:30Z,380000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,37.0,2.0,2.0,0.0,,,,,,,,
39,PT08M31.00S,2022-01-27T03:18:58.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,81.15965834428384,50.49019607843137,1610612757,7,9,2022-01-27T03:19:06Z,390000,2.0,125.0,1,right,A. Simons 12' driving floating Jump Shot (5 PTS) (J. Nurkic 1 AST),"[1629014, 203994]",1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,,,,12.46,Made,5.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,
41,PT08M18.00S,2022-01-27T03:19:14.8Z,1,REGULAR,foul,personal,['2freethrow'],203994,,,1610612742,7,9,2022-01-27T03:19:22Z,410000,,,0,,J. Nurkic shooting personal FOUL (1 PF) (Porzingis 2 FT),"[203994, 204001]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Porzingis,204001.0,,,
43,PT08M18.00S,2022-01-27T03:19:37.6Z,1,REGULAR,freethrow,1 of 2,[],204001,,,1610612742,7,10,2022-01-27T03:19:37Z,430000,,,0,,K. Porzingis Free Throw 1 of 2 (4 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,Made,4.0,,,,,,,,,,,,,,,
44,PT08M18.00S,2022-01-27T03:19:54.5Z,1,REGULAR,freethrow,2 of 2,[],204001,,,1610612742,7,11,2022-01-27T03:19:54Z,440000,,,0,,K. Porzingis Free Throw 2 of 2 (5 PTS),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,Made,5.0,,,,,,,,,,,,,,,
45,PT08M05.00S,2022-01-27T03:20:08.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,93.51182654402102,59.068627450980394,1610612757,7,11,2022-01-27T03:20:14Z,450000,45.0,8.0,1,right,MISS J. Nurkic driving Hook - blocked,"[203994, 1628467]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,,,,4.61,Missed,,,,,,,,,,,,,,Kleber,1628467.0,
46,PT08M05.00S,2022-01-27T03:20:08.3Z,1,REGULAR,block,,[],1628467,,,1610612757,7,11,2022-01-27T03:20:10Z,460000,,,0,,M. Kleber BLOCK (1 BLK),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
47,PT08M04.00S,2022-01-27T03:20:09.3Z,1,REGULAR,rebound,defensive,[],204001,,,1610612742,7,11,2022-01-27T03:20:14Z,470000,,,0,,K. Porzingis REBOUND (Off:0 Def:2),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,
48,PT07M58.00S,2022-01-27T03:20:16.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],204001,38.84691195795006,49.01960784313725,1610612742,7,14,2022-01-27T03:20:27Z,480000,5.0,313.0,1,left,K. Porzingis 31' 3PT running (8 PTS) (J. Brunson 2 AST),"[204001, 1628973]",1610612742.0,DAL,running,,,Porzingis,K. Porzingis,,,,,,,,31.27,Made,8.0,J. Brunson,1628973.0,2.0,,,,,,,,,,,,
50,PT07M45.00S,2022-01-27T03:20:29.3Z,1,REGULAR,3pt,Jump Shot,[],203994,75.77201051248358,86.76470588235294,1610612757,7,14,2022-01-27T03:20:33Z,500000,184.0,175.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,25.39,Missed,,,,,,,,,,,,,,,,
51,PT07M43.00S,2022-01-27T03:20:31.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,7,14,2022-01-27T03:20:33Z,510000,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,50.0,1.0,1.0,0.0,,,,,,,,
52,PT07M36.00S,2022-01-27T03:20:38.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628973,5.469776609724048,47.549019607843135,1610612742,7,16,2022-01-27T03:20:49Z,520000,12.0,-1.0,1,left,J. Brunson driving reverse Layup (5 PTS),[1628973],1610612742.0,DAL,driving reverse,,,Brunson,J. Brunson,,,,,,,,1.23,Made,5.0,,,,,,,,,,,,,,,
53,PT07M36.00S,2022-01-27T03:20:42.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,7,16,2022-01-27T03:20:42Z,530000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M20.00S,2022-01-27T03:23:50.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,94.43166885676742,50.49019607843137,1610612757,9,16,2022-01-27T03:23:56Z,540000,2.0,0.0,1,right,J. Nurkic cutting DUNK (4 PTS) (C. McCollum 1 AST),"[203994, 203468]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,,,,0.25,Made,4.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,
56,PT06M56.00S,2022-01-27T03:24:15.0Z,1,REGULAR,2pt,Jump Shot,[],1628973,22.158344283837057,64.95098039215686,1610612742,9,18,2022-01-27T03:24:23Z,560000,-75.0,156.0,1,left,J. Brunson 17' pullup Jump Shot (7 PTS),[1628973],1610612742.0,DAL,pullup,,,Brunson,J. Brunson,,,,,,,,17.28,Made,7.0,,,,,,,,,,,,,,,
57,PT06M40.00S,2022-01-27T03:24:30.7Z,1,REGULAR,3pt,Jump Shot,[],203468,67.7562417871222,24.509803921568626,1610612757,9,18,2022-01-27T03:24:37Z,570000,-127.0,251.0,1,right,MISS C. McCollum 28' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,28.12,Missed,,,,,,,,,,,,,,,,
58,PT06M37.00S,2022-01-27T03:24:33.7Z,1,REGULAR,rebound,defensive,[],1628467,,,1610612742,9,18,2022-01-27T03:24:37Z,580000,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,57.0,1.0,1.0,0.0,,,,,,,,
59,PT06M22.00S,2022-01-27T03:24:47.9Z,1,REGULAR,3pt,Jump Shot,[],1628467,31.09395532194481,24.509803921568626,1610612742,9,18,2022-01-27T03:24:52Z,590000,127.0,240.0,1,left,MISS M. Kleber 27' 3PT,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,27.16,Missed,,,,,,,,,,,,,,,,
60,PT06M20.00S,2022-01-27T03:24:49.9Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,9,18,2022-01-27T03:24:52Z,600000,,,0,,N. Powell REBOUND (Off:0 Def:2),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,
61,PT06M18.00S,2022-01-27T03:24:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1629029,,,1610612757,9,18,2022-01-27T03:25:04Z,610000,,,0,,L. Doncic shooting personal FOUL (1 PF) (Powell 2 FT),"[1629029, 1626181]",1610612742.0,DAL,shooting,,,Doncic,L. Doncic,,,,,,,,,,,,,,,,,,201640.0,1.0,0.0,Powell,1626181.0,,,
63,PT06M18.00S,2022-01-27T03:25:18.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626181,,,1610612757,9,18,2022-01-27T03:25:18Z,630000,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,Missed,,,,,,,,,,,,,,,,
64,PT06M18.00S,2022-01-27T03:25:18.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,9,18,2022-01-27T03:25:18Z,640000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,63.0,,,,,,,,,,,
65,PT06M18.00S,2022-01-27T03:25:34.9Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626181,,,1610612757,10,18,2022-01-27T03:25:34Z,650000,,,0,,N. Powell Free Throw 2 of 2 (1 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
66,PT05M58.00S,2022-01-27T03:25:56.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],204001,5.601182654402102,51.71568627450981,1610612742,10,20,2022-01-27T03:26:05Z,660000,-9.0,0.0,1,left,K. Porzingis alley-oop DUNK (10 PTS) (L. Doncic 2 AST),"[204001, 1629029]",1610612742.0,DAL,alley-oop,,,Porzingis,K. Porzingis,,,,,,,,0.86,Made,10.0,L. Doncic,1629029.0,2.0,,,,,,,,,,,,
68,PT05M48.00S,2022-01-27T03:26:06.1Z,1,REGULAR,2pt,Jump Shot,[],1629014,80.89684625492772,85.04901960784314,1610612757,10,20,2022-01-27T03:27:36Z,680000,175.0,127.0,1,right,MISS A. Simons 21' pullup Shot,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,,,,21.64,Missed,,,,,,,,,,,,,,,,
69,PT05M48.00S,2022-01-27T03:26:06.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612742,10,20,2022-01-27T03:27:41Z,690000,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,68.0,2.0,2.0,0.0,,,,,,,,
70,PT05M27.00S,2022-01-27T03:26:27.3Z,1,REGULAR,2pt,Jump Shot,[],204001,11.514454664914586,72.54901960784314,1610612742,10,20,2022-01-27T03:26:37Z,700000,-113.0,56.0,1,left,MISS K. Porzingis 12' turnaround fadeaway Shot,[204001],1610612742.0,DAL,turnaround fadeaway,,,Porzingis,K. Porzingis,,,,,,,,12.57,Missed,,,,,,,,,,,,,,,,
71,PT05M24.00S,2022-01-27T03:26:30.3Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,10,20,2022-01-27T03:26:32Z,710000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,70.0,3.0,3.0,0.0,,,,,,,,
72,PT05M16.00S,2022-01-27T03:26:38.1Z,1,REGULAR,3pt,Jump Shot,[],203503,71.30420499342969,79.90196078431373,1610612757,10,20,2022-01-27T03:26:42Z,720000,150.0,217.0,1,right,MISS T. Snell 26' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,26.37,Missed,,,,,,,,,,,,,,,,
73,PT05M13.00S,2022-01-27T03:26:41.1Z,1,REGULAR,rebound,defensive,[],1627827,,,1610612742,10,20,2022-01-27T03:26:42Z,730000,,,0,,D. Finney-Smith REBOUND (Off:0 Def:1),[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,,,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,
74,PT04M57.00S,2022-01-27T03:26:56.2Z,1,REGULAR,2pt,Jump Shot,[],1628467,21.895532194480946,49.50980392156863,1610612742,10,22,2022-01-27T03:27:01Z,740000,2.0,153.0,1,left,M. Kleber 15' pullup Jump Shot (2 PTS) (L. Doncic 3 AST),"[1628467, 1629029]",1610612742.0,DAL,pullup,,,Kleber,M. Kleber,,,,,,,,15.33,Made,2.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,,
76,PT04M39.00S,2022-01-27T03:27:14.8Z,1,REGULAR,3pt,Jump Shot,[],1626181,66.96780551905388,50.49019607843137,1610612757,13,22,2022-01-27T03:42:08Z,760000,2.0,258.0,1,right,N. Powell 25' 3PT step back (4 PTS) (J. Nurkic 2 AST),"[1626181, 203994]",1610612757.0,POR,step back,,,Powell,N. Powell,,,,,,,,25.8,Made,4.0,J. Nurkic,203994.0,2.0,,,,,,,,,,,,
78,PT04M23.00S,2022-01-27T03:27:33.4Z,1,REGULAR,foul,personal,['2freethrow'],203468,,,1610612742,13,22,2022-01-27T03:27:51Z,780000,,,0,,C. McCollum shooting personal FOUL (1 PF) (Doncic 2 FT),"[203468, 1629029]",1610612757.0,POR,shooting,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,201640.0,1.0,1.0,Doncic,1629029.0,,,
80,PT04M23.00S,2022-01-27T03:28:03.0Z,1,REGULAR,freethrow,1 of 2,[],1629029,,,1610612742,13,23,2022-01-27T03:28:38Z,800000,,,0,,L. Doncic Free Throw 1 of 2 (1 PTS),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Made,1.0,,,,,,,,,,,,,,,
81,PT04M23.00S,2022-01-27T03:28:03.4Z,1,REGULAR,substitution,out,[],203994,,,1610612742,13,23,2022-01-27T03:28:22Z,810000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT04M23.00S,2022-01-27T03:28:03.4Z,1,REGULAR,substitution,out,[],1629014,,,1610612742,13,23,2022-01-27T03:28:22Z,820000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT04M23.00S,2022-01-27T03:28:03.4Z,1,REGULAR,substitution,out,[],1628467,,,1610612742,13,23,2022-01-27T03:28:22Z,830000,,,0,,SUB out: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT04M23.00S,2022-01-27T03:28:03.4Z,1,REGULAR,substitution,in,[],203463,,,1610612742,13,23,2022-01-27T03:28:22Z,850000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT04M23.00S,2022-01-27T03:28:03.4Z,1,REGULAR,substitution,in,[],1630570,,,1610612742,13,23,2022-01-27T03:28:22Z,860000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT04M23.00S,2022-01-27T03:28:03.4Z,1,REGULAR,substitution,in,[],203939,,,1610612742,13,23,2022-01-27T03:28:22Z,870000,,,0,,SUB in: D. Powell,[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
88,PT04M23.00S,2022-01-27T03:28:03.4Z,1,REGULAR,substitution,in,[],203493,,,1610612742,13,23,2022-01-27T03:28:22Z,880000,,,0,,SUB in: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT04M23.00S,2022-01-27T03:28:03.4Z,1,REGULAR,substitution,out,[],1628973,,,1610612742,13,23,2022-01-27T03:28:57Z,885000,,,0,,SUB out: J. Brunson,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT04M23.00S,2022-01-27T03:28:03.0Z,1,REGULAR,freethrow,2 of 2,[],1629029,,,1610612742,13,23,2022-01-27T03:28:38Z,890000,,,0,,MISS L. Doncic Free Throw 2 of 2,[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,,,,,Missed,,,,,,,,,,,,,,,,
90,PT04M21.00S,2022-01-27T03:28:05.0Z,1,REGULAR,rebound,offensive,[],203939,,,1610612742,13,23,2022-01-27T03:30:10Z,900000,,,0,,D. Powell REBOUND (Off:1 Def:0),[203939],1610612742.0,DAL,,,,Powell,D. Powell,,,,,,,,,,,,,,89.0,1.0,0.0,1.0,,,,,,,,
