actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
94,PT05M00.00S,2022-01-11T03:27:02.5Z,1,REGULAR,3pt,Jump Shot,[],1630556,6.783837056504599,94.85294117647058,1610612751,19,15,2022-01-11T03:27:06Z,920000,-224.0,11.0,1,left,MISS K. Edwards 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,22.46,Missed,,,,,,,,,,,,,,,,,,
95,PT04M58.00S,2022-01-11T03:27:04.5Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,19,15,2022-01-11T03:27:06Z,930000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,94.0,1.0,1.0,0.0,,,,,,,,,,,,,,
96,PT04M37.00S,2022-01-11T03:27:26.0Z,1,REGULAR,3pt,Jump Shot,[],203994,74.45795006570303,16.42156862745098,1610612757,19,15,2022-01-11T03:27:31Z,940000,-168.0,188.0,1,right,MISS J. Nurkic 25' 3PT,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,25.18,Missed,,,,,,,,,,,,,,,,,,
97,PT04M36.00S,2022-01-11T03:27:27.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,19,15,2022-01-11T03:27:31Z,950000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,96.0,,,,,,,,,,,,,,,,,
98,PT04M36.00S,2022-01-11T03:27:31.8Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630556,,,1610612757,19,15,2022-01-11T03:27:40Z,960000,,,0,,K. Edwards loose ball personal FOUL (1 PF) (Covington 2 FT),"[1630556, 203496]",1610612751.0,BKN,loose ball,,,Edwards,K. Edwards,,,,,,,,,,,,,,1146.0,1.0,0.0,Covington,203496.0,,,,,,
100,PT04M36.00S,2022-01-11T03:27:55.6Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],203496,,,1610612757,20,15,2022-01-11T03:27:55Z,980000,,,0,,R. Covington Free Throw 1 of 2 (3 PTS),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
101,PT04M36.00S,2022-01-11T03:27:56.2Z,1,REGULAR,substitution,out,[],203463,,,1610612757,20,15,2022-01-11T03:28:05Z,990000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M36.00S,2022-01-11T03:27:56.2Z,1,REGULAR,substitution,out,[],201142,,,1610612757,20,15,2022-01-11T03:28:05Z,1000000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
103,PT04M36.00S,2022-01-11T03:27:56.2Z,1,REGULAR,substitution,in,[],1629604,,,1610612757,20,15,2022-01-11T03:28:05Z,1010000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
104,PT04M36.00S,2022-01-11T03:27:56.2Z,1,REGULAR,substitution,in,[],201949,,,1610612757,20,15,2022-01-11T03:28:05Z,1020000,,,0,,SUB in: J. Johnson,[201949],1610612751.0,BKN,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M36.00S,2022-01-11T03:28:18.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],203496,,,1610612757,21,15,2022-01-11T03:28:18Z,1030000,,,0,,R. Covington Free Throw 2 of 2 (4 PTS),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
106,PT04M22.00S,2022-01-11T03:28:39.5Z,1,REGULAR,foul,personal,[],1629014,,,1610612751,21,15,2022-01-11T03:28:45Z,1040000,,,0,,A. Simons personal FOUL (1 PF),"[1629014, 202681]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,1627963.0,1.0,0.0,Irving,202681.0,,,,,,
108,PT04M22.00S,2022-01-11T03:28:46.2Z,1,REGULAR,substitution,out,[],203496,,,1610612751,21,15,2022-01-11T03:28:48Z,1060000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M22.00S,2022-01-11T03:28:46.2Z,1,REGULAR,substitution,in,[],1630570,,,1610612751,21,15,2022-01-11T03:28:48Z,1070000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M17.00S,2022-01-11T03:29:00.3Z,1,REGULAR,3pt,Jump Shot,[],1630560,32.802233902759525,34.31372549019608,1610612751,21,18,2022-01-11T03:29:06Z,1080000,78.0,256.0,1,left,C. Thomas 26' 3PT step back (6 PTS) (B. Griffin 1 AST),"[1630560, 201933]",1610612751.0,BKN,step back,,,Thomas,C. Thomas,,,,,26.75,Made,,,,,,,,,,,,,6.0,B. Griffin,201933.0,1.0,,
111,PT04M00.00S,2022-01-11T03:29:19.6Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",201933,,,1610612757,21,18,2022-01-11T03:29:29Z,1090000,,,0,,B. Griffin shooting personal FOUL (1 PF) (Little 2 FT),"[201933, 1629642]",1610612751.0,BKN,shooting,,,Griffin,B. Griffin,,,,,,,,,,,,,,1627963.0,1.0,0.0,Little,1629642.0,,,,,,
113,PT04M00.00S,2022-01-11T03:29:45.1Z,1,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,22,18,2022-01-11T03:29:45Z,1110000,,,0,,N. Little Free Throw 1 of 2 (2 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,,,2.0,,,,,
114,PT04M00.00S,2022-01-11T03:29:56.9Z,1,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,23,18,2022-01-11T03:29:56Z,1120000,,,0,,N. Little Free Throw 2 of 2 (3 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,,,3.0,,,,,
115,PT03M47.00S,2022-01-11T03:30:12.8Z,1,REGULAR,3pt,Jump Shot,[],1630556,6.521024967148489,97.05882352941177,1610612751,23,18,2022-01-11T03:30:17Z,1130000,-235.0,9.0,1,left,MISS K. Edwards 3PT,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,23.55,Missed,,,,,,,,,,,,,,,,,,
116,PT03M45.00S,2022-01-11T03:30:14.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,23,18,2022-01-11T03:30:17Z,1140000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,115.0,3.0,2.0,1.0,,,,,,,,,,,,,,
117,PT03M35.00S,2022-01-11T03:30:25.1Z,1,REGULAR,3pt,Jump Shot,[],1629642,72.09264126149803,80.3921568627451,1610612757,23,18,2022-01-11T03:30:32Z,1150000,152.0,210.0,1,right,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,
118,PT03M29.00S,2022-01-11T03:30:31.1Z,1,REGULAR,rebound,offensive,[],1630570,,,1610612757,23,18,2022-01-11T03:30:32Z,1160000,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,117.0,1.0,0.0,1.0,,,,,,,,,,,,,,
119,PT03M28.00S,2022-01-11T03:30:31.1Z,1,REGULAR,turnover,bad pass,[],1630570,,,1610612757,23,18,2022-01-11T03:30:36Z,1170000,,,0,,T. Watford bad pass TURNOVER (1 TO),"[1630570, 1630560]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,1.0,Thomas,1630560.0,,,,,,,,,,,
120,PT03M28.00S,2022-01-11T03:30:31.1Z,1,REGULAR,steal,,[],1630560,,,1610612751,23,18,2022-01-11T03:30:32Z,1180000,,,0,,C. Thomas STEAL (1 STL),[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,
121,PT03M27.00S,2022-01-11T03:30:33.7Z,1,REGULAR,turnover,lost ball,[],1630560,,,1610612751,23,18,2022-01-11T03:30:46Z,1190000,,,0,,C. Thomas lost ball TURNOVER (1 TO),"[1630560, 203994]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,1.0,Nurkic,203994.0,,,,,,,,,,,
122,PT03M27.00S,2022-01-11T03:30:33.7Z,1,REGULAR,steal,,[],203994,,,1610612757,23,18,2022-01-11T03:36:02Z,1200000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
123,PT03M27.00S,2022-01-11T03:30:38.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",202681,,,1610612757,23,18,2022-01-11T03:30:47Z,1210000,,,0,,K. Irving personal FOUL (2 PF) (Nurkic 2 FT),"[202681, 203994]",1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,1146.0,2.0,0.0,Nurkic,203994.0,,,,,,
126,PT03M27.00S,2022-01-11T03:31:07.1Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",203994,,,1610612757,24,18,2022-01-11T03:31:07Z,1230000,,,0,,J. Nurkic Free Throw 1 of 2 (6 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
127,PT03M27.00S,2022-01-11T03:31:12.5Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,24,18,2022-01-11T03:31:28Z,1240000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
128,PT03M27.00S,2022-01-11T03:31:12.5Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,24,18,2022-01-11T03:31:28Z,1250000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M27.00S,2022-01-11T03:31:39.0Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', 'fastbreak']",203994,,,1610612757,25,18,2022-01-11T03:31:39Z,1260000,,,0,,J. Nurkic Free Throw 2 of 2 (7 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,,,,,,,7.0,,,,,
130,PT03M10.00S,2022-01-11T03:32:04.1Z,1,REGULAR,foul,technical,['1freethrow'],1630570,,,1610612751,25,18,2022-01-11T03:32:10Z,1270000,,,0,,T. Watford defensive-3-second technical FOUL (1 Tech),[1630570],1610612757.0,POR,defensive-3-second,,,Watford,T. Watford,,,,,,,,,,,,,,1146.0,0.0,1.0,,,,,,,,
131,PT03M10.00S,2022-01-11T03:32:25.8Z,1,REGULAR,freethrow,1 of 1,[],202681,,,1610612751,25,19,2022-01-11T03:32:25Z,1280000,,,0,,K. Irving technical Free Throw 1 of 1 (6 PTS),[202681],1610612751.0,BKN,technical,,,Irving,K. Irving,,,,,,Made,,,,,,,,,,,,,6.0,,,,,
132,PT03M04.00S,2022-01-11T03:32:40.3Z,1,REGULAR,2pt,Jump Shot,[],202681,12.302890932982917,66.66666666666666,1610612751,25,21,2022-01-11T03:32:46Z,1290000,-83.0,63.0,1,left,K. Irving 10' turnaround fadeaway Jump Shot (8 PTS),[202681],1610612751.0,BKN,turnaround fadeaway,,,Irving,K. Irving,,,,,10.45,Made,,,,,,,,,,,,,8.0,,,,,
133,PT02M46.00S,2022-01-11T03:32:59.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,93.11760840998686,54.90196078431373,1610612757,25,21,2022-01-11T03:33:07Z,1300000,25.0,12.0,1,right,MISS J. Nurkic driving Layup,[203994],1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,2.74,Missed,,,,,,,,,,,,,,,,,,
134,PT02M46.00S,2022-01-11T03:32:59.9Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612751,25,21,2022-01-11T03:33:07Z,1310000,,,0,,TEAM defensive REBOUND,[],1610612751.0,BKN,,,,,,,,,,,,133.0,,,,,,,,,,,,,,,,,
135,PT02M46.00S,2022-01-11T03:33:05.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612751,25,21,2022-01-11T03:33:05Z,1320000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M46.00S,2022-01-11T03:33:09.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,25,21,2022-01-11T03:33:09Z,1330000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT02M46.00S,2022-01-11T03:35:32.4Z,1,REGULAR,substitution,out,[],203994,,,1610612751,25,21,2022-01-11T03:35:51Z,1340000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M46.00S,2022-01-11T03:35:32.4Z,1,REGULAR,substitution,out,[],202681,,,1610612751,25,21,2022-01-11T03:35:51Z,1350000,,,0,,SUB out: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M46.00S,2022-01-11T03:35:32.4Z,1,REGULAR,substitution,out,[],1630556,,,1610612751,25,21,2022-01-11T03:35:51Z,1360000,,,0,,SUB out: K. Edwards,[1630556],1610612751.0,BKN,,,,Edwards,K. Edwards,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M46.00S,2022-01-11T03:35:32.4Z,1,REGULAR,substitution,in,[],203469,,,1610612751,25,21,2022-01-11T03:35:51Z,1370000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
141,PT02M46.00S,2022-01-11T03:35:32.4Z,1,REGULAR,substitution,in,[],201142,,,1610612751,25,21,2022-01-11T03:35:51Z,1380000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
142,PT02M46.00S,2022-01-11T03:35:32.4Z,1,REGULAR,substitution,in,[],201988,,,1610612751,25,21,2022-01-11T03:35:51Z,1390000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
143,PT02M25.00S,2022-01-11T03:36:24.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201949,6.652431011826544,51.71568627450981,1610612751,25,23,2022-01-11T03:36:28Z,1400000,-9.0,10.0,1,left,J. Johnson cutting DUNK (2 PTS) (B. Griffin 2 AST),"[201949, 201933]",1610612751.0,BKN,cutting,,,Johnson,J. Johnson,,,,,1.32,Made,,,,,,,,,,,,,2.0,B. Griffin,201933.0,2.0,,
145,PT02M14.00S,2022-01-11T03:36:37.3Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630560,,,1610612757,25,23,2022-01-11T03:36:47Z,1420000,,,0,,C. Thomas personal FOUL (1 PF) (Little 2 FT),"[1630560, 1629642]",1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,1146.0,1.0,0.0,Little,1629642.0,,,,,,
147,PT02M14.00S,2022-01-11T03:37:00.0Z,1,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,26,23,2022-01-11T03:37:00Z,1440000,,,0,,N. Little Free Throw 1 of 2 (4 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,,,4.0,,,,,
148,PT02M14.00S,2022-01-11T03:37:12.3Z,1,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,27,23,2022-01-11T03:37:12Z,1450000,,,0,,N. Little Free Throw 2 of 2 (5 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,,,,,5.0,,,,,
149,PT01M56.00S,2022-01-11T03:37:31.5Z,1,REGULAR,3pt,Jump Shot,[],201988,32.013797634691194,53.67647058823529,1610612751,27,23,2022-01-11T03:37:35Z,1460000,-18.0,248.0,1,left,MISS P. Mills 24' 3PT,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,24.91,Missed,,,,,,,,,,,,,,,,,,
150,PT01M53.00S,2022-01-11T03:37:34.5Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,27,23,2022-01-11T03:37:35Z,1470000,,,0,,C. Zeller REBOUND (Off:0 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,149.0,1.0,1.0,0.0,,,,,,,,,,,,,,
151,PT01M45.00S,2022-01-11T03:37:43.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630570,93.9060446780552,49.50980392156863,1610612757,29,23,2022-01-11T03:37:48Z,1480000,-2.0,5.0,1,right,T. Watford cutting DUNK (2 PTS) (C. Elleby 1 AST),"[1630570, 1629604]",1610612757.0,POR,cutting,,,Watford,T. Watford,,,,,0.54,Made,,,,,,,,,,,,,2.0,C. Elleby,1629604.0,1.0,,
153,PT01M31.00S,2022-01-11T03:37:56.7Z,1,REGULAR,turnover,bad pass,[],201933,,,1610612751,29,23,2022-01-11T03:38:01Z,1500000,,,0,,B. Griffin bad pass TURNOVER (1 TO),"[201933, 1629604]",1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,1.0,Elleby,1629604.0,,,,,,,,,,,
154,PT01M31.00S,2022-01-11T03:37:56.7Z,1,REGULAR,steal,,[],1629604,,,1610612757,29,23,2022-01-11T03:44:08Z,1510000,,,0,,C. Elleby STEAL (1 STL),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,
155,PT01M25.00S,2022-01-11T03:38:03.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629604,93.9060446780552,49.01960784313725,1610612757,31,23,2022-01-11T03:38:13Z,1520000,-5.0,5.0,1,right,C. Elleby running Layup (2 PTS),[1629604],1610612757.0,POR,running,,,Elleby,C. Elleby,,,,,0.69,Made,,,,,,,,,,,,,2.0,,,,,
156,PT01M13.00S,2022-01-11T03:38:14.1Z,1,REGULAR,3pt,Jump Shot,[],201142,26.757555847568987,17.15686274509804,1610612751,31,26,2022-01-11T03:38:18Z,1530000,164.0,199.0,1,left,K. Durant 25' 3PT pullup (7 PTS),[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,25.8,Made,,,,,,,,,,,,,7.0,,,,,
157,PT00M54.00S,2022-01-11T03:38:33.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.06636005256242,45.09803921568628,1610612757,31,26,2022-01-11T03:38:38Z,1540000,-25.0,22.0,1,right,MISS D. Smith Jr. driving Layup,[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,3.3,Missed,,,,,,,,,,,,,,,,,,
158,PT00M52.20S,2022-01-11T03:38:35.5Z,1,REGULAR,rebound,offensive,[],203469,,,1610612757,31,26,2022-01-11T03:38:38Z,1550000,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,157.0,2.0,1.0,1.0,,,,,,,,,,,,,,
159,PT00M52.20S,2022-01-11T03:38:36.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203469,94.40999984741211,50.0,1610612757,31,26,2022-01-11T03:38:51Z,1560000,0.0,0.0,1,right,MISS C. Zeller tip Layup,[203469],1610612757.0,POR,tip,,,Zeller,C. Zeller,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
160,PT00M51.50S,2022-01-11T03:38:37.1Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,31,26,2022-01-11T03:38:51Z,1570000,,,0,,B. Griffin REBOUND (Off:0 Def:1),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,159.0,1.0,1.0,0.0,,,,,,,,,,,,,,
161,PT00M44.80S,2022-01-11T03:38:43.7Z,1,REGULAR,2pt,Jump Shot,[],1630560,4.681340341655716,21.813725490196077,1610612751,31,26,2022-01-11T03:38:48Z,1580000,141.0,-8.0,1,left,MISS C. Thomas 14' pullup Shot,[1630560],1610612751.0,BKN,pullup,,,Thomas,C. Thomas,,,,,14.12,Missed,,,,,,,,,,,,,,,,,,
162,PT00M42.60S,2022-01-11T03:38:45.9Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,31,26,2022-01-11T03:38:48Z,1590000,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,161.0,2.0,1.0,1.0,,,,,,,,,,,,,,
163,PT00M32.10S,2022-01-11T03:38:56.5Z,1,REGULAR,2pt,Jump Shot,[],1628372,75.3777923784494,26.715686274509803,1610612757,33,26,2022-01-11T03:45:21Z,1600000,-116.0,179.0,1,right,D. Smith Jr. 21' step back Jump Shot (2 PTS),[1628372],1610612757.0,POR,step back,,,Smith Jr.,D. Smith Jr.,,,,,21.34,Made,,,,,,,,,,,,,2.0,,,,,
164,PT00M20.10S,2022-01-11T03:39:14.5Z,1,REGULAR,turnover,out-of-bounds,[],1630560,,,1610612751,33,26,2022-01-11T03:39:21Z,1610000,,,0,,C. Thomas bad pass out-of-bounds TURNOVER (2 TO),[1630560],1610612751.0,BKN,bad pass,,,Thomas,C. Thomas,,,,,,,,,,,2.0,,,1204.0,,,,,,,,,,
165,PT00M20.10S,2022-01-11T03:39:23.3Z,1,REGULAR,substitution,out,[],1629642,,,1610612757,33,26,2022-01-11T03:39:28Z,1620000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
166,PT00M20.10S,2022-01-11T03:39:23.3Z,1,REGULAR,substitution,in,[],203503,,,1610612757,33,26,2022-01-11T03:39:28Z,1630000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,
167,PT00M20.10S,2022-01-11T03:39:32.0Z,1,REGULAR,substitution,out,[],201988,,,1610612757,33,26,2022-01-11T03:39:38Z,1640000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
168,PT00M20.10S,2022-01-11T03:39:32.0Z,1,REGULAR,substitution,in,[],1627761,,,1610612757,33,26,2022-01-11T03:39:38Z,1650000,,,0,,SUB in: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
169,PT00M02.20S,2022-01-11T03:40:02.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629604,67.09921156373193,20.34313725490196,1610612757,33,26,2022-01-11T03:40:07Z,1660000,-148.0,257.0,1,right,MISS C. Elleby 29' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,29.65,Missed,,,,,,,,,,,,,,,,,,
170,PT00M02.20S,2022-01-11T03:40:02.0Z,1,REGULAR,rebound,defensive,[],201933,,,1610612751,33,26,2022-01-11T03:40:17Z,1670000,,,0,,B. Griffin REBOUND (Off:0 Def:2),[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,,
171,PT00M00.00S,2022-01-11T03:40:08.2Z,1,REGULAR,period,end,[],0,,,1610612751,33,26,2022-01-11T03:40:17Z,1680000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT12M00.00S,2022-01-11T03:42:11.9Z,2,REGULAR,substitution,out,['startperiod'],201933,,,1610612751,33,26,2022-01-11T03:42:40Z,1690000,,,0,,SUB out: B. Griffin,[201933],1610612751.0,BKN,,,,Griffin,B. Griffin,,,,,,,,,,,,,,,,,,,,,,,,
173,PT12M00.00S,2022-01-11T03:42:11.9Z,2,REGULAR,substitution,out,['startperiod'],201142,,,1610612751,33,26,2022-01-11T03:42:40Z,1700000,,,0,,SUB out: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,
174,PT12M00.00S,2022-01-11T03:42:11.9Z,2,REGULAR,substitution,out,['startperiod'],1627761,,,1610612751,33,26,2022-01-11T03:42:40Z,1710000,,,0,,SUB out: D. Bembry,[1627761],1610612751.0,BKN,,,,Bembry,D. Bembry,,,,,,,,,,,,,,,,,,,,,,,,
175,PT12M00.00S,2022-01-11T03:42:11.9Z,2,REGULAR,substitution,in,['startperiod'],1630549,,,1610612751,33,26,2022-01-11T03:42:40Z,1720000,,,0,,SUB in: D. Sharpe,[1630549],1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2022-01-11T03:42:11.9Z,2,REGULAR,substitution,in,['startperiod'],201988,,,1610612751,33,26,2022-01-11T03:42:40Z,1730000,,,0,,SUB in: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2022-01-11T03:42:11.9Z,2,REGULAR,substitution,in,['startperiod'],202681,,,1610612751,33,26,2022-01-11T03:42:40Z,1740000,,,0,,SUB in: K. Irving,[202681],1610612751.0,BKN,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2022-01-11T03:42:47.6Z,2,REGULAR,period,start,[],0,,,1610612751,33,26,2022-01-11T03:42:47Z,1750000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M36.00S,2022-01-11T03:43:10.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202681,8.492115637319317,61.029411764705884,1610612751,33,26,2022-01-11T03:43:13Z,1760000,-55.0,27.0,1,left,MISS K. Irving 6' fadeaway Shot,[202681],1610612751.0,BKN,fadeaway,,,Irving,K. Irving,,,,,6.15,Missed,,,,,,,,,,,,,,,,,,
180,PT11M35.00S,2022-01-11T03:43:11.0Z,2,REGULAR,rebound,defensive,[],1630570,,,1610612757,33,26,2022-01-11T03:43:13Z,1770000,,,0,,T. Watford REBOUND (Off:1 Def:2),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,179.0,3.0,2.0,1.0,,,,,,,,,,,,,,
181,PT11M32.00S,2022-01-11T03:43:19.5Z,2,REGULAR,foul,personal,[],1630549,,,1610612757,33,26,2022-01-11T03:43:23Z,1780000,,,0,,D. Sharpe personal FOUL (1 PF),"[1630549, 203469]",1610612751.0,BKN,,,,Sharpe,D. Sharpe,,,,,,,,,,,,,,1204.0,1.0,0.0,Zeller,203469.0,,,,,,
