actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value,blockPlayerName,blockPersonId
185,PT10M56.00S,2021-12-13T02:44:43.4Z,2,REGULAR,foul,offensive,[],1629675,,,1610612750,26,33,2021-12-13T02:44:57Z,1820000,,,0,,N. Reid offensive FOUL (2 PF),"[1629675, 1629014]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,1627962.0,2.0,0.0,Simons,1629014.0,,,,,,,,,,
187,PT10M56.00S,2021-12-13T02:44:43.4Z,2,REGULAR,turnover,offensive foul,[],1629675,,,1610612750,26,33,2021-12-13T02:44:43Z,1840000,,,0,,N. Reid offensive foul TURNOVER (2 TO),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,1627962.0,,,,,,2.0,,,,,,,,
188,PT10M47.00S,2021-12-13T02:45:06.2Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,26,33,2021-12-13T02:45:06Z,1850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M37.00S,2021-12-13T02:45:31.4Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629014,78.13731931668858,45.09803921568628,1610612757,26,33,2021-12-13T02:45:56Z,1860000,-25.0,153.0,1,right,MISS A. Simons 15' step back Shot,[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,15.49,Missed,,,,,,,,,,,,,,,,,,,
190,PT10M35.00S,2021-12-13T02:45:33.4Z,2,REGULAR,rebound,defensive,[],1627736,,,1610612750,26,33,2021-12-13T02:45:36Z,1870000,,,0,,M. Beasley REBOUND (Off:0 Def:1),[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
191,PT10M32.00S,2021-12-13T02:45:41.3Z,2,REGULAR,foul,personal,[],1629014,,,1610612750,26,33,2021-12-13T02:45:48Z,1880000,,,0,,A. Simons personal FOUL (1 PF),"[1629014, 1626156]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,1627962.0,1.0,0.0,Russell,1626156.0,,,,,,,,,,
193,PT10M23.00S,2021-12-13T02:46:04.4Z,2,REGULAR,turnover,bad pass,[],1626156,,,1610612750,26,33,2021-12-13T02:46:07Z,1900000,,,0,,D. Russell bad pass TURNOVER (1 TO),"[1626156, 203496]",1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,1.0,Covington,203496.0,,,,,,
194,PT10M23.00S,2021-12-13T02:46:04.4Z,2,REGULAR,steal,,[],203496,,,1610612757,26,33,2021-12-13T02:46:05Z,1910000,,,0,,R. Covington STEAL (1 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
195,PT10M23.00S,2021-12-13T02:46:06.6Z,2,REGULAR,foul,personal,[],1626156,,,1610612757,26,33,2021-12-13T02:46:19Z,1920000,,,0,,D. Russell take personal FOUL (1 PF),"[1626156, 203463]",1610612750.0,MIN,take,,,Russell,D. Russell,,,,,,,,,,,202053.0,1.0,0.0,McLemore,203463.0,,,,,,,,,,
197,PT10M15.00S,2021-12-13T02:46:27.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203463,68.67608409986859,71.32352941176471,1610612757,29,33,2021-12-13T02:46:33Z,1940000,107.0,242.0,1,right,B. McLemore 26' 3PT pullup (3 PTS) (L. Nance Jr. 1 AST),"[203463, 1626204]",1610612757.0,POR,pullup,,,McLemore,B. McLemore,,,,,26.43,Made,,,,,,,,,,3.0,,,,L. Nance Jr.,1626204.0,1.0,,,
199,PT09M49.00S,2021-12-13T02:46:53.1Z,2,REGULAR,turnover,bad pass,[],1629020,,,1610612750,29,33,2021-12-13T02:46:56Z,1960000,,,0,,J. Vanderbilt bad pass TURNOVER (1 TO),"[1629020, 203463]",1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,1.0,McLemore,203463.0,,,,,,
200,PT09M49.00S,2021-12-13T02:46:53.1Z,2,REGULAR,steal,,[],203463,,,1610612757,29,33,2021-12-13T02:46:54Z,1970000,,,0,,B. McLemore STEAL (1 STL),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT09M43.00S,2021-12-13T02:46:59.7Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1629014,78.66294349540078,9.313725490196079,1610612757,32,33,2021-12-13T02:47:05Z,1980000,-203.0,148.0,1,right,A. Simons 25' 3PT running (8 PTS) (T. Snell 1 AST),"[1629014, 203503]",1610612757.0,POR,running,,,Simons,A. Simons,,,,,25.16,Made,,,,,,,,,,8.0,,,,T. Snell,203503.0,1.0,,,
203,PT09M41.00S,2021-12-13T02:47:09.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612750,32,33,2021-12-13T02:47:09Z,2000000,,,0,,MIN Timeout,[],1610612750.0,MIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M24.00S,2021-12-13T02:50:13.6Z,2,REGULAR,3pt,Jump Shot,[],1630183,16.507884362680684,95.09803921568627,1610612750,32,36,2021-12-13T02:50:17Z,2010000,-225.0,103.0,1,left,J. McDaniels 24' 3PT  (6 PTS) (N. Reid 1 AST),"[1630183, 1629675]",1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,24.78,Made,,,,,,,,,,6.0,,,,N. Reid,1629675.0,1.0,,,
206,PT09M08.00S,2021-12-13T02:50:29.3Z,2,REGULAR,3pt,Jump Shot,[],1629014,71.56701708278581,77.20588235294117,1610612757,35,36,2021-12-13T02:50:32Z,2030000,136.0,215.0,1,right,A. Simons 25' 3PT  (11 PTS) (T. Snell 2 AST),"[1629014, 203503]",1610612757.0,POR,,,,Simons,A. Simons,,,,,25.42,Made,,,,,,,,,,11.0,,,,T. Snell,203503.0,2.0,,,
208,PT08M53.00S,2021-12-13T02:50:44.9Z,2,REGULAR,3pt,Jump Shot,[],1626156,29.38567674113009,25.98039215686275,1610612750,35,36,2021-12-13T02:50:51Z,2050000,120.0,224.0,1,left,MISS D. Russell 25' pullup 3PT,[1626156],1610612750.0,MIN,pullup,,,Russell,D. Russell,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
209,PT08M51.00S,2021-12-13T02:50:50.4Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612750,35,36,2021-12-13T02:50:50Z,2060000,,,0,,TEAM offensive REBOUND,[],1610612750.0,MIN,,,,,,,,,,,,208.0,,,,,,,,,,,,,,,,,,
210,PT08M51.00S,2021-12-13T02:50:51.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612750,35,36,2021-12-13T02:50:51Z,2070000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
211,PT08M51.00S,2021-12-13T02:50:52.2Z,2,REGULAR,substitution,out,[],1626156,,,1610612750,35,36,2021-12-13T02:51:02Z,2080000,,,0,,SUB out: D. Russell,[1626156],1610612750.0,MIN,,,,Russell,D. Russell,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M51.00S,2021-12-13T02:50:52.2Z,2,REGULAR,substitution,out,[],1627736,,,1610612750,35,36,2021-12-13T02:51:02Z,2090000,,,0,,SUB out: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M51.00S,2021-12-13T02:50:52.2Z,2,REGULAR,substitution,in,[],201976,,,1610612750,35,36,2021-12-13T02:51:02Z,2100000,,,0,,SUB in: P. Beverley,[201976],1610612750.0,MIN,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M51.00S,2021-12-13T02:50:52.2Z,2,REGULAR,substitution,in,[],1630162,,,1610612750,35,36,2021-12-13T02:51:02Z,2110000,,,0,,SUB in: A. Edwards,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M46.00S,2021-12-13T02:51:16.7Z,2,REGULAR,turnover,bad pass,[],1630162,,,1610612750,35,36,2021-12-13T02:51:19Z,2120000,,,0,,A. Edwards bad pass TURNOVER (2 TO),"[1630162, 203496]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,,,,,,,2.0,Covington,203496.0,,,,,,
216,PT08M46.00S,2021-12-13T02:51:16.7Z,2,REGULAR,steal,,[],203496,,,1610612757,35,36,2021-12-13T02:51:18Z,2130000,,,0,,R. Covington STEAL (2 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M34.00S,2021-12-13T02:51:29.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203503,86.81011826544021,94.85294117647058,1610612757,35,36,2021-12-13T02:51:32Z,2140000,224.0,71.0,1,right,MISS T. Snell 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,23.54,Missed,,,,,,,,,,,,,,,,,,,
218,PT08M31.00S,2021-12-13T02:51:32.1Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,35,36,2021-12-13T02:51:32Z,2150000,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,217.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
219,PT08M18.00S,2021-12-13T02:51:44.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630183,6.521024967148489,54.90196078431373,1610612750,35,36,2021-12-13T02:52:07Z,2160000,-25.0,9.0,1,left,MISS J. McDaniels driving Layup,[1630183],1610612750.0,MIN,driving,,,McDaniels,J. McDaniels,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,,
220,PT08M17.00S,2021-12-13T02:51:45.9Z,2,REGULAR,rebound,offensive,[],1629675,,,1610612750,35,36,2021-12-13T02:51:45Z,2170000,,,0,,N. Reid REBOUND (Off:1 Def:0),[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,219.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
221,PT08M16.00S,2021-12-13T02:51:58.1Z,2,REGULAR,substitution,out,[],1629014,,,1610612750,35,36,2021-12-13T02:52:01Z,2180000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M16.00S,2021-12-13T02:51:58.1Z,2,REGULAR,substitution,in,[],203081,,,1610612750,35,36,2021-12-13T02:52:01Z,2190000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M10.00S,2021-12-13T02:52:19.8Z,2,REGULAR,jumpball,recovered,[],1630162,,,1610612750,35,36,2021-12-13T02:52:19Z,2200000,,,0,,Jump Ball N. Reid vs. R. Covington: Tip to A. Edwards,"[1630162, 1629675, 203496]",1610612750.0,MIN,heldball,A. Edwards,1630162.0,Edwards,A. Edwards,Reid,1629675.0,Covington,203496.0,,,,,,,,,,,,,,,,,,,,,
226,PT08M09.00S,2021-12-13T02:52:20.9Z,2,REGULAR,turnover,lost ball,[],1629675,,,1610612750,35,36,2021-12-13T03:03:28Z,2230000,,,0,,N. Reid lost ball TURNOVER (3 TO),"[1629675, 203496]",1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,3.0,Covington,203496.0,,,,,,
227,PT08M09.00S,2021-12-13T02:52:20.9Z,2,REGULAR,steal,,[],203496,,,1610612757,35,36,2021-12-13T03:04:07Z,2240000,,,0,,R. Covington STEAL (3 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M08.00S,2021-12-13T02:52:28.7Z,2,REGULAR,foul,personal,[],1630162,,,1610612757,35,36,2021-12-13T02:52:39Z,2260000,,,0,,A. Edwards personal FOUL (1 PF),"[1630162, 203463]",1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,,,,,202053.0,1.0,0.0,McLemore,203463.0,,,,,,,,,,
231,PT07M59.00S,2021-12-13T02:52:53.9Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],203081,59.477660972404735,66.17647058823529,1610612757,38,36,2021-12-13T02:52:58Z,2280000,81.0,328.0,1,right,D. Lillard 33' 3PT  (7 PTS) (B. McLemore 1 AST),"[203081, 203463]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,33.82,Made,,,,,,,,,,7.0,,,,B. McLemore,203463.0,1.0,,,
233,PT07M36.00S,2021-12-13T02:53:17.0Z,2,REGULAR,3pt,Jump Shot,[],1630162,23.209592641261498,91.42156862745098,1610612750,38,39,2021-12-13T02:53:21Z,2300000,-207.0,166.0,1,left,A. Edwards 26' 3PT pullup (8 PTS),[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,26.52,Made,,,,,,,,,,8.0,,,,,,,,,
234,PT07M23.00S,2021-12-13T02:53:32.2Z,2,REGULAR,foul,personal,['2freethrow'],1630162,,,1610612757,38,39,2021-12-13T02:53:39Z,2310000,,,0,,A. Edwards shooting personal FOUL (2 PF) (Nance Jr. 2 FT),"[1630162, 1626204]",1610612750.0,MIN,shooting,,,Edwards,A. Edwards,,,,,,,,,,,202053.0,2.0,0.0,Nance Jr.,1626204.0,,,,,,,,,,
236,PT07M23.00S,2021-12-13T02:53:56.6Z,2,REGULAR,freethrow,1 of 2,[],1626204,,,1610612757,39,39,2021-12-13T02:54:35Z,2330000,,,0,,L. Nance Jr. Free Throw 1 of 2 (1 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Made,,,,,,,,,,1.0,,,,,,,,,
237,PT07M23.00S,2021-12-13T02:54:01.5Z,2,REGULAR,substitution,out,[],203503,,,1610612757,39,39,2021-12-13T02:54:05Z,2340000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M23.00S,2021-12-13T02:54:01.5Z,2,REGULAR,substitution,in,[],1626181,,,1610612757,39,39,2021-12-13T02:54:05Z,2350000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M23.00S,2021-12-13T02:54:11.9Z,2,REGULAR,substitution,out,[],1629675,,,1610612757,39,39,2021-12-13T02:54:18Z,2360000,,,0,,SUB out: N. Reid,[1629675],1610612750.0,MIN,,,,Reid,N. Reid,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M23.00S,2021-12-13T02:54:11.9Z,2,REGULAR,substitution,in,[],1626157,,,1610612757,39,39,2021-12-13T02:54:18Z,2370000,,,0,,SUB in: K. Towns,[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT07M23.00S,2021-12-13T02:53:56.6Z,2,REGULAR,freethrow,2 of 2,[],1626204,,,1610612757,39,39,2021-12-13T02:54:35Z,2380000,,,0,,MISS L. Nance Jr. Free Throw 2 of 2,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
242,PT07M21.00S,2021-12-13T02:53:58.6Z,2,REGULAR,rebound,defensive,[],1626157,,,1610612750,39,39,2021-12-13T02:54:35Z,2390000,,,0,,K. Towns REBOUND (Off:1 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,241.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
243,PT07M02.00S,2021-12-13T02:54:52.5Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1626157,6.521024967148489,50.73529411764706,1610612750,39,39,2021-12-13T02:54:58Z,2400000,-4.0,9.0,1,left,MISS K. Towns driving DUNK - blocked,"[1626157, 1626204]",1610612750.0,MIN,driving,,,Towns,K. Towns,,,,,0.95,Missed,,,,,,,,,,,,,,,,,,Nance Jr.,1626204.0
244,PT07M02.00S,2021-12-13T02:54:52.5Z,2,REGULAR,block,,[],1626204,,,1610612750,39,39,2021-12-13T02:54:55Z,2410000,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT07M00.00S,2021-12-13T02:54:54.5Z,2,REGULAR,rebound,offensive,[],1626157,,,1610612750,39,39,2021-12-13T02:54:58Z,2420000,,,0,,K. Towns REBOUND (Off:2 Def:4),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,243.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
246,PT06M59.00S,2021-12-13T02:54:56.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626157,7.046649145860711,48.77450980392157,1610612750,39,39,2021-12-13T02:55:01Z,2430000,6.0,14.0,1,left,MISS K. Towns putback Layup,[1626157],1610612750.0,MIN,putback,,,Towns,K. Towns,,,,,1.5,Missed,,,,,,,,,,,,,,,,,,,
247,PT06M57.00S,2021-12-13T02:54:57.9Z,2,REGULAR,rebound,offensive,[],1629020,,,1610612750,39,39,2021-12-13T02:54:57Z,2440000,,,0,,J. Vanderbilt REBOUND (Off:1 Def:0),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,246.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
248,PT06M56.00S,2021-12-13T02:54:59.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1630162,32.933639947437584,41.66666666666667,1610612750,39,39,2021-12-13T02:55:05Z,2450000,42.0,257.0,1,left,MISS A. Edwards 26' 3PT,[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,,
249,PT06M56.00S,2021-12-13T02:54:59.3Z,2,REGULAR,rebound,defensive,[],203463,,,1610612757,39,39,2021-12-13T02:55:05Z,2460000,,,0,,B. McLemore REBOUND (Off:0 Def:1),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,248.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
250,PT06M44.00S,2021-12-13T02:55:10.3Z,2,REGULAR,3pt,Jump Shot,[],203463,88.12417871222075,95.83333333333334,1610612757,42,39,2021-12-13T02:55:15Z,2470000,229.0,59.0,1,right,B. McLemore 3PT  (6 PTS) (R. Covington 2 AST),"[203463, 203496]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,23.67,Made,,,,,,,,,,6.0,,,,R. Covington,203496.0,2.0,,,
252,PT06M29.00S,2021-12-13T02:55:27.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630162,6.652431011826544,51.225490196078425,1610612750,42,41,2021-12-13T02:55:34Z,2490000,-6.0,10.0,1,left,A. Edwards driving Layup (10 PTS),[1630162],1610612750.0,MIN,driving,,,Edwards,A. Edwards,,,,,1.17,Made,,,,,,,,,,10.0,,,,,,,,,
253,PT06M29.00S,2021-12-13T02:55:29.4Z,2,REGULAR,foul,personal,['1freethrow'],1626204,,,1610612750,42,41,2021-12-13T02:55:43Z,2500000,,,0,,L. Nance Jr. shooting personal FOUL (3 PF) (Edwards 1 FT),"[1626204, 1630162]",1610612757.0,POR,shooting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,204059.0,3.0,0.0,Edwards,1630162.0,,,,,,,,,,
255,PT06M29.00S,2021-12-13T02:55:54.7Z,2,REGULAR,freethrow,1 of 1,[],1630162,,,1610612750,42,42,2021-12-13T02:55:54Z,2520000,,,0,,A. Edwards Free Throw 1 of 1 (11 PTS),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,Made,,,,,,,,,,11.0,,,,,,,,,
256,PT06M15.00S,2021-12-13T02:56:09.4Z,2,REGULAR,3pt,Jump Shot,[],203081,71.30420499342969,24.019607843137255,1610612757,42,42,2021-12-13T02:56:14Z,2530000,-130.0,217.0,1,right,MISS D. Lillard 25' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,25.31,Missed,,,,,,,,,,,,,,,,,,,
257,PT06M13.00S,2021-12-13T02:56:11.4Z,2,REGULAR,rebound,defensive,[],1630162,,,1610612750,42,42,2021-12-13T02:56:14Z,2540000,,,0,,A. Edwards REBOUND (Off:0 Def:1),[1630162],1610612750.0,MIN,,,,Edwards,A. Edwards,,,,,,,256.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
258,PT06M05.00S,2021-12-13T02:56:20.3Z,2,REGULAR,3pt,Jump Shot,[],1630162,30.305519053876477,25.98039215686275,1610612750,42,42,2021-12-13T02:56:24Z,2550000,120.0,232.0,1,left,MISS A. Edwards 26' pullup 3PT,[1630162],1610612750.0,MIN,pullup,,,Edwards,A. Edwards,,,,,26.16,Missed,,,,,,,,,,,,,,,,,,,
259,PT06M02.00S,2021-12-13T02:56:23.3Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,42,42,2021-12-13T02:56:24Z,2560000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,258.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
260,PT05M57.00S,2021-12-13T02:56:28.2Z,2,REGULAR,turnover,bad pass,[],1626204,,,1610612757,42,42,2021-12-13T02:56:31Z,2570000,,,0,,L. Nance Jr. bad pass TURNOVER (1 TO),"[1626204, 1629020]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,1.0,Vanderbilt,1629020.0,,,,,,
261,PT05M57.00S,2021-12-13T02:56:28.2Z,2,REGULAR,steal,,[],1629020,,,1610612750,42,42,2021-12-13T03:10:06Z,2580000,,,0,,J. Vanderbilt STEAL (2 STL),[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
262,PT05M42.00S,2021-12-13T02:56:42.7Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1629020,17.16491458607096,42.8921568627451,1610612750,42,42,2021-12-13T02:56:46Z,2590000,36.0,109.0,1,left,MISS J. Vanderbilt 11' floating Shot,[1629020],1610612750.0,MIN,floating,,,Vanderbilt,J. Vanderbilt,,,,,11.45,Missed,,,,,,,,,,,,,,,,,,,
263,PT05M39.00S,2021-12-13T02:56:45.7Z,2,REGULAR,rebound,defensive,[],1626181,,,1610612757,42,42,2021-12-13T02:56:46Z,2600000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,262.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
264,PT05M32.00S,2021-12-13T02:56:52.4Z,2,REGULAR,3pt,Jump Shot,[],203081,76.03482260183968,10.294117647058822,1610612757,42,42,2021-12-13T02:56:59Z,2610000,-199.0,173.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,26.32,Missed,,,,,,,,,,,,,,,,,,,
265,PT05M31.00S,2021-12-13T02:56:53.4Z,2,REGULAR,rebound,defensive,[],1630183,,,1610612750,42,42,2021-12-13T02:56:59Z,2620000,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,,,264.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
266,PT05M18.00S,2021-12-13T02:57:07.6Z,2,REGULAR,3pt,Jump Shot,[],1630183,5.863994743758213,96.32352941176471,1610612750,42,42,2021-12-13T02:57:14Z,2630000,-232.0,3.0,1,left,MISS J. McDaniels 3PT,[1630183],1610612750.0,MIN,,,,McDaniels,J. McDaniels,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
267,PT05M13.00S,2021-12-13T02:57:12.6Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,42,42,2021-12-13T02:57:14Z,2640000,,,0,,D. Lillard REBOUND (Off:0 Def:4),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,266.0,4.0,4.0,0.0,,,,,,,,,,,,,,,
268,PT05M08.00S,2021-12-13T02:57:17.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203463,91.5407358738502,2.696078431372549,1610612757,45,42,2021-12-13T02:57:22Z,2650000,-237.0,27.0,1,right,B. McLemore 3PT running (9 PTS) (N. Powell 3 AST),"[203463, 1626181]",1610612757.0,POR,running,,,McLemore,B. McLemore,,,,,23.8,Made,,,,,,,,,,9.0,,,,N. Powell,1626181.0,3.0,,,
270,PT04M44.00S,2021-12-13T02:57:43.7Z,2,REGULAR,turnover,traveling,[],1626157,,,1610612750,45,42,2021-12-13T02:57:48Z,2670000,,,0,,K. Towns traveling TURNOVER (2 TO),[1626157],1610612750.0,MIN,,,,Towns,K. Towns,,,,,,,,,,,204059.0,,,,,,2.0,,,,,,,,
271,PT04M44.00S,2021-12-13T02:57:46.6Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,45,42,2021-12-13T02:58:08Z,2680000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT04M44.00S,2021-12-13T02:57:46.6Z,2,REGULAR,substitution,out,[],203496,,,1610612757,45,42,2021-12-13T02:58:08Z,2690000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M44.00S,2021-12-13T02:57:46.6Z,2,REGULAR,substitution,out,[],1629020,,,1610612757,45,42,2021-12-13T02:58:08Z,2700000,,,0,,SUB out: J. Vanderbilt,[1629020],1610612750.0,MIN,,,,Vanderbilt,J. Vanderbilt,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M44.00S,2021-12-13T02:57:46.6Z,2,REGULAR,substitution,in,[],203994,,,1610612757,45,42,2021-12-13T02:58:08Z,2710000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
275,PT04M44.00S,2021-12-13T02:57:46.6Z,2,REGULAR,substitution,in,[],1629642,,,1610612757,45,42,2021-12-13T02:58:08Z,2720000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
276,PT04M44.00S,2021-12-13T02:57:46.6Z,2,REGULAR,substitution,in,[],1627736,,,1610612757,45,42,2021-12-13T02:58:08Z,2730000,,,0,,SUB in: M. Beasley,[1627736],1610612750.0,MIN,,,,Beasley,M. Beasley,,,,,,,,,,,,,,,,,,,,,,,,,
