actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
359,PT10M57.00S,2021-10-28T03:23:52.9Z,3,REGULAR,substitution,in,[],203937,,,1610612757,51,57,2021-10-28T03:23:55Z,3570000,,,0,,SUB in: K. Anderson,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,,,,,,,,
360,PT10M41.00S,2021-10-28T03:24:09.5Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",203994,94.69448094612353,50.245098039215684,1610612757,53,57,2021-10-28T03:24:15Z,3580000,1.0,-3.0,1,right,J. Nurkic cutting DUNK (8 PTS) (C. McCollum 1 AST),"[203994, 203468]",1610612757.0,POR,cutting,,,Nurkic,J. Nurkic,,,,,0.29,Made,,,,,8.0,C. McCollum,203468.0,1.0,,,,,,,,,,
362,PT10M16.00S,2021-10-28T03:24:33.5Z,3,REGULAR,3pt,Jump Shot,[],1629001,32.670827858081466,48.28431372549019,1610612763,53,57,2021-10-28T03:24:39Z,3600000,9.0,255.0,1,left,MISS D. Melton 25' 3PT,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,25.47,Missed,,,,,,,,,,,,,,,,,,
363,PT10M14.00S,2021-10-28T03:24:35.5Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,53,57,2021-10-28T03:24:39Z,3610000,,,0,,N. Little REBOUND (Off:1 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,362.0,3.0,2.0,1.0,,,,,,,,,,,,,,
364,PT10M05.00S,2021-10-28T03:24:45.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.1688567674113,49.50980392156863,1610612757,55,57,2021-10-28T03:24:50Z,3620000,-2.0,2.0,1,right,J. Nurkic driving Layup (10 PTS) (D. Lillard 6 AST),"[203994, 203081]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,0.34,Made,,,,,10.0,D. Lillard,203081.0,6.0,,,,,,,,,,
366,PT09M49.00S,2021-10-28T03:25:00.5Z,3,REGULAR,2pt,Jump Shot,[],1630217,21.76412614980289,45.83333333333333,1610612763,55,57,2021-10-28T03:25:08Z,3640000,21.0,152.0,1,left,MISS D. Bane 15' pullup Shot - blocked,"[1630217, 1629642]",1610612763.0,MEM,pullup,,,Bane,D. Bane,,,,,15.35,Missed,,,,,,,,,Little,1629642.0,,,,,,,,
367,PT09M49.00S,2021-10-28T03:25:00.5Z,3,REGULAR,block,,[],1629642,,,1610612763,55,57,2021-10-28T03:25:03Z,3650000,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
368,PT09M46.00S,2021-10-28T03:25:03.5Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,55,57,2021-10-28T03:25:04Z,3660000,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,366.0,5.0,4.0,1.0,,,,,,,,,,,,,,
369,PT09M43.00S,2021-10-28T03:25:08.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203468,92.46057818659659,47.549019607843135,1610612757,57,57,2021-10-28T03:25:23Z,3670000,-12.0,18.0,1,right,C. McCollum running Layup (13 PTS),[203468],1610612757.0,POR,running,,,McCollum,C. McCollum,,,,,2.21,Made,,,,,13.0,,,,,,,,,,,,,
370,PT09M42.00S,2021-10-28T03:25:13.2Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,57,57,2021-10-28T03:25:13Z,3680000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT09M26.00S,2021-10-28T03:28:55.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1630217,9.806176084099869,65.44117647058823,1610612763,57,59,2021-10-28T03:29:08Z,3690000,-77.0,40.0,1,left,D. Bane 8' driving bank Hook (17 PTS),[1630217],1610612763.0,MEM,driving bank,,,Bane,D. Bane,,,,,8.68,Made,,,,,17.0,,,,,,,,,,,,,
372,PT09M09.00S,2021-10-28T03:29:13.5Z,3,REGULAR,foul,personal,['2freethrow'],203500,,,1610612757,57,59,2021-10-28T03:29:21Z,3700000,,,0,,S. Adams shooting personal FOUL (4 PF) (Nurkic 2 FT),"[203500, 203994]",1610612763.0,MEM,shooting,,,Adams,S. Adams,,,,,,,,,,,,,,,,,202053.0,,4.0,0.0,Nurkic,203994.0,,
374,PT09M09.00S,2021-10-28T03:29:40.1Z,3,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,58,59,2021-10-28T03:30:06Z,3720000,,,0,,J. Nurkic Free Throw 1 of 2 (11 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,11.0,,,,,,,,,,,,,
375,PT09M09.00S,2021-10-28T03:29:40.7Z,3,REGULAR,substitution,out,[],203500,,,1610612757,58,59,2021-10-28T03:29:45Z,3730000,,,0,,SUB out: S. Adams,[203500],1610612763.0,MEM,,,,Adams,S. Adams,,,,,,,,,,,,,,,,,,,,,,,,
376,PT09M09.00S,2021-10-28T03:29:40.7Z,3,REGULAR,substitution,in,[],1629634,,,1610612757,58,59,2021-10-28T03:29:45Z,3740000,,,0,,SUB in: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
377,PT09M09.00S,2021-10-28T03:29:40.1Z,3,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,58,59,2021-10-28T03:30:06Z,3750000,,,0,,MISS J. Nurkic Free Throw 2 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,
378,PT09M06.00S,2021-10-28T03:29:43.1Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612763,58,59,2021-10-28T03:30:06Z,3760000,,,0,,TEAM defensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,377.0,,,,,,,,,,,,,,,,,
379,PT09M06.00S,2021-10-28T03:30:06.8Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612763,58,59,2021-10-28T03:30:06Z,3770000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
380,PT08M59.00S,2021-10-28T03:30:30.1Z,3,REGULAR,foul,personal,['2freethrow'],1629642,,,1610612763,58,59,2021-10-28T03:30:38Z,3780000,,,0,,N. Little shooting personal FOUL (1 PF) (Clarke 2 FT),"[1629642, 1629634]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,,,,,,,202053.0,,1.0,0.0,Clarke,1629634.0,,
382,PT08M59.00S,2021-10-28T03:30:53.0Z,3,REGULAR,freethrow,1 of 2,[],1629634,,,1610612763,58,59,2021-10-28T03:31:14Z,3800000,,,0,,MISS B. Clarke Free Throw 1 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Missed,,,,,,,,,,,,,,,,,,
383,PT08M59.00S,2021-10-28T03:30:53.0Z,3,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612763,58,59,2021-10-28T03:31:14Z,3810000,,,0,,TEAM offensive REBOUND,[],1610612763.0,MEM,,,,,,,,,,,,382.0,,,,,,,,,,,,,,,,,
384,PT08M59.00S,2021-10-28T03:30:53.0Z,3,REGULAR,freethrow,2 of 2,[],1629634,,,1610612763,58,59,2021-10-28T03:31:14Z,3820000,,,0,,MISS B. Clarke Free Throw 2 of 2,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,Missed,,,,,,,,,,,,,,,,,,
385,PT08M56.00S,2021-10-28T03:30:56.0Z,3,REGULAR,rebound,defensive,[],203994,,,1610612757,58,59,2021-10-28T03:31:14Z,3830000,,,0,,J. Nurkic REBOUND (Off:1 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,384.0,6.0,5.0,1.0,,,,,,,,,,,,,,
386,PT08M46.00S,2021-10-28T03:31:23.8Z,3,REGULAR,3pt,Jump Shot,[],203496,87.33574244415243,94.36274509803921,1610612757,58,59,2021-10-28T03:31:28Z,3840000,222.0,67.0,1,right,MISS R. Covington 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,
387,PT08M41.00S,2021-10-28T03:31:28.8Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,58,59,2021-10-28T03:31:28Z,3850000,,,0,,J. Morant REBOUND (Off:0 Def:5),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,386.0,5.0,5.0,0.0,,,,,,,,,,,,,,
388,PT08M34.00S,2021-10-28T03:31:36.8Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,5.863994743758213,50.245098039215684,1610612763,58,61,2021-10-28T03:31:46Z,3860000,-1.0,3.0,1,left,J. Morant driving finger roll Layup (8 PTS),[1629630],1610612763.0,MEM,driving finger roll,,,Morant,J. Morant,,,,,0.29,Made,,,,,8.0,,,,,,,,,,,,,
389,PT08M34.00S,2021-10-28T03:31:39.3Z,3,REGULAR,foul,personal,['1freethrow'],1629642,,,1610612763,58,61,2021-10-28T03:31:49Z,3870000,,,0,,N. Little shooting personal FOUL (2 PF) (Morant 1 FT),"[1629642, 1629630]",1610612757.0,POR,shooting,,,Little,N. Little,,,,,,,,,,,,,,,,,202037.0,,2.0,0.0,Morant,1629630.0,,
391,PT08M34.00S,2021-10-28T03:31:59.7Z,3,REGULAR,freethrow,1 of 1,[],1629630,,,1610612763,58,62,2021-10-28T03:31:59Z,3890000,,,0,,J. Morant Free Throw 1 of 1 (9 PTS),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,Made,,,,,9.0,,,,,,,,,,,,,
392,PT08M26.00S,2021-10-28T03:32:13.9Z,3,REGULAR,3pt,Jump Shot,[],203468,66.70499342969777,49.26470588235294,1610612757,58,62,2021-10-28T03:32:19Z,3900000,-4.0,260.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,26.05,Missed,,,,,,,,,,,,,,,,,,
393,PT08M24.00S,2021-10-28T03:32:15.9Z,3,REGULAR,rebound,defensive,[],1629630,,,1610612763,58,62,2021-10-28T03:32:19Z,3910000,,,0,,J. Morant REBOUND (Off:0 Def:6),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,392.0,6.0,6.0,0.0,,,,,,,,,,,,,,
394,PT08M21.00S,2021-10-28T03:32:54.5Z,3,REGULAR,jumpball,recovered,[],1629642,,,1610612763,58,62,2021-10-28T03:32:54Z,3920000,,,0,,Jump Ball J. Nurkic vs. J. Morant: Tip to N. Little,"[1629642, 203994, 1629630]",1610612757.0,POR,heldball,N. Little,1629642.0,Little,N. Little,Nurkic,203994.0,Morant,1629630.0,,,,,,,,,,,,,,,,,,,,
397,PT08M21.00S,2021-10-28T03:32:54.5Z,3,REGULAR,turnover,lost ball,[],1629630,,,1610612763,58,62,2021-10-28T03:32:54Z,3950000,,,0,,J. Morant lost ball TURNOVER (4 TO),"[1629630, 203994]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,,,,,,,,,,,,4.0,,,,,Nurkic,203994.0
398,PT08M21.00S,2021-10-28T03:32:54.5Z,3,REGULAR,steal,,[],203994,,,1610612757,58,62,2021-10-28T03:32:54Z,3960000,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
399,PT08M14.00S,2021-10-28T03:33:01.8Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203081,66.83639947437582,18.38235294117647,1610612757,61,62,2021-10-28T03:33:07Z,3970000,-158.0,259.0,1,right,D. Lillard 30' 3PT pullup (12 PTS),[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,30.36,Made,,,,,12.0,,,,,,,,,,,,,
400,PT08M02.00S,2021-10-28T03:33:13.5Z,3,REGULAR,3pt,Jump Shot,[],1629630,32.013797634691194,42.15686274509804,1610612763,61,62,2021-10-28T03:33:17Z,3980000,39.0,248.0,1,left,MISS J. Morant 25' pullup 3PT,[1629630],1610612763.0,MEM,pullup,,,Morant,J. Morant,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,
401,PT07M59.00S,2021-10-28T03:33:16.5Z,3,REGULAR,rebound,defensive,[],203468,,,1610612757,61,62,2021-10-28T03:33:17Z,3990000,,,0,,C. McCollum REBOUND (Off:0 Def:3),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,400.0,3.0,3.0,0.0,,,,,,,,,,,,,,
402,PT07M46.00S,2021-10-28T03:33:29.7Z,3,REGULAR,3pt,Jump Shot,[],203081,66.83639947437582,78.43137254901961,1610612757,61,62,2021-10-28T03:33:36Z,4000000,142.0,259.0,1,right,MISS D. Lillard 29' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,29.56,Missed,,,,,,,,,,,,,,,,,,
403,PT07M43.00S,2021-10-28T03:33:32.7Z,3,REGULAR,rebound,defensive,[],203937,,,1610612763,61,62,2021-10-28T03:33:36Z,4010000,,,0,,K. Anderson REBOUND (Off:2 Def:4),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,402.0,6.0,4.0,2.0,,,,,,,,,,,,,,
404,PT07M41.00S,2021-10-28T03:33:38.0Z,3,REGULAR,foul,personal,[],203496,,,1610612763,61,62,2021-10-28T03:33:48Z,4020000,,,0,,R. Covington personal FOUL (3 PF),"[203496, 1629001]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,1179.0,,3.0,0.0,Melton,1629001.0,,
406,PT07M37.00S,2021-10-28T03:34:06.5Z,3,REGULAR,turnover,out-of-bounds,[],1629630,,,1610612763,61,62,2021-10-28T03:34:14Z,4040000,,,0,,J. Morant bad pass out-of-bounds TURNOVER (5 TO),[1629630],1610612763.0,MEM,bad pass,,,Morant,J. Morant,,,,,,,,,,,,,,,,,202053.0,5.0,,,,,,
407,PT07M21.00S,2021-10-28T03:34:28.9Z,3,REGULAR,foul,personal,['2freethrow'],1629634,,,1610612757,61,62,2021-10-28T03:34:37Z,4050000,,,0,,B. Clarke shooting personal FOUL (2 PF) (Nurkic 2 FT),"[1629634, 203994]",1610612763.0,MEM,shooting,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,202053.0,,2.0,0.0,Nurkic,203994.0,,
409,PT07M21.00S,2021-10-28T03:34:55.7Z,3,REGULAR,freethrow,1 of 2,['fromturnover'],203994,,,1610612757,62,62,2021-10-28T03:34:55Z,4070000,,,0,,J. Nurkic Free Throw 1 of 2 (12 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,12.0,,,,,,,,,,,,,
410,PT07M21.00S,2021-10-28T03:35:11.0Z,3,REGULAR,freethrow,2 of 2,['fromturnover'],203994,,,1610612757,63,62,2021-10-28T03:35:11Z,4080000,,,0,,J. Nurkic Free Throw 2 of 2 (13 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,13.0,,,,,,,,,,,,,
411,PT07M10.00S,2021-10-28T03:35:23.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.521024967148489,51.71568627450981,1610612763,63,62,2021-10-28T03:35:29Z,4090000,-9.0,9.0,1,left,MISS J. Morant driving Layup,[1629630],1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,1.23,Missed,,,,,,,,,,,,,,,,,,
412,PT07M10.00S,2021-10-28T03:35:25.2Z,3,REGULAR,rebound,offensive,[],1629634,,,1610612763,63,62,2021-10-28T03:35:25Z,4100000,,,0,,B. Clarke REBOUND (Off:2 Def:2),[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,411.0,4.0,2.0,2.0,,,,,,,,,,,,,,
413,PT07M04.00S,2021-10-28T03:35:30.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629001,16.507884362680684,96.07843137254902,1610612763,63,62,2021-10-28T03:35:35Z,4110000,-230.0,103.0,1,left,MISS D. Melton 25' pullup 3PT,[1629001],1610612763.0,MEM,pullup,,,Melton,D. Melton,,,,,25.23,Missed,,,,,,,,,,,,,,,,,,
414,PT07M01.00S,2021-10-28T03:35:33.3Z,3,REGULAR,rebound,defensive,[],1629642,,,1610612757,63,62,2021-10-28T03:35:35Z,4120000,,,0,,N. Little REBOUND (Off:1 Def:3),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,413.0,4.0,3.0,1.0,,,,,,,,,,,,,,
415,PT06M53.00S,2021-10-28T03:35:41.4Z,3,REGULAR,3pt,Jump Shot,[],203081,68.28186596583443,17.15686274509804,1610612757,66,62,2021-10-28T03:35:47Z,4130000,-164.0,246.0,1,right,D. Lillard 29' 3PT step back (15 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,29.55,Made,,,,,15.0,,,,,,,,,,,,,
416,PT06M45.00S,2021-10-28T03:35:51.2Z,3,REGULAR,foul,personal,[],1629642,,,1610612763,66,62,2021-10-28T03:36:02Z,4140000,,,0,,N. Little personal FOUL (3 PF),"[1629642, 1629630]",1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,202037.0,,3.0,0.0,Morant,1629630.0,,
418,PT06M45.00S,2021-10-28T03:36:03.2Z,3,REGULAR,substitution,out,[],1630217,,,1610612763,66,62,2021-10-28T03:36:12Z,4160000,,,0,,SUB out: D. Bane,[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,,,,,,,,,,,,,,,,,,,,
419,PT06M45.00S,2021-10-28T03:36:03.2Z,3,REGULAR,substitution,in,[],1630533,,,1610612763,66,62,2021-10-28T03:36:12Z,4170000,,,0,,SUB in: Z. Williams,[1630533],1610612763.0,MEM,,,,Williams,Z. Williams,,,,,,,,,,,,,,,,,,,,,,,,
420,PT06M41.00S,2021-10-28T03:36:27.1Z,3,REGULAR,foul,offensive,[],203937,,,1610612763,66,62,2021-10-28T03:36:35Z,4180000,,,0,,K. Anderson offensive FOUL (1 PF),"[203937, 203081]",1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,202053.0,,1.0,0.0,Lillard,203081.0,,
422,PT06M41.00S,2021-10-28T03:36:27.1Z,3,REGULAR,turnover,offensive foul,[],203937,,,1610612763,66,62,2021-10-28T03:36:27Z,4200000,,,0,,K. Anderson offensive foul TURNOVER (1 TO),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,,,,,,,,,,,,202053.0,1.0,,,,,,
423,PT06M20.00S,2021-10-28T03:37:00.0Z,3,REGULAR,2pt,Jump Shot,['fromturnover'],203468,78.26872536136662,69.85294117647058,1610612757,68,62,2021-10-28T03:40:50Z,4210000,99.0,152.0,1,right,C. McCollum 18' Jump Shot (15 PTS),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,18.14,Made,,,,,15.0,,,,,,,,,,,,,
424,PT05M59.00S,2021-10-28T03:37:20.6Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629630,6.652431011826544,47.30392156862745,1610612763,68,62,2021-10-28T03:37:30Z,4220000,13.0,10.0,1,left,MISS J. Morant driving Layup - blocked,"[1629630, 203994]",1610612763.0,MEM,driving,,,Morant,J. Morant,,,,,1.68,Missed,,,,,,,,,Nurkic,203994.0,,,,,,,,
425,PT05M59.00S,2021-10-28T03:37:20.6Z,3,REGULAR,block,,[],203994,,,1610612763,68,62,2021-10-28T03:37:24Z,4230000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
426,PT05M59.00S,2021-10-28T03:37:20.6Z,3,REGULAR,rebound,offensive,[],1629630,,,1610612763,68,62,2021-10-28T03:37:42Z,4240000,,,0,,J. Morant REBOUND (Off:1 Def:6),[1629630],1610612763.0,MEM,,,,Morant,J. Morant,,,,,,,424.0,7.0,6.0,1.0,,,,,,,,,,,,,,
427,PT05M52.00S,2021-10-28T03:37:27.9Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1629630,9.017739816031538,4.901960784313726,1610612763,68,65,2021-10-28T03:37:38Z,4250000,225.0,32.0,1,left,J. Morant 3PT  (12 PTS) (K. Anderson 3 AST),"[1629630, 203937]",1610612763.0,MEM,,,,Morant,J. Morant,,,,,22.78,Made,,,,,12.0,K. Anderson,203937.0,3.0,,,,,,,,,,
429,PT05M40.00S,2021-10-28T03:37:40.1Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.03745072273325,49.754901960784316,1610612757,70,65,2021-10-28T03:37:47Z,4270000,-1.0,4.0,1,right,J. Nurkic Layup (15 PTS) (D. Lillard 7 AST),"[203994, 203081]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,0.37,Made,,,,,15.0,D. Lillard,203081.0,7.0,,,,,,,,,,
431,PT05M27.00S,2021-10-28T03:37:52.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629630,15.588042049934298,56.86274509803921,1610612763,70,67,2021-10-28T03:37:59Z,4290000,-34.0,94.0,1,left,J. Morant 10' driving floating Jump Shot (14 PTS),[1629630],1610612763.0,MEM,driving floating,,,Morant,J. Morant,,,,,10.01,Made,,,,,14.0,,,,,,,,,,,,,
432,PT05M09.00S,2021-10-28T03:38:10.5Z,3,REGULAR,3pt,Jump Shot,[],203081,65.52233902759527,59.31372549019608,1610612757,73,67,2021-10-28T03:38:16Z,4300000,47.0,272.0,1,right,D. Lillard 27' 3PT step back (18 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,27.56,Made,,,,,18.0,,,,,,,,,,,,,
433,PT04M45.00S,2021-10-28T03:38:37.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203994,,,1610612763,73,67,2021-10-28T03:38:51Z,4310000,,,0,,J. Nurkic personal FOUL (1 PF) (Anderson 2 FT),"[203994, 203937]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,202053.0,,1.0,0.0,Anderson,203937.0,,
435,PT04M45.00S,2021-10-28T03:39:24.8Z,3,REGULAR,freethrow,1 of 2,[],203937,,,1610612763,73,68,2021-10-28T03:39:53Z,4330000,,,0,,K. Anderson Free Throw 1 of 2 (6 PTS),[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
436,PT04M45.00S,2021-10-28T03:39:25.9Z,3,REGULAR,substitution,out,[],203468,,,1610612763,73,68,2021-10-28T03:39:42Z,4340000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
437,PT04M45.00S,2021-10-28T03:39:25.9Z,3,REGULAR,substitution,out,[],203994,,,1610612763,73,68,2021-10-28T03:39:42Z,4350000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
438,PT04M45.00S,2021-10-28T03:39:25.9Z,3,REGULAR,substitution,out,[],1629001,,,1610612763,73,68,2021-10-28T03:39:42Z,4360000,,,0,,SUB out: D. Melton,[1629001],1610612763.0,MEM,,,,Melton,D. Melton,,,,,,,,,,,,,,,,,,,,,,,,
439,PT04M45.00S,2021-10-28T03:39:25.9Z,3,REGULAR,substitution,out,[],1629634,,,1610612763,73,68,2021-10-28T03:39:42Z,4370000,,,0,,SUB out: B. Clarke,[1629634],1610612763.0,MEM,,,,Clarke,B. Clarke,,,,,,,,,,,,,,,,,,,,,,,,
440,PT04M45.00S,2021-10-28T03:39:25.9Z,3,REGULAR,substitution,in,[],1629014,,,1610612763,73,68,2021-10-28T03:39:42Z,4380000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
441,PT04M45.00S,2021-10-28T03:39:25.9Z,3,REGULAR,substitution,in,[],203469,,,1610612763,73,68,2021-10-28T03:39:42Z,4390000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,
442,PT04M45.00S,2021-10-28T03:39:25.9Z,3,REGULAR,substitution,in,[],1630214,,,1610612763,73,68,2021-10-28T03:39:42Z,4400000,,,0,,SUB in: X. Tillman,[1630214],1610612763.0,MEM,,,,Tillman,X. Tillman,,,,,,,,,,,,,,,,,,,,,,,,
443,PT04M45.00S,2021-10-28T03:39:25.9Z,3,REGULAR,substitution,in,[],1629723,,,1610612763,73,68,2021-10-28T03:39:42Z,4410000,,,0,,SUB in: J. Konchar,[1629723],1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,,,,,,,
444,PT04M45.00S,2021-10-28T03:39:24.8Z,3,REGULAR,freethrow,2 of 2,[],203937,,,1610612763,73,68,2021-10-28T03:39:53Z,4420000,,,0,,MISS K. Anderson Free Throw 2 of 2,[203937],1610612763.0,MEM,,,,Anderson,K. Anderson,,,,,,Missed,,,,,,,,,,,,,,,,,,
445,PT04M42.00S,2021-10-28T03:39:27.8Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,73,68,2021-10-28T03:39:53Z,4430000,,,0,,R. Covington REBOUND (Off:0 Def:4),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,444.0,4.0,4.0,0.0,,,,,,,,,,,,,,
446,PT04M29.00S,2021-10-28T03:40:05.6Z,3,REGULAR,3pt,Jump Shot,[],1629014,72.35545335085413,82.1078431372549,1610612757,76,68,2021-10-28T03:40:12Z,4440000,161.0,207.0,1,right,A. Simons 26' 3PT  (17 PTS) (D. Lillard 8 AST),"[1629014, 203081]",1610612757.0,POR,,,,Simons,A. Simons,,,,,26.22,Made,,,,,17.0,D. Lillard,203081.0,8.0,,,,,,,,,,
448,PT04M28.00S,2021-10-28T03:40:19.3Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612763,76,68,2021-10-28T03:40:19Z,4460000,,,0,,MEM Timeout,[],1610612763.0,MEM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M13.00S,2021-10-28T03:43:49.6Z,3,REGULAR,turnover,bad pass,[],1629723,,,1610612763,76,68,2021-10-28T03:43:53Z,4470000,,,0,,J. Konchar bad pass TURNOVER (1 TO),"[1629723, 1629642]",1610612763.0,MEM,,,,Konchar,J. Konchar,,,,,,,,,,,,,,,,,,1.0,,,,,Little,1629642.0
450,PT04M13.00S,2021-10-28T03:43:49.6Z,3,REGULAR,steal,,[],1629642,,,1610612757,76,68,2021-10-28T03:43:51Z,4480000,,,0,,N. Little STEAL (1 STL),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,
