actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,value
175,PT08M48.00S,2021-11-21T03:42:22.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203503,91.40932982917214,3.9215686274509802,1610612757,33,27,2021-11-21T03:42:26Z,1730000,-230.0,28.0,1,right,MISS T. Snell 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,23.21,Missed,,,,,,,,,,,,,,,,,,,
176,PT08M46.00S,2021-11-21T03:42:24.7Z,2,REGULAR,rebound,defensive,[],1627788,,,1610612755,33,27,2021-11-21T03:42:26Z,1740000,,,0,,F. Korkmaz REBOUND (Off:0 Def:1),[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,175.0,1.0,1.0,0.0,,,,,,,,,,,,,,
177,PT08M42.00S,2021-11-21T03:42:29.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627788,24.26084099868594,86.51960784313727,1610612755,33,27,2021-11-21T03:42:34Z,1750000,-183.0,176.0,1,left,MISS F. Korkmaz 25' running 3PT,[1627788],1610612755.0,PHI,running,,,Korkmaz,F. Korkmaz,,,,,25.33,Missed,,,,,,,,,,,,,,,,,,,
178,PT08M40.00S,2021-11-21T03:42:31.5Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,33,27,2021-11-21T03:42:34Z,1760000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,177.0,3.0,2.0,1.0,,,,,,,,,,,,,,
179,PT08M32.00S,2021-11-21T03:42:39.3Z,2,REGULAR,3pt,Jump Shot,[],203468,66.17936925098554,28.921568627450984,1610612757,36,27,2021-11-21T03:42:47Z,1770000,-105.0,265.0,1,right,C. McCollum 28' 3PT pullup (14 PTS) (A. Simons 2 AST),"[203468, 1629014]",1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,28.56,Made,14.0,,,,,,,,,,,,,A. Simons,1629014.0,2.0,,,
181,PT08M31.00S,2021-11-21T03:42:43.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,36,27,2021-11-21T03:42:43Z,1790000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
182,PT08M31.00S,2021-11-21T03:43:38.0Z,2,REGULAR,substitution,out,[],1626204,,,1610612755,36,27,2021-11-21T03:45:40Z,1800000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT08M31.00S,2021-11-21T03:43:38.0Z,2,REGULAR,substitution,out,[],1629680,,,1610612755,36,27,2021-11-21T03:45:40Z,1810000,,,0,,SUB out: M. Thybulle,[1629680],1610612755.0,PHI,,,,Thybulle,M. Thybulle,,,,,,,,,,,,,,,,,,,,,,,,,
184,PT08M31.00S,2021-11-21T03:43:38.0Z,2,REGULAR,substitution,in,[],203994,,,1610612755,36,27,2021-11-21T03:45:40Z,1820000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
185,PT08M31.00S,2021-11-21T03:43:38.0Z,2,REGULAR,substitution,in,[],1630178,,,1610612755,36,27,2021-11-21T03:45:40Z,1830000,,,0,,SUB in: T. Maxey,[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,,,,,,,,,,,,
186,PT08M31.00S,2021-11-21T03:45:56.2Z,2,REGULAR,violation,delay-of-game,['team'],0,,,1610612755,36,27,2021-11-21T03:46:00Z,1840000,,,0,,TEAM delay-of-game VIOLATION,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,1830.0,,,,,,,,,,,
187,PT08M16.00S,2021-11-21T03:46:16.2Z,2,REGULAR,foul,personal,[],203503,,,1610612755,36,27,2021-11-21T03:46:20Z,1850000,,,0,,T. Snell personal FOUL (1 PF),"[203503, 1627777]",1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,203592.0,1.0,0.0,Niang,1627777.0,,,,,,,
189,PT08M16.00S,2021-11-21T03:46:22.4Z,2,REGULAR,substitution,out,[],1627788,,,1610612755,36,27,2021-11-21T03:46:31Z,1870000,,,0,,SUB out: F. Korkmaz,[1627788],1610612755.0,PHI,,,,Korkmaz,F. Korkmaz,,,,,,,,,,,,,,,,,,,,,,,,,
190,PT08M16.00S,2021-11-21T03:46:22.4Z,2,REGULAR,substitution,in,[],203552,,,1610612755,36,27,2021-11-21T03:46:31Z,1880000,,,0,,SUB in: S. Curry,[203552],1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,
191,PT08M16.00S,2021-11-21T03:46:22.4Z,2,REGULAR,substitution,out,[],1629003,,,1610612755,36,27,2021-11-21T03:46:41Z,1890000,,,0,,SUB out: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT08M16.00S,2021-11-21T03:46:22.4Z,2,REGULAR,substitution,in,[],202699,,,1610612755,36,27,2021-11-21T03:46:41Z,1900000,,,0,,SUB in: T. Harris,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT08M06.00S,2021-11-21T03:46:49.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,12.959921156373195,52.20588235294118,1610612755,36,29,2021-11-21T03:46:52Z,1910000,-11.0,69.0,1,left,T. Harris 7' turnaround fadeaway Jump Shot (10 PTS),[202699],1610612755.0,PHI,turnaround fadeaway,,,Harris,T. Harris,,,,,7.02,Made,10.0,,,,,,,,,,,,,,,,,,
194,PT07M49.00S,2021-11-21T03:47:05.4Z,2,REGULAR,3pt,Jump Shot,[],203468,72.88107752956637,82.35294117647058,1610612757,36,29,2021-11-21T03:47:09Z,1920000,162.0,202.0,1,right,MISS C. McCollum 25' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,25.91,Missed,,,,,,,,,,,,,,,,,,,
195,PT07M47.00S,2021-11-21T03:47:07.4Z,2,REGULAR,rebound,defensive,[],1629646,,,1610612755,36,29,2021-11-21T03:47:09Z,1930000,,,0,,C. Bassey REBOUND (Off:0 Def:3),[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,194.0,3.0,3.0,0.0,,,,,,,,,,,,,,
196,PT07M33.00S,2021-11-21T03:47:20.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629646,4.944152431011826,50.49019607843137,1610612755,36,31,2021-11-21T03:47:24Z,1940000,-2.0,-6.0,1,left,C. Bassey alley-oop Layup (4 PTS) (T. Maxey 3 AST),"[1629646, 1630178]",1610612755.0,PHI,alley-oop,,,Bassey,C. Bassey,,,,,0.65,Made,4.0,,,,,,,,,,,,,T. Maxey,1630178.0,3.0,,,
198,PT07M23.00S,2021-11-21T03:47:31.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,86.15308804204993,50.0,1610612757,38,31,2021-11-21T03:47:35Z,1960000,0.0,78.0,1,right,C. McCollum 7' driving floating Jump Shot (16 PTS),[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,7.77,Made,16.0,,,,,,,,,,,,,,,,,,
199,PT07M02.00S,2021-11-21T03:47:52.4Z,2,REGULAR,3pt,Jump Shot,[],1627777,4.28712220762155,97.05882352941177,1610612755,38,34,2021-11-21T03:47:56Z,1970000,-235.0,-12.0,1,left,G. Niang 3PT  (6 PTS) (T. Maxey 4 AST),"[1627777, 1630178]",1610612755.0,PHI,,,,Niang,G. Niang,,,,,23.56,Made,6.0,,,,,,,,,,,,,T. Maxey,1630178.0,4.0,,,
201,PT06M51.00S,2021-11-21T03:48:05.8Z,2,REGULAR,foul,personal,[],1629646,,,1610612757,38,34,2021-11-21T03:48:18Z,1990000,,,0,,C. Bassey personal FOUL (1 PF),"[1629646, 1629014]",1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,203592.0,1.0,0.0,Simons,1629014.0,,,,,,,
203,PT06M51.00S,2021-11-21T03:48:18.2Z,2,REGULAR,substitution,out,[],203468,,,1610612757,38,34,2021-11-21T03:48:32Z,2010000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT06M51.00S,2021-11-21T03:48:18.2Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,38,34,2021-11-21T03:48:32Z,2020000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT06M51.00S,2021-11-21T03:48:18.2Z,2,REGULAR,substitution,out,[],1629646,,,1610612757,38,34,2021-11-21T03:48:32Z,2030000,,,0,,SUB out: C. Bassey,[1629646],1610612755.0,PHI,,,,Bassey,C. Bassey,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT06M51.00S,2021-11-21T03:48:18.2Z,2,REGULAR,substitution,in,[],203081,,,1610612757,38,34,2021-11-21T03:48:32Z,2040000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT06M51.00S,2021-11-21T03:48:18.2Z,2,REGULAR,substitution,in,[],1626181,,,1610612757,38,34,2021-11-21T03:48:32Z,2050000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT06M51.00S,2021-11-21T03:48:18.2Z,2,REGULAR,substitution,in,[],203083,,,1610612757,38,34,2021-11-21T03:48:32Z,2060000,,,0,,SUB in: A. Drummond,[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT06M45.00S,2021-11-21T03:48:40.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,92.72339027595268,54.41176470588235,1610612757,38,34,2021-11-21T03:48:46Z,2070000,22.0,16.0,1,right,MISS A. Simons driving Layup,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,2.72,Missed,,,,,,,,,,,,,,,,,,,
210,PT06M42.00S,2021-11-21T03:48:43.9Z,2,REGULAR,rebound,defensive,[],1630178,,,1610612755,38,34,2021-11-21T03:48:46Z,2080000,,,0,,T. Maxey REBOUND (Off:0 Def:2),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,209.0,2.0,2.0,0.0,,,,,,,,,,,,,,
211,PT06M38.00S,2021-11-21T03:48:46.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1627777,5.863994743758213,95.09803921568627,1610612755,38,34,2021-11-21T03:48:52Z,2090000,-225.0,3.0,1,left,MISS G. Niang running 3PT,[1627777],1610612755.0,PHI,running,,,Niang,G. Niang,,,,,22.55,Missed,,,,,,,,,,,,,,,,,,,
212,PT06M36.00S,2021-11-21T03:48:48.9Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,38,34,2021-11-21T03:48:52Z,2100000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,211.0,4.0,4.0,0.0,,,,,,,,,,,,,,
213,PT06M27.00S,2021-11-21T03:48:58.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],203994,89.56964520367937,47.549019607843135,1610612757,40,34,2021-11-21T03:49:02Z,2110000,-12.0,46.0,1,right,J. Nurkic driving Hook (4 PTS) (A. Simons 3 AST),"[203994, 1629014]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,4.71,Made,4.0,,,,,,,,,,,,,A. Simons,1629014.0,3.0,,,
215,PT06M08.00S,2021-11-21T03:49:19.6Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612755,40,34,2021-11-21T03:49:19Z,2130000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT06M08.00S,2021-11-21T03:49:21.6Z,2,REGULAR,substitution,out,[],203503,,,1610612755,40,34,2021-11-21T03:49:25Z,2140000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT06M08.00S,2021-11-21T03:49:21.6Z,2,REGULAR,substitution,in,[],203496,,,1610612755,40,34,2021-11-21T03:49:25Z,2150000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT06M06.00S,2021-11-21T03:49:41.2Z,2,REGULAR,turnover,bad pass,[],202699,,,1610612755,40,34,2021-11-21T03:49:44Z,2160000,,,0,,T. Harris bad pass TURNOVER (2 TO),"[202699, 203994]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,2.0,,,,Nurkic,203994.0,
219,PT06M06.00S,2021-11-21T03:49:41.2Z,2,REGULAR,steal,,[],203994,,,1610612757,40,34,2021-11-21T03:49:42Z,2170000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT06M02.00S,2021-11-21T03:49:46.5Z,2,REGULAR,foul,personal,['2freethrow'],203083,,,1610612757,40,34,2021-11-21T03:49:53Z,2180000,,,0,,A. Drummond shooting personal FOUL (1 PF) (Simons 2 FT),"[203083, 1629014]",1610612755.0,PHI,shooting,,,Drummond,A. Drummond,,,,,,,,,,,,,,202035.0,1.0,0.0,Simons,1629014.0,,,,,,,
222,PT06M02.00S,2021-11-21T03:50:10.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629014,,,1610612757,41,34,2021-11-21T03:50:10Z,2200000,,,0,,A. Simons Free Throw 1 of 2 (1 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
223,PT06M02.00S,2021-11-21T03:50:26.6Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629014,,,1610612757,42,34,2021-11-21T03:50:26Z,2210000,,,0,,A. Simons Free Throw 2 of 2 (2 PTS),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
224,PT05M39.00S,2021-11-21T03:50:51.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,10.200394218134035,63.23529411764706,1610612755,42,34,2021-11-21T03:50:57Z,2220000,-66.0,43.0,1,left,MISS T. Harris 7' pullup Shot,[202699],1610612755.0,PHI,pullup,,,Harris,T. Harris,,,,,7.92,Missed,,,,,,,,,,,,,,,,,,,
225,PT05M38.00S,2021-11-21T03:50:52.3Z,2,REGULAR,rebound,defensive,[],203496,,,1610612757,42,34,2021-11-21T03:50:57Z,2230000,,,0,,R. Covington REBOUND (Off:0 Def:1),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,224.0,1.0,1.0,0.0,,,,,,,,,,,,,,
227,PT05M32.00S,2021-11-21T03:51:12.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,42,34,2021-11-21T03:51:16Z,2250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT05M31.00S,2021-11-21T03:51:30.6Z,2,REGULAR,foul,personal,[],203552,,,1610612757,42,34,2021-11-21T03:51:36Z,2260000,,,0,,S. Curry personal FOUL (1 PF),"[203552, 1629014]",1610612755.0,PHI,,,,Curry,S. Curry,,,,,,,,,,,,,,202035.0,1.0,0.0,Simons,1629014.0,,,,,,,
230,PT05M18.00S,2021-11-21T03:51:58.8Z,2,REGULAR,3pt,Jump Shot,[],203081,65.39093298291722,24.264705882352942,1610612757,42,34,2021-11-21T03:52:11Z,2280000,-129.0,273.0,1,right,MISS D. Lillard 30' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,30.16,Missed,,,,,,,,,,,,,,,,,,,
231,PT05M15.00S,2021-11-21T03:52:01.8Z,2,REGULAR,rebound,defensive,[],1627777,,,1610612755,42,34,2021-11-21T03:52:11Z,2290000,,,0,,G. Niang REBOUND (Off:0 Def:3),[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,230.0,3.0,3.0,0.0,,,,,,,,,,,,,,
240,PT04M59.00S,2021-11-21T03:52:08.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202699,11.744415243101187,48.774509803921575,1610612755,42,34,2021-11-21T03:54:56Z,2295000,6.0,58.0,1,left,MISS T. Harris turnaround Shot - blocked,"[202699, 203081]",1610612755.0,PHI,turnaround,,,Harris,T. Harris,,,,,5.82,Missed,,,,,,Lillard,203081.0,,,,,,,,,,,,
241,PT04M59.00S,2021-11-21T03:52:08.7Z,2,REGULAR,block,,[],203081,,,1610612755,42,34,2021-11-21T03:54:56Z,2297500,,,0,,D. Lillard BLOCK (1 BLK),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT04M59.00S,2021-11-21T03:52:08.7Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,42,34,2021-11-21T03:54:56Z,2298750,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,240.0,5.0,5.0,0.0,,,,,,,,,,,,,,
234,PT04M57.00S,2021-11-21T03:52:34.8Z,2,REGULAR,foul,personal,[],1630178,,,1610612757,42,34,2021-11-21T04:07:17Z,2320000,,,0,,T. Maxey take personal FOUL (1 PF),"[1630178, 1626181]",1610612755.0,PHI,take,,,Maxey,T. Maxey,,,,,,,,,,,,,,203592.0,1.0,0.0,Powell,1626181.0,,,,,,,
236,PT04M57.00S,2021-11-21T03:52:42.5Z,2,REGULAR,foul,technical,['1freethrow'],202699,,,1610612757,42,34,2021-11-21T03:55:43Z,2340000,,,0,,T. Harris technical FOUL (1 Tech),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,202035.0,0.0,1.0,,,,,,,,,
237,PT04M57.00S,2021-11-21T03:53:08.0Z,2,REGULAR,freethrow,1 of 1,[],203081,,,1610612757,43,34,2021-11-21T03:53:08Z,2350000,,,0,,D. Lillard technical Free Throw 1 of 1 (13 PTS),[203081],1610612757.0,POR,technical,,,Lillard,D. Lillard,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
238,PT04M48.00S,2021-11-21T03:53:40.0Z,2,REGULAR,2pt,Jump Shot,[],1626181,76.03482260183968,40.19607843137255,1610612757,45,34,2021-11-21T03:55:01Z,2360000,-49.0,173.0,1,right,N. Powell 17' step back Jump Shot (4 PTS),[1626181],1610612757.0,POR,step back,,,Powell,N. Powell,,,,,17.96,Made,4.0,,,,,,,,,,,,,,,,,,
239,PT04M46.00S,2021-11-21T03:53:49.0Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612755,45,34,2021-11-21T03:53:49Z,2370000,,,0,,PHI Timeout,[],1610612755.0,PHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT04M34.00S,2021-11-21T03:56:52.1Z,2,REGULAR,3pt,Jump Shot,[],203552,28.597240473061763,73.2843137254902,1610612755,45,34,2021-11-21T03:56:56Z,2380000,-116.0,216.0,1,left,MISS S. Curry 24' pullup 3PT,[203552],1610612755.0,PHI,pullup,,,Curry,S. Curry,,,,,24.56,Missed,,,,,,,,,,,,,,,,,,,
244,PT04M30.00S,2021-11-21T03:56:56.1Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,45,34,2021-11-21T03:56:56Z,2390000,,,0,,J. Nurkic REBOUND (Off:0 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,243.0,6.0,6.0,0.0,,,,,,,,,,,,,,
245,PT04M13.00S,2021-11-21T03:57:12.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,92.59198423127464,48.03921568627451,1610612757,45,34,2021-11-21T03:57:16Z,2400000,-10.0,17.0,1,right,MISS D. Lillard alley-oop Layup,[203081],1610612757.0,POR,alley-oop,,,Lillard,D. Lillard,,,,,1.97,Missed,,,,,,,,,,,,,,,,,,,
246,PT04M11.00S,2021-11-21T03:57:14.4Z,2,REGULAR,rebound,defensive,[],203083,,,1610612755,45,34,2021-11-21T03:57:16Z,2410000,,,0,,A. Drummond REBOUND (Off:0 Def:2),[203083],1610612755.0,PHI,,,,Drummond,A. Drummond,,,,,,,,245.0,2.0,2.0,0.0,,,,,,,,,,,,,,
247,PT04M00.00S,2021-11-21T03:57:24.7Z,2,REGULAR,turnover,bad pass,[],202699,,,1610612755,45,34,2021-11-21T03:57:28Z,2420000,,,0,,T. Harris bad pass TURNOVER (3 TO),"[202699, 203994]",1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,,,,,,3.0,,,,Nurkic,203994.0,
248,PT04M00.00S,2021-11-21T03:57:24.7Z,2,REGULAR,steal,,[],203994,,,1610612757,45,34,2021-11-21T03:57:26Z,2430000,,,0,,J. Nurkic STEAL (2 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT03M57.00S,2021-11-21T03:57:30.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak', 'defensivegoaltending']",1629014,94.03745072273325,50.49019607843137,1610612757,47,34,2021-11-21T03:57:42Z,2440000,2.0,4.0,1,right,A. Simons running Layup (4 PTS),[1629014],1610612757.0,POR,running,,,Simons,A. Simons,,,,,0.43,Made,4.0,,,,,,,,,,,,,,,,,,
250,PT03M57.00S,2021-11-21T03:57:33.6Z,2,REGULAR,violation,defensive goaltending,[],202699,,,1610612757,47,34,2021-11-21T03:57:42Z,2450000,,,0,,T. Harris defensive goaltending VIOLATION,[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,,,,,,,,,,203592.0,,,,,,,,,,,
251,PT03M48.00S,2021-11-21T03:57:57.0Z,2,REGULAR,foul,personal,['2freethrow'],1626181,,,1610612755,47,34,2021-11-21T03:58:07Z,2460000,,,0,,N. Powell shooting personal FOUL (1 PF) (Maxey 2 FT),"[1626181, 1630178]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,,,,,,,,,,202035.0,1.0,0.0,Maxey,1630178.0,,,,,,,
253,PT03M48.00S,2021-11-21T03:58:22.1Z,2,REGULAR,freethrow,1 of 2,[],1630178,,,1610612755,47,35,2021-11-21T03:58:22Z,2480000,,,0,,T. Maxey Free Throw 1 of 2 (3 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
254,PT03M48.00S,2021-11-21T03:58:38.0Z,2,REGULAR,freethrow,2 of 2,[],1630178,,,1610612755,47,36,2021-11-21T03:58:38Z,2490000,,,0,,T. Maxey Free Throw 2 of 2 (4 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,4.0,,,,,,,,,,,,,,,,,,
255,PT03M40.00S,2021-11-21T03:58:50.8Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630178,,,1610612757,47,36,2021-11-21T03:58:56Z,2500000,,,0,,T. Maxey personal FOUL (2 PF) (Lillard 2 FT),"[1630178, 203081]",1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,,,,,,,,,1830.0,2.0,0.0,Lillard,203081.0,,,,,,,
257,PT03M40.00S,2021-11-21T03:59:19.7Z,2,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,48,36,2021-11-21T03:59:19Z,2520000,,,0,,D. Lillard Free Throw 1 of 2 (14 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,14.0,,,,,,,,,,,,,,,,,,
258,PT03M40.00S,2021-11-21T03:59:20.2Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,48,36,2021-11-21T03:59:23Z,2530000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT03M40.00S,2021-11-21T03:59:20.2Z,2,REGULAR,substitution,in,[],203468,,,1610612757,48,36,2021-11-21T03:59:23Z,2540000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT03M40.00S,2021-11-21T03:59:38.3Z,2,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,49,36,2021-11-21T03:59:38Z,2550000,,,0,,D. Lillard Free Throw 2 of 2 (15 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,15.0,,,,,,,,,,,,,,,,,,
261,PT03M22.00S,2021-11-21T03:59:58.8Z,2,REGULAR,2pt,Jump Shot,[],1630178,8.623521681997373,66.17647058823529,1610612755,49,38,2021-11-21T04:00:12Z,2560000,-81.0,29.0,1,left,T. Maxey 8' fadeaway bank Jump Shot (6 PTS),[1630178],1610612755.0,PHI,fadeaway bank,,,Maxey,T. Maxey,,,,,8.58,Made,6.0,,,,,,,,,,,,,,,,,,
262,PT03M22.00S,2021-11-21T04:00:02.1Z,2,REGULAR,foul,personal,['1freethrow'],1626181,,,1610612755,49,38,2021-11-21T04:00:16Z,2570000,,,0,,N. Powell shooting personal FOUL (2 PF) (Maxey 1 FT),"[1626181, 1630178]",1610612757.0,POR,shooting,,,Powell,N. Powell,,,,,,,,,,,,,,203592.0,2.0,0.0,Maxey,1630178.0,,,,,,,
264,PT03M22.00S,2021-11-21T04:00:16.7Z,2,REGULAR,substitution,out,[],1627777,,,1610612755,49,38,2021-11-21T04:00:20Z,2590000,,,0,,SUB out: G. Niang,[1627777],1610612755.0,PHI,,,,Niang,G. Niang,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT03M22.00S,2021-11-21T04:00:16.7Z,2,REGULAR,substitution,in,[],1629003,,,1610612755,49,38,2021-11-21T04:00:20Z,2600000,,,0,,SUB in: S. Milton,[1629003],1610612755.0,PHI,,,,Milton,S. Milton,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT03M22.00S,2021-11-21T04:00:34.6Z,2,REGULAR,freethrow,1 of 1,[],1630178,,,1610612755,49,39,2021-11-21T04:00:34Z,2610000,,,0,,T. Maxey Free Throw 1 of 1 (7 PTS),[1630178],1610612755.0,PHI,,,,Maxey,T. Maxey,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
