actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2022-03-13T03:11:59.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-03-13T03:11:59Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-03-13T03:12:02.2Z,1,REGULAR,jumpball,recovered,[],1630314,,,1610612757,0,0,2022-03-13T03:12:02Z,40000,,,0,,Jump Ball D. Eubanks vs. D. Gafford: Tip to B. Williams,"[1630314, 1629234, 1629655]",1610612757.0,POR,startperiod,B. Williams,1630314.0,Williams,B. Williams,Eubanks,1629234.0,Gafford,1629655.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-03-13T03:12:15.1Z,1,REGULAR,3pt,Jump Shot,[],1630314,72.48685939553219,15.686274509803921,1610612757,0,0,2022-03-13T03:12:19Z,70000,-172.0,206.0,1,right,MISS B. Williams 26' 3PT,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,26.82,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M41.00S,2022-03-13T03:12:17.1Z,1,REGULAR,rebound,offensive,[],1630570,,,1610612757,0,0,2022-03-13T03:12:19Z,80000,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
9,PT11M34.00S,2022-03-13T03:12:24.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629234,92.9862023653088,65.68627450980392,1610612757,2,0,2022-03-13T03:12:30Z,90000,78.0,13.0,1,right,D. Eubanks 7' turnaround Hook (2 PTS),[1629234],1610612757.0,POR,turnaround,,,Eubanks,D. Eubanks,,,,,7.95,Made,,,,,2.0,,,,,,,,,,,,,,
10,PT11M10.00S,2022-03-13T03:12:48.6Z,1,REGULAR,3pt,Jump Shot,[],203484,6.389618922470433,96.07843137254902,1610612764,2,3,2022-03-13T03:12:53Z,100000,-230.0,8.0,1,left,K. Caldwell-Pope 3PT  (3 PTS) (C. Kispert 1 AST),"[203484, 1630557]",1610612764.0,WAS,,,,Caldwell-Pope,K. Caldwell-Pope,,,,,23.05,Made,,,,,3.0,C. Kispert,1630557.0,1.0,,,,,,,,,,,
12,PT10M55.00S,2022-03-13T03:13:06.2Z,1,REGULAR,foul,personal,['2freethrow'],1629655,,,1610612757,2,3,2022-03-13T03:13:16Z,120000,,,0,,D. Gafford shooting personal FOUL (1 PF) (Eubanks 2 FT),"[1629655, 1629234]",1610612764.0,WAS,shooting,,,Gafford,D. Gafford,,,,,,,,,,,,,,,1662.0,1.0,0.0,Eubanks,1629234.0,,,,,,
14,PT10M55.00S,2022-03-13T03:13:30.9Z,1,REGULAR,freethrow,1 of 2,[],1629234,,,1610612757,3,3,2022-03-13T03:13:31Z,140000,,,0,,D. Eubanks Free Throw 1 of 2 (3 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
15,PT10M55.00S,2022-03-13T03:13:46.0Z,1,REGULAR,freethrow,2 of 2,[],1629234,,,1610612757,4,3,2022-03-13T03:13:46Z,150000,,,0,,D. Eubanks Free Throw 2 of 2 (4 PTS),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,Made,,,,,4.0,,,,,,,,,,,,,,
16,PT10M34.00S,2022-03-13T03:14:10.5Z,1,REGULAR,3pt,Jump Shot,[],1628398,30.962549277266753,80.14705882352942,1610612764,4,6,2022-03-13T03:14:15Z,160000,-151.0,239.0,1,left,K. Kuzma 28' 3PT  (3 PTS) (R. Neto 1 AST),"[1628398, 203526]",1610612764.0,WAS,,,,Kuzma,K. Kuzma,,,,,28.21,Made,,,,,3.0,R. Neto,203526.0,1.0,,,,,,,,,,,
