actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
18,PT10M14.00S,2021-11-07T02:43:16.7Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,6,6,2021-11-07T02:43:18Z,180000,,,0,,D. Jordan REBOUND (Off:0 Def:1),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,17.0,1.0,1.0,0.0,,,,,,,,,,
19,PT10M01.00S,2021-11-07T02:43:29.7Z,1,REGULAR,2pt,Jump Shot,[],203076,17.69053876478318,31.127450980392158,1610612747,6,6,2021-11-07T02:43:33Z,190000,94.0,114.0,1,left,MISS A. Davis 14' turnaround fadeaway Shot,[203076],1610612747.0,LAL,turnaround fadeaway,,,Davis,A. Davis,,,,,14.79,Missed,,,,,,,,,,,,,,,,,,
20,PT09M59.00S,2021-11-07T02:43:31.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,6,6,2021-11-07T02:43:33Z,200000,,,0,,J. Nurkic REBOUND (Off:0 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,19.0,1.0,1.0,0.0,,,,,,,,,,
21,PT09M51.00S,2021-11-07T02:43:41.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203081,94.69448094612353,47.549019607843135,1610612757,8,6,2021-11-07T02:43:44Z,210000,-12.0,-3.0,1,right,D. Lillard driving Layup (5 PTS) (C. McCollum 1 AST),"[203081, 203468]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,1.26,Made,5.0,C. McCollum,203468.0,1.0,,,,,,,,,,,,,,
23,PT09M36.00S,2021-11-07T02:43:55.3Z,1,REGULAR,3pt,Jump Shot,[],201566,28.203022339027594,78.18627450980392,1610612747,8,6,2021-11-07T02:43:59Z,230000,-141.0,213.0,1,left,MISS R. Westbrook 25' step back 3PT,[201566],1610612747.0,LAL,step back,,,Westbrook,R. Westbrook,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,
24,PT09M33.00S,2021-11-07T02:43:58.3Z,1,REGULAR,rebound,defensive,[],203468,,,1610612757,8,6,2021-11-07T02:43:59Z,240000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,23.0,1.0,1.0,0.0,,,,,,,,,,
25,PT09M18.00S,2021-11-07T02:44:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.03745072273325,49.26470588235294,1610612757,10,6,2021-11-07T02:44:17Z,250000,-4.0,4.0,1,right,C. McCollum driving finger roll Layup (2 PTS),[203468],1610612757.0,POR,driving finger roll,,,McCollum,C. McCollum,,,,,0.51,Made,2.0,,,,,,,,,,,,,,,,,
26,PT09M08.00S,2021-11-07T02:44:24.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203076,7.046649145860711,51.9607843137255,1610612747,10,8,2021-11-07T02:44:27Z,260000,-10.0,14.0,1,left,A. Davis alley-oop Layup (2 PTS) (R. Westbrook 1 AST),"[203076, 201566]",1610612747.0,LAL,alley-oop,,,Davis,A. Davis,,,,,1.68,Made,2.0,R. Westbrook,201566.0,1.0,,,,,,,,,,,,,,
28,PT08M55.00S,2021-11-07T02:44:36.0Z,1,REGULAR,2pt,Jump Shot,[],203081,82.21090670170827,79.65686274509804,1610612757,12,8,2021-11-07T02:44:40Z,280000,148.0,115.0,1,right,D. Lillard 18' step back Jump Shot (7 PTS),[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,18.75,Made,7.0,,,,,,,,,,,,,,,,,
29,PT08M39.00S,2021-11-07T02:44:52.4Z,1,REGULAR,turnover,bad pass,[],201566,,,1610612747,12,8,2021-11-07T02:44:57Z,290000,,,0,,R. Westbrook bad pass TURNOVER (1 TO),"[201566, 203496]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,1.0,Covington,203496.0,,,,,,,
30,PT08M39.00S,2021-11-07T02:44:52.4Z,1,REGULAR,steal,,[],203496,,,1610612757,12,8,2021-11-07T02:44:54Z,300000,,,0,,R. Covington STEAL (1 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,
31,PT08M34.00S,2021-11-07T02:44:56.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626181,92.9862023653088,52.20588235294118,1610612757,12,8,2021-11-07T02:50:14Z,310000,11.0,13.0,1,right,MISS N. Powell running Layup,[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,1.73,Missed,,,,,,,,,,,,,,,,,,
32,PT08M32.00S,2021-11-07T02:44:58.7Z,1,REGULAR,rebound,defensive,[],202340,,,1610612747,12,8,2021-11-07T02:45:01Z,320000,,,0,,A. Bradley REBOUND (Off:0 Def:2),[202340],1610612747.0,LAL,,,,Bradley,A. Bradley,,,,,,,,,,,31.0,2.0,2.0,0.0,,,,,,,,,,
33,PT08M28.00S,2021-11-07T02:45:03.4Z,1,REGULAR,2pt,Jump Shot,['fastbreak'],202340,16.376478318002626,32.84313725490196,1610612747,12,8,2021-11-07T02:45:11Z,330000,86.0,101.0,1,left,MISS A. Bradley 13' running pullup Shot,[202340],1610612747.0,LAL,running pullup,,,Bradley,A. Bradley,,,,,13.28,Missed,,,,,,,,,,,,,,,,,,
34,PT08M24.00S,2021-11-07T02:45:07.4Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,12,8,2021-11-07T02:51:10Z,340000,,,0,,A. Davis REBOUND (Off:1 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,33.0,1.0,0.0,1.0,,,,,,,,,,
35,PT08M24.00S,2021-11-07T02:45:07.0Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,12,8,2021-11-07T02:51:02Z,350000,0.0,0.0,1,left,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
36,PT08M23.00S,2021-11-07T02:45:08.0Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,12,8,2021-11-07T02:45:21Z,360000,,,0,,A. Davis REBOUND (Off:2 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,35.0,2.0,0.0,2.0,,,,,,,,,,
37,PT08M23.00S,2021-11-07T02:45:08.5Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203076,5.590000152587891,50.0,1610612747,12,8,2021-11-07T02:45:13Z,370000,0.0,0.0,1,left,MISS A. Davis tip Layup,[203076],1610612747.0,LAL,tip,,,Davis,A. Davis,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,
38,PT08M23.00S,2021-11-07T02:45:08.5Z,1,REGULAR,rebound,offensive,[],201599,,,1610612747,12,8,2021-11-07T02:45:13Z,380000,,,0,,D. Jordan REBOUND (Off:1 Def:1),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,37.0,2.0,1.0,1.0,,,,,,,,,,
39,PT08M19.00S,2021-11-07T02:45:12.4Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",201599,5.590000152587891,50.0,1610612747,12,10,2021-11-07T02:45:23Z,390000,0.0,0.0,1,left,D. Jordan putback DUNK (4 PTS),[201599],1610612747.0,LAL,putback,,,Jordan,D. Jordan,,,,,0.0,Made,4.0,,,,,,,,,,,,,,,,,
40,PT08M09.00S,2021-11-07T02:45:28.5Z,1,REGULAR,violation,kicked ball,[],201599,,,1610612757,12,10,2021-11-07T02:45:33Z,400000,,,0,,D. Jordan kicked ball VIOLATION,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,1193.0,,,,,,
41,PT08M04.00S,2021-11-07T02:45:47.7Z,1,REGULAR,3pt,Jump Shot,[],203081,66.96780551905388,21.323529411764707,1610612757,12,10,2021-11-07T02:45:51Z,410000,-143.0,258.0,1,right,MISS D. Lillard 29' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,29.52,Missed,,,,,,,,,,,,,,,,,,
42,PT08M01.00S,2021-11-07T02:45:50.6Z,1,REGULAR,rebound,offensive,[],203496,,,1610612757,12,10,2021-11-07T02:45:50Z,420000,,,0,,R. Covington REBOUND (Off:1 Def:0),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,41.0,1.0,0.0,1.0,,,,,,,,,,
43,PT07M55.00S,2021-11-07T02:45:55.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203081,85.62746386333771,50.0,1610612757,12,10,2021-11-07T02:45:58Z,430000,0.0,83.0,1,right,MISS D. Lillard 8' driving floating Shot,[203081],1610612757.0,POR,driving floating,,,Lillard,D. Lillard,,,,,8.26,Missed,,,,,,,,,,,,,,,,,,
44,PT07M54.00S,2021-11-07T02:45:56.7Z,1,REGULAR,rebound,defensive,[],201599,,,1610612747,12,10,2021-11-07T02:45:56Z,440000,,,0,,D. Jordan REBOUND (Off:1 Def:2),[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,43.0,3.0,2.0,1.0,,,,,,,,,,
45,PT07M48.00S,2021-11-07T02:46:02.8Z,1,REGULAR,2pt,Jump Shot,[],201566,11.908672798948752,81.86274509803921,1610612747,12,10,2021-11-07T02:46:10Z,450000,-159.0,59.0,1,left,MISS R. Westbrook 17' pullup Shot,[201566],1610612747.0,LAL,pullup,,,Westbrook,R. Westbrook,,,,,17.0,Missed,,,,,,,,,,,,,,,,,,
46,PT07M46.00S,2021-11-07T02:46:04.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,12,10,2021-11-07T02:46:10Z,460000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,45.0,2.0,2.0,0.0,,,,,,,,,,
47,PT07M37.00S,2021-11-07T02:46:14.0Z,1,REGULAR,3pt,Jump Shot,[],203468,68.15045992115637,28.921568627450984,1610612757,12,10,2021-11-07T02:46:17Z,470000,-105.0,247.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,26.85,Missed,,,,,,,,,,,,,,,,,,
48,PT07M34.00S,2021-11-07T02:46:17.0Z,1,REGULAR,rebound,defensive,[],201566,,,1610612747,12,10,2021-11-07T02:46:17Z,480000,,,0,,R. Westbrook REBOUND (Off:0 Def:1),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,47.0,1.0,1.0,0.0,,,,,,,,,,
49,PT07M29.00S,2021-11-07T02:46:22.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202340,5.206964520367937,51.9607843137255,1610612747,12,10,2021-11-07T02:46:30Z,490000,-10.0,-4.0,1,left,MISS A. Bradley running Layup,[202340],1610612747.0,LAL,running,,,Bradley,A. Bradley,,,,,1.04,Missed,,,,,,,,,,,,,,,,,,
50,PT07M28.00S,2021-11-07T02:46:23.1Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,12,10,2021-11-07T02:46:30Z,500000,,,0,,J. Nurkic REBOUND (Off:0 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,49.0,3.0,3.0,0.0,,,,,,,,,,
51,PT07M20.00S,2021-11-07T02:46:31.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203994,91.93495400788436,45.34313725490196,1610612757,14,10,2021-11-07T02:46:38Z,510000,-23.0,23.0,1,right,J. Nurkic floating Jump Shot (2 PTS) (D. Lillard 2 AST),"[203994, 203081]",1610612757.0,POR,floating,,,Nurkic,J. Nurkic,,,,,3.3,Made,2.0,D. Lillard,203081.0,2.0,,,,,,,,,,,,,,
53,PT06M56.00S,2021-11-07T02:46:55.3Z,1,REGULAR,turnover,lost ball,[],203145,,,1610612747,14,10,2021-11-07T02:46:59Z,530000,,,0,,K. Bazemore lost ball TURNOVER (1 TO),"[203145, 203994]",1610612747.0,LAL,,,,Bazemore,K. Bazemore,,,,,,,,,,,,,,,1.0,Nurkic,203994.0,,,,,,,
54,PT06M56.00S,2021-11-07T02:46:55.3Z,1,REGULAR,steal,,[],203994,,,1610612757,14,10,2021-11-07T03:07:27Z,540000,,,0,,J. Nurkic STEAL (1 STL),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
55,PT06M51.00S,2021-11-07T02:46:59.8Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",203081,70.90998685939553,17.401960784313726,1610612757,17,10,2021-11-07T02:47:46Z,550000,-163.0,221.0,1,right,D. Lillard 27' 3PT running pullup (10 PTS) (R. Covington 1 AST),"[203081, 203496]",1610612757.0,POR,running pullup,,,Lillard,D. Lillard,,,,,27.45,Made,10.0,R. Covington,203496.0,1.0,,,,,,,,,,,,,,
57,PT06M50.00S,2021-11-07T02:47:08.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,17,10,2021-11-07T02:47:08Z,570000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT06M37.00S,2021-11-07T02:50:27.6Z,1,REGULAR,foul,personal,[],203496,,,1610612747,17,10,2021-11-07T02:50:51Z,580000,,,0,,R. Covington personal FOUL (1 PF),"[203496, 203076]",1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Davis,203076.0,,
60,PT06M29.00S,2021-11-07T02:50:50.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201599,5.338370565045992,51.71568627450981,1610612747,17,10,2021-11-07T02:50:54Z,600000,-9.0,-2.0,1,left,MISS D. Jordan DUNK - blocked,"[201599, 203994]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,0.89,Missed,,,,,,,,,,,,,,,,,Nurkic,203994.0
61,PT06M29.00S,2021-11-07T02:50:50.1Z,1,REGULAR,block,,[],203994,,,1610612747,17,10,2021-11-07T02:50:52Z,610000,,,0,,J. Nurkic BLOCK (1 BLK),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,
62,PT06M26.00S,2021-11-07T02:50:53.1Z,1,REGULAR,rebound,offensive,[],203076,,,1610612747,17,10,2021-11-07T02:50:54Z,620000,,,0,,A. Davis REBOUND (Off:3 Def:0),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,60.0,3.0,0.0,3.0,,,,,,,,,,
63,PT06M25.00S,2021-11-07T02:50:54.1Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",203076,6.783837056504599,48.03921568627451,1610612747,17,10,2021-11-07T03:17:28Z,630000,10.0,11.0,1,left,MISS A. Davis fadeaway Shot,[203076],1610612747.0,LAL,fadeaway,,,Davis,A. Davis,,,,,1.5,Missed,,,,,,,,,,,,,,,,,,
64,PT06M23.00S,2021-11-07T02:50:56.1Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,17,10,2021-11-07T02:50:59Z,640000,,,0,,D. Lillard REBOUND (Off:0 Def:1),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,63.0,1.0,1.0,0.0,,,,,,,,,,
65,PT06M16.00S,2021-11-07T02:51:01.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626181,94.30026281208936,48.77450980392157,1610612757,19,10,2021-11-07T02:51:33Z,650000,-6.0,1.0,1,right,N. Powell cutting DUNK (2 PTS) (J. Nurkic 1 AST),"[1626181, 203994]",1610612757.0,POR,cutting,,,Powell,N. Powell,,,,,0.62,Made,2.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,,,
67,PT06M06.00S,2021-11-07T02:51:13.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],201599,7.30946123521682,51.9607843137255,1610612747,19,10,2021-11-07T02:51:27Z,670000,-10.0,16.0,1,left,MISS D. Jordan Layup - blocked,"[201599, 1626181]",1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,1.89,Missed,,,,,,,,,,,,,,,,,Powell,1626181.0
68,PT06M06.00S,2021-11-07T02:51:13.6Z,1,REGULAR,block,,[],1626181,,,1610612747,19,10,2021-11-07T02:51:15Z,680000,,,0,,N. Powell BLOCK (1 BLK),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,
69,PT06M06.00S,2021-11-07T02:51:13.6Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,19,10,2021-11-07T02:51:27Z,690000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,67.0,1.0,1.0,0.0,,,,,,,,,,
70,PT06M06.00S,2021-11-07T02:51:19.9Z,1,REGULAR,foul,personal,[],203076,,,1610612757,19,10,2021-11-07T02:51:23Z,700000,,,0,,A. Davis personal FOUL (1 PF),"[203076, 1626181]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Powell,1626181.0,,
72,PT06M00.00S,2021-11-07T02:51:36.7Z,1,REGULAR,foul,personal,[],201566,,,1610612757,19,10,2021-11-07T02:51:45Z,720000,,,0,,R. Westbrook personal FOUL (1 PF),"[201566, 1626181]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,1193.0,1.0,0.0,Powell,1626181.0,,
74,PT06M00.00S,2021-11-07T02:51:44.2Z,1,REGULAR,substitution,out,[],201599,,,1610612757,19,10,2021-11-07T02:51:50Z,740000,,,0,,SUB out: D. Jordan,[201599],1610612747.0,LAL,,,,Jordan,D. Jordan,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M00.00S,2021-11-07T02:51:44.2Z,1,REGULAR,substitution,in,[],2546,,,1610612757,19,10,2021-11-07T02:51:50Z,750000,,,0,,SUB in: C. Anthony,[2546],1610612747.0,LAL,,,,Anthony,C. Anthony,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M00.00S,2021-11-07T02:51:44.2Z,1,REGULAR,substitution,out,[],203468,,,1610612757,19,10,2021-11-07T02:52:11Z,755000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M00.00S,2021-11-07T02:51:44.2Z,1,REGULAR,substitution,in,[],1629014,,,1610612757,19,10,2021-11-07T02:52:11Z,757500,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,
81,PT06M00.00S,2021-11-07T02:51:44.2Z,1,REGULAR,substitution,out,[],201566,,,1610612757,19,10,2021-11-07T02:52:35Z,758750,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,
82,PT06M00.00S,2021-11-07T02:51:44.2Z,1,REGULAR,substitution,in,[],200765,,,1610612757,19,10,2021-11-07T02:52:35Z,759375,,,0,,SUB in: R. Rondo,[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M00.00S,2021-11-07T02:51:51.8Z,1,REGULAR,violation,delay-of-game,['team'],0,,,1610612757,19,10,2021-11-07T02:51:57Z,760000,,,0,,TEAM delay-of-game VIOLATION,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,1627534.0,,,,,,
79,PT05M51.00S,2021-11-07T02:52:21.9Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,19,10,2021-11-07T02:52:40Z,770000,,,0,,D. Lillard bad pass TURNOVER (1 TO),"[203081, 200765]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,1.0,Rondo,200765.0,,,,,,,
80,PT05M51.00S,2021-11-07T02:52:21.9Z,1,REGULAR,steal,,[],200765,,,1610612747,19,10,2021-11-07T02:52:25Z,780000,,,0,,R. Rondo STEAL (1 STL),[200765],1610612747.0,LAL,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M36.00S,2021-11-07T02:52:36.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],200765,28.465834428383708,20.588235294117645,1610612747,19,10,2021-11-07T03:17:39Z,790000,147.0,215.0,1,left,MISS R. Rondo 26' pullup 3PT,[200765],1610612747.0,LAL,pullup,,,Rondo,R. Rondo,,,,,26.06,Missed,,,,,,,,,,,,,,,,,,
84,PT05M32.00S,2021-11-07T02:52:40.9Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,19,10,2021-11-07T02:52:43Z,800000,,,0,,J. Nurkic REBOUND (Off:0 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,83.0,4.0,4.0,0.0,,,,,,,,,,
85,PT05M16.00S,2021-11-07T02:52:55.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.69448094612353,49.50980392156863,1610612757,21,10,2021-11-07T02:53:06Z,810000,-2.0,-3.0,1,right,J. Nurkic driving Layup (4 PTS) (D. Lillard 3 AST),"[203994, 203081]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,0.36,Made,4.0,D. Lillard,203081.0,3.0,,,,,,,,,,,,,,
87,PT05M05.00S,2021-11-07T02:53:08.2Z,1,REGULAR,2pt,Jump Shot,[],203145,9.543363994743759,21.813725490196077,1610612747,21,10,2021-11-07T02:53:12Z,830000,141.0,37.0,1,left,MISS K. Bazemore 14' pullup Shot,[203145],1610612747.0,LAL,pullup,,,Bazemore,K. Bazemore,,,,,14.57,Missed,,,,,,,,,,,,,,,,,,
88,PT05M01.00S,2021-11-07T02:53:12.2Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,21,10,2021-11-07T02:53:12Z,840000,,,0,,J. Nurkic REBOUND (Off:0 Def:5),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,87.0,5.0,5.0,0.0,,,,,,,,,,
89,PT04M51.00S,2021-11-07T02:53:30.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,21,10,2021-11-07T02:53:30Z,850000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
