actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
92,PT04M43.00S,2021-12-07T03:26:22.9Z,1,REGULAR,rebound,defensive,[],203503,,,1610612757,13,14,2021-12-07T03:27:04Z,910000,,,0,,T. Snell REBOUND (Off:0 Def:3),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,91.0,3.0,3.0,0.0,,,,,,,,,,,,,,
93,PT04M39.00S,2021-12-07T03:26:26.3Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203503,31.225361366622867,71.32352941176471,1610612757,13,14,2021-12-07T03:29:29Z,920000,-107.0,241.0,1,left,MISS T. Snell 26' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,26.35,Missed,,,,,,,,,,,,,,,,,,,
94,PT04M34.00S,2021-12-07T03:26:31.3Z,1,REGULAR,rebound,defensive,[],202694,,,1610612746,13,14,2021-12-07T03:27:13Z,930000,,,0,,M. Morris Sr. REBOUND (Off:0 Def:1),[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,93.0,1.0,1.0,0.0,,,,,,,,,,,,,,
95,PT04M27.00S,2021-12-07T03:26:38.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202704,86.5473061760841,61.274509803921575,1610612746,13,16,2021-12-07T03:27:22Z,940000,56.0,74.0,1,right,R. Jackson 9' driving floating Jump Shot (4 PTS),[202704],1610612746.0,LAC,driving floating,,,Jackson,R. Jackson,,,,,9.3,Made,4.0,,,,,,,,,,,,,,,,,,
96,PT04M13.00S,2021-12-07T03:26:52.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203503,13.61695137976347,49.50980392156863,1610612757,15,16,2021-12-07T03:32:44Z,950000,2.0,75.0,1,left,T. Snell 7' cutting Layup (2 PTS) (C. Zeller 1 AST),"[203503, 203469]",1610612757.0,POR,cutting,,,Snell,T. Snell,,,,,7.55,Made,2.0,,,,,C. Zeller,203469.0,1.0,,,,,,,,,,,
98,PT04M01.00S,2021-12-07T03:27:04.2Z,1,REGULAR,3pt,Jump Shot,[],1630527,72.7496714848883,20.098039215686274,1610612746,15,19,2021-12-07T03:27:35Z,970000,-150.0,204.0,1,right,B. Boston Jr. 25' 3PT  (3 PTS) (R. Jackson 1 AST),"[1630527, 202704]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,25.27,Made,3.0,,,,,R. Jackson,202704.0,1.0,,,,,,,,,,,
100,PT03M47.00S,2021-12-07T03:27:19.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,13.091327201051248,36.51960784313725,1610612757,15,19,2021-12-07T03:33:42Z,990000,67.0,71.0,1,left,MISS N. Powell 9' driving Layup,[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,9.76,Missed,,,,,,,,,,,,,,,,,,,
101,PT03M47.00S,2021-12-07T03:27:19.4Z,1,REGULAR,rebound,offensive,[],203469,,,1610612757,15,19,2021-12-07T03:27:45Z,1000000,,,0,,C. Zeller REBOUND (Off:1 Def:0),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,100.0,1.0,0.0,1.0,,,,,,,,,,,,,,
102,PT03M39.00S,2021-12-07T03:27:26.1Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203469,5.590000152587891,50.0,1610612757,15,19,2021-12-07T03:28:43Z,1010000,0.0,0.0,1,left,MISS C. Zeller tip Layup,[203469],1610612757.0,POR,tip,,,Zeller,C. Zeller,,,,,0.0,Missed,,,,,,,,,,,,,,,,,,,
103,PT03M38.00S,2021-12-07T03:27:27.1Z,1,REGULAR,rebound,defensive,[],202331,,,1610612746,15,19,2021-12-07T03:28:43Z,1020000,,,0,,P. George REBOUND (Off:0 Def:3),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,102.0,3.0,3.0,0.0,,,,,,,,,,,,,,
104,PT03M38.00S,2021-12-07T03:27:31.0Z,1,REGULAR,3pt,Jump Shot,[],1630527,92.59198423127464,4.6568627450980395,1610612746,15,22,2021-12-07T03:28:38Z,1035000,-227.0,17.0,1,right,B. Boston Jr. 3PT  (6 PTS) (M. Morris Sr. 2 AST),"[1630527, 202694]",1610612746.0,LAC,,,,Boston Jr.,B. Boston Jr.,,,,,22.73,Made,6.0,,,,,M. Morris Sr.,202694.0,2.0,,,,,,,,,,,
106,PT03M38.00S,2021-12-07T03:27:43.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,15,22,2021-12-07T03:28:38Z,1050000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,out,[],203503,,,1610612757,15,22,2021-12-07T03:30:36Z,1080000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,out,[],202704,,,1610612757,15,22,2021-12-07T03:30:36Z,1090000,,,0,,SUB out: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,out,[],202694,,,1610612757,15,22,2021-12-07T03:30:36Z,1100000,,,0,,SUB out: M. Morris Sr.,[202694],1610612746.0,LAC,,,,Morris Sr.,M. Morris Sr.,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,out,[],1627826,,,1610612757,15,22,2021-12-07T03:30:36Z,1110000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,in,[],203463,,,1610612757,15,22,2021-12-07T03:30:36Z,1120000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,in,[],1628392,,,1610612757,15,22,2021-12-07T03:30:36Z,1130000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,in,[],202339,,,1610612757,15,22,2021-12-07T03:30:36Z,1140000,,,0,,SUB in: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,in,[],1629611,,,1610612757,15,22,2021-12-07T03:30:36Z,1150000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,out,[],203496,,,1610612757,15,22,2021-12-07T03:31:00Z,1155000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M38.00S,2021-12-07T03:30:05.3Z,1,REGULAR,substitution,in,[],1626204,,,1610612757,15,22,2021-12-07T03:31:00Z,1157500,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M32.00S,2021-12-07T03:30:43.8Z,1,REGULAR,foul,personal,[],1628392,,,1610612757,15,22,2021-12-07T03:30:50Z,1160000,,,0,,I. Hartenstein personal FOUL (1 PF),"[1628392, 1626181]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Powell,1626181.0,,,
119,PT03M23.00S,2021-12-07T03:31:07.7Z,1,REGULAR,foul,personal,['2freethrow'],1629611,,,1610612757,15,22,2021-12-07T03:31:20Z,1180000,,,0,,T. Mann shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[1629611, 1626204]",1610612746.0,LAC,shooting,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Nance Jr.,1626204.0,,,
121,PT03M23.00S,2021-12-07T03:31:31.2Z,1,REGULAR,freethrow,1 of 2,[],1626204,,,1610612757,16,22,2021-12-07T03:31:31Z,1200000,,,0,,L. Nance Jr. Free Throw 1 of 2 (1 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
122,PT03M23.00S,2021-12-07T03:31:44.1Z,1,REGULAR,freethrow,2 of 2,[],1626204,,,1610612757,17,22,2021-12-07T03:31:44Z,1210000,,,0,,L. Nance Jr. Free Throw 2 of 2 (2 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
123,PT03M03.00S,2021-12-07T03:32:07.8Z,1,REGULAR,3pt,Jump Shot,[],202331,73.53810775295663,83.33333333333334,1610612746,17,22,2021-12-07T03:32:13Z,1220000,167.0,196.0,1,right,MISS P. George 25' 3PT,[202331],1610612746.0,LAC,,,,George,P. George,,,,,25.75,Missed,,,,,,,,,,,,,,,,,,,
124,PT03M00.00S,2021-12-07T03:32:10.8Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,17,22,2021-12-07T03:32:13Z,1230000,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,123.0,2.0,1.0,1.0,,,,,,,,,,,,,,
125,PT02M45.00S,2021-12-07T03:32:25.2Z,1,REGULAR,turnover,bad pass,[],1628372,,,1610612757,17,22,2021-12-07T03:32:29Z,1240000,,,0,,D. Smith Jr. bad pass TURNOVER (1 TO),"[1628372, 202331]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,1.0,George,202331.0,,,,,,,,
126,PT02M45.00S,2021-12-07T03:32:25.2Z,1,REGULAR,steal,,[],202331,,,1610612746,17,22,2021-12-07T03:32:27Z,1250000,,,0,,P. George STEAL (2 STL),[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M40.00S,2021-12-07T03:32:31.0Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630527,84.05059132720105,64.70588235294117,1610612746,17,22,2021-12-07T03:32:38Z,1260000,74.0,97.0,1,right,MISS B. Boston Jr. 12' pullup Shot - blocked,"[1630527, 1628372]",1610612746.0,LAC,pullup,,,Boston Jr.,B. Boston Jr.,,,,,12.2,Missed,,,,,,,,,,,,,,,,,Smith Jr.,1628372.0,
130,PT02M40.00S,2021-12-07T03:32:31.0Z,1,REGULAR,block,,[],1628372,,,1610612746,17,22,2021-12-07T03:32:55Z,1265000,,,0,,D. Smith Jr. BLOCK (1 BLK),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M36.00S,2021-12-07T03:32:35.0Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612757,17,22,2021-12-07T03:32:38Z,1270000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,127.0,1.0,1.0,0.0,,,,,,,,,,,,,,
129,PT02M32.00S,2021-12-07T03:32:38.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628372,8.229303547963205,54.166666666666664,1610612757,19,22,2021-12-07T03:32:49Z,1280000,-21.0,25.0,1,left,D. Smith Jr. running Layup (2 PTS),[1628372],1610612757.0,POR,running,,,Smith Jr.,D. Smith Jr.,,,,,3.24,Made,2.0,,,,,,,,,,,,,,,,,,
131,PT02M12.00S,2021-12-07T03:32:58.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628392,93.16688567674113,42.98789828431372,1610612746,19,22,2021-12-07T03:37:00Z,1290000,-35.0,12.0,1,right,MISS I. Hartenstein floating Shot,[1628392],1610612746.0,LAC,floating,,,Hartenstein,I. Hartenstein,,,,,3.7,Missed,,,,,,,,,,,,,,,,,,,
132,PT02M12.00S,2021-12-07T03:32:58.1Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612757,19,22,2021-12-07T03:33:13Z,1300000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,131.0,2.0,2.0,0.0,,,,,,,,,,,,,,
133,PT02M12.00S,2021-12-07T03:33:10.4Z,1,REGULAR,foul,personal,[],1628392,,,1610612757,19,22,2021-12-07T03:33:17Z,1310000,,,0,,I. Hartenstein personal FOUL (2 PF),"[1628392, 1628372]",1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,1151.0,2.0,0.0,Smith Jr.,1628372.0,,,
135,PT02M12.00S,2021-12-07T03:33:16.1Z,1,REGULAR,substitution,out,[],202331,,,1610612757,19,22,2021-12-07T03:33:21Z,1330000,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
136,PT02M12.00S,2021-12-07T03:33:16.1Z,1,REGULAR,substitution,in,[],1628379,,,1610612757,19,22,2021-12-07T03:33:21Z,1340000,,,0,,SUB in: L. Kennard,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
137,PT01M52.00S,2021-12-07T03:33:46.1Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203469,17.821944809461236,62.254901960784316,1610612757,19,22,2021-12-07T03:33:56Z,1350000,-61.0,115.0,1,left,MISS C. Zeller 13' floating Shot - blocked,"[203469, 1628392]",1610612757.0,POR,floating,,,Zeller,C. Zeller,,,,,13.03,Missed,,,,,,,,,,,,,,,,,Hartenstein,1628392.0,
161,PT01M52.00S,2021-12-07T03:33:46.1Z,1,REGULAR,block,,[],1628392,,,1610612757,19,22,2021-12-07T03:39:03Z,1355000,,,0,,I. Hartenstein BLOCK (1 BLK),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT01M47.00S,2021-12-07T03:33:51.1Z,1,REGULAR,rebound,offensive,[],203469,,,1610612757,19,22,2021-12-07T03:39:03Z,1360000,,,0,,C. Zeller REBOUND (Off:2 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,137.0,3.0,1.0,2.0,,,,,,,,,,,,,,
139,PT01M47.00S,2021-12-07T03:33:51.4Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203469,5.590000152587891,50.0,1610612757,21,22,2021-12-07T03:34:16Z,1370000,0.0,0.0,1,left,C. Zeller tip Layup (2 PTS),[203469],1610612757.0,POR,tip,,,Zeller,C. Zeller,,,,,0.0,Made,2.0,,,,,,,,,,,,,,,,,,
140,PT01M27.00S,2021-12-07T03:34:14.0Z,1,REGULAR,foul,personal,[],203463,,,1610612746,21,22,2021-12-07T03:34:21Z,1380000,,,0,,B. McLemore personal FOUL (1 PF),"[203463, 1628379]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Kennard,1628379.0,,,
142,PT01M23.00S,2021-12-07T03:34:40.0Z,1,REGULAR,2pt,Jump Shot,[],1629611,84.97043363994744,69.6078431372549,1610612746,21,22,2021-12-07T03:34:46Z,1400000,98.0,89.0,1,right,MISS T. Mann 13' pullup Shot,[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,13.22,Missed,,,,,,,,,,,,,,,,,,,
143,PT01M20.00S,2021-12-07T03:34:43.0Z,1,REGULAR,rebound,defensive,[],203469,,,1610612757,21,22,2021-12-07T03:34:46Z,1410000,,,0,,C. Zeller REBOUND (Off:2 Def:2),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,142.0,4.0,2.0,2.0,,,,,,,,,,,,,,
144,PT01M10.00S,2021-12-07T03:34:51.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,8.09789750328515,43.627450980392155,1610612757,23,22,2021-12-07T03:34:58Z,1420000,32.0,24.0,1,left,N. Powell driving Layup (9 PTS),[1626181],1610612757.0,POR,driving,,,Powell,N. Powell,,,,,3.97,Made,9.0,,,,,,,,,,,,,,,,,,
145,PT01M03.00S,2021-12-07T03:35:00.3Z,1,REGULAR,3pt,Jump Shot,[],1628379,88.12417871222075,95.34313725490196,1610612746,23,25,2021-12-07T03:35:04Z,1430000,227.0,59.0,1,right,L. Kennard 3PT  (6 PTS) (E. Bledsoe 1 AST),"[1628379, 202339]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,23.43,Made,6.0,,,,,E. Bledsoe,202339.0,1.0,,,,,,,,,,,
147,PT00M51.30S,2021-12-07T03:35:13.2Z,1,REGULAR,3pt,Jump Shot,[],1626181,10.5946123521682,4.166666666666666,1610612757,26,25,2021-12-07T03:35:20Z,1450000,229.0,47.0,1,left,N. Powell 3PT pullup (12 PTS) (B. McLemore 1 AST),"[1626181, 203463]",1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,23.4,Made,12.0,,,,,B. McLemore,203463.0,1.0,,,,,,,,,,,
149,PT00M43.70S,2021-12-07T03:35:26.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203469,,,1610612746,26,25,2021-12-07T03:35:38Z,1470000,,,0,,C. Zeller personal FOUL (1 PF) (Kennard 2 FT),"[203469, 1628379]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,202049.0,1.0,0.0,Kennard,1628379.0,,,
151,PT00M43.70S,2021-12-07T03:35:54.0Z,1,REGULAR,freethrow,1 of 2,[],1628379,,,1610612746,26,26,2021-12-07T03:35:54Z,1490000,,,0,,L. Kennard Free Throw 1 of 2 (7 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
152,PT00M43.70S,2021-12-07T03:36:13.2Z,1,REGULAR,freethrow,2 of 2,[],1628379,,,1610612746,26,27,2021-12-07T03:36:13Z,1500000,,,0,,L. Kennard Free Throw 2 of 2 (8 PTS),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,Made,8.0,,,,,,,,,,,,,,,,,,
153,PT00M28.90S,2021-12-07T03:36:33.8Z,1,REGULAR,turnover,bad pass,[],1628372,,,1610612757,26,27,2021-12-07T03:36:37Z,1510000,,,0,,D. Smith Jr. bad pass TURNOVER (2 TO),"[1628372, 202339]",1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,2.0,Bledsoe,202339.0,,,,,,,,
154,PT00M28.90S,2021-12-07T03:36:33.8Z,1,REGULAR,steal,,[],202339,,,1610612746,26,27,2021-12-07T03:36:36Z,1520000,,,0,,E. Bledsoe STEAL (1 STL),[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
155,PT00M13.90S,2021-12-07T03:36:51.0Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612746,26,27,2021-12-07T03:36:51Z,1530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,PT00M06.70S,2021-12-07T03:37:11.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],202339,73.53810775295663,18.38235294117647,1610612746,26,27,2021-12-07T03:37:18Z,1540000,-158.0,196.0,1,right,MISS E. Bledsoe 25' step back 3PT,[202339],1610612746.0,LAC,step back,,,Bledsoe,E. Bledsoe,,,,,25.2,Missed,,,,,,,,,,,,,,,,,,,
157,PT00M02.80S,2021-12-07T03:37:15.5Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,26,27,2021-12-07T03:37:18Z,1550000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,156.0,1.0,1.0,0.0,,,,,,,,,,,,,,
158,PT00M00.00S,2021-12-07T03:37:19.0Z,1,REGULAR,3pt,Jump Shot,[],1626181,29.122864651773984,18.38235294117647,1610612757,26,27,2021-12-07T03:37:26Z,1560000,158.0,221.0,1,left,MISS N. Powell 27' running pullup 3PT,[1626181],1610612757.0,POR,running pullup,,,Powell,N. Powell,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,,
159,PT00M00.00S,2021-12-07T03:37:21.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,26,27,2021-12-07T03:37:21Z,1570000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,158.0,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2021-12-07T03:37:27.5Z,1,REGULAR,period,end,[],0,,,1610612757,26,27,2021-12-07T03:37:27Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2021-12-07T03:39:14.4Z,2,REGULAR,substitution,out,['startperiod'],1628372,,,1610612757,26,27,2021-12-07T03:39:59Z,1590000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
163,PT12M00.00S,2021-12-07T03:39:14.4Z,2,REGULAR,substitution,out,['startperiod'],1626181,,,1610612757,26,27,2021-12-07T03:39:59Z,1600000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
164,PT12M00.00S,2021-12-07T03:39:14.4Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612757,26,27,2021-12-07T03:39:59Z,1610000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-12-07T03:39:14.4Z,2,REGULAR,substitution,in,['startperiod'],1629604,,,1610612757,26,27,2021-12-07T03:39:59Z,1620000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-12-07T03:39:14.4Z,2,REGULAR,substitution,in,['startperiod'],203503,,,1610612757,26,27,2021-12-07T03:39:59Z,1630000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-12-07T03:39:14.4Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612757,26,27,2021-12-07T03:39:59Z,1640000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-12-07T03:40:01.5Z,2,REGULAR,period,start,[],0,,,1610612746,26,27,2021-12-07T03:40:01Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT11M51.00S,2021-12-07T03:40:10.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,91.01511169513797,65.68627450980392,1610612746,26,27,2021-12-07T03:42:45Z,1660000,78.0,32.0,1,right,MISS T. Mann 8' driving floating bank Shot,[1629611],1610612746.0,LAC,driving floating bank,,,Mann,T. Mann,,,,,8.47,Missed,,,,,,,,,,,,,,,,,,,
170,PT11M47.00S,2021-12-07T03:40:14.3Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,26,27,2021-12-07T03:42:45Z,1670000,,,0,,J. Nurkic REBOUND (Off:0 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,,,,,,
171,PT11M34.00S,2021-12-07T03:40:25.7Z,2,REGULAR,3pt,Jump Shot,[],203463,29.38567674113009,72.79411764705883,1610612757,26,27,2021-12-07T03:40:30Z,1680000,-114.0,224.0,1,left,MISS B. McLemore 25' pullup 3PT,[203463],1610612757.0,POR,pullup,,,McLemore,B. McLemore,,,,,25.11,Missed,,,,,,,,,,,,,,,,,,,
172,PT11M31.00S,2021-12-07T03:40:28.7Z,2,REGULAR,rebound,defensive,[],1629611,,,1610612746,26,27,2021-12-07T03:40:30Z,1690000,,,0,,T. Mann REBOUND (Off:0 Def:1),[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,171.0,1.0,1.0,0.0,,,,,,,,,,,,,,
173,PT11M18.00S,2021-12-07T03:40:42.6Z,2,REGULAR,3pt,Jump Shot,[],1628379,80.1084099868594,91.91176470588235,1610612746,26,30,2021-12-07T03:40:47Z,1700000,210.0,134.0,1,right,L. Kennard 24' 3PT  (11 PTS) (I. Hartenstein 1 AST),"[1628379, 1628392]",1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,24.9,Made,11.0,,,,,I. Hartenstein,1628392.0,1.0,,,,,,,,,,,
175,PT11M04.00S,2021-12-07T03:40:56.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,14.011169513797633,48.03921568627451,1610612757,28,30,2021-12-07T03:41:03Z,1720000,10.0,79.0,1,left,L. Nance Jr. 7' floating Jump Shot (4 PTS),[1626204],1610612757.0,POR,floating,,,Nance Jr.,L. Nance Jr.,,,,,7.98,Made,4.0,,,,,,,,,,,,,,,,,,
176,PT10M48.00S,2021-12-07T03:41:12.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629611,80.3712220762155,62.99019607843137,1610612746,28,32,2021-12-07T03:41:17Z,1730000,65.0,132.0,1,right,T. Mann 14' pullup Jump Shot (2 PTS),[1629611],1610612746.0,LAC,pullup,,,Mann,T. Mann,,,,,14.71,Made,2.0,,,,,,,,,,,,,,,,,,
177,PT10M38.00S,2021-12-07T03:41:26.0Z,2,REGULAR,foul,offensive,[],1629604,,,1610612757,28,32,2021-12-07T03:41:38Z,1740000,,,0,,C. Elleby offensive FOUL (1 PF),"[1629604, 1629611]",1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,1628951.0,1.0,0.0,Mann,1629611.0,,,
179,PT10M38.00S,2021-12-07T03:41:26.0Z,2,REGULAR,turnover,offensive foul,[],1629604,,,1610612757,28,32,2021-12-07T03:41:26Z,1760000,,,0,,C. Elleby offensive foul TURNOVER (1 TO),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,1.0,,,1628951.0,,,,,,,
