actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,shotActionNumber,pointsTotal,shotDistance,assistPlayerNameInitial,assistPersonId,assistTotal,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
181,PT10M16.00S,2022-03-31T02:43:17.3Z,2,REGULAR,turnover,lost ball,[],203463,,,1610612757,41,34,2022-03-31T02:43:24Z,1800000,,,0,,B. McLemore lost ball TURNOVER (2 TO),"[203463, 1630631]",1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,2.0,Alvarado,1630631.0,,,
182,PT10M16.00S,2022-03-31T02:43:17.3Z,2,REGULAR,steal,,[],1630631,,,1610612740,41,34,2022-03-31T02:43:19Z,1810000,,,0,,J. Alvarado STEAL (3 STL),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
183,PT10M13.00S,2022-03-31T02:43:20.5Z,2,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628984,92.59198423127464,94.85294117647058,1610612740,41,34,2022-03-31T02:48:42Z,1820000,224.0,17.0,1,right,MISS D. Graham running 3PT,[1628984],1610612740.0,NOP,running,,,Graham,D. Graham,,,,,,,,,,Missed,,,22.5,,,,,,,,,,,,
184,PT10M10.00S,2022-03-31T02:43:23.5Z,2,REGULAR,rebound,defensive,[],1627739,,,1610612757,41,34,2022-03-31T02:44:03Z,1830000,,,0,,K. Dunn REBOUND (Off:0 Def:2),[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,183.0,,,,,,2.0,2.0,0.0,,,,,,
185,PT10M07.00S,2022-03-31T02:43:28.2Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629234,10.068988173455978,3.6764705882352944,1610612757,41,34,2022-03-31T02:53:14Z,1840000,232.0,42.0,1,left,MISS D. Eubanks running 3PT,[1629234],1610612757.0,POR,running,,,Eubanks,D. Eubanks,,,,,,,,,,Missed,,,23.54,,,,,,,,,,,,
186,PT10M05.00S,2022-03-31T02:43:30.2Z,2,REGULAR,rebound,offensive,[],1627739,,,1610612757,41,34,2022-03-31T02:53:14Z,1850000,,,0,,K. Dunn REBOUND (Off:1 Def:2),[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,185.0,,,,,,3.0,2.0,1.0,,,,,,
187,PT10M04.00S,2022-03-31T02:43:32.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1627739,10.463206307490145,53.92156862745098,1610612757,41,34,2022-03-31T02:53:32Z,1860000,-20.0,46.0,1,left,MISS K. Dunn putback Layup - blocked,"[1627739, 1628984]",1610612757.0,POR,putback,,,Dunn,K. Dunn,,,,,,,,,,Missed,,,4.99,,,,,,,,,,Graham,1628984.0,
188,PT10M04.00S,2022-03-31T02:43:32.2Z,2,REGULAR,block,,[],1628984,,,1610612757,41,34,2022-03-31T02:43:34Z,1870000,,,0,,D. Graham BLOCK (1 BLK),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
189,PT10M02.00S,2022-03-31T02:43:34.2Z,2,REGULAR,rebound,offensive,[],1629234,,,1610612757,41,34,2022-03-31T02:53:32Z,1880000,,,0,,D. Eubanks REBOUND (Off:1 Def:2),[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,187.0,,,,,,3.0,2.0,1.0,,,,,,
190,PT10M00.00S,2022-03-31T02:43:37.0Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1629234,0.21353482260183967,50.245098039215684,1610612757,41,34,2022-03-31T02:53:48Z,1890000,-1.0,-50.0,1,left,MISS D. Eubanks Hook,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,Missed,,,5.05,,,,,,,,,,,,
191,PT09M59.00S,2022-03-31T02:43:38.0Z,2,REGULAR,rebound,defensive,[],1628984,,,1610612740,41,34,2022-03-31T02:53:48Z,1900000,,,0,,D. Graham REBOUND (Off:0 Def:1),[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,190.0,,,,,,1.0,1.0,0.0,,,,,,
192,PT09M55.00S,2022-03-31T02:43:48.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630230,90.75229960578186,52.450980392156865,1610612740,41,36,2022-03-31T02:55:10Z,1910000,12.0,34.0,1,right,N. Marshall running Layup (2 PTS) (D. Graham 1 AST),"[1630230, 1628984]",1610612740.0,NOP,running,,,Marshall,N. Marshall,,,,,,,,,,Made,,2.0,3.65,D. Graham,1628984.0,1.0,,,,,,,,,
194,PT09M26.00S,2022-03-31T02:44:09.2Z,2,REGULAR,3pt,Jump Shot,[],203463,26.62614980289093,16.176470588235293,1610612757,41,36,2022-03-31T02:55:42Z,1930000,169.0,198.0,1,left,MISS B. McLemore 26' step back 3PT,[203463],1610612757.0,POR,step back,,,McLemore,B. McLemore,,,,,,,,,,Missed,,,26.02,,,,,,,,,,,,
195,PT09M24.00S,2022-03-31T02:44:11.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,41,36,2022-03-31T02:54:33Z,1940000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,194.0,,,,,,1.0,1.0,0.0,,,,,,
196,PT09M09.00S,2022-03-31T02:44:25.1Z,2,REGULAR,3pt,Jump Shot,[],202685,69.46452036793693,66.17647058823529,1610612740,41,36,2022-03-31T02:44:29Z,1950000,81.0,235.0,1,right,MISS J. Valanciunas 24' 3PT,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,Missed,,,24.81,,,,,,,,,,,,
197,PT09M05.00S,2022-03-31T02:44:29.1Z,2,REGULAR,rebound,defensive,[],1630535,,,1610612757,41,36,2022-03-31T02:44:29Z,1960000,,,0,,G. Brown III REBOUND (Off:0 Def:1),[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,196.0,,,,,,1.0,1.0,0.0,,,,,,
198,PT09M00.00S,2022-03-31T02:44:33.5Z,2,REGULAR,turnover,bad pass,[],1630535,,,1610612757,41,36,2022-03-31T02:44:39Z,1970000,,,0,,G. Brown III bad pass TURNOVER (1 TO),"[1630535, 1630230]",1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,1.0,Marshall,1630230.0,,,
199,PT09M00.00S,2022-03-31T02:44:33.5Z,2,REGULAR,steal,,[],1630230,,,1610612740,41,36,2022-03-31T02:44:35Z,1980000,,,0,,N. Marshall STEAL (1 STL),[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M55.00S,2022-03-31T02:44:39.2Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630631,91.93495400788436,48.77450980392157,1610612740,41,38,2022-03-31T02:44:46Z,1990000,-6.0,23.0,1,right,J. Alvarado running Layup (2 PTS) (N. Marshall 1 AST),"[1630631, 1630230]",1610612740.0,NOP,running,,,Alvarado,J. Alvarado,,,,,,,,,,Made,,2.0,2.41,N. Marshall,1630230.0,1.0,,,,,,,,,
202,PT08M26.00S,2022-03-31T02:45:08.9Z,2,REGULAR,foul,personal,['2freethrow'],1630631,,,1610612757,41,38,2022-03-31T02:45:22Z,2010000,,,0,,J. Alvarado shooting personal FOUL (1 PF) (McLemore 2 FT),"[1630631, 203463]",1610612740.0,NOP,shooting,,,Alvarado,J. Alvarado,,,,,1179.0,1.0,0.0,McLemore,203463.0,,,,,,,,,,,,,,,,
204,PT08M26.00S,2022-03-31T02:45:39.4Z,2,REGULAR,freethrow,1 of 2,[],203463,,,1610612757,42,38,2022-03-31T02:45:39Z,2030000,,,0,,B. McLemore Free Throw 1 of 2 (10 PTS),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Made,,10.0,,,,,,,,,,,,,
205,PT08M26.00S,2022-03-31T02:46:03.9Z,2,REGULAR,freethrow,2 of 2,[],203463,,,1610612757,43,38,2022-03-31T02:46:03Z,2040000,,,0,,B. McLemore Free Throw 2 of 2 (11 PTS),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,Made,,11.0,,,,,,,,,,,,,
207,PT08M13.00S,2022-03-31T02:46:25.6Z,2,REGULAR,violation,kicked ball,[],1629234,,,1610612740,43,38,2022-03-31T02:46:38Z,2060000,,,0,,D. Eubanks kicked ball VIOLATION,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,1179.0,,,,,,,,,,,,,,,,,,,,
208,PT08M13.00S,2022-03-31T02:46:36.8Z,2,REGULAR,substitution,out,[],203463,,,1610612740,43,38,2022-03-31T02:46:42Z,2070000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT08M13.00S,2022-03-31T02:46:36.8Z,2,REGULAR,substitution,in,[],1630553,,,1610612740,43,38,2022-03-31T02:46:42Z,2080000,,,0,,SUB in: K. Johnson,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT08M05.00S,2022-03-31T02:46:51.3Z,2,REGULAR,3pt,Jump Shot,[],1626204,92.59198423127464,3.6764705882352944,1610612740,43,38,2022-03-31T02:47:02Z,2090000,-232.0,17.0,1,right,MISS L. Nance Jr. 3PT,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,Missed,,,23.22,,,,,,,,,,,,
211,PT08M04.00S,2022-03-31T02:46:52.3Z,2,REGULAR,rebound,offensive,[],202685,,,1610612740,43,38,2022-03-31T02:47:02Z,2100000,,,0,,J. Valanciunas REBOUND (Off:1 Def:1),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,210.0,,,,,,2.0,1.0,1.0,,,,,,
212,PT08M04.00S,2022-03-31T02:46:57.0Z,2,REGULAR,foul,personal,['2freethrow'],1629604,,,1610612740,43,38,2022-03-31T02:47:06Z,2110000,,,0,,C. Elleby shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1629604, 202685]",1610612757.0,POR,shooting,,,Elleby,C. Elleby,,,,,1179.0,2.0,0.0,Valanciunas,202685.0,,,,,,,,,,,,,,,,
214,PT08M04.00S,2022-03-31T02:47:32.1Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],202685,,,1610612740,43,38,2022-03-31T02:47:32Z,2130000,,,0,,MISS J. Valanciunas Free Throw 1 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,Missed,,,,,,,,,,,,,,,
215,PT08M04.00S,2022-03-31T02:47:32.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,43,38,2022-03-31T02:47:32Z,2140000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,214.0,,,,,,,,,,,,,,
216,PT08M04.00S,2022-03-31T02:47:35.0Z,2,REGULAR,substitution,out,[],1630535,,,1610612740,43,38,2022-03-31T02:47:50Z,2150000,,,0,,SUB out: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M04.00S,2022-03-31T02:47:35.0Z,2,REGULAR,substitution,out,[],1629234,,,1610612740,43,38,2022-03-31T02:47:50Z,2160000,,,0,,SUB out: D. Eubanks,[1629234],1610612757.0,POR,,,,Eubanks,D. Eubanks,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M04.00S,2022-03-31T02:47:35.0Z,2,REGULAR,substitution,in,[],1629617,,,1610612740,43,38,2022-03-31T02:47:50Z,2170000,,,0,,SUB in: R. Perry,[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M04.00S,2022-03-31T02:47:35.0Z,2,REGULAR,substitution,in,[],1629833,,,1610612740,43,38,2022-03-31T02:47:50Z,2180000,,,0,,SUB in: K. Blevins,[1629833],1610612757.0,POR,,,,Blevins,K. Blevins,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M04.00S,2022-03-31T02:47:57.4Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],202685,,,1610612740,43,39,2022-03-31T02:47:57Z,2190000,,,0,,J. Valanciunas Free Throw 2 of 2 (3 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,Made,,3.0,,,,,,,,,,,,,
221,PT07M49.00S,2022-03-31T02:48:14.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629617,15.719448094612352,49.26470588235294,1610612757,43,39,2022-03-31T02:48:18Z,2200000,4.0,95.0,1,left,MISS R. Perry 9' driving Hook,[1629617],1610612757.0,POR,driving,,,Perry,R. Perry,,,,,,,,,,Missed,,,9.54,,,,,,,,,,,,
222,PT07M47.00S,2022-03-31T02:48:16.2Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612740,43,39,2022-03-31T02:48:18Z,2210000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,221.0,,,,,,2.0,2.0,0.0,,,,,,
223,PT07M23.00S,2022-03-31T02:48:39.1Z,2,REGULAR,3pt,Jump Shot,[],1628984,66.70499342969777,41.66666666666667,1610612740,43,39,2022-03-31T02:48:43Z,2220000,-42.0,260.0,1,right,MISS D. Graham 26' 3PT,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,Missed,,,26.38,,,,,,,,,,,,
224,PT07M22.00S,2022-03-31T02:48:40.1Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612757,43,39,2022-03-31T02:48:43Z,2230000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,223.0,,,,,,,,,,,,,,
225,PT07M22.00S,2022-03-31T02:48:45.0Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,43,39,2022-03-31T02:48:45Z,2240000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M22.00S,2022-03-31T02:48:46.0Z,2,REGULAR,substitution,out,[],1628984,,,1610612757,43,39,2022-03-31T02:48:59Z,2250000,,,0,,SUB out: D. Graham,[1628984],1610612740.0,NOP,,,,Graham,D. Graham,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M22.00S,2022-03-31T02:48:46.0Z,2,REGULAR,substitution,out,[],1630230,,,1610612757,43,39,2022-03-31T02:48:59Z,2260000,,,0,,SUB out: N. Marshall,[1630230],1610612740.0,NOP,,,,Marshall,N. Marshall,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M22.00S,2022-03-31T02:48:46.0Z,2,REGULAR,substitution,in,[],203468,,,1610612757,43,39,2022-03-31T02:48:59Z,2270000,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT07M22.00S,2022-03-31T02:48:46.0Z,2,REGULAR,substitution,in,[],1630529,,,1610612757,43,39,2022-03-31T02:48:59Z,2280000,,,0,,SUB in: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT07M13.00S,2022-03-31T02:49:11.8Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627739,11.12023653088042,50.73529411764706,1610612757,43,39,2022-03-31T02:49:16Z,2290000,-4.0,52.0,1,left,MISS K. Dunn driving DUNK - blocked,"[1627739, 1626204]",1610612757.0,POR,driving,,,Dunn,K. Dunn,,,,,,,,,,Missed,,,5.21,,,,,,,,,,Nance Jr.,1626204.0,
231,PT07M13.00S,2022-03-31T02:49:11.8Z,2,REGULAR,block,,[],1626204,,,1610612757,43,39,2022-03-31T02:49:15Z,2300000,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT07M09.00S,2022-03-31T02:49:15.8Z,2,REGULAR,rebound,defensive,[],1630631,,,1610612740,43,39,2022-03-31T02:49:16Z,2310000,,,0,,J. Alvarado REBOUND (Off:0 Def:1),[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,230.0,,,,,,1.0,1.0,0.0,,,,,,
233,PT07M07.00S,2022-03-31T02:49:17.5Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1630631,88.64980289093299,49.754901960784316,1610612740,43,41,2022-03-31T03:00:11Z,2320000,-1.0,54.0,1,right,J. Alvarado driving floating Jump Shot (4 PTS),[1630631],1610612740.0,NOP,driving floating,,,Alvarado,J. Alvarado,,,,,,,,,,Made,,4.0,5.42,,,,,,,,,,,,
234,PT06M48.00S,2022-03-31T02:49:37.6Z,2,REGULAR,foul,personal,['3freethrow'],1630529,,,1610612757,43,41,2022-03-31T02:52:55Z,2330000,,,0,,H. Jones shooting personal FOUL (2 PF) (Johnson 3 FT),"[1630529, 1630553]",1610612740.0,NOP,shooting,,,Jones,H. Jones,,,,,1179.0,2.0,0.0,Johnson,1630553.0,,,,,,,,,,,,,,,,
236,PT06M48.00S,2022-03-31T02:49:57.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,43,41,2022-03-31T02:49:57Z,2350000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT06M48.00S,2022-03-31T02:51:51.1Z,2,REGULAR,substitution,out,[],1629604,,,1610612757,43,41,2022-03-31T02:52:52Z,2360000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT06M48.00S,2022-03-31T02:51:51.1Z,2,REGULAR,substitution,out,[],1627739,,,1610612757,43,41,2022-03-31T02:52:52Z,2370000,,,0,,SUB out: K. Dunn,[1627739],1610612757.0,POR,,,,Dunn,K. Dunn,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT06M48.00S,2022-03-31T02:51:51.1Z,2,REGULAR,substitution,out,[],1630631,,,1610612757,43,41,2022-03-31T02:52:52Z,2380000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT06M48.00S,2022-03-31T02:51:51.1Z,2,REGULAR,substitution,out,[],202685,,,1610612757,43,41,2022-03-31T02:52:52Z,2390000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M48.00S,2022-03-31T02:51:51.1Z,2,REGULAR,substitution,in,[],1630314,,,1610612757,43,41,2022-03-31T02:52:52Z,2400000,,,0,,SUB in: B. Williams,[1630314],1610612757.0,POR,,,,Williams,B. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M48.00S,2022-03-31T02:51:51.1Z,2,REGULAR,substitution,in,[],1629712,,,1610612757,43,41,2022-03-31T02:52:52Z,2410000,,,0,,SUB in: D. Louzada,[1629712],1610612757.0,POR,,,,Louzada,D. Louzada,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M48.00S,2022-03-31T02:51:51.1Z,2,REGULAR,substitution,in,[],1629637,,,1610612757,43,41,2022-03-31T02:52:52Z,2420000,,,0,,SUB in: J. Hayes,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M48.00S,2022-03-31T02:51:51.1Z,2,REGULAR,substitution,in,[],1627742,,,1610612757,43,41,2022-03-31T02:52:52Z,2430000,,,0,,SUB in: B. Ingram,[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M48.00S,2022-03-31T02:52:56.7Z,2,REGULAR,freethrow,1 of 3,[],1630553,,,1610612757,43,41,2022-03-31T02:52:56Z,2440000,,,0,,MISS K. Johnson Free Throw 1 of 3,[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,,,,,,,,,,,,,
246,PT06M48.00S,2022-03-31T02:52:56.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,43,41,2022-03-31T02:52:56Z,2450000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,245.0,,,,,,,,,,,,,,
247,PT06M48.00S,2022-03-31T02:53:09.9Z,2,REGULAR,freethrow,2 of 3,[],1630553,,,1610612757,44,41,2022-03-31T02:53:10Z,2460000,,,0,,K. Johnson Free Throw 2 of 3 (4 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,,4.0,,,,,,,,,,,,,
248,PT06M48.00S,2022-03-31T02:53:26.3Z,2,REGULAR,freethrow,3 of 3,[],1630553,,,1610612757,45,41,2022-03-31T02:53:26Z,2470000,,,0,,K. Johnson Free Throw 3 of 3 (5 PTS),[1630553],1610612757.0,POR,,,,Johnson,K. Johnson,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
249,PT06M38.00S,2022-03-31T02:53:41.0Z,2,REGULAR,foul,personal,['2freethrow'],1629617,,,1610612740,45,41,2022-03-31T02:53:49Z,2480000,,,0,,R. Perry shooting personal FOUL (1 PF) (Hayes 2 FT),"[1629617, 1629637]",1610612757.0,POR,shooting,,,Perry,R. Perry,,,,,202026.0,1.0,0.0,Hayes,1629637.0,,,,,,,,,,,,,,,,
251,PT06M38.00S,2022-03-31T02:54:13.8Z,2,REGULAR,freethrow,1 of 2,[],1629637,,,1610612740,45,41,2022-03-31T02:54:13Z,2500000,,,0,,MISS J. Hayes Free Throw 1 of 2,[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,Missed,,,,,,,,,,,,,,,
252,PT06M38.00S,2022-03-31T02:54:13.8Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612740,45,41,2022-03-31T02:54:13Z,2510000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,,,,,,,251.0,,,,,,,,,,,,,,
253,PT06M38.00S,2022-03-31T02:54:23.7Z,2,REGULAR,freethrow,2 of 2,[],1629637,,,1610612740,45,42,2022-03-31T02:54:23Z,2520000,,,0,,J. Hayes Free Throw 2 of 2 (5 PTS),[1629637],1610612740.0,NOP,,,,Hayes,J. Hayes,,,,,,,,,,Made,,5.0,,,,,,,,,,,,,
254,PT06M14.00S,2022-03-31T02:54:49.4Z,2,REGULAR,3pt,Jump Shot,[],1630314,31.61957950065703,77.20588235294117,1610612757,45,42,2022-03-31T02:54:54Z,2530000,-136.0,245.0,1,left,MISS B. Williams 28' pullup 3PT,[1630314],1610612757.0,POR,pullup,,,Williams,B. Williams,,,,,,,,,,Missed,,,28.0,,,,,,,,,,,,
255,PT06M11.00S,2022-03-31T02:54:52.4Z,2,REGULAR,rebound,defensive,[],203468,,,1610612740,45,42,2022-03-31T02:54:54Z,2540000,,,0,,C. McCollum REBOUND (Off:0 Def:1),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,254.0,,,,,,1.0,1.0,0.0,,,,,,
256,PT06M04.00S,2022-03-31T02:55:02.3Z,2,REGULAR,foul,offensive,[],1627742,,,1610612740,45,42,2022-03-31T02:55:12Z,2550000,,,0,,B. Ingram charge offensive FOUL (1 PF),"[1627742, 1629712]",1610612740.0,NOP,charge,,,Ingram,B. Ingram,,,,,1179.0,1.0,0.0,Louzada,1629712.0,,,,,,,,,,,,,,,,
258,PT06M04.00S,2022-03-31T02:55:02.3Z,2,REGULAR,turnover,offensive foul,[],1627742,,,1610612740,45,42,2022-03-31T02:55:02Z,2570000,,,0,,B. Ingram offensive foul TURNOVER (1 TO),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,1179.0,,,,,,,,,,,,,,,1.0,,,,,
259,PT05M47.00S,2022-03-31T02:55:36.7Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1629617,12.828515111695138,61.029411764705884,1610612757,47,42,2022-03-31T02:55:50Z,2580000,-55.0,68.0,1,left,R. Perry 8' turnaround Hook (4 PTS),[1629617],1610612757.0,POR,turnaround,,,Perry,R. Perry,,,,,,,,,,Made,,4.0,8.76,,,,,,,,,,,,
260,PT05M28.00S,2022-03-31T02:55:55.5Z,2,REGULAR,3pt,Jump Shot,[],1630529,81.2910643889619,6.61764705882353,1610612740,47,42,2022-03-31T02:56:03Z,2590000,-217.0,123.0,1,right,MISS H. Jones 24' 3PT,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,Missed,,,24.95,,,,,,,,,,,,
261,PT05M25.00S,2022-03-31T02:55:58.5Z,2,REGULAR,rebound,defensive,[],1629617,,,1610612757,47,42,2022-03-31T02:56:03Z,2600000,,,0,,R. Perry REBOUND (Off:1 Def:1),[1629617],1610612757.0,POR,,,,Perry,R. Perry,,,,,,,,,,,260.0,,,,,,2.0,1.0,1.0,,,,,,
262,PT05M16.00S,2022-03-31T02:56:07.3Z,2,REGULAR,2pt,Jump Shot,[],1630553,14.011169513797633,68.87254901960785,1610612757,47,42,2022-03-31T02:56:13Z,2610000,-94.0,79.0,1,left,MISS K. Johnson 12' turnaround Shot,[1630553],1610612757.0,POR,turnaround,,,Johnson,K. Johnson,,,,,,,,,,Missed,,,12.32,,,,,,,,,,,,
263,PT05M14.00S,2022-03-31T02:56:09.3Z,2,REGULAR,rebound,defensive,[],1627742,,,1610612740,47,42,2022-03-31T02:56:13Z,2620000,,,0,,B. Ingram REBOUND (Off:0 Def:3),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,,,,262.0,,,,,,3.0,3.0,0.0,,,,,,
264,PT05M10.00S,2022-03-31T02:56:14.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1627742,88.51839684625493,53.431372549019606,1610612740,47,42,2022-03-31T03:03:34Z,2630000,17.0,55.0,1,right,MISS B. Ingram running Layup - blocked,"[1627742, 1629712]",1610612740.0,NOP,running,,,Ingram,B. Ingram,,,,,,,,,,Missed,,,5.8,,,,,,,,,,Louzada,1629712.0,
265,PT05M10.00S,2022-03-31T02:56:14.4Z,2,REGULAR,block,,[],1629712,,,1610612740,47,42,2022-03-31T02:56:17Z,2640000,,,0,,D. Louzada BLOCK (1 BLK),[1629712],1610612757.0,POR,,,,Louzada,D. Louzada,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M09.00S,2022-03-31T02:56:15.4Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612740,47,42,2022-03-31T02:56:34Z,2650000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:2),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,264.0,,,,,,3.0,2.0,1.0,,,,,,
