actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value,blockPlayerName,blockPersonId
33,PT08M42.00S,2022-02-10T03:15:44.7Z,1,REGULAR,2pt,Jump Shot,[],202340,6.258212877792378,86.76470588235294,1610612747,4,2,2022-02-10T03:15:52Z,320000,-184.0,6.0,1,left,MISS A. Bradley 18' pullup Shot,[202340],1610612747.0,LAL,pullup,,,Bradley,A. Bradley,,,,,18.39,Missed,,,,,,,,,,,,,,,,,,,
34,PT08M39.00S,2022-02-10T03:15:47.7Z,1,REGULAR,rebound,defensive,[],1626159,,,1610612757,4,2,2022-02-10T03:15:52Z,330000,,,0,,J. Winslow REBOUND (Off:0 Def:3),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,33.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
35,PT08M23.00S,2022-02-10T03:16:04.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,93.9060446780552,51.225490196078425,1610612757,6,2,2022-02-10T03:16:08Z,340000,6.0,5.0,1,right,J. Nurkic driving DUNK (4 PTS) (C. Elleby 2 AST),"[203994, 1629604]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,0.78,Made,,,,,4.0,C. Elleby,1629604.0,2.0,,,,,,,,,,,
37,PT08M09.00S,2022-02-10T03:16:22.1Z,1,REGULAR,turnover,out-of-bounds,[],1628370,,,1610612747,6,2,2022-02-10T03:16:25Z,360000,,,0,,M. Monk bad pass out-of-bounds TURNOVER (2 TO),[1628370],1610612747.0,LAL,bad pass,,,Monk,M. Monk,,,,,,,,,,,,,,,202035.0,2.0,,,,,,,,,
38,PT07M59.00S,2022-02-10T03:16:43.7Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203463,72.35545335085413,18.137254901960784,1610612757,6,2,2022-02-10T03:16:47Z,370000,-159.0,207.0,1,right,MISS B. McLemore 26' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,26.15,Missed,,,,,,,,,,,,,,,,,,,
39,PT07M57.00S,2022-02-10T03:16:45.7Z,1,REGULAR,rebound,defensive,[],2772,,,1610612747,6,2,2022-02-10T03:16:47Z,380000,,,0,,T. Ariza REBOUND (Off:0 Def:2),[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
40,PT07M49.00S,2022-02-10T03:16:54.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.389618922470433,49.754901960784316,1610612747,6,4,2022-02-10T03:17:00Z,390000,1.0,8.0,1,left,L. James driving Layup (4 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,0.77,Made,,,,,4.0,,,,,,,,,,,,,,
41,PT07M36.00S,2022-02-10T03:17:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629604,94.95729303547962,52.450980392156865,1610612757,6,4,2022-02-10T03:17:11Z,400000,12.0,-5.0,1,right,MISS C. Elleby driving Layup,[1629604],1610612757.0,POR,driving,,,Elleby,C. Elleby,,,,,1.33,Missed,,,,,,,,,,,,,,,,,,,
42,PT07M34.00S,2022-02-10T03:17:09.5Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,6,4,2022-02-10T03:17:11Z,410000,,,0,,L. James REBOUND (Off:0 Def:1),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,41.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
43,PT07M27.00S,2022-02-10T03:17:16.4Z,1,REGULAR,3pt,Jump Shot,[],1628370,33.196452036793694,28.921568627450984,1610612747,6,4,2022-02-10T03:17:20Z,420000,105.0,260.0,1,left,MISS M. Monk 28' 3PT,[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,28.01,Missed,,,,,,,,,,,,,,,,,,,
44,PT07M24.00S,2022-02-10T03:17:19.4Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,6,4,2022-02-10T03:17:20Z,430000,,,0,,C. Elleby REBOUND (Off:0 Def:1),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,43.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
45,PT07M08.00S,2022-02-10T03:17:35.1Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203994,94.82588699080158,50.0,1610612757,8,4,2022-02-10T03:17:42Z,440000,0.0,-4.0,1,right,J. Nurkic DUNK (6 PTS) (A. Simons 2 AST),"[203994, 1629014]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,0.39,Made,,,,,6.0,A. Simons,1629014.0,2.0,,,,,,,,,,,
47,PT07M07.00S,2022-02-10T03:17:39.4Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612747,8,4,2022-02-10T03:17:39Z,460000,,,0,,LAL Timeout,[],1610612747.0,LAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,PT06M45.00S,2022-02-10T03:21:03.4Z,1,REGULAR,foul,personal,['2freethrow'],1626159,,,1610612747,8,4,2022-02-10T03:21:19Z,470000,,,0,,J. Winslow shooting personal FOUL (1 PF) (Davis 2 FT),"[1626159, 203076]",1610612757.0,POR,shooting,,,Winslow,J. Winslow,,,,,,,,,,,,,,,202035.0,,,,1.0,0.0,Davis,203076.0,,,
50,PT06M45.00S,2022-02-10T03:21:32.7Z,1,REGULAR,freethrow,1 of 2,[],203076,,,1610612747,8,4,2022-02-10T03:21:53Z,490000,,,0,,MISS A. Davis Free Throw 1 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
51,PT06M45.00S,2022-02-10T03:21:32.7Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612747,8,4,2022-02-10T03:21:53Z,500000,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,,,50.0,,,,,,,,,,,,,,,,,,
52,PT06M45.00S,2022-02-10T03:21:32.7Z,1,REGULAR,freethrow,2 of 2,[],203076,,,1610612747,8,4,2022-02-10T03:21:53Z,510000,,,0,,MISS A. Davis Free Throw 2 of 2,[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,Missed,,,,,,,,,,,,,,,,,,,
53,PT06M43.00S,2022-02-10T03:21:34.7Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,8,4,2022-02-10T03:21:53Z,520000,,,0,,C. Elleby REBOUND (Off:0 Def:2),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,52.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
54,PT06M24.00S,2022-02-10T03:22:11.3Z,1,REGULAR,3pt,Jump Shot,[],203463,73.27529566360053,80.14705882352942,1610612757,8,4,2022-02-10T03:22:15Z,530000,151.0,199.0,1,right,MISS B. McLemore 24' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,24.94,Missed,,,,,,,,,,,,,,,,,,,
55,PT06M20.00S,2022-02-10T03:22:15.3Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,8,4,2022-02-10T03:22:15Z,540000,,,0,,A. Davis REBOUND (Off:0 Def:2),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
56,PT06M09.00S,2022-02-10T03:22:27.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,6.915243101182654,52.20588235294118,1610612747,8,6,2022-02-10T03:22:31Z,550000,-11.0,13.0,1,left,L. James driving Layup (6 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,1.67,Made,,,,,6.0,,,,,,,,,,,,,,
57,PT05M59.00S,2022-02-10T03:22:43.8Z,1,REGULAR,foul,personal,[],203076,,,1610612757,8,6,2022-02-10T03:22:52Z,560000,,,0,,A. Davis personal FOUL (1 PF),"[203076, 203994]",1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,,,,,,,,,201638.0,,,,1.0,0.0,Nurkic,203994.0,,,
59,PT05M50.00S,2022-02-10T03:23:28.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,92.59198423127464,53.92156862745098,1610612757,8,6,2022-02-10T03:23:31Z,580000,20.0,17.0,1,right,MISS A. Simons driving Layup,[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,2.6,Missed,,,,,,,,,,,,,,,,,,,
60,PT05M49.00S,2022-02-10T03:23:29.3Z,1,REGULAR,rebound,defensive,[],2544,,,1610612747,8,6,2022-02-10T03:23:31Z,590000,,,0,,L. James REBOUND (Off:0 Def:2),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,59.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
61,PT05M40.00S,2022-02-10T03:23:39.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],2544,8.623521681997373,47.30392156862745,1610612747,8,8,2022-02-10T03:23:44Z,600000,13.0,29.0,1,left,L. James driving finger roll Layup (8 PTS),[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,3.16,Made,,,,,8.0,,,,,,,,,,,,,,
62,PT05M19.00S,2022-02-10T03:24:00.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626159,92.9862023653088,50.245098039215684,1610612757,10,8,2022-02-10T03:24:03Z,610000,1.0,13.0,1,right,J. Winslow Layup (4 PTS) (C. Elleby 3 AST),"[1626159, 1629604]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,1.35,Made,,,,,4.0,C. Elleby,1629604.0,3.0,,,,,,,,,,,
64,PT05M09.00S,2022-02-10T03:24:10.1Z,1,REGULAR,3pt,Jump Shot,[],2772,5.995400788436268,95.83333333333334,1610612747,10,11,2022-02-10T03:24:13Z,630000,-229.0,4.0,1,left,T. Ariza 3PT  (3 PTS) (L. James 1 AST),"[2772, 2544]",1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,22.92,Made,,,,,3.0,L. James,2544.0,1.0,,,,,,,,,,,
66,PT04M53.00S,2022-02-10T03:24:25.5Z,1,REGULAR,3pt,Jump Shot,[],1629604,80.23981603153744,91.42156862745098,1610612757,10,11,2022-02-10T03:24:29Z,650000,207.0,133.0,1,right,MISS C. Elleby 24' 3PT,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,24.62,Missed,,,,,,,,,,,,,,,,,,,
67,PT04M51.00S,2022-02-10T03:24:27.5Z,1,REGULAR,rebound,defensive,[],203076,,,1610612747,10,11,2022-02-10T03:24:29Z,660000,,,0,,A. Davis REBOUND (Off:0 Def:3),[203076],1610612747.0,LAL,,,,Davis,A. Davis,,,,,,,66.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
68,PT04M40.00S,2022-02-10T03:24:39.1Z,1,REGULAR,3pt,Jump Shot,[],2772,6.915243101182654,95.83333333333334,1610612747,10,11,2022-02-10T03:24:43Z,670000,-229.0,13.0,1,left,MISS T. Ariza 3PT,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,22.95,Missed,,,,,,,,,,,,,,,,,,,
69,PT04M37.00S,2022-02-10T03:24:42.1Z,1,REGULAR,rebound,defensive,[],1629604,,,1610612757,10,11,2022-02-10T03:24:43Z,680000,,,0,,C. Elleby REBOUND (Off:0 Def:3),[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,68.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
70,PT04M31.00S,2022-02-10T03:24:48.1Z,1,REGULAR,3pt,Jump Shot,[],1629014,79.188567674113,91.17647058823529,1610612757,10,11,2022-02-10T03:24:52Z,690000,206.0,143.0,1,right,MISS A. Simons 25' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,25.07,Missed,,,,,,,,,,,,,,,,,,,
71,PT04M29.00S,2022-02-10T03:24:50.1Z,1,REGULAR,rebound,defensive,[],1628370,,,1610612747,10,11,2022-02-10T03:24:52Z,700000,,,0,,M. Monk REBOUND (Off:0 Def:2),[1628370],1610612747.0,LAL,,,,Monk,M. Monk,,,,,,,70.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
73,PT04M24.00S,2022-02-10T03:25:00.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,10,11,2022-02-10T03:25:00Z,720000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,PT04M24.00S,2022-02-10T03:25:00.9Z,1,REGULAR,substitution,out,[],2772,,,1610612747,10,11,2022-02-10T03:25:14Z,730000,,,0,,SUB out: T. Ariza,[2772],1610612747.0,LAL,,,,Ariza,T. Ariza,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT04M24.00S,2022-02-10T03:25:00.9Z,1,REGULAR,substitution,out,[],2544,,,1610612747,10,11,2022-02-10T03:25:14Z,740000,,,0,,SUB out: L. James,[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT04M24.00S,2022-02-10T03:25:00.9Z,1,REGULAR,substitution,in,[],1629659,,,1610612747,10,11,2022-02-10T03:25:14Z,750000,,,0,,SUB in: T. Horton-Tucker,[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT04M24.00S,2022-02-10T03:25:00.9Z,1,REGULAR,substitution,in,[],1626169,,,1610612747,10,11,2022-02-10T03:25:14Z,760000,,,0,,SUB in: S. Johnson,[1626169],1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT04M22.00S,2022-02-10T03:25:28.5Z,1,REGULAR,turnover,bad pass,[],1629659,,,1610612747,10,11,2022-02-10T03:25:31Z,770000,,,0,,T. Horton-Tucker bad pass TURNOVER (1 TO),"[1629659, 203463]",1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,,,,,,,,,,1.0,McLemore,203463.0,,,,,,,
79,PT04M22.00S,2022-02-10T03:25:28.5Z,1,REGULAR,steal,,[],203463,,,1610612757,10,11,2022-02-10T03:25:30Z,780000,,,0,,B. McLemore STEAL (2 STL),[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT04M15.00S,2022-02-10T03:25:35.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626159,94.43166885676742,47.794117647058826,1610612757,12,11,2022-02-10T03:25:48Z,790000,-11.0,0.0,1,right,J. Winslow cutting Layup (6 PTS) (A. Simons 3 AST),"[1626159, 1629014]",1610612757.0,POR,cutting,,,Winslow,J. Winslow,,,,,1.1,Made,,,,,6.0,A. Simons,1629014.0,3.0,,,,,,,,,,,
82,PT03M54.00S,2022-02-10T03:25:59.2Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612747,12,11,2022-02-10T03:25:59Z,810000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT03M50.00S,2022-02-10T03:26:18.8Z,1,REGULAR,3pt,Jump Shot,[],1626169,27.414586070959263,82.35294117647058,1610612747,12,14,2022-02-10T03:26:22Z,820000,-162.0,205.0,1,left,S. Johnson 26' 3PT pullup (3 PTS) (T. Horton-Tucker 1 AST),"[1626169, 1629659]",1610612747.0,LAL,pullup,,,Johnson,S. Johnson,,,,,26.13,Made,,,,,3.0,T. Horton-Tucker,1629659.0,1.0,,,,,,,,,,,
85,PT03M36.00S,2022-02-10T03:26:32.3Z,1,REGULAR,3pt,Jump Shot,[],1629014,69.20170827858082,68.87254901960785,1610612757,12,14,2022-02-10T03:26:36Z,840000,94.0,237.0,1,right,MISS A. Simons 25' pullup 3PT,[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,25.51,Missed,,,,,,,,,,,,,,,,,,,
86,PT03M34.00S,2022-02-10T03:26:34.3Z,1,REGULAR,rebound,defensive,[],1629659,,,1610612747,12,14,2022-02-10T03:26:36Z,850000,,,0,,T. Horton-Tucker REBOUND (Off:0 Def:1),[1629659],1610612747.0,LAL,,,,Horton-Tucker,T. Horton-Tucker,,,,,,,85.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
87,PT03M28.00S,2022-02-10T03:26:40.7Z,1,REGULAR,turnover,lost ball,[],1626169,,,1610612747,12,14,2022-02-10T03:26:45Z,860000,,,0,,S. Johnson lost ball TURNOVER (1 TO),"[1626169, 1626159]",1610612747.0,LAL,,,,Johnson,S. Johnson,,,,,,,,,,,,,,,,1.0,Winslow,1626159.0,,,,,,,
88,PT03M28.00S,2022-02-10T03:26:40.7Z,1,REGULAR,steal,,[],1626159,,,1610612757,12,14,2022-02-10T03:26:42Z,870000,,,0,,J. Winslow STEAL (1 STL),[1626159],1610612757.0,POR,,,,Winslow,J. Winslow,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT03M20.00S,2022-02-10T03:26:47.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629014,93.51182654402102,45.83333333333333,1610612757,14,14,2022-02-10T03:26:52Z,880000,-21.0,8.0,1,right,A. Simons driving finger roll Layup (2 PTS),[1629014],1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,2.25,Made,,,,,2.0,,,,,,,,,,,,,,
