actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
363,PT08M40.00S,2021-11-18T04:29:48.5Z,3,REGULAR,foul,offensive,[],203994,,,1610612757,54,71,2021-11-18T04:29:55Z,3520000,,,0,,J. Nurkic offensive FOUL (4 PF),"[203994, 1627936]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1627541.0,4.0,0.0,Caruso,1627936.0,,,,,,,,,,,,,,,,
365,PT08M40.00S,2021-11-18T04:29:48.5Z,3,REGULAR,turnover,offensive foul,[],203994,,,1610612757,54,71,2021-11-18T04:29:48Z,3540000,,,0,,J. Nurkic offensive foul TURNOVER (2 TO),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,1627541.0,,,,,,,,,,,,,,2.0,,,,,,
366,PT08M40.00S,2021-11-18T04:30:00.6Z,3,REGULAR,substitution,out,[],203994,,,1610612741,54,71,2021-11-18T04:30:04Z,3550000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
367,PT08M40.00S,2021-11-18T04:30:00.6Z,3,REGULAR,substitution,in,[],1626204,,,1610612741,54,71,2021-11-18T04:30:04Z,3560000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
368,PT08M26.00S,2021-11-18T04:30:27.4Z,3,REGULAR,turnover,bad pass,[],1627936,,,1610612741,54,71,2021-11-18T04:30:48Z,3570000,,,0,,A. Caruso bad pass TURNOVER (1 TO),"[1627936, 1626204]",1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,1.0,Nance Jr.,1626204.0,,,,
369,PT08M26.00S,2021-11-18T04:30:27.4Z,3,REGULAR,steal,,[],1626204,,,1610612757,54,71,2021-11-18T04:30:28Z,3580000,,,0,,L. Nance Jr. STEAL (2 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
370,PT08M23.00S,2021-11-18T04:30:30.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1626181,92.85479632063075,52.69607843137255,1610612757,54,71,2021-11-18T04:30:53Z,3590000,13.0,15.0,1,right,MISS N. Powell running Layup - blocked,"[1626181, 1628366]",1610612757.0,POR,running,,,Powell,N. Powell,,,,,,,,,,2.0,Missed,Ball,1628366.0,,,,,,,,,,,,
377,PT08M23.00S,2021-11-18T04:30:30.5Z,3,REGULAR,block,,[],1628366,,,1610612757,54,71,2021-11-18T04:31:00Z,3595000,,,0,,L. Ball BLOCK (2 BLK),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
371,PT08M22.00S,2021-11-18T04:30:31.5Z,3,REGULAR,rebound,offensive,[],1626181,,,1610612757,54,71,2021-11-18T04:31:00Z,3600000,,,0,,N. Powell REBOUND (Off:1 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,370.0,2.0,1.0,1.0,,,,,,,,
372,PT08M19.00S,2021-11-18T04:30:35.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626181,93.64323258869908,47.05882352941176,1610612757,54,71,2021-11-18T04:30:57Z,3610000,-15.0,7.0,1,right,MISS N. Powell Layup - blocked,"[1626181, 1627936]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,1.64,Missed,Caruso,1627936.0,,,,,,,,,,,,
373,PT08M19.00S,2021-11-18T04:30:35.5Z,3,REGULAR,block,,[],1627936,,,1610612757,54,71,2021-11-18T04:30:38Z,3620000,,,0,,A. Caruso BLOCK (2 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
374,PT08M15.00S,2021-11-18T04:30:39.5Z,3,REGULAR,rebound,offensive,[],1626204,,,1610612757,54,71,2021-11-18T04:30:57Z,3630000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:5),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,372.0,7.0,5.0,2.0,,,,,,,,
375,PT08M14.00S,2021-11-18T04:30:39.5Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",203081,87.99277266754271,94.85294117647058,1610612757,57,71,2021-11-18T04:31:00Z,3640000,224.0,60.0,1,right,D. Lillard 3PT  (9 PTS) (L. Nance Jr. 2 AST),"[203081, 1626204]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,23.23,Made,,,,,,,9.0,,,,L. Nance Jr.,1626204.0,2.0,
378,PT07M51.00S,2021-11-18T04:31:02.4Z,3,REGULAR,2pt,Jump Shot,[],201942,23.866622864651774,75.24509803921569,1610612741,57,71,2021-11-18T04:31:06Z,3660000,-126.0,172.0,1,left,MISS D. DeRozan 21' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,,,21.32,Missed,,,,,,,,,,,,,,
379,PT07M50.00S,2021-11-18T04:31:03.4Z,3,REGULAR,rebound,defensive,[],203081,,,1610612757,57,71,2021-11-18T04:31:06Z,3670000,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,378.0,2.0,2.0,0.0,,,,,,,,
380,PT07M37.00S,2021-11-18T04:31:16.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203496,92.06636005256242,51.225490196078425,1610612757,59,71,2021-11-18T04:38:35Z,3680000,6.0,22.0,1,right,R. Covington driving floating Jump Shot (10 PTS) (L. Nance Jr. 3 AST),"[203496, 1626204]",1610612757.0,POR,driving floating,,,Covington,R. Covington,,,,,,,,,,2.29,Made,,,,,,,10.0,,,,L. Nance Jr.,1626204.0,3.0,
382,PT07M17.00S,2021-11-18T04:31:36.3Z,3,REGULAR,turnover,bad pass,[],1628366,,,1610612741,59,71,2021-11-18T04:31:40Z,3700000,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1628366, 203496]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,1.0,Covington,203496.0,,,,
383,PT07M17.00S,2021-11-18T04:31:36.3Z,3,REGULAR,steal,,[],203496,,,1610612757,59,71,2021-11-18T04:31:38Z,3710000,,,0,,R. Covington STEAL (3 STL),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT07M08.00S,2021-11-18T04:31:47.5Z,3,REGULAR,foul,personal,[],1628366,,,1610612757,59,71,2021-11-18T04:32:03Z,3720000,,,0,,L. Ball personal FOUL (3 PF),"[1628366, 203081]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,1628159.0,3.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
386,PT07M03.00S,2021-11-18T04:32:12.5Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],203468,70.64717477003943,19.852941176470587,1610612757,59,71,2021-11-18T04:32:16Z,3740000,-151.0,223.0,1,right,MISS C. McCollum 26' pullup 3PT,[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,,,,,,26.95,Missed,,,,,,,,,,,,,,
387,PT07M01.00S,2021-11-18T04:32:14.5Z,3,REGULAR,rebound,defensive,[],1628396,,,1610612741,59,71,2021-11-18T04:32:16Z,3750000,,,0,,T. Bradley REBOUND (Off:0 Def:2),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,386.0,2.0,2.0,0.0,,,,,,,,
388,PT07M01.00S,2021-11-18T04:32:20.1Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,59,71,2021-11-18T04:32:20Z,3760000,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
389,PT06M48.00S,2021-11-18T04:35:29.8Z,3,REGULAR,turnover,out-of-bounds,[],203897,,,1610612741,59,71,2021-11-18T04:35:37Z,3770000,,,0,,Z. LaVine step out-of-bounds TURNOVER (3 TO),[203897],1610612741.0,CHI,step,,,LaVine,Z. LaVine,,,,,1162.0,,,,,,,,,,,,,,3.0,,,,,,
390,PT06M38.00S,2021-11-18T04:35:49.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626181,93.77463863337714,51.71568627450981,1610612757,61,71,2021-11-18T04:36:25Z,3780000,9.0,6.0,1,right,N. Powell driving reverse Layup (11 PTS) (R. Covington 2 AST),"[1626181, 203496]",1610612757.0,POR,driving reverse,,,Powell,N. Powell,,,,,,,,,,1.05,Made,,,,,,,11.0,,,,R. Covington,203496.0,2.0,
391,PT06M38.00S,2021-11-18T04:35:52.4Z,3,REGULAR,foul,personal,['1freethrow'],201942,,,1610612757,61,71,2021-11-18T04:36:02Z,3790000,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Powell 1 FT),"[201942, 1626181]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,1162.0,2.0,0.0,Powell,1626181.0,,,,,,,,,,,,,,,,
393,PT06M38.00S,2021-11-18T04:36:20.2Z,3,REGULAR,freethrow,1 of 1,['fromturnover'],1626181,,,1610612757,62,71,2021-11-18T04:36:20Z,3810000,,,0,,N. Powell Free Throw 1 of 1 (12 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,Made,,,,,,,12.0,,,,,,,
394,PT06M19.00S,2021-11-18T04:36:40.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628396,5.863994743758213,48.28431372549019,1610612741,62,73,2021-11-18T04:36:44Z,3820000,9.0,3.0,1,left,T. Bradley Layup (6 PTS) (Z. LaVine 2 AST),"[1628396, 203897]",1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,0.9,Made,,,,,,,6.0,,,,Z. LaVine,203897.0,2.0,
396,PT06M01.00S,2021-11-18T04:36:58.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,83.39356110381078,43.38235294117647,1610612757,62,73,2021-11-18T04:37:02Z,3840000,-33.0,104.0,1,right,MISS L. Nance Jr. 10' floating Shot,[1626204],1610612757.0,POR,floating,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,10.88,Missed,,,,,,,,,,,,,,
397,PT06M00.00S,2021-11-18T04:36:59.7Z,3,REGULAR,rebound,defensive,[],1628396,,,1610612741,62,73,2021-11-18T04:37:02Z,3850000,,,0,,T. Bradley REBOUND (Off:0 Def:3),[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,396.0,3.0,3.0,0.0,,,,,,,,
399,PT06M00.00S,2021-11-18T04:37:08.9Z,3,REGULAR,foul,personal,[],1626204,,,1610612741,62,73,2021-11-18T04:37:13Z,3870000,,,0,,L. Nance Jr. personal FOUL (2 PF),"[1626204, 1628396]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,1627541.0,2.0,0.0,Bradley,1628396.0,,,,,,,,,,,,,,,,
401,PT05M41.00S,2021-11-18T04:37:32.2Z,3,REGULAR,3pt,Jump Shot,[],1628366,23.866622864651774,12.009803921568627,1610612741,62,76,2021-11-18T04:37:36Z,3890000,190.0,172.0,1,left,L. Ball 25' 3PT  (11 PTS) (D. DeRozan 4 AST),"[1628366, 201942]",1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,25.62,Made,,,,,,,11.0,,,,D. DeRozan,201942.0,4.0,
403,PT05M20.00S,2021-11-18T04:37:53.0Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626204,93.38042049934296,50.49019607843137,1610612757,64,76,2021-11-18T04:37:56Z,3910000,2.0,10.0,1,right,L. Nance Jr. DUNK (9 PTS) (R. Covington 3 AST),"[1626204, 203496]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,1.0,Made,,,,,,,9.0,,,,R. Covington,203496.0,3.0,
405,PT05M04.00S,2021-11-18T04:38:09.2Z,3,REGULAR,turnover,bad pass,[],203897,,,1610612741,64,76,2021-11-18T04:38:14Z,3930000,,,0,,Z. LaVine bad pass TURNOVER (4 TO),"[203897, 1626204]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,4.0,Nance Jr.,1626204.0,,,,
406,PT05M04.00S,2021-11-18T04:38:09.2Z,3,REGULAR,steal,,[],1626204,,,1610612757,64,76,2021-11-18T04:39:14Z,3940000,,,0,,L. Nance Jr. STEAL (3 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
407,PT04M56.00S,2021-11-18T04:38:17.0Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626204,73.66951379763469,82.59803921568627,1610612757,67,76,2021-11-18T04:38:24Z,3950000,163.0,195.0,1,right,L. Nance Jr. 25' 3PT  (12 PTS) (C. McCollum 3 AST),"[1626204, 203468]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,25.42,Made,,,,,,,12.0,,,,C. McCollum,203468.0,3.0,
410,PT04M41.00S,2021-11-18T04:38:44.7Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626181,,,1610612741,67,76,2021-11-18T04:39:27Z,3980000,,,0,,N. Powell personal FOUL (1 PF) (LaVine 2 FT),"[1626181, 203897]",1610612757.0,POR,,,,Powell,N. Powell,,,,,1628159.0,1.0,0.0,LaVine,203897.0,,,,,,,,,,,,,,,,
412,PT04M41.00S,2021-11-18T04:39:12.8Z,3,REGULAR,freethrow,1 of 2,[],203897,,,1610612741,67,76,2021-11-18T04:39:12Z,4000000,,,0,,MISS Z. LaVine Free Throw 1 of 2,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Missed,,,,,,,,,,,,,,
413,PT04M41.00S,2021-11-18T04:39:12.8Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,67,76,2021-11-18T04:39:12Z,4010000,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,412.0,,,,,,,,,,,
414,PT04M41.00S,2021-11-18T04:39:13.3Z,3,REGULAR,substitution,out,[],1627936,,,1610612741,67,76,2021-11-18T04:39:22Z,4020000,,,0,,SUB out: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT04M41.00S,2021-11-18T04:39:13.3Z,3,REGULAR,substitution,out,[],201942,,,1610612741,67,76,2021-11-18T04:39:22Z,4030000,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT04M41.00S,2021-11-18T04:39:13.3Z,3,REGULAR,substitution,out,[],1628396,,,1610612741,67,76,2021-11-18T04:39:22Z,4040000,,,0,,SUB out: T. Bradley,[1628396],1610612741.0,CHI,,,,Bradley,T. Bradley,,,,,,,,,,,,,,,,,,,,,,,,,
417,PT04M41.00S,2021-11-18T04:39:13.3Z,3,REGULAR,substitution,in,[],1629750,,,1610612741,67,76,2021-11-18T04:39:22Z,4050000,,,0,,SUB in: J. Green,[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
418,PT04M41.00S,2021-11-18T04:39:13.3Z,3,REGULAR,substitution,in,[],1627884,,,1610612741,67,76,2021-11-18T04:39:22Z,4060000,,,0,,SUB in: D. Jones Jr.,[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
419,PT04M41.00S,2021-11-18T04:39:13.3Z,3,REGULAR,substitution,in,[],1630245,,,1610612741,67,76,2021-11-18T04:39:22Z,4070000,,,0,,SUB in: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,
420,PT04M41.00S,2021-11-18T04:39:36.0Z,3,REGULAR,freethrow,2 of 2,[],203897,,,1610612741,67,77,2021-11-18T04:39:36Z,4080000,,,0,,Z. LaVine Free Throw 2 of 2 (22 PTS),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,Made,,,,,,,22.0,,,,,,,
421,PT04M28.00S,2021-11-18T04:39:51.2Z,3,REGULAR,3pt,Jump Shot,[],203496,67.36202365308804,50.73529411764706,1610612757,67,77,2021-11-18T04:39:55Z,4090000,4.0,254.0,1,right,MISS R. Covington 25' 3PT,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,25.43,Missed,,,,,,,,,,,,,,
422,PT04M25.00S,2021-11-18T04:39:54.2Z,3,REGULAR,rebound,defensive,[],1628366,,,1610612741,67,77,2021-11-18T04:39:55Z,4100000,,,0,,L. Ball REBOUND (Off:1 Def:3),[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,421.0,4.0,3.0,1.0,,,,,,,,
423,PT04M20.00S,2021-11-18T04:39:58.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630245,5.338370565045992,49.26470588235294,1610612741,67,79,2021-11-18T04:40:04Z,4110000,4.0,-2.0,1,left,A. Dosunmu running Layup (5 PTS) (L. Ball 4 AST),"[1630245, 1628366]",1610612741.0,CHI,running,,,Dosunmu,A. Dosunmu,,,,,,,,,,0.44,Made,,,,,,,5.0,,,,L. Ball,1628366.0,4.0,
425,PT04M10.00S,2021-11-18T04:40:08.8Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203468,81.42247043363994,41.17647058823529,1610612757,67,79,2021-11-18T04:40:13Z,4130000,-44.0,122.0,1,right,MISS C. McCollum 12' driving floating Shot,[203468],1610612757.0,POR,driving floating,,,McCollum,C. McCollum,,,,,,,,,,12.98,Missed,,,,,,,,,,,,,,
426,PT04M08.00S,2021-11-18T04:40:10.8Z,3,REGULAR,rebound,defensive,[],1630245,,,1610612741,67,79,2021-11-18T04:40:13Z,4140000,,,0,,A. Dosunmu REBOUND (Off:0 Def:1),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,425.0,1.0,1.0,0.0,,,,,,,,
427,PT03M56.00S,2021-11-18T04:40:22.8Z,3,REGULAR,3pt,Jump Shot,[],1628366,32.013797634691194,36.76470588235294,1610612741,67,79,2021-11-18T04:40:26Z,4150000,66.0,248.0,1,left,MISS L. Ball 25' pullup 3PT,[1628366],1610612741.0,CHI,pullup,,,Ball,L. Ball,,,,,,,,,,25.71,Missed,,,,,,,,,,,,,,
428,PT03M53.00S,2021-11-18T04:40:25.8Z,3,REGULAR,rebound,defensive,[],203496,,,1610612757,67,79,2021-11-18T04:40:26Z,4160000,,,0,,R. Covington REBOUND (Off:1 Def:2),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,427.0,3.0,2.0,1.0,,,,,,,,
429,PT03M46.00S,2021-11-18T04:40:32.9Z,3,REGULAR,3pt,Jump Shot,[],1626181,90.09526938239159,95.58823529411765,1610612757,70,79,2021-11-18T04:40:36Z,4170000,228.0,41.0,1,right,N. Powell 3PT  (15 PTS) (D. Lillard 7 AST),"[1626181, 203081]",1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,23.15,Made,,,,,,,15.0,,,,D. Lillard,203081.0,7.0,
431,PT03M32.00S,2021-11-18T04:40:49.7Z,3,REGULAR,foul,offensive,[],1627884,,,1610612741,70,79,2021-11-18T04:40:59Z,4190000,,,0,,D. Jones Jr. charge offensive FOUL (5 PF),"[1627884, 203081]",1610612741.0,CHI,charge,,,Jones Jr.,D. Jones Jr.,,,,,1628159.0,5.0,0.0,Lillard,203081.0,,,,,,,,,,,,,,,,
433,PT03M32.00S,2021-11-18T04:40:49.7Z,3,REGULAR,turnover,offensive foul,[],1627884,,,1610612741,70,79,2021-11-18T04:40:49Z,4210000,,,0,,D. Jones Jr. offensive foul TURNOVER (1 TO),[1627884],1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,1628159.0,,,,,,,,,,,,,,1.0,,,,,,
434,PT03M32.00S,2021-11-18T04:40:59.0Z,3,REGULAR,substitution,out,[],203468,,,1610612757,70,79,2021-11-18T04:41:08Z,4220000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT03M32.00S,2021-11-18T04:40:59.0Z,3,REGULAR,substitution,out,[],203496,,,1610612757,70,79,2021-11-18T04:41:08Z,4230000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
436,PT03M32.00S,2021-11-18T04:40:59.0Z,3,REGULAR,substitution,in,[],1629642,,,1610612757,70,79,2021-11-18T04:41:08Z,4240000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
437,PT03M32.00S,2021-11-18T04:40:59.0Z,3,REGULAR,substitution,in,[],1629014,,,1610612757,70,79,2021-11-18T04:41:08Z,4250000,,,0,,SUB in: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT03M19.00S,2021-11-18T04:41:24.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203081,94.82588699080158,47.30392156862745,1610612757,72,79,2021-11-18T04:41:28Z,4260000,-13.0,-4.0,1,right,D. Lillard driving Layup (11 PTS) (A. Simons 2 AST),"[203081, 1629014]",1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,,,,1.41,Made,,,,,,,11.0,,,,A. Simons,1629014.0,2.0,
440,PT03M08.00S,2021-11-18T04:41:36.4Z,3,REGULAR,turnover,lost ball,[],1627884,,,1610612741,72,79,2021-11-18T04:41:40Z,4270000,,,0,,D. Jones Jr. lost ball TURNOVER (2 TO),"[1627884, 1629014]",1610612741.0,CHI,,,,Jones Jr.,D. Jones Jr.,,,,,,,,,,,,,,,,,,,2.0,Simons,1629014.0,,,,
441,PT03M08.00S,2021-11-18T04:41:36.4Z,3,REGULAR,steal,,[],1629014,,,1610612757,72,79,2021-11-18T04:43:22Z,4280000,,,0,,A. Simons STEAL (1 STL),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
442,PT03M03.00S,2021-11-18T04:41:40.6Z,3,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626181,82.47371879106439,94.85294117647058,1610612757,75,79,2021-11-18T04:41:46Z,4290000,224.0,112.0,1,right,N. Powell 25' 3PT running (18 PTS) (D. Lillard 8 AST),"[1626181, 203081]",1610612757.0,POR,running,,,Powell,N. Powell,,,,,,,,,,25.08,Made,,,,,,,18.0,,,,D. Lillard,203081.0,8.0,
444,PT02M39.00S,2021-11-18T04:42:04.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628366,7.178055190538765,48.77450980392157,1610612741,75,79,2021-11-18T04:42:07Z,4310000,6.0,15.0,1,left,MISS L. Ball driving Layup,[1628366],1610612741.0,CHI,driving,,,Ball,L. Ball,,,,,,,,,,1.62,Missed,,,,,,,,,,,,,,
445,PT02M38.00S,2021-11-18T04:42:05.0Z,3,REGULAR,rebound,defensive,[],203081,,,1610612757,75,79,2021-11-18T04:42:07Z,4320000,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,444.0,3.0,3.0,0.0,,,,,,,,
446,PT02M18.00S,2021-11-18T04:42:25.5Z,3,REGULAR,3pt,Jump Shot,[],203081,65.91655716162943,17.15686274509804,1610612757,75,79,2021-11-18T04:42:34Z,4330000,-164.0,268.0,1,right,MISS D. Lillard 31' step back 3PT,[203081],1610612757.0,POR,step back,,,Lillard,D. Lillard,,,,,,,,,,31.42,Missed,,,,,,,,,,,,,,
447,PT02M16.00S,2021-11-18T04:42:27.5Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612741,75,79,2021-11-18T04:42:34Z,4340000,,,0,,TEAM defensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,446.0,,,,,,,,,,,
448,PT02M16.00S,2021-11-18T04:42:33.3Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612741,75,79,2021-11-18T04:42:33Z,4350000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT02M16.00S,2021-11-18T04:42:34.0Z,3,REGULAR,substitution,out,[],1628366,,,1610612741,75,79,2021-11-18T04:42:48Z,4360000,,,0,,SUB out: L. Ball,[1628366],1610612741.0,CHI,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT02M16.00S,2021-11-18T04:42:34.0Z,3,REGULAR,substitution,out,[],203897,,,1610612741,75,79,2021-11-18T04:42:48Z,4370000,,,0,,SUB out: Z. LaVine,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT02M16.00S,2021-11-18T04:42:34.0Z,3,REGULAR,substitution,in,[],201942,,,1610612741,75,79,2021-11-18T04:42:48Z,4380000,,,0,,SUB in: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT02M16.00S,2021-11-18T04:42:34.0Z,3,REGULAR,substitution,in,[],1627936,,,1610612741,75,79,2021-11-18T04:42:48Z,4390000,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,
454,PT02M01.00S,2021-11-18T04:43:21.6Z,3,REGULAR,2pt,Jump Shot,[],201942,19.793035479632064,80.88235294117648,1610612741,75,79,2021-11-18T04:43:29Z,4400000,-154.0,134.0,1,left,MISS D. DeRozan 20' pullup Shot,[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,,,,,,20.42,Missed,,,,,,,,,,,,,,
455,PT01M57.00S,2021-11-18T04:43:25.6Z,3,REGULAR,rebound,offensive,[],1629750,,,1610612741,75,79,2021-11-18T04:43:29Z,4410000,,,0,,J. Green REBOUND (Off:1 Def:0),[1629750],1610612741.0,CHI,,,,Green,J. Green,,,,,,,,,,,,,,454.0,1.0,0.0,1.0,,,,,,,,
456,PT01M57.00S,2021-11-18T04:43:25.1Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629750,5.590000152587891,50.0,1610612741,75,79,2021-11-18T04:43:25Z,4420000,0.0,0.0,1,left,MISS J. Green tip Layup,[1629750],1610612741.0,CHI,tip,,,Green,J. Green,,,,,,,,,,0.0,Missed,,,,,,,,,,,,,,
