actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,pointsTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,value
93,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,in,[],203085,,,1610612743,19,17,2021-11-24T03:21:15Z,910000,,,0,,SUB in: A. Rivers,[203085],1610612743.0,DEN,,,,Rivers,A. Rivers,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT04M51.00S,2021-11-24T03:20:57.1Z,1,REGULAR,substitution,in,[],1628408,,,1610612743,19,17,2021-11-24T03:21:15Z,920000,,,0,,SUB in: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M30.00S,2021-11-24T03:21:33.2Z,1,REGULAR,2pt,Jump Shot,[],1628420,8.492115637319317,82.1078431372549,1610612743,19,19,2021-11-24T03:21:37Z,930000,-161.0,27.0,1,left,M. Morris 16' pullup Jump Shot (7 PTS),[1628420],1610612743.0,DEN,pullup,,,Morris,M. Morris,,,,,16.28,Made,,,,,,,,,7.0,,,,,,,,,,
96,PT04M17.00S,2021-11-24T03:21:44.8Z,1,REGULAR,3pt,Jump Shot,[],203081,66.96780551905388,41.66666666666667,1610612757,19,19,2021-11-24T03:21:50Z,940000,-42.0,258.0,1,right,MISS D. Lillard 26' 3PT,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,26.13,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M15.00S,2021-11-24T03:21:46.8Z,1,REGULAR,rebound,defensive,[],203932,,,1610612743,19,19,2021-11-24T03:21:50Z,950000,,,0,,A. Gordon REBOUND (Off:1 Def:1),[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,96.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
98,PT04M02.00S,2021-11-24T03:22:01.5Z,1,REGULAR,turnover,out-of-bounds,[],203210,,,1610612743,19,19,2021-11-24T03:22:10Z,960000,,,0,,J. Green bad pass out-of-bounds TURNOVER (1 TO),[203210],1610612743.0,DEN,bad pass,,,Green,J. Green,,,,,,,,,,,,,2714.0,1.0,,,,,,,,,,,
99,PT03M48.00S,2021-11-24T03:22:21.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629642,95.74572930354796,3.1862745098039214,1610612757,19,19,2021-11-24T03:22:25Z,970000,-234.0,-13.0,1,right,MISS N. Little 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,23.44,Missed,,,,,,,,,,,,,,,,,,,
100,PT03M44.00S,2021-11-24T03:22:25.0Z,1,REGULAR,rebound,defensive,[],1628408,,,1610612743,19,19,2021-11-24T03:22:25Z,980000,,,0,,P. Dozier REBOUND (Off:0 Def:1),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,99.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
101,PT03M31.00S,2021-11-24T03:22:41.7Z,1,REGULAR,turnover,out-of-bounds,[],1628420,,,1610612743,19,19,2021-11-24T03:22:48Z,990000,,,0,,M. Morris lost ball out-of-bounds TURNOVER (3 TO),[1628420],1610612743.0,DEN,lost ball,,,Morris,M. Morris,,,,,,,,,,,,,1627961.0,3.0,,,,,,,,,,,
102,PT03M31.00S,2021-11-24T03:22:44.7Z,1,REGULAR,substitution,out,[],203210,,,1610612757,19,19,2021-11-24T03:22:50Z,1000000,,,0,,SUB out: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
103,PT03M31.00S,2021-11-24T03:22:44.7Z,1,REGULAR,substitution,in,[],1630267,,,1610612757,19,19,2021-11-24T03:22:50Z,1010000,,,0,,SUB in: F. Campazzo,[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,,,,,,,,,,,,
104,PT03M21.00S,2021-11-24T03:23:16.9Z,1,REGULAR,foul,personal,['2freethrow'],203932,,,1610612757,19,19,2021-11-24T03:23:27Z,1020000,,,0,,A. Gordon shooting personal FOUL (2 PF) (Zeller 2 FT),"[203932, 203469]",1610612743.0,DEN,shooting,,,Gordon,A. Gordon,,,,,,,,,,,,,1627961.0,,,,,2.0,0.0,Zeller,203469.0,,,,
106,PT03M21.00S,2021-11-24T03:23:48.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],203469,,,1610612757,20,19,2021-11-24T03:24:15Z,1040000,,,0,,C. Zeller Free Throw 1 of 2 (1 PTS),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
107,PT03M21.00S,2021-11-24T03:23:49.4Z,1,REGULAR,substitution,out,[],203496,,,1610612757,20,19,2021-11-24T03:23:54Z,1050000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT03M21.00S,2021-11-24T03:23:49.4Z,1,REGULAR,substitution,out,[],203932,,,1610612757,20,19,2021-11-24T03:23:54Z,1060000,,,0,,SUB out: A. Gordon,[203932],1610612743.0,DEN,,,,Gordon,A. Gordon,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT03M21.00S,2021-11-24T03:23:49.4Z,1,REGULAR,substitution,in,[],1626204,,,1610612757,20,19,2021-11-24T03:23:54Z,1070000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M21.00S,2021-11-24T03:23:49.4Z,1,REGULAR,substitution,in,[],1630192,,,1610612757,20,19,2021-11-24T03:23:54Z,1080000,,,0,,SUB in: Z. Nnaji,[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M21.00S,2021-11-24T03:23:48.2Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],203469,,,1610612757,20,19,2021-11-24T03:24:15Z,1090000,,,0,,MISS C. Zeller Free Throw 2 of 2,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,Missed,,,,,,,,,,,,,,,,,,,
112,PT03M19.00S,2021-11-24T03:23:50.2Z,1,REGULAR,rebound,defensive,[],1630267,,,1610612743,20,19,2021-11-24T03:24:15Z,1100000,,,0,,F. Campazzo REBOUND (Off:0 Def:1),[1630267],1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,111.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
113,PT03M04.00S,2021-11-24T03:24:28.4Z,1,REGULAR,3pt,Jump Shot,[],1628408,7.703679369250986,4.166666666666666,1610612743,20,19,2021-11-24T03:24:33Z,1110000,229.0,20.0,1,left,MISS P. Dozier 3PT,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,23.01,Missed,,,,,,,,,,,,,,,,,,,
114,PT02M59.00S,2021-11-24T03:24:33.4Z,1,REGULAR,rebound,offensive,[],1628408,,,1610612743,20,19,2021-11-24T03:24:33Z,1120000,,,0,,P. Dozier REBOUND (Off:1 Def:1),[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,113.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
115,PT02M58.00S,2021-11-24T03:24:33.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', '2ndchance']",1628408,5.995400788436268,50.0,1610612743,20,21,2021-11-24T03:24:44Z,1130000,0.0,4.0,1,left,P. Dozier driving DUNK (2 PTS),[1628408],1610612743.0,DEN,driving,,,Dozier,P. Dozier,,,,,0.39,Made,,,,,,,,,2.0,,,,,,,,,,
116,PT02M50.00S,2021-11-24T03:24:43.6Z,1,REGULAR,foul,personal,['2freethrow'],1630267,,,1610612757,20,21,2021-11-24T03:25:07Z,1140000,,,0,,F. Campazzo shooting personal FOUL (1 PF) (Lillard 2 FT),"[1630267, 203081]",1610612743.0,DEN,shooting,,,Campazzo,F. Campazzo,,,,,,,,,,,,,2714.0,,,,,1.0,0.0,Lillard,203081.0,,,,
118,PT02M50.00S,2021-11-24T03:25:11.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,20,21,2021-11-24T03:25:11Z,1160000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT02M50.00S,2021-11-24T03:26:49.7Z,1,REGULAR,substitution,out,[],1628420,,,1610612757,20,21,2021-11-24T03:28:01Z,1170000,,,0,,SUB out: M. Morris,[1628420],1610612743.0,DEN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT02M50.00S,2021-11-24T03:26:49.7Z,1,REGULAR,substitution,in,[],201145,,,1610612757,20,21,2021-11-24T03:28:01Z,1180000,,,0,,SUB in: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
121,PT02M50.00S,2021-11-24T03:28:22.0Z,1,REGULAR,freethrow,1 of 2,[],203081,,,1610612757,21,21,2021-11-24T03:28:22Z,1190000,,,0,,D. Lillard Free Throw 1 of 2 (5 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,5.0,,,,,,,,,,
122,PT02M50.00S,2021-11-24T03:28:39.2Z,1,REGULAR,freethrow,2 of 2,[],203081,,,1610612757,22,21,2021-11-24T03:28:39Z,1200000,,,0,,D. Lillard Free Throw 2 of 2 (6 PTS),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,Made,,,,,,,,,6.0,,,,,,,,,,
123,PT02M38.00S,2021-11-24T03:28:57.5Z,1,REGULAR,foul,personal,[],1626204,,,1610612743,22,21,2021-11-24T03:29:07Z,1210000,,,0,,L. Nance Jr. personal FOUL (1 PF),"[1626204, 1628408]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,1626302.0,,,,,1.0,0.0,Dozier,1628408.0,,,,
125,PT02M38.00S,2021-11-24T03:29:06.3Z,1,REGULAR,substitution,out,[],203081,,,1610612743,22,21,2021-11-24T03:29:11Z,1230000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
126,PT02M38.00S,2021-11-24T03:29:06.3Z,1,REGULAR,substitution,in,[],203468,,,1610612743,22,21,2021-11-24T03:29:11Z,1240000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
127,PT02M33.00S,2021-11-24T03:29:25.8Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612743,22,21,2021-11-24T03:29:25Z,1250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,PT02M23.00S,2021-11-24T03:29:44.0Z,1,REGULAR,turnover,lost ball,[],1630192,,,1610612743,22,21,2021-11-24T03:29:50Z,1260000,,,0,,Z. Nnaji lost ball TURNOVER (1 TO),"[1630192, 1626204]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,1.0,,Nance Jr.,1626204.0,,,,,,,,
129,PT02M23.00S,2021-11-24T03:29:44.0Z,1,REGULAR,steal,,[],1626204,,,1610612757,22,21,2021-11-24T03:31:47Z,1270000,,,0,,L. Nance Jr. STEAL (1 STL),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT02M19.00S,2021-11-24T03:29:48.9Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203468,71.04139290407359,76.9607843137255,1610612757,25,21,2021-11-24T03:29:57Z,1280000,135.0,220.0,1,right,C. McCollum 25' 3PT running pullup (9 PTS) (L. Nance Jr. 1 AST),"[203468, 1626204]",1610612757.0,POR,running pullup,,,McCollum,C. McCollum,,,,,25.78,Made,,,,,,,,,9.0,,,,,,,L. Nance Jr.,1626204.0,1.0,
131,PT01M59.00S,2021-11-24T03:30:08.2Z,1,REGULAR,3pt,Jump Shot,[],1630192,9.149145860709593,5.147058823529411,1610612743,25,21,2021-11-24T03:30:13Z,1290000,224.0,34.0,1,left,MISS Z. Nnaji step back 3PT,[1630192],1610612743.0,DEN,step back,,,Nnaji,Z. Nnaji,,,,,22.68,Missed,,,,,,,,,,,,,,,,,,,
132,PT01M56.00S,2021-11-24T03:30:11.2Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,25,21,2021-11-24T03:30:13Z,1300000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,131.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
133,PT01M47.00S,2021-11-24T03:30:20.7Z,1,REGULAR,2pt,Jump Shot,[],203468,77.34888304862024,52.20588235294118,1610612757,27,21,2021-11-24T03:30:26Z,1310000,11.0,160.0,1,right,C. McCollum 16' pullup Jump Shot (11 PTS) (C. Zeller 1 AST),"[203468, 203469]",1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,16.08,Made,,,,,,,,,11.0,,,,,,,C. Zeller,203469.0,1.0,
135,PT01M31.00S,2021-11-24T03:30:43.9Z,1,REGULAR,foul,technical,['1freethrow'],203469,,,1610612743,27,21,2021-11-24T03:30:52Z,1330000,,,0,,C. Zeller defensive-3-second technical FOUL (1 Tech),[203469],1610612757.0,POR,defensive-3-second,,,Zeller,C. Zeller,,,,,,,,,,,,,1627961.0,,,,,0.0,1.0,,,,,,
136,PT01M31.00S,2021-11-24T03:30:59.2Z,1,REGULAR,freethrow,1 of 1,[],1630267,,,1610612743,27,22,2021-11-24T03:30:59Z,1340000,,,0,,F. Campazzo technical Free Throw 1 of 1 (1 PTS),[1630267],1610612743.0,DEN,technical,,,Campazzo,F. Campazzo,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
137,PT01M22.00S,2021-11-24T03:31:19.0Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],201145,6.258212877792378,50.49019607843137,1610612743,27,24,2021-11-24T03:31:22Z,1350000,-2.0,6.0,1,left,J. Green cutting DUNK (9 PTS) (P. Dozier 1 AST),"[201145, 1628408]",1610612743.0,DEN,cutting,,,Green,J. Green,,,,,0.68,Made,,,,,,,,,9.0,,,,,,,P. Dozier,1628408.0,1.0,
139,PT01M08.00S,2021-11-24T03:31:36.8Z,1,REGULAR,foul,offensive,[],1629014,,,1610612757,27,24,2021-11-24T03:33:56Z,1370000,,,0,,A. Simons charge offensive FOUL (1 PF),"[1629014, 1630267]",1610612757.0,POR,charge,,,Simons,A. Simons,,,,,,,,,,,,,1626302.0,,,,,1.0,0.0,Campazzo,1630267.0,,,,
141,PT01M08.00S,2021-11-24T03:31:36.8Z,1,REGULAR,turnover,offensive foul,[],1629014,,,1610612757,27,24,2021-11-24T03:31:36Z,1390000,,,0,,A. Simons offensive foul TURNOVER (1 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,1626302.0,1.0,,,,,,,,,,,
142,PT00M53.70S,2021-11-24T03:32:04.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628408,6.521024967148489,52.69607843137255,1610612743,27,24,2021-11-24T03:32:14Z,1400000,-13.0,9.0,1,left,MISS P. Dozier driving Layup - blocked,"[1628408, 203469]",1610612743.0,DEN,driving,,,Dozier,P. Dozier,,,,,1.61,Missed,,,,,Zeller,203469.0,,,,,,,,,,,,,
143,PT00M53.70S,2021-11-24T03:32:04.8Z,1,REGULAR,block,,[],203469,,,1610612743,27,24,2021-11-24T03:32:07Z,1410000,,,0,,C. Zeller BLOCK (1 BLK),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
144,PT00M50.20S,2021-11-24T03:32:08.3Z,1,REGULAR,rebound,offensive,[],1630192,,,1610612743,27,24,2021-11-24T03:32:14Z,1420000,,,0,,Z. Nnaji REBOUND (Off:1 Def:0),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,142.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
145,PT00M49.90S,2021-11-24T03:32:10.9Z,1,REGULAR,turnover,bad pass,[],1630192,,,1610612743,27,24,2021-11-24T03:32:30Z,1430000,,,0,,Z. Nnaji bad pass TURNOVER (2 TO),"[1630192, 1629642]",1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,2.0,,Little,1629642.0,,,,,,,,
146,PT00M49.90S,2021-11-24T03:32:10.9Z,1,REGULAR,steal,,[],1629642,,,1610612757,27,24,2021-11-24T03:32:12Z,1440000,,,0,,N. Little STEAL (1 STL),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
147,PT00M49.90S,2021-11-24T03:32:17.1Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203085,,,1610612757,27,24,2021-11-24T03:32:29Z,1450000,,,0,,A. Rivers take personal FOUL (1 PF) (Little 2 FT),"[203085, 1629642]",1610612743.0,DEN,take,,,Rivers,A. Rivers,,,,,,,,,,,,,2714.0,,,,,1.0,0.0,Little,1629642.0,,,,
149,PT00M49.90S,2021-11-24T03:32:37.2Z,1,REGULAR,timeout,full,['team'],0,,,1610612757,27,24,2021-11-24T03:32:54Z,1470000,,,0,,DEN Timeout,[],1610612743.0,DEN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
150,PT00M49.90S,2021-11-24T03:34:05.7Z,1,REGULAR,substitution,out,[],1628408,,,1610612757,27,24,2021-11-24T03:34:21Z,1480000,,,0,,SUB out: P. Dozier,[1628408],1610612743.0,DEN,,,,Dozier,P. Dozier,,,,,,,,,,,,,,,,,,,,,,,,,
151,PT00M49.90S,2021-11-24T03:34:05.7Z,1,REGULAR,substitution,in,[],203115,,,1610612757,27,24,2021-11-24T03:34:21Z,1490000,,,0,,SUB in: W. Barton,[203115],1610612743.0,DEN,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT00M49.90S,2021-11-24T03:34:27.2Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1629642,,,1610612757,27,24,2021-11-24T03:34:27Z,1500000,,,0,,MISS N. Little Free Throw 1 of 2,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M49.90S,2021-11-24T03:34:27.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,27,24,2021-11-24T03:34:27Z,1510000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,
154,PT00M49.90S,2021-11-24T03:34:43.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1629642,,,1610612757,28,24,2021-11-24T03:34:43Z,1520000,,,0,,N. Little Free Throw 2 of 2 (1 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,,,,,,,,,1.0,,,,,,,,,,
155,PT00M38.40S,2021-11-24T03:34:58.1Z,1,REGULAR,3pt,Jump Shot,[],1630267,28.597240473061763,22.30392156862745,1610612743,28,27,2021-11-24T03:35:02Z,1530000,138.0,216.0,1,left,F. Campazzo 25' 3PT pullup (4 PTS),[1630267],1610612743.0,DEN,pullup,,,Campazzo,F. Campazzo,,,,,25.68,Made,,,,,,,,,4.0,,,,,,,,,,
156,PT00M32.50S,2021-11-24T03:35:14.6Z,1,REGULAR,2pt,Jump Shot,[],203468,77.4802890932983,31.127450980392158,1610612757,30,27,2021-11-24T03:35:19Z,1540000,-94.0,159.0,1,right,C. McCollum 18' step back Jump Shot (13 PTS),[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,18.51,Made,,,,,,,,,13.0,,,,,,,,,,
157,PT00M20.90S,2021-11-24T03:35:38.6Z,1,REGULAR,turnover,bad pass,[],1630267,,,1610612743,30,27,2021-11-24T03:35:41Z,1550000,,,0,,F. Campazzo bad pass TURNOVER (1 TO),"[1630267, 203468]",1610612743.0,DEN,,,,Campazzo,F. Campazzo,,,,,,,,,,,,,,1.0,,McCollum,203468.0,,,,,,,,
158,PT00M20.90S,2021-11-24T03:35:38.6Z,1,REGULAR,steal,,[],203468,,,1610612757,30,27,2021-11-24T03:35:40Z,1560000,,,0,,C. McCollum STEAL (1 STL),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT00M05.60S,2021-11-24T03:35:53.9Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,67.49342969776609,68.87254901960785,1610612757,33,27,2021-11-24T03:35:57Z,1570000,94.0,253.0,1,right,A. Simons 27' 3PT  (3 PTS) (N. Little 1 AST),"[1629014, 1629642]",1610612757.0,POR,,,,Simons,A. Simons,,,,,27.01,Made,,,,,,,,,3.0,,,,,,,N. Little,1629642.0,1.0,
161,PT00M03.90S,2021-11-24T03:36:03.3Z,1,REGULAR,foul,personal,[],1629014,,,1610612743,33,27,2021-11-24T03:36:16Z,1590000,,,0,,A. Simons take personal FOUL (2 PF),"[1629014, 203115]",1610612757.0,POR,take,,,Simons,A. Simons,,,,,,,,,,,,,2714.0,,,,,2.0,0.0,Barton,203115.0,,,,
163,PT00M02.00S,2021-11-24T03:36:23.2Z,1,REGULAR,3pt,Jump Shot,[],201145,32.40801576872536,58.82352941176471,1610612743,33,27,2021-11-24T03:36:28Z,1610000,-44.0,252.0,1,left,MISS J. Green 25' 3PT,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,25.59,Missed,,,,,,,,,,,,,,,,,,,
164,PT00M02.00S,2021-11-24T03:36:23.2Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,33,27,2021-11-24T03:36:28Z,1620000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,163.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
165,PT00M00.00S,2021-11-24T03:36:29.0Z,1,REGULAR,period,end,[],0,,,1610612757,33,27,2021-11-24T03:36:29Z,1630000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-11-24T03:36:36.9Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612757,33,27,2021-11-24T03:39:54Z,1640000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-11-24T03:36:36.9Z,2,REGULAR,substitution,out,['startperiod'],201145,,,1610612757,33,27,2021-11-24T03:39:54Z,1650000,,,0,,SUB out: J. Green,[201145],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-11-24T03:36:36.9Z,2,REGULAR,substitution,in,['startperiod'],203503,,,1610612757,33,27,2021-11-24T03:39:54Z,1660000,,,0,,SUB in: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-11-24T03:36:36.9Z,2,REGULAR,substitution,in,['startperiod'],203210,,,1610612757,33,27,2021-11-24T03:39:54Z,1670000,,,0,,SUB in: J. Green,[203210],1610612743.0,DEN,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-11-24T03:40:05.3Z,2,REGULAR,period,start,[],0,,,1610612743,33,27,2021-11-24T03:40:05Z,1680000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT11M41.00S,2021-11-24T03:40:23.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203210,6.258212877792378,50.245098039215684,1610612743,33,29,2021-11-24T03:40:28Z,1690000,-1.0,6.0,1,left,J. Green Layup (2 PTS) (W. Barton 3 AST),"[203210, 203115]",1610612743.0,DEN,,,,Green,J. Green,,,,,0.64,Made,,,,,,,,,2.0,,,,,,,W. Barton,203115.0,3.0,
172,PT11M21.00S,2021-11-24T03:40:43.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,76.82325886990802,9.803921568627452,1610612757,33,29,2021-11-24T03:40:48Z,1700000,-201.0,165.0,1,right,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,26.03,Missed,,,,,,,,,,,,,,,,,,,
173,PT11M18.00S,2021-11-24T03:40:46.4Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612757,33,29,2021-11-24T03:40:48Z,1710000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,172.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
174,PT11M11.00S,2021-11-24T03:40:53.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203503,94.03745072273325,48.529411764705884,1610612757,33,29,2021-11-24T03:41:00Z,1720000,-7.0,4.0,1,right,MISS T. Snell driving Layup - blocked,"[203503, 1630192]",1610612757.0,POR,driving,,,Snell,T. Snell,,,,,0.82,Missed,,,,,Nnaji,1630192.0,,,,,,,,,,,,,
175,PT11M11.00S,2021-11-24T03:40:53.5Z,2,REGULAR,block,,[],1630192,,,1610612757,33,29,2021-11-24T03:40:55Z,1730000,,,0,,Z. Nnaji BLOCK (1 BLK),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT11M09.00S,2021-11-24T03:40:55.5Z,2,REGULAR,rebound,defensive,[],1630192,,,1610612743,33,29,2021-11-24T03:41:00Z,1740000,,,0,,Z. Nnaji REBOUND (Off:1 Def:1),[1630192],1610612743.0,DEN,,,,Nnaji,Z. Nnaji,,,,,,,174.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
177,PT10M59.00S,2021-11-24T03:41:05.0Z,2,REGULAR,3pt,Jump Shot,[],203115,32.670827858081466,47.30392156862745,1610612743,33,29,2021-11-24T03:41:09Z,1750000,13.0,255.0,1,left,MISS W. Barton 25' pullup 3PT,[203115],1610612743.0,DEN,pullup,,,Barton,W. Barton,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
178,PT10M56.00S,2021-11-24T03:41:08.0Z,2,REGULAR,rebound,defensive,[],1629014,,,1610612757,33,29,2021-11-24T03:41:09Z,1760000,,,0,,A. Simons REBOUND (Off:0 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,177.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
179,PT10M43.00S,2021-11-24T03:41:20.8Z,2,REGULAR,3pt,Jump Shot,[],203503,66.96780551905388,55.14705882352941,1610612757,33,29,2021-11-24T03:41:28Z,1770000,26.0,258.0,1,right,MISS T. Snell 25' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,25.93,Missed,,,,,,,,,,,,,,,,,,,
