actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,value
353,PT08M08.00S,2022-02-05T04:22:17.1Z,3,REGULAR,foul,personal,['2freethrow'],203994,,,1610612760,58,48,2022-02-05T04:22:23Z,3500000,,,0,,J. Nurkic shooting personal FOUL (2 PF) (Bazley 2 FT),"[203994, 1629647]",1610612757.0,POR,shooting,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,1162.0,2.0,0.0,Bazley,1629647.0,,,,,
355,PT08M08.00S,2022-02-05T04:22:31.3Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629647,,,1610612760,58,48,2022-02-05T04:22:31Z,3520000,,,0,,MISS D. Bazley Free Throw 1 of 2,[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Missed,,,,,,,,,,,,,,,,,,,
356,PT08M08.00S,2022-02-05T04:22:31.3Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,58,48,2022-02-05T04:22:31Z,3530000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,355.0,,,,,,,,,,,,,,,,,,
357,PT08M08.00S,2022-02-05T04:22:43.6Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629647,,,1610612760,58,49,2022-02-05T04:22:43Z,3540000,,,0,,D. Bazley Free Throw 2 of 2 (1 PTS),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,Made,,,,,,,,,,,,,,,1.0,,,,
358,PT07M54.00S,2022-02-05T04:22:57.1Z,3,REGULAR,turnover,bad pass,[],203994,,,1610612757,58,49,2022-02-05T04:23:01Z,3550000,,,0,,J. Nurkic bad pass TURNOVER (2 TO),"[203994, 1630581]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,2.0,Giddey,1630581.0,,,,,,,,,,
359,PT07M54.00S,2022-02-05T04:22:57.1Z,3,REGULAR,steal,,[],1630581,,,1610612760,58,49,2022-02-05T04:22:59Z,3560000,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,,,,,,,,,,,,,,,,,,,
360,PT07M51.00S,2022-02-05T04:23:01.0Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1629652,92.59198423127464,48.77450980392157,1610612760,58,51,2022-02-05T04:23:06Z,3570000,-6.0,17.0,1,right,L. Dort running Layup (11 PTS) (J. Giddey 2 AST),"[1629652, 1630581]",1610612760.0,OKC,running,,,Dort,L. Dort,,,,,1.82,Made,,,,,,,,,,,,,,,11.0,J. Giddey,1630581.0,2.0,
362,PT07M40.00S,2022-02-05T04:23:11.7Z,3,REGULAR,3pt,Jump Shot,[],203503,8.09789750328515,96.07843137254902,1610612757,58,51,2022-02-05T04:23:15Z,3590000,-230.0,24.0,1,left,MISS T. Snell 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,23.16,Missed,,,,,,,,,,,,,,,,,,,
363,PT07M38.00S,2022-02-05T04:23:14.0Z,3,REGULAR,rebound,offensive,[],203994,,,1610612757,58,51,2022-02-05T04:23:14Z,3600000,,,0,,J. Nurkic REBOUND (Off:5 Def:6),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,362.0,11.0,6.0,5.0,,,,,,,,,,,,,,,
364,PT07M37.00S,2022-02-05T04:23:15.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203994,6.258212877792378,49.50980392156863,1610612757,60,51,2022-02-05T04:23:18Z,3610000,2.0,6.0,1,left,J. Nurkic putback Layup (10 PTS),[203994],1610612757.0,POR,putback,,,Nurkic,J. Nurkic,,,,,0.68,Made,,,,,,,,,,,,,,,10.0,,,,
365,PT07M25.00S,2022-02-05T04:23:27.4Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629652,88.38699080157687,44.11764705882353,1610612760,60,51,2022-02-05T04:23:35Z,3620000,-29.0,57.0,1,right,MISS L. Dort 6' pullup Shot,[1629652],1610612760.0,OKC,pullup,,,Dort,L. Dort,,,,,6.39,Missed,,,,,,,,,,,,,,,,,,,
366,PT07M22.00S,2022-02-05T04:23:29.9Z,3,REGULAR,rebound,offensive,[],1630581,,,1610612760,60,51,2022-02-05T04:23:29Z,3630000,,,0,,J. Giddey REBOUND (Off:2 Def:3),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,365.0,5.0,3.0,2.0,,,,,,,,,,,,,,,
367,PT07M22.00S,2022-02-05T04:23:29.9Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,94.40999984741211,50.0,1610612760,60,53,2022-02-05T04:23:29Z,3640000,0.0,0.0,1,right,J. Giddey tip Layup (7 PTS),[1630581],1610612760.0,OKC,tip,,,Giddey,J. Giddey,,,,,0.0,Made,,,,,,,,,,,,,,,7.0,,,,
368,PT07M13.00S,2022-02-05T04:23:38.9Z,3,REGULAR,3pt,Jump Shot,[],1629014,30.699737187910642,24.264705882352942,1610612757,63,53,2022-02-05T04:23:49Z,3650000,129.0,236.0,1,left,A. Simons 26' 3PT pullup (12 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,26.89,Made,,,,,,,,,,,,,,,12.0,,,,
369,PT06M58.00S,2022-02-05T04:23:53.2Z,3,REGULAR,2pt,Jump Shot,[],1630544,74.32654402102497,33.33333333333333,1610612760,63,55,2022-02-05T04:23:57Z,3660000,-83.0,189.0,1,right,T. Mann 20' step back Jump Shot (9 PTS),[1630544],1610612760.0,OKC,step back,,,Mann,T. Mann,,,,,20.64,Made,,,,,,,,,,,,,,,9.0,,,,
370,PT06M42.00S,2022-02-05T04:24:08.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,6.521024967148489,49.01960784313725,1610612757,65,55,2022-02-05T04:24:12Z,3670000,5.0,9.0,1,left,J. Nurkic driving Layup (12 PTS) (T. Snell 1 AST),"[203994, 203503]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,1.01,Made,,,,,,,,,,,,,,,12.0,T. Snell,203503.0,1.0,
372,PT06M30.00S,2022-02-05T04:24:22.2Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,92.9862023653088,53.92156862745098,1610612760,65,57,2022-02-05T04:24:28Z,3690000,20.0,13.0,1,right,J. Giddey driving Layup (9 PTS),[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,2.37,Made,,,,,,,,,,,,,,,9.0,,,,
373,PT06M14.00S,2022-02-05T04:24:37.7Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],203994,7.440867279894875,46.07843137254902,1610612757,65,57,2022-02-05T04:24:43Z,3700000,20.0,17.0,1,left,MISS J. Nurkic driving Hook - blocked,"[203994, 1629603]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,2.62,Missed,,,,,Diakite,1629603.0,,,,,,,,,,,,,
374,PT06M14.00S,2022-02-05T04:24:37.7Z,3,REGULAR,block,,[],1629603,,,1610612757,65,57,2022-02-05T04:24:39Z,3710000,,,0,,M. Diakite BLOCK (2 BLK),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
375,PT06M12.00S,2022-02-05T04:24:39.7Z,3,REGULAR,rebound,offensive,[],1629014,,,1610612757,65,57,2022-02-05T04:24:43Z,3720000,,,0,,A. Simons REBOUND (Off:1 Def:2),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,373.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
376,PT06M08.00S,2022-02-05T04:24:44.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203468,6.389618922470433,53.92156862745098,1610612757,65,57,2022-02-05T04:24:49Z,3730000,-20.0,8.0,1,left,MISS C. McCollum driving Layup,[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,2.1,Missed,,,,,,,,,,,,,,,,,,,
377,PT06M07.00S,2022-02-05T04:24:45.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612760,65,57,2022-02-05T04:24:49Z,3740000,,,0,,TEAM defensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,376.0,,,,,,,,,,,,,,,,,,
378,PT06M07.00S,2022-02-05T04:24:49.7Z,3,REGULAR,foul,personal,[],203994,,,1610612760,65,57,2022-02-05T04:24:59Z,3750000,,,0,,J. Nurkic loose ball personal FOUL (3 PF),"[203994, 1630581]",1610612757.0,POR,loose ball,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,1162.0,3.0,0.0,Giddey,1630581.0,,,,,
380,PT06M07.00S,2022-02-05T04:24:58.2Z,3,REGULAR,substitution,out,[],1629604,,,1610612760,65,57,2022-02-05T04:25:05Z,3770000,,,0,,SUB out: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
381,PT06M07.00S,2022-02-05T04:24:58.2Z,3,REGULAR,substitution,out,[],1630544,,,1610612760,65,57,2022-02-05T04:25:05Z,3780000,,,0,,SUB out: T. Mann,[1630544],1610612760.0,OKC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
382,PT06M07.00S,2022-02-05T04:24:58.2Z,3,REGULAR,substitution,in,[],1630535,,,1610612760,65,57,2022-02-05T04:25:05Z,3790000,,,0,,SUB in: G. Brown III,[1630535],1610612757.0,POR,,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,,,,,,,,,,
383,PT06M07.00S,2022-02-05T04:24:58.2Z,3,REGULAR,substitution,in,[],1630177,,,1610612760,65,57,2022-02-05T04:25:05Z,3800000,,,0,,SUB in: T. Maledon,[1630177],1610612760.0,OKC,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
384,PT05M52.00S,2022-02-05T04:25:25.9Z,3,REGULAR,3pt,Jump Shot,[],1629652,91.40932982917214,95.34313725490196,1610612760,65,60,2022-02-05T04:25:29Z,3810000,227.0,28.0,1,right,L. Dort 3PT  (14 PTS) (D. Bazley 1 AST),"[1629652, 1629647]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,22.85,Made,,,,,,,,,,,,,,,14.0,D. Bazley,1629647.0,1.0,
386,PT05M32.00S,2022-02-05T04:25:45.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203994,6.521024967148489,49.01960784313725,1610612757,67,60,2022-02-05T04:25:49Z,3830000,5.0,9.0,1,left,J. Nurkic driving Layup (14 PTS) (T. Snell 2 AST),"[203994, 203503]",1610612757.0,POR,driving,,,Nurkic,J. Nurkic,,,,,1.01,Made,,,,,,,,,,,,,,,14.0,T. Snell,203503.0,2.0,
387,PT05M20.00S,2022-02-05T04:25:58.3Z,3,REGULAR,3pt,Jump Shot,[],1629647,84.31340341655716,95.34313725490196,1610612760,67,63,2022-02-05T04:26:02Z,3840000,227.0,95.0,1,right,D. Bazley 24' 3PT  (4 PTS) (J. Giddey 3 AST),"[1629647, 1630581]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,24.58,Made,,,,,,,,,,,,,,,4.0,J. Giddey,1630581.0,3.0,
390,PT05M01.00S,2022-02-05T04:26:16.1Z,3,REGULAR,3pt,Jump Shot,[],203503,31.35676741130092,65.19607843137256,1610612757,67,63,2022-02-05T04:26:20Z,3860000,-76.0,242.0,1,left,MISS T. Snell 25' 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,25.39,Missed,,,,,,,,,,,,,,,,,,,
391,PT05M00.00S,2022-02-05T04:26:17.1Z,3,REGULAR,rebound,defensive,[],1629647,,,1610612760,67,63,2022-02-05T04:26:20Z,3870000,,,0,,D. Bazley REBOUND (Off:3 Def:4),[1629647],1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,390.0,7.0,4.0,3.0,,,,,,,,,,,,,,,
392,PT04M37.00S,2022-02-05T04:26:40.1Z,3,REGULAR,3pt,Jump Shot,[],1630581,75.50919842312747,84.31372549019608,1610612760,67,66,2022-02-05T04:26:43Z,3880000,172.0,178.0,1,right,J. Giddey 24' 3PT  (12 PTS) (D. Bazley 2 AST),"[1630581, 1629647]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,24.7,Made,,,,,,,,,,,,,,,12.0,D. Bazley,1629647.0,2.0,
394,PT04M36.00S,2022-02-05T04:26:45.4Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,67,66,2022-02-05T04:26:45Z,3900000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
395,PT04M36.00S,2022-02-05T04:29:09.4Z,3,REGULAR,substitution,out,[],203468,,,1610612757,67,66,2022-02-05T04:29:28Z,3910000,,,0,,SUB out: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
396,PT04M36.00S,2022-02-05T04:29:09.4Z,3,REGULAR,substitution,out,[],203994,,,1610612757,67,66,2022-02-05T04:29:28Z,3920000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
397,PT04M36.00S,2022-02-05T04:29:09.4Z,3,REGULAR,substitution,in,[],1630570,,,1610612757,67,66,2022-02-05T04:29:28Z,3930000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
398,PT04M36.00S,2022-02-05T04:29:09.4Z,3,REGULAR,substitution,in,[],203463,,,1610612757,67,66,2022-02-05T04:29:28Z,3940000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
399,PT04M23.00S,2022-02-05T04:30:04.6Z,3,REGULAR,foul,offensive,[],1630570,,,1610612757,67,66,2022-02-05T04:30:11Z,3950000,,,0,,T. Watford offensive FOUL (1 PF),"[1630570, 1629652]",1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Dort,1629652.0,,,,,
401,PT04M23.00S,2022-02-05T04:30:04.6Z,3,REGULAR,turnover,offensive foul,[],1630570,,,1610612757,67,66,2022-02-05T04:30:04Z,3970000,,,0,,T. Watford offensive foul TURNOVER (2 TO),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,2.0,,,202037.0,,,,,,,,,
402,PT04M12.00S,2022-02-05T04:30:26.8Z,3,REGULAR,turnover,lost ball,[],1629647,,,1610612760,67,66,2022-02-05T04:30:31Z,3980000,,,0,,D. Bazley lost ball TURNOVER (1 TO),"[1629647, 1630570]",1610612760.0,OKC,,,,Bazley,D. Bazley,,,,,,,,,,,,,1.0,Watford,1630570.0,,,,,,,,,,
403,PT04M12.00S,2022-02-05T04:30:26.8Z,3,REGULAR,steal,,[],1630570,,,1610612757,67,66,2022-02-05T04:30:28Z,3990000,,,0,,T. Watford STEAL (1 STL),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
404,PT04M08.00S,2022-02-05T04:30:30.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630570,6.258212877792378,50.245098039215684,1610612757,69,66,2022-02-05T04:30:36Z,4000000,-1.0,6.0,1,left,T. Watford running DUNK (6 PTS) (A. Simons 4 AST),"[1630570, 1629014]",1610612757.0,POR,running,,,Watford,T. Watford,,,,,0.64,Made,,,,,,,,,,,,,,,6.0,A. Simons,1629014.0,4.0,
406,PT04M01.00S,2022-02-05T04:30:38.9Z,3,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612760,69,66,2022-02-05T04:30:46Z,4020000,,,0,,T. Watford shooting personal FOUL (2 PF) (Diakite 2 FT),"[1630570, 1629603]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,,,,,,,,,,,,202037.0,2.0,0.0,Diakite,1629603.0,,,,,
408,PT04M01.00S,2022-02-05T04:31:05.9Z,3,REGULAR,freethrow,1 of 2,[],1629603,,,1610612760,69,67,2022-02-05T04:31:05Z,4040000,,,0,,M. Diakite Free Throw 1 of 2 (9 PTS),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,Made,,,,,,,,,,,,,,,9.0,,,,
409,PT04M01.00S,2022-02-05T04:31:25.2Z,3,REGULAR,freethrow,2 of 2,[],1629603,,,1610612760,69,68,2022-02-05T04:31:25Z,4050000,,,0,,M. Diakite Free Throw 2 of 2 (10 PTS),[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,Made,,,,,,,,,,,,,,,10.0,,,,
410,PT03M55.00S,2022-02-05T04:31:37.7Z,3,REGULAR,foul,personal,[],1629652,,,1610612757,69,68,2022-02-05T04:31:42Z,4060000,,,0,,L. Dort personal FOUL (2 PF),"[1629652, 1629014]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,,,,,,,,,,200833.0,2.0,0.0,Simons,1629014.0,,,,,
412,PT03M55.00S,2022-02-05T04:31:42.2Z,3,REGULAR,substitution,out,[],203503,,,1610612757,69,68,2022-02-05T04:31:46Z,4080000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
413,PT03M55.00S,2022-02-05T04:31:42.2Z,3,REGULAR,substitution,out,[],1629603,,,1610612757,69,68,2022-02-05T04:31:46Z,4090000,,,0,,SUB out: M. Diakite,[1629603],1610612760.0,OKC,,,,Diakite,M. Diakite,,,,,,,,,,,,,,,,,,,,,,,,,
414,PT03M55.00S,2022-02-05T04:31:42.2Z,3,REGULAR,substitution,in,[],1628372,,,1610612757,69,68,2022-02-05T04:31:46Z,4100000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
415,PT03M55.00S,2022-02-05T04:31:42.2Z,3,REGULAR,substitution,in,[],1629026,,,1610612757,69,68,2022-02-05T04:31:46Z,4110000,,,0,,SUB in: K. Williams,[1629026],1610612760.0,OKC,,,,Williams,K. Williams,,,,,,,,,,,,,,,,,,,,,,,,,
416,PT03M41.00S,2022-02-05T04:32:15.0Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629014,8.492115637319317,47.30392156862745,1610612757,71,68,2022-02-05T04:32:18Z,4120000,13.0,27.0,1,left,A. Simons driving Layup (14 PTS),[1629014],1610612757.0,POR,driving,,,Simons,A. Simons,,,,,3.05,Made,,,,,,,,,,,,,,,14.0,,,,
417,PT03M35.00S,2022-02-05T04:32:22.5Z,3,REGULAR,foul,personal,['2freethrow'],1630570,,,1610612760,71,68,2022-02-05T04:32:37Z,4130000,,,0,,T. Watford shooting personal FOUL (3 PF) (Dort 2 FT),"[1630570, 1629652]",1610612757.0,POR,shooting,,,Watford,T. Watford,,,,,,,,,,,,,,,,200833.0,3.0,0.0,Dort,1629652.0,,,,,
419,PT03M35.00S,2022-02-05T04:32:50.0Z,3,REGULAR,instantreplay,request,[],0,,,1610612760,71,68,2022-02-05T04:34:02Z,4150000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,1162.0,,,,,,,,,Common Foul Upheld
420,PT03M35.00S,2022-02-05T04:34:44.9Z,3,REGULAR,freethrow,1 of 2,[],1629652,,,1610612760,71,68,2022-02-05T04:34:44Z,4160000,,,0,,MISS L. Dort Free Throw 1 of 2,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Missed,,,,,,,,,,,,,,,,,,,
421,PT03M35.00S,2022-02-05T04:34:44.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612760,71,68,2022-02-05T04:34:44Z,4170000,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,,,420.0,,,,,,,,,,,,,,,,,,
422,PT03M35.00S,2022-02-05T04:35:06.0Z,3,REGULAR,freethrow,2 of 2,[],1629652,,,1610612760,71,69,2022-02-05T04:35:06Z,4180000,,,0,,L. Dort Free Throw 2 of 2 (15 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,,,,,,,,,,,15.0,,,,
423,PT03M15.00S,2022-02-05T04:35:36.3Z,3,REGULAR,foul,offensive,[],1629014,,,1610612757,71,69,2022-02-05T04:35:48Z,4190000,,,0,,A. Simons offensive FOUL (1 PF),"[1629014, 1629026]",1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Williams,1629026.0,,,,,
425,PT03M15.00S,2022-02-05T04:35:36.3Z,3,REGULAR,turnover,offensive foul,[],1629014,,,1610612757,71,69,2022-02-05T04:35:36Z,4210000,,,0,,A. Simons offensive foul TURNOVER (2 TO),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,2.0,,,200833.0,,,,,,,,,
426,PT03M09.00S,2022-02-05T04:35:52.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,94.30026281208936,49.754901960784316,1610612760,71,71,2022-02-05T04:35:56Z,4220000,-1.0,1.0,1,right,L. Dort cutting Layup (17 PTS) (K. Williams 3 AST),"[1629652, 1629026]",1610612760.0,OKC,cutting,,,Dort,L. Dort,,,,,0.16,Made,,,,,,,,,,,,,,,17.0,K. Williams,1629026.0,3.0,
428,PT02M49.00S,2022-02-05T04:36:11.7Z,3,REGULAR,3pt,Jump Shot,[],1629014,33.85348226018397,51.225490196078425,1610612757,71,71,2022-02-05T04:36:15Z,4240000,-6.0,266.0,1,left,MISS A. Simons 26' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,26.58,Missed,,,,,,,,,,,,,,,,,,,
429,PT02M47.00S,2022-02-05T04:36:13.7Z,3,REGULAR,rebound,defensive,[],1629652,,,1610612760,71,71,2022-02-05T04:36:15Z,4250000,,,0,,L. Dort REBOUND (Off:1 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,428.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
430,PT02M38.00S,2022-02-05T04:36:22.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629026,93.64323258869908,54.166666666666664,1610612760,71,71,2022-02-05T04:36:26Z,4260000,21.0,7.0,1,right,MISS K. Williams driving Layup,[1629026],1610612760.0,OKC,driving,,,Williams,K. Williams,,,,,2.2,Missed,,,,,,,,,,,,,,,,,,,
431,PT02M37.00S,2022-02-05T04:36:23.5Z,3,REGULAR,rebound,defensive,[],1630570,,,1610612757,71,71,2022-02-05T04:36:26Z,4270000,,,0,,T. Watford REBOUND (Off:0 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,430.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
432,PT02M27.00S,2022-02-05T04:36:36.1Z,3,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,71,71,2022-02-05T04:36:36Z,4280000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT02M27.00S,2022-02-05T04:36:37.7Z,3,REGULAR,substitution,out,[],1629014,,,1610612757,71,71,2022-02-05T04:36:46Z,4290000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
434,PT02M27.00S,2022-02-05T04:36:37.7Z,3,REGULAR,substitution,in,[],203468,,,1610612757,71,71,2022-02-05T04:36:46Z,4300000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
435,PT02M24.00S,2022-02-05T04:37:02.4Z,3,REGULAR,3pt,Jump Shot,[],203463,6.389618922470433,4.166666666666666,1610612757,71,71,2022-02-05T04:37:07Z,4310000,229.0,8.0,1,left,MISS B. McLemore step back 3PT,[203463],1610612757.0,POR,step back,,,McLemore,B. McLemore,,,,,22.93,Missed,,,,,,,,,,,,,,,,,,,
436,PT02M22.00S,2022-02-05T04:37:04.4Z,3,REGULAR,rebound,defensive,[],1630581,,,1610612760,71,71,2022-02-05T04:37:07Z,4320000,,,0,,J. Giddey REBOUND (Off:2 Def:4),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,,,435.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
437,PT02M06.00S,2022-02-05T04:37:20.5Z,3,REGULAR,3pt,Jump Shot,[],1629652,88.64980289093299,3.9215686274509802,1610612760,71,71,2022-02-05T04:37:26Z,4330000,-230.0,54.0,1,right,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,23.67,Missed,,,,,,,,,,,,,,,,,,,
438,PT02M03.00S,2022-02-05T04:37:23.5Z,3,REGULAR,rebound,offensive,[],1629652,,,1610612760,71,71,2022-02-05T04:37:26Z,4340000,,,0,,L. Dort REBOUND (Off:2 Def:4),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,,437.0,6.0,4.0,2.0,,,,,,,,,,,,,,,
439,PT02M03.00S,2022-02-05T04:37:25.5Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630535,,,1610612760,71,71,2022-02-05T04:37:32Z,4350000,,,0,,G. Brown III shooting personal FOUL (1 PF) (Dort 2 FT),"[1630535, 1629652]",1610612757.0,POR,shooting,,,Brown III,G. Brown III,,,,,,,,,,,,,,,,202037.0,1.0,0.0,Dort,1629652.0,,,,,
441,PT02M03.00S,2022-02-05T04:37:53.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1629652,,,1610612760,71,72,2022-02-05T04:37:53Z,4370000,,,0,,L. Dort Free Throw 1 of 2 (18 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,,,,,,,,,,,18.0,,,,
442,PT02M03.00S,2022-02-05T04:38:14.9Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1629652,,,1610612760,71,73,2022-02-05T04:38:14Z,4380000,,,0,,L. Dort Free Throw 2 of 2 (19 PTS),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,,Made,,,,,,,,,,,,,,,19.0,,,,
443,PT01M44.00S,2022-02-05T04:38:36.3Z,3,REGULAR,2pt,Hook,['pointsinthepaint'],1628372,5.338370565045992,47.30392156862745,1610612757,73,73,2022-02-05T04:38:44Z,4390000,13.0,-2.0,1,left,D. Smith Jr. driving bank Hook (4 PTS),[1628372],1610612757.0,POR,driving bank,,,Smith Jr.,D. Smith Jr.,,,,,1.37,Made,,,,,,,,,,,,,,,4.0,,,,
444,PT01M30.00S,2022-02-05T04:38:49.8Z,3,REGULAR,2pt,Jump Shot,[],1630581,77.61169513797634,80.63725490196079,1610612760,73,75,2022-02-05T04:38:56Z,4400000,153.0,158.0,1,right,J. Giddey 22' step back Jump Shot (14 PTS),[1630581],1610612760.0,OKC,step back,,,Giddey,J. Giddey,,,,,22.01,Made,,,,,,,,,,,,,,,14.0,,,,
