actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,value
2,PT12M00.00S,2022-02-09T03:11:34.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-02-09T03:11:34Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2022-02-09T03:11:37.0Z,1,REGULAR,jumpball,recovered,[],1626159,,,1610612757,0,0,2022-02-09T03:11:37Z,40000,,,0,,Jump Ball J. Nurkic vs. M. Bamba: Tip to J. Winslow,"[1626159, 203994, 1628964]",1610612757.0,POR,startperiod,J. Winslow,1626159.0,Winslow,J. Winslow,Nurkic,203994.0,Bamba,1628964.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2022-02-09T03:11:50.8Z,1,REGULAR,3pt,Jump Shot,[],1626159,19.398817345597898,8.57843137254902,1610612757,3,0,2022-02-09T03:11:55Z,70000,207.0,130.0,1,left,J. Winslow 24' 3PT  (3 PTS) (J. Nurkic 1 AST),"[1626159, 203994]",1610612757.0,POR,,,,Winslow,J. Winslow,,,,,24.44,Made,3.0,J. Nurkic,203994.0,1.0,,,,,,,,,,,,,,,
9,PT11M26.00S,2022-02-09T03:12:07.8Z,1,REGULAR,2pt,Jump Shot,[],1628976,79.45137976346912,36.51960784313725,1610612753,3,2,2022-02-09T03:37:21Z,90000,-67.0,141.0,1,right,W. Carter Jr. 15' Jump Shot (2 PTS) (F. Wagner 1 AST),"[1628976, 1630532]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,15.6,Made,2.0,F. Wagner,1630532.0,1.0,,,,,,,,,,,,,,,
11,PT11M14.00S,2022-02-09T03:12:20.0Z,1,REGULAR,2pt,Jump Shot,[],1626159,21.50131406044678,36.76470588235294,1610612757,5,2,2022-02-09T03:12:23Z,110000,66.0,150.0,1,left,J. Winslow 16' pullup Jump Shot (5 PTS) (A. Simons 1 AST),"[1626159, 1629014]",1610612757.0,POR,pullup,,,Winslow,J. Winslow,,,,,16.36,Made,5.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,,
13,PT11M02.00S,2022-02-09T03:12:32.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628964,93.9060446780552,51.225490196078425,1610612753,5,4,2022-02-09T03:12:39Z,130000,6.0,5.0,1,right,M. Bamba reverse Layup (2 PTS) (W. Carter Jr. 1 AST),"[1628964, 1628976]",1610612753.0,ORL,reverse,,,Bamba,M. Bamba,,,,,0.78,Made,2.0,W. Carter Jr.,1628976.0,1.0,,,,,,,,,,,,,,,
15,PT10M43.00S,2022-02-09T03:12:51.2Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],203994,8.492115637319317,42.64705882352941,1610612757,5,4,2022-02-09T03:12:54Z,150000,37.0,27.0,1,left,MISS J. Nurkic Hook,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,4.58,Missed,,,,,,,,,,,,,,,,,,,
16,PT10M41.00S,2022-02-09T03:12:53.2Z,1,REGULAR,rebound,defensive,[],1628964,,,1610612753,5,4,2022-02-09T03:12:54Z,160000,,,0,,M. Bamba REBOUND (Off:0 Def:1),[1628964],1610612753.0,ORL,,,,Bamba,M. Bamba,,,,,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,,
17,PT10M35.00S,2022-02-09T03:12:58.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628976,79.97700394218134,92.15686274509804,1610612753,5,7,2022-02-09T03:13:05Z,170000,211.0,136.0,1,right,W. Carter Jr. 25' 3PT running (5 PTS) (C. Anthony 1 AST),"[1628976, 1630175]",1610612753.0,ORL,running,,,Carter Jr.,W. Carter Jr.,,,,,25.07,Made,5.0,C. Anthony,1630175.0,1.0,,,,,,,,,,,,,,,
19,PT10M13.00S,2022-02-09T03:13:22.4Z,1,REGULAR,foul,personal,['2freethrow'],1628964,,,1610612757,5,7,2022-02-09T03:13:30Z,190000,,,0,,M. Bamba shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1628964, 203994]",1610612753.0,ORL,shooting,,,Bamba,M. Bamba,,,,,,,,,,,,,,,1627524.0,1.0,0.0,Nurkic,203994.0,,,,,,
