actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
2,PT12M00.00S,2021-12-28T03:11:16.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-28T03:11:16Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-28T03:11:18.3Z,1,REGULAR,jumpball,recovered,[],203939,,,1610612742,0,0,2021-12-28T03:11:18Z,40000,,,0,,Jump Ball K. Porzingis vs. L. Nance Jr.: Tip to D. Powell,"[203939, 204001, 1626204]",1610612742.0,DAL,startperiod,D. Powell,203939.0,Powell,D. Powell,Porzingis,204001.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2021-12-28T03:11:30.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204001,15.062417871222076,48.28431372549019,1610612742,0,2,2021-12-28T03:11:35Z,70000,9.0,89.0,1,left,K. Porzingis 8' turnaround Jump Shot (2 PTS) (D. Finney-Smith 1 AST),"[204001, 1627827]",1610612742.0,DAL,turnaround,,,Porzingis,K. Porzingis,,,,,8.95,Made,2.0,D. Finney-Smith,1627827.0,1.0,,,,,,,,,,,,,,,
9,PT11M25.00S,2021-12-28T03:11:49.7Z,1,REGULAR,3pt,Jump Shot,[],1626181,78.13731931668858,11.029411764705882,1610612757,3,2,2021-12-28T03:11:53Z,90000,-195.0,153.0,1,right,N. Powell 24' 3PT  (3 PTS) (L. Nance Jr. 1 AST),"[1626181, 1626204]",1610612757.0,POR,,,,Powell,N. Powell,,,,,24.78,Made,3.0,L. Nance Jr.,1626204.0,1.0,,,,,,,,,,,,,,,
11,PT11M09.00S,2021-12-28T03:12:06.1Z,1,REGULAR,3pt,Jump Shot,[],1628373,27.151773981603156,78.92156862745098,1610612742,3,2,2021-12-28T03:12:13Z,110000,-145.0,203.0,1,left,MISS F. Ntilikina 24' 3PT,[1628373],1610612742.0,DAL,,,,Ntilikina,F. Ntilikina,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
12,PT11M06.00S,2021-12-28T03:12:09.1Z,1,REGULAR,rebound,offensive,[],204001,,,1610612742,3,2,2021-12-28T03:12:13Z,120000,,,0,,K. Porzingis REBOUND (Off:1 Def:0),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,
13,PT10M54.00S,2021-12-28T03:12:49.5Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627827,30.17411300919842,76.47058823529412,1610612742,3,2,2021-12-28T03:13:19Z,130000,-132.0,231.0,1,left,MISS D. Finney-Smith 26' 3PT,[1627827],1610612742.0,DAL,,,,Finney-Smith,D. Finney-Smith,,,,,26.63,Missed,,,,,,,,,,,,,,,,,,,
14,PT10M52.00S,2021-12-28T03:12:51.5Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,3,2,2021-12-28T03:12:53Z,140000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,
15,PT10M43.00S,2021-12-28T03:13:01.3Z,1,REGULAR,turnover,bad pass,[],1626204,,,1610612757,3,2,2021-12-28T03:13:04Z,150000,,,0,,L. Nance Jr. bad pass TURNOVER (1 TO),"[1626204, 204001]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,1.0,Porzingis,204001.0,,,,,,,,
16,PT10M43.00S,2021-12-28T03:13:01.3Z,1,REGULAR,steal,,[],204001,,,1610612742,3,2,2021-12-28T03:13:02Z,160000,,,0,,K. Porzingis STEAL (1 STL),[204001],1610612742.0,DAL,,,,Porzingis,K. Porzingis,,,,,,,,,,,,,,,,,,,,,,,,,
17,PT10M39.00S,2021-12-28T03:13:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628973,5.863994743758213,48.77450980392157,1610612742,3,2,2021-12-28T03:13:14Z,170000,6.0,3.0,1,left,MISS J. Brunson running Layup - blocked,"[1628973, 1629642]",1610612742.0,DAL,running,,,Brunson,J. Brunson,,,,,0.66,Missed,,,,,,,,,,,,Little,1629642.0,,,,,,
18,PT10M39.00S,2021-12-28T03:13:06.3Z,1,REGULAR,block,,[],1629642,,,1610612742,3,2,2021-12-28T03:13:08Z,180000,,,0,,N. Little BLOCK (1 BLK),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
19,PT10M39.00S,2021-12-28T03:13:06.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612742,3,2,2021-12-28T03:13:14Z,190000,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,
20,PT10M39.00S,2021-12-28T03:13:10.3Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612742,3,2,2021-12-28T03:13:10Z,200000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,PT10M35.00S,2021-12-28T03:13:26.7Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1628973,10.5946123521682,3.6764705882352944,1610612742,3,2,2021-12-28T03:13:29Z,210000,232.0,47.0,1,left,MISS J. Brunson 3PT,[1628973],1610612742.0,DAL,,,,Brunson,J. Brunson,,,,,23.63,Missed,,,,,,,,,,,,,,,,,,,
22,PT10M32.00S,2021-12-28T03:13:29.1Z,1,REGULAR,rebound,defensive,[],1626181,,,1610612757,3,2,2021-12-28T03:13:29Z,220000,,,0,,N. Powell REBOUND (Off:0 Def:1),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,
23,PT10M29.00S,2021-12-28T03:13:31.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626181,92.9862023653088,55.88235294117647,1610612757,3,2,2021-12-28T03:13:39Z,230000,29.0,13.0,1,right,MISS N. Powell running Layup,[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,3.23,Missed,,,,,,,,,,,,,,,,,,,
