actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2021-12-01T03:11:18.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-01T03:11:18Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2021-12-01T03:11:19.9Z,1,REGULAR,jumpball,recovered,[],1629014,,,1610612757,0,0,2021-12-01T03:11:20Z,40000,,,0,,Jump Ball J. Nurkic vs. I. Stewart: Tip to A. Simons,"[1629014, 203994, 1630191]",1610612757.0,POR,startperiod,A. Simons,1629014.0,Simons,A. Simons,Nurkic,203994.0,Stewart,1630191.0,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2021-12-01T03:11:32.2Z,1,REGULAR,3pt,Jump Shot,[],203503,89.70105124835742,95.09803921568627,1610612757,0,0,2021-12-01T03:11:36Z,70000,225.0,44.0,1,right,MISS T. Snell 3PT,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,22.98,Missed,,,,,,,,,,,,,,,,,,
8,PT11M43.00S,2021-12-01T03:11:33.2Z,1,REGULAR,rebound,offensive,[],203468,,,1610612757,0,0,2021-12-01T03:11:36Z,80000,,,0,,C. McCollum REBOUND (Off:1 Def:0),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,7.0,1.0,0.0,1.0,,,,,,,,,,,,,,
9,PT11M40.00S,2021-12-01T03:11:37.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203468,74.98357424441524,12.745098039215685,1610612757,0,0,2021-12-01T03:11:41Z,90000,-186.0,183.0,1,right,MISS C. McCollum 26' 3PT,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,26.09,Missed,,,,,,,,,,,,,,,,,,
10,PT11M36.00S,2021-12-01T03:11:41.4Z,1,REGULAR,rebound,offensive,[],203994,,,1610612757,0,0,2021-12-01T03:11:41Z,100000,,,0,,J. Nurkic REBOUND (Off:1 Def:0),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M34.00S,2021-12-01T03:11:42.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],203496,69.07030223390277,26.715686274509803,1610612757,3,0,2021-12-01T03:11:46Z,110000,-116.0,238.0,1,right,R. Covington 26' 3PT  (3 PTS) (J. Nurkic 1 AST),"[203496, 203994]",1610612757.0,POR,,,,Covington,R. Covington,,,,,26.51,Made,,,,,3.0,J. Nurkic,203994.0,1.0,,,,,,,,,,
13,PT11M15.00S,2021-12-01T03:12:01.4Z,1,REGULAR,3pt,Jump Shot,[],203924,9.280551905387648,96.81372549019608,1610612765,3,0,2021-12-01T03:12:05Z,130000,-234.0,35.0,1,left,MISS J. Grant 3PT,[203924],1610612765.0,DET,,,,Grant,J. Grant,,,,,23.67,Missed,,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2021-12-01T03:12:02.4Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,3,0,2021-12-01T03:12:05Z,140000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M01.00S,2021-12-01T03:12:16.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203468,92.72339027595268,53.67647058823529,1610612757,3,0,2021-12-01T03:12:21Z,150000,18.0,16.0,1,right,MISS C. McCollum cutting Layup,[203468],1610612757.0,POR,cutting,,,McCollum,C. McCollum,,,,,2.43,Missed,,,,,,,,,,,,,,,,,,
