actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,value
72,PT06M52.00S,2022-01-08T03:22:16.7Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1626181,,,1610612757,7,6,2022-01-08T03:22:35Z,700000,,,0,,MISS N. Powell Free Throw 2 of 2,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
73,PT06M50.00S,2022-01-08T03:22:18.7Z,1,REGULAR,rebound,defensive,[],201567,,,1610612739,7,6,2022-01-08T03:22:35Z,710000,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
74,PT06M28.00S,2022-01-08T03:22:56.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628374,16.63929040735874,60.29411764705882,1610612739,7,6,2022-01-08T03:23:29Z,720000,-51.0,104.0,1,left,MISS L. Markkanen 11' pullup Shot,[1628374],1610612739.0,CLE,pullup,,,Markkanen,L. Markkanen,,,,,11.6,Missed,,,,,,,,,,,,,,,,,,,
75,PT06M27.00S,2022-01-08T03:22:57.6Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,7,6,2022-01-08T03:23:01Z,730000,,,0,,J. Nurkic REBOUND (Off:1 Def:1),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,74.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
76,PT06M17.00S,2022-01-08T03:23:10.6Z,1,REGULAR,foul,personal,['2freethrow'],1628374,,,1610612757,7,6,2022-01-08T03:23:20Z,740000,,,0,,L. Markkanen shooting personal FOUL (1 PF) (Nurkic 2 FT),"[1628374, 203994]",1610612739.0,CLE,shooting,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Nurkic,203994.0,,,,
78,PT06M17.00S,2022-01-08T03:23:33.0Z,1,REGULAR,freethrow,1 of 2,[],203994,,,1610612757,7,6,2022-01-08T03:23:33Z,760000,,,0,,MISS J. Nurkic Free Throw 1 of 2,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Missed,,,,,,,,,,,,,,,,,,,
79,PT06M17.00S,2022-01-08T03:23:33.0Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,7,6,2022-01-08T03:23:33Z,770000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,78.0,,,,,,,,,,,,,,,,,,
80,PT06M17.00S,2022-01-08T03:23:44.4Z,1,REGULAR,freethrow,2 of 2,[],203994,,,1610612757,8,6,2022-01-08T03:23:44Z,780000,,,0,,J. Nurkic Free Throw 2 of 2 (5 PTS),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,Made,,,,,,,5.0,,,,,,,,,,,,
81,PT06M07.00S,2022-01-08T03:23:55.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629636,5.601182654402102,47.30392156862745,1610612739,8,8,2022-01-08T03:24:03Z,790000,13.0,0.0,1,left,D. Garland driving Layup (5 PTS),[1629636],1610612739.0,CLE,driving,,,Garland,D. Garland,,,,,1.35,Made,,,,,,,5.0,,,,,,,,,,,,
82,PT05M52.00S,2022-01-08T03:24:10.8Z,1,REGULAR,3pt,Jump Shot,[],203496,71.56701708278581,76.9607843137255,1610612757,11,8,2022-01-08T03:24:15Z,800000,135.0,215.0,1,right,R. Covington 25' 3PT  (3 PTS) (J. Nurkic 1 AST),"[203496, 203994]",1610612757.0,POR,,,,Covington,R. Covington,,,,,25.36,Made,,,,,,,3.0,J. Nurkic,203994.0,1.0,,,,,,,,,
84,PT05M32.00S,2022-01-08T03:24:30.7Z,1,REGULAR,3pt,Jump Shot,[],1626224,21.895532194480946,90.19607843137256,1610612739,11,8,2022-01-08T03:24:34Z,820000,-201.0,153.0,1,left,MISS C. Osman 25' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,25.28,Missed,,,,,,,,,,,,,,,,,,,
85,PT05M31.00S,2022-01-08T03:24:31.7Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,11,8,2022-01-08T03:24:34Z,830000,,,0,,J. Nurkic REBOUND (Off:1 Def:2),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,84.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
86,PT05M13.00S,2022-01-08T03:24:50.5Z,1,REGULAR,2pt,Hook,[],203994,91.27792378449409,67.40196078431373,1610612757,11,8,2022-01-08T03:24:54Z,840000,87.0,29.0,1,right,MISS J. Nurkic 9' turnaround Hook,[203994],1610612757.0,POR,turnaround,,,Nurkic,J. Nurkic,,,,,9.19,Missed,,,,,,,,,,,,,,,,,,,
87,PT05M11.00S,2022-01-08T03:24:52.5Z,1,REGULAR,rebound,defensive,[],1629636,,,1610612739,11,8,2022-01-08T03:24:54Z,850000,,,0,,D. Garland REBOUND (Off:0 Def:1),[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,86.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
88,PT05M08.00S,2022-01-08T03:24:55.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1629636,32.670827858081466,30.637254901960787,1610612739,11,8,2022-01-08T03:25:26Z,860000,97.0,255.0,1,left,MISS D. Garland 27' running pullup 3PT,[1629636],1610612739.0,CLE,running pullup,,,Garland,D. Garland,,,,,27.24,Missed,,,,,,,,,,,,,,,,,,,
89,PT05M07.00S,2022-01-08T03:24:56.4Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612739,11,8,2022-01-08T03:25:26Z,870000,,,0,,TEAM offensive REBOUND,[],1610612739.0,CLE,,,,,,,,,,,,88.0,,,,,,,,,,,,,,,,,,
90,PT05M07.00S,2022-01-08T03:25:04.9Z,1,REGULAR,foul,personal,[],1629642,,,1610612739,11,8,2022-01-08T03:26:23Z,880000,,,0,,N. Little loose ball personal FOUL (2 PF),"[1629642, 1628386]",1610612757.0,POR,loose ball,,,Little,N. Little,,,,,,,,,,,,,,,,,1627962.0,2.0,0.0,Allen,1628386.0,,,,
92,PT05M07.00S,2022-01-08T03:25:13.7Z,1,REGULAR,substitution,out,[],1629642,,,1610612739,11,8,2022-01-08T03:25:26Z,900000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT05M07.00S,2022-01-08T03:25:13.7Z,1,REGULAR,substitution,out,[],1629636,,,1610612739,11,8,2022-01-08T03:25:26Z,910000,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT05M07.00S,2022-01-08T03:25:13.7Z,1,REGULAR,substitution,in,[],203463,,,1610612739,11,8,2022-01-08T03:25:26Z,920000,,,0,,SUB in: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT05M07.00S,2022-01-08T03:25:13.7Z,1,REGULAR,substitution,in,[],200765,,,1610612739,11,8,2022-01-08T03:25:26Z,930000,,,0,,SUB in: R. Rondo,[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M00.00S,2022-01-08T03:25:33.1Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],201567,13.222733245729303,12.254901960784313,1610612739,11,8,2022-01-08T03:27:06Z,940000,189.0,72.0,1,left,MISS K. Love 20' pullup Shot,[201567],1610612739.0,CLE,pullup,,,Love,K. Love,,,,,20.19,Missed,,,,,,,,,,,,,,,,,,,
97,PT04M58.00S,2022-01-08T03:25:34.8Z,1,REGULAR,rebound,defensive,[],203994,,,1610612757,11,8,2022-01-08T03:25:34Z,950000,,,0,,J. Nurkic REBOUND (Off:1 Def:3),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,96.0,4.0,3.0,1.0,,,,,,,,,,,,,,,
98,PT04M49.00S,2022-01-08T03:25:43.6Z,1,REGULAR,2pt,Jump Shot,[],1626181,77.34888304862024,52.69607843137255,1610612757,11,8,2022-01-08T03:25:53Z,960000,13.0,160.0,1,right,MISS N. Powell 16' pullup Shot,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,16.1,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M45.00S,2022-01-08T03:25:47.6Z,1,REGULAR,rebound,defensive,[],200765,,,1610612739,11,8,2022-01-08T03:25:53Z,970000,,,0,,R. Rondo REBOUND (Off:0 Def:1),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
100,PT04M40.00S,2022-01-08T03:25:52.5Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],201567,29.25427069645204,77.94117647058823,1610612739,11,11,2022-01-08T03:27:24Z,980000,-140.0,222.0,1,left,K. Love 26' 3PT running (3 PTS) (R. Rondo 1 AST),"[201567, 200765]",1610612739.0,CLE,running,,,Love,K. Love,,,,,26.27,Made,,,,,,,3.0,R. Rondo,200765.0,1.0,,,,,,,,,
102,PT04M25.00S,2022-01-08T03:26:07.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629014,87.07293035479631,64.95098039215686,1610612757,13,11,2022-01-08T03:26:14Z,1000000,75.0,69.0,1,right,A. Simons 10' driving floating Jump Shot (2 PTS),[1629014],1610612757.0,POR,driving floating,,,Simons,A. Simons,,,,,10.18,Made,,,,,,,2.0,,,,,,,,,,,,
103,PT03M58.00S,2022-01-08T03:26:35.0Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1628386,10.33180026281209,44.6078431372549,1610612739,13,13,2022-01-08T03:26:39Z,1010000,27.0,45.0,1,left,J. Allen driving bank Hook (2 PTS) (K. Love 1 AST),"[1628386, 201567]",1610612739.0,CLE,driving bank,,,Allen,J. Allen,,,,,5.21,Made,,,,,,,2.0,K. Love,201567.0,1.0,,,,,,,,,
105,PT03M40.00S,2022-01-08T03:26:53.2Z,1,REGULAR,turnover,bad pass,[],203994,,,1610612757,13,13,2022-01-08T03:26:56Z,1030000,,,0,,J. Nurkic bad pass TURNOVER (1 TO),"[203994, 200765]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,1.0,Rondo,200765.0,
106,PT03M40.00S,2022-01-08T03:26:53.2Z,1,REGULAR,steal,,[],200765,,,1610612739,13,13,2022-01-08T03:26:54Z,1040000,,,0,,R. Rondo STEAL (1 STL),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT03M33.00S,2022-01-08T03:26:59.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1628374,6.1268068331143235,48.28431372549019,1610612739,13,15,2022-01-08T03:27:06Z,1050000,9.0,5.0,1,left,L. Markkanen Layup (3 PTS) (R. Rondo 2 AST),"[1628374, 200765]",1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,1.0,Made,,,,,,,3.0,R. Rondo,200765.0,2.0,,,,,,,,,
109,PT03M31.00S,2022-01-08T03:27:08.3Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612757,13,15,2022-01-08T03:27:08Z,1070000,,,0,,POR Timeout,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT03M31.00S,2022-01-08T03:28:09.9Z,1,REGULAR,substitution,out,[],1629014,,,1610612757,13,15,2022-01-08T03:29:49Z,1080000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT03M31.00S,2022-01-08T03:28:09.9Z,1,REGULAR,substitution,out,[],203994,,,1610612757,13,15,2022-01-08T03:29:49Z,1090000,,,0,,SUB out: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M31.00S,2022-01-08T03:28:09.9Z,1,REGULAR,substitution,out,[],1628374,,,1610612757,13,15,2022-01-08T03:29:49Z,1100000,,,0,,SUB out: L. Markkanen,[1628374],1610612739.0,CLE,,,,Markkanen,L. Markkanen,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M31.00S,2022-01-08T03:28:09.9Z,1,REGULAR,substitution,out,[],1628386,,,1610612757,13,15,2022-01-08T03:29:49Z,1110000,,,0,,SUB out: J. Allen,[1628386],1610612739.0,CLE,,,,Allen,J. Allen,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT03M31.00S,2022-01-08T03:28:09.9Z,1,REGULAR,substitution,in,[],203469,,,1610612757,13,15,2022-01-08T03:29:49Z,1120000,,,0,,SUB in: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
115,PT03M31.00S,2022-01-08T03:28:09.9Z,1,REGULAR,substitution,in,[],1628372,,,1610612757,13,15,2022-01-08T03:29:49Z,1130000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
116,PT03M31.00S,2022-01-08T03:28:09.9Z,1,REGULAR,substitution,in,[],1630205,,,1610612757,13,15,2022-01-08T03:29:49Z,1140000,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT03M31.00S,2022-01-08T03:28:09.9Z,1,REGULAR,substitution,in,[],1630596,,,1610612757,13,15,2022-01-08T03:29:49Z,1150000,,,0,,SUB in: E. Mobley,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT03M17.00S,2022-01-08T03:30:11.2Z,1,REGULAR,3pt,Jump Shot,[],203463,74.98357424441524,86.02941176470588,1610612757,13,15,2022-01-08T03:30:15Z,1160000,180.0,183.0,1,right,MISS B. McLemore 25' 3PT,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,25.65,Missed,,,,,,,,,,,,,,,,,,,
119,PT03M16.00S,2022-01-08T03:30:12.2Z,1,REGULAR,rebound,defensive,[],1630205,,,1610612739,13,15,2022-01-08T03:30:15Z,1170000,,,0,,L. Stevens REBOUND (Off:0 Def:2),[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,118.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
120,PT03M07.00S,2022-01-08T03:30:22.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,6.915243101182654,46.568627450980394,1610612739,13,15,2022-01-08T03:30:25Z,1180000,17.0,13.0,1,left,MISS E. Mobley driving Layup - blocked,"[1630596, 203496]",1610612739.0,CLE,driving,,,Mobley,E. Mobley,,,,,2.13,Missed,,,,,Covington,203496.0,,,,,,,,,,,,,
121,PT03M07.00S,2022-01-08T03:30:22.3Z,1,REGULAR,block,,[],203496,,,1610612739,13,15,2022-01-08T03:30:24Z,1190000,,,0,,R. Covington BLOCK (2 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT03M05.00S,2022-01-08T03:30:24.3Z,1,REGULAR,rebound,defensive,[],1628372,,,1610612757,13,15,2022-01-08T03:30:25Z,1200000,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612757.0,POR,,,,Smith Jr.,D. Smith Jr.,,,,,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
123,PT02M59.00S,2022-01-08T03:30:30.9Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],203463,89.56964520367937,3.6764705882352944,1610612757,16,15,2022-01-08T03:30:39Z,1210000,-232.0,46.0,1,right,B. McLemore 3PT running (3 PTS) (D. Smith Jr. 1 AST),"[203463, 1628372]",1610612757.0,POR,running,,,McLemore,B. McLemore,,,,,23.6,Made,,,,,,,3.0,D. Smith Jr.,1628372.0,1.0,,,,,,,,,
125,PT02M38.00S,2022-01-08T03:30:50.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,6.521024967148489,44.6078431372549,1610612739,16,17,2022-01-08T03:30:56Z,1230000,27.0,9.0,1,left,E. Mobley Hook (2 PTS) (R. Rondo 3 AST),"[1630596, 200765]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,2.84,Made,,,,,,,2.0,R. Rondo,200765.0,3.0,,,,,,,,,
127,PT02M18.00S,2022-01-08T03:31:11.1Z,1,REGULAR,2pt,Jump Shot,[],1628372,84.31340341655716,31.127450980392158,1610612757,16,17,2022-01-08T03:31:16Z,1250000,-94.0,95.0,1,right,MISS D. Smith Jr. 13' turnaround fadeaway Shot,[1628372],1610612757.0,POR,turnaround fadeaway,,,Smith Jr.,D. Smith Jr.,,,,,13.39,Missed,,,,,,,,,,,,,,,,,,,
128,PT02M14.00S,2022-01-08T03:31:15.1Z,1,REGULAR,rebound,defensive,[],200765,,,1610612739,16,17,2022-01-08T03:31:16Z,1260000,,,0,,R. Rondo REBOUND (Off:0 Def:2),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,127.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
129,PT02M09.00S,2022-01-08T03:31:21.9Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,16,17,2022-01-08T03:31:21Z,1270000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT01M59.00S,2022-01-08T03:31:42.9Z,1,REGULAR,foul,personal,['2freethrow'],203469,,,1610612739,16,17,2022-01-08T03:31:53Z,1280000,,,0,,C. Zeller shooting personal FOUL (1 PF) (Mobley 2 FT),"[203469, 1630596]",1610612757.0,POR,shooting,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Mobley,1630596.0,,,,
132,PT01M59.00S,2022-01-08T03:32:15.8Z,1,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,16,18,2022-01-08T03:32:15Z,1300000,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,3.0,,,,,,,,,,,,
133,PT01M59.00S,2022-01-08T03:32:16.3Z,1,REGULAR,substitution,out,[],203496,,,1610612739,16,18,2022-01-08T03:32:22Z,1310000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
134,PT01M59.00S,2022-01-08T03:32:16.3Z,1,REGULAR,substitution,in,[],1630570,,,1610612739,16,18,2022-01-08T03:32:22Z,1320000,,,0,,SUB in: T. Watford,[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,,,,,,,,,,,,,,,,,,,
135,PT01M59.00S,2022-01-08T03:32:42.3Z,1,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,16,19,2022-01-08T03:32:42Z,1330000,,,0,,E. Mobley Free Throw 2 of 2 (4 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,Made,,,,,,,4.0,,,,,,,,,,,,
136,PT01M51.00S,2022-01-08T03:32:55.7Z,1,REGULAR,foul,personal,['2freethrow'],200765,,,1610612757,16,19,2022-01-08T03:33:25Z,1340000,,,0,,R. Rondo shooting personal FOUL (1 PF) (Powell 2 FT),"[200765, 1626181]",1610612739.0,CLE,shooting,,,Rondo,R. Rondo,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Powell,1626181.0,,,,
138,PT01M51.00S,2022-01-08T03:33:26.6Z,1,REGULAR,freethrow,1 of 2,[],1626181,,,1610612757,16,19,2022-01-08T03:33:35Z,1360000,,,0,,MISS N. Powell Free Throw 1 of 2,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
139,PT01M51.00S,2022-01-08T03:33:26.6Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612757,16,19,2022-01-08T03:33:35Z,1370000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,138.0,,,,,,,,,,,,,,,,,,
140,PT01M51.00S,2022-01-08T03:33:26.6Z,1,REGULAR,freethrow,2 of 2,[],1626181,,,1610612757,16,19,2022-01-08T03:33:35Z,1380000,,,0,,MISS N. Powell Free Throw 2 of 2,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Missed,,,,,,,,,,,,,,,,,,,
141,PT01M49.00S,2022-01-08T03:33:28.6Z,1,REGULAR,rebound,defensive,[],200765,,,1610612739,16,19,2022-01-08T03:33:35Z,1390000,,,0,,R. Rondo REBOUND (Off:0 Def:3),[200765],1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,,,140.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
142,PT01M45.00S,2022-01-08T03:33:45.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612739,16,19,2022-01-08T03:33:45Z,1400000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
143,PT01M42.00S,2022-01-08T03:34:00.5Z,1,REGULAR,3pt,Jump Shot,[],200765,28.07161629434954,23.774509803921568,1610612739,16,22,2022-01-08T03:34:04Z,1410000,131.0,211.0,1,left,R. Rondo 24' 3PT  (3 PTS) (L. Stevens 1 AST),"[200765, 1630205]",1610612739.0,CLE,,,,Rondo,R. Rondo,,,,,24.88,Made,,,,,,,3.0,L. Stevens,1630205.0,1.0,,,,,,,,,
145,PT01M21.00S,2022-01-08T03:34:20.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,92.9862023653088,44.85294117647059,1610612757,16,22,2022-01-08T03:34:27Z,1430000,-26.0,13.0,1,right,MISS D. Smith Jr. driving Layup,[1628372],1610612757.0,POR,driving,,,Smith Jr.,D. Smith Jr.,,,,,2.9,Missed,,,,,,,,,,,,,,,,,,,
146,PT01M19.00S,2022-01-08T03:34:22.7Z,1,REGULAR,rebound,offensive,[],1630570,,,1610612757,16,22,2022-01-08T03:34:27Z,1440000,,,0,,T. Watford REBOUND (Off:1 Def:0),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,145.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
147,PT01M13.00S,2022-01-08T03:34:29.3Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,68.28186596583443,17.15686274509804,1610612757,19,22,2022-01-08T03:34:35Z,1450000,-164.0,246.0,1,right,N. Powell 29' 3PT  (6 PTS) (D. Smith Jr. 2 AST),"[1626181, 1628372]",1610612757.0,POR,,,,Powell,N. Powell,,,,,29.55,Made,,,,,,,6.0,D. Smith Jr.,1628372.0,2.0,,,,,,,,,
149,PT00M54.20S,2022-01-08T03:34:48.5Z,1,REGULAR,3pt,Jump Shot,[],200765,17.427726675427067,95.09803921568627,1610612739,19,22,2022-01-08T03:34:53Z,1470000,-225.0,111.0,1,left,MISS R. Rondo 25' pullup 3PT,[200765],1610612739.0,CLE,pullup,,,Rondo,R. Rondo,,,,,25.15,Missed,,,,,,,,,,,,,,,,,,,
150,PT00M52.00S,2022-01-08T03:34:50.7Z,1,REGULAR,rebound,defensive,[],1630570,,,1610612757,19,22,2022-01-08T03:34:53Z,1480000,,,0,,T. Watford REBOUND (Off:1 Def:1),[1630570],1610612757.0,POR,,,,Watford,T. Watford,,,,,,,149.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
151,PT00M44.20S,2022-01-08T03:35:00.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203469,93.64323258869908,46.81372549019608,1610612757,21,22,2022-01-08T03:35:04Z,1490000,-16.0,7.0,1,right,C. Zeller driving Layup (2 PTS) (N. Powell 1 AST),"[203469, 1626181]",1610612757.0,POR,driving,,,Zeller,C. Zeller,,,,,1.75,Made,,,,,,,2.0,N. Powell,1626181.0,1.0,,,,,,,,,
153,PT00M28.00S,2022-01-08T03:35:19.2Z,1,REGULAR,3pt,Jump Shot,[],201567,9.017739816031538,3.9215686274509802,1610612739,21,22,2022-01-08T03:35:23Z,1510000,230.0,32.0,1,left,MISS K. Love 3PT,[201567],1610612739.0,CLE,,,,Love,K. Love,,,,,23.27,Missed,,,,,,,,,,,,,,,,,,,
154,PT00M24.70S,2022-01-08T03:35:22.5Z,1,REGULAR,rebound,offensive,[],1630596,,,1610612739,21,22,2022-01-08T03:35:23Z,1520000,,,0,,E. Mobley REBOUND (Off:1 Def:1),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,153.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
155,PT00M24.70S,2022-01-08T03:35:23.6Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1630596,5.206964520367937,51.470588235294116,1610612739,21,24,2022-01-08T03:36:41Z,1530000,-7.0,-4.0,1,left,E. Mobley turnaround Hook (6 PTS),[1630596],1610612739.0,CLE,turnaround,,,Mobley,E. Mobley,,,,,0.82,Made,,,,,,,6.0,,,,,,,,,,,,
157,PT00M02.30S,2022-01-08T03:36:21.1Z,1,REGULAR,turnover,offensive goaltending,[],203469,,,1610612757,21,24,2022-01-08T03:36:46Z,1550000,,,0,,C. Zeller offensive goaltending TURNOVER (1 TO),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,2530.0,,,,,1.0,,,
158,PT00M00.00S,2022-01-08T03:36:28.8Z,1,REGULAR,period,end,[],0,,,1610612739,21,24,2022-01-08T03:36:28Z,1560000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,PT12M00.00S,2022-01-08T03:37:16.3Z,2,REGULAR,substitution,out,['startperiod'],1626181,,,1610612739,21,24,2022-01-08T03:38:52Z,1570000,,,0,,SUB out: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT12M00.00S,2022-01-08T03:37:16.3Z,2,REGULAR,substitution,out,['startperiod'],1630205,,,1610612739,21,24,2022-01-08T03:38:52Z,1580000,,,0,,SUB out: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,
161,PT12M00.00S,2022-01-08T03:37:16.3Z,2,REGULAR,substitution,in,['startperiod'],1629604,,,1610612739,21,24,2022-01-08T03:38:52Z,1590000,,,0,,SUB in: C. Elleby,[1629604],1610612757.0,POR,,,,Elleby,C. Elleby,,,,,,,,,,,,,,,,,,,,,,,,,
162,PT12M00.00S,2022-01-08T03:37:16.3Z,2,REGULAR,substitution,in,['startperiod'],1629636,,,1610612739,21,24,2022-01-08T03:38:52Z,1600000,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,
