actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
188,PT10M01.00S,2021-11-06T02:41:01.0Z,2,REGULAR,foul,personal,['2freethrow'],1626167,,,1610612757,29,25,2021-11-06T02:41:08Z,1780000,,,0,,M. Turner shooting personal FOUL (1 PF) (Little 2 FT),"[1626167, 1629642]",1610612754.0,IND,shooting,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Little,1629642.0,
190,PT10M01.00S,2021-11-06T02:41:24.9Z,2,REGULAR,freethrow,1 of 2,[],1629642,,,1610612757,30,25,2021-11-06T02:41:24Z,1800000,,,0,,N. Little Free Throw 1 of 2 (6 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,6.0,,,,,,,,,,,,,,,,,,
191,PT10M01.00S,2021-11-06T02:41:25.4Z,2,REGULAR,substitution,out,[],1627747,,,1610612757,30,25,2021-11-06T02:41:29Z,1810000,,,0,,SUB out: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
192,PT10M01.00S,2021-11-06T02:41:25.4Z,2,REGULAR,substitution,in,[],1630537,,,1610612757,30,25,2021-11-06T02:41:29Z,1820000,,,0,,SUB in: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M01.00S,2021-11-06T02:41:39.3Z,2,REGULAR,freethrow,2 of 2,[],1629642,,,1610612757,31,25,2021-11-06T02:41:39Z,1830000,,,0,,N. Little Free Throw 2 of 2 (7 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,Made,7.0,,,,,,,,,,,,,,,,,,
194,PT09M53.00S,2021-11-06T02:41:52.4Z,2,REGULAR,violation,kicked ball,[],1626204,,,1610612754,31,25,2021-11-06T02:41:59Z,1840000,,,0,,L. Nance Jr. kicked ball VIOLATION,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,1151.0,,,,,
195,PT09M43.00S,2021-11-06T02:42:15.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629103,6.1268068331143235,50.73529411764706,1610612754,31,27,2021-11-06T02:42:19Z,1850000,-4.0,5.0,1,left,K. Martin driving Layup (8 PTS) (J. Holiday 2 AST),"[1629103, 203200]",1610612754.0,IND,driving,,,Martin,K. Martin,,,,,0.63,Made,8.0,J. Holiday,203200.0,2.0,,,,,,,,,,,,,,,
197,PT09M33.00S,2021-11-06T02:42:24.9Z,2,REGULAR,3pt,Jump Shot,[],1629014,66.17936925098554,51.71568627450981,1610612757,34,27,2021-11-06T02:42:32Z,1870000,9.0,265.0,1,right,A. Simons 26' 3PT pullup (8 PTS),[1629014],1610612757.0,POR,pullup,,,Simons,A. Simons,,,,,26.55,Made,8.0,,,,,,,,,,,,,,,,,,
198,PT09M17.00S,2021-11-06T02:42:43.8Z,2,REGULAR,foul,personal,['2freethrow'],203503,,,1610612754,34,27,2021-11-06T02:42:51Z,1880000,,,0,,T. Snell shooting personal FOUL (1 PF) (Turner 2 FT),"[203503, 1626167]",1610612757.0,POR,shooting,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Turner,1626167.0,
200,PT09M17.00S,2021-11-06T02:43:03.0Z,2,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,34,27,2021-11-06T02:43:03Z,1900000,,,0,,MISS M. Turner Free Throw 1 of 2,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Missed,,,,,,,,,,,,,,,,,,,
201,PT09M17.00S,2021-11-06T02:43:03.0Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,34,27,2021-11-06T02:43:03Z,1910000,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,
203,PT09M17.00S,2021-11-06T02:43:18.4Z,2,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,34,28,2021-11-06T02:43:18Z,1920000,,,0,,M. Turner Free Throw 2 of 2 (1 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
204,PT09M02.00S,2021-11-06T02:43:40.5Z,2,REGULAR,foul,personal,[],202954,,,1610612757,34,28,2021-11-06T02:43:45Z,1930000,,,0,,B. Wanamaker personal FOUL (1 PF),"[202954, 203468]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,McCollum,203468.0,
206,PT08M51.00S,2021-11-06T02:44:09.4Z,2,REGULAR,3pt,Jump Shot,[],203468,69.99014454664915,19.852941176470587,1610612757,37,28,2021-11-06T02:44:13Z,1950000,-151.0,230.0,1,right,C. McCollum 27' 3PT step back (7 PTS),[203468],1610612757.0,POR,step back,,,McCollum,C. McCollum,,,,,27.46,Made,7.0,,,,,,,,,,,,,,,,,,
207,PT08M32.00S,2021-11-06T02:44:28.6Z,2,REGULAR,3pt,Jump Shot,[],1629103,16.245072273324574,95.58823529411765,1610612754,37,28,2021-11-06T02:44:32Z,1960000,-228.0,100.0,1,left,MISS K. Martin 24' 3PT,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,24.9,Missed,,,,,,,,,,,,,,,,,,,
208,PT08M29.00S,2021-11-06T02:44:31.6Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,37,28,2021-11-06T02:44:32Z,1970000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,207.0,3.0,3.0,0.0,,,,,,,,
209,PT08M23.00S,2021-11-06T02:44:37.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203468,67.09921156373193,48.28431372549019,1610612757,40,28,2021-11-06T02:44:46Z,1980000,-9.0,257.0,1,right,C. McCollum 25' 3PT running pullup (10 PTS) (L. Nance Jr. 3 AST),"[203468, 1626204]",1610612757.0,POR,running pullup,,,McCollum,C. McCollum,,,,,25.69,Made,10.0,L. Nance Jr.,1626204.0,3.0,,,,,,,,,,,,,,,
211,PT08M22.00S,2021-11-06T02:44:45.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612754,40,28,2021-11-06T02:44:45Z,2000000,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212,PT08M22.00S,2021-11-06T02:47:02.4Z,2,REGULAR,substitution,out,[],203503,,,1610612754,40,28,2021-11-06T02:47:21Z,2010000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT08M22.00S,2021-11-06T02:47:02.4Z,2,REGULAR,substitution,out,[],203200,,,1610612754,40,28,2021-11-06T02:47:21Z,2020000,,,0,,SUB out: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M22.00S,2021-11-06T02:47:02.4Z,2,REGULAR,substitution,out,[],1629103,,,1610612754,40,28,2021-11-06T02:47:21Z,2030000,,,0,,SUB out: K. Martin,[1629103],1610612754.0,IND,,,,Martin,K. Martin,,,,,,,,,,,,,,,,,,,,,,,,,
215,PT08M22.00S,2021-11-06T02:47:02.4Z,2,REGULAR,substitution,in,[],203081,,,1610612754,40,28,2021-11-06T02:47:21Z,2040000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
216,PT08M22.00S,2021-11-06T02:47:02.4Z,2,REGULAR,substitution,in,[],1627747,,,1610612754,40,28,2021-11-06T02:47:21Z,2050000,,,0,,SUB in: C. LeVert,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M22.00S,2021-11-06T02:47:02.4Z,2,REGULAR,substitution,in,[],1628470,,,1610612754,40,28,2021-11-06T02:47:21Z,2060000,,,0,,SUB in: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M06.00S,2021-11-06T02:47:55.4Z,2,REGULAR,3pt,Jump Shot,[],202954,32.276609724047304,53.431372549019606,1610612754,40,31,2021-11-06T02:47:59Z,2070000,-17.0,251.0,1,left,B. Wanamaker 25' 3PT  (3 PTS) (M. Turner 1 AST),"[202954, 1626167]",1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,25.15,Made,3.0,M. Turner,1626167.0,1.0,,,,,,,,,,,,,,,
220,PT07M47.00S,2021-11-06T02:48:13.7Z,2,REGULAR,3pt,Jump Shot,[],203468,66.96780551905388,74.26470588235294,1610612757,43,31,2021-11-06T02:48:18Z,2090000,121.0,258.0,1,right,C. McCollum 28' 3PT  (13 PTS) (A. Simons 1 AST),"[203468, 1629014]",1610612757.0,POR,,,,McCollum,C. McCollum,,,,,28.51,Made,13.0,A. Simons,1629014.0,1.0,,,,,,,,,,,,,,,
222,PT07M40.00S,2021-11-06T02:48:24.4Z,2,REGULAR,foul,personal,['2freethrow'],1626204,,,1610612754,43,31,2021-11-06T02:48:31Z,2110000,,,0,,L. Nance Jr. shooting personal FOUL (1 PF) (Turner 2 FT),"[1626204, 1626167]",1610612757.0,POR,shooting,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Turner,1626167.0,
224,PT07M40.00S,2021-11-06T02:48:47.1Z,2,REGULAR,freethrow,1 of 2,[],1626167,,,1610612754,43,32,2021-11-06T02:48:47Z,2130000,,,0,,M. Turner Free Throw 1 of 2 (2 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
225,PT07M40.00S,2021-11-06T02:48:48.0Z,2,REGULAR,substitution,out,[],1630537,,,1610612754,43,32,2021-11-06T02:48:53Z,2140000,,,0,,SUB out: C. Duarte,[1630537],1610612754.0,IND,,,,Duarte,C. Duarte,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT07M40.00S,2021-11-06T02:48:48.0Z,2,REGULAR,substitution,in,[],204456,,,1610612754,43,32,2021-11-06T02:48:53Z,2150000,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT07M40.00S,2021-11-06T02:49:03.4Z,2,REGULAR,freethrow,2 of 2,[],1626167,,,1610612754,43,33,2021-11-06T02:49:03Z,2160000,,,0,,M. Turner Free Throw 2 of 2 (3 PTS),[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,Made,3.0,,,,,,,,,,,,,,,,,,
228,PT07M26.00S,2021-11-06T02:49:22.6Z,2,REGULAR,turnover,out-of-bounds,[],203468,,,1610612757,43,33,2021-11-06T02:49:30Z,2170000,,,0,,C. McCollum bad pass out-of-bounds TURNOVER (1 TO),[203468],1610612757.0,POR,bad pass,,,McCollum,C. McCollum,,,,,,,,,,,1.0,,,,,,,,,203593.0,,,,,
229,PT07M14.00S,2021-11-06T02:49:38.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],202954,9.543363994743759,95.58823529411765,1610612754,43,33,2021-11-06T02:49:43Z,2180000,-228.0,37.0,1,left,MISS B. Wanamaker 3PT,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,23.09,Missed,,,,,,,,,,,,,,,,,,,
230,PT07M09.00S,2021-11-06T02:49:43.0Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,43,33,2021-11-06T02:49:43Z,2190000,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,229.0,2.0,2.0,0.0,,,,,,,,
231,PT07M01.00S,2021-11-06T02:49:53.2Z,2,REGULAR,foul,personal,['2freethrow'],204456,,,1610612757,43,33,2021-11-06T02:50:03Z,2200000,,,0,,T. McConnell shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[204456, 1626204]",1610612754.0,IND,shooting,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,203593.0,1.0,0.0,Nance Jr.,1626204.0,
233,PT07M01.00S,2021-11-06T02:50:26.6Z,2,REGULAR,freethrow,1 of 2,[],1626204,,,1610612757,44,33,2021-11-06T02:50:55Z,2220000,,,0,,L. Nance Jr. Free Throw 1 of 2 (1 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Made,1.0,,,,,,,,,,,,,,,,,,
234,PT07M01.00S,2021-11-06T02:50:27.4Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,44,33,2021-11-06T02:50:49Z,2230000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M01.00S,2021-11-06T02:50:27.4Z,2,REGULAR,substitution,out,[],1629642,,,1610612757,44,33,2021-11-06T02:50:49Z,2240000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M01.00S,2021-11-06T02:50:27.4Z,2,REGULAR,substitution,out,[],1626167,,,1610612757,44,33,2021-11-06T02:50:49Z,2250000,,,0,,SUB out: M. Turner,[1626167],1610612754.0,IND,,,,Turner,M. Turner,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M01.00S,2021-11-06T02:50:27.4Z,2,REGULAR,substitution,in,[],1626181,,,1610612757,44,33,2021-11-06T02:50:49Z,2260000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M01.00S,2021-11-06T02:50:27.4Z,2,REGULAR,substitution,in,[],203496,,,1610612757,44,33,2021-11-06T02:50:49Z,2270000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M01.00S,2021-11-06T02:50:27.4Z,2,REGULAR,substitution,in,[],1627734,,,1610612757,44,33,2021-11-06T02:50:49Z,2280000,,,0,,SUB in: D. Sabonis,[1627734],1610612754.0,IND,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M01.00S,2021-11-06T02:50:26.6Z,2,REGULAR,freethrow,2 of 2,[],1626204,,,1610612757,44,33,2021-11-06T02:50:55Z,2290000,,,0,,MISS L. Nance Jr. Free Throw 2 of 2,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
241,PT06M59.00S,2021-11-06T02:50:28.6Z,2,REGULAR,rebound,defensive,[],1628470,,,1610612754,44,33,2021-11-06T02:50:55Z,2300000,,,0,,T. Craig REBOUND (Off:0 Def:1),[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,240.0,1.0,1.0,0.0,,,,,,,,
242,PT06M41.00S,2021-11-06T02:51:11.9Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628470,4.681340341655716,50.49019607843137,1610612754,44,35,2021-11-06T02:51:18Z,2310000,-2.0,-8.0,1,left,T. Craig driving finger roll Layup (2 PTS) (C. LeVert 2 AST),"[1628470, 1627747]",1610612754.0,IND,driving finger roll,,,Craig,T. Craig,,,,,0.89,Made,2.0,C. LeVert,1627747.0,2.0,,,,,,,,,,,,,,,
244,PT06M18.00S,2021-11-06T02:51:35.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,93.9060446780552,47.794117647058826,1610612757,46,35,2021-11-06T02:51:41Z,2330000,-11.0,5.0,1,right,C. McCollum cutting Layup (15 PTS) (D. Lillard 4 AST),"[203468, 203081]",1610612757.0,POR,cutting,,,McCollum,C. McCollum,,,,,1.2,Made,15.0,D. Lillard,203081.0,4.0,,,,,,,,,,,,,,,
246,PT05M53.00S,2021-11-06T02:51:59.6Z,2,REGULAR,3pt,Jump Shot,[],1627747,31.61957950065703,67.64705882352942,1610612754,46,35,2021-11-06T03:17:53Z,2350000,-88.0,245.0,1,left,MISS C. LeVert 26' step back 3PT,[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,26.01,Missed,,,,,,,,,,,,,,,,,,,
247,PT05M49.00S,2021-11-06T02:52:03.6Z,2,REGULAR,rebound,defensive,[],203468,,,1610612757,46,35,2021-11-06T02:52:11Z,2360000,,,0,,C. McCollum REBOUND (Off:0 Def:2),[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,246.0,2.0,2.0,0.0,,,,,,,,
248,PT05M28.00S,2021-11-06T02:52:24.5Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1627734,,,1610612757,46,35,2021-11-06T02:52:35Z,2370000,,,0,,D. Sabonis shooting personal FOUL (1 PF) (Nance Jr. 2 FT),"[1627734, 1626204]",1610612754.0,IND,shooting,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,1151.0,1.0,0.0,Nance Jr.,1626204.0,
250,PT05M28.00S,2021-11-06T02:52:55.5Z,2,REGULAR,freethrow,1 of 2,[],1626204,,,1610612757,46,35,2021-11-06T02:52:55Z,2390000,,,0,,MISS L. Nance Jr. Free Throw 1 of 2,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
251,PT05M28.00S,2021-11-06T02:52:55.5Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,46,35,2021-11-06T02:52:55Z,2400000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,,,,,250.0,,,,,,,,,,,
253,PT05M28.00S,2021-11-06T02:52:56.2Z,2,REGULAR,substitution,out,[],202954,,,1610612757,46,35,2021-11-06T02:53:07Z,2410000,,,0,,SUB out: B. Wanamaker,[202954],1610612754.0,IND,,,,Wanamaker,B. Wanamaker,,,,,,,,,,,,,,,,,,,,,,,,,
254,PT05M28.00S,2021-11-06T02:52:56.2Z,2,REGULAR,substitution,out,[],1628470,,,1610612757,46,35,2021-11-06T02:53:07Z,2420000,,,0,,SUB out: T. Craig,[1628470],1610612754.0,IND,,,,Craig,T. Craig,,,,,,,,,,,,,,,,,,,,,,,,,
255,PT05M28.00S,2021-11-06T02:52:56.2Z,2,REGULAR,substitution,in,[],203200,,,1610612757,46,35,2021-11-06T02:53:07Z,2430000,,,0,,SUB in: J. Holiday,[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
256,PT05M28.00S,2021-11-06T02:52:56.2Z,2,REGULAR,substitution,in,[],1629048,,,1610612757,46,35,2021-11-06T02:53:07Z,2440000,,,0,,SUB in: G. Bitadze,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M28.00S,2021-11-06T02:53:22.1Z,2,REGULAR,freethrow,2 of 2,[],1626204,,,1610612757,47,35,2021-11-06T02:53:22Z,2450000,,,0,,L. Nance Jr. Free Throw 2 of 2 (2 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Made,2.0,,,,,,,,,,,,,,,,,,
258,PT05M14.00S,2021-11-06T02:53:37.1Z,2,REGULAR,3pt,Jump Shot,[],1629048,29.517082785808146,23.03921568627451,1610612754,47,35,2021-11-06T02:53:41Z,2460000,135.0,225.0,1,left,MISS G. Bitadze 26' 3PT,[1629048],1610612754.0,IND,,,,Bitadze,G. Bitadze,,,,,26.23,Missed,,,,,,,,,,,,,,,,,,,
259,PT05M12.00S,2021-11-06T02:53:39.7Z,2,REGULAR,rebound,offensive,[],203200,,,1610612754,47,35,2021-11-06T02:53:39Z,2470000,,,0,,J. Holiday REBOUND (Off:1 Def:0),[203200],1610612754.0,IND,,,,Holiday,J. Holiday,,,,,,,,,,,,,,258.0,1.0,0.0,1.0,,,,,,,,
260,PT05M09.00S,2021-11-06T02:53:43.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629048,6.652431011826544,49.26470588235294,1610612754,47,37,2021-11-06T02:53:48Z,2480000,4.0,10.0,1,left,G. Bitadze cutting finger roll Layup (2 PTS) (C. LeVert 3 AST),"[1629048, 1627747]",1610612754.0,IND,cutting finger roll,,,Bitadze,G. Bitadze,,,,,1.07,Made,2.0,C. LeVert,1627747.0,3.0,,,,,,,,,,,,,,,
262,PT04M52.00S,2021-11-06T02:53:59.6Z,2,REGULAR,3pt,Jump Shot,[],1626181,91.5407358738502,2.941176470588235,1610612757,50,37,2021-11-06T02:54:03Z,2500000,-235.0,27.0,1,right,N. Powell 3PT  (10 PTS) (D. Lillard 5 AST),"[1626181, 203081]",1610612757.0,POR,,,,Powell,N. Powell,,,,,23.68,Made,10.0,D. Lillard,203081.0,5.0,,,,,,,,,,,,,,,
264,PT04M40.00S,2021-11-06T02:54:11.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1627747,9.674770039421814,39.46078431372549,1610612754,50,39,2021-11-06T02:54:15Z,2520000,53.0,38.0,1,left,C. LeVert 6' driving floating bank Jump Shot (2 PTS),[1627747],1610612754.0,IND,driving floating bank,,,LeVert,C. LeVert,,,,,6.52,Made,2.0,,,,,,,,,,,,,,,,,,
265,PT04M22.00S,2021-11-06T02:54:29.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203468,94.30026281208936,50.98039215686274,1610612757,52,39,2021-11-06T02:54:33Z,2530000,5.0,1.0,1,right,C. McCollum driving Layup (17 PTS),[203468],1610612757.0,POR,driving,,,McCollum,C. McCollum,,,,,0.5,Made,17.0,,,,,,,,,,,,,,,,,,
266,PT04M11.00S,2021-11-06T02:54:40.7Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203200,8.360709592641262,57.35294117647059,1610612754,52,39,2021-11-06T02:55:30Z,2540000,-37.0,26.0,1,left,MISS J. Holiday driving floating Shot - blocked,"[203200, 1626204]",1610612754.0,IND,driving floating,,,Holiday,J. Holiday,,,,,4.51,Missed,,,,,,,,,,,,Nance Jr.,1626204.0,,,,,,
267,PT04M11.00S,2021-11-06T02:54:40.7Z,2,REGULAR,block,,[],1626204,,,1610612754,52,39,2021-11-06T02:55:30Z,2550000,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT04M07.00S,2021-11-06T02:54:44.7Z,2,REGULAR,rebound,defensive,[],203081,,,1610612757,52,39,2021-11-06T02:55:30Z,2560000,,,0,,D. Lillard REBOUND (Off:0 Def:3),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,266.0,3.0,3.0,0.0,,,,,,,,
269,PT04M06.00S,2021-11-06T02:54:49.3Z,2,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1626181,86.5473061760841,51.9607843137255,1610612757,54,39,2021-11-06T02:57:11Z,2570000,10.0,74.0,1,right,N. Powell 7' turnaround fadeaway Jump Shot (12 PTS),[1626181],1610612757.0,POR,turnaround fadeaway,,,Powell,N. Powell,,,,,7.46,Made,12.0,,,,,,,,,,,,,,,,,,
270,PT04M06.00S,2021-11-06T02:54:54.6Z,2,REGULAR,foul,personal,"['inpenalty', '1freethrow']",1629048,,,1610612757,54,39,2021-11-06T02:55:15Z,2580000,,,0,,G. Bitadze shooting personal FOUL (1 PF) (Powell 1 FT),"[1629048, 1626181]",1610612754.0,IND,shooting,,,Bitadze,G. Bitadze,,,,,,,,,,,,,,,,,,,,1146.0,1.0,0.0,Powell,1626181.0,
272,PT04M06.00S,2021-11-06T02:55:08.2Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,54,39,2021-11-06T02:55:13Z,2600000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
273,PT04M06.00S,2021-11-06T02:55:08.2Z,2,REGULAR,substitution,in,[],203994,,,1610612757,54,39,2021-11-06T02:55:13Z,2610000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
274,PT04M06.00S,2021-11-06T02:55:31.7Z,2,REGULAR,freethrow,1 of 1,['fastbreak'],1626181,,,1610612757,55,39,2021-11-06T02:55:31Z,2620000,,,0,,N. Powell Free Throw 1 of 1 (13 PTS),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,Made,13.0,,,,,,,,,,,,,,,,,,
275,PT03M51.00S,2021-11-06T02:55:47.8Z,2,REGULAR,2pt,Jump Shot,[],1627747,17.95335085413929,86.27450980392157,1610612754,55,41,2021-11-06T02:55:55Z,2630000,-181.0,116.0,1,left,C. LeVert 21' step back Jump Shot (4 PTS),[1627747],1610612754.0,IND,step back,,,LeVert,C. LeVert,,,,,21.55,Made,4.0,,,,,,,,,,,,,,,,,,
276,PT03M37.00S,2021-11-06T02:56:02.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203994,94.21813403416557,51.73866421568627,1610612757,57,41,2021-11-06T02:56:09Z,2640000,9.0,2.0,1,right,J. Nurkic Layup (4 PTS) (D. Lillard 6 AST),"[203994, 203081]",1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,0.89,Made,4.0,D. Lillard,203081.0,6.0,,,,,,,,,,,,,,,
278,PT03M20.00S,2021-11-06T02:56:19.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,8.229303547963205,36.76470588235294,1610612754,57,43,2021-11-06T02:56:22Z,2660000,66.0,25.0,1,left,T. McConnell 7' Jump Shot (7 PTS) (D. Sabonis 2 AST),"[204456, 1627734]",1610612754.0,IND,,,,McConnell,T. McConnell,,,,,7.07,Made,7.0,D. Sabonis,1627734.0,2.0,,,,,,,,,,,,,,,
280,PT03M09.00S,2021-11-06T02:56:30.2Z,2,REGULAR,2pt,Jump Shot,[],203468,81.94809461235218,74.75490196078431,1610612757,59,43,2021-11-06T02:56:41Z,2680000,124.0,117.0,1,right,C. McCollum 17' pullup Jump Shot (19 PTS),[203468],1610612757.0,POR,pullup,,,McCollum,C. McCollum,,,,,17.05,Made,19.0,,,,,,,,,,,,,,,,,,
281,PT02M48.00S,2021-11-06T02:56:51.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627747,6.389618922470433,55.88235294117647,1610612754,59,43,2021-11-06T02:56:55Z,2690000,-29.0,8.0,1,left,MISS C. LeVert Layup,[1627747],1610612754.0,IND,,,,LeVert,C. LeVert,,,,,3.04,Missed,,,,,,,,,,,,,,,,,,,
