actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,value
192,PT11M26.00S,2021-12-15T03:40:18.6Z,2,REGULAR,3pt,Jump Shot,[],1626181,32.933639947437584,48.529411764705884,1610612757,23,32,2021-12-15T03:40:22Z,1840000,7.0,257.0,1,left,MISS N. Powell 25' pullup 3PT,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,,,,25.72,Missed,,,,,,,,,,,,,,,,
193,PT11M24.00S,2021-12-15T03:40:20.6Z,2,REGULAR,rebound,defensive,[],1629013,,,1610612756,23,32,2021-12-15T03:40:22Z,1850000,,,0,,L. Shamet REBOUND (Off:0 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,192.0,1.0,1.0,0.0,,,,,,,,,,,,
194,PT11M18.00S,2021-12-15T03:40:28.4Z,2,REGULAR,turnover,out-of-bounds,[],1629013,,,1610612756,23,32,2021-12-15T03:40:39Z,1860000,,,0,,L. Shamet bad pass out-of-bounds TURNOVER (1 TO),[1629013],1610612756.0,PHX,bad pass,,,Shamet,L. Shamet,,,,,1.0,,,,,,,,,,,,,2005.0,,,,,,,
195,PT11M04.00S,2021-12-15T03:40:47.7Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203463,6.258212877792378,47.05882352941176,1610612757,23,32,2021-12-15T03:40:51Z,1870000,15.0,6.0,1,left,MISS B. McLemore cutting Layup,[203463],1610612757.0,POR,cutting,,,McLemore,B. McLemore,,,,,,,,1.6,Missed,,,,,,,,,,,,,,,,
196,PT11M02.00S,2021-12-15T03:40:49.7Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,23,32,2021-12-15T03:40:51Z,1880000,,,0,,C. Johnson REBOUND (Off:0 Def:2),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,195.0,2.0,2.0,0.0,,,,,,,,,,,,
197,PT10M52.00S,2021-12-15T03:40:59.8Z,2,REGULAR,3pt,Jump Shot,[],1629661,73.01248357424441,81.61764705882352,1610612756,23,32,2021-12-15T03:41:06Z,1890000,158.0,201.0,1,right,MISS C. Johnson 25' 3PT,[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,25.59,Missed,,,,,,,,,,,,,,,,
198,PT10M50.00S,2021-12-15T03:41:01.8Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612756,23,32,2021-12-15T03:41:06Z,1900000,,,0,,TEAM offensive REBOUND,[],1610612756.0,PHX,,,,,,,,,,,,,,,197.0,,,,,,,,,,,,,,,
199,PT10M50.00S,2021-12-15T03:41:05.4Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,23,32,2021-12-15T03:41:05Z,1910000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT10M50.00S,2021-12-15T03:41:15.5Z,2,REGULAR,substitution,out,[],203463,,,1610612756,23,32,2021-12-15T03:41:20Z,1920000,,,0,,SUB out: B. McLemore,[203463],1610612757.0,POR,,,,McLemore,B. McLemore,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT10M50.00S,2021-12-15T03:41:15.5Z,2,REGULAR,substitution,in,[],1629642,,,1610612756,23,32,2021-12-15T03:41:20Z,1930000,,,0,,SUB in: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT10M42.00S,2021-12-15T03:41:35.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1626166,93.11760840998686,58.82352941176471,1610612756,23,32,2021-12-15T03:41:39Z,1940000,44.0,12.0,1,right,MISS C. Payne driving floating bank Shot,[1626166],1610612756.0,PHX,driving floating bank,,,Payne,C. Payne,,,,,,,,4.58,Missed,,,,,,,,,,,,,,,,
203,PT10M41.00S,2021-12-15T03:41:36.4Z,2,REGULAR,rebound,offensive,[],201580,,,1610612756,23,32,2021-12-15T03:41:39Z,1950000,,,0,,J. McGee REBOUND (Off:1 Def:3),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,202.0,4.0,3.0,1.0,,,,,,,,,,,,
204,PT10M40.00S,2021-12-15T03:41:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201580,93.24901445466492,48.529411764705884,1610612756,23,34,2021-12-15T03:41:44Z,1960000,-7.0,11.0,1,right,J. McGee putback Layup (4 PTS),[201580],1610612756.0,PHX,putback,,,McGee,J. McGee,,,,,,,,1.33,Made,,,,,4.0,,,,,,,,,,,
205,PT10M22.00S,2021-12-15T03:41:55.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626204,19.398817345597898,49.754901960784316,1610612757,23,34,2021-12-15T03:41:59Z,1970000,1.0,130.0,1,left,MISS L. Nance Jr. 12' floating Shot,[1626204],1610612757.0,POR,floating,,,Nance Jr.,L. Nance Jr.,,,,,,,,12.98,Missed,,,,,,,,,,,,,,,,
206,PT10M20.00S,2021-12-15T03:41:57.0Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,23,34,2021-12-15T03:41:59Z,1980000,,,0,,J. McGee REBOUND (Off:1 Def:4),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,205.0,5.0,4.0,1.0,,,,,,,,,,,,
207,PT10M10.00S,2021-12-15T03:42:10.1Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612756,23,34,2021-12-15T03:42:10Z,1990000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M58.00S,2021-12-15T03:42:35.8Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,88.12417871222075,38.72549019607843,1610612756,23,34,2021-12-15T03:42:41Z,2000000,-56.0,59.0,1,right,MISS C. Payne 8' driving floating bank Shot,[1626166],1610612756.0,PHX,driving floating bank,,,Payne,C. Payne,,,,,,,,8.17,Missed,,,,,,,,,,,,,,,,
209,PT09M55.00S,2021-12-15T03:42:38.8Z,2,REGULAR,rebound,offensive,[],1629013,,,1610612756,23,34,2021-12-15T03:42:41Z,2010000,,,0,,L. Shamet REBOUND (Off:1 Def:1),[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,208.0,2.0,1.0,1.0,,,,,,,,,,,,
210,PT09M47.00S,2021-12-15T03:42:46.7Z,2,REGULAR,2pt,Jump Shot,['2ndchance'],1629661,87.46714848883047,85.7843137254902,1610612756,23,34,2021-12-15T03:42:51Z,2020000,179.0,65.0,1,right,MISS C. Johnson 19' pullup Shot,[1629661],1610612756.0,PHX,pullup,,,Johnson,C. Johnson,,,,,,,,19.04,Missed,,,,,,,,,,,,,,,,
211,PT09M44.00S,2021-12-15T03:42:49.7Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,23,34,2021-12-15T03:42:51Z,2030000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,210.0,3.0,3.0,0.0,,,,,,,,,,,,
212,PT09M40.00S,2021-12-15T03:42:57.5Z,2,REGULAR,foul,personal,[],1629013,,,1610612757,23,34,2021-12-15T03:48:16Z,2040000,,,0,,L. Shamet personal FOUL (1 PF),"[1629013, 1626181]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,1627962.0,1.0,0.0,Powell,1626181.0,,,
214,PT09M34.00S,2021-12-15T03:43:26.2Z,2,REGULAR,foul,personal,[],1629013,,,1610612757,23,34,2021-12-15T03:45:40Z,2060000,,,0,,L. Shamet personal FOUL (2 PF),"[1629013, 203503]",1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,2005.0,2.0,0.0,Snell,203503.0,,,
216,PT09M26.00S,2021-12-15T03:43:54.5Z,2,REGULAR,2pt,Jump Shot,[],1626181,25.18068331143233,49.50980392156863,1610612757,23,34,2021-12-15T03:43:59Z,2080000,2.0,184.0,1,left,MISS N. Powell 18' pullup Shot,[1626181],1610612757.0,POR,pullup,,,Powell,N. Powell,,,,,,,,18.42,Missed,,,,,,,,,,,,,,,,
217,PT09M23.00S,2021-12-15T03:43:57.5Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,23,34,2021-12-15T03:43:59Z,2090000,,,0,,J. McGee REBOUND (Off:1 Def:5),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,216.0,6.0,5.0,1.0,,,,,,,,,,,,
218,PT09M16.00S,2021-12-15T03:44:04.7Z,2,REGULAR,3pt,Jump Shot,[],1629013,77.4802890932983,87.25490196078431,1610612756,23,34,2021-12-15T03:44:12Z,2100000,186.0,159.0,1,right,MISS L. Shamet 24' 3PT,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,24.51,Missed,,,,,,,,,,,,,,,,
219,PT09M14.00S,2021-12-15T03:44:06.7Z,2,REGULAR,rebound,defensive,[],1629642,,,1610612757,23,34,2021-12-15T03:44:12Z,2110000,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,218.0,2.0,2.0,0.0,,,,,,,,,,,,
220,PT09M03.00S,2021-12-15T03:44:17.4Z,2,REGULAR,3pt,Jump Shot,[],1629014,19.267411300919843,92.15686274509804,1610612757,23,34,2021-12-15T03:44:21Z,2120000,-211.0,129.0,1,left,MISS A. Simons 24' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,24.69,Missed,,,,,,,,,,,,,,,,
221,PT09M00.00S,2021-12-15T03:44:20.4Z,2,REGULAR,rebound,defensive,[],201580,,,1610612756,23,34,2021-12-15T03:44:21Z,2130000,,,0,,J. McGee REBOUND (Off:1 Def:6),[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,220.0,7.0,6.0,1.0,,,,,,,,,,,,
222,PT08M55.00S,2021-12-15T03:44:25.7Z,2,REGULAR,turnover,lost ball,[],203901,,,1610612756,23,34,2021-12-15T03:44:31Z,2140000,,,0,,E. Payton lost ball TURNOVER (1 TO),"[203901, 1626181]",1610612756.0,PHX,,,,Payton,E. Payton,,,,,1.0,Powell,1626181.0,,,,,,,,,,,,,,,,,,
223,PT08M55.00S,2021-12-15T03:44:25.7Z,2,REGULAR,steal,,[],1626181,,,1610612757,23,34,2021-12-15T03:44:28Z,2150000,,,0,,N. Powell STEAL (1 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M52.00S,2021-12-15T03:44:30.8Z,2,REGULAR,foul,personal,['2freethrow'],201580,,,1610612757,23,34,2021-12-15T03:44:51Z,2160000,,,0,,J. McGee shooting personal FOUL (3 PF) (Little 2 FT),"[201580, 1629642]",1610612756.0,PHX,shooting,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,1627962.0,3.0,0.0,Little,1629642.0,,,
226,PT08M52.00S,2021-12-15T03:45:01.1Z,2,REGULAR,freethrow,1 of 2,"['fromturnover', 'fastbreak']",1629642,,,1610612757,23,34,2021-12-15T03:45:01Z,2180000,,,0,,MISS N. Little Free Throw 1 of 2,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,Missed,,,,,,,,,,,,,,,,
227,PT08M52.00S,2021-12-15T03:45:01.1Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612757,23,34,2021-12-15T03:45:01Z,2190000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,,,,226.0,,,,,,,,,,,,,,,
228,PT08M52.00S,2021-12-15T03:45:01.6Z,2,REGULAR,substitution,out,[],1629014,,,1610612757,23,34,2021-12-15T03:45:13Z,2200000,,,0,,SUB out: A. Simons,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M52.00S,2021-12-15T03:45:01.6Z,2,REGULAR,substitution,out,[],203503,,,1610612757,23,34,2021-12-15T03:45:13Z,2210000,,,0,,SUB out: T. Snell,[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,,,,,,,,,,,,,,,,,,,
230,PT08M52.00S,2021-12-15T03:45:01.6Z,2,REGULAR,substitution,out,[],201580,,,1610612757,23,34,2021-12-15T03:45:13Z,2220000,,,0,,SUB out: J. McGee,[201580],1610612756.0,PHX,,,,McGee,J. McGee,,,,,,,,,,,,,,,,,,,,,,,,,
231,PT08M52.00S,2021-12-15T03:45:01.6Z,2,REGULAR,substitution,out,[],1629013,,,1610612757,23,34,2021-12-15T03:45:13Z,2230000,,,0,,SUB out: L. Shamet,[1629013],1610612756.0,PHX,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,
232,PT08M52.00S,2021-12-15T03:45:01.6Z,2,REGULAR,substitution,in,[],203994,,,1610612757,23,34,2021-12-15T03:45:13Z,2240000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT08M52.00S,2021-12-15T03:45:01.6Z,2,REGULAR,substitution,in,[],203081,,,1610612757,23,34,2021-12-15T03:45:13Z,2250000,,,0,,SUB in: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT08M52.00S,2021-12-15T03:45:01.6Z,2,REGULAR,substitution,in,[],1629028,,,1610612757,23,34,2021-12-15T03:45:13Z,2260000,,,0,,SUB in: D. Ayton,[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT08M52.00S,2021-12-15T03:45:01.6Z,2,REGULAR,substitution,in,[],1628969,,,1610612757,23,34,2021-12-15T03:45:13Z,2270000,,,0,,SUB in: M. Bridges,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT08M52.00S,2021-12-15T03:45:27.9Z,2,REGULAR,freethrow,2 of 2,"['fastbreak', 'fromturnover']",1629642,,,1610612757,24,34,2021-12-15T03:45:27Z,2280000,,,0,,N. Little Free Throw 2 of 2 (1 PTS),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,Made,,,,,1.0,,,,,,,,,,,
237,PT08M38.00S,2021-12-15T03:45:43.0Z,2,REGULAR,2pt,Jump Shot,[],1628969,79.58278580814718,58.333333333333336,1610612756,24,36,2021-12-15T03:47:41Z,2290000,42.0,139.0,1,right,M. Bridges 14' pullup Jump Shot (2 PTS),[1628969],1610612756.0,PHX,pullup,,,Bridges,M. Bridges,,,,,,,,14.55,Made,,,,,2.0,,,,,,,,,,,
238,PT08M27.00S,2021-12-15T03:46:01.6Z,2,REGULAR,violation,kicked ball,[],1628969,,,1610612757,24,36,2021-12-15T03:46:23Z,2300000,,,0,,M. Bridges kicked ball VIOLATION,[1628969],1610612756.0,PHX,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,2005.0,,,,,,,
239,PT08M12.00S,2021-12-15T03:46:30.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,8.360709592641262,45.588235294117645,1610612757,24,36,2021-12-15T03:46:36Z,2310000,22.0,26.0,1,left,MISS D. Lillard driving Layup,[203081],1610612757.0,POR,driving,,,Lillard,D. Lillard,,,,,,,,3.42,Missed,,,,,,,,,,,,,,,,
240,PT08M09.00S,2021-12-15T03:46:33.3Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612757,24,36,2021-12-15T03:54:01Z,2320000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,239.0,4.0,3.0,1.0,,,,,,,,,,,,
241,PT08M09.00S,2021-12-15T03:46:32.9Z,2,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",1626204,5.590000152587891,50.0,1610612757,24,36,2021-12-15T03:54:08Z,2330000,0.0,0.0,1,left,MISS L. Nance Jr. tip Layup,[1626204],1610612757.0,POR,tip,,,Nance Jr.,L. Nance Jr.,,,,,,,,0.0,Missed,,,,,,,,,,,,,,,,
242,PT08M09.00S,2021-12-15T03:46:32.9Z,2,REGULAR,rebound,offensive,[],1626204,,,1610612757,24,36,2021-12-15T03:54:08Z,2340000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,241.0,5.0,3.0,2.0,,,,,,,,,,,,
243,PT08M07.00S,2021-12-15T03:46:34.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626204,7.703679369250986,51.71568627450981,1610612757,24,36,2021-12-15T03:46:41Z,2350000,-9.0,20.0,1,left,MISS L. Nance Jr. putback Layup,[1626204],1610612757.0,POR,putback,,,Nance Jr.,L. Nance Jr.,,,,,,,,2.17,Missed,,,,,,,,,,,,,,,,
244,PT08M07.00S,2021-12-15T03:46:34.6Z,2,REGULAR,rebound,defensive,[],1629028,,,1610612756,24,36,2021-12-15T03:46:41Z,2360000,,,0,,D. Ayton REBOUND (Off:1 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,243.0,2.0,1.0,1.0,,,,,,,,,,,,
245,PT08M00.00S,2021-12-15T03:46:42.8Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626166,94.95729303547962,51.71568627450981,1610612756,24,36,2021-12-15T03:46:51Z,2370000,9.0,-5.0,1,right,MISS C. Payne Layup,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,1.0,Missed,,,,,,,,,,,,,,,,
246,PT07M57.00S,2021-12-15T03:46:45.8Z,2,REGULAR,rebound,defensive,[],1626204,,,1610612757,24,36,2021-12-15T03:46:51Z,2380000,,,0,,L. Nance Jr. REBOUND (Off:2 Def:4),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,245.0,6.0,4.0,2.0,,,,,,,,,,,,
247,PT07M52.00S,2021-12-15T03:46:50.1Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",203081,5.863994743758213,52.94117647058824,1610612757,26,36,2021-12-15T03:47:00Z,2390000,-15.0,3.0,1,left,D. Lillard running Layup (8 PTS) (L. Nance Jr. 2 AST),"[203081, 1626204]",1610612757.0,POR,running,,,Lillard,D. Lillard,,,,,,,,1.49,Made,,,,,8.0,L. Nance Jr.,1626204.0,2.0,,,,,,,,
249,PT07M27.00S,2021-12-15T03:47:15.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626166,89.17542706964521,36.029411764705884,1610612756,26,38,2021-12-15T03:47:19Z,2410000,-70.0,49.0,1,right,C. Payne 8' driving floating bank Jump Shot (6 PTS),[1626166],1610612756.0,PHX,driving floating bank,,,Payne,C. Payne,,,,,,,,8.55,Made,,,,,6.0,,,,,,,,,,,
250,PT07M17.00S,2021-12-15T03:47:29.7Z,2,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,26,38,2021-12-15T03:47:29Z,2420000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,PT07M17.00S,2021-12-15T03:47:32.2Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,26,38,2021-12-15T03:47:35Z,2430000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
252,PT07M17.00S,2021-12-15T03:47:32.2Z,2,REGULAR,substitution,in,[],203496,,,1610612757,26,38,2021-12-15T03:47:35Z,2440000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
253,PT07M06.00S,2021-12-15T03:48:04.3Z,2,REGULAR,foul,personal,[],1629028,,,1610612757,26,38,2021-12-15T03:48:10Z,2450000,,,0,,D. Ayton personal FOUL (2 PF),"[1629028, 203994]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,,,,,,,,,2005.0,2.0,1.0,Nurkic,203994.0,,,
255,PT06M53.00S,2021-12-15T03:48:33.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203081,5.995400788436268,52.20588235294118,1610612757,28,38,2021-12-15T03:48:39Z,2470000,-11.0,4.0,1,left,D. Lillard driving reverse Layup (10 PTS),[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,,,,1.17,Made,,,,,10.0,,,,,,,,,,,
256,PT06M37.00S,2021-12-15T03:48:48.3Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1629028,92.06636005256242,62.5,1610612756,28,40,2021-12-15T03:48:54Z,2480000,62.0,22.0,1,right,D. Ayton 6' turnaround Hook (11 PTS) (E. Payton 2 AST),"[1629028, 203901]",1610612756.0,PHX,turnaround,,,Ayton,D. Ayton,,,,,,,,6.63,Made,,,,,11.0,E. Payton,203901.0,2.0,,,,,,,,
258,PT06M27.00S,2021-12-15T03:48:58.7Z,2,REGULAR,3pt,Jump Shot,[],203081,31.61957950065703,67.40196078431373,1610612757,28,40,2021-12-15T03:49:04Z,2500000,-87.0,245.0,1,left,MISS D. Lillard 25' pullup 3PT,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,,,,25.97,Missed,,,,,,,,,,,,,,,,
259,PT06M24.00S,2021-12-15T03:49:01.6Z,2,REGULAR,rebound,offensive,[],1629642,,,1610612757,28,40,2021-12-15T03:49:01Z,2510000,,,0,,N. Little REBOUND (Off:1 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,258.0,3.0,2.0,1.0,,,,,,,,,,,,
260,PT06M23.00S,2021-12-15T03:49:02.7Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626181,21.76412614980289,88.72549019607843,1610612757,28,40,2021-12-15T03:49:06Z,2520000,-194.0,152.0,1,left,MISS N. Powell 24' 3PT,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,24.62,Missed,,,,,,,,,,,,,,,,
261,PT06M21.00S,2021-12-15T03:49:04.7Z,2,REGULAR,rebound,defensive,[],1629661,,,1610612756,28,40,2021-12-15T03:49:06Z,2530000,,,0,,C. Johnson REBOUND (Off:0 Def:3),[1629661],1610612756.0,PHX,,,,Johnson,C. Johnson,,,,,,,,,,260.0,3.0,3.0,0.0,,,,,,,,,,,,
262,PT06M18.00S,2021-12-15T03:49:13.2Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612756,28,40,2021-12-15T03:49:13Z,2540000,,,0,,PHX Timeout,[],1610612756.0,PHX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
263,PT06M18.00S,2021-12-15T03:51:28.2Z,2,REGULAR,substitution,out,[],203901,,,1610612756,28,40,2021-12-15T03:52:19Z,2550000,,,0,,SUB out: E. Payton,[203901],1610612756.0,PHX,,,,Payton,E. Payton,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT06M18.00S,2021-12-15T03:51:28.2Z,2,REGULAR,substitution,out,[],1626166,,,1610612756,28,40,2021-12-15T03:52:19Z,2560000,,,0,,SUB out: C. Payne,[1626166],1610612756.0,PHX,,,,Payne,C. Payne,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT06M18.00S,2021-12-15T03:51:28.2Z,2,REGULAR,substitution,in,[],101108,,,1610612756,28,40,2021-12-15T03:52:19Z,2570000,,,0,,SUB in: C. Paul,[101108],1610612756.0,PHX,,,,Paul,C. Paul,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT06M18.00S,2021-12-15T03:51:28.2Z,2,REGULAR,substitution,in,[],203109,,,1610612756,28,40,2021-12-15T03:52:19Z,2580000,,,0,,SUB in: J. Crowder,[203109],1610612756.0,PHX,,,,Crowder,J. Crowder,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT06M02.00S,2021-12-15T03:52:54.6Z,2,REGULAR,turnover,bad pass,[],101108,,,1610612756,28,40,2021-12-15T03:53:03Z,2590000,,,0,,C. Paul bad pass TURNOVER (2 TO),"[101108, 1626181]",1610612756.0,PHX,,,,Paul,C. Paul,,,,,2.0,Powell,1626181.0,,,,,,,,,,,,,,,,,,
268,PT06M02.00S,2021-12-15T03:52:54.6Z,2,REGULAR,steal,,[],1626181,,,1610612757,28,40,2021-12-15T03:52:56Z,2600000,,,0,,N. Powell STEAL (2 STL),[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M59.00S,2021-12-15T03:52:57.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1626181,6.1268068331143235,51.225490196078425,1610612757,30,40,2021-12-15T03:55:35Z,2610000,-6.0,5.0,1,left,N. Powell running DUNK (7 PTS),[1626181],1610612757.0,POR,running,,,Powell,N. Powell,,,,,,,,0.8,Made,,,,,7.0,,,,,,,,,,,
270,PT05M47.00S,2021-12-15T03:53:09.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629028,93.51182654402102,53.67647058823529,1610612756,30,40,2021-12-15T03:53:17Z,2620000,18.0,8.0,1,right,MISS D. Ayton Layup - blocked,"[1629028, 203496]",1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,2.03,Missed,,,,,,,,,,,,,,Covington,203496.0,
271,PT05M47.00S,2021-12-15T03:53:09.6Z,2,REGULAR,block,,[],203496,,,1610612756,30,40,2021-12-15T03:53:11Z,2630000,,,0,,R. Covington BLOCK (1 BLK),[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M47.00S,2021-12-15T03:53:09.6Z,2,REGULAR,rebound,offensive,[],1629028,,,1610612756,30,40,2021-12-15T03:53:17Z,2640000,,,0,,D. Ayton REBOUND (Off:2 Def:1),[1629028],1610612756.0,PHX,,,,Ayton,D. Ayton,,,,,,,,,,270.0,3.0,1.0,2.0,,,,,,,,,,,,
273,PT05M45.00S,2021-12-15T03:53:14.0Z,2,REGULAR,turnover,out-of-bounds,[],1629028,,,1610612756,30,40,2021-12-15T03:53:23Z,2650000,,,0,,D. Ayton lost ball out-of-bounds TURNOVER (3 TO),[1629028],1610612756.0,PHX,lost ball,,,Ayton,D. Ayton,,,,,3.0,,,,,,,,,,,,,2005.0,,,,,,,
274,PT05M31.00S,2021-12-15T03:53:32.1Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1629642,23.866622864651774,12.5,1610612757,30,40,2021-12-15T03:53:35Z,2660000,188.0,172.0,1,left,MISS N. Little 25' 3PT,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,25.43,Missed,,,,,,,,,,,,,,,,
