actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,value
2,PT12M00.00S,2021-12-30T03:11:46.9Z,1,REGULAR,period,start,[],0,,,0,0,0,2021-12-30T03:11:46Z,20000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2021-12-30T03:11:49.3Z,1,REGULAR,jumpball,recovered,[],1626220,,,1610612762,0,0,2021-12-30T03:11:49Z,40000,,,0,,Jump Ball R. Gobert vs. L. Nance Jr.: Tip to R. O'Neale,"[1626220, 203497, 1626204]",1610612762.0,UTA,startperiod,R. O'Neale,1626220.0,O'Neale,R. O'Neale,Gobert,203497.0,Nance Jr.,1626204.0,,,,,,,,,,,,,,,,,,,,,
7,PT11M43.00S,2021-12-30T03:12:02.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203497,92.85479632063075,44.6078431372549,1610612762,0,0,2021-12-30T03:12:09Z,70000,-27.0,15.0,1,right,MISS R. Gobert Layup,[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,3.07,Missed,,,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2021-12-30T03:12:03.4Z,1,REGULAR,rebound,defensive,[],203503,,,1610612757,0,0,2021-12-30T03:12:09Z,80000,,,0,,T. Snell REBOUND (Off:0 Def:1),[203503],1610612757.0,POR,,,,Snell,T. Snell,,,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
9,PT11M30.00S,2021-12-30T03:12:15.5Z,1,REGULAR,2pt,Jump Shot,[],203081,21.50131406044678,77.45098039215686,1610612757,0,0,2021-12-30T03:12:19Z,90000,-137.0,150.0,1,left,MISS D. Lillard 20' pullup Shot,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,20.31,Missed,,,,,,,,,,,,,,,,,,,
10,PT11M28.00S,2021-12-30T03:12:17.5Z,1,REGULAR,rebound,defensive,[],202711,,,1610612762,0,0,2021-12-30T03:12:19Z,100000,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],1610612762.0,UTA,,,,Bogdanovic,B. Bogdanovic,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
11,PT11M20.00S,2021-12-30T03:12:25.7Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203497,94.69448094612353,50.245098039215684,1610612762,0,2,2021-12-30T03:12:29Z,110000,1.0,-3.0,1,right,R. Gobert cutting DUNK (2 PTS) (J. Ingles 1 AST),"[203497, 204060]",1610612762.0,UTA,cutting,,,Gobert,R. Gobert,,,,,0.29,Made,,,,,2.0,J. Ingles,204060.0,1.0,,,,,,,,,,,
13,PT11M02.00S,2021-12-30T03:12:44.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626204,4.812746386333772,53.431372549019606,1610612757,0,2,2021-12-30T03:12:47Z,130000,-17.0,-7.0,1,left,MISS L. Nance Jr. driving Layup - blocked,"[1626204, 203497]",1610612757.0,POR,driving,,,Nance Jr.,L. Nance Jr.,,,,,1.87,Missed,,,,,,,,,Gobert,203497.0,,,,,,,,,
17,PT11M02.00S,2021-12-30T03:12:44.0Z,1,REGULAR,block,,[],203497,,,1610612757,0,2,2021-12-30T03:13:01Z,135000,,,0,,R. Gobert BLOCK (1 BLK),[203497],1610612762.0,UTA,,,,Gobert,R. Gobert,,,,,,,,,,,,,,,,,,,,,,,,,
14,PT10M59.00S,2021-12-30T03:12:47.0Z,1,REGULAR,rebound,offensive,[],1626204,,,1610612757,0,2,2021-12-30T03:13:01Z,140000,,,0,,L. Nance Jr. REBOUND (Off:1 Def:0),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,13.0,1.0,0.0,1.0,,,,,,,,,,,,,,,
