actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,blockPlayerName,blockPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,value
90,PT04M17.00S,2021-10-30T02:27:20.6Z,1,REGULAR,foul,personal,['2freethrow'],203469,,,1610612746,13,20,2021-10-30T02:27:34Z,900000,,,0,,C. Zeller shooting personal FOUL (1 PF) (Zubac 2 FT),"[203469, 1627826]",1610612757.0,POR,shooting,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Zubac,1627826.0,
93,PT04M17.00S,2021-10-30T02:27:45.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1627826,,,1610612746,13,21,2021-10-30T02:28:08Z,920000,,,0,,I. Zubac Free Throw 1 of 2 (3 PTS),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
94,PT04M17.00S,2021-10-30T02:27:47.8Z,1,REGULAR,substitution,out,[],203496,,,1610612746,13,21,2021-10-30T02:28:02Z,930000,,,0,,SUB out: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT04M17.00S,2021-10-30T02:27:47.8Z,1,REGULAR,substitution,out,[],201587,,,1610612746,13,21,2021-10-30T02:28:02Z,940000,,,0,,SUB out: N. Batum,[201587],1610612746.0,LAC,,,,Batum,N. Batum,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT04M17.00S,2021-10-30T02:27:47.8Z,1,REGULAR,substitution,in,[],1626204,,,1610612746,13,21,2021-10-30T02:28:02Z,950000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
97,PT04M17.00S,2021-10-30T02:27:47.8Z,1,REGULAR,substitution,in,[],1629611,,,1610612746,13,21,2021-10-30T02:28:02Z,960000,,,0,,SUB in: T. Mann,[1629611],1610612746.0,LAC,,,,Mann,T. Mann,,,,,,,,,,,,,,,,,,,,,,,,,
98,PT04M17.00S,2021-10-30T02:27:45.8Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1627826,,,1610612746,13,21,2021-10-30T02:28:08Z,970000,,,0,,MISS I. Zubac Free Throw 2 of 2,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,Missed,,,,,,,,,,,,,,,,,,,
99,PT04M15.00S,2021-10-30T02:27:47.8Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,13,21,2021-10-30T02:28:08Z,980000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:1),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,98.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
100,PT04M07.00S,2021-10-30T02:28:15.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203469,8.623521681997373,50.98039215686274,1610612757,13,21,2021-10-30T02:28:24Z,990000,-5.0,29.0,1,left,MISS C. Zeller driving Layup - blocked,"[203469, 1627826]",1610612757.0,POR,driving,,,Zeller,C. Zeller,,,,,2.9,Missed,,,,,,Zubac,1627826.0,,,,,,,,,,,,
101,PT04M07.00S,2021-10-30T02:28:15.1Z,1,REGULAR,block,,[],1627826,,,1610612757,13,21,2021-10-30T02:28:17Z,1000000,,,0,,I. Zubac BLOCK (1 BLK),[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
102,PT04M04.00S,2021-10-30T02:28:18.1Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,13,21,2021-10-30T02:28:24Z,1010000,,,0,,L. Kennard REBOUND (Off:0 Def:2),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,100.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
103,PT03M56.00S,2021-10-30T02:28:26.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627826,92.72339027595268,48.03921568627451,1610612746,13,21,2021-10-30T02:28:30Z,1020000,-10.0,16.0,1,right,MISS I. Zubac Layup,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,1.87,Missed,,,,,,,,,,,,,,,,,,,
105,PT03M54.00S,2021-10-30T02:28:28.0Z,1,REGULAR,rebound,defensive,[],203081,,,1610612757,13,21,2021-10-30T02:28:30Z,1040000,,,0,,D. Lillard REBOUND (Off:0 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,103.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
106,PT03M44.00S,2021-10-30T02:28:38.8Z,1,REGULAR,3pt,Jump Shot,[],203081,31.882391590013142,74.50980392156863,1610612757,16,21,2021-10-30T02:28:43Z,1050000,-123.0,247.0,1,left,D. Lillard 27' 3PT pullup (5 PTS) (C. Zeller 1 AST),"[203081, 203469]",1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,27.59,Made,,,,,5.0,,,C. Zeller,203469.0,1.0,,,,,,,,,
108,PT03M20.00S,2021-10-30T02:29:01.7Z,1,REGULAR,3pt,Jump Shot,[],202339,65.91655716162943,37.99019607843137,1610612746,16,21,2021-10-30T02:29:12Z,1070000,-60.0,268.0,1,right,MISS E. Bledsoe 27' 3PT,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,27.45,Missed,,,,,,,,,,,,,,,,,,,
109,PT03M16.00S,2021-10-30T02:29:05.7Z,1,REGULAR,rebound,defensive,[],1629642,,,1610612757,16,21,2021-10-30T02:29:12Z,1080000,,,0,,N. Little REBOUND (Off:0 Def:2),[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,108.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
110,PT03M08.00S,2021-10-30T02:29:13.7Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,10.726018396846255,40.44117647058824,1610612757,18,21,2021-10-30T02:29:23Z,1090000,48.0,48.0,1,left,L. Nance Jr. 6' Hook (2 PTS) (D. Lillard 2 AST),"[1626204, 203081]",1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,6.8,Made,,,,,2.0,,,D. Lillard,203081.0,2.0,,,,,,,,,
111,PT03M07.00S,2021-10-30T02:29:20.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612746,18,21,2021-10-30T02:29:20Z,1100000,,,0,,LAC Timeout,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT03M07.00S,2021-10-30T02:31:12.2Z,1,REGULAR,substitution,out,[],1627826,,,1610612746,18,21,2021-10-30T02:31:49Z,1110000,,,0,,SUB out: I. Zubac,[1627826],1610612746.0,LAC,,,,Zubac,I. Zubac,,,,,,,,,,,,,,,,,,,,,,,,,
113,PT03M07.00S,2021-10-30T02:31:12.2Z,1,REGULAR,substitution,in,[],1628392,,,1610612746,18,21,2021-10-30T02:31:49Z,1120000,,,0,,SUB in: I. Hartenstein,[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,,,,,,
114,PT02M59.00S,2021-10-30T02:32:21.2Z,1,REGULAR,foul,personal,[],203469,,,1610612746,18,21,2021-10-30T02:32:30Z,1130000,,,0,,C. Zeller personal FOUL (2 PF),"[203469, 1628392]",1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Hartenstein,1628392.0,
116,PT02M51.00S,2021-10-30T02:33:27.6Z,1,REGULAR,substitution,out,[],202331,,,1610612746,18,21,2021-10-30T02:35:03Z,1142500,,,0,,SUB out: P. George,[202331],1610612746.0,LAC,,,,George,P. George,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT02M51.00S,2021-10-30T02:33:27.6Z,1,REGULAR,substitution,in,[],1629599,,,1610612746,18,21,2021-10-30T02:35:03Z,1143750,,,0,,SUB in: A. Coffey,[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT02M51.00S,2021-10-30T02:33:37.1Z,1,REGULAR,jumpball,recovered,[],0,,,1610612746,18,21,2021-10-30T02:33:37Z,1145000,,,0,,Jump Ball L. Nance Jr. vs. E. Bledsoe: Tip to Team (POR),"[1626204, 202339]",1610612757.0,POR,heldball,Team (POR),,,,Nance Jr.,1626204.0,Bledsoe,202339.0,,,,,,,,,,,,,,,,,,,,,
127,PT02M51.00S,2021-10-30T02:33:37.3Z,1,REGULAR,turnover,out-of-bounds,[],202339,,,1610612746,18,21,2021-10-30T02:38:42Z,1165000,,,0,,E. Bledsoe lost ball out-of-bounds TURNOVER (1 TO),[202339],1610612746.0,LAC,lost ball,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,1.0,,,2004.0,,,,,
121,PT02M48.00S,2021-10-30T02:33:42.9Z,1,REGULAR,substitution,out,[],202339,,,1610612757,18,21,2021-10-30T02:34:31Z,1170000,,,0,,SUB out: E. Bledsoe,[202339],1610612746.0,LAC,,,,Bledsoe,E. Bledsoe,,,,,,,,,,,,,,,,,,,,,,,,,
122,PT02M48.00S,2021-10-30T02:33:42.9Z,1,REGULAR,substitution,in,[],202704,,,1610612757,18,21,2021-10-30T02:34:31Z,1180000,,,0,,SUB in: R. Jackson,[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,,,,,,,,,,,,,,,,,,,
123,PT02M39.00S,2021-10-30T02:34:14.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629014,27.94021024967148,84.55882352941177,1610612757,18,21,2021-10-30T02:35:12Z,1190000,-173.0,210.0,1,left,MISS A. Simons 27' 3PT,[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,27.2,Missed,,,,,,,,,,,,,,,,,,,
124,PT02M35.00S,2021-10-30T02:34:17.3Z,1,REGULAR,rebound,offensive,[],203081,,,1610612757,18,21,2021-10-30T02:34:17Z,1200000,,,0,,D. Lillard REBOUND (Off:1 Def:2),[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,123.0,3.0,2.0,1.0,,,,,,,,,,,,,,,
125,PT02M30.00S,2021-10-30T02:34:23.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance', 'fromturnover']",1629014,7.046649145860711,47.549019607843135,1610612757,18,21,2021-10-30T02:43:37Z,1210000,12.0,14.0,1,left,MISS A. Simons driving finger roll Layup,[1629014],1610612757.0,POR,driving finger roll,,,Simons,A. Simons,,,,,1.84,Missed,,,,,,,,,,,,,,,,,,,
126,PT02M26.00S,2021-10-30T02:34:26.5Z,1,REGULAR,rebound,offensive,[],203469,,,1610612757,18,21,2021-10-30T02:34:26Z,1220000,,,0,,C. Zeller REBOUND (Off:1 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,125.0,2.0,1.0,1.0,,,,,,,,,,,,,,,
128,PT02M23.00S,2021-10-30T02:34:31.6Z,1,REGULAR,foul,personal,['2freethrow'],1628392,,,1610612757,18,21,2021-10-30T02:34:50Z,1230000,,,0,,I. Hartenstein shooting personal FOUL (1 PF) (Zeller 2 FT),"[1628392, 203469]",1610612746.0,LAC,shooting,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,200833.0,1.0,0.0,Zeller,203469.0,
130,PT02M23.00S,2021-10-30T02:34:58.9Z,1,REGULAR,stoppage,blood rule,[],0,,,1610612757,18,21,2021-10-30T02:34:58Z,1250000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT02M23.00S,2021-10-30T02:36:48.6Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",203469,,,1610612757,19,21,2021-10-30T02:37:06Z,1260000,,,0,,C. Zeller Free Throw 1 of 2 (3 PTS),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
133,PT02M23.00S,2021-10-30T02:36:48.6Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",203469,,,1610612757,19,21,2021-10-30T02:37:06Z,1270000,,,0,,MISS C. Zeller Free Throw 2 of 2,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,Missed,,,,,,,,,,,,,,,,,,,
134,PT02M21.00S,2021-10-30T02:36:50.6Z,1,REGULAR,rebound,defensive,[],1628392,,,1610612746,19,21,2021-10-30T02:37:06Z,1280000,,,0,,I. Hartenstein REBOUND (Off:0 Def:1),[1628392],1610612746.0,LAC,,,,Hartenstein,I. Hartenstein,,,,,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
135,PT02M02.00S,2021-10-30T02:37:23.4Z,1,REGULAR,3pt,Jump Shot,[],1629599,74.19513797634691,14.705882352941178,1610612746,19,24,2021-10-30T02:37:27Z,1290000,-176.0,190.0,1,right,A. Coffey 25' 3PT  (3 PTS) (T. Mann 1 AST),"[1629599, 1629611]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,25.94,Made,,,,,3.0,,,T. Mann,1629611.0,1.0,,,,,,,,,
137,PT01M40.00S,2021-10-30T02:37:45.9Z,1,REGULAR,turnover,bad pass,[],203081,,,1610612757,19,24,2021-10-30T02:37:49Z,1310000,,,0,,D. Lillard bad pass TURNOVER (2 TO),"[203081, 1628379]",1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,2.0,Kennard,1628379.0,,,,,,
138,PT01M40.00S,2021-10-30T02:37:45.9Z,1,REGULAR,steal,,[],1628379,,,1610612746,19,24,2021-10-30T02:37:47Z,1320000,,,0,,L. Kennard STEAL (1 STL),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT01M31.00S,2021-10-30T02:37:54.8Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628379,69.99014454664915,23.284313725490197,1610612746,19,24,2021-10-30T02:38:03Z,1330000,-134.0,230.0,1,right,MISS L. Kennard 26' step back 3PT,[1628379],1610612746.0,LAC,step back,,,Kennard,L. Kennard,,,,,26.56,Missed,,,,,,,,,,,,,,,,,,,
140,PT01M29.00S,2021-10-30T02:37:56.8Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,19,24,2021-10-30T02:37:58Z,1340000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:2),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,139.0,2.0,2.0,0.0,,,,,,,,,,,,,,,
141,PT01M15.00S,2021-10-30T02:38:11.4Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626204,12.565703022339028,37.5,1610612757,19,24,2021-10-30T02:38:14Z,1350000,62.0,66.0,1,left,MISS L. Nance Jr. 9' Hook,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,9.06,Missed,,,,,,,,,,,,,,,,,,,
142,PT01M13.00S,2021-10-30T02:38:13.4Z,1,REGULAR,rebound,defensive,[],202704,,,1610612746,19,24,2021-10-30T02:38:14Z,1360000,,,0,,R. Jackson REBOUND (Off:0 Def:1),[202704],1610612746.0,LAC,,,,Jackson,R. Jackson,,,,,,,141.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
143,PT01M08.00S,2021-10-30T02:38:18.6Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],202704,76.82325886990802,11.519607843137255,1610612746,19,24,2021-10-30T02:38:23Z,1370000,-192.0,165.0,1,right,MISS R. Jackson 25' running 3PT,[202704],1610612746.0,LAC,running,,,Jackson,R. Jackson,,,,,25.37,Missed,,,,,,,,,,,,,,,,,,,
144,PT01M04.00S,2021-10-30T02:38:22.6Z,1,REGULAR,rebound,defensive,[],1629014,,,1610612757,19,24,2021-10-30T02:38:23Z,1380000,,,0,,A. Simons REBOUND (Off:0 Def:1),[1629014],1610612757.0,POR,,,,Simons,A. Simons,,,,,,,143.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
145,PT00M56.80S,2021-10-30T02:38:29.1Z,1,REGULAR,2pt,Jump Shot,[],203081,18.478975032851512,68.38235294117648,1610612757,19,24,2021-10-30T02:38:32Z,1390000,-92.0,121.0,1,left,MISS D. Lillard 15' pullup Shot,[203081],1610612757.0,POR,pullup,,,Lillard,D. Lillard,,,,,15.21,Missed,,,,,,,,,,,,,,,,,,,
146,PT00M55.20S,2021-10-30T02:38:30.7Z,1,REGULAR,rebound,defensive,[],1628379,,,1610612746,19,24,2021-10-30T02:38:32Z,1400000,,,0,,L. Kennard REBOUND (Off:0 Def:3),[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,,,145.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
147,PT00M47.30S,2021-10-30T02:38:39.5Z,1,REGULAR,3pt,Jump Shot,[],1628379,88.78120893561103,94.85294117647058,1610612746,19,24,2021-10-30T02:38:44Z,1410000,224.0,53.0,1,right,MISS L. Kennard 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,23.05,Missed,,,,,,,,,,,,,,,,,,,
148,PT00M44.30S,2021-10-30T02:38:42.5Z,1,REGULAR,rebound,defensive,[],1626204,,,1610612757,19,24,2021-10-30T02:38:44Z,1420000,,,0,,L. Nance Jr. REBOUND (Off:0 Def:3),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,147.0,3.0,3.0,0.0,,,,,,,,,,,,,,,
149,PT00M36.10S,2021-10-30T02:38:53.6Z,1,REGULAR,foul,personal,[],1629599,,,1610612757,19,24,2021-10-30T02:39:11Z,1430000,,,0,,A. Coffey personal FOUL (1 PF),"[1629599, 203081]",1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,,,,,,,,,,,,,,1627529.0,1.0,0.0,Lillard,203081.0,
151,PT00M29.60S,2021-10-30T02:39:18.5Z,1,REGULAR,3pt,Jump Shot,[],1629014,32.14520367936925,49.50980392156863,1610612757,22,24,2021-10-30T02:39:21Z,1450000,2.0,250.0,1,left,A. Simons 24' 3PT step back (3 PTS),[1629014],1610612757.0,POR,step back,,,Simons,A. Simons,,,,,24.97,Made,,,,,3.0,,,,,,,,,,,,,,
152,PT00M07.70S,2021-10-30T02:39:47.9Z,1,REGULAR,3pt,Jump Shot,[],202704,76.03482260183968,87.5,1610612746,22,24,2021-10-30T02:39:52Z,1460000,188.0,173.0,1,right,MISS R. Jackson 25' step back 3PT,[202704],1610612746.0,LAC,step back,,,Jackson,R. Jackson,,,,,25.5,Missed,,,,,,,,,,,,,,,,,,,
153,PT00M06.30S,2021-10-30T02:39:49.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612757,22,24,2021-10-30T02:40:02Z,1470000,,,0,,TEAM defensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,152.0,,,,,,,,,,,,,,,,,,
154,PT00M06.30S,2021-10-30T02:40:03.5Z,1,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628392,,,1610612757,22,24,2021-10-30T02:40:14Z,1480000,,,0,,I. Hartenstein loose ball personal FOUL (2 PF) (Nance Jr. 2 FT),"[1628392, 1626204]",1610612746.0,LAC,loose ball,,,Hartenstein,I. Hartenstein,,,,,,,,,,,,,,,,,,,,2004.0,2.0,0.0,Nance Jr.,1626204.0,
156,PT00M06.30S,2021-10-30T02:40:24.5Z,1,REGULAR,freethrow,1 of 2,[],1626204,,,1610612757,23,24,2021-10-30T02:40:24Z,1500000,,,0,,L. Nance Jr. Free Throw 1 of 2 (3 PTS),[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Made,,,,,3.0,,,,,,,,,,,,,,
157,PT00M06.30S,2021-10-30T02:40:24.5Z,1,REGULAR,freethrow,2 of 2,[],1626204,,,1610612757,23,24,2021-10-30T02:40:47Z,1510000,,,0,,MISS L. Nance Jr. Free Throw 2 of 2,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,Missed,,,,,,,,,,,,,,,,,,,
158,PT00M04.80S,2021-10-30T02:40:26.0Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612757,23,24,2021-10-30T02:40:47Z,1520000,,,0,,TEAM offensive REBOUND,[],1610612757.0,POR,,,,,,,,,,,,157.0,,,,,,,,,,,,,,,,,,
159,PT00M04.80S,2021-10-30T02:40:44.5Z,1,REGULAR,stoppage,out-of-bounds,[],0,,,1610612757,23,24,2021-10-30T02:40:44Z,1530000,,,0,,,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,PT00M00.00S,2021-10-30T02:41:01.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203081,6.652431011826544,49.01960784313725,1610612757,23,24,2021-10-30T02:41:06Z,1540000,5.0,10.0,1,left,MISS D. Lillard driving reverse Layup,[203081],1610612757.0,POR,driving reverse,,,Lillard,D. Lillard,,,,,1.11,Missed,,,,,,,,,,,,,,,,,,,
161,PT00M00.00S,2021-10-30T02:41:04.4Z,1,REGULAR,rebound,offensive,[],203469,,,1610612757,23,24,2021-10-30T02:41:04Z,1550000,,,0,,C. Zeller REBOUND (Off:2 Def:1),[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,160.0,3.0,1.0,2.0,,,,,,,,,,,,,,,
162,PT00M00.00S,2021-10-30T02:41:04.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203469,5.590000152587891,50.0,1610612757,25,24,2021-10-30T02:41:04Z,1560000,0.0,0.0,1,left,C. Zeller tip Layup (5 PTS),[203469],1610612757.0,POR,tip,,,Zeller,C. Zeller,,,,,0.0,Made,,,,,5.0,,,,,,,,,,,,,,
163,PT00M00.00S,2021-10-30T02:41:11.7Z,1,REGULAR,instantreplay,request,[],0,,,1610612746,25,24,2021-10-30T02:41:49Z,1570000,,,0,,,[],,,support,,,,,,,,,,,,,,,,,,,,,,,,2004.0,,,,,End Period - Good Basket
164,PT00M00.00S,2021-10-30T02:41:52.0Z,1,REGULAR,period,end,[],0,,,1610612746,25,24,2021-10-30T02:41:52Z,1580000,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
165,PT12M00.00S,2021-10-30T02:43:11.3Z,2,REGULAR,substitution,out,['startperiod'],203081,,,1610612746,25,24,2021-10-30T02:43:30Z,1590000,,,0,,SUB out: D. Lillard,[203081],1610612757.0,POR,,,,Lillard,D. Lillard,,,,,,,,,,,,,,,,,,,,,,,,,
166,PT12M00.00S,2021-10-30T02:43:11.3Z,2,REGULAR,substitution,out,['startperiod'],1629642,,,1610612746,25,24,2021-10-30T02:43:30Z,1600000,,,0,,SUB out: N. Little,[1629642],1610612757.0,POR,,,,Little,N. Little,,,,,,,,,,,,,,,,,,,,,,,,,
167,PT12M00.00S,2021-10-30T02:43:11.3Z,2,REGULAR,substitution,out,['startperiod'],203469,,,1610612746,25,24,2021-10-30T02:43:30Z,1610000,,,0,,SUB out: C. Zeller,[203469],1610612757.0,POR,,,,Zeller,C. Zeller,,,,,,,,,,,,,,,,,,,,,,,,,
168,PT12M00.00S,2021-10-30T02:43:11.3Z,2,REGULAR,substitution,in,['startperiod'],203468,,,1610612746,25,24,2021-10-30T02:43:30Z,1620000,,,0,,SUB in: C. McCollum,[203468],1610612757.0,POR,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,
169,PT12M00.00S,2021-10-30T02:43:11.3Z,2,REGULAR,substitution,in,['startperiod'],1626181,,,1610612746,25,24,2021-10-30T02:43:30Z,1630000,,,0,,SUB in: N. Powell,[1626181],1610612757.0,POR,,,,Powell,N. Powell,,,,,,,,,,,,,,,,,,,,,,,,,
170,PT12M00.00S,2021-10-30T02:43:11.3Z,2,REGULAR,substitution,in,['startperiod'],203994,,,1610612746,25,24,2021-10-30T02:43:30Z,1640000,,,0,,SUB in: J. Nurkic,[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,,,,,,,,,,,,,,,,,,,
171,PT12M00.00S,2021-10-30T02:43:42.7Z,2,REGULAR,period,start,[],0,,,1610612757,25,24,2021-10-30T02:43:42Z,1650000,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
172,PT11M46.00S,2021-10-30T02:43:55.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1626181,6.258212877792378,56.86274509803921,1610612757,25,24,2021-10-30T02:52:06Z,1660000,-34.0,6.0,1,left,MISS N. Powell driving finger roll Layup,[1626181],1610612757.0,POR,driving finger roll,,,Powell,N. Powell,,,,,3.49,Missed,,,,,,,,,,,,,,,,,,,
173,PT11M44.00S,2021-10-30T02:43:57.4Z,2,REGULAR,rebound,defensive,[],1629599,,,1610612746,25,24,2021-10-30T02:43:59Z,1670000,,,0,,A. Coffey REBOUND (Off:0 Def:1),[1629599],1610612746.0,LAC,,,,Coffey,A. Coffey,,,,,,,172.0,1.0,1.0,0.0,,,,,,,,,,,,,,,
174,PT11M39.00S,2021-10-30T02:44:02.0Z,2,REGULAR,3pt,Jump Shot,[],1628379,80.76544021024968,92.64705882352942,1610612746,25,24,2021-10-30T02:44:26Z,1680000,213.0,128.0,1,right,MISS L. Kennard 24' 3PT,[1628379],1610612746.0,LAC,,,,Kennard,L. Kennard,,,,,24.88,Missed,,,,,,,,,,,,,,,,,,,
175,PT11M37.00S,2021-10-30T02:44:04.0Z,2,REGULAR,rebound,defensive,[],203994,,,1610612757,25,24,2021-10-30T02:44:09Z,1690000,,,0,,J. Nurkic REBOUND (Off:1 Def:4),[203994],1610612757.0,POR,,,,Nurkic,J. Nurkic,,,,,,,174.0,5.0,4.0,1.0,,,,,,,,,,,,,,,
176,PT11M32.00S,2021-10-30T02:44:09.5Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626181,24.917871222076215,13.23529411764706,1610612757,28,24,2021-10-30T02:44:15Z,1700000,184.0,182.0,1,left,N. Powell 25' 3PT running (3 PTS) (J. Nurkic 1 AST),"[1626181, 203994]",1610612757.0,POR,running,,,Powell,N. Powell,,,,,25.85,Made,,,,,3.0,,,J. Nurkic,203994.0,1.0,,,,,,,,,
178,PT11M05.00S,2021-10-30T02:44:39.1Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612746,28,24,2021-10-30T02:44:50Z,1720000,,,0,,LAC shot clock Team TURNOVER,[],1610612746.0,LAC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT11M05.00S,2021-10-30T02:44:49.5Z,2,REGULAR,substitution,out,[],1626204,,,1610612757,28,24,2021-10-30T02:44:53Z,1730000,,,0,,SUB out: L. Nance Jr.,[1626204],1610612757.0,POR,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M05.00S,2021-10-30T02:44:49.5Z,2,REGULAR,substitution,in,[],203496,,,1610612757,28,24,2021-10-30T02:44:53Z,1740000,,,0,,SUB in: R. Covington,[203496],1610612757.0,POR,,,,Covington,R. Covington,,,,,,,,,,,,,,,,,,,,,,,,,
