actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
27,PT09M45.00S,2023-03-31T23:13:29.5Z,1,REGULAR,rebound,defensive,[],1627936,,,1610612741,0,6,2023-03-31T23:13:32Z,270000,False,,,0,,A. Caruso REBOUND (Off:0 Def:2),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Above the Break 3,24+ Left Center,,,26.0,2.0,2.0,0.0,,,,,,,,,,,,,,
28,PT09M26.00S,2023-03-31T23:13:48.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],201976,87.86136662286465,50.49019607843137,1610612741,0,8,2023-03-31T23:13:57Z,280000,False,2.0,62.0,1,right,P. Beverley 6' turnaround Hook (2 PTS),[201976],1610612741.0,CHI,turnaround,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,6.17,Made,,,,,,,,,,,2.0,,,,,,,
29,PT09M26.00S,2023-03-31T23:13:57.0Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,0,8,2023-03-31T23:13:57Z,290000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,PT09M08.00S,2023-03-31T23:17:01.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,29.122864651773984,73.52941176470588,1610612766,3,8,2023-03-31T23:17:05Z,300000,False,-118.0,221.0,1,left,P. Washington 25' 3PT  (3 PTS) (T. Maledon 1 AST),"[1629023, 1630177]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,25.06,Made,,,,,,,,,,,3.0,,,T. Maledon,1630177.0,1.0,,
32,PT08M53.00S,2023-03-31T23:17:19.3Z,1,REGULAR,2pt,Jump Shot,[],201942,79.31997371879106,49.01960784313725,1610612741,3,10,2023-03-31T23:17:29Z,320000,False,-5.0,142.0,1,right,D. DeRozan 14' Jump Shot (2 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Center,14.2,Made,,,,,,,,,,,2.0,,,,,,,
33,PT08M53.00S,2023-03-31T23:17:21.8Z,1,REGULAR,foul,personal,['1freethrow'],1631121,,,1610612741,3,10,2023-03-31T23:17:28Z,330000,False,,,0,,B. McGowens shooting personal FOUL (1 PF) (DeRozan 1 FT),"[1631121, 201942]",1610612766.0,CHA,shooting,,,McGowens,B. McGowens,,,,,Mid-Range,8-16 Center,,,,,,,204058.0,,1.0,0.0,DeRozan,201942.0,,,,,,,,
35,PT08M53.00S,2023-03-31T23:17:41.5Z,1,REGULAR,freethrow,1 of 1,[],201942,,,1610612741,3,11,2023-03-31T23:17:41Z,350000,False,,,0,,D. DeRozan Free Throw 1 of 1 (3 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,,3.0,,,,,,,
36,PT08M37.00S,2023-03-31T23:17:59.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,16.90210249671485,6.127450980392156,1610612766,3,11,2023-03-31T23:18:03Z,360000,False,219.0,106.0,1,left,MISS P. Washington 24' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,24.38,Missed,,,,,,,,,,,,,,,,,,
37,PT08M33.00S,2023-03-31T23:18:02.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,3,11,2023-03-31T23:18:02Z,370000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:1),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,,,36.0,1.0,1.0,0.0,,,,,,,,,,,,,,
38,PT08M10.00S,2023-03-31T23:18:26.6Z,1,REGULAR,2pt,Jump Shot,[],201976,85.23324572930355,69.6078431372549,1610612741,3,13,2023-03-31T23:18:33Z,380000,False,98.0,86.0,1,right,P. Beverley 13' step back Jump Shot (4 PTS) (Z. LaVine 3 AST),"[201976, 203897]",1610612741.0,CHI,step back,,,Beverley,P. Beverley,,,,,Mid-Range,8-16 Right,13.06,Made,,,,,,,,,,,4.0,,,Z. LaVine,203897.0,3.0,,
40,PT07M57.00S,2023-03-31T23:18:41.0Z,1,REGULAR,turnover,out-of-bounds,[],1629023,,,1610612766,3,13,2023-03-31T23:18:46Z,400000,False,,,0,,P. Washington bad pass out-of-bounds TURNOVER (1 TO),[1629023],1610612766.0,CHA,bad pass,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,,,,,,,1627963.0,1.0,,,,,,,,,,,,
41,PT07M42.00S,2023-03-31T23:19:05.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",203897,94.30026281208936,51.71568627450981,1610612741,3,13,2023-03-31T23:19:13Z,410000,False,9.0,1.0,1,right,MISS Z. LaVine driving Layup,[203897],1610612741.0,CHI,driving,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,0.87,Missed,,,,,,,,,,,,,,,,,,
42,PT07M41.00S,2023-03-31T23:19:06.7Z,1,REGULAR,rebound,offensive,[],201942,,,1610612741,3,13,2023-03-31T23:19:13Z,420000,False,,,0,,D. DeRozan REBOUND (Off:1 Def:0),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,41.0,1.0,0.0,1.0,,,,,,,,,,,,,,
43,PT07M41.00S,2023-03-31T23:19:10.3Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612741,3,13,2023-03-31T23:19:16Z,430000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (DeRozan 2 FT),"[1629023, 201942]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,1.0,0.0,DeRozan,201942.0,,,,,,,,
45,PT07M41.00S,2023-03-31T23:19:30.8Z,1,REGULAR,freethrow,1 of 2,"['fromturnover', '2ndchance']",201942,,,1610612741,3,14,2023-03-31T23:19:30Z,450000,False,,,0,,D. DeRozan Free Throw 1 of 2 (4 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,,4.0,,,,,,,
46,PT07M41.00S,2023-03-31T23:19:46.2Z,1,REGULAR,freethrow,2 of 2,"['fromturnover', '2ndchance']",201942,,,1610612741,3,15,2023-03-31T23:19:46Z,460000,False,,,0,,D. DeRozan Free Throw 2 of 2 (5 PTS),[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,Made,,,,,,,,,,,5.0,,,,,,,
47,PT07M30.00S,2023-03-31T23:19:57.6Z,1,REGULAR,turnover,bad pass,[],1630177,,,1610612766,3,15,2023-03-31T23:20:03Z,470000,False,,,0,,T. Maledon bad pass TURNOVER (2 TO),"[1630177, 1627936]",1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Center,,,,,,,,2.0,,,,,,Caruso,1627936.0,,,,,
48,PT07M30.00S,2023-03-31T23:19:57.6Z,1,REGULAR,steal,,[],1627936,,,1610612741,3,15,2023-03-31T23:20:00Z,480000,False,,,0,,A. Caruso STEAL (1 STL),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
49,PT07M25.00S,2023-03-31T23:20:03.1Z,1,REGULAR,turnover,bad pass,[],203897,,,1610612741,3,15,2023-03-31T23:20:08Z,490000,False,,,0,,Z. LaVine bad pass TURNOVER (1 TO),"[203897, 1630177]",1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Right Center,,,,,,,,1.0,,,,,,Maledon,1630177.0,,,,,
50,PT07M25.00S,2023-03-31T23:20:03.1Z,1,REGULAR,steal,,[],1630177,,,1610612766,3,15,2023-03-31T23:20:06Z,500000,False,,,0,,T. Maledon STEAL (1 STL),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
51,PT07M25.00S,2023-03-31T23:20:07.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",1630177,6.258212877792378,48.77450980392157,1610612766,5,15,2023-03-31T23:20:37Z,510000,False,6.0,6.0,1,left,T. Maledon running Layup (2 PTS),[1630177],1610612766.0,CHA,running,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,0.88,Made,,,,,,,,,,,2.0,,,,,,,
52,PT07M25.00S,2023-03-31T23:20:10.5Z,1,REGULAR,foul,personal,['1freethrow'],201976,,,1610612766,5,15,2023-03-31T23:20:24Z,520000,False,,,0,,P. Beverley shooting personal FOUL (1 PF) (Maledon 1 FT),"[201976, 1630177]",1610612741.0,CHI,shooting,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,204058.0,,1.0,0.0,Maledon,1630177.0,,,,,,,,
54,PT07M25.00S,2023-03-31T23:20:31.8Z,1,REGULAR,freethrow,1 of 1,"['fromturnover', 'fastbreak']",1630177,,,1610612766,5,15,2023-03-31T23:20:34Z,540000,False,,,0,,MISS T. Maledon Free Throw 1 of 1,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
55,PT07M23.00S,2023-03-31T23:20:33.8Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,5,15,2023-03-31T23:20:34Z,550000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,54.0,2.0,2.0,0.0,,,,,,,,,,,,,,
57,PT07M04.00S,2023-03-31T23:21:00.2Z,1,REGULAR,substitution,out,[],1629004,,,1610612741,5,15,2023-03-31T23:21:17Z,570000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
58,PT07M04.00S,2023-03-31T23:21:00.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612741,5,15,2023-03-31T23:21:17Z,580000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
59,PT07M04.00S,2023-03-31T23:21:00.2Z,1,REGULAR,substitution,in,[],1630547,,,1610612741,5,15,2023-03-31T23:21:17Z,590000,False,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M04.00S,2023-03-31T23:21:00.2Z,1,REGULAR,substitution,in,[],1630550,,,1610612741,5,15,2023-03-31T23:21:17Z,600000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M01.00S,2023-03-31T23:21:30.2Z,1,REGULAR,3pt,Jump Shot,[],202696,67.09921156373193,26.47058823529412,1610612741,5,15,2023-03-31T23:21:34Z,610000,False,-118.0,257.0,1,right,MISS N. Vucevic 28' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Left Center,28.24,Missed,,,,,,,,,,,,,,,,,,
62,PT06M58.00S,2023-03-31T23:21:33.2Z,1,REGULAR,rebound,defensive,[],1631121,,,1610612766,5,15,2023-03-31T23:21:34Z,620000,False,,,0,,B. McGowens REBOUND (Off:0 Def:2),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,,,61.0,2.0,2.0,0.0,,,,,,,,,,,,,,
63,PT06M50.00S,2023-03-31T23:21:41.2Z,1,REGULAR,turnover,lost ball,[],1630550,,,1610612766,5,15,2023-03-31T23:21:45Z,630000,False,,,0,,J. Thor lost ball TURNOVER (1 TO),"[1630550, 201976]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,,1.0,,,,,,Beverley,201976.0,,,,,
64,PT06M50.00S,2023-03-31T23:21:41.2Z,1,REGULAR,steal,,[],201976,,,1610612741,5,15,2023-03-31T23:21:43Z,640000,False,,,0,,P. Beverley STEAL (1 STL),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
65,PT06M44.00S,2023-03-31T23:21:47.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1627936,92.32917214191852,53.92156862745098,1610612741,5,17,2023-03-31T23:21:54Z,650000,False,20.0,20.0,1,right,A. Caruso driving Layup (5 PTS),[1627936],1610612741.0,CHI,driving,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,2.77,Made,,,,,,,,,,,5.0,,,,,,,
66,PT06M27.00S,2023-03-31T23:22:04.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,9.017739816031538,54.65686274509803,1610612766,5,17,2023-03-31T23:22:10Z,660000,False,-23.0,32.0,1,left,MISS T. Maledon driving Layup - blocked,"[1630177, 1627936]",1610612766.0,CHA,driving,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,3.98,Missed,,,,,,,,,,,,,,,,,Caruso,1627936.0
67,PT06M27.00S,2023-03-31T23:22:04.6Z,1,REGULAR,block,,[],1627936,,,1610612766,5,17,2023-03-31T23:22:07Z,670000,False,,,0,,A. Caruso BLOCK (1 BLK),[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
68,PT06M24.00S,2023-03-31T23:22:07.6Z,1,REGULAR,rebound,defensive,[],201976,,,1610612741,5,17,2023-03-31T23:22:10Z,680000,False,,,0,,P. Beverley REBOUND (Off:0 Def:1),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,Restricted Area,0-8 Center,,,66.0,1.0,1.0,0.0,,,,,,,,,,,,,,
69,PT06M23.00S,2023-03-31T23:22:12.2Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",203897,92.85479632063075,49.754901960784316,1610612741,5,17,2023-03-31T23:23:17Z,690000,False,-1.0,15.0,1,right,MISS Z. LaVine running Layup,[203897],1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,1.47,Missed,,,,,,,,,,,,,,,,,,
70,PT06M23.00S,2023-03-31T23:22:12.2Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,5,17,2023-03-31T23:22:29Z,700000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,69.0,,,,,,,,,,,,,,,,,
91,PT06M06.00S,2023-03-31T23:22:40.9Z,1,REGULAR,turnover,bad pass,[],1630550,,,1610612766,5,17,2023-03-31T23:28:46Z,745000,False,,,0,,J. Thor bad pass TURNOVER (2 TO),"[1630550, 201976]",1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,,,,,,Beverley,201976.0,,,,,
92,PT06M06.00S,2023-03-31T23:22:40.9Z,1,REGULAR,steal,,[],201976,,,1610612741,5,17,2023-03-31T23:27:41Z,747500,False,,,0,,P. Beverley STEAL (2 STL),[201976],1610612741.0,CHI,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M02.00S,2023-03-31T23:22:43.1Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover']",203897,92.32917214191852,49.01960784313725,1610612741,5,19,2023-03-31T23:27:41Z,750000,False,-5.0,20.0,1,right,Z. LaVine running Layup (2 PTS) (A. Caruso 1 AST),"[203897, 1627936]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.02,Made,,,,,,,,,,,2.0,,,A. Caruso,1627936.0,1.0,,
77,PT06M00.00S,2023-03-31T23:22:50.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,5,19,2023-03-31T23:22:50Z,770000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT05M39.00S,2023-03-31T23:26:04.3Z,1,REGULAR,3pt,Jump Shot,[],1630547,18.2161629434954,5.147058823529411,1610612766,8,19,2023-03-31T23:26:07Z,780000,False,224.0,119.0,1,left,J. Bouknight 25' 3PT  (3 PTS) (T. Maledon 2 AST),"[1630547, 1630177]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Right Center,25.38,Made,,,,,,,,,,,3.0,,,T. Maledon,1630177.0,2.0,,
80,PT05M13.00S,2023-03-31T23:26:30.0Z,1,REGULAR,3pt,Jump Shot,[],201976,72.7496714848883,83.08823529411765,1610612741,8,19,2023-03-31T23:26:41Z,800000,False,165.0,204.0,1,right,MISS P. Beverley 26' step back 3PT,[201976],1610612741.0,CHI,step back,,,Beverley,P. Beverley,,,,,Above the Break 3,24+ Right Center,26.24,Missed,,,,,,,,,,,,,,,,,,
81,PT05M10.00S,2023-03-31T23:26:32.3Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,8,19,2023-03-31T23:26:32Z,810000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Right Center,,,80.0,1.0,1.0,0.0,,,,,,,,,,,,,,
82,PT05M01.00S,2023-03-31T23:26:41.7Z,1,REGULAR,3pt,Jump Shot,[],1630550,12.302890932982917,96.07843137254902,1610612766,8,19,2023-03-31T23:26:45Z,820000,False,-230.0,63.0,1,left,MISS J. Thor 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Left Corner 3,24+ Left,23.89,Missed,,,,,,,,,,,,,,,,,,
83,PT04M59.00S,2023-03-31T23:26:43.7Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,8,19,2023-03-31T23:26:45Z,830000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,82.0,1.0,1.0,0.0,,,,,,,,,,,,,,
84,PT04M43.00S,2023-03-31T23:27:00.3Z,1,REGULAR,3pt,Jump Shot,[],203897,69.33311432325887,22.058823529411764,1610612741,8,19,2023-03-31T23:27:07Z,840000,False,-140.0,236.0,1,right,MISS Z. LaVine 27' 3PT,[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Above the Break 3,24+ Left Center,27.41,Missed,,,,,,,,,,,,,,,,,,
