actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
172,PT11M21.00S,2023-03-14T23:41:34.1Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201937,12.171484888304862,33.33333333333333,1610612739,27,32,2023-03-15T00:09:57Z,1660000,False,83.0,62.0,1,left,R. Rubio 10' turnaround fadeaway Jump Shot (2 PTS),[201937],1610612739.0,CLE,turnaround fadeaway,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Right,10.38,Made,,2.0,,,,,,,,,,,,,,,,
173,PT11M08.00S,2023-03-14T23:41:46.8Z,2,REGULAR,2pt,Jump Shot,[],1629023,80.76544021024968,70.58823529411765,1610612766,27,32,2023-03-14T23:41:51Z,1670000,False,103.0,128.0,1,right,MISS P. Washington 16' turnaround Shot,[1629023],1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,16.45,Missed,,,,,,,,,,,,,,,,,,
174,PT11M06.00S,2023-03-14T23:41:48.8Z,2,REGULAR,rebound,defensive,[],201937,,,1610612739,27,32,2023-03-14T23:41:51Z,1680000,False,,,0,,R. Rubio REBOUND (Off:0 Def:2),[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Mid-Range,16-24 Right Center,,,173.0,,,,,,,2.0,2.0,0.0,,,,,,,,
175,PT11M00.00S,2023-03-14T23:41:55.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1630596,13.354139290407357,49.01960784313725,1610612739,27,32,2023-03-14T23:41:59Z,1690000,False,5.0,73.0,1,left,MISS E. Mobley 7' Hook,[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,7.32,Missed,,,,,,,,,,,,,,,,,,
176,PT10M57.00S,2023-03-14T23:41:58.9Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,27,32,2023-03-14T23:41:59Z,1700000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,175.0,,,,,,,1.0,1.0,0.0,,,,,,,,
177,PT10M52.00S,2023-03-14T23:42:03.2Z,2,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1630539,93.38042049934296,50.245098039215684,1610612766,29,32,2023-03-15T00:11:08Z,1710000,False,1.0,10.0,1,right,K. Jones running alley-oop DUNK (2 PTS) (D. Smith Jr. 3 AST),"[1630539, 1628372]",1610612766.0,CHA,running alley-oop,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,0.98,Made,,2.0,D. Smith Jr.,1628372.0,3.0,,,,,,,,,,,,,
179,PT10M52.00S,2023-03-14T23:42:23.7Z,2,REGULAR,foul,technical,['1freethrow'],2794,,,1610612739,29,32,2023-03-14T23:42:36Z,1730000,False,,,0,,TEAM foul technical,[2794],1610612739.0,CLE,,,,,,,,,,,,,,,,,,,,,,,,1155.0,,,,,,,
180,PT10M52.00S,2023-03-14T23:42:37.1Z,2,REGULAR,freethrow,1 of 1,[],1626162,,,1610612739,30,32,2023-03-14T23:42:37Z,1740000,False,,,0,,K. Oubre Jr. technical Free Throw 1 of 1 (13 PTS),[1626162],1610612766.0,CHA,technical,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,13.0,,,,,,,,,,,,,,,,
181,PT10M37.00S,2023-03-14T23:42:54.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],201937,5.338370565045992,45.588235294117645,1610612739,30,32,2023-03-14T23:43:01Z,1750000,False,22.0,-2.0,1,left,MISS R. Rubio driving Layup,[201937],1610612739.0,CLE,driving,,,Rubio,R. Rubio,,,,,Restricted Area,0-8 Center,2.22,Missed,,,,,,,,,,,,,,,,,,
182,PT10M35.00S,2023-03-14T23:42:57.2Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612766,30,32,2023-03-14T23:42:57Z,1760000,False,,,0,,K. Jones REBOUND (Off:0 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,181.0,,,,,,,1.0,1.0,0.0,,,,,,,,
183,PT10M31.00S,2023-03-14T23:43:00.8Z,2,REGULAR,turnover,lost ball,[],1630539,,,1610612766,30,32,2023-03-14T23:43:05Z,1770000,False,,,0,,K. Jones lost ball TURNOVER (1 TO),"[1630539, 1630596]",1610612766.0,CHA,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,1.0,Mobley,1630596.0
184,PT10M31.00S,2023-03-14T23:43:00.8Z,2,REGULAR,steal,,[],1630596,,,1610612739,30,32,2023-03-15T00:14:24Z,1780000,False,,,0,,E. Mobley STEAL (1 STL),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
185,PT10M27.00S,2023-03-14T23:43:04.4Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626224,6.258212877792378,49.754901960784316,1610612739,30,32,2023-03-15T02:36:07Z,1790000,False,1.0,6.0,1,left,MISS C. Osman driving finger roll Layup,[1626224],1610612739.0,CLE,driving finger roll,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,0.64,Missed,,,,,,,,,,,,,,,,,,
186,PT10M25.00S,2023-03-14T23:43:06.4Z,2,REGULAR,rebound,defensive,[],1626162,,,1610612766,30,32,2023-03-15T02:36:07Z,1800000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:2),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,185.0,,,,,,,2.0,2.0,0.0,,,,,,,,
187,PT10M25.00S,2023-03-14T23:43:15.4Z,2,REGULAR,foul,personal,['2freethrow'],201937,,,1610612766,30,32,2023-03-14T23:43:36Z,1810000,False,,,0,,R. Rubio shooting personal FOUL (1 PF) (Washington 2 FT),"[201937, 1629023]",1610612739.0,CLE,shooting,,,Rubio,R. Rubio,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,1.0,0.0,Washington,1629023.0,,,
189,PT10M25.00S,2023-03-14T23:43:37.7Z,2,REGULAR,freethrow,1 of 2,['fastbreak'],1629023,,,1610612766,30,32,2023-03-14T23:43:37Z,1830000,False,,,0,,MISS P. Washington Free Throw 1 of 2,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
190,PT10M25.00S,2023-03-14T23:43:37.7Z,2,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,30,32,2023-03-14T23:43:37Z,1840000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,189.0,,,,,,,,,,,,,,,,,
191,PT10M25.00S,2023-03-14T23:43:55.0Z,2,REGULAR,freethrow,2 of 2,['fastbreak'],1629023,,,1610612766,31,32,2023-03-14T23:43:55Z,1850000,False,,,0,,P. Washington Free Throw 2 of 2 (1 PTS),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,Made,,1.0,,,,,,,,,,,,,,,,
192,PT10M07.00S,2023-03-14T23:44:20.4Z,2,REGULAR,foul,personal,[],1626162,,,1610612739,31,32,2023-03-14T23:44:31Z,1860000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 1630596]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,200832.0,1.0,0.0,Mobley,1630596.0,,,
194,PT09M51.00S,2023-03-14T23:44:49.3Z,2,REGULAR,3pt,Jump Shot,[],201937,8.229303547963205,3.1862745098039214,1610612739,31,32,2023-03-14T23:44:53Z,1880000,False,234.0,25.0,1,left,MISS R. Rubio 3PT,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
195,PT09M49.00S,2023-03-14T23:44:51.3Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,31,32,2023-03-14T23:44:53Z,1890000,False,,,0,,D. Smith Jr. REBOUND (Off:0 Def:2),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Right Corner 3,24+ Right,,,194.0,,,,,,,2.0,2.0,0.0,,,,,,,,
196,PT09M45.00S,2023-03-14T23:45:02.0Z,2,REGULAR,foul,offensive,[],1630539,,,1610612766,31,32,2023-03-14T23:45:14Z,1900000,False,,,0,,K. Jones offensive FOUL (1 PF),"[1630539, 1630596]",1610612766.0,CHA,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1155.0,1.0,0.0,Mobley,1630596.0,,,
198,PT09M45.00S,2023-03-14T23:45:02.0Z,2,REGULAR,turnover,offensive foul,[],1630539,,,1610612766,31,32,2023-03-14T23:45:14Z,1920000,False,,,0,,K. Jones offensive foul TURNOVER (2 TO),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1155.0,,,,,2.0,,
199,PT09M34.00S,2023-03-14T23:45:29.0Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,27.677398160315374,18.627450980392158,1610612739,31,35,2023-03-14T23:45:35Z,1930000,False,157.0,208.0,1,left,C. Osman 26' 3PT bank (3 PTS) (D. Garland 2 AST),"[1626224, 1629636]",1610612739.0,CLE,bank,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,26.03,Made,,3.0,D. Garland,1629636.0,2.0,,,,,,,,,,,,,
201,PT09M19.00S,2023-03-14T23:45:46.5Z,2,REGULAR,foul,personal,[],1627747,,,1610612766,31,35,2023-03-14T23:45:54Z,1950000,False,,,0,,C. LeVert personal FOUL (1 PF),"[1627747, 1626162]",1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,1628484.0,1.0,0.0,Oubre Jr.,1626162.0,,,
203,PT09M19.00S,2023-03-14T23:45:53.7Z,2,REGULAR,substitution,out,[],1629636,,,1610612766,31,35,2023-03-14T23:46:00Z,1970000,False,,,0,,SUB out: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M19.00S,2023-03-14T23:45:53.7Z,2,REGULAR,substitution,in,[],1630171,,,1610612766,31,35,2023-03-14T23:46:00Z,1980000,False,,,0,,SUB in: I. Okoro,[1630171],1610612739.0,CLE,,,,Okoro,I. Okoro,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M07.00S,2023-03-14T23:46:18.5Z,2,REGULAR,3pt,Jump Shot,[],1631121,90.75229960578186,96.07843137254902,1610612766,31,35,2023-03-15T00:17:28Z,1990000,False,230.0,34.0,1,right,MISS B. McGowens 3PT,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Right Corner 3,24+ Right,23.3,Missed,,,,,,,,,,,,,,,,,,
206,PT09M05.00S,2023-03-14T23:46:20.5Z,2,REGULAR,rebound,defensive,[],1630596,,,1610612739,31,35,2023-03-14T23:46:23Z,2000000,False,,,0,,E. Mobley REBOUND (Off:1 Def:2),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,Right Corner 3,24+ Right,,,205.0,,,,,,,3.0,2.0,1.0,,,,,,,,
207,PT08M58.00S,2023-03-14T23:46:26.4Z,2,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626224,6.258212877792378,47.30392156862745,1610612739,31,37,2023-03-15T00:18:59Z,2010000,False,13.0,6.0,1,left,C. Osman running Layup (5 PTS) (C. LeVert 3 AST),"[1626224, 1627747]",1610612739.0,CLE,running,,,Osman,C. Osman,,,,,Restricted Area,0-8 Center,1.49,Made,,5.0,C. LeVert,1627747.0,3.0,,,,,,,,,,,,,
209,PT08M45.00S,2023-03-14T23:46:40.0Z,2,REGULAR,3pt,Jump Shot,[],1626162,65.25952693823915,51.9607843137255,1610612766,31,37,2023-03-14T23:46:47Z,2030000,False,10.0,274.0,1,right,MISS K. Oubre Jr. 27' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,27.43,Missed,,,,,,,,,,,,,,,,,,
210,PT08M42.00S,2023-03-14T23:46:43.0Z,2,REGULAR,rebound,offensive,[],1630539,,,1610612766,31,37,2023-03-14T23:46:47Z,2040000,False,,,0,,K. Jones REBOUND (Off:1 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Center,,,209.0,,,,,,,2.0,1.0,1.0,,,,,,,,
211,PT08M42.00S,2023-03-14T23:46:47.8Z,2,REGULAR,foul,personal,[],201937,,,1610612766,31,37,2023-03-14T23:47:00Z,2050000,False,,,0,,R. Rubio personal FOUL (2 PF),"[201937, 1630539]",1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,200832.0,2.0,0.0,Jones,1630539.0,,,
213,PT08M34.00S,2023-03-14T23:47:15.2Z,2,REGULAR,foul,offensive,[],1631121,,,1610612766,31,37,2023-03-14T23:47:55Z,2070000,False,,,0,,B. McGowens offensive FOUL (2 PF),"[1631121, 201937]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1155.0,2.0,0.0,Rubio,201937.0,,,
215,PT08M34.00S,2023-03-14T23:47:15.2Z,2,REGULAR,turnover,offensive foul,[],1631121,,,1610612766,31,37,2023-03-14T23:47:15Z,2090000,False,,,0,,B. McGowens offensive foul TURNOVER (1 TO),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1155.0,,,,,1.0,,
216,PT08M34.00S,2023-03-14T23:47:37.5Z,2,REGULAR,substitution,out,[],1626162,,,1610612739,31,37,2023-03-14T23:47:49Z,2100000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M34.00S,2023-03-14T23:47:37.5Z,2,REGULAR,substitution,out,[],1629023,,,1610612739,31,37,2023-03-14T23:47:49Z,2110000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M34.00S,2023-03-14T23:47:37.5Z,2,REGULAR,substitution,in,[],1626179,,,1610612739,31,37,2023-03-14T23:47:49Z,2120000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
219,PT08M34.00S,2023-03-14T23:47:37.5Z,2,REGULAR,substitution,in,[],202330,,,1610612739,31,37,2023-03-14T23:47:49Z,2130000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
220,PT08M21.00S,2023-03-14T23:47:53.4Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1627747,15.062417871222076,41.911764705882355,1610612739,31,39,2023-03-14T23:48:01Z,2140000,False,40.0,89.0,1,left,C. LeVert 9' pullup Jump Shot (11 PTS) (E. Mobley 2 AST),"[1627747, 1630596]",1610612739.0,CLE,pullup,,,LeVert,C. LeVert,,,,,In The Paint (Non-RA),8-16 Center,9.78,Made,,11.0,E. Mobley,1630596.0,2.0,,,,,,,,,,,,,
221,PT08M11.00S,2023-03-14T23:48:08.1Z,2,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612766,31,39,2023-03-14T23:48:13Z,2150000,False,,,0,,D. Smith Jr. bad pass out-of-bounds TURNOVER (1 TO),[1628372],1610612766.0,CHA,bad pass,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,1628484.0,,,,,1.0,,
222,PT07M54.00S,2023-03-14T23:48:26.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1626224,20.05584756898817,7.107843137254902,1610612739,31,42,2023-03-14T23:48:31Z,2160000,False,214.0,136.0,1,left,C. Osman 25' 3PT  (8 PTS) (C. LeVert 4 AST),"[1626224, 1627747]",1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Right Center,25.4,Made,,8.0,C. LeVert,1627747.0,4.0,,,,,,,,,,,,,
224,PT07M54.00S,2023-03-14T23:48:34.6Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,31,42,2023-03-14T23:48:34Z,2180000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT07M37.00S,2023-03-14T23:51:46.7Z,2,REGULAR,2pt,Jump Shot,[],1631121,90.09526938239159,73.2843137254902,1610612766,33,42,2023-03-14T23:51:57Z,2190000,False,116.0,41.0,1,right,B. McGowens 12' pullup Jump Shot (2 PTS) (G. Hayward 1 AST),"[1631121, 202330]",1610612766.0,CHA,pullup,,,McGowens,B. McGowens,,,,,Mid-Range,8-16 Right,12.33,Made,,2.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,
229,PT07M18.00S,2023-03-14T23:52:06.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630596,8.623521681997373,59.31372549019608,1610612739,33,42,2023-03-14T23:52:14Z,2200000,False,-47.0,29.0,1,left,MISS E. Mobley Layup - blocked,"[1630596, 1630539]",1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,Jones,1630539.0,,,,,,,,,,,
230,PT07M18.00S,2023-03-14T23:52:06.4Z,2,REGULAR,block,,[],1630539,,,1610612739,33,42,2023-03-14T23:52:09Z,2210000,False,,,0,,K. Jones BLOCK (1 BLK),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
231,PT07M13.00S,2023-03-14T23:52:11.4Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612766,33,42,2023-03-15T00:23:16Z,2220000,False,,,0,,K. Jones REBOUND (Off:1 Def:2),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,In The Paint (Non-RA),0-8 Center,,,229.0,,,,,,,3.0,2.0,1.0,,,,,,,,
232,PT07M11.00S,2023-03-14T23:52:12.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1626179,93.9060446780552,53.92156862745098,1610612766,35,42,2023-03-14T23:52:20Z,2230000,False,20.0,5.0,1,right,T. Rozier running Layup (6 PTS),[1626179],1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,2.02,Made,,6.0,,,,,,,,,,,,,,,,
234,PT07M03.00S,2023-03-14T23:52:23.9Z,2,REGULAR,2pt,DUNK,['pointsinthepaint'],1627747,5.863994743758213,50.49019607843137,1610612739,35,44,2023-03-15T00:24:18Z,2250000,False,-2.0,3.0,1,left,C. LeVert driving DUNK (13 PTS),[1627747],1610612739.0,CLE,driving,,,LeVert,C. LeVert,,,,,Restricted Area,0-8 Center,0.36,Made,,13.0,,,,,,,,,,,,,,,,
235,PT07M03.00S,2023-03-14T23:52:30.7Z,2,REGULAR,foul,personal,['1freethrow'],1630539,,,1610612739,35,44,2023-03-14T23:52:37Z,2260000,False,,,0,,K. Jones shooting personal FOUL (2 PF) (LeVert 1 FT),"[1630539, 1627747]",1610612766.0,CHA,shooting,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,2.0,0.0,LeVert,1627747.0,,,
237,PT07M03.00S,2023-03-14T23:52:38.0Z,2,REGULAR,substitution,out,[],201937,,,1610612739,35,44,2023-03-14T23:53:34Z,2280000,False,,,0,,SUB out: R. Rubio,[201937],1610612739.0,CLE,,,,Rubio,R. Rubio,,,,,,,,,,,,,,,,,,,,,,,,,,
238,PT07M03.00S,2023-03-14T23:52:38.0Z,2,REGULAR,substitution,in,[],1629636,,,1610612739,35,44,2023-03-14T23:53:34Z,2290000,False,,,0,,SUB in: D. Garland,[1629636],1610612739.0,CLE,,,,Garland,D. Garland,,,,,,,,,,,,,,,,,,,,,,,,,,
239,PT07M03.00S,2023-03-14T23:52:53.1Z,2,REGULAR,freethrow,1 of 1,[],1627747,,,1610612739,35,45,2023-03-14T23:52:53Z,2300000,False,,,0,,C. LeVert Free Throw 1 of 1 (14 PTS),[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,Made,,14.0,,,,,,,,,,,,,,,,
240,PT06M48.00S,2023-03-14T23:53:09.5Z,2,REGULAR,3pt,Jump Shot,[],1626179,73.01248357424441,15.686274509803921,1610612766,38,45,2023-03-14T23:53:14Z,2310000,False,-172.0,201.0,1,right,T. Rozier 26' 3PT pullup (9 PTS),[1626179],1610612766.0,CHA,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.44,Made,,9.0,,,,,,,,,,,,,,,,
241,PT06M26.00S,2023-03-14T23:53:31.8Z,2,REGULAR,3pt,Jump Shot,[],1626224,38.58409986859396,34.55882352941176,1610612739,38,45,2023-03-14T23:53:36Z,2320000,False,77.0,310.0,1,left,MISS C. Osman 31' 3PT,[1626224],1610612739.0,CLE,,,,Osman,C. Osman,,,,,Above the Break 3,24+ Center,31.97,Missed,,,,,,,,,,,,,,,,,,
242,PT06M23.00S,2023-03-14T23:53:34.8Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612766,38,45,2023-03-14T23:53:36Z,2330000,False,,,0,,K. Jones REBOUND (Off:1 Def:3),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Above the Break 3,24+ Center,,,241.0,,,,,,,4.0,3.0,1.0,,,,,,,,
243,PT06M19.00S,2023-03-14T23:53:48.5Z,2,REGULAR,turnover,lost ball,[],1628372,,,1610612766,38,45,2023-03-15T00:39:21Z,2340000,False,,,0,,D. Smith Jr. lost ball TURNOVER (2 TO),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,,,2.0,,
244,PT06M19.00S,2023-03-14T23:53:58.4Z,2,REGULAR,foul,personal,[],1630539,,,1610612739,38,45,2023-03-15T00:39:32Z,2350000,False,,,0,,K. Jones loose ball personal FOUL (3 PF),"[1630539, 1630171]",1610612766.0,CHA,loose ball,,,Jones,K. Jones,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,200832.0,3.0,0.0,Okoro,1630171.0,,,
246,PT06M19.00S,2023-03-14T23:54:14.2Z,2,REGULAR,substitution,out,[],1630539,,,1610612739,38,45,2023-03-14T23:54:17Z,2370000,False,,,0,,SUB out: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M19.00S,2023-03-14T23:54:14.2Z,2,REGULAR,substitution,in,[],1630208,,,1610612739,38,45,2023-03-14T23:54:17Z,2380000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M00.00S,2023-03-14T23:54:25.7Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],1627747,28.728646517739815,75.73529411764706,1610612739,38,45,2023-03-14T23:54:31Z,2390000,False,-129.0,218.0,1,left,MISS C. LeVert 25' 3PT,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,Above the Break 3,24+ Left Center,25.27,Missed,,,,,,,,,,,,,,,,,,
249,PT06M00.00S,2023-03-14T23:54:25.7Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,38,45,2023-03-14T23:54:31Z,2400000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,248.0,,,,,,,,,,,,,,,,,
251,PT05M48.00S,2023-03-14T23:54:42.9Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,87.20433639947439,46.07843137254902,1610612766,40,45,2023-03-14T23:54:46Z,2420000,False,-20.0,68.0,1,right,T. Rozier 7' driving floating Jump Shot (11 PTS),[1626179],1610612766.0,CHA,driving floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,7.06,Made,,11.0,,,,,,,,,,,,,,,,
252,PT05M36.00S,2023-03-14T23:55:04.9Z,2,REGULAR,foul,personal,['2freethrow'],1630208,,,1610612739,40,45,2023-03-14T23:55:18Z,2430000,False,,,0,,N. Richards shooting personal FOUL (1 PF) (Mobley 2 FT),"[1630208, 1630596]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1155.0,1.0,0.0,Mobley,1630596.0,,,
254,PT05M36.00S,2023-03-14T23:55:26.8Z,2,REGULAR,freethrow,1 of 2,[],1630596,,,1610612739,40,46,2023-03-14T23:55:26Z,2450000,False,,,0,,E. Mobley Free Throw 1 of 2 (3 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,3.0,,,,,,,,,,,,,,,,
256,PT05M36.00S,2023-03-14T23:55:28.5Z,2,REGULAR,substitution,out,[],1628372,,,1610612739,40,46,2023-03-14T23:55:36Z,2460000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M36.00S,2023-03-14T23:55:28.5Z,2,REGULAR,substitution,out,[],1627747,,,1610612739,40,46,2023-03-14T23:55:36Z,2470000,False,,,0,,SUB out: C. LeVert,[1627747],1610612739.0,CLE,,,,LeVert,C. LeVert,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M36.00S,2023-03-14T23:55:28.5Z,2,REGULAR,substitution,in,[],1629023,,,1610612739,40,46,2023-03-14T23:55:36Z,2480000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT05M36.00S,2023-03-14T23:55:28.5Z,2,REGULAR,substitution,in,[],1630205,,,1610612739,40,46,2023-03-14T23:55:36Z,2490000,False,,,0,,SUB in: L. Stevens,[1630205],1610612739.0,CLE,,,,Stevens,L. Stevens,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M36.00S,2023-03-14T23:55:43.5Z,2,REGULAR,freethrow,2 of 2,[],1630596,,,1610612739,40,47,2023-03-14T23:55:43Z,2500000,False,,,0,,E. Mobley Free Throw 2 of 2 (4 PTS),[1630596],1610612739.0,CLE,,,,Mobley,E. Mobley,,,,,,,,Made,,4.0,,,,,,,,,,,,,,,,
