actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-14T00:10:57.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-14T00:10:57Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2023-02-14T00:10:59.2Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612766,0,0,2023-02-14T00:10:59Z,40000,False,,,0,,Jump Ball M. Williams vs. C. Capela: Tip to P. Washington,"[1629023, 1631109, 203991]",1610612766.0,CHA,startperiod,P. Washington,1629023.0,Washington,P. Washington,Williams,1631109.0,Capela,203991.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M46.00S,2023-02-14T00:11:10.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629023,92.32917214191852,52.69607843137255,1610612766,2,0,2023-02-14T00:11:15Z,70000,False,13.0,20.0,1,right,P. Washington cutting Layup (2 PTS) (L. Ball 1 AST),"[1629023, 1630163]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,2.38,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
9,PT11M32.00S,2023-02-14T00:11:26.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203991,6.521024967148489,54.65686274509803,1610612737,2,0,2023-02-14T00:16:34Z,90000,False,-23.0,9.0,1,left,MISS C. Capela cutting finger roll Layup,[203991],1610612737.0,ATL,cutting finger roll,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,2.49,Missed,,,,,,,,,,,,,,,,,,
10,PT11M31.00S,2023-02-14T00:11:27.9Z,1,REGULAR,rebound,offensive,[],203991,,,1610612737,2,0,2023-02-14T00:20:57Z,100000,False,,,0,,C. Capela REBOUND (Off:1 Def:0),[203991],1610612737.0,ATL,,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
66,PT11M31.00S,2023-02-14T00:11:29.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",203991,5.995400788436268,50.73529411764706,1610612737,2,0,2023-02-14T00:20:51Z,105000,False,-4.0,4.0,1,left,MISS C. Capela tip Layup,[203991],1610612737.0,ATL,tip,,,Capela,C. Capela,,,,,Restricted Area,0-8 Center,0.54,Missed,,,,,,,,,,,,,,,,,,
67,PT11M31.00S,2023-02-14T00:11:29.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,2,0,2023-02-14T00:20:46Z,107500,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,66.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M25.00S,2023-02-14T00:11:32.9Z,1,REGULAR,2pt,DUNK,"['fastbreak', 'pointsinthepaint']",1631109,93.77463863337714,51.470588235294116,1610612766,4,0,2023-02-14T00:18:05Z,110000,False,7.0,6.0,1,right,M. Williams running DUNK (2 PTS) (L. Ball 2 AST),"[1631109, 1630163]",1610612766.0,CHA,running,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.95,Made,2.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,
13,PT11M09.00S,2023-02-14T00:11:48.0Z,1,REGULAR,3pt,Jump Shot,[],1630180,10.463206307490145,3.9215686274509802,1610612737,4,0,2023-02-14T00:11:52Z,130000,False,230.0,46.0,1,left,MISS S. Bey 3PT,[1630180],1610612737.0,ATL,,,,Bey,S. Bey,,,,,Right Corner 3,24+ Right,23.49,Missed,,,,,,,,,,,,,,,,,,
14,PT11M06.00S,2023-02-14T00:11:51.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,4,0,2023-02-14T00:11:52Z,140000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Right Corner 3,24+ Right,,,,,,,13.0,2.0,2.0,0.0,,,,,,,,,,
