actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
15,PT10M59.00S,2023-01-27T00:40:55.2Z,1,REGULAR,2pt,Jump Shot,[],201942,80.50262812089356,25.0,1610612741,0,4,2023-01-27T00:42:04Z,150000,False,-125.0,131.0,1,right,D. DeRozan 18' pullup Jump Shot (2 PTS),[201942],1610612741.0,CHI,pullup,,,DeRozan,D. DeRozan,,,,,Mid-Range,16-24 Left Center,18.09,Made,2.0,,,,,,,,,,,,,,,,,
16,PT10M45.00S,2023-01-27T00:41:09.1Z,1,REGULAR,3pt,Jump Shot,[],1626179,23.340998685939553,88.23529411764706,1610612766,3,4,2023-01-27T00:41:14Z,160000,False,-191.0,167.0,1,left,T. Rozier 25' 3PT  (3 PTS) (P. Washington 1 AST),"[1626179, 1629023]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.38,Made,3.0,,,,,,,P. Washington,1629023.0,1.0,,,,,,,,
18,PT10M26.00S,2023-01-27T00:41:27.5Z,1,REGULAR,3pt,Jump Shot,[],202696,68.54467805519053,70.58823529411765,1610612741,3,4,2023-01-27T00:41:33Z,180000,False,103.0,243.0,1,right,MISS N. Vucevic 26' 3PT,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Above the Break 3,24+ Right Center,26.41,Missed,,,,,,,,,,,,,,,,,,
19,PT10M22.00S,2023-01-27T00:41:31.5Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,3,4,2023-01-27T00:41:33Z,190000,False,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,,,
20,PT10M17.00S,2023-01-27T00:41:37.2Z,1,REGULAR,3pt,Jump Shot,[],1629023,5.732588699080158,96.56862745098039,1610612766,3,4,2023-01-27T00:41:46Z,200000,False,-233.0,1.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.28,Missed,,,,,,,,,,,,,,,,,,
21,PT10M13.00S,2023-01-27T00:41:41.2Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,3,4,2023-01-27T00:41:46Z,210000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:1),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,,,,20.0,1.0,1.0,0.0,,,,,,,,,,,
22,PT10M07.00S,2023-01-27T00:41:46.6Z,1,REGULAR,2pt,Jump Shot,[],203897,75.1149802890933,51.225490196078425,1610612741,3,6,2023-01-27T00:43:12Z,220000,False,6.0,181.0,1,right,Z. LaVine 18' pullup Jump Shot (2 PTS),[203897],1610612741.0,CHI,pullup,,,LaVine,Z. LaVine,,,,,Mid-Range,16-24 Center,18.15,Made,2.0,,,,,,,,,,,,,,,,,
23,PT09M52.00S,2023-01-27T00:42:02.4Z,1,REGULAR,3pt,Jump Shot,[],202330,3.3672798948751645,3.6764705882352944,1610612766,3,6,2023-01-27T00:42:08Z,230000,False,232.0,-21.0,1,left,MISS G. Hayward 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Right Corner 3,24+ Right,23.25,Missed,,,,,,,,,,,,,,,,,,
24,PT09M49.00S,2023-01-27T00:42:05.4Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,3,6,2023-01-27T00:42:08Z,240000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,Right Corner 3,24+ Right,,,,,,23.0,2.0,2.0,0.0,,,,,,,,,,,
25,PT09M36.00S,2023-01-27T00:42:18.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.62089356110381,36.27450980392157,1610612741,3,8,2023-01-27T00:44:12Z,250000,False,-69.0,36.0,1,right,N. Vucevic 7' turnaround Hook (2 PTS) (D. DeRozan 1 AST),"[202696, 201942]",1610612741.0,CHI,turnaround,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.73,Made,2.0,,,,,,,D. DeRozan,201942.0,1.0,,,,,,,,
26,PT09M20.00S,2023-01-27T00:42:34.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,4.5499342969776615,96.32352941176471,1610612766,6,8,2023-01-27T00:42:39Z,260000,False,-232.0,-10.0,1,left,P. Washington 3PT  (3 PTS) (G. Hayward 1 AST),"[1629023, 202330]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.18,Made,3.0,,,,,,,G. Hayward,202330.0,1.0,,,,,,,,
28,PT09M01.00S,2023-01-27T00:42:54.8Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612741,6,8,2023-01-27T00:43:06Z,280000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Vucevic 2 FT),"[1629023, 202696]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Vucevic,202696.0,,,
30,PT09M01.00S,2023-01-27T00:43:19.3Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,6,9,2023-01-27T00:43:19Z,300000,False,,,0,,N. Vucevic Free Throw 1 of 2 (3 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
31,PT09M01.00S,2023-01-27T00:43:34.1Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,6,10,2023-01-27T00:43:34Z,310000,False,,,0,,N. Vucevic Free Throw 2 of 2 (4 PTS),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
32,PT08M49.00S,2023-01-27T00:43:47.1Z,1,REGULAR,3pt,Jump Shot,[],1626179,16.90210249671485,4.166666666666666,1610612766,9,10,2023-01-27T00:43:52Z,320000,False,229.0,106.0,1,left,T. Rozier 25' 3PT  (6 PTS) (P. Washington 2 AST),"[1626179, 1629023]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,25.27,Made,6.0,,,,,,,P. Washington,1629023.0,2.0,,,,,,,,
34,PT08M38.00S,2023-01-27T00:43:58.3Z,1,REGULAR,turnover,bad pass,[],1630245,,,1610612741,9,10,2023-01-27T00:44:05Z,340000,False,,,0,,A. Dosunmu bad pass TURNOVER (1 TO),"[1630245, 202330]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,1.0,Hayward,202330.0
35,PT08M38.00S,2023-01-27T00:43:58.3Z,1,REGULAR,steal,,[],202330,,,1610612766,9,10,2023-01-27T00:46:10Z,350000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,,,,,,,,,,,,
36,PT08M32.00S,2023-01-27T00:44:05.3Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630163,30.962549277266753,70.58823529411765,1610612766,12,10,2023-01-27T00:46:37Z,360000,False,-103.0,239.0,1,left,L. Ball 25' 3PT running pullup (3 PTS),[1630163],1610612766.0,CHA,running pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,25.98,Made,3.0,,,,,,,,,,,,,,,,,
37,PT08M10.00S,2023-01-27T00:44:26.0Z,1,REGULAR,3pt,Jump Shot,[],1630172,87.46714848883047,2.2058823529411766,1610612741,12,10,2023-01-27T00:44:35Z,370000,False,-239.0,65.0,1,right,MISS P. Williams 24' step back 3PT,[1630172],1610612741.0,CHI,step back,,,Williams,P. Williams,,,,,Left Corner 3,24+ Left,24.78,Missed,,,,,,,,,,,,,,,,,,
38,PT08M07.00S,2023-01-27T00:44:29.0Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,12,10,2023-01-27T00:44:35Z,380000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,,,37.0,1.0,1.0,0.0,,,,,,,,,,,
39,PT07M58.00S,2023-01-27T00:44:38.3Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1626179,11.383048620236531,48.77450980392157,1610612766,14,10,2023-01-27T00:44:46Z,390000,False,6.0,55.0,1,left,T. Rozier turnaround Hook (8 PTS),[1626179],1610612766.0,CHA,turnaround,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,5.48,Made,8.0,,,,,,,,,,,,,,,,,
40,PT07M40.00S,2023-01-27T00:44:56.5Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],202696,90.88370565045992,36.76470588235294,1610612741,14,10,2023-01-27T00:45:00Z,400000,False,-66.0,33.0,1,right,MISS N. Vucevic 7' Hook,[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,In The Paint (Non-RA),0-8 Center,7.41,Missed,,,,,,,,,,,,,,,,,,
41,PT07M38.00S,2023-01-27T00:44:58.5Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,14,10,2023-01-27T00:45:00Z,410000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,40.0,1.0,1.0,0.0,,,,,,,,,,,
42,PT07M34.00S,2023-01-27T00:45:02.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,5.206964520367937,50.73529411764706,1610612766,16,10,2023-01-27T00:45:12Z,420000,False,-4.0,-4.0,1,left,M. Plumlee cutting DUNK (2 PTS),[203486],1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,0.52,Made,2.0,,,,,,,,,,,,,,,,,
44,PT07M33.00S,2023-01-27T00:45:08.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612741,16,10,2023-01-27T00:45:08Z,440000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,PT07M20.00S,2023-01-27T00:48:15.4Z,1,REGULAR,turnover,out-of-bounds,[],201942,,,1610612741,16,10,2023-01-27T00:48:28Z,450000,False,,,0,,D. DeRozan bad pass out-of-bounds TURNOVER (1 TO),[201942],1610612741.0,CHI,bad pass,,,DeRozan,D. DeRozan,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,1146.0,,,,,1.0,,
47,PT07M04.00S,2023-01-27T00:48:37.7Z,1,REGULAR,turnover,bad pass,[],1630163,,,1610612766,16,10,2023-01-27T00:48:44Z,460000,False,,,0,,L. Ball bad pass TURNOVER (1 TO),"[1630163, 203897]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,1.0,LaVine,203897.0
48,PT07M04.00S,2023-01-27T00:48:37.7Z,1,REGULAR,steal,,[],203897,,,1610612741,16,10,2023-01-27T00:48:40Z,470000,False,,,0,,Z. LaVine STEAL (1 STL),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
49,PT07M00.00S,2023-01-27T00:48:41.7Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",203897,92.06636005256242,50.49019607843137,1610612741,16,10,2023-01-27T00:49:36Z,480000,False,2.0,22.0,1,right,MISS Z. LaVine running Layup - blocked,"[203897, 202330]",1610612741.0,CHI,running,,,LaVine,Z. LaVine,,,,,Restricted Area,0-8 Center,2.22,Missed,,Hayward,202330.0,,,,,,,,,,,,,,,
50,PT07M00.00S,2023-01-27T00:48:41.7Z,1,REGULAR,block,,[],202330,,,1610612741,16,10,2023-01-27T00:48:45Z,490000,False,,,0,,G. Hayward BLOCK (1 BLK),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
51,PT06M55.00S,2023-01-27T00:48:46.7Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,16,10,2023-01-27T00:48:51Z,500000,False,,,0,,T. Rozier REBOUND (Off:0 Def:2),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,49.0,2.0,2.0,0.0,,,,,,,,,,,
52,PT06M54.00S,2023-01-27T00:48:49.5Z,1,REGULAR,foul,personal,['2freethrow'],201942,,,1610612766,16,10,2023-01-27T00:49:11Z,510000,False,,,0,,D. DeRozan shooting personal FOUL (1 PF) (Rozier 2 FT),"[201942, 1626179]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,202035.0,1.0,0.0,Rozier,1626179.0,,,
54,PT06M54.00S,2023-01-27T00:49:26.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626179,,,1610612766,17,10,2023-01-27T00:49:58Z,530000,False,,,0,,T. Rozier Free Throw 1 of 2 (9 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
55,PT06M54.00S,2023-01-27T00:49:26.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626179,,,1610612766,17,10,2023-01-27T00:49:58Z,540000,False,,,0,,MISS T. Rozier Free Throw 2 of 2,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
56,PT06M51.00S,2023-01-27T00:49:29.2Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,17,10,2023-01-27T00:49:58Z,550000,False,,,0,,N. Vucevic REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vucevic,N. Vucevic,,,,,,,,,,,,55.0,3.0,3.0,0.0,,,,,,,,,,,
57,PT06M46.00S,2023-01-27T00:49:53.1Z,1,REGULAR,foul,personal,[],1629023,,,1610612741,17,10,2023-01-27T00:49:58Z,560000,False,,,0,,P. Washington personal FOUL (2 PF),"[1629023, 201942]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,202035.0,2.0,0.0,DeRozan,201942.0,,,
59,PT06M37.00S,2023-01-27T00:50:28.8Z,1,REGULAR,foul,personal,['2freethrow'],1630163,,,1610612741,17,10,2023-01-27T00:50:39Z,580000,False,,,0,,L. Ball shooting personal FOUL (1 PF) (Dosunmu 2 FT),"[1630163, 1630245]",1610612766.0,CHA,shooting,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,1.0,0.0,Dosunmu,1630245.0,,,
61,PT06M37.00S,2023-01-27T00:50:50.2Z,1,REGULAR,freethrow,1 of 2,[],1630245,,,1610612741,17,10,2023-01-27T00:50:50Z,600000,False,,,0,,MISS A. Dosunmu Free Throw 1 of 2,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
62,PT06M37.00S,2023-01-27T00:50:50.2Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612741,17,10,2023-01-27T00:50:50Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,61.0,,,,,,,,,,,,,,
63,PT06M37.00S,2023-01-27T00:51:00.8Z,1,REGULAR,freethrow,2 of 2,[],1630245,,,1610612741,17,11,2023-01-27T00:51:00Z,620000,False,,,0,,A. Dosunmu Free Throw 2 of 2 (3 PTS),[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
64,PT06M18.00S,2023-01-27T00:51:21.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,4.5499342969776615,97.05882352941177,1610612766,17,11,2023-01-27T00:51:27Z,630000,False,-235.0,-10.0,1,left,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.55,Missed,,,,,,,,,,,,,,,,,,
65,PT06M13.00S,2023-01-27T00:51:26.6Z,1,REGULAR,rebound,defensive,[],203897,,,1610612741,17,11,2023-01-27T00:56:27Z,640000,False,,,0,,Z. LaVine REBOUND (Off:0 Def:2),[203897],1610612741.0,CHI,,,,LaVine,Z. LaVine,,,,,Left Corner 3,24+ Left,,,,,,64.0,2.0,2.0,0.0,,,,,,,,,,,
66,PT06M08.00S,2023-01-27T00:51:30.6Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",201942,93.77463863337714,52.69607843137255,1610612741,17,13,2023-01-27T00:52:43Z,650000,False,13.0,6.0,1,right,D. DeRozan running Layup (4 PTS),[201942],1610612741.0,CHI,running,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,1.48,Made,4.0,,,,,,,,,,,,,,,,,
68,PT05M56.00S,2023-01-27T00:51:43.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,8.229303547963205,49.01960784313725,1610612766,19,13,2023-01-27T00:53:33Z,670000,False,5.0,25.0,1,left,M. Plumlee cutting Layup (4 PTS) (G. Hayward 2 AST),"[203486, 202330]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,2.54,Made,4.0,,,,,,,G. Hayward,202330.0,2.0,,,,,,,,
70,PT05M45.00S,2023-01-27T00:51:54.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630245,93.64323258869908,53.431372549019606,1610612741,19,15,2023-01-27T00:52:06Z,690000,False,17.0,7.0,1,right,A. Dosunmu Layup (5 PTS) (N. Vucevic 1 AST),"[1630245, 202696]",1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,Restricted Area,0-8 Center,1.87,Made,5.0,,,,,,,N. Vucevic,202696.0,1.0,,,,,,,,
72,PT05M29.00S,2023-01-27T00:52:10.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,12.565703022339028,51.225490196078425,1610612766,21,15,2023-01-27T01:07:06Z,710000,False,-6.0,66.0,1,left,P. Washington 6' driving floating Jump Shot (5 PTS) (L. Ball 1 AST),"[1629023, 1630163]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,6.59,Made,5.0,,,,,,,L. Ball,1630163.0,1.0,,,,,,,,
73,PT05M20.00S,2023-01-27T00:52:18.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630172,91.80354796320631,51.225490196078425,1610612741,21,17,2023-01-27T00:54:31Z,720000,False,6.0,25.0,1,right,P. Williams driving Layup (2 PTS),[1630172],1610612741.0,CHI,driving,,,Williams,P. Williams,,,,,Restricted Area,0-8 Center,2.52,Made,2.0,,,,,,,,,,,,,,,,,
74,PT05M12.00S,2023-01-27T00:52:27.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202330,7.703679369250986,49.50980392156863,1610612766,23,17,2023-01-27T00:54:50Z,730000,False,2.0,20.0,1,left,G. Hayward cutting Layup (2 PTS) (L. Ball 2 AST),"[202330, 1630163]",1610612766.0,CHA,cutting,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,2.01,Made,2.0,,,,,,,L. Ball,1630163.0,2.0,,,,,,,,
76,PT05M12.00S,2023-01-27T00:52:29.5Z,1,REGULAR,foul,personal,['1freethrow'],201942,,,1610612766,23,17,2023-01-27T00:52:42Z,750000,False,,,0,,D. DeRozan shooting personal FOUL (2 PF) (Hayward 1 FT),"[201942, 202330]",1610612741.0,CHI,shooting,,,DeRozan,D. DeRozan,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,1627962.0,2.0,0.0,Hayward,202330.0,,,
78,PT05M12.00S,2023-01-27T00:52:43.7Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,23,17,2023-01-27T00:52:57Z,770000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
79,PT05M12.00S,2023-01-27T00:52:43.7Z,1,REGULAR,substitution,out,[],201942,,,1610612766,23,17,2023-01-27T00:52:57Z,780000,False,,,0,,SUB out: D. DeRozan,[201942],1610612741.0,CHI,,,,DeRozan,D. DeRozan,,,,,,,,,,,,,,,,,,,,,,,,,,
80,PT05M12.00S,2023-01-27T00:52:43.7Z,1,REGULAR,substitution,out,[],1630245,,,1610612766,23,17,2023-01-27T00:52:57Z,790000,False,,,0,,SUB out: A. Dosunmu,[1630245],1610612741.0,CHI,,,,Dosunmu,A. Dosunmu,,,,,,,,,,,,,,,,,,,,,,,,,,
81,PT05M12.00S,2023-01-27T00:52:43.7Z,1,REGULAR,substitution,in,[],1630550,,,1610612766,23,17,2023-01-27T00:52:57Z,800000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
82,PT05M12.00S,2023-01-27T00:52:43.7Z,1,REGULAR,substitution,in,[],1627936,,,1610612766,23,17,2023-01-27T00:52:57Z,810000,False,,,0,,SUB in: A. Caruso,[1627936],1610612741.0,CHI,,,,Caruso,A. Caruso,,,,,,,,,,,,,,,,,,,,,,,,,,
83,PT05M12.00S,2023-01-27T00:52:43.7Z,1,REGULAR,substitution,in,[],1629632,,,1610612766,23,17,2023-01-27T00:52:57Z,820000,False,,,0,,SUB in: C. White,[1629632],1610612741.0,CHI,,,,White,C. White,,,,,,,,,,,,,,,,,,,,,,,,,,
84,PT05M12.00S,2023-01-27T00:53:00.7Z,1,REGULAR,freethrow,1 of 1,[],202330,,,1610612766,24,17,2023-01-27T00:53:00Z,830000,False,,,0,,G. Hayward Free Throw 1 of 1 (3 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
