actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
85,PT05M43.00S,2022-11-17T00:23:50.7Z,1,REGULAR,block,,[],1630543,,,1610612766,13,15,2022-11-17T00:23:54Z,860000,False,,,0,,I. Jackson BLOCK (1 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
86,PT05M43.00S,2022-11-17T00:23:50.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,13,15,2022-11-17T00:25:04Z,865000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,84.0,,,,,,,,,,,,,,,,,
87,PT05M43.00S,2022-11-17T00:23:57.5Z,1,REGULAR,turnover,shot clock,['team'],0,,,1610612766,13,15,2022-11-17T00:24:04Z,870000,False,,,0,,CHA shot clock Team TURNOVER,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2882.0,,,,,,,,,,,,
88,PT05M43.00S,2022-11-17T00:24:00.4Z,1,REGULAR,substitution,out,[],1630163,,,1610612754,13,15,2022-11-17T00:24:05Z,880000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
89,PT05M43.00S,2022-11-17T00:24:00.4Z,1,REGULAR,substitution,out,[],1629023,,,1610612754,13,15,2022-11-17T00:24:05Z,890000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
90,PT05M43.00S,2022-11-17T00:24:00.4Z,1,REGULAR,substitution,in,[],1630177,,,1610612754,13,15,2022-11-17T00:24:05Z,900000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT05M43.00S,2022-11-17T00:24:00.4Z,1,REGULAR,substitution,in,[],1629667,,,1610612754,13,15,2022-11-17T00:24:05Z,910000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT05M30.00S,2022-11-17T00:24:27.4Z,1,REGULAR,foul,personal,['2freethrow'],1629667,,,1610612754,13,15,2022-11-17T00:24:44Z,950000,False,,,0,,J. McDaniels shooting personal FOUL (1 PF) (Jackson 2 FT),"[1629667, 1630543]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,,,,,,1.0,0.0,Jackson,1630543.0,,
94,PT05M30.00S,2022-11-17T00:24:54.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630543,,,1610612754,13,15,2022-11-17T00:25:04Z,970000,False,,,0,,MISS I. Jackson Free Throw 1 of 2,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
95,PT05M30.00S,2022-11-17T00:24:54.8Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612754,13,15,2022-11-17T00:24:54Z,980000,False,,,0,,TEAM offensive REBOUND,[],1610612754.0,IND,,,,,,,,,,,,,,94.0,,,,,,,,,,,,,,,,,
96,PT05M30.00S,2022-11-17T00:25:15.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630543,,,1610612754,13,16,2022-11-17T00:25:15Z,990000,False,,,0,,I. Jackson Free Throw 2 of 2 (1 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
97,PT05M15.00S,2022-11-17T00:25:33.1Z,1,REGULAR,3pt,Jump Shot,[],1626162,73.01248357424441,81.86274509803921,1610612766,13,16,2022-11-17T00:25:38Z,1000000,False,159.0,201.0,1,right,MISS K. Oubre Jr. 25' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.66,Missed,,,,,,,,,,,,,,,,,,
98,PT05M12.00S,2022-11-17T00:25:36.1Z,1,REGULAR,rebound,defensive,[],1630188,,,1610612754,13,16,2022-11-17T00:25:38Z,1010000,False,,,0,,J. Smith REBOUND (Off:0 Def:3),[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,Above the Break 3,24+ Right Center,,,97.0,3.0,3.0,0.0,,,,,,,,,,,,,,
99,PT05M06.00S,2022-11-17T00:25:43.4Z,1,REGULAR,turnover,out-of-bounds,[],1630188,,,1610612754,13,16,2022-11-17T00:25:50Z,1020000,False,,,0,,J. Smith bad pass out-of-bounds TURNOVER (1 TO),[1630188],1610612754.0,IND,bad pass,,,Smith,J. Smith,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1151.0,1.0,,,,,,,,,,,
100,PT04M52.00S,2022-11-17T00:26:02.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,87.59855453350855,96.07843137254902,1610612766,13,16,2022-11-17T00:26:10Z,1030000,False,230.0,64.0,1,right,MISS J. McDaniels 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Right Corner 3,24+ Right,23.92,Missed,,,,,,,,,,,,,,,,,,
101,PT04M45.00S,2022-11-17T00:26:09.4Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612766,13,16,2022-11-17T00:26:10Z,1040000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,100.0,3.0,1.0,2.0,,,,,,,,,,,,,,
102,PT04M45.00S,2022-11-17T00:26:09.2Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1626162,94.40999984741211,50.0,1610612766,15,16,2022-11-17T00:26:09Z,1050000,False,0.0,0.0,1,right,K. Oubre Jr. putback DUNK (2 PTS),[1626162],1610612766.0,CHA,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,2.0,,,,,,,,,,,,,
103,PT04M37.00S,2022-11-17T00:26:17.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630169,6.783837056504599,44.6078431372549,1610612754,15,18,2022-11-17T00:26:23Z,1060000,False,27.0,11.0,1,left,T. Haliburton driving Layup (7 PTS),[1630169],1610612754.0,IND,driving,,,Haliburton,T. Haliburton,,,,,Restricted Area,0-8 Center,2.93,Made,,,,,7.0,,,,,,,,,,,,,
104,PT04M32.00S,2022-11-17T00:26:31.8Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,15,18,2022-11-17T00:26:31Z,1070000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
105,PT04M32.00S,2022-11-17T00:26:35.2Z,1,REGULAR,substitution,out,[],203486,,,1610612766,15,18,2022-11-17T00:29:14Z,1080000,False,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
106,PT04M32.00S,2022-11-17T00:26:35.2Z,1,REGULAR,substitution,out,[],1627741,,,1610612766,15,18,2022-11-17T00:29:14Z,1090000,False,,,0,,SUB out: B. Hield,[1627741],1610612754.0,IND,,,,Hield,B. Hield,,,,,,,,,,,,,,,,,,,,,,,,,,
107,PT04M32.00S,2022-11-17T00:26:35.2Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,15,18,2022-11-17T00:29:14Z,1100000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
108,PT04M32.00S,2022-11-17T00:26:35.2Z,1,REGULAR,substitution,in,[],1630174,,,1610612766,15,18,2022-11-17T00:29:14Z,1110000,False,,,0,,SUB in: A. Nesmith,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M22.00S,2022-11-17T00:29:28.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626162,94.43166885676742,50.73529411764706,1610612766,17,18,2022-11-17T00:29:33Z,1120000,False,4.0,0.0,1,right,K. Oubre Jr. driving Layup (4 PTS) (T. Rozier 3 AST),"[1626162, 1626179]",1610612766.0,CHA,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.37,Made,,,,,4.0,,,T. Rozier,1626179.0,3.0,,,,,,,,
111,PT04M14.00S,2022-11-17T00:29:37.0Z,1,REGULAR,turnover,bad pass,[],1630169,,,1610612754,17,18,2022-11-17T00:29:43Z,1140000,False,,,0,,T. Haliburton bad pass TURNOVER (2 TO),"[1630169, 1629667]",1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,2.0,,,,McDaniels,1629667.0,,,,,,
112,PT04M14.00S,2022-11-17T00:29:37.0Z,1,REGULAR,steal,,[],1629667,,,1610612766,17,18,2022-11-17T00:29:38Z,1150000,False,,,0,,J. McDaniels STEAL (1 STL),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
113,PT04M08.00S,2022-11-17T00:29:46.6Z,1,REGULAR,foul,personal,['2freethrow'],1630188,,,1610612766,17,18,2022-11-17T00:29:57Z,1160000,False,,,0,,J. Smith shooting personal FOUL (1 PF) (Maledon 2 FT),"[1630188, 1630177]",1610612754.0,IND,shooting,,,Smith,J. Smith,,,,,Restricted Area,0-8 Center,,,,,,,,2882.0,,,,,,,1.0,0.0,Maledon,1630177.0,,
115,PT04M08.00S,2022-11-17T00:30:03.8Z,1,REGULAR,freethrow,1 of 2,['fromturnover'],1630177,,,1610612766,18,18,2022-11-17T00:30:03Z,1180000,False,,,0,,T. Maledon Free Throw 1 of 2 (1 PTS),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
116,PT04M08.00S,2022-11-17T00:30:05.9Z,1,REGULAR,substitution,out,[],1630169,,,1610612766,18,18,2022-11-17T00:30:20Z,1190000,False,,,0,,SUB out: T. Haliburton,[1630169],1610612754.0,IND,,,,Haliburton,T. Haliburton,,,,,,,,,,,,,,,,,,,,,,,,,,
117,PT04M08.00S,2022-11-17T00:30:05.9Z,1,REGULAR,substitution,out,[],1630188,,,1610612766,18,18,2022-11-17T00:30:20Z,1200000,False,,,0,,SUB out: J. Smith,[1630188],1610612754.0,IND,,,,Smith,J. Smith,,,,,,,,,,,,,,,,,,,,,,,,,,
118,PT04M08.00S,2022-11-17T00:30:05.9Z,1,REGULAR,substitution,in,[],204456,,,1610612766,18,18,2022-11-17T00:30:20Z,1210000,False,,,0,,SUB in: T. McConnell,[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,,,,,,,,,,,,,,,,,,,,,,
119,PT04M08.00S,2022-11-17T00:30:05.9Z,1,REGULAR,substitution,in,[],1629052,,,1610612766,18,18,2022-11-17T00:30:20Z,1220000,False,,,0,,SUB in: O. Brissett,[1629052],1610612754.0,IND,,,,Brissett,O. Brissett,,,,,,,,,,,,,,,,,,,,,,,,,,
120,PT04M08.00S,2022-11-17T00:30:30.4Z,1,REGULAR,freethrow,2 of 2,['fromturnover'],1630177,,,1610612766,19,18,2022-11-17T00:30:30Z,1230000,False,,,0,,T. Maledon Free Throw 2 of 2 (2 PTS),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
121,PT03M54.00S,2022-11-17T00:30:45.3Z,1,REGULAR,3pt,Jump Shot,[],1631097,28.86005256241787,74.26470588235294,1610612754,19,18,2022-11-17T00:31:19Z,1240000,False,-121.0,219.0,1,left,MISS B. Mathurin 25' pullup 3PT,[1631097],1610612754.0,IND,pullup,,,Mathurin,B. Mathurin,,,,,Above the Break 3,24+ Left Center,25.02,Missed,,,,,,,,,,,,,,,,,,
122,PT03M51.00S,2022-11-17T00:30:47.6Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,19,18,2022-11-17T00:30:47Z,1250000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,121.0,1.0,1.0,0.0,,,,,,,,,,,,,,
123,PT03M45.00S,2022-11-17T00:30:53.3Z,1,REGULAR,3pt,Jump Shot,[],1626179,89.17542706964521,3.1862745098039214,1610612766,19,18,2022-11-17T00:30:58Z,1260000,False,-234.0,49.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.92,Missed,,,,,,,,,,,,,,,,,,
124,PT03M43.00S,2022-11-17T00:30:55.3Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612754,19,18,2022-11-17T00:30:58Z,1270000,False,,,0,,TEAM defensive REBOUND,[],1610612754.0,IND,,,,,,,,,,Left Corner 3,24+ Left,,,123.0,,,,,,,,,,,,,,,,,
126,PT03M29.00S,2022-11-17T00:31:19.1Z,1,REGULAR,foul,personal,[],1629667,,,1610612754,19,18,2022-11-17T00:31:31Z,1290000,False,,,0,,J. McDaniels personal FOUL (2 PF),"[1629667, 1631097]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,1626300.0,,,,,,,2.0,0.0,Mathurin,1631097.0,,
128,PT03M22.00S,2022-11-17T00:31:49.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],204456,8.360709592641262,45.588235294117645,1610612754,19,20,2022-11-17T00:32:34Z,1310000,False,22.0,26.0,1,left,T. McConnell driving floating bank Jump Shot (2 PTS),[204456],1610612754.0,IND,driving floating bank,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,3.42,Made,,,,,2.0,,,,,,,,,,,,,
129,PT03M09.00S,2022-11-17T00:32:02.2Z,1,REGULAR,2pt,Jump Shot,[],1626162,76.95466491458606,69.6078431372549,1610612766,21,20,2022-11-17T00:32:08Z,1320000,False,98.0,164.0,1,right,K. Oubre Jr. 19' step back Jump Shot (6 PTS) (T. Rozier 4 AST),"[1626162, 1626179]",1610612766.0,CHA,step back,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Right Center,19.11,Made,,,,,6.0,,,T. Rozier,1626179.0,4.0,,,,,,,,
131,PT02M54.00S,2022-11-17T00:32:16.5Z,1,REGULAR,3pt,Jump Shot,[],1629052,32.670827858081466,35.78431372549019,1610612754,21,23,2022-11-17T00:32:28Z,1340000,False,71.0,255.0,1,left,O. Brissett 26' 3PT  (3 PTS) (T. McConnell 1 AST),"[1629052, 204456]",1610612754.0,IND,,,,Brissett,O. Brissett,,,,,Above the Break 3,24+ Center,26.43,Made,,,,,3.0,,,T. McConnell,204456.0,1.0,,,,,,,,
133,PT02M33.00S,2022-11-17T00:32:38.1Z,1,REGULAR,3pt,Jump Shot,[],1626162,66.70499342969777,46.568627450980394,1610612766,21,23,2022-11-17T00:32:43Z,1360000,False,-17.0,260.0,1,right,MISS K. Oubre Jr. 26' 3PT,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
134,PT02M29.00S,2022-11-17T00:32:42.1Z,1,REGULAR,rebound,defensive,[],1630543,,,1610612754,21,23,2022-11-17T00:32:43Z,1370000,False,,,0,,I. Jackson REBOUND (Off:0 Def:1),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Above the Break 3,24+ Center,,,133.0,1.0,1.0,0.0,,,,,,,,,,,,,,
135,PT02M17.00S,2022-11-17T00:32:53.5Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630543,6.783837056504599,49.01960784313725,1610612754,21,25,2022-11-17T00:32:57Z,1380000,False,5.0,11.0,1,left,I. Jackson DUNK (3 PTS),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,1.23,Made,,,,,3.0,,,,,,,,,,,,,
187,PT02M07.00S,2022-11-17T00:33:14.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,83.13074901445466,60.049019607843135,1610612766,21,25,2022-11-17T00:42:52Z,1395000,False,50.0,106.0,1,right,MISS T. Maledon 11' driving Layup - blocked,"[1630177, 204456]",1610612766.0,CHA,driving,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),8-16 Center,11.74,Missed,,,,,,,,,,,,,,,,,McConnell,204456.0
188,PT02M07.00S,2022-11-17T00:33:14.5Z,1,REGULAR,block,,[],204456,,,1610612766,21,25,2022-11-17T00:42:52Z,1397500,False,,,0,,T. McConnell BLOCK (1 BLK),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
189,PT02M07.00S,2022-11-17T00:33:14.5Z,1,REGULAR,rebound,offensive,[],1626162,,,1610612766,21,25,2022-11-17T00:42:52Z,1398750,False,,,0,,K. Oubre Jr. REBOUND (Off:3 Def:1),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,187.0,4.0,1.0,3.0,,,,,,,,,,,,,,
192,PT02M07.00S,2022-11-17T00:33:15.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,93.51182654402102,50.0,1610612766,21,25,2022-11-17T00:43:59Z,1399375,False,0.0,8.0,1,right,MISS K. Oubre Jr. putback Layup - blocked,"[1626162, 1630543]",1610612766.0,CHA,putback,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.85,Missed,,,,,,,,,,,,,,,,,Jackson,1630543.0
193,PT02M07.00S,2022-11-17T00:33:15.2Z,1,REGULAR,block,,[],1630543,,,1610612766,21,25,2022-11-17T00:43:17Z,1399687,False,,,0,,I. Jackson BLOCK (2 BLK),[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
194,PT02M07.00S,2022-11-17T00:33:15.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,21,25,2022-11-17T00:43:17Z,1399843,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,192.0,,,,,,,,,,,,,,,,,
137,PT02M07.00S,2022-11-17T00:33:15.9Z,1,REGULAR,substitution,out,[],1626179,,,1610612766,21,25,2022-11-17T00:33:21Z,1400000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
138,PT02M07.00S,2022-11-17T00:33:15.9Z,1,REGULAR,substitution,out,[],1626162,,,1610612766,21,25,2022-11-17T00:33:21Z,1410000,False,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT02M07.00S,2022-11-17T00:33:15.9Z,1,REGULAR,substitution,in,[],1629023,,,1610612766,21,25,2022-11-17T00:33:21Z,1420000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT02M07.00S,2022-11-17T00:33:15.9Z,1,REGULAR,substitution,in,[],1630163,,,1610612766,21,25,2022-11-17T00:33:21Z,1430000,False,,,0,,SUB in: L. Ball,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,,
141,PT01M58.00S,2022-11-17T00:33:35.9Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630163,94.43166885676742,73.2843137254902,1610612766,23,25,2022-11-17T00:43:17Z,1440000,False,116.0,0.0,1,right,L. Ball 11' driving floating Jump Shot (5 PTS) (P. Washington 2 AST),"[1630163, 1629023]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,Mid-Range,8-16 Right,11.64,Made,,,,,5.0,,,P. Washington,1629023.0,2.0,,,,,,,,
143,PT01M41.00S,2022-11-17T00:33:53.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630174,9.806176084099869,60.049019607843135,1610612754,23,25,2022-11-17T00:34:00Z,1460000,False,-50.0,40.0,1,left,MISS A. Nesmith 6' driving Layup,[1630174],1610612754.0,IND,driving,,,Nesmith,A. Nesmith,,,,,In The Paint (Non-RA),0-8 Center,6.4,Missed,,,,,,,,,,,,,,,,,,
144,PT01M39.00S,2022-11-17T00:33:55.4Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,23,25,2022-11-17T00:34:00Z,1470000,False,,,0,,P. Washington REBOUND (Off:0 Def:2),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,143.0,2.0,2.0,0.0,,,,,,,,,,,,,,
145,PT01M36.00S,2022-11-17T00:33:58.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1629667,92.72339027595268,49.26470588235294,1610612766,25,25,2022-11-17T00:34:04Z,1480000,False,-4.0,16.0,1,right,J. McDaniels running Layup (2 PTS) (P. Washington 3 AST),"[1629667, 1629023]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,1.63,Made,,,,,2.0,,,P. Washington,1629023.0,3.0,,,,,,,,
147,PT01M32.00S,2022-11-17T00:34:07.7Z,1,REGULAR,timeout,full,['team'],0,,,1610612754,25,25,2022-11-17T00:34:07Z,1500000,False,,,0,,IND Timeout,[],1610612754.0,IND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
148,PT01M20.00S,2022-11-17T00:36:04.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,13.354139290407357,43.13725490196079,1610612754,25,25,2022-11-17T00:36:09Z,1510000,False,34.0,73.0,1,left,MISS B. Mathurin 8' turnaround fadeaway Shot,[1631097],1610612754.0,IND,turnaround fadeaway,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,8.07,Missed,,,,,,,,,,,,,,,,,,
149,PT01M18.00S,2022-11-17T00:36:06.9Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,25,25,2022-11-17T00:36:06Z,1520000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,148.0,2.0,2.0,0.0,,,,,,,,,,,,,,
150,PT01M15.00S,2022-11-17T00:36:11.2Z,1,REGULAR,turnover,out-of-bounds,[],1630163,,,1610612766,25,25,2022-11-17T00:36:20Z,1530000,False,,,0,,L. Ball bad pass out-of-bounds TURNOVER (2 TO),[1630163],1610612766.0,CHA,bad pass,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,2882.0,2.0,,,,,,,,,,,
151,PT01M04.00S,2022-11-17T00:36:26.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630543,7.178055190538765,54.41176470588235,1610612754,25,25,2022-11-17T00:36:31Z,1540000,False,-22.0,15.0,1,left,MISS I. Jackson Layup,[1630543],1610612754.0,IND,,,,Jackson,I. Jackson,,,,,Restricted Area,0-8 Center,2.67,Missed,,,,,,,,,,,,,,,,,,
152,PT01M02.00S,2022-11-17T00:36:28.1Z,1,REGULAR,rebound,offensive,[],204456,,,1610612754,25,25,2022-11-17T00:36:28Z,1550000,False,,,0,,T. McConnell REBOUND (Off:1 Def:0),[204456],1610612754.0,IND,,,,McConnell,T. McConnell,,,,,Restricted Area,0-8 Center,,,151.0,1.0,0.0,1.0,,,,,,,,,,,,,,
153,PT00M57.90S,2022-11-17T00:36:32.5Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630174,4.5499342969776615,95.34313725490196,1610612754,25,25,2022-11-17T00:36:38Z,1560000,False,-227.0,-10.0,1,left,MISS A. Nesmith 3PT,[1630174],1610612754.0,IND,,,,Nesmith,A. Nesmith,,,,,Left Corner 3,24+ Left,22.69,Missed,,,,,,,,,,,,,,,,,,
154,PT00M55.70S,2022-11-17T00:36:34.7Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,25,25,2022-11-17T00:36:38Z,1570000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,153.0,3.0,3.0,0.0,,,,,,,,,,,,,,
155,PT00M48.50S,2022-11-17T00:36:44.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.9862023653088,45.09803921568628,1610612766,27,25,2022-11-17T00:41:57Z,1580000,False,-25.0,13.0,1,right,L. Ball driving finger roll Layup (7 PTS),[1630163],1610612766.0,CHA,driving finger roll,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.79,Made,,,,,7.0,,,,,,,,,,,,,
156,PT00M39.30S,2022-11-17T00:36:57.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1631097,14.668199737187912,51.9607843137255,1610612754,27,25,2022-11-17T00:37:20Z,1590000,False,-10.0,85.0,1,left,MISS B. Mathurin 8' Jump Shot - blocked,"[1631097, 1629667]",1610612754.0,IND,,,,Mathurin,B. Mathurin,,,,,In The Paint (Non-RA),8-16 Center,8.6,Missed,,,,,,,,,,,,,,,,,McDaniels,1629667.0
157,PT00M39.30S,2022-11-17T00:36:57.3Z,1,REGULAR,block,,[],1629667,,,1610612754,27,25,2022-11-17T00:37:03Z,1600000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
161,PT00M33.60S,2022-11-17T00:37:03.0Z,1,REGULAR,rebound,defensive,['team'],0,,,1610612766,27,25,2022-11-17T00:37:20Z,1610000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),8-16 Center,,,156.0,,,,,,,,,,,,,,,,,
158,PT00M33.60S,2022-11-17T00:37:19.4Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612766,27,25,2022-11-17T00:37:19Z,1620000,False,,,0,,Jump Ball J. McDaniels vs. B. Mathurin: Tip to P. Washington,"[1629023, 1629667, 1631097]",1610612766.0,CHA,heldball,P. Washington,1629023.0,Washington,P. Washington,McDaniels,1629667.0,Mathurin,1631097.0,,,,,,,,,,,,,,,,,,,,,,
