actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
420,PT06M02.00S,2022-10-22T00:30:09.6Z,3,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612740,67,78,2022-10-22T00:30:26Z,4070000,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Ingram 2 FT),"[1626162, 1627742]",1610612766.0,CHA,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1830.0,2.0,0.0,Ingram,1627742.0
422,PT06M02.00S,2022-10-22T00:30:35.3Z,3,REGULAR,freethrow,1 of 2,[],1627742,,,1610612740,67,79,2022-10-22T00:31:05Z,4090000,,,0,,B. Ingram Free Throw 1 of 2 (15 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,15.0,,,,,,,,,,,,,
423,PT06M02.00S,2022-10-22T00:30:35.3Z,3,REGULAR,freethrow,2 of 2,[],1627742,,,1610612740,67,80,2022-10-22T00:31:05Z,4100000,,,0,,B. Ingram Free Throw 2 of 2 (16 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,16.0,,,,,,,,,,,,,
424,PT05M49.00S,2022-10-22T00:31:06.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202330,93.38042049934296,52.20588235294118,1610612766,69,80,2022-10-22T00:31:10Z,4110000,11.0,10.0,1,right,G. Hayward driving Layup (13 PTS) (T. Rozier 7 AST),"[202330, 1626179]",1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.47,Made,,,,,13.0,T. Rozier,1626179.0,7.0,,,,,,,,,,
426,PT05M37.00S,2022-10-22T00:31:18.8Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,69,80,2022-10-22T00:31:25Z,4130000,,,0,,B. Ingram lost ball TURNOVER (2 TO),"[1627742, 1626162]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,2.0,Oubre Jr.,1626162.0,,,,,
427,PT05M37.00S,2022-10-22T00:31:18.8Z,3,REGULAR,steal,,[],1626162,,,1610612766,69,80,2022-10-22T00:31:55Z,4140000,,,0,,K. Oubre Jr. STEAL (2 STL),[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
428,PT05M33.00S,2022-10-22T00:31:23.6Z,3,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202330,92.9862023653088,51.71568627450981,1610612766,71,80,2022-10-22T00:32:44Z,4150000,9.0,13.0,1,right,G. Hayward running DUNK (15 PTS) (M. Plumlee 4 AST),"[202330, 203486]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.59,Made,,,,,15.0,M. Plumlee,203486.0,4.0,,,,,,,,,,
430,PT05M33.00S,2022-10-22T00:31:41.8Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612740,71,80,2022-10-22T00:31:41Z,4170000,,,0,,NOP Timeout,[],1610612740.0,NOP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
431,PT05M33.00S,2022-10-22T00:31:49.2Z,3,REGULAR,substitution,out,[],1626179,,,1610612740,71,80,2022-10-22T00:34:29Z,4180000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
432,PT05M33.00S,2022-10-22T00:31:49.2Z,3,REGULAR,substitution,in,[],1628372,,,1610612740,71,80,2022-10-22T00:34:29Z,4190000,,,0,,SUB in: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
433,PT05M21.00S,2022-10-22T00:34:42.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",203486,,,1610612740,71,80,2022-10-22T00:34:49Z,4200000,,,0,,M. Plumlee personal FOUL (2 PF) (Valanciunas 2 FT),"[203486, 202685]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Valanciunas,202685.0
435,PT05M21.00S,2022-10-22T00:35:18.1Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,71,81,2022-10-22T00:38:11Z,4220000,,,0,,J. Valanciunas Free Throw 1 of 2 (17 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
436,PT05M21.00S,2022-10-22T00:35:18.1Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,71,82,2022-10-22T00:38:11Z,4230000,,,0,,J. Valanciunas Free Throw 2 of 2 (18 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
437,PT05M03.00S,2022-10-22T00:35:56.4Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],202330,87.72996057818659,45.588235294117645,1610612766,71,82,2022-10-22T00:36:00Z,4240000,-22.0,63.0,1,right,MISS G. Hayward 6' driving Layup,[202330],1610612766.0,CHA,driving,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,6.66,Missed,,,,,,,,,,,,,,,,,,
438,PT05M01.00S,2022-10-22T00:35:58.4Z,3,REGULAR,rebound,defensive,[],202685,,,1610612740,71,82,2022-10-22T00:36:00Z,4250000,,,0,,J. Valanciunas REBOUND (Off:3 Def:9),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,,,437.0,12.0,9.0,3.0,,,,,,,,,,,,,,
439,PT04M53.00S,2022-10-22T00:36:06.2Z,3,REGULAR,turnover,lost ball,[],1627742,,,1610612740,71,82,2022-10-22T00:36:12Z,4260000,,,0,,B. Ingram lost ball TURNOVER (3 TO),"[1627742, 1628372]",1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,3.0,Smith Jr.,1628372.0,,,,,
440,PT04M53.00S,2022-10-22T00:36:06.2Z,3,REGULAR,steal,,[],1628372,,,1610612766,71,82,2022-10-22T00:36:08Z,4270000,,,0,,D. Smith Jr. STEAL (1 STL),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
441,PT04M47.00S,2022-10-22T00:36:11.5Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",202330,92.72339027595268,47.30392156862745,1610612766,73,82,2022-10-22T00:36:17Z,4280000,-13.0,16.0,1,right,G. Hayward reverse Layup (17 PTS) (J. McDaniels 1 AST),"[202330, 1629667]",1610612766.0,CHA,reverse,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,2.09,Made,,,,,17.0,J. McDaniels,1629667.0,1.0,,,,,,,,,,
443,PT04M34.00S,2022-10-22T00:36:30.2Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612740,73,82,2022-10-22T00:36:46Z,4300000,,,0,,K. Oubre Jr. personal FOUL (3 PF) (Valanciunas 2 FT),"[1626162, 202685]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,,1830.0,3.0,0.0,Valanciunas,202685.0
445,PT04M34.00S,2022-10-22T00:36:56.1Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,73,83,2022-10-22T00:38:08Z,4320000,,,0,,J. Valanciunas Free Throw 1 of 2 (19 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,19.0,,,,,,,,,,,,,
446,PT04M34.00S,2022-10-22T00:36:59.2Z,3,REGULAR,substitution,out,[],1626162,,,1610612740,73,83,2022-10-22T00:37:14Z,4330000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
447,PT04M34.00S,2022-10-22T00:36:59.2Z,3,REGULAR,substitution,out,[],203486,,,1610612740,73,83,2022-10-22T00:37:14Z,4340000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
448,PT04M34.00S,2022-10-22T00:36:59.2Z,3,REGULAR,substitution,in,[],1630547,,,1610612740,73,83,2022-10-22T00:37:14Z,4350000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
449,PT04M34.00S,2022-10-22T00:36:59.2Z,3,REGULAR,substitution,in,[],1630208,,,1610612740,73,83,2022-10-22T00:37:14Z,4360000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT04M34.00S,2022-10-22T00:36:56.1Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,73,84,2022-10-22T00:38:08Z,4370000,,,0,,J. Valanciunas Free Throw 2 of 2 (20 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,,
451,PT04M20.00S,2022-10-22T00:37:36.7Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,83.26215505913272,60.29411764705882,1610612766,75,84,2022-10-22T00:37:41Z,4380000,51.0,105.0,1,right,G. Hayward 11' step back Jump Shot (19 PTS),[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,11.68,Made,,,,,19.0,,,,,,,,,,,,,
452,PT04M06.00S,2022-10-22T00:37:54.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1630208,,,1610612740,75,84,2022-10-22T00:38:04Z,4390000,,,0,,N. Richards shooting personal FOUL (2 PF) (Valanciunas 2 FT),"[1630208, 202685]",1610612766.0,CHA,shooting,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,1627524.0,2.0,0.0,Valanciunas,202685.0
454,PT04M06.00S,2022-10-22T00:38:25.0Z,3,REGULAR,freethrow,1 of 2,[],202685,,,1610612740,75,85,2022-10-22T00:38:49Z,4410000,,,0,,J. Valanciunas Free Throw 1 of 2 (21 PTS),[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,,
455,PT04M06.00S,2022-10-22T00:38:25.0Z,3,REGULAR,freethrow,2 of 2,[],202685,,,1610612740,75,85,2022-10-22T00:38:49Z,4420000,,,0,,MISS J. Valanciunas Free Throw 2 of 2,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
456,PT04M02.00S,2022-10-22T00:38:29.0Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,75,85,2022-10-22T00:38:49Z,4430000,,,0,,J. McDaniels REBOUND (Off:0 Def:3),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,455.0,3.0,3.0,0.0,,,,,,,,,,,,,,
457,PT03M52.00S,2022-10-22T00:38:56.8Z,3,REGULAR,2pt,Jump Shot,[],202330,78.26872536136662,29.901960784313726,1610612766,75,85,2022-10-22T00:39:02Z,4440000,-100.0,152.0,1,right,MISS G. Hayward 18' step back Shot,[202330],1610612766.0,CHA,step back,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Left Center,18.21,Missed,,,,,,,,,,,,,,,,,,
458,PT03M48.00S,2022-10-22T00:39:00.8Z,3,REGULAR,rebound,defensive,[],1630530,,,1610612740,75,85,2022-10-22T00:39:02Z,4450000,,,0,,T. Murphy III REBOUND (Off:1 Def:1),[1630530],1610612740.0,NOP,,,,Murphy III,T. Murphy III,,,,,Mid-Range,16-24 Left Center,,,457.0,2.0,1.0,1.0,,,,,,,,,,,,,,
459,PT03M36.00S,2022-10-22T00:39:13.3Z,3,REGULAR,3pt,Jump Shot,[],1630631,19.530223390275953,92.8921568627451,1610612740,75,85,2022-10-22T00:39:24Z,4460000,-214.0,131.0,1,left,MISS J. Alvarado 25' step back 3PT,[1630631],1610612740.0,NOP,step back,,,Alvarado,J. Alvarado,,,,,Above the Break 3,24+ Left Center,25.14,Missed,,,,,,,,,,,,,,,,,,
460,PT03M33.00S,2022-10-22T00:39:16.3Z,3,REGULAR,rebound,defensive,[],1629667,,,1610612766,75,85,2022-10-22T00:39:24Z,4470000,,,0,,J. McDaniels REBOUND (Off:0 Def:4),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,459.0,4.0,4.0,0.0,,,,,,,,,,,,,,
461,PT03M18.00S,2022-10-22T00:39:31.0Z,3,REGULAR,3pt,Jump Shot,[],1629667,92.19776609724047,4.411764705882353,1610612766,78,85,2022-10-22T00:39:35Z,4480000,-228.0,21.0,1,right,J. McDaniels 3PT  (11 PTS) (G. Hayward 5 AST),"[1629667, 202330]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,22.88,Made,,,,,11.0,G. Hayward,202330.0,5.0,,,,,,,,,,
463,PT03M05.00S,2022-10-22T00:39:44.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,6.258212877792378,62.99019607843137,1610612740,78,87,2022-10-22T00:39:49Z,4500000,-65.0,6.0,1,left,J. Valanciunas 6' turnaround fadeaway Jump Shot (23 PTS),[202685],1610612740.0,NOP,turnaround fadeaway,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,6.53,Made,,,,,23.0,,,,,,,,,,,,,
464,PT02M46.00S,2022-10-22T00:40:02.5Z,3,REGULAR,3pt,Jump Shot,[],1628372,67.62483574244416,50.73529411764706,1610612766,81,87,2022-10-22T00:40:08Z,4510000,4.0,252.0,1,right,D. Smith Jr. 25' 3PT  (6 PTS) (G. Hayward 6 AST),"[1628372, 202330]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Above the Break 3,24+ Center,25.18,Made,,,,,6.0,G. Hayward,202330.0,6.0,,,,,,,,,,
466,PT02M16.00S,2022-10-22T00:40:36.2Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202685,7.178055190538765,62.00980392156863,1610612740,81,87,2022-10-22T00:43:21Z,4530000,-60.0,15.0,1,left,MISS J. Valanciunas 6' fadeaway Shot,[202685],1610612740.0,NOP,fadeaway,,,Valanciunas,J. Valanciunas,,,,,In The Paint (Non-RA),0-8 Center,6.18,Missed,,,,,,,,,,,,,,,,,,
467,PT02M14.00S,2022-10-22T00:40:38.2Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612740,81,87,2022-10-22T00:43:21Z,4540000,,,0,,TEAM offensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,466.0,,,,,,,,,,,,,,,,,
469,PT02M14.00S,2022-10-22T00:40:44.3Z,3,REGULAR,substitution,out,[],202330,,,1610612740,81,87,2022-10-22T00:41:00Z,4560000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
470,PT02M14.00S,2022-10-22T00:40:44.3Z,3,REGULAR,substitution,out,[],1630529,,,1610612740,81,87,2022-10-22T00:41:00Z,4570000,,,0,,SUB out: H. Jones,[1630529],1610612740.0,NOP,,,,Jones,H. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
471,PT02M14.00S,2022-10-22T00:40:44.3Z,3,REGULAR,substitution,out,[],202685,,,1610612740,81,87,2022-10-22T00:41:00Z,4580000,,,0,,SUB out: J. Valanciunas,[202685],1610612740.0,NOP,,,,Valanciunas,J. Valanciunas,,,,,,,,,,,,,,,,,,,,,,,,,,
472,PT02M14.00S,2022-10-22T00:40:44.3Z,3,REGULAR,substitution,in,[],1629023,,,1610612740,81,87,2022-10-22T00:41:00Z,4590000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
473,PT02M14.00S,2022-10-22T00:40:44.3Z,3,REGULAR,substitution,in,[],1629627,,,1610612740,81,87,2022-10-22T00:41:00Z,4600000,,,0,,SUB in: Z. Williamson,[1629627],1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,,,,,,,,,,,,,,,,,,,,,,
474,PT02M14.00S,2022-10-22T00:40:44.3Z,3,REGULAR,substitution,in,[],1626204,,,1610612740,81,87,2022-10-22T00:41:00Z,4610000,,,0,,SUB in: L. Nance Jr.,[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
506,PT02M14.00S,2022-10-22T00:40:44.3Z,3,REGULAR,substitution,out,[],1630631,,,1610612740,81,87,2022-10-22T00:48:22Z,4615000,,,0,,SUB out: J. Alvarado,[1630631],1610612740.0,NOP,,,,Alvarado,J. Alvarado,,,,,,,,,,,,,,,,,,,,,,,,,,
507,PT02M14.00S,2022-10-22T00:40:44.3Z,3,REGULAR,substitution,in,[],203468,,,1610612740,81,87,2022-10-22T00:48:22Z,4617500,,,0,,SUB in: C. McCollum,[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,,,,,,,,,,,,,,,,,,,,,,
475,PT02M09.00S,2022-10-22T00:41:14.3Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1629667,,,1610612740,81,87,2022-10-22T00:41:27Z,4620000,,,0,,J. McDaniels shooting personal FOUL (2 PF) (Ingram 2 FT),"[1629667, 1627742]",1610612766.0,CHA,shooting,,,McDaniels,J. McDaniels,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,201638.0,2.0,0.0,Ingram,1627742.0
477,PT02M09.00S,2022-10-22T00:41:38.0Z,3,REGULAR,freethrow,1 of 2,['2ndchance'],1627742,,,1610612740,81,88,2022-10-22T00:42:02Z,4640000,,,0,,B. Ingram Free Throw 1 of 2 (17 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,17.0,,,,,,,,,,,,,
478,PT02M09.00S,2022-10-22T00:41:38.0Z,3,REGULAR,freethrow,2 of 2,['2ndchance'],1627742,,,1610612740,81,89,2022-10-22T00:42:02Z,4650000,,,0,,B. Ingram Free Throw 2 of 2 (18 PTS),[1627742],1610612740.0,NOP,,,,Ingram,B. Ingram,,,,,,,,Made,,,,,18.0,,,,,,,,,,,,,
479,PT01M58.00S,2022-10-22T00:42:07.5Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,93.24901445466492,49.01960784313725,1610612766,83,89,2022-10-22T00:42:17Z,4660000,-5.0,11.0,1,right,D. Smith Jr. Layup (8 PTS),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1.2,Made,,,,,8.0,,,,,,,,,,,,,
480,PT01M31.00S,2022-10-22T00:42:33.9Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1629627,6.1268068331143235,53.92156862745098,1610612740,83,91,2022-10-22T00:42:38Z,4670000,-20.0,5.0,1,left,Z. Williamson Layup (14 PTS) (L. Nance Jr. 2 AST),"[1629627, 1626204]",1610612740.0,NOP,,,,Williamson,Z. Williamson,,,,,Restricted Area,0-8 Center,2.03,Made,,,,,14.0,L. Nance Jr.,1626204.0,2.0,,,,,,,,,,
481,PT01M20.00S,2022-10-22T00:42:50.2Z,3,REGULAR,foul,personal,['2freethrow'],1630530,,,1610612766,83,91,2022-10-22T00:43:11Z,4680000,,,0,,T. Murphy III shooting personal FOUL (1 PF) (Richards 2 FT),"[1630530, 1630208]",1610612740.0,NOP,shooting,,,Murphy III,T. Murphy III,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,201638.0,1.0,0.0,Richards,1630208.0
483,PT01M20.00S,2022-10-22T00:43:15.8Z,3,REGULAR,freethrow,1 of 2,[],1630208,,,1610612766,84,91,2022-10-22T00:43:15Z,4700000,,,0,,N. Richards Free Throw 1 of 2 (5 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
484,PT01M20.00S,2022-10-22T00:43:32.4Z,3,REGULAR,freethrow,2 of 2,[],1630208,,,1610612766,85,91,2022-10-22T00:43:32Z,4710000,,,0,,N. Richards Free Throw 2 of 2 (6 PTS),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
485,PT01M04.00S,2022-10-22T00:43:50.9Z,3,REGULAR,2pt,Jump Shot,[],1627742,15.982260183968464,28.921568627450984,1610612740,85,91,2022-10-22T00:43:58Z,4720000,105.0,98.0,1,left,MISS B. Ingram 14' fadeaway Shot,[1627742],1610612740.0,NOP,fadeaway,,,Ingram,B. Ingram,,,,,Mid-Range,8-16 Right,14.37,Missed,,,,,,,,,,,,,,,,,,
486,PT00M59.90S,2022-10-22T00:43:55.0Z,3,REGULAR,rebound,defensive,[],1630547,,,1610612766,85,91,2022-10-22T00:43:58Z,4730000,,,0,,J. Bouknight REBOUND (Off:0 Def:2),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Right,,,485.0,2.0,2.0,0.0,,,,,,,,,,,,,,
487,PT00M43.30S,2022-10-22T00:44:12.5Z,3,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,93.51182654402102,57.84313725490197,1610612766,85,91,2022-10-22T00:44:20Z,4740000,39.0,8.0,1,right,MISS P. Washington turnaround Shot - blocked,"[1629023, 1626204]",1610612766.0,CHA,turnaround,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,4.01,Missed,,,,,,,,,Nance Jr.,1626204.0,,,,,,,,
488,PT00M43.30S,2022-10-22T00:44:12.5Z,3,REGULAR,block,,[],1626204,,,1610612766,85,91,2022-10-22T00:44:15Z,4750000,,,0,,L. Nance Jr. BLOCK (1 BLK),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
489,PT00M43.30S,2022-10-22T00:44:12.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,85,91,2022-10-22T00:44:20Z,4760000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,487.0,,,,,,,,,,,,,,,,,
491,PT00M40.30S,2022-10-22T00:44:32.9Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1630547,93.11760840998686,79.65686274509804,1610612766,85,91,2022-10-22T00:44:38Z,4780000,148.0,12.0,1,right,MISS J. Bouknight 14' fadeaway Shot,[1630547],1610612766.0,CHA,fadeaway,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Right,14.88,Missed,,,,,,,,,,,,,,,,,,
492,PT00M38.10S,2022-10-22T00:44:35.1Z,3,REGULAR,rebound,offensive,[],1630208,,,1610612766,85,91,2022-10-22T00:44:38Z,4790000,,,0,,N. Richards REBOUND (Off:1 Def:5),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Right,,,491.0,6.0,5.0,1.0,,,,,,,,,,,,,,
493,PT00M36.70S,2022-10-22T00:44:36.4Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630208,88.25558475689881,44.6078431372549,1610612766,85,91,2022-10-22T00:44:50Z,4800000,-27.0,58.0,1,right,MISS N. Richards 6' Layup,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,6.39,Missed,,,,,,,,,,,,,,,,,,
494,PT00M36.70S,2022-10-22T00:44:36.4Z,3,REGULAR,rebound,defensive,['team'],0,,,1610612740,85,91,2022-10-22T00:44:41Z,4810000,,,0,,TEAM defensive REBOUND,[],1610612740.0,NOP,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,493.0,,,,,,,,,,,,,,,,,
496,PT00M26.40S,2022-10-22T00:45:11.5Z,3,REGULAR,2pt,Jump Shot,[],203468,22.158344283837057,62.745098039215684,1610612740,85,93,2022-10-22T00:47:20Z,4830000,-64.0,156.0,1,left,C. McCollum 16' pullup Jump Shot (19 PTS),[203468],1610612740.0,NOP,pullup,,,McCollum,C. McCollum,,,,,Mid-Range,16-24 Left Center,16.83,Made,,,,,19.0,,,,,,,,,,,,,
499,PT00M06.60S,2022-10-22T00:45:34.3Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],1630208,89.30683311432325,52.20588235294118,1610612766,85,93,2022-10-22T00:50:30Z,4860000,11.0,48.0,1,right,MISS N. Richards Layup - blocked,"[1630208, 1626204]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),0-8 Center,4.92,Missed,,,,,,,,,Nance Jr.,1626204.0,,,,,,,,
500,PT00M06.60S,2022-10-22T00:45:34.3Z,3,REGULAR,block,,[],1626204,,,1610612766,85,93,2022-10-22T00:45:36Z,4870000,,,0,,L. Nance Jr. BLOCK (2 BLK),[1626204],1610612740.0,NOP,,,,Nance Jr.,L. Nance Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
501,PT00M05.80S,2022-10-22T00:45:35.1Z,3,REGULAR,rebound,defensive,[],203468,,,1610612740,85,93,2022-10-22T00:50:30Z,4880000,,,0,,C. McCollum REBOUND (Off:0 Def:4),[203468],1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,In The Paint (Non-RA),0-8 Center,,,499.0,4.0,4.0,0.0,,,,,,,,,,,,,,
502,PT00M01.00S,2022-10-22T00:45:39.7Z,3,REGULAR,2pt,Layup,['pointsinthepaint'],203468,8.492115637319317,51.9607843137255,1610612740,85,93,2022-10-22T00:48:58Z,4890000,-10.0,27.0,1,left,MISS C. McCollum Layup - blocked,"[203468, 1629667]",1610612740.0,NOP,,,,McCollum,C. McCollum,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,McDaniels,1629667.0,,,,,,,,
503,PT00M01.00S,2022-10-22T00:45:39.7Z,3,REGULAR,block,,[],1629667,,,1610612740,85,93,2022-10-22T00:45:45Z,4900000,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
