actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-29T18:10:48.8Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-29T18:10:48Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-01-29T18:10:51.6Z,1,REGULAR,jumpball,recovered,[],200768,,,1610612748,0,0,2023-01-29T18:10:51Z,40000,False,,,0,,Jump Ball B. Adebayo vs. M. Plumlee: Tip to K. Lowry,"[200768, 1628389, 203486]",1610612748.0,MIA,startperiod,K. Lowry,200768.0,Lowry,K. Lowry,Adebayo,1628389.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-01-29T18:11:07.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629639,13.091327201051248,47.549019607843135,1610612748,0,0,2023-01-29T18:11:16Z,70000,False,12.0,71.0,1,left,MISS T. Herro 7' driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,7.17,Missed,,,,,,,,,,,,,,,,,,
8,PT11M38.00S,2023-01-29T18:11:09.5Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,0,0,2023-01-29T18:11:16Z,80000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M36.00S,2023-01-29T18:11:13.5Z,1,REGULAR,foul,personal,['2freethrow'],1628997,,,1610612766,0,0,2023-01-29T18:11:28Z,90000,False,,,0,,C. Martin shooting personal FOUL (1 PF) (Plumlee 2 FT),"[1628997, 203486]",1610612748.0,MIA,shooting,,,Martin,C. Martin,,,,,Restricted Area,0-8 Center,,,,,,,1628954.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,
11,PT11M36.00S,2023-01-29T18:11:39.2Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],203486,,,1610612766,0,0,2023-01-29T18:12:00Z,110000,False,,,0,,MISS M. Plumlee Free Throw 1 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
12,PT11M36.00S,2023-01-29T18:11:39.2Z,1,REGULAR,rebound,offensive,"['team', 'deadball']",0,,,1610612766,0,0,2023-01-29T18:12:00Z,120000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,
13,PT11M36.00S,2023-01-29T18:11:39.2Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],203486,,,1610612766,0,0,2023-01-29T18:12:00Z,130000,False,,,0,,MISS M. Plumlee Free Throw 2 of 2,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
14,PT11M33.00S,2023-01-29T18:11:42.2Z,1,REGULAR,rebound,defensive,[],1628997,,,1610612748,0,0,2023-01-29T18:12:00Z,140000,False,,,0,,C. Martin REBOUND (Off:0 Def:1),[1628997],1610612748.0,MIA,,,,Martin,C. Martin,,,,,,,,,13.0,1.0,1.0,0.0,,,,,,,,,,,,,,
15,PT11M19.00S,2023-01-29T18:12:12.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],200768,4.812746386333772,46.32352941176471,1610612748,0,0,2023-01-29T18:12:47Z,150000,False,18.0,-7.0,1,left,MISS K. Lowry cutting Layup,[200768],1610612748.0,MIA,cutting,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,1.98,Missed,,,,,,,,,,,,,,,,,,
16,PT11M17.00S,2023-01-29T18:12:14.0Z,1,REGULAR,rebound,offensive,[],200768,,,1610612748,0,0,2023-01-29T18:12:47Z,160000,False,,,0,,K. Lowry REBOUND (Off:1 Def:0),[200768],1610612748.0,MIA,,,,Lowry,K. Lowry,,,,,Restricted Area,0-8 Center,,,15.0,1.0,0.0,1.0,,,,,,,,,,,,,,
17,PT11M16.00S,2023-01-29T18:12:15.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",200768,13.222733245729303,43.38235294117647,1610612748,0,0,2023-01-29T18:12:26Z,170000,False,33.0,72.0,1,left,MISS K. Lowry 7' fadeaway Shot,[200768],1610612748.0,MIA,fadeaway,,,Lowry,K. Lowry,,,,,In The Paint (Non-RA),0-8 Center,7.91,Missed,,,,,,,,,,,,,,,,,,
18,PT11M14.00S,2023-01-29T18:12:17.3Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,0,0,2023-01-29T18:12:26Z,180000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,17.0,1.0,1.0,0.0,,,,,,,,,,,,,,
19,PT11M08.00S,2023-01-29T18:12:22.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,87.33574244415243,55.14705882352941,1610612766,0,0,2023-01-29T18:12:57Z,190000,False,26.0,67.0,1,right,MISS M. Plumlee 7' alley-oop Layup,[203486],1610612766.0,CHA,alley-oop,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,7.13,Missed,,,,,,,,,,,,,,,,,,
20,PT11M08.00S,2023-01-29T18:12:22.1Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612766,0,0,2023-01-29T18:12:31Z,200000,False,,,0,,T. Rozier REBOUND (Off:1 Def:0),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,19.0,1.0,0.0,1.0,,,,,,,,,,,,,,
21,PT11M01.00S,2023-01-29T18:12:29.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626179,94.40999984741211,50.0,1610612766,2,0,2023-01-29T18:12:29Z,210000,False,0.0,0.0,1,right,T. Rozier putback Layup (2 PTS),[1626179],1610612766.0,CHA,putback,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,,2.0,,,,,,,,
22,PT10M45.00S,2023-01-29T18:12:46.5Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629639,11.251642575558476,53.431372549019606,1610612748,2,2,2023-01-29T18:14:17Z,220000,False,-17.0,53.0,1,left,T. Herro pullup Jump Shot (2 PTS) (C. Martin 1 AST),"[1629639, 1628997]",1610612748.0,MIA,pullup,,,Herro,T. Herro,,,,,In The Paint (Non-RA),0-8 Center,5.6,Made,,,,,,,,,,2.0,C. Martin,1628997.0,1.0,,,,,
