actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
175,PT11M04.00S,2022-11-05T23:41:01.8Z,2,REGULAR,turnover,bad pass,[],1630547,,,1610612766,23,30,2022-11-05T23:41:06Z,1730000,,,0,,J. Bouknight bad pass TURNOVER (1 TO),"[1630547, 1629139]",1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Watanabe,1629139.0
176,PT11M04.00S,2022-11-05T23:41:01.8Z,2,REGULAR,steal,,[],1629139,,,1610612751,23,30,2022-11-05T23:41:03Z,1740000,,,0,,Y. Watanabe STEAL (1 STL),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
177,PT10M59.00S,2022-11-05T23:41:06.5Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203552,15.062417871222076,95.58823529411765,1610612751,23,33,2022-11-05T23:42:22Z,1750000,-228.0,89.0,1,left,S. Curry 24' 3PT running (3 PTS) (P. Mills 2 AST),"[203552, 201988]",1610612751.0,BKN,running,,,Curry,S. Curry,,,,,Left Corner 3,24+ Left,24.47,Made,,,,,3.0,P. Mills,201988.0,2.0,,,,,,,,,,
179,PT10M47.00S,2022-11-05T23:41:27.0Z,2,REGULAR,foul,offensive,[],1630208,,,1610612766,23,33,2022-11-05T23:41:35Z,1770000,,,0,,N. Richards offensive FOUL (2 PF),"[1630208, 203552]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628484.0,2.0,0.0,Curry,203552.0,,,
181,PT10M47.00S,2022-11-05T23:41:27.0Z,2,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,23,33,2022-11-05T23:41:27Z,1790000,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628484.0,,,,,1.0,,
182,PT10M36.00S,2022-11-05T23:41:49.9Z,2,REGULAR,turnover,out-of-bounds,[],203552,,,1610612751,23,33,2022-11-05T23:43:03Z,1800000,,,0,,S. Curry bad pass out-of-bounds TURNOVER (1 TO),[203552],1610612751.0,BKN,bad pass,,,Curry,S. Curry,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,,
183,PT10M17.00S,2022-11-05T23:42:13.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626179,91.14651773981603,51.225490196078425,1610612766,25,33,2022-11-05T23:42:23Z,1810000,6.0,31.0,1,right,T. Rozier driving Layup (10 PTS) (N. Richards 1 AST),"[1626179, 1630208]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.13,Made,,,,,10.0,N. Richards,1630208.0,1.0,,,,,,,,,,
185,PT10M10.00S,2022-11-05T23:42:21.0Z,2,REGULAR,3pt,Jump Shot,[],203925,24.26084099868594,11.029411764705882,1610612751,25,33,2022-11-05T23:43:48Z,1830000,195.0,176.0,1,left,MISS J. Harris 26' pullup 3PT,[203925],1610612751.0,BKN,pullup,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,26.23,Missed,,,,,,,,,,,,,,,,,,
186,PT10M10.00S,2022-11-05T23:42:21.0Z,2,REGULAR,rebound,defensive,[],1626179,,,1610612766,25,33,2022-11-05T23:42:28Z,1840000,,,0,,T. Rozier REBOUND (Off:0 Def:4),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,,,185.0,4.0,4.0,0.0,,,,,,,,,,,,,,
187,PT10M02.00S,2022-11-05T23:42:27.9Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630547,73.9323258869908,14.460784313725492,1610612766,25,33,2022-11-05T23:44:58Z,1850000,-178.0,193.0,1,right,MISS J. Bouknight 26' running 3PT,[1630547],1610612766.0,CHA,running,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,26.2,Missed,,,,,,,,,,,,,,,,,,
188,PT10M02.00S,2022-11-05T23:42:27.9Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,25,33,2022-11-05T23:42:44Z,1860000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,187.0,,,,,,,,,,,,,,,,,
190,PT10M02.00S,2022-11-05T23:42:37.3Z,2,REGULAR,foul,personal,[],1629651,,,1610612766,25,33,2022-11-05T23:42:51Z,1880000,,,0,,N. Claxton loose ball personal FOUL (1 PF),"[1629651, 1630208]",1610612751.0,BKN,loose ball,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,204058.0,1.0,0.0,Richards,1630208.0,,,
192,PT10M02.00S,2022-11-05T23:42:50.0Z,2,REGULAR,substitution,out,[],203552,,,1610612766,25,33,2022-11-05T23:42:57Z,1900000,,,0,,SUB out: S. Curry,[203552],1610612751.0,BKN,,,,Curry,S. Curry,,,,,,,,,,,,,,,,,,,,,,,,,,
193,PT10M02.00S,2022-11-05T23:42:50.0Z,2,REGULAR,substitution,in,[],1630561,,,1610612766,25,33,2022-11-05T23:42:57Z,1910000,,,0,,SUB in: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
194,PT09M48.00S,2022-11-05T23:43:07.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626179,69.59592641261499,24.019607843137255,1610612766,25,33,2022-11-05T23:43:14Z,1920000,-130.0,233.0,1,right,MISS T. Rozier 26' step back 3PT,[1626179],1610612766.0,CHA,step back,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,26.7,Missed,,,,,,,,,,,,,,,,,,
195,PT09M45.00S,2022-11-05T23:43:10.3Z,2,REGULAR,rebound,defensive,[],203925,,,1610612751,25,33,2022-11-05T23:43:14Z,1930000,,,0,,J. Harris REBOUND (Off:1 Def:2),[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,Above the Break 3,24+ Left Center,,,194.0,3.0,2.0,1.0,,,,,,,,,,,,,,
196,PT09M39.00S,2022-11-05T23:43:16.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1630561,5.863994743758213,95.34313725490196,1610612751,25,33,2022-11-05T23:46:39Z,1940000,-227.0,3.0,1,left,MISS D. Duke Jr. running 3PT,[1630561],1610612751.0,BKN,running,,,Duke Jr.,D. Duke Jr.,,,,,Left Corner 3,24+ Left,22.67,Missed,,,,,,,,,,,,,,,,,,
197,PT09M37.00S,2022-11-05T23:43:18.3Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,25,33,2022-11-05T23:43:23Z,1950000,,,0,,J. McDaniels REBOUND (Off:1 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,,,196.0,2.0,1.0,1.0,,,,,,,,,,,,,,
198,PT09M33.00S,2022-11-05T23:43:29.4Z,2,REGULAR,foul,personal,[],1630561,,,1610612766,25,33,2022-11-05T23:47:20Z,1960000,,,0,,D. Duke Jr. personal FOUL (1 PF),"[1630561, 1629667]",1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,204058.0,1.0,0.0,McDaniels,1629667.0,,,
200,PT09M28.00S,2022-11-05T23:43:50.1Z,2,REGULAR,foul,offensive,[],1630208,,,1610612766,25,33,2022-11-05T23:44:02Z,1980000,,,0,,N. Richards offensive FOUL (3 PF),"[1630208, 1630561]",1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,204058.0,3.0,0.0,Duke Jr.,1630561.0,,,
202,PT09M28.00S,2022-11-05T23:43:50.1Z,2,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,25,33,2022-11-05T23:43:50Z,2000000,,,0,,N. Richards offensive foul TURNOVER (2 TO),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,204058.0,,,,,2.0,,
203,PT09M28.00S,2022-11-05T23:44:02.2Z,2,REGULAR,substitution,out,[],1630208,,,1610612751,25,33,2022-11-05T23:44:06Z,2010000,,,0,,SUB out: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT09M28.00S,2022-11-05T23:44:02.2Z,2,REGULAR,substitution,in,[],203486,,,1610612751,25,33,2022-11-05T23:44:06Z,2020000,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT09M19.00S,2022-11-05T23:44:20.6Z,2,REGULAR,foul,offensive,[],1629651,,,1610612751,25,33,2022-11-05T23:44:29Z,2030000,,,0,,N. Claxton offensive FOUL (2 PF),"[1629651, 1629667]",1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,200832.0,2.0,0.0,McDaniels,1629667.0,,,
207,PT09M19.00S,2022-11-05T23:44:20.6Z,2,REGULAR,turnover,offensive foul,[],1629651,,,1610612751,25,33,2022-11-05T23:44:20Z,2050000,,,0,,N. Claxton offensive foul TURNOVER (1 TO),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,200832.0,,,,,1.0,,
208,PT09M07.00S,2022-11-05T23:44:49.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1626179,91.01511169513797,51.71568627450981,1610612766,25,33,2022-11-05T23:48:03Z,2060000,9.0,32.0,1,right,MISS T. Rozier driving Layup - blocked,"[1626179, 1629651]",1610612766.0,CHA,driving,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,3.31,Missed,,,,,,,,,Claxton,1629651.0,,,,,,,,
209,PT09M07.00S,2022-11-05T23:44:49.6Z,2,REGULAR,block,,[],1629651,,,1610612766,25,33,2022-11-05T23:44:51Z,2070000,,,0,,N. Claxton BLOCK (3 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
210,PT09M07.00S,2022-11-05T23:44:49.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,25,33,2022-11-05T23:44:58Z,2080000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,208.0,,,,,,,,,,,,,,,,,
212,PT09M07.00S,2022-11-05T23:44:55.4Z,2,REGULAR,substitution,out,[],1629023,,,1610612766,25,33,2022-11-05T23:44:57Z,2100000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
213,PT09M07.00S,2022-11-05T23:44:55.4Z,2,REGULAR,substitution,in,[],1630550,,,1610612766,25,33,2022-11-05T23:44:57Z,2110000,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
214,PT08M55.00S,2022-11-05T23:45:27.9Z,2,REGULAR,turnover,lost ball,[],1629667,,,1610612766,25,33,2022-11-05T23:45:33Z,2120000,,,0,,J. McDaniels lost ball TURNOVER (1 TO),"[1629667, 1629651]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,1.0,Claxton,1629651.0
215,PT08M55.00S,2022-11-05T23:45:27.9Z,2,REGULAR,steal,,[],1629651,,,1610612751,25,33,2022-11-05T23:45:31Z,2130000,,,0,,N. Claxton STEAL (1 STL),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
216,PT08M48.00S,2022-11-05T23:45:34.3Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",203925,19.530223390275953,5.392156862745098,1610612751,25,33,2022-11-05T23:48:26Z,2140000,223.0,131.0,1,left,MISS J. Harris 25' running 3PT,[203925],1610612751.0,BKN,running,,,Harris,J. Harris,,,,,Above the Break 3,24+ Right Center,25.87,Missed,,,,,,,,,,,,,,,,,,
217,PT08M46.00S,2022-11-05T23:45:36.3Z,2,REGULAR,rebound,defensive,[],1630547,,,1610612766,25,33,2022-11-05T23:45:40Z,2150000,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Right Center,,,216.0,1.0,1.0,0.0,,,,,,,,,,,,,,
218,PT08M38.00S,2022-11-05T23:45:46.3Z,2,REGULAR,turnover,out-of-bounds,[],1630547,,,1610612766,25,33,2022-11-05T23:48:51Z,2160000,,,0,,J. Bouknight lost ball out-of-bounds TURNOVER (2 TO),[1630547],1610612766.0,CHA,lost ball,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,2.0,,
219,PT08M23.00S,2022-11-05T23:46:14.4Z,2,REGULAR,3pt,Jump Shot,['fromturnover'],201988,23.340998685939553,90.93137254901961,1610612751,25,36,2022-11-05T23:46:20Z,2170000,-205.0,167.0,1,left,P. Mills 26' 3PT  (3 PTS) (J. Harris 1 AST),"[201988, 203925]",1610612751.0,BKN,,,,Mills,P. Mills,,,,,Above the Break 3,24+ Left Center,26.41,Made,,,,,3.0,J. Harris,203925.0,1.0,,,,,,,,,,
221,PT08M11.00S,2022-11-05T23:46:28.2Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,90.62089356110381,50.245098039215684,1610612766,25,36,2022-11-05T23:46:35Z,2190000,1.0,36.0,1,right,MISS M. Plumlee Layup - blocked,"[203486, 1629139]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.57,Missed,,,,,,,,,Watanabe,1629139.0,,,,,,,,
222,PT08M11.00S,2022-11-05T23:46:28.2Z,2,REGULAR,block,,[],1629139,,,1610612766,25,36,2022-11-05T23:46:30Z,2200000,,,0,,Y. Watanabe BLOCK (1 BLK),[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
223,PT08M11.00S,2022-11-05T23:46:28.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,25,36,2022-11-05T23:46:35Z,2210000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,221.0,,,,,,,,,,,,,,,,,
225,PT08M11.00S,2022-11-05T23:46:35.0Z,2,REGULAR,substitution,out,[],203925,,,1610612766,25,36,2022-11-05T23:46:49Z,2230000,,,0,,SUB out: J. Harris,[203925],1610612751.0,BKN,,,,Harris,J. Harris,,,,,,,,,,,,,,,,,,,,,,,,,,
226,PT08M11.00S,2022-11-05T23:46:35.0Z,2,REGULAR,substitution,out,[],1629139,,,1610612766,25,36,2022-11-05T23:46:49Z,2240000,,,0,,SUB out: Y. Watanabe,[1629139],1610612751.0,BKN,,,,Watanabe,Y. Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,
227,PT08M11.00S,2022-11-05T23:46:35.0Z,2,REGULAR,substitution,in,[],202693,,,1610612766,25,36,2022-11-05T23:46:49Z,2250000,,,0,,SUB in: M. Morris,[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,,,,,,,,,,,,,,,,,,,,,,
228,PT08M11.00S,2022-11-05T23:46:35.0Z,2,REGULAR,substitution,in,[],1626220,,,1610612766,25,36,2022-11-05T23:46:49Z,2260000,,,0,,SUB in: R. O'Neale,[1626220],1610612751.0,BKN,,,,O'Neale,R. O'Neale,,,,,,,,,,,,,,,,,,,,,,,,,,
229,PT08M04.00S,2022-11-05T23:46:59.7Z,2,REGULAR,turnover,traveling,[],1626179,,,1610612766,25,36,2022-11-05T23:47:12Z,2270000,,,0,,T. Rozier traveling TURNOVER (2 TO),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,1628484.0,,,,,2.0,,
230,PT07M51.00S,2022-11-05T23:47:23.6Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],201988,25.969119579500656,54.65686274509803,1610612751,25,38,2022-11-05T23:47:34Z,2280000,-23.0,192.0,1,left,P. Mills 19' pullup Jump Shot (5 PTS),[201988],1610612751.0,BKN,pullup,,,Mills,P. Mills,,,,,Mid-Range,16-24 Center,19.3,Made,,,,,5.0,,,,,,,,,,,,,
231,PT07M32.00S,2022-11-05T23:47:43.1Z,2,REGULAR,turnover,lost ball,[],1629667,,,1610612766,25,38,2022-11-05T23:47:48Z,2290000,,,0,,J. McDaniels lost ball TURNOVER (2 TO),"[1629667, 1630561]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,2.0,Duke Jr.,1630561.0
232,PT07M32.00S,2022-11-05T23:47:43.1Z,2,REGULAR,steal,,[],1630561,,,1610612751,25,38,2022-11-05T23:47:44Z,2300000,,,0,,D. Duke Jr. STEAL (1 STL),[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
233,PT07M29.00S,2022-11-05T23:47:46.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630561,6.915243101182654,48.28431372549019,1610612751,25,38,2022-11-05T23:51:56Z,2310000,9.0,13.0,1,left,MISS D. Duke Jr. running Layup - blocked,"[1630561, 1630547]",1610612751.0,BKN,running,,,Duke Jr.,D. Duke Jr.,,,,,Restricted Area,0-8 Center,1.52,Missed,,,,,,,,,Bouknight,1630547.0,,,,,,,,
234,PT07M29.00S,2022-11-05T23:47:46.8Z,2,REGULAR,block,,[],1630547,,,1610612751,25,38,2022-11-05T23:47:48Z,2320000,,,0,,J. Bouknight BLOCK (1 BLK),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
235,PT07M25.00S,2022-11-05T23:47:50.8Z,2,REGULAR,rebound,defensive,[],1629667,,,1610612766,25,38,2022-11-05T23:47:56Z,2330000,,,0,,J. McDaniels REBOUND (Off:1 Def:2),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,233.0,3.0,2.0,1.0,,,,,,,,,,,,,,
236,PT07M21.00S,2022-11-05T23:47:54.1Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1626179,69.85873850197109,74.75490196078431,1610612766,25,38,2022-11-05T23:52:05Z,2340000,124.0,231.0,1,right,MISS T. Rozier 26' running pullup 3PT,[1626179],1610612766.0,CHA,running pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Right Center,26.19,Missed,,,,,,,,,,,,,,,,,,
237,PT07M21.00S,2022-11-05T23:47:54.1Z,2,REGULAR,rebound,defensive,[],202693,,,1610612751,25,38,2022-11-05T23:48:00Z,2350000,,,0,,M. Morris REBOUND (Off:0 Def:1),[202693],1610612751.0,BKN,,,,Morris,M. Morris,,,,,Above the Break 3,24+ Right Center,,,236.0,1.0,1.0,0.0,,,,,,,,,,,,,,
238,PT07M12.00S,2022-11-05T23:48:07.1Z,2,REGULAR,turnover,out-of-bounds,[],201988,,,1610612751,25,38,2022-11-05T23:52:43Z,2360000,,,0,,P. Mills lost ball out-of-bounds TURNOVER (1 TO),[201988],1610612751.0,BKN,lost ball,,,Mills,P. Mills,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,1628484.0,,,,,1.0,,
239,PT07M12.00S,2022-11-05T23:48:14.6Z,2,REGULAR,substitution,out,[],1629667,,,1610612766,25,38,2022-11-05T23:48:19Z,2370000,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
240,PT07M12.00S,2022-11-05T23:48:14.6Z,2,REGULAR,substitution,in,[],1626162,,,1610612766,25,38,2022-11-05T23:48:19Z,2380000,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
241,PT06M54.00S,2022-11-05T23:48:41.2Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1626162,77.66097240473061,58.16865808823529,1610612766,27,38,2022-11-05T23:53:39Z,2390000,41.0,157.0,1,right,K. Oubre Jr. 16' pullup Jump Shot (5 PTS) (J. Bouknight 1 AST),"[1626162, 1630547]",1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,16.27,Made,,,,,5.0,J. Bouknight,1630547.0,1.0,,,,,,,,,,
243,PT06M50.00S,2022-11-05T23:48:50.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612751,27,38,2022-11-05T23:48:50Z,2410000,,,0,,BKN Timeout,[],1610612751.0,BKN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M50.00S,2022-11-05T23:50:36.3Z,2,REGULAR,substitution,out,[],1626179,,,1610612751,27,38,2022-11-05T23:51:27Z,2420000,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
245,PT06M50.00S,2022-11-05T23:50:36.3Z,2,REGULAR,substitution,out,[],201988,,,1610612751,27,38,2022-11-05T23:51:27Z,2430000,,,0,,SUB out: P. Mills,[201988],1610612751.0,BKN,,,,Mills,P. Mills,,,,,,,,,,,,,,,,,,,,,,,,,,
246,PT06M50.00S,2022-11-05T23:50:36.3Z,2,REGULAR,substitution,out,[],1629651,,,1610612751,27,38,2022-11-05T23:51:27Z,2440000,,,0,,SUB out: N. Claxton,[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,,,,,,,,,,,,,,,,,,,,,,
247,PT06M50.00S,2022-11-05T23:50:36.3Z,2,REGULAR,substitution,in,[],1630177,,,1610612751,27,38,2022-11-05T23:51:27Z,2450000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
248,PT06M50.00S,2022-11-05T23:50:36.3Z,2,REGULAR,substitution,in,[],1628410,,,1610612751,27,38,2022-11-05T23:51:27Z,2460000,,,0,,SUB in: E. Sumner,[1628410],1610612751.0,BKN,,,,Sumner,E. Sumner,,,,,,,,,,,,,,,,,,,,,,,,,,
249,PT06M50.00S,2022-11-05T23:50:36.3Z,2,REGULAR,substitution,in,[],201142,,,1610612751,27,38,2022-11-05T23:51:27Z,2470000,,,0,,SUB in: K. Durant,[201142],1610612751.0,BKN,,,,Durant,K. Durant,,,,,,,,,,,,,,,,,,,,,,,,,,
250,PT06M33.00S,2022-11-05T23:51:58.7Z,2,REGULAR,2pt,Jump Shot,[],202693,9.280551905387648,69.85294117647058,1610612751,27,38,2022-11-05T23:52:05Z,2480000,-99.0,35.0,1,left,MISS M. Morris 10' turnaround fadeaway Shot,[202693],1610612751.0,BKN,turnaround fadeaway,,,Morris,M. Morris,,,,,Mid-Range,8-16 Left,10.52,Missed,,,,,,,,,,,,,,,,,,
251,PT06M31.00S,2022-11-05T23:52:00.7Z,2,REGULAR,rebound,defensive,[],1630550,,,1610612766,27,38,2022-11-05T23:52:05Z,2490000,,,0,,J. Thor REBOUND (Off:0 Def:1),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Mid-Range,8-16 Left,,,250.0,1.0,1.0,0.0,,,,,,,,,,,,,,
252,PT06M22.00S,2022-11-05T23:52:09.2Z,2,REGULAR,3pt,Jump Shot,[],1626162,75.90341655716163,87.99019607843137,1610612766,30,38,2022-11-05T23:52:15Z,2500000,190.0,174.0,1,right,K. Oubre Jr. 25' 3PT  (8 PTS) (T. Maledon 1 AST),"[1626162, 1630177]",1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Right Center,25.76,Made,,,,,8.0,T. Maledon,1630177.0,1.0,,,,,,,,,,
254,PT06M06.00S,2022-11-05T23:52:24.8Z,2,REGULAR,2pt,Jump Shot,[],201142,19.793035479632064,69.85294117647058,1610612751,30,38,2022-11-05T23:52:30Z,2520000,-99.0,134.0,1,left,MISS K. Durant 16' pullup Shot,[201142],1610612751.0,BKN,pullup,,,Durant,K. Durant,,,,,Mid-Range,16-24 Left Center,16.65,Missed,,,,,,,,,,,,,,,,,,
255,PT06M04.00S,2022-11-05T23:52:26.8Z,2,REGULAR,rebound,defensive,[],1630177,,,1610612766,30,38,2022-11-05T23:52:30Z,2530000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Mid-Range,16-24 Left Center,,,254.0,1.0,1.0,0.0,,,,,,,,,,,,,,
256,PT06M00.00S,2022-11-05T23:52:34.8Z,2,REGULAR,foul,personal,[],202693,,,1610612766,30,38,2022-11-05T23:52:47Z,2540000,,,0,,M. Morris personal FOUL (1 PF),"[202693, 1630547]",1610612751.0,BKN,,,,Morris,M. Morris,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,1628484.0,1.0,0.0,Bouknight,1630547.0,,,
258,PT06M00.00S,2022-11-05T23:52:44.5Z,2,REGULAR,substitution,out,[],1630561,,,1610612766,30,38,2022-11-05T23:52:51Z,2560000,,,0,,SUB out: D. Duke Jr.,[1630561],1610612751.0,BKN,,,,Duke Jr.,D. Duke Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
259,PT06M00.00S,2022-11-05T23:52:44.5Z,2,REGULAR,substitution,in,[],1630560,,,1610612766,30,38,2022-11-05T23:52:51Z,2570000,,,0,,SUB in: C. Thomas,[1630560],1610612751.0,BKN,,,,Thomas,C. Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,
260,PT05M52.00S,2022-11-05T23:53:06.4Z,2,REGULAR,turnover,offensive goaltending,[],203486,,,1610612766,30,38,2022-11-05T23:55:35Z,2580000,,,0,,M. Plumlee offensive goaltending TURNOVER (1 TO),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,204058.0,,,,,1.0,,
