actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2022-11-24T00:10:29.4Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-11-24T00:10:29Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M55.00S,2022-11-24T00:10:32.8Z,1,REGULAR,jumpball,recovered,[],1629001,,,1610612755,0,0,2022-11-24T00:10:32Z,40000,False,,,0,,Jump Ball M. Harrell vs. M. Plumlee: Tip to D. Melton,"[1629001, 1626149, 203486]",1610612755.0,PHI,startperiod,D. Melton,1629001.0,Melton,D. Melton,Harrell,1626149.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M41.00S,2022-11-24T00:10:48.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1626149,7.5722733245729295,49.26470588235294,1610612755,0,2,2022-11-24T00:10:53Z,70000,False,4.0,19.0,1,left,M. Harrell DUNK (2 PTS) (S. Milton 1 AST),"[1626149, 1629003]",1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,Restricted Area,0-8 Center,1.91,Made,2.0,S. Milton,1629003.0,1.0,,,,,,,,,,,,,,
9,PT11M23.00S,2022-11-24T00:11:06.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,88.25558475689881,52.20588235294118,1610612766,0,2,2022-11-24T00:11:14Z,90000,False,11.0,58.0,1,right,MISS T. Rozier floating Shot,[1626179],1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,5.89,Missed,,,,,,,,,,,,,,,,,,
10,PT11M20.00S,2022-11-24T00:11:09.2Z,1,REGULAR,rebound,defensive,[],1629001,,,1610612755,0,2,2022-11-24T00:11:14Z,100000,False,,,0,,D. Melton REBOUND (Off:0 Def:1),[1629001],1610612755.0,PHI,,,,Melton,D. Melton,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M14.00S,2022-11-24T00:11:15.7Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612755,0,2,2022-11-24T00:11:32Z,110000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Harrell 2 FT),"[203486, 1626149]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,1627963.0,1.0,0.0,Harrell,1626149.0,,,,,
13,PT11M14.00S,2022-11-24T00:11:47.3Z,1,REGULAR,freethrow,1 of 2,[],1626149,,,1610612755,0,3,2022-11-24T00:11:47Z,130000,False,,,0,,M. Harrell Free Throw 1 of 2 (3 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
14,PT11M14.00S,2022-11-24T00:12:04.5Z,1,REGULAR,freethrow,2 of 2,[],1626149,,,1610612755,0,4,2022-11-24T00:12:04Z,140000,False,,,0,,M. Harrell Free Throw 2 of 2 (4 PTS),[1626149],1610612755.0,PHI,,,,Harrell,M. Harrell,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
15,PT10M58.00S,2022-11-24T00:12:21.9Z,1,REGULAR,3pt,Jump Shot,[],202330,69.46452036793693,71.32352941176471,1610612766,0,4,2022-11-24T00:12:26Z,150000,False,107.0,235.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,25.76,Missed,,,,,,,,,,,,,,,,,,
16,PT10M55.00S,2022-11-24T00:12:24.9Z,1,REGULAR,rebound,defensive,[],202699,,,1610612755,0,4,2022-11-24T00:12:26Z,160000,False,,,0,,T. Harris REBOUND (Off:0 Def:1),[202699],1610612755.0,PHI,,,,Harris,T. Harris,,,,,Above the Break 3,24+ Right Center,,,,,,,15.0,1.0,1.0,0.0,,,,,,,,,,
