actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,turnoverTotal,stealPlayerName,stealPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-01-01T00:10:17.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-01T00:10:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-01-01T00:10:21.2Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612766,0,0,2023-01-01T00:10:21Z,40000,False,,,0,,Jump Ball M. Plumlee vs. N. Claxton: Tip to P. Washington,"[1629023, 203486, 1629651]",1610612766.0,CHA,startperiod,P. Washington,1629023.0,Washington,P. Washington,Plumlee,203486.0,Claxton,1629651.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M44.00S,2023-01-01T00:10:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,90.48948751642575,50.245098039215684,1610612766,0,0,2023-01-01T00:10:37Z,70000,False,1.0,37.0,1,right,MISS M. Plumlee driving Layup - blocked,"[203486, 1629651]",1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,3.69,Missed,Claxton,1629651.0,,,,,,,,,,,,,,,,
8,PT11M44.00S,2023-01-01T00:10:32.9Z,1,REGULAR,block,,[],1629651,,,1610612766,0,0,2023-01-01T00:10:35Z,80000,False,,,0,,N. Claxton BLOCK (1 BLK),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M41.00S,2023-01-01T00:10:35.9Z,1,REGULAR,rebound,defensive,[],1627732,,,1610612751,0,0,2023-01-01T00:10:37Z,90000,False,,,0,,B. Simmons REBOUND (Off:0 Def:1),[1627732],1610612751.0,BKN,,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M38.00S,2023-01-01T00:10:38.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1627732,7.966491458607096,43.13725490196079,1610612751,0,0,2023-01-01T00:10:43Z,100000,False,34.0,22.0,1,left,MISS B. Simmons running Layup,[1627732],1610612751.0,BKN,running,,,Simmons,B. Simmons,,,,,Restricted Area,0-8 Center,4.1,Missed,,,,,,,,,,,,,,,,,,
11,PT11M36.00S,2023-01-01T00:10:40.5Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,0,0,2023-01-01T00:10:43Z,110000,False,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,10.0,1.0,1.0,0.0,,,,,,,,,,,,
12,PT11M30.00S,2023-01-01T00:10:46.0Z,1,REGULAR,3pt,Jump Shot,[],1629023,67.09921156373193,49.754901960784316,1610612766,0,0,2023-01-01T00:10:50Z,120000,False,-1.0,257.0,1,right,MISS P. Washington 25' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,25.68,Missed,,,,,,,,,,,,,,,,,,
13,PT11M28.00S,2023-01-01T00:10:48.0Z,1,REGULAR,rebound,defensive,[],1629651,,,1610612751,0,0,2023-01-01T00:10:50Z,130000,False,,,0,,N. Claxton REBOUND (Off:0 Def:1),[1629651],1610612751.0,BKN,,,,Claxton,N. Claxton,,,,,Above the Break 3,24+ Center,,,,,12.0,1.0,1.0,0.0,,,,,,,,,,,,
14,PT11M17.00S,2023-01-01T00:10:59.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202681,6.258212877792378,53.18627450980392,1610612751,0,2,2023-01-01T00:11:04Z,140000,False,-16.0,6.0,1,left,K. Irving driving Layup (2 PTS),[202681],1610612751.0,BKN,driving,,,Irving,K. Irving,,,,,Restricted Area,0-8 Center,1.71,Made,,,,,,,2.0,,,,,,,,,,,
