actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-03-17T23:10:17.0Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-03-17T23:10:17Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M56.00S,2023-03-17T23:10:20.9Z,1,REGULAR,jumpball,recovered,[],201935,,,1610612755,0,0,2023-03-17T23:10:20Z,40000,False,,,0,,Jump Ball J. Embiid vs. N. Richards: Tip to J. Harden,"[201935, 203954, 1630208]",1610612755.0,PHI,startperiod,J. Harden,201935.0,Harden,J. Harden,Embiid,203954.0,Richards,1630208.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-03-17T23:10:35.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203954,7.046649145860711,48.77450980392157,1610612755,0,2,2023-03-17T23:10:40Z,70000,False,6.0,14.0,1,left,J. Embiid alley-oop Layup (2 PTS) (J. Harden 1 AST),"[203954, 201935]",1610612755.0,PHI,alley-oop,,,Embiid,J. Embiid,,,,,Restricted Area,0-8 Center,1.5,Made,2.0,J. Harden,201935.0,1.0,,,,,,,,,,,,,,
9,PT11M24.00S,2023-03-17T23:10:51.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,91.93495400788436,4.166666666666666,1610612766,0,2,2023-03-17T23:10:56Z,90000,False,-229.0,23.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.04,Missed,,,,,,,,,,,,,,,,,,
10,PT11M22.00S,2023-03-17T23:10:53.3Z,1,REGULAR,rebound,defensive,[],203954,,,1610612755,0,2,2023-03-17T23:10:56Z,100000,False,,,0,,J. Embiid REBOUND (Off:0 Def:1),[203954],1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,Left Corner 3,24+ Left,,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,
11,PT11M20.00S,2023-03-17T23:10:55.9Z,1,REGULAR,turnover,bad pass,[],201935,,,1610612755,0,2,2023-03-17T23:11:00Z,110000,False,,,0,,J. Harden bad pass TURNOVER (1 TO),"[201935, 1626179]",1610612755.0,PHI,,,,Harden,J. Harden,,,,,Mid-Range,8-16 Right,,,,,,,,,,,1.0,Rozier,1626179.0,,,,,,,
12,PT11M20.00S,2023-03-17T23:10:55.9Z,1,REGULAR,steal,,[],1626179,,,1610612766,0,2,2023-03-17T23:10:57Z,120000,False,,,0,,T. Rozier STEAL (1 STL),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
13,PT11M09.00S,2023-03-17T23:11:06.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1626179,70.12155059132719,26.225490196078432,1610612766,3,2,2023-03-17T23:22:12Z,130000,False,-119.0,228.0,1,right,T. Rozier 25' 3PT  (3 PTS) (K. Oubre Jr. 1 AST),"[1626179, 1626162]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.75,Made,3.0,K. Oubre Jr.,1626162.0,1.0,,,,,,,,,,,,,,
15,PT10M52.00S,2023-03-17T23:11:24.0Z,1,REGULAR,turnover,bad pass,[],203954,,,1610612755,3,2,2023-03-17T23:11:29Z,150000,False,,,0,,J. Embiid bad pass TURNOVER (1 TO),"[203954, 202330]",1610612755.0,PHI,,,,Embiid,J. Embiid,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,1.0,Hayward,202330.0,,,,,,,
16,PT10M52.00S,2023-03-17T23:11:24.0Z,1,REGULAR,steal,,[],202330,,,1610612766,3,2,2023-03-17T23:11:26Z,160000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
