actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId
63,PT07M36.00S,2022-12-03T23:16:38.7Z,1,REGULAR,2pt,Jump Shot,[],201572,87.07293035479631,25.98039215686275,1610612749,7,9,2022-12-03T23:16:47Z,630000,False,-120.0,69.0,1,right,MISS B. Lopez 13' turnaround fadeaway Shot,[201572],1610612749.0,MIL,turnaround fadeaway,,,Lopez,B. Lopez,,,,,Mid-Range,8-16 Left,13.85,Missed,,,,,,,,,,,,,,,,,,
64,PT07M35.00S,2022-12-03T23:16:39.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612749,7,9,2022-12-03T23:16:47Z,640000,False,,,0,,TEAM offensive REBOUND,[],1610612749.0,MIL,,,,,,,,,,Mid-Range,8-16 Left,,,,,,,,,63.0,,,,,,,,,,,
66,PT07M30.00S,2022-12-03T23:17:06.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628960,92.9862023653088,50.49019607843137,1610612749,7,11,2022-12-04T00:16:09Z,660000,False,2.0,13.0,1,right,G. Allen driving Layup (2 PTS),[1628960],1610612749.0,MIL,driving,,,Allen,G. Allen,,,,,Restricted Area,0-8 Center,1.36,Made,2.0,,,,,,,,,,,,,,,,,
69,PT07M16.00S,2022-12-03T23:17:24.2Z,1,REGULAR,substitution,out,[],1626171,,,1610612766,7,11,2022-12-03T23:17:29Z,690000,False,,,0,,SUB out: B. Portis,[1626171],1610612749.0,MIL,,,,Portis,B. Portis,,,,,,,,,,,,,,,,,,,,,,,,,,
70,PT07M16.00S,2022-12-03T23:17:24.2Z,1,REGULAR,substitution,in,[],203648,,,1610612766,7,11,2022-12-03T23:17:29Z,700000,False,,,0,,SUB in: T. Antetokounmpo,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT07M05.00S,2022-12-03T23:17:52.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,12.171484888304862,35.53921568627451,1610612766,7,11,2022-12-03T23:18:01Z,710000,False,72.0,62.0,1,left,MISS T. Rozier 9' driving bank Shot,[1626179],1610612766.0,CHA,driving bank,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Right,9.52,Missed,,,,,,,,,,,,,,,,,,
72,PT07M02.00S,2022-12-03T23:17:55.1Z,1,REGULAR,rebound,defensive,[],201572,,,1610612749,7,11,2022-12-03T23:17:55Z,720000,False,,,0,,B. Lopez REBOUND (Off:0 Def:3),[201572],1610612749.0,MIL,,,,Lopez,B. Lopez,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,,71.0,3.0,3.0,0.0,,,,,,,,
73,PT06M58.00S,2022-12-03T23:17:59.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628975,90.88370565045992,51.470588235294116,1610612749,7,11,2022-12-03T23:25:31Z,730000,False,7.0,33.0,1,right,MISS J. Carter running reverse Layup - blocked,"[1628975, 1629023]",1610612749.0,MIL,running reverse,,,Carter,J. Carter,,,,,Restricted Area,0-8 Center,3.4,Missed,,,,,Washington,1629023.0,,,,,,,,,,,,
74,PT06M58.00S,2022-12-03T23:17:59.0Z,1,REGULAR,block,,[],1629023,,,1610612749,7,11,2022-12-03T23:18:01Z,740000,False,,,0,,P. Washington BLOCK (2 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
75,PT06M58.00S,2022-12-03T23:17:59.0Z,1,REGULAR,rebound,defensive,[],1629667,,,1610612766,7,11,2022-12-03T23:18:07Z,750000,False,,,0,,J. McDaniels REBOUND (Off:0 Def:1),[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,73.0,1.0,1.0,0.0,,,,,,,,
76,PT06M52.00S,2022-12-03T23:18:06.4Z,1,REGULAR,2pt,Jump Shot,"['fastbreak', 'pointsinthepaint']",1629667,6.258212877792378,49.50980392156863,1610612766,9,11,2022-12-03T23:26:05Z,760000,False,2.0,6.0,1,left,J. McDaniels driving floating Jump Shot (2 PTS),[1629667],1610612766.0,CHA,driving floating,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,0.68,Made,2.0,,,,,,,,,,,,,,,,,
77,PT06M33.00S,2022-12-03T23:18:25.1Z,1,REGULAR,3pt,Jump Shot,[],203648,94.30026281208936,98.0392156862745,1610612749,9,11,2022-12-03T23:18:31Z,770000,False,240.0,1.0,1,right,MISS T. Antetokounmpo 24' 3PT,[203648],1610612749.0,MIL,,,,Antetokounmpo,T. Antetokounmpo,,,,,Right Corner 3,24+ Right,24.02,Missed,,,,,,,,,,,,,,,,,,
78,PT06M31.00S,2022-12-03T23:18:27.4Z,1,REGULAR,rebound,offensive,[],1628975,,,1610612749,9,11,2022-12-03T23:18:27Z,780000,False,,,0,,J. Carter REBOUND (Off:1 Def:1),[1628975],1610612749.0,MIL,,,,Carter,J. Carter,,,,,Right Corner 3,24+ Right,,,,,,,,,77.0,2.0,1.0,1.0,,,,,,,,
79,PT06M28.00S,2022-12-03T23:18:30.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1629670,92.72339027595268,48.529411764705884,1610612749,9,13,2022-12-03T23:27:11Z,790000,False,-7.0,16.0,1,right,J. Nwora driving finger roll Layup (7 PTS) (J. Carter 2 AST),"[1629670, 1628975]",1610612749.0,MIL,driving finger roll,,,Nwora,J. Nwora,,,,,Restricted Area,0-8 Center,1.75,Made,7.0,J. Carter,1628975.0,2.0,,,,,,,,,,,,,,
81,PT06M12.00S,2022-12-03T23:18:45.4Z,1,REGULAR,2pt,Jump Shot,[],203486,18.873193166885677,66.17647058823529,1610612766,11,13,2022-12-03T23:18:52Z,810000,False,-81.0,125.0,1,left,M. Plumlee 14' pullup Jump Shot (4 PTS) (P. Washington 1 AST),"[203486, 1629023]",1610612766.0,CHA,pullup,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,14.88,Made,4.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
83,PT06M11.00S,2022-12-03T23:18:53.7Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612749,11,13,2022-12-03T23:18:53Z,830000,False,,,0,,MIL Timeout,[],1610612749.0,MIL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M11.00S,2022-12-03T23:20:16.8Z,1,REGULAR,substitution,out,[],1626179,,,1610612749,11,13,2022-12-03T23:21:35Z,840000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M11.00S,2022-12-03T23:20:16.8Z,1,REGULAR,substitution,out,[],1628960,,,1610612749,11,13,2022-12-03T23:21:35Z,850000,False,,,0,,SUB out: G. Allen,[1628960],1610612749.0,MIL,,,,Allen,G. Allen,,,,,,,,,,,,,,,,,,,,,,,,,,
87,PT06M11.00S,2022-12-03T23:20:16.8Z,1,REGULAR,substitution,in,[],1630177,,,1610612749,11,13,2022-12-03T23:21:35Z,860000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
