actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
175,PT12M00.00S,2023-04-04T23:39:57.3Z,2,REGULAR,substitution,in,['startperiod'],1629004,,,1610612766,29,25,2023-04-04T23:41:32Z,1720000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
176,PT12M00.00S,2023-04-04T23:39:57.3Z,2,REGULAR,substitution,in,['startperiod'],1630177,,,1610612766,29,25,2023-04-04T23:41:32Z,1730000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
177,PT12M00.00S,2023-04-04T23:39:57.3Z,2,REGULAR,substitution,in,['startperiod'],1630567,,,1610612766,29,25,2023-04-04T23:41:32Z,1740000,False,,,0,,SUB in: S. Barnes,[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
178,PT12M00.00S,2023-04-04T23:39:57.3Z,2,REGULAR,substitution,in,['startperiod'],1627783,,,1610612766,29,25,2023-04-04T23:41:32Z,1750000,False,,,0,,SUB in: P. Siakam,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
179,PT12M00.00S,2023-04-04T23:41:32.4Z,2,REGULAR,period,start,[],0,,,1610612766,29,25,2023-04-04T23:41:33Z,1760000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
180,PT11M34.00S,2023-04-04T23:41:58.1Z,2,REGULAR,3pt,Jump Shot,[],1629004,71.43561103810775,79.90196078431373,1610612766,32,25,2023-04-04T23:42:02Z,1770000,False,150.0,216.0,1,right,S. Mykhailiuk 26' 3PT  (9 PTS) (T. Maledon 4 AST),"[1629004, 1630177]",1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Right Center,26.27,Made,,,,,,,,,,,,,,,9.0,T. Maledon,1630177.0,4.0
182,PT11M19.00S,2023-04-04T23:42:13.8Z,2,REGULAR,foul,personal,['2freethrow'],1631121,,,1610612761,32,25,2023-04-04T23:42:27Z,1790000,False,,,0,,B. McGowens shooting personal FOUL (1 PF) (Boucher 2 FT),"[1631121, 1628449]",1610612766.0,CHA,shooting,,,McGowens,B. McGowens,,,,,Restricted Area,0-8 Center,,,,,,,2530.0,1.0,0.0,Boucher,1628449.0,,,,,,,,,
184,PT11M19.00S,2023-04-04T23:42:31.3Z,2,REGULAR,freethrow,1 of 2,[],1628449,,,1610612761,32,26,2023-04-04T23:42:56Z,1810000,False,,,0,,C. Boucher Free Throw 1 of 2 (6 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
185,PT11M19.00S,2023-04-04T23:42:31.3Z,2,REGULAR,freethrow,2 of 2,[],1628449,,,1610612761,32,26,2023-04-04T23:42:56Z,1820000,False,,,0,,MISS C. Boucher Free Throw 2 of 2,[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
186,PT11M17.00S,2023-04-04T23:42:33.3Z,2,REGULAR,rebound,defensive,[],1631121,,,1610612766,32,26,2023-04-04T23:42:56Z,1830000,False,,,0,,B. McGowens REBOUND (Off:1 Def:3),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,185.0,4.0,3.0,1.0,,,,,,,,,,,,,,
187,PT10M59.00S,2023-04-04T23:43:00.3Z,2,REGULAR,3pt,Jump Shot,[],1630550,69.46452036793693,24.509803921568626,1610612766,32,26,2023-04-04T23:43:04Z,1840000,False,-127.0,235.0,1,right,MISS J. Thor 26' 3PT,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,Above the Break 3,24+ Left Center,26.69,Missed,,,,,,,,,,,,,,,,,,
188,PT10M56.00S,2023-04-04T23:43:03.3Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,32,26,2023-04-04T23:43:04Z,1850000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Above the Break 3,24+ Left Center,,,187.0,1.0,1.0,0.0,,,,,,,,,,,,,,
189,PT10M50.00S,2023-04-04T23:43:09.6Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,5.469776609724048,48.03921568627451,1610612761,32,26,2023-04-04T23:43:37Z,1860000,False,10.0,-1.0,1,left,MISS S. Barnes driving floating Shot,[1630567],1610612761.0,TOR,driving floating,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,0.99,Missed,,,,,,,,,,,,,,,,,,
190,PT10M47.00S,2023-04-04T23:43:12.6Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612766,32,26,2023-04-04T23:43:14Z,1870000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:1),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,,,189.0,1.0,1.0,0.0,,,,,,,,,,,,,,
191,PT10M38.00S,2023-04-04T23:43:21.0Z,2,REGULAR,3pt,Jump Shot,[],1630177,73.9323258869908,82.84313725490196,1610612766,35,26,2023-04-04T23:43:25Z,1880000,False,164.0,193.0,1,right,T. Maledon 25' 3PT  (10 PTS) (B. McGowens 2 AST),"[1630177, 1631121]",1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,25.3,Made,,,,,,,,,,,,,,,10.0,B. McGowens,1631121.0,2.0
193,PT10M22.00S,2023-04-04T23:43:40.6Z,2,REGULAR,foul,offensive,[],1631132,,,1610612761,35,26,2023-04-04T23:44:22Z,1900000,False,,,0,,C. Koloko charge offensive FOUL (1 PF),"[1631132, 1631121]",1610612761.0,TOR,charge,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,1.0,0.0,McGowens,1631121.0,,,,,,,,,
195,PT10M22.00S,2023-04-04T23:43:40.6Z,2,REGULAR,turnover,offensive foul,[],1631132,,,1610612761,35,26,2023-04-04T23:43:40Z,1920000,False,,,0,,C. Koloko offensive foul TURNOVER (1 TO),[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,,,,,1.0,,,,,,,,
196,PT09M58.00S,2023-04-04T23:44:19.2Z,2,REGULAR,turnover,bad pass,[],1630539,,,1610612766,35,26,2023-04-04T23:44:22Z,1930000,False,,,0,,K. Jones bad pass TURNOVER (1 TO),"[1630539, 1630288]",1610612766.0,CHA,,,,Jones,K. Jones,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,1.0,Dowtin Jr.,1630288.0,,,,,,
197,PT09M58.00S,2023-04-04T23:44:19.2Z,2,REGULAR,steal,,[],1630288,,,1610612761,35,26,2023-04-04T23:44:20Z,1940000,False,,,0,,J. Dowtin Jr. STEAL (1 STL),[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,Mid-Range,8-16 Center,,,,,,,,,,,,,,,,,,,,
198,PT09M39.00S,2023-04-04T23:44:38.1Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', 'fromturnover']",1627783,9.543363994743759,48.03921568627451,1610612761,35,26,2023-04-04T23:44:42Z,1950000,False,10.0,37.0,1,left,MISS P. Siakam turnaround Hook,[1627783],1610612761.0,TOR,turnaround,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,3.85,Missed,,,,,,,,,,,,,,,,,,
199,PT09M36.00S,2023-04-04T23:44:41.1Z,2,REGULAR,rebound,defensive,[],1630539,,,1610612766,35,26,2023-04-04T23:44:42Z,1960000,False,,,0,,K. Jones REBOUND (Off:0 Def:1),[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,,,198.0,1.0,1.0,0.0,,,,,,,,,,,,,,
200,PT09M27.00S,2023-04-04T23:44:49.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,93.11760840998686,48.28431372549019,1610612766,35,26,2023-04-04T23:44:55Z,1970000,False,-9.0,12.0,1,right,MISS T. Maledon driving reverse Layup,[1630177],1610612766.0,CHA,driving reverse,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,1.49,Missed,,,,,,,,,,,,,,,,,,
201,PT09M25.00S,2023-04-04T23:44:51.1Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,35,26,2023-04-04T23:44:55Z,1980000,False,,,0,,S. Barnes REBOUND (Off:0 Def:2),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,200.0,2.0,2.0,0.0,,,,,,,,,,,,,,
202,PT09M23.00S,2023-04-04T23:44:56.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628449,7.703679369250986,51.470588235294116,1610612761,35,28,2023-04-04T23:46:02Z,1990000,False,-7.0,20.0,1,left,C. Boucher running Layup (8 PTS) (J. Dowtin Jr. 1 AST),"[1628449, 1630288]",1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,2.12,Made,,,,,,,,,,,,,,,8.0,J. Dowtin Jr.,1630288.0,1.0
204,PT09M23.00S,2023-04-04T23:44:58.2Z,2,REGULAR,foul,personal,['1freethrow'],1630550,,,1610612761,35,28,2023-04-04T23:45:24Z,2010000,False,,,0,,J. Thor shooting personal FOUL (1 PF) (Boucher 1 FT),"[1630550, 1628449]",1610612766.0,CHA,shooting,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,,,,,,,201245.0,1.0,1.0,Boucher,1628449.0,,,,,,,,,
206,PT09M23.00S,2023-04-04T23:45:06.0Z,2,REGULAR,substitution,out,[],1630288,,,1610612761,35,28,2023-04-04T23:47:30Z,2030000,False,,,0,,SUB out: J. Dowtin Jr.,[1630288],1610612761.0,TOR,,,,Dowtin Jr.,J. Dowtin Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
207,PT09M23.00S,2023-04-04T23:45:06.0Z,2,REGULAR,substitution,out,[],1631132,,,1610612761,35,28,2023-04-04T23:47:30Z,2040000,False,,,0,,SUB out: C. Koloko,[1631132],1610612761.0,TOR,,,,Koloko,C. Koloko,,,,,,,,,,,,,,,,,,,,,,,,,,
208,PT09M23.00S,2023-04-04T23:45:06.0Z,2,REGULAR,substitution,in,[],203115,,,1610612761,35,28,2023-04-04T23:47:30Z,2050000,False,,,0,,SUB in: W. Barton,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,,,,,,,,,,,,,,,,,,,,,,
209,PT09M23.00S,2023-04-04T23:45:06.0Z,2,REGULAR,substitution,in,[],1630173,,,1610612761,35,28,2023-04-04T23:47:30Z,2060000,False,,,0,,SUB in: P. Achiuwa,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,,,,,,,,,,,,,,,,,,,,,,
210,PT09M23.00S,2023-04-04T23:45:35.2Z,2,REGULAR,freethrow,1 of 1,[],1628449,,,1610612761,35,29,2023-04-04T23:45:35Z,2070000,False,,,0,,C. Boucher Free Throw 1 of 1 (9 PTS),[1628449],1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,,,,Made,,,,,,,,,,,,,,,9.0,,,
211,PT09M12.00S,2023-04-04T23:45:49.0Z,2,REGULAR,3pt,Jump Shot,[],1631121,69.59592641261499,24.019607843137255,1610612766,38,29,2023-04-04T23:45:55Z,2080000,False,-130.0,233.0,1,right,B. McGowens 26' 3PT  (9 PTS) (T. Maledon 5 AST),"[1631121, 1630177]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,26.7,Made,,,,,,,,,,,,,,,9.0,T. Maledon,1630177.0,5.0
213,PT08M51.00S,2023-04-04T23:46:09.5Z,2,REGULAR,3pt,Jump Shot,[],1630173,26.363337713534822,15.931372549019606,1610612761,38,32,2023-04-04T23:46:13Z,2100000,False,170.0,195.0,1,left,P. Achiuwa 25' 3PT  (3 PTS) (S. Barnes 2 AST),"[1630173, 1630567]",1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,25.91,Made,,,,,,,,,,,,,,,3.0,S. Barnes,1630567.0,2.0
215,PT08M33.00S,2023-04-04T23:46:30.2Z,2,REGULAR,violation,kicked ball,[],203115,,,1610612766,38,32,2023-04-04T23:46:37Z,2120000,False,,,0,,W. Barton kicked ball VIOLATION,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,,,,,,,,,202056.0,,,,,,,,,,,,,
216,PT08M33.00S,2023-04-04T23:46:33.9Z,2,REGULAR,substitution,out,[],1631121,,,1610612766,38,32,2023-04-04T23:46:36Z,2130000,False,,,0,,SUB out: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
217,PT08M33.00S,2023-04-04T23:46:33.9Z,2,REGULAR,substitution,in,[],1628424,,,1610612766,38,32,2023-04-04T23:46:36Z,2140000,False,,,0,,SUB in: K. Simmons,[1628424],1610612766.0,CHA,,,,Simmons,K. Simmons,,,,,,,,,,,,,,,,,,,,,,,,,,
218,PT08M26.00S,2023-04-04T23:47:28.9Z,2,REGULAR,3pt,Jump Shot,[],1628424,84.1819973718791,98.2843137254902,1610612766,38,32,2023-04-04T23:47:33Z,2150000,False,241.0,96.0,1,right,MISS K. Simmons 25' 3PT,[1628424],1610612766.0,CHA,,,,Simmons,K. Simmons,,,,,Above the Break 3,24+ Right Center,25.99,Missed,,,,,,,,,,,,,,,,,,
219,PT08M24.00S,2023-04-04T23:47:30.9Z,2,REGULAR,rebound,defensive,[],1630173,,,1610612761,38,32,2023-04-04T23:47:33Z,2160000,False,,,0,,P. Achiuwa REBOUND (Off:0 Def:1),[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,,,218.0,1.0,1.0,0.0,,,,,,,,,,,,,,
220,PT08M13.00S,2023-04-04T23:47:42.1Z,2,REGULAR,3pt,Jump Shot,[],1630173,24.129434954007884,14.705882352941178,1610612761,38,32,2023-04-04T23:47:45Z,2170000,False,176.0,174.0,1,left,MISS P. Achiuwa 24' 3PT,[1630173],1610612761.0,TOR,,,,Achiuwa,P. Achiuwa,,,,,Above the Break 3,24+ Right Center,24.81,Missed,,,,,,,,,,,,,,,,,,
221,PT08M11.00S,2023-04-04T23:47:44.1Z,2,REGULAR,rebound,offensive,[],1627783,,,1610612761,38,32,2023-04-04T23:47:44Z,2180000,False,,,0,,P. Siakam REBOUND (Off:1 Def:2),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Right Center,,,220.0,3.0,2.0,1.0,,,,,,,,,,,,,,
222,PT08M09.00S,2023-04-04T23:47:46.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],203115,30.831143232588698,64.70588235294117,1610612761,38,32,2023-04-04T23:47:49Z,2190000,False,-74.0,237.0,1,left,MISS W. Barton 24' 3PT,[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Center,24.84,Missed,,,,,,,,,,,,,,,,,,
223,PT08M06.00S,2023-04-04T23:47:49.3Z,2,REGULAR,rebound,defensive,[],1629004,,,1610612766,38,32,2023-04-04T23:47:49Z,2200000,False,,,0,,S. Mykhailiuk REBOUND (Off:0 Def:2),[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Center,,,222.0,2.0,2.0,0.0,,,,,,,,,,,,,,
224,PT07M49.00S,2023-04-04T23:48:06.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630539,93.9060446780552,49.754901960784316,1610612766,40,32,2023-04-04T23:48:13Z,2210000,False,-1.0,5.0,1,right,K. Jones reverse Layup (2 PTS) (J. Thor 1 AST),"[1630539, 1630550]",1610612766.0,CHA,reverse,,,Jones,K. Jones,,,,,Restricted Area,0-8 Center,0.49,Made,,,,,,,,,,,,,,,2.0,J. Thor,1630550.0,1.0
226,PT07M26.00S,2023-04-04T23:48:29.3Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,6.521024967148489,50.0,1610612761,40,32,2023-04-04T23:48:35Z,2230000,False,0.0,9.0,1,left,MISS P. Siakam driving finger roll Layup,[1627783],1610612761.0,TOR,driving finger roll,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.88,Missed,,,,,,,,,,,,,,,,,,
227,PT07M23.00S,2023-04-04T23:48:32.3Z,2,REGULAR,rebound,defensive,[],1630177,,,1610612766,40,32,2023-04-04T23:48:35Z,2240000,False,,,0,,T. Maledon REBOUND (Off:1 Def:1),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,,,226.0,2.0,1.0,1.0,,,,,,,,,,,,,,
228,PT07M19.00S,2023-04-04T23:48:36.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630177,93.38042049934296,49.754901960784316,1610612766,40,32,2023-04-04T23:48:42Z,2250000,False,-1.0,10.0,1,right,MISS T. Maledon running Layup,[1630177],1610612766.0,CHA,running,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,0.98,Missed,,,,,,,,,,,,,,,,,,
229,PT07M16.00S,2023-04-04T23:48:39.5Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,40,32,2023-04-04T23:48:42Z,2260000,False,,,0,,P. Siakam REBOUND (Off:1 Def:3),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,228.0,4.0,3.0,1.0,,,,,,,,,,,,,,
230,PT07M12.00S,2023-04-04T23:48:42.3Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],203115,15.588042049934298,3.6764705882352944,1610612761,40,35,2023-04-04T23:49:56Z,2270000,False,232.0,94.0,1,left,W. Barton 24' 3PT running (3 PTS) (P. Siakam 1 AST),"[203115, 1627783]",1610612761.0,TOR,running,,,Barton,W. Barton,,,,,Above the Break 3,24+ Right,24.99,Made,,,,,,,,,,,,,,,3.0,P. Siakam,1627783.0,1.0
232,PT07M11.00S,2023-04-04T23:48:48.5Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,40,35,2023-04-04T23:48:48Z,2290000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
233,PT07M11.00S,2023-04-04T23:49:35.6Z,2,REGULAR,substitution,out,[],1629004,,,1610612766,40,35,2023-04-04T23:51:32Z,2300000,False,,,0,,SUB out: S. Mykhailiuk,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
234,PT07M11.00S,2023-04-04T23:49:35.6Z,2,REGULAR,substitution,out,[],1630550,,,1610612766,40,35,2023-04-04T23:51:32Z,2310000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
235,PT07M11.00S,2023-04-04T23:49:35.6Z,2,REGULAR,substitution,in,[],1630270,,,1610612766,40,35,2023-04-04T23:51:32Z,2320000,False,,,0,,SUB in: X. Sneed,[1630270],1610612766.0,CHA,,,,Sneed,X. Sneed,,,,,,,,,,,,,,,,,,,,,,,,,,
236,PT07M11.00S,2023-04-04T23:49:35.6Z,2,REGULAR,substitution,in,[],1631121,,,1610612766,40,35,2023-04-04T23:51:32Z,2330000,False,,,0,,SUB in: B. McGowens,[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,,,,,,,,,,,,,,,,,,,
237,PT07M00.00S,2023-04-04T23:52:37.0Z,2,REGULAR,3pt,Jump Shot,[],1631121,69.99014454664915,22.54901960784314,1610612766,40,35,2023-04-04T23:52:52Z,2340000,False,-137.0,230.0,1,right,MISS B. McGowens 26' step back 3PT,[1631121],1610612766.0,CHA,step back,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,26.75,Missed,,,,,,,,,,,,,,,,,,
238,PT06M57.00S,2023-04-04T23:52:40.0Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,40,35,2023-04-04T23:52:41Z,2350000,False,,,0,,P. Siakam REBOUND (Off:1 Def:4),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Above the Break 3,24+ Left Center,,,237.0,5.0,4.0,1.0,,,,,,,,,,,,,,
239,PT06M48.00S,2023-04-04T23:52:48.1Z,2,REGULAR,3pt,Jump Shot,[],1628449,7.703679369250986,96.07843137254902,1610612761,40,38,2023-04-04T23:52:52Z,2360000,False,-230.0,20.0,1,left,C. Boucher 3PT  (12 PTS) (W. Barton 1 AST),"[1628449, 203115]",1610612761.0,TOR,,,,Boucher,C. Boucher,,,,,Left Corner 3,24+ Left,23.13,Made,,,,,,,,,,,,,,,12.0,W. Barton,203115.0,1.0
256,PT06M33.00S,2023-04-04T23:52:57.5Z,2,REGULAR,violation,kicked ball,[],1627783,,,1610612766,40,38,2023-04-04T23:55:24Z,2375000,False,,,0,,P. Siakam kicked ball VIOLATION,[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,,,,,,,,,,,,,,,,,,,,,,
242,PT06M33.00S,2023-04-04T23:53:15.3Z,2,REGULAR,substitution,out,[],1630539,,,1610612766,40,38,2023-04-04T23:53:26Z,2390000,False,,,0,,SUB out: K. Jones,[1630539],1610612766.0,CHA,,,,Jones,K. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
243,PT06M33.00S,2023-04-04T23:53:15.3Z,2,REGULAR,substitution,in,[],1630208,,,1610612766,40,38,2023-04-04T23:53:26Z,2400000,False,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
244,PT06M21.00S,2023-04-04T23:53:42.3Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630177,90.3580814717477,50.245098039215684,1610612766,40,38,2023-04-04T23:54:07Z,2410000,False,1.0,38.0,1,right,MISS T. Maledon driving floating Shot,[1630177],1610612766.0,CHA,driving floating,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,3.81,Missed,,,,,,,,,,,,,,,,,,
245,PT06M19.00S,2023-04-04T23:53:44.1Z,2,REGULAR,rebound,defensive,[],1627783,,,1610612761,40,38,2023-04-04T23:53:44Z,2420000,False,,,0,,P. Siakam REBOUND (Off:1 Def:5),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,,,244.0,6.0,5.0,1.0,,,,,,,,,,,,,,
246,PT06M12.00S,2023-04-04T23:53:51.2Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1627783,6.258212877792378,50.0,1610612761,40,40,2023-04-04T23:53:56Z,2430000,False,0.0,6.0,1,left,P. Siakam Hook (9 PTS),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,0.63,Made,,,,,,,,,,,,,,,9.0,,,
247,PT06M03.00S,2023-04-04T23:54:01.5Z,2,REGULAR,turnover,bad pass,[],1631121,,,1610612766,40,40,2023-04-04T23:54:50Z,2440000,False,,,0,,B. McGowens bad pass TURNOVER (1 TO),"[1631121, 203115]",1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,Barton,203115.0,,,,,,
248,PT06M03.00S,2023-04-04T23:54:01.5Z,2,REGULAR,steal,,[],203115,,,1610612761,40,40,2023-04-04T23:54:04Z,2450000,False,,,0,,W. Barton STEAL (1 STL),[203115],1610612761.0,TOR,,,,Barton,W. Barton,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
249,PT05M57.00S,2023-04-04T23:54:06.0Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628449,6.258212877792378,49.754901960784316,1610612761,40,42,2023-04-04T23:55:05Z,2460000,False,1.0,6.0,1,left,C. Boucher running DUNK (14 PTS),[1628449],1610612761.0,TOR,running,,,Boucher,C. Boucher,,,,,Restricted Area,0-8 Center,0.64,Made,,,,,,,,,,,,,,,14.0,,,
250,PT05M41.00S,2023-04-04T23:54:21.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,89.96386333771353,45.83333333333333,1610612766,40,42,2023-04-04T23:54:26Z,2470000,False,-21.0,42.0,1,right,MISS T. Maledon driving Layup - blocked,"[1630177, 1627783]",1610612766.0,CHA,driving,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),0-8 Center,4.67,Missed,,,,,,,,,,,,,Siakam,1627783.0,,,,
251,PT05M41.00S,2023-04-04T23:54:21.6Z,2,REGULAR,block,,[],1627783,,,1610612766,40,42,2023-04-04T23:54:23Z,2480000,False,,,0,,P. Siakam BLOCK (2 BLK),[1627783],1610612761.0,TOR,,,,Siakam,P. Siakam,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
252,PT05M40.00S,2023-04-04T23:54:22.6Z,2,REGULAR,rebound,defensive,[],1630567,,,1610612761,40,42,2023-04-04T23:54:26Z,2490000,False,,,0,,S. Barnes REBOUND (Off:0 Def:3),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),0-8 Center,,,250.0,3.0,3.0,0.0,,,,,,,,,,,,,,
253,PT05M32.00S,2023-04-04T23:54:32.2Z,2,REGULAR,3pt,Jump Shot,[],203115,33.065045992115635,48.77450980392157,1610612761,40,45,2023-04-04T23:54:37Z,2500000,False,6.0,258.0,1,left,W. Barton 25' 3PT  (6 PTS) (P. Achiuwa 1 AST),"[203115, 1630173]",1610612761.0,TOR,,,,Barton,W. Barton,,,,,Above the Break 3,24+ Center,25.84,Made,,,,,,,,,,,,,,,6.0,P. Achiuwa,1630173.0,1.0
255,PT05M30.00S,2023-04-04T23:54:38.8Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,40,45,2023-04-04T23:54:38Z,2520000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
257,PT05M30.00S,2023-04-04T23:55:24.4Z,2,REGULAR,substitution,out,[],1630270,,,1610612766,40,45,2023-04-04T23:57:17Z,2530000,False,,,0,,SUB out: X. Sneed,[1630270],1610612766.0,CHA,,,,Sneed,X. Sneed,,,,,,,,,,,,,,,,,,,,,,,,,,
258,PT05M30.00S,2023-04-04T23:55:24.4Z,2,REGULAR,substitution,in,[],1630550,,,1610612766,40,45,2023-04-04T23:57:17Z,2540000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
