actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,officialId,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
433,PT06M01.00S,2022-12-17T01:36:21.3Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,77,81,2022-12-17T01:36:49Z,4300000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Right Corner 3,24+ Right,,,432.0,,,,,,,,,,,,,,,,
434,PT06M01.00S,2022-12-17T01:36:36.2Z,3,REGULAR,foul,personal,[],1629631,,,1610612766,77,81,2022-12-17T01:43:07Z,4310000,False,,,0,,D. Hunter personal FOUL (2 PF),"[1629631, 1630208]",1610612737.0,ATL,201245.0,,,,Hunter,D. Hunter,,,,,Right Corner 3,24+ Right,,,,,,,,2.0,0.0,Richards,1630208.0,,,,,,,,
437,PT06M00.00S,2022-12-17T01:36:55.0Z,3,REGULAR,substitution,out,[],202330,,,1610612766,77,81,2022-12-17T01:37:17Z,4340000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
438,PT06M00.00S,2022-12-17T01:36:55.0Z,3,REGULAR,substitution,in,[],1626162,,,1610612766,77,81,2022-12-17T01:37:17Z,4350000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,
439,PT05M47.00S,2022-12-17T01:37:18.4Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1626162,10.33180026281209,3.6764705882352944,1610612766,77,81,2022-12-17T01:37:39Z,4360000,False,232.0,45.0,1,left,MISS K. Oubre Jr. 3PT,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,23.59,Missed,,,,,,,,,,,,,,,,,
440,PT05M44.00S,2022-12-17T01:37:21.4Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,77,81,2022-12-17T01:37:39Z,4370000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:3),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,Right Corner 3,24+ Right,,,439.0,5.0,3.0,2.0,,,,,,,,,,,,,
441,PT05M36.00S,2022-12-17T01:37:32.5Z,3,REGULAR,foul,personal,[],1629667,,,1610612737,77,81,2022-12-17T01:37:43Z,4380000,False,,,0,,J. McDaniels personal FOUL (4 PF),"[1629667, 203992]",1610612766.0,CHA,2005.0,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,4.0,0.0,Bogdanovic,203992.0,,,,,,,,
443,PT05M36.00S,2022-12-17T01:37:46.1Z,3,REGULAR,substitution,out,[],1629667,,,1610612737,77,81,2022-12-17T01:38:03Z,4400000,False,,,0,,SUB out: J. McDaniels,[1629667],1610612766.0,CHA,,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,
444,PT05M36.00S,2022-12-17T01:37:46.1Z,3,REGULAR,substitution,in,[],1630550,,,1610612737,77,81,2022-12-17T01:38:03Z,4410000,False,,,0,,SUB in: J. Thor,[1630550],1610612766.0,CHA,,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,
445,PT05M27.00S,2022-12-17T01:38:08.9Z,3,REGULAR,2pt,Jump Shot,[],1630168,78.0059132720105,55.14705882352941,1610612737,77,83,2022-12-17T01:38:16Z,4420000,False,26.0,154.0,1,right,O. Okongwu 15' Jump Shot (7 PTS) (T. Forrest 5 AST),"[1630168, 1630235]",1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Center,15.63,Made,,,,,7.0,,,,,T. Forrest,1630235.0,5.0,,,,,
447,PT05M13.00S,2022-12-17T01:38:25.1Z,3,REGULAR,foul,personal,[],1630235,,,1610612766,77,83,2022-12-17T01:38:38Z,4440000,False,,,0,,T. Forrest personal FOUL (3 PF),"[1630235, 1630163]",1610612737.0,ATL,2005.0,,,,Forrest,T. Forrest,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,3.0,0.0,Ball,1630163.0,,,,,,,,
449,PT05M13.00S,2022-12-17T01:38:38.0Z,3,REGULAR,substitution,out,[],1630163,,,1610612766,77,83,2022-12-17T01:38:47Z,4460000,False,,,0,,SUB out: L. Ball,[1630163],1610612766.0,CHA,,,,,Ball,L. Ball,,,,,,,,,,,,,,,,,,,,,,,,,
450,PT05M13.00S,2022-12-17T01:38:38.0Z,3,REGULAR,substitution,out,[],203992,,,1610612766,77,83,2022-12-17T01:38:47Z,4470000,False,,,0,,SUB out: B. Bogdanovic,[203992],1610612737.0,ATL,,,,,Bogdanovic,B. Bogdanovic,,,,,,,,,,,,,,,,,,,,,,,,,
451,PT05M13.00S,2022-12-17T01:38:38.0Z,3,REGULAR,substitution,in,[],1630177,,,1610612766,77,83,2022-12-17T01:38:47Z,4480000,False,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,
452,PT05M13.00S,2022-12-17T01:38:38.0Z,3,REGULAR,substitution,in,[],1631100,,,1610612766,77,83,2022-12-17T01:38:47Z,4490000,False,,,0,,SUB in: A. Griffin,[1631100],1610612737.0,ATL,,,,,Griffin,A. Griffin,,,,,,,,,,,,,,,,,,,,,,,,,
453,PT05M04.00S,2022-12-17T01:39:07.8Z,3,REGULAR,turnover,traveling,[],1626179,,,1610612766,77,83,2022-12-17T01:39:14Z,4500000,False,,,0,,T. Rozier traveling TURNOVER (2 TO),[1626179],1610612766.0,CHA,201245.0,,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,2.0,,,,
454,PT04M40.00S,2022-12-17T01:39:46.0Z,3,REGULAR,turnover,shot clock,['team'],0,,,1610612737,77,83,2022-12-17T01:39:53Z,4510000,False,,,0,,ATL shot clock Team TURNOVER,[],1610612737.0,ATL,204059.0,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,
455,PT04M23.00S,2022-12-17T01:40:16.3Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630177,15.850854139290407,43.13725490196079,1610612766,77,83,2022-12-17T01:40:22Z,4520000,False,34.0,96.0,1,left,MISS T. Maledon 10' fadeaway Shot,[1630177],1610612766.0,CHA,,fadeaway,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),8-16 Center,10.24,Missed,,,,,,,,,,,,,,,,,
456,PT04M20.00S,2022-12-17T01:40:19.3Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,77,83,2022-12-17T01:40:22Z,4530000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:4),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,In The Paint (Non-RA),8-16 Center,,,455.0,6.0,4.0,2.0,,,,,,,,,,,,,
457,PT04M18.00S,2022-12-17T01:40:23.5Z,3,REGULAR,foul,personal,['2freethrow'],1626162,,,1610612737,77,83,2022-12-17T01:40:56Z,4540000,False,,,0,,K. Oubre Jr. shooting personal FOUL (2 PF) (Young 2 FT),"[1626162, 1629027]",1610612766.0,CHA,2005.0,shooting,,,Oubre Jr.,K. Oubre Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,2.0,0.0,Young,1629027.0,,,,,,,,
459,PT04M18.00S,2022-12-17T01:41:00.7Z,3,REGULAR,foul,technical,['1freethrow'],2168,,,1610612737,77,83,2022-12-17T01:41:25Z,4560000,False,,,0,,TEAM foul technical,[2168],1610612766.0,CHA,204059.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
460,PT04M18.00S,2022-12-17T01:41:20.2Z,3,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,77,84,2022-12-17T01:41:20Z,4570000,False,,,0,,T. Young technical Free Throw 1 of 1 (20 PTS),[1629027],1610612737.0,ATL,,technical,,,Young,T. Young,,,,,,,,Made,,,,,20.0,,,,,,,,,,,,
461,PT04M18.00S,2022-12-17T01:41:33.5Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,77,85,2022-12-17T01:41:33Z,4580000,False,,,0,,T. Young Free Throw 1 of 2 (21 PTS),[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,Made,,,,,21.0,,,,,,,,,,,,
462,PT04M18.00S,2022-12-17T01:41:47.1Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,77,86,2022-12-17T01:41:47Z,4590000,False,,,0,,T. Young Free Throw 2 of 2 (22 PTS),[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,Made,,,,,22.0,,,,,,,,,,,,
463,PT04M06.00S,2022-12-17T01:42:00.5Z,3,REGULAR,3pt,Jump Shot,[],1626179,31.09395532194481,68.87254901960785,1610612766,77,86,2022-12-17T01:48:30Z,4600000,False,-94.0,240.0,1,left,MISS T. Rozier 25' pullup 3PT,[1626179],1610612766.0,CHA,,pullup,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.77,Missed,,,,,,,,,,,,,,,,,
464,PT04M06.00S,2022-12-17T01:42:00.5Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,77,86,2022-12-17T01:42:22Z,4610000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Above the Break 3,24+ Left Center,,,463.0,,,,,,,,,,,,,,,,
465,PT04M06.00S,2022-12-17T01:42:19.9Z,3,REGULAR,foul,personal,[],1630168,,,1610612766,77,86,2022-12-17T01:42:42Z,4620000,False,,,0,,O. Okongwu loose ball personal FOUL (3 PF),"[1630168, 1630208]",1610612737.0,ATL,2005.0,loose ball,,,Okongwu,O. Okongwu,,,,,Above the Break 3,24+ Left Center,,,,,,,,3.0,0.0,Richards,1630208.0,,,,,,,,
467,PT03M52.00S,2022-12-17T01:42:36.3Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,8.754927726675426,45.09803921568628,1610612766,77,86,2022-12-17T01:42:47Z,4640000,False,25.0,30.0,1,left,MISS K. Oubre Jr. driving Layup,[1626162],1610612766.0,CHA,,driving,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,3.86,Missed,,,,,,,,,,,,,,,,,
468,PT03M52.00S,2022-12-17T01:42:36.3Z,3,REGULAR,rebound,offensive,[],1626162,,,1610612766,77,86,2022-12-17T02:29:31Z,4650000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:1),[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,467.0,3.0,1.0,2.0,,,,,,,,,,,,,
706,PT03M52.00S,2022-12-17T01:42:39.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1626162,7.6215505913272015,51.00337009803921,1610612766,77,86,2022-12-17T02:29:19Z,4655000,False,-5.0,19.0,1,left,MISS K. Oubre Jr. tip Layup,[1626162],1610612766.0,CHA,,tip,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,1.97,Missed,,,,,,,,,,,,,,,,,
707,PT03M52.00S,2022-12-17T01:42:39.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,77,86,2022-12-17T02:29:19Z,4657500,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Restricted Area,0-8 Center,,,706.0,,,,,,,,,,,,,,,,
470,PT03M48.00S,2022-12-17T01:42:53.5Z,3,REGULAR,2pt,Jump Shot,['2ndchance'],1626162,9.280551905387648,70.83333333333334,1610612766,77,86,2022-12-17T02:29:19Z,4670000,False,-104.0,35.0,1,left,MISS K. Oubre Jr. 10' Jump Shot,[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,10.98,Missed,,,,,,,,,,,,,,,,,
471,PT03M46.00S,2022-12-17T01:42:55.5Z,3,REGULAR,rebound,defensive,[],1630168,,,1610612737,77,86,2022-12-17T01:42:55Z,4680000,False,,,0,,O. Okongwu REBOUND (Off:2 Def:5),[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,Mid-Range,8-16 Left,,,470.0,7.0,5.0,2.0,,,,,,,,,,,,,
472,PT03M43.00S,2022-12-17T01:43:04.0Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1626162,,,1610612737,77,86,2022-12-17T01:43:24Z,4690000,False,,,0,,K. Oubre Jr. personal FOUL (3 PF) (Young 2 FT),"[1626162, 1629027]",1610612766.0,CHA,204059.0,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Right,,,,,,,,3.0,0.0,Young,1629027.0,,,,,,,,
474,PT03M43.00S,2022-12-17T01:43:25.2Z,3,REGULAR,freethrow,1 of 2,[],1629027,,,1610612737,77,87,2022-12-17T01:43:25Z,4710000,False,,,0,,T. Young Free Throw 1 of 2 (23 PTS),[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,Made,,,,,23.0,,,,,,,,,,,,
476,PT03M43.00S,2022-12-17T01:43:38.8Z,3,REGULAR,freethrow,2 of 2,[],1629027,,,1610612737,77,88,2022-12-17T01:43:38Z,4720000,False,,,0,,T. Young Free Throw 2 of 2 (24 PTS),[1629027],1610612737.0,ATL,,,,,Young,T. Young,,,,,,,,Made,,,,,24.0,,,,,,,,,,,,
477,PT03M30.00S,2022-12-17T01:43:52.1Z,3,REGULAR,2pt,DUNK,['pointsinthepaint'],1626162,5.601182654402102,49.50980392156863,1610612766,79,88,2022-12-17T01:43:57Z,4730000,False,2.0,0.0,1,left,K. Oubre Jr. cutting DUNK (10 PTS) (T. Rozier 9 AST),"[1626162, 1626179]",1610612766.0,CHA,,cutting,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,0.25,Made,,,,,10.0,,,,,T. Rozier,1626179.0,9.0,,,,,
479,PT03M15.00S,2022-12-17T01:44:07.4Z,3,REGULAR,3pt,Jump Shot,[],1629027,62.5,42.40196078431372,1610612737,79,91,2022-12-17T01:44:13Z,4750000,False,-38.0,300.0,1,right,T. Young 30' 3PT step back (27 PTS),[1629027],1610612737.0,ATL,,step back,,,Young,T. Young,,,,,Above the Break 3,24+ Center,30.24,Made,,,,,27.0,,,,,,,,,,,,
480,PT03M05.00S,2022-12-17T01:44:26.3Z,3,REGULAR,foul,offensive,['inpenalty'],1630208,,,1610612766,79,91,2022-12-17T01:44:38Z,4760000,False,,,0,,N. Richards offensive FOUL (2 PF),"[1630208, 1629027]",1610612766.0,CHA,201245.0,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,,2.0,0.0,Young,1629027.0,,,,,,,,
482,PT03M05.00S,2022-12-17T01:44:26.3Z,3,REGULAR,turnover,offensive foul,[],1630208,,,1610612766,79,91,2022-12-17T01:44:26Z,4780000,False,,,0,,N. Richards offensive foul TURNOVER (1 TO),[1630208],1610612766.0,CHA,201245.0,,,,Richards,N. Richards,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,,,1.0,,,,
483,PT03M05.00S,2022-12-17T01:44:47.0Z,3,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612737,79,91,2022-12-17T01:44:47Z,4790000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
487,PT03M05.00S,2022-12-17T01:45:09.5Z,3,REGULAR,substitution,out,[],1626179,,,1610612737,79,91,2022-12-17T01:47:06Z,4800000,False,,,0,,SUB out: T. Rozier,[1626179],1610612766.0,CHA,,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,
488,PT03M05.00S,2022-12-17T01:45:09.5Z,3,REGULAR,substitution,out,[],1629631,,,1610612737,79,91,2022-12-17T01:47:06Z,4810000,False,,,0,,SUB out: D. Hunter,[1629631],1610612737.0,ATL,,,,,Hunter,D. Hunter,,,,,,,,,,,,,,,,,,,,,,,,,
489,PT03M05.00S,2022-12-17T01:45:09.5Z,3,REGULAR,substitution,out,[],1630168,,,1610612737,79,91,2022-12-17T01:47:06Z,4820000,False,,,0,,SUB out: O. Okongwu,[1630168],1610612737.0,ATL,,,,,Okongwu,O. Okongwu,,,,,,,,,,,,,,,,,,,,,,,,,
490,PT03M05.00S,2022-12-17T01:45:09.5Z,3,REGULAR,substitution,in,[],202330,,,1610612737,79,91,2022-12-17T01:47:06Z,4830000,False,,,0,,SUB in: G. Hayward,[202330],1610612766.0,CHA,,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,
491,PT03M05.00S,2022-12-17T01:45:09.5Z,3,REGULAR,substitution,in,[],1626163,,,1610612737,79,91,2022-12-17T01:47:06Z,4840000,False,,,0,,SUB in: F. Kaminsky,[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,,,,,,,,,,,,,,,,,,,,,
492,PT03M05.00S,2022-12-17T01:45:09.5Z,3,REGULAR,substitution,in,[],1630552,,,1610612737,79,91,2022-12-17T01:47:06Z,4850000,False,,,0,,SUB in: J. Johnson,[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,,,,,,,,,,,,,,,,,,,,,
493,PT02M49.00S,2022-12-17T01:47:34.6Z,3,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629027,93.51182654402102,53.431372549019606,1610612737,79,91,2022-12-17T01:47:43Z,4860000,False,17.0,8.0,1,right,MISS T. Young driving Layup,[1629027],1610612737.0,ATL,,driving,,,Young,T. Young,,,,,Restricted Area,0-8 Center,1.92,Missed,,,,,,,,,,,,,,,,,
494,PT02M46.00S,2022-12-17T01:47:36.9Z,3,REGULAR,rebound,defensive,[],1626162,,,1610612766,79,91,2022-12-17T01:47:36Z,4870000,False,,,0,,K. Oubre Jr. REBOUND (Off:2 Def:2),[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Restricted Area,0-8 Center,,,493.0,4.0,2.0,2.0,,,,,,,,,,,,,
495,PT02M43.00S,2022-12-17T01:47:44.4Z,3,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1631100,,,1610612766,79,91,2022-12-17T02:15:37Z,4880000,False,,,0,,A. Griffin personal FOUL (3 PF) (Oubre Jr. 2 FT),"[1631100, 1626162]",1610612737.0,ATL,201245.0,,,,Griffin,A. Griffin,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
497,PT02M43.00S,2022-12-17T01:48:08.3Z,3,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,80,91,2022-12-17T01:48:08Z,4900000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (11 PTS),[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,11.0,,,,,,,,,,,,
498,PT02M43.00S,2022-12-17T01:48:10.4Z,3,REGULAR,substitution,out,[],1630235,,,1610612766,80,91,2022-12-17T01:48:16Z,4910000,False,,,0,,SUB out: T. Forrest,[1630235],1610612737.0,ATL,,,,,Forrest,T. Forrest,,,,,,,,,,,,,,,,,,,,,,,,,
499,PT02M43.00S,2022-12-17T01:48:10.4Z,3,REGULAR,substitution,in,[],1628988,,,1610612766,80,91,2022-12-17T01:48:16Z,4920000,False,,,0,,SUB in: A. Holiday,[1628988],1610612737.0,ATL,,,,,Holiday,A. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,
500,PT02M43.00S,2022-12-17T01:48:27.1Z,3,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,81,91,2022-12-17T01:48:27Z,4930000,False,,,0,,K. Oubre Jr. Free Throw 2 of 2 (12 PTS),[1626162],1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,Made,,,,,12.0,,,,,,,,,,,,
501,PT02M34.00S,2022-12-17T01:48:38.9Z,3,REGULAR,3pt,Jump Shot,[],1628988,74.06373193166885,11.76470588235294,1610612737,81,94,2022-12-17T01:48:44Z,4940000,False,-191.0,191.0,1,right,A. Holiday 27' 3PT  (7 PTS) (F. Kaminsky 2 AST),"[1628988, 1626163]",1610612737.0,ATL,,,,,Holiday,A. Holiday,,,,,Above the Break 3,24+ Left Center,27.05,Made,,,,,7.0,,,,,F. Kaminsky,1626163.0,2.0,,,,,
503,PT02M17.00S,2022-12-17T01:48:56.3Z,3,REGULAR,3pt,Jump Shot,[],1630177,25.706307490144546,82.84313725490196,1610612766,81,94,2022-12-17T01:49:02Z,4960000,False,-164.0,189.0,1,left,MISS T. Maledon 25' 3PT,[1630177],1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,
504,PT02M12.00S,2022-12-17T01:49:01.1Z,3,REGULAR,rebound,defensive,[],1626163,,,1610612737,81,94,2022-12-17T01:49:01Z,4970000,False,,,0,,F. Kaminsky REBOUND (Off:0 Def:2),[1626163],1610612737.0,ATL,,,,,Kaminsky,F. Kaminsky,,,,,Above the Break 3,24+ Left Center,,,503.0,2.0,2.0,0.0,,,,,,,,,,,,,
505,PT02M04.00S,2022-12-17T01:49:09.8Z,3,REGULAR,2pt,Jump Shot,[],1629027,83.39356110381078,89.4607843137255,1610612737,81,94,2022-12-17T01:55:46Z,4980000,False,197.0,104.0,1,right,MISS T. Young 22' step back Shot,[1629027],1610612737.0,ATL,,step back,,,Young,T. Young,,,,,Mid-Range,16-24 Right,22.28,Missed,,,,,,,,,,,,,,,,,
506,PT02M01.00S,2022-12-17T01:49:12.2Z,3,REGULAR,rebound,offensive,[],1630552,,,1610612737,81,94,2022-12-17T01:49:12Z,4990000,False,,,0,,J. Johnson REBOUND (Off:1 Def:1),[1630552],1610612737.0,ATL,,,,,Johnson,J. Johnson,,,,,Mid-Range,16-24 Right,,,505.0,2.0,1.0,1.0,,,,,,,,,,,,,
507,PT01M59.00S,2022-12-17T01:49:14.4Z,3,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1629027,93.64323258869908,62.5,1610612737,81,94,2022-12-17T01:49:31Z,5000000,False,62.0,7.0,1,right,MISS T. Young 6' floating Shot,[1629027],1610612737.0,ATL,,floating,,,Young,T. Young,,,,,In The Paint (Non-RA),0-8 Center,6.29,Missed,,,,,,,,,,,,,,,,,
508,PT01M57.00S,2022-12-17T01:49:16.4Z,3,REGULAR,rebound,defensive,[],1630177,,,1610612766,81,94,2022-12-17T01:49:31Z,5010000,False,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),0-8 Center,,,507.0,1.0,1.0,0.0,,,,,,,,,,,,,
509,PT01M52.00S,2022-12-17T01:49:21.6Z,3,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1630550,7.30946123521682,54.41176470588235,1610612766,81,94,2022-12-17T01:56:50Z,5020000,False,-22.0,16.0,1,left,MISS J. Thor driving Layup,[1630550],1610612766.0,CHA,,driving,,,Thor,J. Thor,,,,,Restricted Area,0-8 Center,2.74,Missed,,,,,,,,,,,,,,,,,
510,PT01M52.00S,2022-12-17T01:49:21.6Z,3,REGULAR,rebound,offensive,['team'],0,,,1610612766,81,94,2022-12-17T01:49:55Z,5030000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,Restricted Area,0-8 Center,,,509.0,,,,,,,,,,,,,,,,
512,PT01M47.00S,2022-12-17T01:49:44.3Z,3,REGULAR,3pt,Jump Shot,['2ndchance'],1630177,28.465834428383708,22.058823529411764,1610612766,84,94,2022-12-17T01:49:51Z,5050000,False,140.0,215.0,1,left,T. Maledon 25' 3PT  (3 PTS) (N. Richards 1 AST),"[1630177, 1630208]",1610612766.0,CHA,,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,25.65,Made,,,,,3.0,,,,,N. Richards,1630208.0,1.0,,,,,
514,PT01M30.00S,2022-12-17T01:50:07.7Z,3,REGULAR,foul,offensive,['inpenalty'],1626163,,,1610612737,84,94,2022-12-17T01:51:03Z,5070000,False,,,0,,F. Kaminsky offensive FOUL (3 PF),"[1626163, 1626162]",1610612737.0,ATL,204059.0,,,,Kaminsky,F. Kaminsky,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,3.0,0.0,Oubre Jr.,1626162.0,,,,,,,,
516,PT01M30.00S,2022-12-17T01:50:07.7Z,3,REGULAR,turnover,offensive foul,[],1626163,,,1610612737,84,94,2022-12-17T01:50:07Z,5090000,False,,,0,,F. Kaminsky offensive foul TURNOVER (1 TO),[1626163],1610612737.0,ATL,204059.0,,,,Kaminsky,F. Kaminsky,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,1.0,,,,
517,PT01M16.00S,2022-12-17T01:50:28.3Z,3,REGULAR,3pt,Jump Shot,['fromturnover'],1626162,4.944152431011826,95.34313725490196,1610612766,87,94,2022-12-17T01:50:45Z,5100000,False,-227.0,-6.0,1,left,K. Oubre Jr. 3PT  (15 PTS) (G. Hayward 4 AST),"[1626162, 202330]",1610612766.0,CHA,,,,,Oubre Jr.,K. Oubre Jr.,,,,,Left Corner 3,24+ Left,22.68,Made,,,,,15.0,,,,,G. Hayward,202330.0,4.0,,,,,
519,PT01M15.00S,2022-12-17T01:50:39.6Z,3,REGULAR,foul,technical,"['inpenalty', '1freethrow']",1626162,,,1610612737,87,94,2022-12-17T01:50:51Z,5120000,False,,,0,,K. Oubre Jr. technical FOUL (1 Tech),[1626162],1610612766.0,CHA,201245.0,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left,,,,,,,,3.0,1.0,,,,,,,,,,
520,PT01M15.00S,2022-12-17T01:50:57.9Z,3,REGULAR,freethrow,1 of 1,[],1629027,,,1610612737,87,94,2022-12-17T01:50:57Z,5130000,False,,,0,,MISS T. Young technical Free Throw 1 of 1,[1629027],1610612737.0,ATL,,technical,,,Young,T. Young,,,,,,,,Missed,,,,,,,,,,,,,,,,,
521,PT01M15.00S,2022-12-17T01:50:57.9Z,3,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612737,87,94,2022-12-17T01:50:57Z,5140000,False,,,0,,TEAM offensive REBOUND,[],1610612737.0,ATL,,,,,,,,,,,,,,,520.0,,,,,,,,,,,,,,,,
522,PT01M03.00S,2022-12-17T01:51:25.1Z,3,REGULAR,2pt,Jump Shot,[],1629027,90.88370565045992,68.13725490196079,1610612737,87,94,2022-12-17T01:58:19Z,5150000,False,91.0,33.0,1,right,MISS T. Young 9' driving floating bank Shot - blocked,"[1629027, 1630208]",1610612737.0,ATL,,driving floating bank,,,Young,T. Young,,,,,Mid-Range,8-16 Right,9.66,Missed,,,,,,,,,,,,,,,,Richards,1630208.0
