actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,turnoverTotal,stealPlayerName,stealPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal
84,PT06M21.00S,2022-10-31T23:24:00.6Z,1,REGULAR,substitution,out,[],203084,,,1610612758,17,11,2022-10-31T23:24:08Z,840000,,,0,,SUB out: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
85,PT06M21.00S,2022-10-31T23:24:00.6Z,1,REGULAR,substitution,in,[],1626168,,,1610612758,17,11,2022-10-31T23:24:08Z,850000,,,0,,SUB in: T. Lyles,[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,,,,,,,,,,,,,,,,,,,,,,
86,PT06M21.00S,2022-10-31T23:24:10.3Z,1,REGULAR,freethrow,1 of 1,[],1628368,,,1610612758,17,12,2022-10-31T23:24:10Z,860000,,,0,,D. Fox Free Throw 1 of 1 (6 PTS),[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
87,PT06M06.00S,2022-10-31T23:24:26.3Z,1,REGULAR,turnover,bad pass,[],1628372,,,1610612766,17,12,2022-10-31T23:24:35Z,870000,,,0,,D. Smith Jr. bad pass TURNOVER (2 TO),"[1628372, 1631099]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,2.0,Murray,1631099.0,,,,,,,,,
88,PT06M06.00S,2022-10-31T23:24:26.3Z,1,REGULAR,steal,,[],1631099,,,1610612758,17,12,2022-10-31T23:37:34Z,880000,,,0,,K. Murray STEAL (1 STL),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,In The Paint (Non-RA),8-16 Left,,,,,,,,,,,,,,,,,,,,
89,PT06M02.00S,2022-10-31T23:24:35.2Z,1,REGULAR,turnover,out-of-bounds,[],1631099,,,1610612758,17,12,2022-10-31T23:24:41Z,890000,,,0,,K. Murray bad pass out-of-bounds TURNOVER (1 TO),[1631099],1610612758.0,SAC,bad pass,,,Murray,K. Murray,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,1629178.0,,,,,,,,
90,PT06M02.00S,2022-10-31T23:24:39.2Z,1,REGULAR,substitution,out,[],1626162,,,1610612766,17,12,2022-10-31T23:25:02Z,900000,,,0,,SUB out: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
91,PT06M02.00S,2022-10-31T23:24:39.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612766,17,12,2022-10-31T23:25:02Z,910000,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
92,PT06M02.00S,2022-10-31T23:24:39.2Z,1,REGULAR,substitution,out,[],1628368,,,1610612766,17,12,2022-10-31T23:25:02Z,920000,,,0,,SUB out: D. Fox,[1628368],1610612758.0,SAC,,,,Fox,D. Fox,,,,,,,,,,,,,,,,,,,,,,,,,,
93,PT06M02.00S,2022-10-31T23:24:39.2Z,1,REGULAR,substitution,in,[],1629667,,,1610612766,17,12,2022-10-31T23:25:02Z,930000,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
94,PT06M02.00S,2022-10-31T23:24:39.2Z,1,REGULAR,substitution,in,[],1630547,,,1610612766,17,12,2022-10-31T23:25:02Z,940000,,,0,,SUB in: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
95,PT06M02.00S,2022-10-31T23:24:39.2Z,1,REGULAR,substitution,in,[],1630558,,,1610612766,17,12,2022-10-31T23:25:02Z,950000,,,0,,SUB in: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
96,PT05M48.00S,2022-10-31T23:25:10.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,88.91261498028909,2.941176470588235,1610612766,20,12,2022-10-31T23:25:14Z,960000,-235.0,52.0,1,right,J. McDaniels 24' 3PT  (3 PTS) (G. Hayward 1 AST),"[1629667, 202330]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Left Corner 3,24+ Left,24.09,Made,,,,,,,,,,,,,,,3.0,G. Hayward,202330.0,1.0
99,PT05M31.00S,2022-10-31T23:25:43.7Z,1,REGULAR,3pt,Jump Shot,[],1631099,33.327858081471746,52.450980392156865,1610612758,20,12,2022-10-31T23:31:01Z,990000,-12.0,261.0,1,left,MISS K. Murray 26' pullup 3PT,[1631099],1610612758.0,SAC,pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Center,26.11,Missed,,,,,,,,,,,,,,,,,,
100,PT05M26.00S,2022-10-31T23:25:48.7Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,20,12,2022-10-31T23:25:48Z,1000000,,,0,,M. Plumlee REBOUND (Off:0 Def:3),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Center,,,99.0,3.0,3.0,0.0,,,,,,,,,,,,,,
101,PT05M10.00S,2022-10-31T23:26:03.9Z,1,REGULAR,3pt,Jump Shot,[],1629667,64.73390275952694,38.72549019607843,1610612766,23,12,2022-10-31T23:26:09Z,1010000,-56.0,279.0,1,right,J. McDaniels 28' 3PT  (6 PTS) (J. Bouknight 1 AST),"[1629667, 1630547]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Center,28.46,Made,,,,,,,,,,,,,,,6.0,J. Bouknight,1630547.0,1.0
103,PT04M55.00S,2022-10-31T23:26:19.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631099,7.178055190538765,55.392156862745104,1610612758,23,12,2022-10-31T23:26:24Z,1030000,-27.0,15.0,1,left,MISS K. Murray driving Layup,[1631099],1610612758.0,SAC,driving,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,3.09,Missed,,,,,,,,,,,,,,,,,,
104,PT04M53.00S,2022-10-31T23:26:21.0Z,1,REGULAR,rebound,defensive,[],202330,,,1610612766,23,12,2022-10-31T23:26:24Z,1040000,,,0,,G. Hayward REBOUND (Off:0 Def:1),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,103.0,1.0,1.0,0.0,,,,,,,,,,,,,,
105,PT04M51.00S,2022-10-31T23:26:26.3Z,1,REGULAR,foul,personal,['2freethrow'],1630558,,,1610612766,23,12,2022-10-31T23:26:49Z,1050000,,,0,,D. Mitchell shooting personal FOUL (1 PF) (Hayward 2 FT),"[1630558, 202330]",1610612758.0,SAC,shooting,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,1151.0,1.0,0.0,Hayward,202330.0,,,,
107,PT04M51.00S,2022-10-31T23:27:04.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],202330,,,1610612766,24,12,2022-10-31T23:27:04Z,1070000,,,0,,G. Hayward Free Throw 1 of 2 (5 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,,,,,,,,,,,5.0,,,
108,PT04M51.00S,2022-10-31T23:27:07.5Z,1,REGULAR,substitution,out,[],1628372,,,1610612766,24,12,2022-10-31T23:27:16Z,1080000,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
109,PT04M51.00S,2022-10-31T23:27:07.5Z,1,REGULAR,substitution,out,[],203486,,,1610612766,24,12,2022-10-31T23:27:16Z,1090000,,,0,,SUB out: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
110,PT04M51.00S,2022-10-31T23:27:07.5Z,1,REGULAR,substitution,in,[],1630177,,,1610612766,24,12,2022-10-31T23:27:16Z,1100000,,,0,,SUB in: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
111,PT04M51.00S,2022-10-31T23:27:07.5Z,1,REGULAR,substitution,in,[],1630208,,,1610612766,24,12,2022-10-31T23:27:16Z,1110000,,,0,,SUB in: N. Richards,[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,,,,,,,,,,,,,,,,,,,,,,
112,PT04M51.00S,2022-10-31T23:27:17.3Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],202330,,,1610612766,25,12,2022-10-31T23:27:17Z,1120000,,,0,,G. Hayward Free Throw 2 of 2 (6 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,,,,,,,,,,,,,,,6.0,,,
113,PT04M41.00S,2022-10-31T23:27:24.5Z,1,REGULAR,3pt,Jump Shot,[],1630558,31.35676741130092,33.088235294117645,1610612758,25,15,2022-10-31T23:27:29Z,1130000,85.0,242.0,1,left,D. Mitchell 25' 3PT  (3 PTS) (D. Sabonis 1 AST),"[1630558, 1627734]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,25.66,Made,,,,,,,,,,,,,,,3.0,D. Sabonis,1627734.0,1.0
115,PT04M25.00S,2022-10-31T23:27:40.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629667,93.38042049934296,54.65686274509803,1610612766,27,15,2022-10-31T23:27:45Z,1150000,23.0,10.0,1,right,J. McDaniels driving Layup (8 PTS) (N. Richards 1 AST),"[1629667, 1630208]",1610612766.0,CHA,driving,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.52,Made,,,,,,,,,,,,,,,8.0,N. Richards,1630208.0,1.0
116,PT04M15.00S,2022-10-31T23:27:50.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630558,6.258212877792378,52.450980392156865,1610612758,27,17,2022-10-31T23:27:55Z,1160000,-12.0,6.0,1,left,D. Mitchell driving reverse Layup (5 PTS),[1630558],1610612758.0,SAC,driving reverse,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.38,Made,,,,,,,,,,,,,,,5.0,,,
117,PT04M08.00S,2022-10-31T23:27:58.9Z,1,REGULAR,turnover,bad pass,[],1630177,,,1610612766,27,17,2022-10-31T23:40:23Z,1170000,,,0,,T. Maledon bad pass TURNOVER (1 TO),"[1630177, 1626168]",1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,,,,,,,,,1.0,Lyles,1626168.0,,,,,,,,,
118,PT04M08.00S,2022-10-31T23:27:58.9Z,1,REGULAR,steal,,[],1626168,,,1610612758,27,17,2022-10-31T23:39:01Z,1180000,,,0,,T. Lyles STEAL (1 STL),[1626168],1610612758.0,SAC,,,,Lyles,T. Lyles,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
119,PT04M01.00S,2022-10-31T23:28:04.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1630558,7.046649145860711,49.50980392156863,1610612758,27,19,2022-10-31T23:28:11Z,1190000,2.0,14.0,1,left,D. Mitchell running Layup (7 PTS) (T. Lyles 1 AST),"[1630558, 1626168]",1610612758.0,SAC,running,,,Mitchell,D. Mitchell,,,,,Restricted Area,0-8 Center,1.39,Made,,,,,,,,,,,,,,,7.0,T. Lyles,1626168.0,1.0
120,PT03M49.00S,2022-10-31T23:28:17.4Z,1,REGULAR,2pt,Jump Shot,[],1629667,81.553876478318,73.77450980392157,1610612766,27,19,2022-10-31T23:41:43Z,1200000,119.0,121.0,1,right,MISS J. McDaniels 16' step back Shot,[1629667],1610612766.0,CHA,step back,,,McDaniels,J. McDaniels,,,,,Mid-Range,16-24 Right Center,16.96,Missed,,,,,,,,,,,,,,,,,,
121,PT03M46.00S,2022-10-31T23:28:20.4Z,1,REGULAR,rebound,defensive,[],1628989,,,1610612758,27,19,2022-10-31T23:28:21Z,1210000,,,0,,K. Huerter REBOUND (Off:0 Def:1),[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,Mid-Range,16-24 Right Center,,,120.0,1.0,1.0,0.0,,,,,,,,,,,,,,
122,PT03M41.00S,2022-10-31T23:28:24.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1631099,29.517082785808146,73.2843137254902,1610612758,27,19,2022-10-31T23:42:06Z,1220000,-116.0,225.0,1,left,MISS K. Murray 25' running pullup 3PT,[1631099],1610612758.0,SAC,running pullup,,,Murray,K. Murray,,,,,Above the Break 3,24+ Left Center,25.33,Missed,,,,,,,,,,,,,,,,,,
123,PT03M37.00S,2022-10-31T23:28:28.8Z,1,REGULAR,rebound,defensive,[],1630177,,,1610612766,27,19,2022-10-31T23:28:33Z,1230000,,,0,,T. Maledon REBOUND (Off:0 Def:1),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,,,122.0,1.0,1.0,0.0,,,,,,,,,,,,,,
124,PT03M36.00S,2022-10-31T23:28:31.7Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1629667,92.46057818659659,54.166666666666664,1610612766,27,19,2022-10-31T23:28:44Z,1240000,21.0,18.0,1,right,MISS J. McDaniels running Layup - blocked,"[1629667, 1631099]",1610612766.0,CHA,running,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,Murray,1631099.0,,,,,,,,,,,,
125,PT03M36.00S,2022-10-31T23:28:31.7Z,1,REGULAR,block,,[],1631099,,,1610612766,27,19,2022-10-31T23:28:34Z,1250000,,,0,,K. Murray BLOCK (1 BLK),[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
126,PT03M36.00S,2022-10-31T23:28:31.7Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,27,19,2022-10-31T23:28:39Z,1260000,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,124.0,,,,,,,,,,,,,,,,,
128,PT03M36.00S,2022-10-31T23:28:37.5Z,1,REGULAR,substitution,out,[],1628989,,,1610612766,27,19,2022-10-31T23:28:44Z,1280000,,,0,,SUB out: K. Huerter,[1628989],1610612758.0,SAC,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
129,PT03M36.00S,2022-10-31T23:28:37.5Z,1,REGULAR,substitution,in,[],1628370,,,1610612766,27,19,2022-10-31T23:28:44Z,1290000,,,0,,SUB in: M. Monk,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,,,,,,,,,,,,,,,,,,,,,,
130,PT03M36.00S,2022-10-31T23:28:54.9Z,1,REGULAR,substitution,out,[],1631099,,,1610612766,27,19,2022-10-31T23:29:00Z,1300000,,,0,,SUB out: K. Murray,[1631099],1610612758.0,SAC,,,,Murray,K. Murray,,,,,,,,,,,,,,,,,,,,,,,,,,
131,PT03M36.00S,2022-10-31T23:28:54.9Z,1,REGULAR,substitution,in,[],203084,,,1610612766,27,19,2022-10-31T23:29:00Z,1310000,,,0,,SUB in: H. Barnes,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,,,,,,,,,,,,,,,,,,,,,,
132,PT03M28.00S,2022-10-31T23:29:12.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],202330,76.82325886990802,42.15686274509804,1610612766,29,19,2022-10-31T23:29:17Z,1320000,-39.0,165.0,1,right,G. Hayward 17' pullup Jump Shot (8 PTS) (N. Richards 2 AST),"[202330, 1630208]",1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,17.0,Made,,,,,,,,,,,,,,,8.0,N. Richards,1630208.0,2.0
134,PT03M15.00S,2022-10-31T23:29:26.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1626168,12.828515111695138,53.431372549019606,1610612758,29,19,2022-10-31T23:29:46Z,1340000,-17.0,68.0,1,left,MISS T. Lyles 7' driving Layup - blocked,"[1626168, 1630177]",1610612758.0,SAC,driving,,,Lyles,T. Lyles,,,,,In The Paint (Non-RA),0-8 Center,7.02,Missed,,,,,Maledon,1630177.0,,,,,,,,,,,,
135,PT03M15.00S,2022-10-31T23:29:26.6Z,1,REGULAR,block,,[],1630177,,,1610612758,29,19,2022-10-31T23:40:29Z,1350000,,,0,,T. Maledon BLOCK (1 BLK),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
136,PT03M15.00S,2022-10-31T23:29:26.6Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612758,29,19,2022-10-31T23:29:46Z,1360000,,,0,,TEAM offensive REBOUND,[],1610612758.0,SAC,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,134.0,,,,,,,,,,,,,,,,,
138,PT03M15.00S,2022-10-31T23:29:43.5Z,1,REGULAR,substitution,out,[],202330,,,1610612758,29,19,2022-10-31T23:29:47Z,1380000,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
139,PT03M15.00S,2022-10-31T23:29:43.5Z,1,REGULAR,substitution,in,[],1629023,,,1610612758,29,19,2022-10-31T23:29:47Z,1390000,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
140,PT03M05.00S,2022-10-31T23:29:58.7Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1628370,35.29894875164258,64.70588235294117,1610612758,29,19,2022-10-31T23:30:07Z,1400000,-74.0,279.0,1,left,MISS M. Monk 28' 3PT,[1628370],1610612758.0,SAC,,,,Monk,M. Monk,,,,,Above the Break 3,24+ Center,28.88,Missed,,,,,,,,,,,,,,,,,,
141,PT02M57.00S,2022-10-31T23:30:06.7Z,1,REGULAR,rebound,defensive,[],1629023,,,1610612766,29,19,2022-10-31T23:30:07Z,1410000,,,0,,P. Washington REBOUND (Off:0 Def:1),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,140.0,1.0,1.0,0.0,,,,,,,,,,,,,,
142,PT02M48.00S,2022-10-31T23:30:15.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630547,93.77463863337714,53.431372549019606,1610612766,29,19,2022-10-31T23:30:20Z,1420000,17.0,6.0,1,right,MISS J. Bouknight driving Layup,[1630547],1610612766.0,CHA,driving,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,1.82,Missed,,,,,,,,,,,,,,,,,,
143,PT02M44.00S,2022-10-31T23:30:19.4Z,1,REGULAR,rebound,defensive,[],1627734,,,1610612758,29,19,2022-10-31T23:30:20Z,1430000,,,0,,D. Sabonis REBOUND (Off:2 Def:4),[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,Restricted Area,0-8 Center,,,142.0,6.0,4.0,2.0,,,,,,,,,,,,,,
144,PT02M31.00S,2022-10-31T23:30:32.5Z,1,REGULAR,3pt,Jump Shot,[],1630558,29.517082785808146,22.058823529411764,1610612758,29,22,2022-10-31T23:30:36Z,1440000,140.0,225.0,1,left,D. Mitchell 26' 3PT  (10 PTS) (H. Barnes 1 AST),"[1630558, 203084]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Right Center,26.48,Made,,,,,,,,,,,,,,,10.0,H. Barnes,203084.0,1.0
146,PT02M16.00S,2022-10-31T23:30:46.9Z,1,REGULAR,3pt,Jump Shot,[],1629023,68.9388961892247,69.85294117647058,1610612766,32,22,2022-10-31T23:30:53Z,1460000,99.0,239.0,1,right,P. Washington 25' 3PT step back (8 PTS) (J. McDaniels 1 AST),"[1629023, 1629667]",1610612766.0,CHA,step back,,,Washington,P. Washington,,,,,Above the Break 3,24+ Right Center,25.93,Made,,,,,,,,,,,,,,,8.0,J. McDaniels,1629667.0,1.0
147,PT02M02.00S,2022-10-31T23:31:00.6Z,1,REGULAR,2pt,Jump Shot,[],1628370,13.61695137976347,31.372549019607842,1610612758,32,22,2022-10-31T23:47:47Z,1470000,93.0,75.0,1,left,MISS M. Monk 11' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,Mid-Range,8-16 Right,11.99,Missed,,,,,,,,,,,,,,,,,,
148,PT02M00.00S,2022-10-31T23:31:02.6Z,1,REGULAR,rebound,defensive,[],1630547,,,1610612766,32,22,2022-10-31T23:47:47Z,1480000,,,0,,J. Bouknight REBOUND (Off:0 Def:1),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,Mid-Range,8-16 Right,,,147.0,1.0,1.0,0.0,,,,,,,,,,,,,,
149,PT01M57.00S,2022-10-31T23:31:08.0Z,1,REGULAR,turnover,out-of-bounds,[],1630547,,,1610612766,32,22,2022-10-31T23:31:13Z,1490000,,,0,,J. Bouknight bad pass out-of-bounds TURNOVER (1 TO),[1630547],1610612766.0,CHA,bad pass,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,1.0,,,1151.0,,,,,,,,
150,PT01M57.00S,2022-10-31T23:31:15.6Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612758,32,22,2022-10-31T23:31:15Z,1500000,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
152,PT01M57.00S,2022-10-31T23:31:18.9Z,1,REGULAR,substitution,out,[],1627734,,,1610612758,32,22,2022-10-31T23:34:13Z,1510000,,,0,,SUB out: D. Sabonis,[1627734],1610612758.0,SAC,,,,Sabonis,D. Sabonis,,,,,,,,,,,,,,,,,,,,,,,,,,
153,PT01M57.00S,2022-10-31T23:31:18.9Z,1,REGULAR,substitution,in,[],1626158,,,1610612758,32,22,2022-10-31T23:34:13Z,1520000,,,0,,SUB in: R. Holmes,[1626158],1610612758.0,SAC,,,,Holmes,R. Holmes,,,,,,,,,,,,,,,,,,,,,,,,,,
154,PT01M41.00S,2022-10-31T23:34:28.4Z,1,REGULAR,turnover,bad pass,[],1630558,,,1610612758,32,22,2022-10-31T23:50:11Z,1530000,,,0,,D. Mitchell bad pass TURNOVER (1 TO),"[1630558, 1630177]",1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1.0,Maledon,1630177.0,,,,,,,,,
155,PT01M41.00S,2022-10-31T23:34:28.4Z,1,REGULAR,steal,,[],1630177,,,1610612766,32,22,2022-10-31T23:34:32Z,1540000,,,0,,T. Maledon STEAL (1 STL),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
156,PT01M40.00S,2022-10-31T23:34:38.8Z,1,REGULAR,turnover,double dribble,[],1630177,,,1610612766,32,22,2022-10-31T23:34:45Z,1550000,,,0,,T. Maledon double dribble TURNOVER (2 TO),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Center,,,,,,,,,2.0,,,1151.0,,,,,,,,
157,PT01M31.00S,2022-10-31T23:34:59.2Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628370,15.325229960578188,51.71568627450981,1610612758,32,22,2022-10-31T23:51:35Z,1560000,-9.0,92.0,1,left,MISS M. Monk 9' driving floating Shot,[1628370],1610612758.0,SAC,driving floating,,,Monk,M. Monk,,,,,In The Paint (Non-RA),8-16 Center,9.2,Missed,,,,,,,,,,,,,,,,,,
158,PT01M29.00S,2022-10-31T23:35:01.2Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,32,22,2022-10-31T23:35:05Z,1570000,,,0,,N. Richards REBOUND (Off:0 Def:1),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,In The Paint (Non-RA),8-16 Center,,,157.0,1.0,1.0,0.0,,,,,,,,,,,,,,
159,PT01M23.00S,2022-10-31T23:35:11.1Z,1,REGULAR,turnover,out-of-bounds,[],1629667,,,1610612766,32,22,2022-10-31T23:35:18Z,1580000,,,0,,J. McDaniels bad pass out-of-bounds TURNOVER (1 TO),[1629667],1610612766.0,CHA,bad pass,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,,,,,,,,,1.0,,,1151.0,,,,,,,,
160,PT01M08.00S,2022-10-31T23:35:32.4Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],203084,14.668199737187912,2.450980392156863,1610612758,32,22,2022-10-31T23:35:37Z,1590000,238.0,85.0,1,left,MISS H. Barnes 25' 3PT,[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Right Corner 3,24+ Right,25.26,Missed,,,,,,,,,,,,,,,,,,
161,PT01M04.00S,2022-10-31T23:35:36.4Z,1,REGULAR,rebound,defensive,[],1630208,,,1610612766,32,22,2022-10-31T23:35:37Z,1600000,,,0,,N. Richards REBOUND (Off:0 Def:2),[1630208],1610612766.0,CHA,,,,Richards,N. Richards,,,,,Right Corner 3,24+ Right,,,160.0,2.0,2.0,0.0,,,,,,,,,,,,,,
162,PT00M52.80S,2022-10-31T23:35:47.4Z,1,REGULAR,3pt,Jump Shot,[],1630177,68.15045992115637,69.6078431372549,1610612766,32,22,2022-10-31T23:35:55Z,1610000,98.0,247.0,1,right,MISS T. Maledon 26' 3PT,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,26.56,Missed,,,,,,,,,,,,,,,,,,
163,PT00M49.70S,2022-10-31T23:35:51.3Z,1,REGULAR,rebound,defensive,[],203084,,,1610612758,32,22,2022-10-31T23:35:51Z,1620000,,,0,,H. Barnes REBOUND (Off:0 Def:2),[203084],1610612758.0,SAC,,,,Barnes,H. Barnes,,,,,Above the Break 3,24+ Right Center,,,162.0,2.0,2.0,0.0,,,,,,,,,,,,,,
164,PT00M36.30S,2022-10-31T23:36:07.8Z,1,REGULAR,turnover,out-of-bounds,[],1630558,,,1610612758,32,22,2022-10-31T23:36:15Z,1630000,,,0,,D. Mitchell bad pass out-of-bounds TURNOVER (2 TO),[1630558],1610612758.0,SAC,bad pass,,,Mitchell,D. Mitchell,,,,,Above the Break 3,24+ Left Center,,,,,,,,,2.0,,,201639.0,,,,,,,,
165,PT00M36.30S,2022-10-31T23:36:13.0Z,1,REGULAR,substitution,out,[],1630558,,,1610612766,32,22,2022-10-31T23:36:30Z,1640000,,,0,,SUB out: D. Mitchell,[1630558],1610612758.0,SAC,,,,Mitchell,D. Mitchell,,,,,,,,,,,,,,,,,,,,,,,,,,
