actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId
25,PT09M43.00S,2023-02-05T18:13:31.8Z,1,REGULAR,turnover,lost ball,[],202330,,,1610612766,4,4,2023-02-05T18:13:36Z,250000,False,,,0,,G. Hayward lost ball TURNOVER (1 TO),"[202330, 1631094]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,1.0,Banchero,1631094.0
26,PT09M43.00S,2023-02-05T18:13:31.8Z,1,REGULAR,steal,,[],1631094,,,1610612753,4,4,2023-02-05T18:13:33Z,260000,False,,,0,,P. Banchero STEAL (1 STL),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,,,,,,,
27,PT09M38.00S,2023-02-05T18:13:36.0Z,1,REGULAR,turnover,lost ball,[],1628365,,,1610612753,4,4,2023-02-05T18:13:42Z,270000,False,,,0,,M. Fultz lost ball TURNOVER (1 TO),"[1628365, 1630163]",1610612753.0,ORL,,,,Fultz,M. Fultz,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,1.0,Ball,1630163.0
28,PT09M38.00S,2023-02-05T18:13:36.0Z,1,REGULAR,steal,,[],1630163,,,1610612766,4,4,2023-02-05T18:18:28Z,280000,False,,,0,,L. Ball STEAL (1 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
29,PT09M34.00S,2023-02-05T18:13:40.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626179,75.64060446780552,9.068627450980392,1610612766,7,4,2023-02-05T18:18:15Z,290000,False,-205.0,176.0,1,right,T. Rozier 27' 3PT running (3 PTS) (L. Ball 1 AST),"[1626179, 1630163]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,27.03,Made,3.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
32,PT09M20.00S,2023-02-05T18:14:01.0Z,1,REGULAR,foul,personal,[],202330,,,1610612753,7,4,2023-02-05T19:36:37Z,310000,False,,,0,,G. Hayward personal FOUL (1 PF),"[202330, 1630532]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,,,,,,,101283.0,1.0,0.0,Wagner,1630532.0,,,,,,,,,
35,PT09M07.00S,2023-02-05T18:14:25.3Z,1,REGULAR,3pt,Jump Shot,[],1628976,27.414586070959263,78.67647058823529,1610612753,7,7,2023-02-05T18:14:30Z,330000,False,-143.0,205.0,1,left,W. Carter Jr. 25' 3PT  (5 PTS) (P. Banchero 2 AST),"[1628976, 1631094]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Above the Break 3,24+ Left Center,25.03,Made,5.0,P. Banchero,1631094.0,2.0,,,,,,,,,,,,,,
37,PT08M52.00S,2023-02-05T18:14:40.1Z,1,REGULAR,3pt,Jump Shot,[],1629023,66.5735873850197,41.66666666666667,1610612766,10,7,2023-02-05T18:14:45Z,350000,False,-42.0,262.0,1,right,P. Washington 26' 3PT  (5 PTS) (L. Ball 2 AST),"[1629023, 1630163]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,26.5,Made,5.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,
39,PT08M41.00S,2023-02-05T18:14:51.3Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1630532,6.389618922470433,49.26470588235294,1610612753,10,7,2023-02-05T18:14:57Z,370000,False,4.0,8.0,1,left,MISS F. Wagner driving DUNK,[1630532],1610612753.0,ORL,driving,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,0.85,Missed,,,,,,,,,,,,,,,,,,
40,PT08M38.00S,2023-02-05T18:14:54.1Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,10,7,2023-02-05T18:14:54Z,380000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,39.0,1.0,1.0,0.0,,,
41,PT08M33.00S,2023-02-05T18:15:00.0Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,93.38042049934296,50.73529411764706,1610612766,12,7,2023-02-05T18:20:04Z,390000,False,4.0,10.0,1,right,T. Rozier running Layup (5 PTS) (P. Washington 1 AST),"[1626179, 1629023]",1610612766.0,CHA,running,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,1.04,Made,5.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
43,PT08M33.00S,2023-02-05T18:15:02.8Z,1,REGULAR,foul,personal,['1freethrow'],1630532,,,1610612766,12,7,2023-02-05T18:15:17Z,410000,False,,,0,,F. Wagner shooting personal FOUL (1 PF) (Rozier 1 FT),"[1630532, 1626179]",1610612753.0,ORL,shooting,,,Wagner,F. Wagner,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,1.0,0.0,Rozier,1626179.0,,,,,,,,,
45,PT08M33.00S,2023-02-05T18:15:28.0Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],1626179,,,1610612766,13,7,2023-02-05T18:15:28Z,430000,False,,,0,,T. Rozier Free Throw 1 of 1 (6 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,6.0,,,,,,,,,,,,,,,,,
46,PT08M13.00S,2023-02-05T18:15:52.4Z,1,REGULAR,2pt,Jump Shot,[],1628365,11.12023653088042,66.91176470588235,1610612753,13,9,2023-02-05T18:15:56Z,440000,False,-85.0,52.0,1,left,M. Fultz 9' pullup Jump Shot (2 PTS),[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,8-16 Left,9.93,Made,2.0,,,,,,,,,,,,,,,,,
47,PT07M51.00S,2023-02-05T18:16:15.8Z,1,REGULAR,foul,personal,['2freethrow'],203914,,,1610612766,13,9,2023-02-05T18:16:30Z,450000,False,,,0,,G. Harris shooting personal FOUL (1 PF) (Hayward 2 FT),"[203914, 202330]",1610612753.0,ORL,shooting,,,Harris,G. Harris,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,1.0,0.0,Hayward,202330.0,,,,,,,,,
49,PT07M51.00S,2023-02-05T18:16:40.4Z,1,REGULAR,freethrow,1 of 2,[],202330,,,1610612766,14,9,2023-02-05T18:16:40Z,470000,False,,,0,,G. Hayward Free Throw 1 of 2 (1 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
50,PT07M51.00S,2023-02-05T18:16:56.4Z,1,REGULAR,freethrow,2 of 2,[],202330,,,1610612766,15,9,2023-02-05T18:16:56Z,480000,False,,,0,,G. Hayward Free Throw 2 of 2 (2 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
51,PT07M45.00S,2023-02-05T18:17:09.5Z,1,REGULAR,foul,personal,[],1626179,,,1610612753,15,9,2023-02-05T18:17:16Z,490000,False,,,0,,T. Rozier personal FOUL (1 PF),"[1626179, 1628365]",1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Mid-Range,16-24 Left Center,,,,,,,101283.0,1.0,0.0,Fultz,1628365.0,,,,,,,,,
53,PT07M34.00S,2023-02-05T18:17:30.9Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1630532,14.536793692509855,47.549019607843135,1610612753,15,11,2023-02-05T18:17:37Z,510000,False,12.0,84.0,1,left,F. Wagner 8' turnaround Hook (2 PTS),[1630532],1610612753.0,ORL,turnaround,,,Wagner,F. Wagner,,,,,In The Paint (Non-RA),8-16 Center,8.5,Made,2.0,,,,,,,,,,,,,,,,,
54,PT07M21.00S,2023-02-05T18:17:44.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.9862023653088,50.0,1610612766,17,11,2023-02-05T18:17:48Z,520000,False,0.0,13.0,1,right,M. Plumlee cutting Layup (4 PTS) (L. Ball 3 AST),"[203486, 1630163]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.34,Made,4.0,L. Ball,1630163.0,3.0,,,,,,,,,,,,,,
56,PT07M07.00S,2023-02-05T18:18:01.5Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612753,17,11,2023-02-05T18:18:18Z,540000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Banchero 2 FT),"[1629023, 1631094]",1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,1628159.0,2.0,0.0,Banchero,1631094.0,,,,,,,,,
58,PT07M07.00S,2023-02-05T18:18:35.4Z,1,REGULAR,freethrow,1 of 2,[],1631094,,,1610612753,17,12,2023-02-05T18:18:35Z,560000,False,,,0,,P. Banchero Free Throw 1 of 2 (3 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
59,PT07M07.00S,2023-02-05T18:18:36.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612753,17,12,2023-02-05T18:18:43Z,570000,False,,,0,,SUB out: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
60,PT07M07.00S,2023-02-05T18:18:36.2Z,1,REGULAR,substitution,out,[],1630532,,,1610612753,17,12,2023-02-05T18:18:43Z,580000,False,,,0,,SUB out: F. Wagner,[1630532],1610612753.0,ORL,,,,Wagner,F. Wagner,,,,,,,,,,,,,,,,,,,,,,,,,,
61,PT07M07.00S,2023-02-05T18:18:36.2Z,1,REGULAR,substitution,in,[],1629667,,,1610612753,17,12,2023-02-05T18:18:43Z,590000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
62,PT07M07.00S,2023-02-05T18:18:36.2Z,1,REGULAR,substitution,in,[],1628371,,,1610612753,17,12,2023-02-05T18:18:43Z,600000,False,,,0,,SUB in: J. Isaac,[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,,,,,,,,,,,,,,,,,,,,,,
63,PT07M07.00S,2023-02-05T18:18:58.4Z,1,REGULAR,freethrow,2 of 2,[],1631094,,,1610612753,17,13,2023-02-05T18:18:58Z,610000,False,,,0,,P. Banchero Free Throw 2 of 2 (4 PTS),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,,,,Made,4.0,,,,,,,,,,,,,,,,,
64,PT06M46.00S,2023-02-05T18:19:28.9Z,1,REGULAR,3pt,Jump Shot,[],1629667,69.20170827858082,72.79411764705883,1610612766,20,13,2023-02-05T18:19:33Z,620000,False,114.0,237.0,1,right,J. McDaniels 26' 3PT  (3 PTS) (G. Hayward 2 AST),"[1629667, 202330]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Right Center,26.3,Made,3.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
66,PT06M32.00S,2023-02-05T18:19:42.7Z,1,REGULAR,2pt,Jump Shot,[],1631094,18.478975032851512,28.431372549019606,1610612753,20,13,2023-02-05T18:19:51Z,640000,False,108.0,121.0,1,left,MISS P. Banchero 16' pullup Shot,[1631094],1610612753.0,ORL,pullup,,,Banchero,P. Banchero,,,,,Mid-Range,16-24 Right Center,16.22,Missed,,,,,,,,,,,,,,,,,,
67,PT06M29.00S,2023-02-05T18:19:46.0Z,1,REGULAR,rebound,offensive,[],1628976,,,1610612753,20,13,2023-02-05T18:19:46Z,650000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:0),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,Mid-Range,16-24 Right Center,,,,,,,,,,,,,,66.0,1.0,0.0,1.0,,,
68,PT06M27.00S,2023-02-05T18:19:48.7Z,1,REGULAR,turnover,lost ball,[],1628976,,,1610612753,20,13,2023-02-05T18:19:56Z,660000,False,,,0,,W. Carter Jr. lost ball TURNOVER (1 TO),"[1628976, 1630163]",1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,1.0,Ball,1630163.0
69,PT06M27.00S,2023-02-05T18:19:48.7Z,1,REGULAR,steal,,[],1630163,,,1610612766,20,13,2023-02-05T18:23:53Z,670000,False,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
70,PT06M21.00S,2023-02-05T18:19:54.3Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",202330,84.31340341655716,49.754901960784316,1610612766,20,13,2023-02-05T18:20:00Z,680000,False,-1.0,95.0,1,right,MISS G. Hayward 9' Jump Shot,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,9.5,Missed,,,,,,,,,,,,,,,,,,
71,PT06M17.00S,2023-02-05T18:19:57.4Z,1,REGULAR,rebound,defensive,[],1628976,,,1610612753,20,13,2023-02-05T18:19:57Z,690000,False,,,0,,W. Carter Jr. REBOUND (Off:1 Def:1),[1628976],1610612753.0,ORL,,,,Carter Jr.,W. Carter Jr.,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,70.0,2.0,1.0,1.0,,,
72,PT06M08.00S,2023-02-05T18:20:06.9Z,1,REGULAR,2pt,Jump Shot,[],1628365,23.340998685939553,43.627450980392155,1610612753,20,13,2023-02-05T18:24:49Z,700000,False,32.0,167.0,1,left,MISS M. Fultz 16' pullup Shot,[1628365],1610612753.0,ORL,pullup,,,Fultz,M. Fultz,,,,,Mid-Range,16-24 Center,16.99,Missed,,,,,,,,,,,,,,,,,,
73,PT06M06.00S,2023-02-05T18:20:08.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,20,13,2023-02-05T18:20:12Z,710000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,72.0,2.0,2.0,0.0,,,
74,PT06M05.00S,2023-02-05T18:20:25.4Z,1,REGULAR,foul,personal,['2freethrow'],203914,,,1610612766,20,13,2023-02-05T18:22:40Z,720000,False,,,0,,G. Harris clear-path personal FOUL (2 PF) (Rozier 2 FT),"[203914, 1626179]",1610612753.0,ORL,clear-path,,,Harris,G. Harris,,,,,Above the Break 3,24+ Center,,,,,,,200832.0,2.0,0.0,Rozier,1626179.0,,,,,,,,,
76,PT06M05.00S,2023-02-05T18:20:42.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,20,13,2023-02-05T18:20:42Z,740000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M05.00S,2023-02-05T18:23:28.3Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1626179,,,1610612766,20,13,2023-02-05T18:23:28Z,760000,False,,,0,,MISS T. Rozier clear-path Free Throw 1 of 2,[1626179],1610612766.0,CHA,clear-path,,,Rozier,T. Rozier,,,,,,,,Missed,,,,,,,,,,,,,,,,,,
79,PT06M05.00S,2023-02-05T18:23:28.3Z,1,REGULAR,rebound,offensive,"['deadball', 'team']",0,,,1610612766,20,13,2023-02-05T18:23:28Z,770000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,78.0,,,,,,
80,PT06M05.00S,2023-02-05T18:23:44.1Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1626179,,,1610612766,21,13,2023-02-05T18:23:44Z,780000,False,,,0,,T. Rozier clear-path Free Throw 2 of 2 (7 PTS),[1626179],1610612766.0,CHA,clear-path,,,Rozier,T. Rozier,,,,,,,,Made,7.0,,,,,,,,,,,,,,,,,
82,PT05M45.00S,2023-02-05T18:24:37.3Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,87.59855453350855,49.26470588235294,1610612766,21,13,2023-02-05T18:25:51Z,800000,False,-4.0,64.0,1,right,MISS L. Ball 6' driving floating Shot,[1630163],1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,6.42,Missed,,,,,,,,,,,,,,,,,,
83,PT05M43.00S,2023-02-05T18:24:39.3Z,1,REGULAR,rebound,defensive,[],1631094,,,1610612753,21,13,2023-02-05T18:24:45Z,810000,False,,,0,,P. Banchero REBOUND (Off:1 Def:2),[1631094],1610612753.0,ORL,,,,Banchero,P. Banchero,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,82.0,3.0,2.0,1.0,,,
84,PT05M41.00S,2023-02-05T18:24:41.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1631094,7.30946123521682,49.50980392156863,1610612753,21,13,2023-02-05T18:24:52Z,820000,False,2.0,16.0,1,left,MISS P. Banchero running Layup,[1631094],1610612753.0,ORL,running,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,1.64,Missed,,,,,,,,,,,,,,,,,,
85,PT05M41.00S,2023-02-05T18:24:41.8Z,1,REGULAR,rebound,offensive,[],1628371,,,1610612753,21,13,2023-02-05T18:24:52Z,830000,False,,,0,,J. Isaac REBOUND (Off:1 Def:0),[1628371],1610612753.0,ORL,,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,84.0,1.0,0.0,1.0,,,
86,PT05M36.00S,2023-02-05T18:24:45.8Z,1,REGULAR,2pt,DUNK,"['2ndchance', 'pointsinthepaint']",1628371,5.590000152587891,50.0,1610612753,21,15,2023-02-05T18:26:30Z,840000,False,0.0,0.0,1,left,J. Isaac tip DUNK (2 PTS),[1628371],1610612753.0,ORL,tip,,,Isaac,J. Isaac,,,,,Restricted Area,0-8 Center,0.0,Made,2.0,,,,,,,,,,,,,,,,,
88,PT05M18.00S,2023-02-05T18:25:16.4Z,1,REGULAR,3pt,Jump Shot,[],1630163,73.66951379763469,86.76470588235294,1610612766,24,15,2023-02-05T18:25:20Z,860000,False,184.0,195.0,1,right,L. Ball 26' 3PT  (3 PTS) (M. Plumlee 1 AST),"[1630163, 203486]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,26.8,Made,3.0,M. Plumlee,203486.0,1.0,,,,,,,,,,,,,,
90,PT04M57.00S,2023-02-05T18:25:36.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631094,5.732588699080158,50.98039215686274,1610612753,24,17,2023-02-05T18:27:18Z,880000,False,-5.0,1.0,1,left,P. Banchero driving Layup (6 PTS),[1631094],1610612753.0,ORL,driving,,,Banchero,P. Banchero,,,,,Restricted Area,0-8 Center,0.51,Made,6.0,,,,,,,,,,,,,,,,,
91,PT04M40.00S,2023-02-05T18:25:54.8Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,94.82588699080158,38.23529411764706,1610612766,26,17,2023-02-05T18:25:59Z,890000,False,-59.0,-4.0,1,right,T. Rozier turnaround fadeaway Jump Shot (9 PTS),[1626179],1610612766.0,CHA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),0-8 Center,5.89,Made,9.0,,,,,,,,,,,,,,,,,
