actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-02-26T00:10:47.2Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-26T00:10:47Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M58.00S,2023-02-26T00:10:48.7Z,1,REGULAR,jumpball,recovered,[],1629216,,,1610612748,0,0,2023-02-26T00:10:48Z,40000,False,,,0,,Jump Ball B. Adebayo vs. M. Williams: Tip to G. Vincent,"[1629216, 1628389, 1631109]",1610612748.0,MIA,startperiod,G. Vincent,1629216.0,Vincent,G. Vincent,Adebayo,1628389.0,Williams,1631109.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M40.00S,2023-02-26T00:11:06.0Z,1,REGULAR,3pt,Jump Shot,[],201567,5.995400788436268,96.32352941176471,1610612748,0,0,2023-02-26T00:11:11Z,70000,False,-232.0,4.0,1,left,MISS K. Love 3PT,[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Left Corner 3,24+ Left,23.16,Missed,,,,,,,,,,,,,,,,,,
8,PT11M36.00S,2023-02-26T00:11:10.0Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,0,0,2023-02-26T00:11:11Z,80000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,,,
9,PT11M30.00S,2023-02-26T00:11:17.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,83.52496714848883,50.98039215686274,1610612766,0,0,2023-02-26T00:11:22Z,90000,False,5.0,102.0,1,right,MISS T. Rozier 10' turnaround fadeaway Shot,[1626179],1610612766.0,CHA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Center,10.25,Missed,,,,,,,,,,,,,,,,,,
10,PT11M25.00S,2023-02-26T00:11:21.3Z,1,REGULAR,rebound,offensive,[],1630550,,,1610612766,0,0,2023-02-26T00:11:21Z,100000,False,,,0,,J. Thor REBOUND (Off:1 Def:0),[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,In The Paint (Non-RA),8-16 Center,,,9.0,1.0,0.0,1.0,,,,,,,,,,,,,,
11,PT11M25.00S,2023-02-26T00:11:21.3Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630550,94.40999984741211,50.0,1610612766,0,0,2023-02-26T00:11:21Z,110000,False,0.0,0.0,1,right,MISS J. Thor tip Layup,[1630550],1610612766.0,CHA,tip,,,Thor,J. Thor,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
12,PT11M24.00S,2023-02-26T00:11:21.8Z,1,REGULAR,rebound,defensive,[],201567,,,1610612748,0,0,2023-02-26T00:11:21Z,120000,False,,,0,,K. Love REBOUND (Off:0 Def:1),[201567],1610612748.0,MIA,,,,Love,K. Love,,,,,Mid-Range,8-16 Left,,,11.0,1.0,1.0,0.0,,,,,,,,,,,,,,
13,PT11M06.00S,2023-02-26T00:11:40.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202710,7.30946123521682,47.30392156862745,1610612748,0,2,2023-02-26T00:11:44Z,130000,False,13.0,16.0,1,left,J. Butler driving Layup (2 PTS),[202710],1610612748.0,MIA,driving,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,2.11,Made,,,,,2.0,,,,,,,,,,,,,
14,PT10M51.00S,2023-02-26T00:11:57.7Z,1,REGULAR,foul,personal,['2freethrow'],201567,,,1610612766,0,2,2023-02-26T00:12:06Z,140000,False,,,0,,K. Love shooting personal FOUL (1 PF) (Rozier 2 FT),"[201567, 1626179]",1610612748.0,MIA,shooting,,,Love,K. Love,,,,,Restricted Area,0-8 Center,,,,,,,,1151.0,1.0,0.0,Rozier,1626179.0,,,,,,,,
16,PT10M51.00S,2023-02-26T00:12:28.6Z,1,REGULAR,freethrow,1 of 2,[],1626179,,,1610612766,1,2,2023-02-26T00:12:28Z,160000,False,,,0,,T. Rozier Free Throw 1 of 2 (1 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
17,PT10M51.00S,2023-02-26T00:12:47.2Z,1,REGULAR,freethrow,2 of 2,[],1626179,,,1610612766,2,2,2023-02-26T00:12:47Z,170000,False,,,0,,T. Rozier Free Throw 2 of 2 (2 PTS),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,Made,,,,,2.0,,,,,,,,,,,,,
18,PT10M29.00S,2023-02-26T00:13:09.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],201567,6.915243101182654,45.83333333333333,1610612748,2,2,2023-02-26T00:13:14Z,180000,False,21.0,13.0,1,left,MISS K. Love bank Shot,[201567],1610612748.0,MIA,bank,,,Love,K. Love,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
19,PT10M28.00S,2023-02-26T00:13:10.6Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,2,2,2023-02-26T00:13:14Z,190000,False,,,0,,M. Williams REBOUND (Off:0 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,18.0,1.0,1.0,0.0,,,,,,,,,,,,,,
20,PT10M23.00S,2023-02-26T00:13:20.2Z,1,REGULAR,turnover,traveling,[],202330,,,1610612766,2,2,2023-02-26T00:13:27Z,200000,False,,,0,,G. Hayward traveling TURNOVER (1 TO),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,202037.0,,,,,1.0,,,,,,,
21,PT10M07.00S,2023-02-26T00:13:46.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629639,5.863994743758213,51.71568627450981,1610612748,2,2,2023-02-26T00:13:56Z,210000,False,-9.0,3.0,1,left,MISS T. Herro driving Layup,[1629639],1610612748.0,MIA,driving,,,Herro,T. Herro,,,,,Restricted Area,0-8 Center,0.9,Missed,,,,,,,,,,,,,,,,,,
22,PT10M02.00S,2023-02-26T00:13:51.5Z,1,REGULAR,rebound,offensive,[],1628389,,,1610612748,2,2,2023-02-26T00:13:56Z,220000,False,,,0,,B. Adebayo REBOUND (Off:1 Def:0),[1628389],1610612748.0,MIA,,,,Adebayo,B. Adebayo,,,,,Restricted Area,0-8 Center,,,21.0,1.0,0.0,1.0,,,,,,,,,,,,,,
23,PT10M02.00S,2023-02-26T00:13:51.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', '2ndchance']",1628389,5.590000152587891,50.0,1610612748,2,2,2023-02-26T00:13:51Z,230000,False,0.0,0.0,1,left,MISS B. Adebayo tip Layup,[1628389],1610612748.0,MIA,tip,,,Adebayo,B. Adebayo,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
24,PT10M02.00S,2023-02-26T00:13:51.8Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,2,2,2023-02-26T00:13:51Z,240000,False,,,0,,M. Williams REBOUND (Off:0 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,23.0,2.0,2.0,0.0,,,,,,,,,,,,,,
26,PT09M57.00S,2023-02-26T00:13:56.3Z,1,REGULAR,3pt,Jump Shot,[],1630163,63.9454664914586,36.76470588235294,1610612766,2,2,2023-02-26T00:14:41Z,250000,False,-66.0,286.0,1,right,MISS L. Ball 29' 3PT,[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Center,29.4,Missed,,,,,,,,,,,,,,,,,,
27,PT09M54.00S,2023-02-26T00:13:59.3Z,1,REGULAR,rebound,defensive,[],202710,,,1610612748,2,2,2023-02-26T00:14:01Z,260000,False,,,0,,J. Butler REBOUND (Off:0 Def:1),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,26.0,1.0,1.0,0.0,,,,,,,,,,,,,,
28,PT09M47.00S,2023-02-26T00:14:06.2Z,1,REGULAR,turnover,bad pass,[],202710,,,1610612748,2,2,2023-02-26T00:14:11Z,270000,False,,,0,,J. Butler bad pass TURNOVER (1 TO),"[202710, 202330]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,1.0,Hayward,202330.0,,,,,
29,PT09M47.00S,2023-02-26T00:14:06.2Z,1,REGULAR,steal,,[],202330,,,1610612766,2,2,2023-02-26T00:14:08Z,280000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
30,PT09M43.00S,2023-02-26T00:14:10.2Z,1,REGULAR,turnover,bad pass,[],202330,,,1610612766,2,2,2023-02-26T00:14:16Z,290000,False,,,0,,G. Hayward bad pass TURNOVER (2 TO),"[202330, 202710]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,2.0,Butler,202710.0,,,,,
31,PT09M43.00S,2023-02-26T00:14:10.2Z,1,REGULAR,steal,,[],202710,,,1610612748,2,2,2023-02-26T00:14:12Z,300000,False,,,0,,J. Butler STEAL (1 STL),[202710],1610612748.0,MIA,,,,Butler,J. Butler,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
32,PT09M37.00S,2023-02-26T00:14:17.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",202710,6.1268068331143235,49.01960784313725,1610612748,2,4,2023-02-26T00:14:23Z,310000,False,5.0,5.0,1,left,J. Butler Layup (4 PTS) (B. Adebayo 1 AST),"[202710, 1628389]",1610612748.0,MIA,,,,Butler,J. Butler,,,,,Restricted Area,0-8 Center,0.71,Made,,,,,4.0,,,,,,,,,B. Adebayo,1628389.0,1.0,,
34,PT09M20.00S,2023-02-26T00:14:33.6Z,1,REGULAR,3pt,Jump Shot,[],202330,66.44218134034165,52.94117647058824,1610612766,5,4,2023-02-26T00:15:46Z,330000,False,15.0,263.0,1,right,G. Hayward 26' 3PT pullup (3 PTS),[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Center,26.33,Made,,,,,3.0,,,,,,,,,,,,,
