actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
173,PT11M45.00S,2023-01-03T00:34:26.1Z,2,REGULAR,rebound,offensive,[],1628972,,,1610612747,21,24,2023-01-03T00:42:27Z,1569687,False,,,0,,T. Brown Jr. REBOUND (Off:1 Def:1),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,,,,,,,,,,172.0,2.0,1.0,1.0,,,,,,,,,
219,PT11M43.00S,2023-01-03T00:34:25.8Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],201566,78.40013140604468,7.107843137254902,1610612747,21,24,2023-01-03T00:44:02Z,1569843,False,-214.0,151.0,1,right,MISS R. Westbrook 26' 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Above the Break 3,24+ Left Center,,,,,26.2,Missed,,,,,,,,,,,,,,
220,PT11M42.00S,2023-01-03T00:34:26.8Z,2,REGULAR,rebound,offensive,[],1629117,,,1610612747,21,24,2023-01-03T00:44:02Z,1569921,False,,,0,,W. Gabriel REBOUND (Off:1 Def:0),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Above the Break 3,24+ Left Center,,,,,,,,219.0,1.0,0.0,1.0,,,,,,,,,
230,PT11M37.00S,2023-01-03T00:34:26.6Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",201566,93.11760840998686,48.529411764705884,1610612747,21,24,2023-01-03T00:46:08Z,1569960,False,-7.0,12.0,1,right,MISS R. Westbrook driving Layup - blocked,"[201566, 1630163]",1610612747.0,LAL,driving,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,1.43,Missed,,,,,,,,,Ball,1630163.0,,,,
231,PT11M37.00S,2023-01-03T00:34:26.6Z,2,REGULAR,block,,[],1630163,,,1610612747,21,24,2023-01-03T00:44:27Z,1569980,False,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
232,PT11M37.00S,2023-01-03T00:34:26.6Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,21,24,2023-01-03T00:44:37Z,1569990,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,230.0,,,,,,,,,,,,
159,PT11M26.00S,2023-01-03T00:34:32.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630559,90.3580814717477,47.05882352941176,1610612747,21,24,2023-01-03T00:44:27Z,1580000,False,-15.0,38.0,1,right,MISS A. Reaves Layup - blocked,"[1630559, 1631109]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Restricted Area,0-8 Center,,,,,4.08,Missed,,,,,,,,,Williams,1631109.0,,,,
160,PT11M26.00S,2023-01-03T00:34:32.5Z,2,REGULAR,block,,[],1631109,,,1610612747,21,24,2023-01-03T00:34:36Z,1590000,False,,,0,,M. Williams BLOCK (1 BLK),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
161,PT11M25.00S,2023-01-03T00:34:33.5Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612747,21,24,2023-01-03T00:44:25Z,1600000,False,,,0,,TEAM offensive REBOUND,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,159.0,,,,,,,,,,,,
162,PT11M23.00S,2023-01-03T00:34:41.8Z,2,REGULAR,turnover,shot clock,['team'],0,,,1610612747,21,24,2023-01-03T00:44:31Z,1610000,False,,,0,,LAL shot clock Team TURNOVER,[],1610612747.0,LAL,,,,,,,,,,Restricted Area,0-8 Center,2004.0,,,,,,,,,,,,,,,,,,,
164,PT11M18.00S,2023-01-03T00:34:55.2Z,2,REGULAR,turnover,out-of-bounds,[],1628372,,,1610612766,21,24,2023-01-03T00:47:15Z,1620000,False,,,0,,D. Smith Jr. step out-of-bounds TURNOVER (1 TO),[1628372],1610612766.0,CHA,step,,,Smith Jr.,D. Smith Jr.,,,,,Right Corner 3,24+ Right,2004.0,1.0,,,,,,,,,,,,,,,,,,
168,PT11M01.00S,2023-01-03T00:35:38.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",201566,92.46057818659659,49.26470588235294,1610612747,21,26,2023-01-03T00:47:51Z,1640000,False,-4.0,18.0,1,right,R. Westbrook driving finger roll Layup (2 PTS),[201566],1610612747.0,LAL,driving finger roll,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,,,,1.88,Made,2.0,,,,,,,,,,,,,
169,PT10M41.00S,2023-01-03T00:35:57.9Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],1631109,13.748357424441524,47.30392156862745,1610612766,21,26,2023-01-03T00:48:08Z,1650000,False,13.0,77.0,1,left,MISS M. Williams 7' turnaround Hook,[1631109],1610612766.0,CHA,turnaround,,,Williams,M. Williams,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.79,Missed,,,,,,,,,,,,,,
170,PT10M41.00S,2023-01-03T00:35:57.9Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,21,26,2023-01-03T00:36:43Z,1660000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:2),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,169.0,2.0,2.0,0.0,,,,,,,,,
305,PT10M34.00S,2023-01-03T00:36:08.2Z,2,REGULAR,turnover,lost ball,[],201566,,,1610612747,21,26,2023-01-03T00:55:31Z,1695000,False,,,0,,R. Westbrook lost ball TURNOVER (2 TO),"[201566, 1630163]",1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Restricted Area,0-8 Center,,2.0,Ball,1630163.0,,,,,,,,,,,,,,,,
306,PT10M34.00S,2023-01-03T00:36:08.2Z,2,REGULAR,steal,,[],1630163,,,1610612766,21,26,2023-01-03T00:55:31Z,1697500,False,,,0,,L. Ball STEAL (2 STL),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
176,PT10M27.00S,2023-01-03T00:36:11.5Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak', 'fromturnover']",202330,7.835085413929041,50.245098039215684,1610612766,21,26,2023-01-03T00:55:31Z,1700000,False,-1.0,21.0,1,left,MISS G. Hayward running Layup,[202330],1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,,,,,2.11,Missed,,,,,,,,,,,,,,
177,PT10M25.00S,2023-01-03T00:36:15.7Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612747,21,26,2023-01-03T00:36:15Z,1710000,False,,,0,,T. Brown Jr. REBOUND (Off:1 Def:2),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Restricted Area,0-8 Center,,,,,,,,176.0,3.0,2.0,1.0,,,,,,,,,
178,PT10M14.00S,2023-01-03T00:36:37.5Z,2,REGULAR,3pt,Jump Shot,[],201566,91.14651773981603,96.07843137254902,1610612747,21,26,2023-01-03T00:36:52Z,1720000,False,230.0,31.0,1,right,MISS R. Westbrook 3PT,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Right Corner 3,24+ Right,,,,,23.24,Missed,,,,,,,,,,,,,,
179,PT10M12.00S,2023-01-03T00:36:39.5Z,2,REGULAR,rebound,defensive,[],1628372,,,1610612766,21,26,2023-01-03T00:36:52Z,1730000,False,,,0,,D. Smith Jr. REBOUND (Off:1 Def:1),[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,178.0,2.0,1.0,1.0,,,,,,,,,
180,PT10M07.00S,2023-01-03T00:36:44.6Z,2,REGULAR,3pt,Jump Shot,['fastbreak'],1629023,7.178055190538765,94.6078431372549,1610612766,21,26,2023-01-03T00:53:01Z,1740000,False,-223.0,15.0,1,left,MISS P. Washington running 3PT,[1629023],1610612766.0,CHA,running,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,,,,,22.35,Missed,,,,,,,,,,,,,,
181,PT10M04.00S,2023-01-03T00:36:47.6Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612747,21,26,2023-01-03T00:36:56Z,1750000,False,,,0,,T. Brown Jr. REBOUND (Off:1 Def:3),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Left Corner 3,24+ Left,,,,,,,,180.0,4.0,3.0,1.0,,,,,,,,,
182,PT09M56.00S,2023-01-03T00:36:55.1Z,2,REGULAR,3pt,Jump Shot,[],1630559,91.14651773981603,96.32352941176471,1610612747,21,29,2023-01-03T00:36:59Z,1760000,False,232.0,31.0,1,right,A. Reaves 3PT  (5 PTS) (T. Brown Jr. 1 AST),"[1630559, 1628972]",1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,Right Corner 3,24+ Right,,,,,23.36,Made,5.0,,,,,T. Brown Jr.,1628972.0,1.0,,,,,,
184,PT09M41.00S,2023-01-03T00:37:10.3Z,2,REGULAR,2pt,Jump Shot,[],1630163,18.2161629434954,74.01960784313727,1610612766,21,29,2023-01-03T00:53:38Z,1780000,False,-120.0,119.0,1,left,MISS L. Ball 16' pullup Shot,[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Mid-Range,16-24 Left Center,,,,,16.89,Missed,,,,,,,,,,,,,,
185,PT09M39.00S,2023-01-03T00:37:12.4Z,2,REGULAR,rebound,defensive,[],1628972,,,1610612747,21,29,2023-01-03T00:37:12Z,1790000,False,,,0,,T. Brown Jr. REBOUND (Off:1 Def:4),[1628972],1610612747.0,LAL,,,,Brown Jr.,T. Brown Jr.,,,,,Mid-Range,16-24 Left Center,,,,,,,,184.0,5.0,4.0,1.0,,,,,,,,,
186,PT09M34.00S,2023-01-03T00:37:20.4Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,92.46057818659659,52.69607843137255,1610612747,21,31,2023-01-03T00:37:25Z,1800000,False,13.0,18.0,1,right,L. James driving Layup (6 PTS),[2544],1610612747.0,LAL,driving,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,2.28,Made,6.0,,,,,,,,,,,,,
187,PT09M34.00S,2023-01-03T00:37:23.7Z,2,REGULAR,foul,personal,['1freethrow'],1628372,,,1610612747,21,31,2023-01-03T00:37:42Z,1810000,False,,,0,,D. Smith Jr. shooting personal FOUL (1 PF) (James 1 FT),"[1628372, 2544]",1610612766.0,CHA,shooting,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,1626302.0,,,,,,,,,,,,,,,,1.0,0.0,James,2544.0
189,PT09M34.00S,2023-01-03T00:37:50.1Z,2,REGULAR,freethrow,1 of 1,[],2544,,,1610612747,21,32,2023-01-03T00:37:50Z,1830000,False,,,0,,L. James Free Throw 1 of 1 (7 PTS),[2544],1610612747.0,LAL,,,,James,L. James,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
190,PT09M21.00S,2023-01-03T00:38:04.2Z,2,REGULAR,2pt,Jump Shot,[],202330,23.603810775295663,40.44117647058824,1610612766,21,32,2023-01-03T00:54:33Z,1840000,False,48.0,169.0,1,left,MISS G. Hayward 17' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,Mid-Range,16-24 Center,,,,,17.6,Missed,,,,,,,,,,,,,,
191,PT09M18.00S,2023-01-03T00:38:07.6Z,2,REGULAR,rebound,defensive,[],201566,,,1610612747,21,32,2023-01-03T00:38:07Z,1850000,False,,,0,,R. Westbrook REBOUND (Off:0 Def:3),[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,Mid-Range,16-24 Center,,,,,,,,190.0,3.0,3.0,0.0,,,,,,,,,
192,PT09M07.00S,2023-01-03T00:38:17.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],2544,91.27792378449409,64.2156862745098,1610612747,21,34,2023-01-03T00:55:16Z,1860000,False,71.0,29.0,1,right,L. James 7' alley-oop Layup (9 PTS) (R. Westbrook 2 AST),"[2544, 201566]",1610612747.0,LAL,alley-oop,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,7.7,Made,9.0,,,,,R. Westbrook,201566.0,2.0,,,,,,
194,PT08M54.00S,2023-01-03T00:38:32.1Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1628372,9.017739816031538,53.67647058823529,1610612766,21,34,2023-01-03T00:38:39Z,1880000,False,-18.0,32.0,1,left,MISS D. Smith Jr. Layup - blocked,"[1628372, 1629117]",1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,Restricted Area,0-8 Center,,,,,3.72,Missed,,,,,,,,,Gabriel,1629117.0,,,,
195,PT08M54.00S,2023-01-03T00:38:32.1Z,2,REGULAR,block,,[],1629117,,,1610612766,21,34,2023-01-03T00:38:35Z,1890000,False,,,0,,W. Gabriel BLOCK (1 BLK),[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
196,PT08M54.00S,2023-01-03T00:38:32.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612766,21,34,2023-01-03T00:38:39Z,1900000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,194.0,,,,,,,,,,,,
198,PT08M54.00S,2023-01-03T00:38:38.2Z,2,REGULAR,substitution,out,[],1628372,,,1610612766,21,34,2023-01-03T00:38:46Z,1920000,False,,,0,,SUB out: D. Smith Jr.,[1628372],1610612766.0,CHA,,,,Smith Jr.,D. Smith Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
199,PT08M54.00S,2023-01-03T00:38:38.2Z,2,REGULAR,substitution,out,[],201566,,,1610612766,21,34,2023-01-03T00:38:46Z,1930000,False,,,0,,SUB out: R. Westbrook,[201566],1610612747.0,LAL,,,,Westbrook,R. Westbrook,,,,,,,,,,,,,,,,,,,,,,,,,,
200,PT08M54.00S,2023-01-03T00:38:38.2Z,2,REGULAR,substitution,in,[],1629667,,,1610612766,21,34,2023-01-03T00:38:46Z,1940000,False,,,0,,SUB in: J. McDaniels,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
201,PT08M54.00S,2023-01-03T00:38:38.2Z,2,REGULAR,substitution,in,[],203471,,,1610612766,21,34,2023-01-03T00:38:46Z,1950000,False,,,0,,SUB in: D. Schroder,[203471],1610612747.0,LAL,,,,Schroder,D. Schroder,,,,,,,,,,,,,,,,,,,,,,,,,,
202,PT08M54.00S,2023-01-03T00:38:48.9Z,2,REGULAR,substitution,out,[],1630559,,,1610612766,21,34,2023-01-03T00:38:55Z,1960000,False,,,0,,SUB out: A. Reaves,[1630559],1610612747.0,LAL,,,,Reaves,A. Reaves,,,,,,,,,,,,,,,,,,,,,,,,,,
203,PT08M54.00S,2023-01-03T00:38:48.9Z,2,REGULAR,substitution,in,[],201976,,,1610612766,21,34,2023-01-03T00:38:55Z,1970000,False,,,0,,SUB in: P. Beverley,[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,,,,,,,,,,,,,,,,,,,,,,
204,PT08M54.00S,2023-01-03T00:38:59.7Z,2,REGULAR,substitution,out,[],1629117,,,1610612766,21,34,2023-01-03T00:39:10Z,1980000,False,,,0,,SUB out: W. Gabriel,[1629117],1610612747.0,LAL,,,,Gabriel,W. Gabriel,,,,,,,,,,,,,,,,,,,,,,,,,,
205,PT08M54.00S,2023-01-03T00:38:59.7Z,2,REGULAR,substitution,in,[],1628418,,,1610612766,21,34,2023-01-03T00:39:10Z,1990000,False,,,0,,SUB in: T. Bryant,[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,,,,,,,,,,,,,,,,,,,,,,
206,PT08M42.00S,2023-01-03T00:39:29.3Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",202330,17.69053876478318,50.245098039215684,1610612766,21,34,2023-01-03T00:56:54Z,2000000,False,-1.0,114.0,1,left,MISS G. Hayward 11' pullup Shot,[202330],1610612766.0,CHA,pullup,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,11.38,Missed,,,,,,,,,,,,,,
207,PT08M39.00S,2023-01-03T00:39:31.9Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,21,34,2023-01-03T00:39:31Z,2010000,False,,,0,,L. James REBOUND (Off:0 Def:4),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,206.0,4.0,4.0,0.0,,,,,,,,,
208,PT08M31.00S,2023-01-03T00:39:39.4Z,2,REGULAR,2pt,Jump Shot,[],2544,77.7431011826544,48.529411764705884,1610612747,21,34,2023-01-03T00:57:31Z,2020000,False,-7.0,157.0,1,right,MISS L. James 15' turnaround fadeaway Shot,[2544],1610612747.0,LAL,turnaround fadeaway,,,James,L. James,,,,,Mid-Range,8-16 Center,,,,,15.69,Missed,,,,,,,,,,,,,,
209,PT08M30.00S,2023-01-03T00:39:42.7Z,2,REGULAR,rebound,offensive,[],1628418,,,1610612747,21,34,2023-01-03T00:39:42Z,2030000,False,,,0,,T. Bryant REBOUND (Off:1 Def:4),[1628418],1610612747.0,LAL,,,,Bryant,T. Bryant,,,,,Mid-Range,8-16 Center,,,,,,,,208.0,5.0,4.0,1.0,,,,,,,,,
210,PT08M30.00S,2023-01-03T00:39:54.2Z,2,REGULAR,foul,personal,[],1629667,,,1610612747,21,34,2023-01-03T00:40:08Z,2040000,False,,,0,,J. McDaniels personal FOUL (1 PF),"[1629667, 1628418]",1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,,,,,,1.0,0.0,Bryant,1628418.0
212,PT08M17.00S,2023-01-03T00:40:19.1Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],2544,64.73390275952694,50.49019607843137,1610612747,21,34,2023-01-03T00:40:43Z,2060000,False,2.0,279.0,1,right,MISS L. James 27' 3PT,[2544],1610612747.0,LAL,,,,James,L. James,,,,,Above the Break 3,24+ Center,,,,,27.9,Missed,,,,,,,,,,,,,,
213,PT08M13.00S,2023-01-03T00:40:23.1Z,2,REGULAR,rebound,defensive,[],1631109,,,1610612766,21,34,2023-01-03T00:59:42Z,2070000,False,,,0,,M. Williams REBOUND (Off:0 Def:4),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Above the Break 3,24+ Center,,,,,,,,212.0,4.0,4.0,0.0,,,,,,,,,
214,PT08M05.00S,2023-01-03T00:40:30.5Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,12.697109067017081,53.92156862745098,1610612766,21,34,2023-01-03T00:59:08Z,2080000,False,-20.0,67.0,1,left,MISS L. Ball 6' driving floating Shot - blocked,"[1630163, 201976]",1610612766.0,CHA,driving floating,,,Ball,L. Ball,,,,,In The Paint (Non-RA),0-8 Center,,,,,6.97,Missed,,,,,,,,,Beverley,201976.0,,,,
215,PT08M05.00S,2023-01-03T00:40:30.5Z,2,REGULAR,block,,[],201976,,,1610612766,21,34,2023-01-03T00:40:33Z,2090000,False,,,0,,P. Beverley BLOCK (2 BLK),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
216,PT08M01.00S,2023-01-03T00:40:34.5Z,2,REGULAR,rebound,defensive,[],2544,,,1610612747,21,34,2023-01-03T00:40:51Z,2100000,False,,,0,,L. James REBOUND (Off:0 Def:5),[2544],1610612747.0,LAL,,,,James,L. James,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,214.0,5.0,5.0,0.0,,,,,,,,,
217,PT08M01.00S,2023-01-03T00:40:36.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",2544,93.11760840998686,50.98039215686274,1610612747,21,36,2023-01-03T00:40:59Z,2110000,False,5.0,12.0,1,right,L. James running Layup (11 PTS),[2544],1610612747.0,LAL,running,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,1.31,Made,11.0,,,,,,,,,,,,,
218,PT08M01.00S,2023-01-03T00:40:45.9Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,21,36,2023-01-03T00:40:45Z,2120000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
221,PT08M01.00S,2023-01-03T00:40:47.0Z,2,REGULAR,substitution,out,[],1631109,,,1610612766,21,36,2023-01-03T00:43:36Z,2130000,False,,,0,,SUB out: M. Williams,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
222,PT08M01.00S,2023-01-03T00:40:47.0Z,2,REGULAR,substitution,out,[],202330,,,1610612766,21,36,2023-01-03T00:43:36Z,2140000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
223,PT08M01.00S,2023-01-03T00:40:47.0Z,2,REGULAR,substitution,in,[],1626179,,,1610612766,21,36,2023-01-03T00:43:36Z,2150000,False,,,0,,SUB in: T. Rozier,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,,,,,,,,,,,,,,,,,,,,,,
224,PT08M01.00S,2023-01-03T00:40:47.0Z,2,REGULAR,substitution,in,[],203486,,,1610612766,21,36,2023-01-03T00:43:36Z,2160000,False,,,0,,SUB in: M. Plumlee,[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,,,,,,,,,,,,,,,
225,PT07M47.00S,2023-01-03T00:43:49.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203486,6.915243101182654,52.20588235294118,1610612766,23,36,2023-01-03T01:00:46Z,2170000,False,-11.0,13.0,1,left,M. Plumlee reverse Layup (6 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,reverse,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,1.67,Made,6.0,,,,,L. Ball,1630163.0,1.0,,,,,,
227,PT07M47.00S,2023-01-03T00:43:54.0Z,2,REGULAR,foul,personal,['1freethrow'],1628418,,,1610612766,23,36,2023-01-03T00:44:14Z,2190000,False,,,0,,T. Bryant shooting personal FOUL (1 PF) (Plumlee 1 FT),"[1628418, 203486]",1610612747.0,LAL,shooting,,,Bryant,T. Bryant,,,,,Restricted Area,0-8 Center,2004.0,,,,,,,,,,,,,,,,1.0,0.0,Plumlee,203486.0
229,PT07M47.00S,2023-01-03T00:44:18.1Z,2,REGULAR,freethrow,1 of 1,[],203486,,,1610612766,24,36,2023-01-03T00:44:18Z,2210000,False,,,0,,M. Plumlee Free Throw 1 of 1 (7 PTS),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,,,,,,,,Made,7.0,,,,,,,,,,,,,
233,PT07M28.00S,2023-01-03T00:44:40.8Z,2,REGULAR,turnover,out-of-bounds,[],203471,,,1610612747,24,36,2023-01-03T00:45:00Z,2220000,False,,,0,,D. Schroder lost ball out-of-bounds TURNOVER (1 TO),[203471],1610612747.0,LAL,lost ball,,,Schroder,D. Schroder,,,,,Left Corner 3,24+ Left,2004.0,1.0,,,,,,,,,,,,,,,,,,
235,PT07M09.00S,2023-01-03T00:45:04.9Z,2,REGULAR,2pt,Jump Shot,['fromturnover'],1629023,24.129434954007884,46.07843137254902,1610612766,24,36,2023-01-03T00:45:09Z,2230000,False,20.0,174.0,1,left,MISS P. Washington 17' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,,,,,17.54,Missed,,,,,,,,,,,,,,
236,PT07M07.00S,2023-01-03T00:45:06.9Z,2,REGULAR,rebound,defensive,[],201976,,,1610612747,24,36,2023-01-03T00:45:09Z,2240000,False,,,0,,P. Beverley REBOUND (Off:2 Def:1),[201976],1610612747.0,LAL,,,,Beverley,P. Beverley,,,,,Mid-Range,16-24 Center,,,,,,,,235.0,3.0,1.0,2.0,,,,,,,,,
237,PT06M56.00S,2023-01-03T00:45:18.6Z,2,REGULAR,2pt,Hook,['pointsinthepaint'],201976,88.38699080157687,51.225490196078425,1610612747,24,36,2023-01-03T00:45:23Z,2250000,False,6.0,57.0,1,right,MISS P. Beverley driving Hook,[201976],1610612747.0,LAL,driving,,,Beverley,P. Beverley,,,,,In The Paint (Non-RA),0-8 Center,,,,,5.7,Missed,,,,,,,,,,,,,,
238,PT06M56.00S,2023-01-03T00:45:18.6Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612766,24,36,2023-01-03T00:45:23Z,2260000,False,,,0,,TEAM defensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,237.0,,,,,,,,,,,,
239,PT06M56.00S,2023-01-03T00:45:24.1Z,2,REGULAR,foul,personal,[],1628418,,,1610612766,24,36,2023-01-03T00:45:35Z,2270000,False,,,0,,T. Bryant loose ball personal FOUL (2 PF),"[1628418, 203486]",1610612747.0,LAL,loose ball,,,Bryant,T. Bryant,,,,,In The Paint (Non-RA),0-8 Center,202901.0,,,,,,,,,,,,,,,,2.0,0.0,Plumlee,203486.0
241,PT06M50.00S,2023-01-03T00:45:39.2Z,2,REGULAR,turnover,out-of-bounds,[],1629667,,,1610612766,24,36,2023-01-03T01:11:33Z,2290000,False,,,0,,J. McDaniels lost ball out-of-bounds TURNOVER (1 TO),[1629667],1610612766.0,CHA,lost ball,,,McDaniels,J. McDaniels,,,,,In The Paint (Non-RA),8-16 Left,202901.0,1.0,,,,,,,,,,,,,,,,,,
242,PT06M33.00S,2023-01-03T00:46:00.9Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",2544,93.24901445466492,58.08823529411765,1610612747,24,38,2023-01-03T01:02:13Z,2300000,False,40.0,11.0,1,right,L. James driving finger roll Layup (13 PTS),[2544],1610612747.0,LAL,driving finger roll,,,James,L. James,,,,,Restricted Area,0-8 Center,,,,,4.19,Made,13.0,,,,,,,,,,,,,
243,PT06M16.00S,2023-01-03T00:46:17.4Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629023,12.959921156373195,61.029411764705884,1610612766,26,38,2023-01-03T01:02:36Z,2310000,False,-55.0,69.0,1,left,P. Washington 8' driving floating Jump Shot (2 PTS) (J. McDaniels 1 AST),"[1629023, 1629667]",1610612766.0,CHA,driving floating,,,Washington,P. Washington,,,,,In The Paint (Non-RA),8-16 Left,,,,,8.85,Made,2.0,,,,,J. McDaniels,1629667.0,1.0,,,,,,
