shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
12:00,2,PT12M00.00S,2022-12-15T00:11:46.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-15T00:11:46Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11:51,4,PT11M51.00S,2022-12-15T00:11:54.2Z,1,REGULAR,jumpball,recovered,[],1626162,,,1610612766,0,0,2022-12-15T00:11:54Z,40000,False,,,0,,Jump Ball M. Plumlee vs. J. Duren: Tip to K. Oubre Jr.,"[1626162, 203486, 1631105]",12,1610612766.0,CHA,startperiod,K. Oubre Jr.,1626162.0,Oubre Jr.,K. Oubre Jr.,Plumlee,203486.0,Duren,1631105.0,,,,,,,,,,,,,,,,,,,,,,
11:38,7,PT11M38.00S,2022-12-15T00:12:09.1Z,1,REGULAR,foul,personal,['2freethrow'],202711,,,1610612766,0,0,2022-12-15T00:12:27Z,70000,False,,,0,,B. Bogdanovic shooting personal FOUL (1 PF) (Oubre Jr. 2 FT),"[202711, 1626162]",44,1610612765.0,DET,shooting,,,Bogdanovic,B. Bogdanovic,,,,,In The Paint (Non-RA),0-8 Center,1628485.0,1.0,0.0,Oubre Jr.,1626162.0,,,,,,,,,,,,,,,
11:38,9,PT11M38.00S,2022-12-15T00:12:34.7Z,1,REGULAR,freethrow,1 of 2,[],1626162,,,1610612766,1,0,2022-12-15T00:12:53Z,90000,False,,,0,,K. Oubre Jr. Free Throw 1 of 2 (1 PTS),[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,Made,1.0,,,,,,,,,,,,,
11:38,10,PT11M38.00S,2022-12-15T00:12:34.7Z,1,REGULAR,freethrow,2 of 2,[],1626162,,,1610612766,1,0,2022-12-15T00:12:53Z,100000,False,,,0,,MISS K. Oubre Jr. Free Throw 2 of 2,[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
11:34,11,PT11M34.00S,2022-12-15T00:12:38.7Z,1,REGULAR,rebound,defensive,[],1630165,,,1610612765,1,0,2022-12-15T00:12:53Z,110000,False,,,0,,K. Hayes REBOUND (Off:0 Def:1),[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,,,10.0,1.0,1.0,0.0,,,,,,,,,
11:26,12,PT11M26.00S,2022-12-15T00:12:59.4Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631105,7.835085413929041,52.450980392156865,1610612765,1,0,2022-12-15T00:13:28Z,120000,False,-12.0,21.0,1,left,MISS J. Duren cutting Layup,[1631105],0,1610612765.0,DET,cutting,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.44,,,,,,,,
11:24,13,PT11M24.00S,2022-12-15T00:13:01.4Z,1,REGULAR,rebound,defensive,[],1626179,,,1610612766,1,0,2022-12-15T00:13:03Z,130000,False,,,0,,T. Rozier REBOUND (Off:0 Def:1),[1626179],3,1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,,,12.0,1.0,1.0,0.0,,,,,,,,,
11:19,14,PT11M19.00S,2022-12-15T00:13:06.4Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint']",1626179,91.93495400788436,44.36274509803921,1610612766,1,0,2022-12-15T00:13:59Z,140000,False,-28.0,23.0,1,right,MISS T. Rozier running reverse Layup,[1626179],3,1610612766.0,CHA,running reverse,,,Rozier,T. Rozier,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.66,,,,,,,,
11:15,15,PT11M15.00S,2022-12-15T00:13:10.4Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,1,0,2022-12-15T00:13:59Z,150000,False,,,0,,M. Plumlee REBOUND (Off:1 Def:0),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,14.0,1.0,0.0,1.0,,,,,,,,,
11:15,16,PT11M15.00S,2022-12-15T00:13:09.9Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,94.40999984741211,50.0,1610612766,3,0,2022-12-15T00:14:12Z,160000,False,0.0,0.0,1,right,M. Plumlee tip Layup (2 PTS),[203486],24,1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,0.0,,,,,,,,
11:13,17,PT11M13.00S,2022-12-15T00:13:15.3Z,1,REGULAR,turnover,out-of-bounds,[],1631093,,,1610612765,3,0,2022-12-15T00:13:21Z,170000,False,,,0,,J. Ivey lost ball out-of-bounds TURNOVER (1 TO),[1631093],23,1610612765.0,DET,lost ball,,,Ivey,J. Ivey,,,,,Mid-Range,8-16 Right,1628485.0,,,,,,,,,,,,1.0,,,,,,,
11:05,18,PT11M05.00S,2022-12-15T00:13:30.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,72.35545335085413,87.5,1610612766,3,0,2022-12-15T00:14:36Z,180000,False,188.0,207.0,1,right,MISS L. Ball 27' pullup 3PT,[1630163],1,1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,27.96,,,,,,,,
11:03,19,PT11M03.00S,2022-12-15T00:13:32.3Z,1,REGULAR,rebound,defensive,[],1631105,,,1610612765,3,0,2022-12-15T00:13:34Z,190000,False,,,0,,J. Duren REBOUND (Off:0 Def:1),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,18.0,1.0,1.0,0.0,,,,,,,,,
10:55,20,PT10M55.00S,2022-12-15T00:13:40.9Z,1,REGULAR,3pt,Jump Shot,[],1630165,21.369908015768726,10.049019607843137,1610612765,3,0,2022-12-15T00:13:48Z,200000,False,200.0,148.0,1,left,MISS K. Hayes 24' 3PT,[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,24.89,,,,,,,,
10:51,21,PT10M51.00S,2022-12-15T00:13:44.2Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,3,0,2022-12-15T00:13:44Z,210000,False,,,0,,J. Duren REBOUND (Off:1 Def:1),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,Above the Break 3,24+ Right Center,,,,,,,,20.0,2.0,1.0,1.0,,,,,,,,,
10:49,22,PT10M49.00S,2022-12-15T00:13:46.5Z,1,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631105,9.280551905387648,40.931372549019606,1610612765,3,0,2022-12-15T00:13:51Z,220000,False,45.0,35.0,1,left,MISS J. Duren Hook,[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,5.71,,,,,,,,
10:49,23,PT10M49.00S,2022-12-15T00:13:46.5Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612765,3,0,2022-12-15T00:13:51Z,230000,False,,,0,,TEAM offensive REBOUND,[],,1610612765.0,DET,,,,,,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,22.0,,,,,,,,,,,,
10:37,25,PT10M37.00S,2022-12-15T00:14:17.8Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1630165,14.4053876478318,20.833333333333336,1610612765,3,2,2022-12-15T00:14:21Z,250000,False,146.0,83.0,1,left,K. Hayes 16' pullup Jump Shot (2 PTS) (B. Bogdanovic 1 AST),"[1630165, 202711]",7,1610612765.0,DET,pullup,,,Hayes,K. Hayes,,,,,Mid-Range,16-24 Right,,,,,,Made,2.0,,,,,16.77,,B. Bogdanovic,202711.0,1.0,,,,
10:21,27,PT10M21.00S,2022-12-15T00:14:33.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630163,92.06636005256242,48.28431372549019,1610612766,5,2,2022-12-15T00:14:37Z,270000,False,-9.0,22.0,1,right,L. Ball driving Layup (2 PTS) (M. Plumlee 1 AST),"[1630163, 203486]",1,1610612766.0,CHA,driving,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,2.37,,M. Plumlee,203486.0,1.0,,,,
10:16,29,PT10M16.00S,2022-12-15T00:14:38.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202711,6.389618922470433,47.549019607843135,1610612765,5,4,2022-12-15T00:14:43Z,290000,False,12.0,8.0,1,left,B. Bogdanovic running Layup (2 PTS) (K. Hayes 1 AST),"[202711, 1630165]",44,1610612765.0,DET,running,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,1.45,,K. Hayes,1630165.0,1.0,,,,
10:06,31,PT10M06.00S,2022-12-15T00:14:48.3Z,1,REGULAR,3pt,Jump Shot,[],1629023,76.82325886990802,10.784313725490197,1610612766,8,4,2022-12-15T00:14:52Z,310000,False,-196.0,165.0,1,right,P. Washington 25' 3PT  (3 PTS) (L. Ball 1 AST),"[1629023, 1630163]",25,1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,Made,3.0,,,,,25.65,,L. Ball,1630163.0,1.0,,,,
09:51,33,PT09M51.00S,2022-12-15T00:15:03.6Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630165,5.601182654402102,52.450980392156865,1610612765,8,6,2022-12-15T00:15:09Z,330000,False,-12.0,0.0,1,left,K. Hayes driving Layup (4 PTS),[1630165],7,1610612765.0,DET,driving,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,1.23,,,,,,,,
09:41,34,PT09M41.00S,2022-12-15T00:15:14.5Z,1,REGULAR,3pt,Jump Shot,[],1629023,75.3777923784494,12.009803921568627,1610612766,8,6,2022-12-15T00:15:18Z,340000,False,-190.0,179.0,1,right,MISS P. Washington 26' 3PT,[1629023],25,1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,Missed,,,,,,26.1,,,,,,,,
09:38,35,PT09M38.00S,2022-12-15T00:15:17.5Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,8,6,2022-12-15T00:15:18Z,350000,False,,,0,,I. Stewart REBOUND (Off:0 Def:1),[1630191],28,1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Left Center,,,,,,,,34.0,1.0,1.0,0.0,,,,,,,,,
09:30,36,PT09M30.00S,2022-12-15T00:15:24.8Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631105,5.995400788436268,49.01960784313725,1610612765,8,8,2022-12-15T00:15:28Z,360000,False,5.0,4.0,1,left,J. Duren DUNK (2 PTS) (J. Ivey 1 AST),"[1631105, 1631093]",0,1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Made,2.0,,,,,0.63,,J. Ivey,1631093.0,1.0,,,,
09:10,38,PT09M10.00S,2022-12-15T00:15:45.8Z,1,REGULAR,3pt,Jump Shot,[],1630163,87.59855453350855,3.6764705882352944,1610612766,11,8,2022-12-15T00:15:56Z,380000,False,-232.0,64.0,1,right,L. Ball 24' 3PT step back (5 PTS) (T. Rozier 1 AST),"[1630163, 1626179]",1,1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Left Corner 3,24+ Left,,,,,,Made,5.0,,,,,24.03,,T. Rozier,1626179.0,1.0,,,,
09:01,40,PT09M01.00S,2022-12-15T00:15:59.9Z,1,REGULAR,foul,personal,[],1626162,,,1610612765,11,8,2022-12-15T00:16:10Z,400000,False,,,0,,K. Oubre Jr. personal FOUL (1 PF),"[1626162, 202711]",12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,8-16 Left,1628485.0,1.0,0.0,Bogdanovic,202711.0,,,,,,,,,,,,,,,
08:56,42,PT08M56.00S,2022-12-15T00:16:17.7Z,1,REGULAR,3pt,Jump Shot,[],202711,25.969119579500656,83.08823529411765,1610612765,11,11,2022-12-15T00:16:22Z,420000,False,-165.0,192.0,1,left,B. Bogdanovic 25' 3PT  (5 PTS) (J. Duren 1 AST),"[202711, 1631105]",44,1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Left Center,,,,,,Made,5.0,,,,,25.31,,J. Duren,1631105.0,1.0,,,,
08:41,44,PT08M41.00S,2022-12-15T00:16:32.6Z,1,REGULAR,3pt,Jump Shot,[],1629023,67.49342969776609,36.029411764705884,1610612766,11,11,2022-12-15T00:16:39Z,440000,False,-70.0,253.0,1,right,MISS P. Washington 26' pullup 3PT,[1629023],25,1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.26,,,,,,,,
08:36,45,PT08M36.00S,2022-12-15T00:16:37.6Z,1,REGULAR,rebound,defensive,[],1630191,,,1610612765,11,11,2022-12-15T00:16:39Z,450000,False,,,0,,I. Stewart REBOUND (Off:0 Def:2),[1630191],28,1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Above the Break 3,24+ Center,,,,,,,,44.0,2.0,2.0,0.0,,,,,,,,,
08:33,46,PT08M33.00S,2022-12-15T00:16:43.9Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612765,11,11,2022-12-15T00:17:09Z,460000,False,,,0,,P. Washington shooting personal FOUL (1 PF) (Hayes 2 FT),"[1629023, 1630165]",25,1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,2714.0,1.0,0.0,Hayes,1630165.0,,,,,,,,,,,,,,,
08:33,48,PT08M33.00S,2022-12-15T00:17:12.8Z,1,REGULAR,freethrow,1 of 2,[],1630165,,,1610612765,11,12,2022-12-15T00:17:12Z,480000,False,,,0,,K. Hayes Free Throw 1 of 2 (5 PTS),[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,Made,5.0,,,,,,,,,,,,,
08:33,49,PT08M33.00S,2022-12-15T00:17:12.8Z,1,REGULAR,freethrow,2 of 2,[],1630165,,,1610612765,11,12,2022-12-15T00:17:34Z,490000,False,,,0,,MISS K. Hayes Free Throw 2 of 2,[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,,,,,,,,Missed,,,,,,,,,,,,,,
08:29,50,PT08M29.00S,2022-12-15T00:17:16.8Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,11,12,2022-12-15T00:17:34Z,500000,False,,,0,,J. Duren REBOUND (Off:2 Def:1),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,,,49.0,3.0,1.0,2.0,,,,,,,,,
08:29,51,PT08M29.00S,2022-12-15T00:17:32.2Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631105,8.492115637319317,46.81372549019608,1610612765,11,12,2022-12-15T00:17:39Z,510000,False,16.0,27.0,1,left,MISS J. Duren putback Layup - blocked,"[1631105, 1629023]",0,1610612765.0,DET,putback,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.16,,,,,Washington,1629023.0,,
08:29,52,PT08M29.00S,2022-12-15T00:17:32.2Z,1,REGULAR,block,,[],1629023,,,1610612765,11,12,2022-12-15T00:17:36Z,520000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],25,1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
08:29,53,PT08M29.00S,2022-12-15T00:17:32.2Z,1,REGULAR,rebound,offensive,[],1631105,,,1610612765,11,12,2022-12-15T00:17:39Z,530000,False,,,0,,J. Duren REBOUND (Off:3 Def:1),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,,,51.0,4.0,1.0,3.0,,,,,,,,,
08:29,54,PT08M29.00S,2022-12-15T00:17:38.3Z,1,REGULAR,foul,personal,['2freethrow'],1629023,,,1610612765,11,12,2022-12-15T00:17:49Z,540000,False,,,0,,P. Washington shooting personal FOUL (2 PF) (Duren 2 FT),"[1629023, 1631105]",25,1610612766.0,CHA,shooting,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,200832.0,2.0,0.0,Duren,1631105.0,,,,,,,,,,,,,,,
