shortFormattedClock,actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,jerseyNumber,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,shotResult,pointsTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,shotDistance,turnoverTotal,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
08:29,56,PT08M29.00S,2022-12-15T00:18:03.0Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631105,,,1610612765,11,13,2022-12-15T00:18:03Z,560000,False,,,0,,J. Duren Free Throw 1 of 2 (3 PTS),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Made,3.0,,,,,,,,,,,,,
08:29,57,PT08M29.00S,2022-12-15T00:18:06.2Z,1,REGULAR,substitution,out,[],1629023,,,1610612765,11,13,2022-12-15T00:18:13Z,570000,False,,,0,,SUB out: P. Washington,[1629023],25,1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
08:29,58,PT08M29.00S,2022-12-15T00:18:06.2Z,1,REGULAR,substitution,in,[],1629667,,,1610612765,11,13,2022-12-15T00:18:13Z,580000,False,,,0,,SUB in: J. McDaniels,[1629667],6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,,,,,,,,,,,,,,,,,,,,,,
08:29,59,PT08M29.00S,2022-12-15T00:18:32.8Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631105,,,1610612765,11,14,2022-12-15T00:18:32Z,590000,False,,,0,,J. Duren Free Throw 2 of 2 (4 PTS),[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,,,,,,,,Made,4.0,,,,,,,,,,,,,
08:15,60,PT08M15.00S,2022-12-15T00:18:47.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,91.40932982917214,65.19607843137256,1610612766,11,14,2022-12-15T00:18:51Z,600000,False,76.0,28.0,1,right,MISS T. Rozier 8' turnaround fadeaway Shot,[1626179],3,1610612766.0,CHA,turnaround fadeaway,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Right,,,,,,Missed,,,,,,8.11,,,,,,,,
08:12,61,PT08M12.00S,2022-12-15T00:18:50.2Z,1,REGULAR,rebound,offensive,[],203486,,,1610612766,11,14,2022-12-15T00:18:51Z,610000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:0),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),8-16 Right,,,,,,,,60.0,2.0,0.0,2.0,,,,,,,,,
08:12,62,PT08M12.00S,2022-12-15T00:18:50.6Z,1,REGULAR,2pt,Layup,"['2ndchance', 'pointsinthepaint']",203486,94.40999984741211,50.0,1610612766,13,14,2022-12-15T00:19:39Z,620000,False,0.0,0.0,1,right,M. Plumlee tip Layup (4 PTS),[203486],24,1610612766.0,CHA,tip,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,Made,4.0,,,,,0.0,,,,,,,,
07:54,64,PT07M54.00S,2022-12-15T00:19:24.8Z,1,REGULAR,2pt,Hook,['pointsinthepaint'],1631105,8.360709592641262,52.20588235294118,1610612765,13,14,2022-12-15T00:20:06Z,640000,False,-11.0,26.0,1,left,MISS J. Duren Hook,[1631105],0,1610612765.0,DET,,,,Duren,J. Duren,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,2.83,,,,,,,,
07:52,65,PT07M52.00S,2022-12-15T00:19:26.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,13,14,2022-12-15T00:19:26Z,650000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:1),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,,64.0,3.0,1.0,2.0,,,,,,,,,
07:41,66,PT07M41.00S,2022-12-15T00:19:41.4Z,1,REGULAR,foul,personal,[],1631093,,,1610612766,13,14,2022-12-15T00:20:19Z,660000,False,,,0,,J. Ivey personal FOUL (1 PF),"[1631093, 203486]",23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,In The Paint (Non-RA),0-8 Center,200832.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,,,,,,,
07:34,68,PT07M34.00S,2022-12-15T00:20:08.3Z,1,REGULAR,2pt,Jump Shot,[],1626162,83.919185282523,22.794117647058822,1610612766,15,14,2022-12-15T00:21:26Z,680000,False,-136.0,99.0,1,right,K. Oubre Jr. 16' pullup Jump Shot (3 PTS),[1626162],12,1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Left,,,,,,Made,3.0,,,,,16.8,,,,,,,,
07:15,70,PT07M15.00S,2022-12-15T00:20:27.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630191,11.251642575558476,49.754901960784316,1610612765,15,14,2022-12-15T00:20:32Z,700000,False,1.0,53.0,1,left,MISS I. Stewart pullup Shot,[1630191],28,1610612765.0,DET,pullup,,,Stewart,I. Stewart,,,,,In The Paint (Non-RA),0-8 Center,,,,,,Missed,,,,,,5.33,,,,,,,,
07:13,71,PT07M13.00S,2022-12-15T00:20:29.4Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,15,14,2022-12-15T00:20:32Z,710000,False,,,0,,M. Plumlee REBOUND (Off:2 Def:2),[203486],24,1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,70.0,4.0,2.0,2.0,,,,,,,,,
07:06,72,PT07M06.00S,2022-12-15T00:20:36.5Z,1,REGULAR,3pt,Jump Shot,[],1630163,69.99014454664915,81.37254901960785,1610612766,15,14,2022-12-15T00:20:40Z,720000,False,157.0,230.0,1,right,MISS L. Ball 27' step back 3PT,[1630163],1,1610612766.0,CHA,step back,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,,,,,,Missed,,,,,,27.81,,,,,,,,
07:02,73,PT07M02.00S,2022-12-15T00:20:40.5Z,1,REGULAR,rebound,defensive,[],202711,,,1610612765,15,14,2022-12-15T00:20:40Z,730000,False,,,0,,B. Bogdanovic REBOUND (Off:0 Def:1),[202711],44,1610612765.0,DET,,,,Bogdanovic,B. Bogdanovic,,,,,Above the Break 3,24+ Right Center,,,,,,,,72.0,1.0,1.0,0.0,,,,,,,,,
06:54,74,PT06M54.00S,2022-12-15T00:20:47.7Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],202711,9.017739816031538,48.28431372549019,1610612765,15,14,2022-12-15T00:22:04Z,740000,False,9.0,32.0,1,left,MISS B. Bogdanovic driving Layup - blocked,"[202711, 1629667]",44,1610612765.0,DET,driving,,,Bogdanovic,B. Bogdanovic,,,,,Restricted Area,0-8 Center,,,,,,Missed,,,,,,3.34,,,,,McDaniels,1629667.0,,
06:54,75,PT06M54.00S,2022-12-15T00:20:47.7Z,1,REGULAR,block,,[],1629667,,,1610612765,15,14,2022-12-15T00:20:50Z,750000,False,,,0,,J. McDaniels BLOCK (1 BLK),[1629667],6,1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
06:50,76,PT06M50.00S,2022-12-15T00:20:51.7Z,1,REGULAR,rebound,offensive,[],1630165,,,1610612765,15,14,2022-12-15T00:20:51Z,760000,False,,,0,,K. Hayes REBOUND (Off:1 Def:1),[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Restricted Area,0-8 Center,,,,,,,,74.0,2.0,1.0,1.0,,,,,,,,,
06:49,77,PT06M49.00S,2022-12-15T00:20:53.2Z,1,REGULAR,turnover,bad pass,[],1630191,,,1610612765,15,14,2022-12-15T00:20:58Z,770000,False,,,0,,I. Stewart bad pass TURNOVER (1 TO),"[1630191, 1626162]",28,1610612765.0,DET,,,,Stewart,I. Stewart,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,1.0,,,,,,Oubre Jr.,1626162.0
06:49,78,PT06M49.00S,2022-12-15T00:20:53.2Z,1,REGULAR,steal,,[],1626162,,,1610612766,15,14,2022-12-15T00:20:55Z,780000,False,,,0,,K. Oubre Jr. STEAL (1 STL),[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
06:43,79,PT06M43.00S,2022-12-15T00:20:58.2Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1626162,66.83639947437582,56.61764705882353,1610612766,15,14,2022-12-15T00:21:04Z,790000,False,33.0,259.0,1,right,MISS K. Oubre Jr. 26' pullup 3PT,[1626162],12,1610612766.0,CHA,pullup,,,Oubre Jr.,K. Oubre Jr.,,,,,Above the Break 3,24+ Center,,,,,,Missed,,,,,,26.13,,,,,,,,
06:41,80,PT06M41.00S,2022-12-15T00:21:00.2Z,1,REGULAR,rebound,defensive,[],1631093,,,1610612765,15,14,2022-12-15T00:21:06Z,800000,False,,,0,,J. Ivey REBOUND (Off:0 Def:1),[1631093],23,1610612765.0,DET,,,,Ivey,J. Ivey,,,,,Above the Break 3,24+ Center,,,,,,,,79.0,1.0,1.0,0.0,,,,,,,,,
06:31,81,PT06M31.00S,2022-12-15T00:21:10.7Z,1,REGULAR,3pt,Jump Shot,[],1630165,9.806176084099869,4.6568627450980395,1610612765,15,14,2022-12-15T00:21:14Z,810000,False,227.0,40.0,1,left,MISS K. Hayes 3PT,[1630165],7,1610612765.0,DET,,,,Hayes,K. Hayes,,,,,Right Corner 3,24+ Right,,,,,,Missed,,,,,,23.01,,,,,,,,
06:28,82,PT06M28.00S,2022-12-15T00:21:13.4Z,1,REGULAR,rebound,defensive,[],1626162,,,1610612766,15,14,2022-12-15T00:21:13Z,820000,False,,,0,,K. Oubre Jr. REBOUND (Off:0 Def:1),[1626162],12,1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,Right Corner 3,24+ Right,,,,,,,,81.0,1.0,1.0,0.0,,,,,,,,,
