actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2022-12-30T00:10:21.1Z,1,REGULAR,period,start,[],0,,,0,0,0,2022-12-30T00:10:21Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M57.00S,2022-12-30T00:10:23.7Z,1,REGULAR,jumpball,recovered,[],1629023,,,1610612766,0,0,2022-12-30T00:10:23Z,40000,False,,,0,,Jump Ball M. Plumlee vs. J. Williams: Tip to P. Washington,"[1629023, 203486, 1631119]",1610612766.0,CHA,startperiod,P. Washington,1629023.0,Washington,P. Washington,Plumlee,203486.0,Williams,1631119.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M45.00S,2022-12-30T00:10:35.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.46057818659659,50.49019607843137,1610612766,2,0,2022-12-30T00:10:39Z,70000,False,2.0,18.0,1,right,M. Plumlee cutting Layup (2 PTS) (L. Ball 1 AST),"[203486, 1630163]",1610612766.0,CHA,cutting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.86,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
9,PT11M31.00S,2022-12-30T00:10:52.5Z,1,REGULAR,foul,offensive,[],1631119,,,1610612760,2,0,2022-12-30T00:11:15Z,90000,False,,,0,,J. Williams offensive FOUL (1 PF),"[1631119, 203486]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,101283.0,1.0,0.0,Plumlee,203486.0,,,,,,,,,
11,PT11M31.00S,2022-12-30T00:10:52.5Z,1,REGULAR,turnover,offensive foul,[],1631119,,,1610612760,2,0,2022-12-30T00:10:52Z,110000,False,,,0,,J. Williams offensive foul TURNOVER (1 TO),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,101283.0,,,,,1.0,,,,,,,,
12,PT11M14.00S,2022-12-30T00:11:18.0Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1630163,64.86530880420499,25.735294117647058,1610612766,5,0,2022-12-30T00:11:23Z,120000,False,-121.0,278.0,1,right,L. Ball 30' 3PT  (3 PTS) (G. Hayward 1 AST),"[1630163, 202330]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,30.31,Made,3.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,
14,PT10M52.00S,2022-12-30T00:11:40.3Z,1,REGULAR,3pt,Jump Shot,[],1631119,22.421156373193167,90.44117647058823,1610612760,5,0,2022-12-30T00:11:44Z,140000,False,-202.0,158.0,1,left,MISS J. Williams 25' 3PT,[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,25.68,Missed,,,,,,,,,,,,,,,,,,
15,PT10M49.00S,2022-12-30T00:11:42.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,5,0,2022-12-30T00:11:42Z,150000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,14.0,1.0,1.0,0.0,,,,
16,PT10M44.00S,2022-12-30T00:11:47.5Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1629023,93.11760840998686,50.73529411764706,1610612766,7,0,2022-12-30T00:11:53Z,160000,False,4.0,12.0,1,right,P. Washington alley-oop DUNK (2 PTS) (T. Rozier 1 AST),"[1629023, 1626179]",1610612766.0,CHA,alley-oop,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,1.27,Made,2.0,T. Rozier,1626179.0,1.0,,,,,,,,,,,,,,
18,PT10M34.00S,2022-12-30T00:11:57.8Z,1,REGULAR,2pt,Jump Shot,[],1628983,17.427726675427067,66.17647058823529,1610612760,7,0,2022-12-30T00:12:01Z,180000,False,-81.0,111.0,1,left,MISS S. Gilgeous-Alexander 13' pullup Shot,[1628983],1610612760.0,OKC,pullup,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Mid-Range,8-16 Left,13.76,Missed,,,,,,,,,,,,,,,,,,
19,PT10M32.00S,2022-12-30T00:11:59.8Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,7,0,2022-12-30T00:12:01Z,190000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,18.0,1.0,1.0,0.0,,,,
20,PT10M19.00S,2022-12-30T00:12:12.3Z,1,REGULAR,3pt,Jump Shot,[],202330,82.86793692509855,96.32352941176471,1610612766,7,0,2022-12-30T00:12:15Z,200000,False,232.0,109.0,1,right,MISS G. Hayward 25' 3PT,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,25.58,Missed,,,,,,,,,,,,,,,,,,
21,PT10M17.00S,2022-12-30T00:12:14.3Z,1,REGULAR,rebound,defensive,[],1631119,,,1610612760,7,0,2022-12-30T00:12:15Z,210000,False,,,0,,J. Williams REBOUND (Off:0 Def:1),[1631119],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,20.0,1.0,1.0,0.0,,,,
22,PT10M13.00S,2022-12-30T00:12:25.4Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612760,7,0,2022-12-30T00:12:41Z,220000,False,,,0,,M. Plumlee shooting personal FOUL (1 PF) (Williams 2 FT),"[203486, 1631114]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,101284.0,1.0,0.0,Williams,1631114.0,,,,,,,,,
24,PT10M13.00S,2022-12-30T00:12:46.1Z,1,REGULAR,freethrow,1 of 2,[],1631114,,,1610612760,7,1,2022-12-30T00:12:46Z,240000,False,,,0,,J. Williams Free Throw 1 of 2 (1 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
25,PT10M13.00S,2022-12-30T00:12:59.7Z,1,REGULAR,freethrow,2 of 2,[],1631114,,,1610612760,7,2,2022-12-30T00:12:59Z,250000,False,,,0,,J. Williams Free Throw 2 of 2 (2 PTS),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
26,PT10M03.00S,2022-12-30T00:13:11.4Z,1,REGULAR,3pt,Jump Shot,[],1626179,75.3777923784494,13.480392156862745,1610612766,7,2,2022-12-30T00:13:15Z,260000,False,-183.0,179.0,1,right,MISS T. Rozier 25' 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Above the Break 3,24+ Left Center,25.56,Missed,,,,,,,,,,,,,,,,,,
27,PT10M00.00S,2022-12-30T00:13:13.8Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612760,7,2,2022-12-30T00:13:13Z,270000,False,,,0,,J. Giddey REBOUND (Off:0 Def:1),[1630581],1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,26.0,1.0,1.0,0.0,,,,
28,PT09M52.00S,2022-12-30T00:13:21.7Z,1,REGULAR,2pt,Jump Shot,[],1630581,12.697109067017081,30.88235294117647,1610612760,7,4,2022-12-30T00:13:26Z,280000,False,96.0,67.0,1,left,J. Giddey 11' pullup Jump Shot (2 PTS),[1630581],1610612760.0,OKC,pullup,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,11.67,Made,2.0,,,,,,,,,,,,,,,,,
29,PT09M29.00S,2022-12-30T00:13:44.1Z,1,REGULAR,3pt,Jump Shot,[],1626179,92.19776609724047,2.696078431372549,1610612766,7,4,2022-12-30T00:13:55Z,290000,False,-237.0,21.0,1,right,MISS T. Rozier 3PT,[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,23.74,Missed,,,,,,,,,,,,,,,,,,
30,PT09M29.00S,2022-12-30T00:13:54.8Z,1,REGULAR,rebound,offensive,[],1626179,,,1610612766,7,4,2022-12-30T00:13:54Z,300000,False,,,0,,T. Rozier REBOUND (Off:1 Def:0),[1626179],1610612766.0,CHA,,,,Rozier,T. Rozier,,,,,Left Corner 3,24+ Left,,,,,,,,,,,,,29.0,1.0,0.0,1.0,,,,
31,PT09M29.00S,2022-12-30T00:13:57.4Z,1,REGULAR,foul,personal,[],1631114,,,1610612766,7,4,2022-12-30T00:14:04Z,310000,False,,,0,,J. Williams personal FOUL (1 PF),"[1631114, 1626179]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Left Corner 3,24+ Left,,,,,,,101283.0,1.0,0.0,Rozier,1626179.0,,,,,,,,,
33,PT09M18.00S,2022-12-30T00:14:13.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', '2ndchance']",1630163,83.39356110381078,42.64705882352941,1610612766,9,4,2022-12-30T00:14:17Z,330000,False,-37.0,104.0,1,right,L. Ball 10' pullup Jump Shot (5 PTS) (P. Washington 1 AST),"[1630163, 1629023]",1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,10.99,Made,5.0,P. Washington,1629023.0,1.0,,,,,,,,,,,,,,
35,PT09M02.00S,2022-12-30T00:14:28.8Z,1,REGULAR,3pt,Jump Shot,[],1631114,30.56833114323259,73.0392156862745,1610612760,9,7,2022-12-30T00:14:34Z,350000,False,-115.0,235.0,1,left,J. Williams 26' 3PT  (5 PTS) (S. Gilgeous-Alexander 1 AST),"[1631114, 1628983]",1610612760.0,OKC,,,,Williams,J. Williams,,,,,Above the Break 3,24+ Left Center,26.15,Made,5.0,S. Gilgeous-Alexander,1628983.0,1.0,,,,,,,,,,,,,,
37,PT08M49.00S,2022-12-30T00:14:42.9Z,1,REGULAR,3pt,Jump Shot,[],1630163,74.72076215505913,89.95098039215686,1610612766,12,7,2022-12-30T00:14:46Z,370000,False,200.0,185.0,1,right,L. Ball 27' 3PT pullup (8 PTS),[1630163],1610612766.0,CHA,pullup,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,27.24,Made,8.0,,,,,,,,,,,,,,,,,
38,PT08M30.00S,2022-12-30T00:15:03.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631119,8.623521681997373,49.01960784313725,1610612760,12,7,2022-12-30T00:15:08Z,380000,False,5.0,29.0,1,left,MISS J. Williams driving Layup - blocked,"[1631119, 1629023]",1610612760.0,OKC,driving,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,2.9,Missed,,,,,,,,,,,,,,,Washington,1629023.0,,
