actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,blockPlayerName,blockPersonId,stealPlayerName,stealPersonId
39,PT08M30.00S,2022-12-30T00:15:03.3Z,1,REGULAR,block,,[],1629023,,,1610612760,12,7,2022-12-30T00:18:32Z,390000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
40,PT08M30.00S,2022-12-30T00:15:03.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,12,7,2022-12-30T00:15:08Z,400000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,38.0,,,,,,,
42,PT08M28.00S,2022-12-30T00:15:19.8Z,1,REGULAR,turnover,bad pass,[],1630581,,,1610612760,12,7,2022-12-30T00:15:26Z,420000,False,,,0,,J. Giddey bad pass TURNOVER (1 TO),"[1630581, 202330]",1610612760.0,OKC,,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Hayward,202330.0
43,PT08M28.00S,2022-12-30T00:15:19.8Z,1,REGULAR,steal,,[],202330,,,1610612766,12,7,2022-12-30T00:15:21Z,430000,False,,,0,,G. Hayward STEAL (1 STL),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
44,PT08M21.00S,2022-12-30T00:15:26.8Z,1,REGULAR,turnover,bad pass,[],203486,,,1610612766,12,7,2022-12-30T00:15:32Z,440000,False,,,0,,M. Plumlee bad pass TURNOVER (1 TO),"[203486, 1629652]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Dort,1629652.0
45,PT08M21.00S,2022-12-30T00:15:26.8Z,1,REGULAR,steal,,[],1629652,,,1610612760,12,7,2022-12-30T00:15:29Z,450000,False,,,0,,L. Dort STEAL (1 STL),[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
46,PT08M18.00S,2022-12-30T00:15:30.1Z,1,REGULAR,turnover,lost ball,[],1629652,,,1610612760,12,7,2022-12-30T00:15:35Z,460000,False,,,0,,L. Dort lost ball TURNOVER (1 TO),"[1629652, 1629023]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,1.0,,,,,,,Washington,1629023.0
47,PT08M18.00S,2022-12-30T00:15:30.1Z,1,REGULAR,steal,,[],1629023,,,1610612766,12,7,2022-12-30T00:15:32Z,470000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Mid-Range,16-24 Center,,,,,,,,,,,,,,,,,,,,
48,PT08M10.00S,2022-12-30T00:15:40.5Z,1,REGULAR,turnover,out-of-bounds,[],202330,,,1610612766,12,7,2022-12-30T00:15:46Z,480000,False,,,0,,G. Hayward step out-of-bounds TURNOVER (1 TO),[202330],1610612766.0,CHA,step,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Right Center,,,,,,,101284.0,,,,,1.0,,,,,,,,
49,PT07M57.00S,2022-12-30T00:15:59.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629652,6.1268068331143235,46.32352941176471,1610612760,12,9,2022-12-30T00:16:02Z,490000,False,18.0,5.0,1,left,L. Dort driving Layup (2 PTS),[1629652],1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,1.91,Made,2.0,,,,,,,,,,,,,,,,,
50,PT07M40.00S,2022-12-30T00:16:16.2Z,1,REGULAR,turnover,lost ball,[],1629023,,,1610612766,12,9,2022-12-30T00:16:21Z,500000,False,,,0,,P. Washington lost ball TURNOVER (1 TO),"[1629023, 1628983]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,1.0,,,,,,,Gilgeous-Alexander,1628983.0
51,PT07M40.00S,2022-12-30T00:16:16.2Z,1,REGULAR,steal,,[],1628983,,,1610612760,12,9,2022-12-30T00:20:42Z,510000,False,,,0,,S. Gilgeous-Alexander STEAL (1 STL),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
52,PT07M31.00S,2022-12-30T00:16:25.9Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1630581,14.536793692509855,49.50980392156863,1610612760,12,9,2022-12-30T00:16:29Z,520000,False,2.0,84.0,1,left,MISS J. Giddey 8' driving floating Shot,[1630581],1610612760.0,OKC,driving floating,,,Giddey,J. Giddey,,,,,In The Paint (Non-RA),8-16 Center,8.41,Missed,,,,,,,,,,,,,,,,,,
53,PT07M28.00S,2022-12-30T00:16:28.9Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,12,9,2022-12-30T00:16:29Z,530000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,52.0,2.0,2.0,0.0,,,,
54,PT07M27.00S,2022-12-30T00:16:32.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202330,93.64323258869908,50.49019607843137,1610612766,14,9,2022-12-30T00:16:38Z,540000,False,2.0,7.0,1,right,G. Hayward running Layup (2 PTS) (L. Ball 2 AST),"[202330, 1630163]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,0.77,Made,2.0,L. Ball,1630163.0,2.0,,,,,,,,,,,,,,
56,PT07M27.00S,2022-12-30T00:16:57.7Z,1,REGULAR,foul,personal,['1freethrow'],1631114,,,1610612766,14,9,2022-12-30T00:17:05Z,560000,False,,,0,,J. Williams shooting personal FOUL (2 PF) (Hayward 1 FT),"[1631114, 202330]",1610612760.0,OKC,shooting,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,2.0,0.0,Hayward,202330.0,,,,,,,,,
58,PT07M27.00S,2022-12-30T00:17:06.6Z,1,REGULAR,freethrow,1 of 1,['fastbreak'],202330,,,1610612766,15,9,2022-12-30T00:17:06Z,580000,False,,,0,,G. Hayward Free Throw 1 of 1 (3 PTS),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,Made,3.0,,,,,,,,,,,,,,,,,
59,PT07M17.00S,2022-12-30T00:17:12.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629652,7.966491458607096,55.14705882352941,1610612760,15,9,2022-12-30T00:17:18Z,590000,False,-26.0,22.0,1,left,MISS L. Dort driving Layup - blocked,"[1629652, 1630163]",1610612760.0,OKC,driving,,,Dort,L. Dort,,,,,Restricted Area,0-8 Center,3.41,Missed,,,,,,,,,,,,,,,Ball,1630163.0,,
60,PT07M17.00S,2022-12-30T00:17:12.3Z,1,REGULAR,block,,[],1630163,,,1610612760,15,9,2022-12-30T00:17:16Z,600000,False,,,0,,L. Ball BLOCK (1 BLK),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
61,PT07M17.00S,2022-12-30T00:17:12.3Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612760,15,9,2022-12-30T00:17:18Z,610000,False,,,0,,TEAM offensive REBOUND,[],1610612760.0,OKC,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,59.0,,,,,,,
63,PT07M12.00S,2022-12-30T00:17:29.4Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1629652,9.017739816031538,4.166666666666666,1610612760,15,12,2022-12-30T00:17:35Z,630000,False,229.0,32.0,1,left,L. Dort 3PT  (5 PTS) (J. Giddey 1 AST),"[1629652, 1630581]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.15,Made,5.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
65,PT06M52.00S,2022-12-30T00:17:49.6Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630163,93.11760840998686,55.392156862745104,1610612766,17,12,2022-12-30T00:17:54Z,650000,False,27.0,12.0,1,right,L. Ball driving bank Jump Shot (10 PTS),[1630163],1610612766.0,CHA,driving bank,,,Ball,L. Ball,,,,,Restricted Area,0-8 Center,2.96,Made,10.0,,,,,,,,,,,,,,,,,
67,PT06M36.00S,2022-12-30T00:18:05.4Z,1,REGULAR,3pt,Jump Shot,[],1629652,8.09789750328515,3.6764705882352944,1610612760,17,12,2022-12-30T00:18:09Z,670000,False,232.0,24.0,1,left,MISS L. Dort 3PT,[1629652],1610612760.0,OKC,,,,Dort,L. Dort,,,,,Right Corner 3,24+ Right,23.28,Missed,,,,,,,,,,,,,,,,,,
68,PT06M33.00S,2022-12-30T00:18:08.4Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,17,12,2022-12-30T00:18:09Z,680000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:2),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Right Corner 3,24+ Right,,,,,,,,,,,,,67.0,2.0,2.0,0.0,,,,
70,PT06M27.00S,2022-12-30T00:18:22.5Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612766,17,12,2022-12-30T00:18:22Z,700000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
71,PT06M18.00S,2022-12-30T00:21:28.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,92.9862023653088,50.0,1610612766,19,12,2022-12-30T00:21:31Z,710000,False,0.0,13.0,1,right,M. Plumlee Layup (4 PTS) (G. Hayward 2 AST),"[203486, 202330]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.34,Made,4.0,G. Hayward,202330.0,2.0,,,,,,,,,,,,,,
73,PT06M05.00S,2022-12-30T00:21:43.3Z,1,REGULAR,foul,personal,['2freethrow'],203486,,,1610612760,19,12,2022-12-30T00:21:54Z,730000,False,,,0,,M. Plumlee shooting personal FOUL (2 PF) (Gilgeous-Alexander 2 FT),"[203486, 1628983]",1610612766.0,CHA,shooting,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,,,,,,,101283.0,2.0,0.0,Gilgeous-Alexander,1628983.0,,,,,,,,,
75,PT06M05.00S,2022-12-30T00:22:04.2Z,1,REGULAR,freethrow,1 of 2,[],1628983,,,1610612760,19,13,2022-12-30T00:22:04Z,750000,False,,,0,,S. Gilgeous-Alexander Free Throw 1 of 2 (1 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
76,PT06M05.00S,2022-12-30T00:22:07.3Z,1,REGULAR,substitution,out,[],202330,,,1610612760,19,13,2022-12-30T00:22:11Z,760000,False,,,0,,SUB out: G. Hayward,[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M05.00S,2022-12-30T00:22:07.3Z,1,REGULAR,substitution,in,[],1626162,,,1610612760,19,13,2022-12-30T00:22:11Z,770000,False,,,0,,SUB in: K. Oubre Jr.,[1626162],1610612766.0,CHA,,,,Oubre Jr.,K. Oubre Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M05.00S,2022-12-30T00:22:19.8Z,1,REGULAR,freethrow,2 of 2,[],1628983,,,1610612760,19,14,2022-12-30T00:22:19Z,780000,False,,,0,,S. Gilgeous-Alexander Free Throw 2 of 2 (2 PTS),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
79,PT05M46.00S,2022-12-30T00:22:40.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],203486,92.59198423127464,50.49019607843137,1610612766,21,14,2022-12-30T00:22:44Z,790000,False,2.0,17.0,1,right,M. Plumlee DUNK (6 PTS) (T. Rozier 2 AST),"[203486, 1626179]",1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.73,Made,6.0,T. Rozier,1626179.0,2.0,,,,,,,,,,,,,,
81,PT05M31.00S,2022-12-30T00:22:54.8Z,1,REGULAR,3pt,Jump Shot,[],1629652,6.258212877792378,97.54901960784314,1610612760,21,17,2022-12-30T00:22:59Z,810000,False,-238.0,6.0,1,left,L. Dort 3PT  (8 PTS) (S. Gilgeous-Alexander 2 AST),"[1629652, 1628983]",1610612760.0,OKC,,,,Dort,L. Dort,,,,,Left Corner 3,24+ Left,23.78,Made,8.0,S. Gilgeous-Alexander,1628983.0,2.0,,,,,,,,,,,,,,
83,PT05M12.00S,2022-12-30T00:23:14.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203486,93.11760840998686,52.450980392156865,1610612766,23,17,2022-12-30T00:23:18Z,830000,False,12.0,12.0,1,right,M. Plumlee driving Layup (8 PTS),[203486],1610612766.0,CHA,driving,,,Plumlee,M. Plumlee,,,,,Restricted Area,0-8 Center,1.73,Made,8.0,,,,,,,,,,,,,,,,,
84,PT04M55.00S,2022-12-30T00:23:31.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630581,6.915243101182654,54.166666666666664,1610612760,23,17,2022-12-30T00:23:35Z,840000,False,-21.0,13.0,1,left,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.43,Missed,,,,,,,,,,,,,,,,,,
85,PT04M53.00S,2022-12-30T00:23:33.3Z,1,REGULAR,rebound,offensive,[],1631114,,,1610612760,23,17,2022-12-30T00:23:33Z,850000,False,,,0,,J. Williams REBOUND (Off:1 Def:0),[1631114],1610612760.0,OKC,,,,Williams,J. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,84.0,1.0,0.0,1.0,,,,
86,PT04M47.00S,2022-12-30T00:23:39.4Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630581,6.783837056504599,53.67647058823529,1610612760,23,17,2022-12-30T00:23:44Z,860000,False,-18.0,11.0,1,left,MISS J. Giddey driving Layup,[1630581],1610612760.0,OKC,driving,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,2.16,Missed,,,,,,,,,,,,,,,,,,
88,PT04M44.00S,2022-12-30T00:23:42.4Z,1,REGULAR,rebound,offensive,[],1628983,,,1610612760,23,17,2022-12-30T00:23:44Z,880000,False,,,0,,S. Gilgeous-Alexander REBOUND (Off:1 Def:0),[1628983],1610612760.0,OKC,,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,86.0,1.0,0.0,1.0,,,,
89,PT04M44.00S,2022-12-30T00:23:44.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1628983,7.703679369250986,53.18627450980392,1610612760,23,17,2022-12-30T00:23:54Z,890000,False,-16.0,20.0,1,left,MISS S. Gilgeous-Alexander driving Layup - blocked,"[1628983, 203486]",1610612760.0,OKC,driving,,,Gilgeous-Alexander,S. Gilgeous-Alexander,,,,,Restricted Area,0-8 Center,2.55,Missed,,,,,,,,,,,,,,,Plumlee,203486.0,,
