actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId
2,PT12M00.00S,2023-02-12T00:12:26.7Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-02-12T00:12:26Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M53.00S,2023-02-12T00:12:32.5Z,1,REGULAR,jumpball,recovered,[],1626179,,,1610612766,0,0,2023-02-12T00:12:32Z,40000,False,,,0,,Jump Ball M. Williams vs. N. Jokic: Tip to T. Rozier,"[1626179, 1631109, 203999]",1610612766.0,CHA,startperiod,T. Rozier,1626179.0,Rozier,T. Rozier,Williams,1631109.0,Jokic,203999.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M39.00S,2023-02-12T00:12:46.0Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1626179,83.65637319316689,65.44117647058823,1610612766,2,0,2023-02-12T00:13:04Z,70000,False,77.0,101.0,1,right,T. Rozier 12' floating Jump Shot (2 PTS) (L. Ball 1 AST),"[1626179, 1630163]",1610612766.0,CHA,floating,,,Rozier,T. Rozier,,,,,In The Paint (Non-RA),8-16 Right,12.72,Made,2.0,L. Ball,1630163.0,1.0,,,,,,,,,,,,,,
9,PT11M21.00S,2023-02-12T00:13:05.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],203999,11.383048620236531,49.01960784313725,1610612743,2,0,2023-02-12T00:13:11Z,90000,False,5.0,55.0,1,left,MISS N. Jokic pullup Shot,[203999],1610612743.0,DEN,pullup,,,Jokic,N. Jokic,,,,,In The Paint (Non-RA),0-8 Center,5.47,Missed,,,,,,,,,,,,,,,,,,
10,PT11M19.00S,2023-02-12T00:13:07.2Z,1,REGULAR,rebound,offensive,[],1629008,,,1610612743,2,0,2023-02-12T00:13:07Z,100000,False,,,0,,M. Porter Jr. REBOUND (Off:1 Def:0),[1629008],1610612743.0,DEN,,,,Porter Jr.,M. Porter Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,9.0,1.0,0.0,1.0,,,,,,,,,,
11,PT11M15.00S,2023-02-12T00:13:10.4Z,1,REGULAR,2pt,Jump Shot,['2ndchance'],1629008,25.837713534822605,45.83333333333333,1610612743,2,0,2023-02-12T00:13:13Z,110000,False,21.0,190.0,1,left,MISS M. Porter Jr. 19' pullup Shot,[1629008],1610612743.0,DEN,pullup,,,Porter Jr.,M. Porter Jr.,,,,,Mid-Range,16-24 Center,19.15,Missed,,,,,,,,,,,,,,,,,,
12,PT11M14.00S,2023-02-12T00:13:11.4Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,2,0,2023-02-12T00:13:13Z,120000,False,,,0,,L. Ball REBOUND (Off:0 Def:1),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,16-24 Center,,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,
13,PT11M04.00S,2023-02-12T00:13:21.2Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1631109,94.30026281208936,52.450980392156865,1610612766,4,0,2023-02-12T00:13:24Z,130000,False,12.0,1.0,1,right,M. Williams DUNK (2 PTS) (G. Hayward 1 AST),"[1631109, 202330]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,1.23,Made,2.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,
15,PT10M49.00S,2023-02-12T00:13:44.8Z,1,REGULAR,2pt,Jump Shot,[],203484,21.632720105124836,41.42156862745098,1610612743,4,0,2023-02-12T00:14:55Z,150000,False,43.0,151.0,1,left,MISS K. Caldwell-Pope 15' fadeaway Shot,[203484],1610612743.0,DEN,fadeaway,,,Caldwell-Pope,K. Caldwell-Pope,,,,,Mid-Range,8-16 Center,15.68,Missed,,,,,,,,,,,,,,,,,,
16,PT10M47.00S,2023-02-12T00:13:46.8Z,1,REGULAR,rebound,defensive,[],1630163,,,1610612766,4,0,2023-02-12T00:13:49Z,160000,False,,,0,,L. Ball REBOUND (Off:0 Def:2),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Mid-Range,8-16 Center,,,,,,,15.0,2.0,2.0,0.0,,,,,,,,,,
17,PT10M40.00S,2023-02-12T00:13:53.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,77.21747700394218,89.70588235294117,1610612766,7,0,2023-02-12T00:13:57Z,170000,False,199.0,162.0,1,right,L. Ball 25' 3PT  (3 PTS),[1630163],1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Right Center,25.6,Made,3.0,,,,,,,,,,,,,,,,,
18,PT10M31.00S,2023-02-12T00:14:06.1Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],203999,5.863994743758213,49.50980392156863,1610612743,7,0,2023-02-12T00:16:54Z,180000,False,2.0,3.0,1,left,MISS N. Jokic driving Layup,[203999],1610612743.0,DEN,driving,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,0.36,Missed,,,,,,,,,,,,,,,,,,
19,PT10M29.00S,2023-02-12T00:14:08.1Z,1,REGULAR,rebound,offensive,[],203999,,,1610612743,7,0,2023-02-12T00:16:54Z,190000,False,,,0,,N. Jokic REBOUND (Off:1 Def:0),[203999],1610612743.0,DEN,,,,Jokic,N. Jokic,,,,,Restricted Area,0-8 Center,,,,,,,18.0,1.0,0.0,1.0,,,,,,,,,,
