actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,turnoverTotal,stealPlayerName,stealPersonId,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,blockPlayerName,blockPersonId
2,PT12M00.00S,2023-01-05T00:10:42.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-01-05T00:10:42Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-01-05T00:10:47.3Z,1,REGULAR,jumpball,recovered,[],1629630,,,1610612763,0,0,2023-01-05T00:10:47Z,40000,False,,,0,,Jump Ball S. Adams vs. M. Plumlee: Tip to J. Morant,"[1629630, 203500, 203486]",1610612763.0,MEM,startperiod,J. Morant,1629630.0,Morant,J. Morant,Adams,203500.0,Plumlee,203486.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M42.00S,2023-01-05T00:10:59.9Z,1,REGULAR,turnover,bad pass,[],1630217,,,1610612763,0,0,2023-01-05T00:11:05Z,70000,False,,,0,,D. Bane bad pass TURNOVER (1 TO),"[1630217, 1629023]",1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,1.0,Washington,1629023.0,,,,,,,,,,,,,,,,,
8,PT11M42.00S,2023-01-05T00:10:59.9Z,1,REGULAR,steal,,[],1629023,,,1610612766,0,0,2023-01-05T00:11:59Z,80000,False,,,0,,P. Washington STEAL (1 STL),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,,,,,,,,
9,PT11M23.00S,2023-01-05T00:11:18.3Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1629667,26.363337713534822,82.84313725490196,1610612766,0,0,2023-01-05T00:11:22Z,90000,False,-164.0,195.0,1,left,MISS J. McDaniels 25' 3PT,[1629667],1610612766.0,CHA,,,,McDaniels,J. McDaniels,,,,,Above the Break 3,24+ Left Center,,,,25.52,Missed,,,,,,,,,,,,,,,
10,PT11M20.00S,2023-01-05T00:11:21.3Z,1,REGULAR,rebound,defensive,[],1630217,,,1610612763,0,0,2023-01-05T00:11:22Z,100000,False,,,0,,D. Bane REBOUND (Off:0 Def:1),[1630217],1610612763.0,MEM,,,,Bane,D. Bane,,,,,Above the Break 3,24+ Left Center,,,,,,9.0,1.0,1.0,0.0,,,,,,,,,,,
11,PT11M13.00S,2023-01-05T00:11:28.4Z,1,REGULAR,3pt,Jump Shot,[],1628415,69.59592641261499,26.47058823529412,1610612763,0,0,2023-01-05T00:11:34Z,110000,False,-118.0,233.0,1,right,MISS D. Brooks 26' 3PT,[1628415],1610612763.0,MEM,,,,Brooks,D. Brooks,,,,,Above the Break 3,24+ Left Center,,,,26.13,Missed,,,,,,,,,,,,,,,
12,PT11M09.00S,2023-01-05T00:11:32.4Z,1,REGULAR,rebound,defensive,[],203486,,,1610612766,0,0,2023-01-05T00:11:34Z,120000,False,,,0,,M. Plumlee REBOUND (Off:0 Def:1),[203486],1610612766.0,CHA,,,,Plumlee,M. Plumlee,,,,,Above the Break 3,24+ Left Center,,,,,,11.0,1.0,1.0,0.0,,,,,,,,,,,
13,PT10M56.00S,2023-01-05T00:11:45.6Z,1,REGULAR,3pt,Jump Shot,[],1630163,32.013797634691194,71.07843137254902,1610612766,3,0,2023-01-05T00:11:49Z,130000,False,-105.0,248.0,1,left,L. Ball 26' 3PT  (3 PTS) (P. Washington 1 AST),"[1630163, 1629023]",1610612766.0,CHA,,,,Ball,L. Ball,,,,,Above the Break 3,24+ Left Center,,,,26.98,Made,,,,,3.0,P. Washington,1629023.0,1.0,,,,,,,
15,PT10M46.00S,2023-01-05T00:11:59.5Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628415,92.59198423127464,44.11764705882353,1610612763,3,2,2023-01-05T00:12:35Z,150000,False,-29.0,17.0,1,right,D. Brooks driving Layup (2 PTS) (J. Morant 1 AST),"[1628415, 1629630]",1610612763.0,MEM,driving,,,Brooks,D. Brooks,,,,,Restricted Area,0-8 Center,,,,3.4,Made,,,,,2.0,J. Morant,1629630.0,1.0,,,,,,,
