actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,blockPlayerName,blockPersonId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,officialId,turnoverTotal,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,stealPlayerName,stealPersonId
2,PT12M00.00S,2023-04-02T17:10:08.6Z,1,REGULAR,period,start,[],0,,,0,0,0,2023-04-02T17:10:08Z,20000,False,,,0,,Period Start,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,PT11M54.00S,2023-04-02T17:10:13.5Z,1,REGULAR,jumpball,recovered,[],1630177,,,1610612766,0,0,2023-04-02T17:10:13Z,40000,False,,,0,,Jump Ball M. Williams vs. J. Poeltl: Tip to T. Maledon,"[1630177, 1631109, 1627751]",1610612766.0,CHA,startperiod,T. Maledon,1630177.0,Maledon,T. Maledon,Williams,1631109.0,Poeltl,1627751.0,,,,,,,,,,,,,,,,,,,,,,
7,PT11M47.00S,2023-04-02T17:10:20.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1631109,90.48948751642575,50.98039215686274,1610612766,0,0,2023-04-02T17:10:26Z,70000,False,5.0,37.0,1,right,MISS M. Williams cutting Layup - blocked,"[1631109, 1627751]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,3.72,Missed,Poeltl,1627751.0,,,,,,,,,,,,,,,,
8,PT11M47.00S,2023-04-02T17:10:20.9Z,1,REGULAR,block,,[],1627751,,,1610612766,0,0,2023-04-02T17:10:24Z,80000,False,,,0,,J. Poeltl BLOCK (1 BLK),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
9,PT11M43.00S,2023-04-02T17:10:24.9Z,1,REGULAR,rebound,defensive,[],1630567,,,1610612761,0,0,2023-04-02T17:10:44Z,90000,False,,,0,,S. Barnes REBOUND (Off:0 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,,,,,7.0,1.0,1.0,0.0,,,,,,,,,,,,
10,PT11M43.00S,2023-04-02T17:10:29.9Z,1,REGULAR,turnover,out-of-bounds,[],1630567,,,1610612761,0,0,2023-04-02T17:10:35Z,100000,False,,,0,,S. Barnes bad pass out-of-bounds TURNOVER (1 TO),[1630567],1610612761.0,TOR,bad pass,,,Barnes,S. Barnes,,,,,Mid-Range,8-16 Right,,,,,,,,,1146.0,1.0,,,,,,,,,,
11,PT11M30.00S,2023-04-02T17:10:46.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1630177,91.01511169513797,53.92156862745098,1610612766,0,0,2023-04-02T17:15:53Z,110000,False,20.0,32.0,1,right,MISS T. Maledon driving reverse Layup,[1630177],1610612766.0,CHA,driving reverse,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,3.75,Missed,,,,,,,,,,,,,,,,,,
12,PT11M26.00S,2023-04-02T17:10:50.1Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,0,0,2023-04-02T17:15:53Z,120000,False,,,0,,M. Williams REBOUND (Off:1 Def:0),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,11.0,1.0,0.0,1.0,,,,,,,,,,,,
13,PT11M26.00S,2023-04-02T17:10:49.8Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover', '2ndchance']",1631109,94.40999984741211,50.0,1610612766,2,0,2023-04-02T17:10:49Z,130000,False,0.0,0.0,1,right,M. Williams putback DUNK (2 PTS),[1631109],1610612766.0,CHA,putback,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,0.0,Made,,,,,,,,,2.0,,,,,,,,,
15,PT11M04.00S,2023-04-02T17:11:23.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627783,7.178055190538765,47.05882352941176,1610612761,2,2,2023-04-02T17:11:27Z,150000,False,15.0,15.0,1,left,P. Siakam cutting Layup (2 PTS) (F. VanVleet 1 AST),"[1627783, 1627832]",1610612761.0,TOR,cutting,,,Siakam,P. Siakam,,,,,Restricted Area,0-8 Center,2.1,Made,,,,,,,,,2.0,F. VanVleet,1627832.0,1.0,,,,,,
17,PT10M50.00S,2023-04-02T17:11:37.4Z,1,REGULAR,3pt,Jump Shot,[],1631121,71.56701708278581,22.30392156862745,1610612766,5,2,2023-04-02T17:11:42Z,170000,False,-138.0,215.0,1,right,B. McGowens 25' 3PT step back (3 PTS) (T. Maledon 1 AST),"[1631121, 1630177]",1610612766.0,CHA,step back,,,McGowens,B. McGowens,,,,,Above the Break 3,24+ Left Center,25.56,Made,,,,,,,,,3.0,T. Maledon,1630177.0,1.0,,,,,,
19,PT10M39.00S,2023-04-02T17:11:48.8Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1627751,7.966491458607096,49.26470588235294,1610612761,5,4,2023-04-02T17:17:34Z,190000,False,4.0,22.0,1,left,J. Poeltl cutting finger roll Layup (2 PTS) (F. VanVleet 2 AST),"[1627751, 1627832]",1610612761.0,TOR,cutting finger roll,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,2.27,Made,,,,,,,,,2.0,F. VanVleet,1627832.0,2.0,,,,,,
21,PT10M26.00S,2023-04-02T17:12:02.2Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,92.46057818659659,54.166666666666664,1610612766,5,4,2023-04-02T17:18:18Z,210000,False,21.0,18.0,1,right,MISS T. Maledon driving finger roll Layup,[1630177],1610612766.0,CHA,driving finger roll,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,2.78,Missed,,,,,,,,,,,,,,,,,,
22,PT10M24.00S,2023-04-02T17:12:04.2Z,1,REGULAR,rebound,defensive,[],1627751,,,1610612761,5,4,2023-04-02T17:12:06Z,220000,False,,,0,,J. Poeltl REBOUND (Off:0 Def:1),[1627751],1610612761.0,TOR,,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,21.0,1.0,1.0,0.0,,,,,,,,,,,,
23,PT10M05.00S,2023-04-02T17:12:23.3Z,1,REGULAR,2pt,Jump Shot,[],1627751,9.806176084099869,27.941176470588236,1610612761,5,4,2023-04-02T17:19:23Z,230000,False,110.0,40.0,1,left,MISS J. Poeltl 11' turnaround Shot,[1627751],1610612761.0,TOR,turnaround,,,Poeltl,J. Poeltl,,,,,Mid-Range,8-16 Right,11.72,Missed,,,,,,,,,,,,,,,,,,
24,PT10M03.00S,2023-04-02T17:12:25.3Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,5,4,2023-04-02T17:12:26Z,240000,False,,,0,,M. Williams REBOUND (Off:1 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Right,,,,,23.0,2.0,1.0,1.0,,,,,,,,,,,,
25,PT09M55.00S,2023-04-02T17:12:32.9Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1629004,92.59198423127464,46.81372549019608,1610612766,5,4,2023-04-02T17:20:01Z,250000,False,-16.0,17.0,1,right,MISS S. Mykhailiuk driving finger roll Layup,[1629004],1610612766.0,CHA,driving finger roll,,,Mykhailiuk,S. Mykhailiuk,,,,,Restricted Area,0-8 Center,2.33,Missed,,,,,,,,,,,,,,,,,,
26,PT09M51.00S,2023-04-02T17:12:36.9Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,5,4,2023-04-02T17:20:01Z,260000,False,,,0,,M. Williams REBOUND (Off:2 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,25.0,3.0,1.0,2.0,,,,,,,,,,,,
27,PT09M51.00S,2023-04-02T17:12:36.5Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,94.40999984741211,50.0,1610612766,5,4,2023-04-02T17:12:36Z,270000,False,0.0,0.0,1,right,MISS M. Williams tip Layup,[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
28,PT09M49.00S,2023-04-02T17:12:38.1Z,1,REGULAR,rebound,offensive,[],1631109,,,1610612766,5,4,2023-04-02T17:12:38Z,280000,False,,,0,,M. Williams REBOUND (Off:3 Def:1),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,,,,,27.0,4.0,1.0,3.0,,,,,,,,,,,,
29,PT09M49.00S,2023-04-02T17:12:38.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1631109,94.40999984741211,50.0,1610612766,5,4,2023-04-02T17:12:38Z,290000,False,0.0,0.0,1,right,MISS M. Williams tip Layup,[1631109],1610612766.0,CHA,tip,,,Williams,M. Williams,,,,,Mid-Range,8-16 Left,0.0,Missed,,,,,,,,,,,,,,,,,,
30,PT09M49.00S,2023-04-02T17:12:38.9Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612761,5,4,2023-04-02T17:12:38Z,300000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:1),[1628384],1610612761.0,TOR,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Left,,,,,29.0,1.0,1.0,0.0,,,,,,,,,,,,
31,PT09M43.00S,2023-04-02T17:12:44.7Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1630567,17.821944809461236,45.34313725490196,1610612761,5,4,2023-04-02T17:12:50Z,310000,False,23.0,115.0,1,left,MISS S. Barnes 11' fadeaway Shot,[1630567],1610612761.0,TOR,fadeaway,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,11.73,Missed,,,,,,,,,,,,,,,,,,
32,PT09M41.00S,2023-04-02T17:12:46.6Z,1,REGULAR,rebound,offensive,[],1630567,,,1610612761,5,4,2023-04-02T17:12:46Z,320000,False,,,0,,S. Barnes REBOUND (Off:1 Def:1),[1630567],1610612761.0,TOR,,,,Barnes,S. Barnes,,,,,In The Paint (Non-RA),8-16 Center,,,,,31.0,2.0,1.0,1.0,,,,,,,,,,,,
33,PT09M40.00S,2023-04-02T17:12:47.8Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', '2ndchance']",1630567,7.178055190538765,51.225490196078425,1610612761,5,4,2023-04-02T17:25:58Z,330000,False,-6.0,15.0,1,left,MISS S. Barnes putback Layup,[1630567],1610612761.0,TOR,putback,,,Barnes,S. Barnes,,,,,Restricted Area,0-8 Center,1.62,Missed,,,,,,,,,,,,,,,,,,
34,PT09M37.00S,2023-04-02T17:12:50.8Z,1,REGULAR,rebound,defensive,[],1631109,,,1610612766,5,4,2023-04-02T17:25:58Z,340000,False,,,0,,M. Williams REBOUND (Off:3 Def:2),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,33.0,5.0,2.0,3.0,,,,,,,,,,,,
35,PT09M36.00S,2023-04-02T17:12:54.7Z,1,REGULAR,turnover,out-of-bounds,[],1631121,,,1610612766,5,4,2023-04-02T17:12:59Z,350000,False,,,0,,B. McGowens bad pass out-of-bounds TURNOVER (1 TO),[1631121],1610612766.0,CHA,bad pass,,,McGowens,B. McGowens,,,,,Left Corner 3,24+ Left,,,,,,,,,203592.0,1.0,,,,,,,,,,
36,PT09M24.00S,2023-04-02T17:13:13.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1628384,5.732588699080158,51.71568627450981,1610612761,5,6,2023-04-02T17:13:18Z,360000,False,-9.0,1.0,1,left,O. Anunoby alley-oop DUNK (2 PTS) (J. Poeltl 1 AST),"[1628384, 1627751]",1610612761.0,TOR,alley-oop,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,0.87,Made,,,,,,,,,2.0,J. Poeltl,1627751.0,1.0,,,,,,
38,PT09M14.00S,2023-04-02T17:13:23.2Z,1,REGULAR,3pt,Jump Shot,[],1629004,72.35545335085413,15.931372549019606,1610612766,5,6,2023-04-02T17:13:28Z,380000,False,-170.0,207.0,1,right,MISS S. Mykhailiuk 26' 3PT,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,Above the Break 3,24+ Left Center,26.84,Missed,,,,,,,,,,,,,,,,,,
39,PT09M13.00S,2023-04-02T17:13:27.2Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612766,5,6,2023-04-02T17:13:27Z,390000,False,,,0,,TEAM offensive REBOUND,[],1610612766.0,CHA,,,,,,,,,,Above the Break 3,24+ Left Center,,,,,38.0,,,,,,,,,,,,,,,
41,PT09M08.00S,2023-04-02T17:13:52.3Z,1,REGULAR,foul,personal,['2freethrow'],1627751,,,1610612766,5,6,2023-04-02T17:14:12Z,410000,False,,,0,,J. Poeltl shooting personal FOUL (1 PF) (McGowens 2 FT),"[1627751, 1631121]",1610612761.0,TOR,shooting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,,,,,,,,,1626300.0,,,,,,1.0,0.0,McGowens,1631121.0,,
43,PT09M08.00S,2023-04-02T17:14:20.2Z,1,REGULAR,freethrow,1 of 2,['2ndchance'],1631121,,,1610612766,6,6,2023-04-02T17:14:20Z,430000,False,,,0,,B. McGowens Free Throw 1 of 2 (4 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,,,,,4.0,,,,,,,,,
44,PT09M08.00S,2023-04-02T17:14:25.5Z,1,REGULAR,freethrow,2 of 2,['2ndchance'],1631121,,,1610612766,7,6,2023-04-02T17:14:25Z,440000,False,,,0,,B. McGowens Free Throw 2 of 2 (5 PTS),[1631121],1610612766.0,CHA,,,,McGowens,B. McGowens,,,,,,,,Made,,,,,,,,,5.0,,,,,,,,,
46,PT08M50.00S,2023-04-02T17:15:09.1Z,1,REGULAR,foul,personal,[],1631109,,,1610612761,7,6,2023-04-02T17:15:19Z,460000,False,,,0,,M. Williams personal FOUL (1 PF),"[1631109, 1630567]",1610612766.0,CHA,,,,Williams,M. Williams,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,1146.0,,,,,,1.0,0.0,Barnes,1630567.0,,
48,PT08M41.00S,2023-04-02T17:15:32.9Z,1,REGULAR,2pt,DUNK,['pointsinthepaint'],1627751,5.863994743758213,49.754901960784316,1610612761,7,8,2023-04-02T17:15:38Z,480000,False,1.0,3.0,1,left,J. Poeltl cutting DUNK (4 PTS) (P. Siakam 1 AST),"[1627751, 1627783]",1610612761.0,TOR,cutting,,,Poeltl,J. Poeltl,,,,,Restricted Area,0-8 Center,0.29,Made,,,,,,,,,4.0,P. Siakam,1627783.0,1.0,,,,,,
