actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
257,PT05M31.00S,2023-03-26T17:55:08.1Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,42,27,2023-03-26T17:56:38Z,2550000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Restricted Area,0-8 Center,,,,,,,,255.0,,,,,,,,,,,,
259,PT05M27.00S,2023-03-26T17:55:27.3Z,2,REGULAR,3pt,Jump Shot,['2ndchance'],1626174,28.465834428383708,75.49019607843137,1610612742,42,27,2023-03-26T17:55:32Z,2570000,False,-127.0,215.0,1,left,MISS C. Wood 25' 3PT,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,Above the Break 3,24+ Left Center,25.0,Missed,,,,,,,,,,,,,,,,,,
260,PT05M23.00S,2023-03-26T17:55:31.3Z,2,REGULAR,rebound,defensive,[],202330,,,1610612766,42,27,2023-03-26T17:55:32Z,2580000,False,,,0,,G. Hayward REBOUND (Off:1 Def:3),[202330],1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,Above the Break 3,24+ Left Center,,,,,,,,259.0,4.0,3.0,1.0,,,,,,,,,
261,PT05M18.00S,2023-03-26T17:55:36.0Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630547,93.11760840998686,49.26470588235294,1610612766,44,27,2023-03-26T17:55:43Z,2590000,False,-4.0,12.0,1,right,J. Bouknight running Layup (5 PTS) (G. Hayward 1 AST),"[1630547, 202330]",1610612766.0,CHA,running,,,Bouknight,J. Bouknight,,,,,Restricted Area,0-8 Center,1.27,Made,5.0,G. Hayward,202330.0,1.0,,,,,,,,,,,,,,
263,PT05M17.00S,2023-03-26T17:55:44.1Z,2,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612742,44,27,2023-03-26T17:55:44Z,2610000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
264,PT05M17.00S,2023-03-26T17:56:41.6Z,2,REGULAR,substitution,out,[],202681,,,1610612742,44,27,2023-03-26T17:58:17Z,2620000,False,,,0,,SUB out: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
265,PT05M17.00S,2023-03-26T17:56:41.6Z,2,REGULAR,substitution,out,[],1630182,,,1610612742,44,27,2023-03-26T17:58:17Z,2630000,False,,,0,,SUB out: J. Green,[1630182],1610612742.0,DAL,,,,Green,J. Green,,,,,,,,,,,,,,,,,,,,,,,,,,
266,PT05M17.00S,2023-03-26T17:56:41.6Z,2,REGULAR,substitution,out,[],203493,,,1610612742,44,27,2023-03-26T17:58:17Z,2640000,False,,,0,,SUB out: R. Bullock,[203493],1610612742.0,DAL,,,,Bullock,R. Bullock,,,,,,,,,,,,,,,,,,,,,,,,,,
267,PT05M17.00S,2023-03-26T17:56:41.6Z,2,REGULAR,substitution,out,[],1626174,,,1610612742,44,27,2023-03-26T17:58:17Z,2650000,False,,,0,,SUB out: C. Wood,[1626174],1610612742.0,DAL,,,,Wood,C. Wood,,,,,,,,,,,,,,,,,,,,,,,,,,
268,PT05M17.00S,2023-03-26T17:56:41.6Z,2,REGULAR,substitution,in,[],203200,,,1610612742,44,27,2023-03-26T17:58:17Z,2660000,False,,,0,,SUB in: J. Holiday,[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
269,PT05M17.00S,2023-03-26T17:56:41.6Z,2,REGULAR,substitution,in,[],1628467,,,1610612742,44,27,2023-03-26T17:58:17Z,2670000,False,,,0,,SUB in: M. Kleber,[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,,,,,,,,,,,,,,,,,,,,,,
270,PT05M17.00S,2023-03-26T17:56:41.6Z,2,REGULAR,substitution,in,[],1630702,,,1610612742,44,27,2023-03-26T17:58:17Z,2680000,False,,,0,,SUB in: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
271,PT05M17.00S,2023-03-26T17:56:41.6Z,2,REGULAR,substitution,in,[],203501,,,1610612742,44,27,2023-03-26T17:58:17Z,2690000,False,,,0,,SUB in: T. Hardaway Jr.,[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,,,,,,,,,,,,,,,,,,,,,,
272,PT05M08.00S,2023-03-26T17:58:41.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,6.1268068331143235,50.73529411764706,1610612742,44,29,2023-03-26T17:58:47Z,2700000,False,-4.0,5.0,1,left,L. Doncic driving Layup (7 PTS) (J. Hardy 1 AST),"[1629029, 1630702]",1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,0.63,Made,7.0,J. Hardy,1630702.0,1.0,,,,,,,,,,,,,,
274,PT04M54.00S,2023-03-26T17:59:01.3Z,2,REGULAR,turnover,lost ball,[],202330,,,1610612766,44,29,2023-03-26T17:59:08Z,2720000,False,,,0,,G. Hayward lost ball TURNOVER (1 TO),"[202330, 1630702]",1610612766.0,CHA,,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Hardy,1630702.0,,
275,PT04M54.00S,2023-03-26T17:59:01.3Z,2,REGULAR,steal,,[],1630702,,,1610612742,44,29,2023-03-26T17:59:02Z,2730000,False,,,0,,J. Hardy STEAL (1 STL),[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
276,PT04M49.00S,2023-03-26T17:59:05.4Z,2,REGULAR,turnover,lost ball,[],1630702,,,1610612742,44,29,2023-03-26T18:02:36Z,2740000,False,,,0,,J. Hardy lost ball TURNOVER (1 TO),"[1630702, 1630547]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,1.0,Bouknight,1630547.0,,
277,PT04M49.00S,2023-03-26T17:59:05.4Z,2,REGULAR,steal,,[],1630547,,,1610612766,44,29,2023-03-26T18:02:36Z,2750000,False,,,0,,J. Bouknight STEAL (1 STL),[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,,,,,,,,,,,,,,
278,PT04M43.00S,2023-03-26T17:59:11.6Z,2,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1630547,68.67608409986859,24.509803921568626,1610612766,44,29,2023-03-26T18:00:05Z,2760000,False,-127.0,242.0,1,right,MISS J. Bouknight 27' running pullup 3PT,[1630547],1610612766.0,CHA,running pullup,,,Bouknight,J. Bouknight,,,,,Above the Break 3,24+ Left Center,27.34,Missed,,,,,,,,,,,,,,,,,,
279,PT04M40.00S,2023-03-26T17:59:15.0Z,2,REGULAR,rebound,offensive,[],1630177,,,1610612766,44,29,2023-03-26T17:59:15Z,2770000,False,,,0,,T. Maledon REBOUND (Off:1 Def:1),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Left Center,,,,,,,,278.0,2.0,1.0,1.0,,,,,,,,,
280,PT04M30.00S,2023-03-26T17:59:25.2Z,2,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630177,86.02168199737189,45.83333333333333,1610612766,46,29,2023-03-26T17:59:29Z,2780000,False,-21.0,79.0,1,right,T. Maledon 8' fadeaway Jump Shot (2 PTS),[1630177],1610612766.0,CHA,fadeaway,,,Maledon,T. Maledon,,,,,In The Paint (Non-RA),8-16 Center,8.16,Made,2.0,,,,,,,,,,,,,,,,,
281,PT04M11.00S,2023-03-26T17:59:44.1Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1629029,6.915243101182654,57.35294117647059,1610612742,46,29,2023-03-26T18:01:03Z,2790000,False,-37.0,13.0,1,left,MISS L. Doncic driving floating Shot,[1629029],1610612742.0,DAL,driving floating,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,3.89,Missed,,,,,,,,,,,,,,,,,,
282,PT04M09.00S,2023-03-26T17:59:46.1Z,2,REGULAR,rebound,defensive,[],1630177,,,1610612766,46,29,2023-03-26T17:59:49Z,2800000,False,,,0,,T. Maledon REBOUND (Off:1 Def:2),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,,,,,,,,281.0,3.0,2.0,1.0,,,,,,,,,
283,PT04M04.00S,2023-03-26T17:59:50.7Z,2,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fastbreak']",1631109,94.56307490144546,50.245098039215684,1610612766,48,29,2023-03-26T18:01:23Z,2810000,False,1.0,-1.0,1,right,M. Williams cutting DUNK (8 PTS) (T. Maledon 2 AST),"[1631109, 1630177]",1610612766.0,CHA,cutting,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,0.18,Made,8.0,T. Maledon,1630177.0,2.0,,,,,,,,,,,,,,
285,PT03M47.00S,2023-03-26T18:00:08.5Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],203501,7.046649145860711,50.98039215686274,1610612742,48,31,2023-03-26T18:02:22Z,2830000,False,-5.0,14.0,1,left,T. Hardaway Jr. driving finger roll Layup (7 PTS) (M. Kleber 1 AST),"[203501, 1628467]",1610612742.0,DAL,driving finger roll,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Restricted Area,0-8 Center,1.45,Made,7.0,M. Kleber,1628467.0,1.0,,,,,,,,,,,,,,
287,PT03M32.00S,2023-03-26T18:00:23.7Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1630177,93.77463863337714,53.67647058823529,1610612766,48,31,2023-03-26T18:03:40Z,2850000,False,18.0,6.0,1,right,MISS T. Maledon driving Layup,[1630177],1610612766.0,CHA,driving,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,1.94,Missed,,,,,,,,,,,,,,,,,,
288,PT03M30.00S,2023-03-26T18:00:25.7Z,2,REGULAR,rebound,defensive,[],203200,,,1610612742,48,31,2023-03-26T18:00:28Z,2860000,False,,,0,,J. Holiday REBOUND (Off:0 Def:1),[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,Restricted Area,0-8 Center,,,,,,,,287.0,1.0,1.0,0.0,,,,,,,,,
289,PT03M21.00S,2023-03-26T18:00:33.6Z,2,REGULAR,2pt,Layup,['pointsinthepaint'],1629029,7.046649145860711,46.07843137254902,1610612742,48,33,2023-03-26T18:04:19Z,2870000,False,20.0,14.0,1,left,L. Doncic driving Layup (9 PTS),[1629029],1610612742.0,DAL,driving,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,2.39,Made,9.0,,,,,,,,,,,,,,,,,
290,PT03M08.00S,2023-03-26T18:00:46.9Z,2,REGULAR,3pt,Jump Shot,[],1630177,72.09264126149803,80.88235294117648,1610612766,48,33,2023-03-26T18:00:51Z,2880000,False,154.0,210.0,1,right,MISS T. Maledon 26' 3PT,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Above the Break 3,24+ Right Center,26.05,Missed,,,,,,,,,,,,,,,,,,
291,PT03M06.00S,2023-03-26T18:00:48.9Z,2,REGULAR,rebound,defensive,[],1628467,,,1610612742,48,33,2023-03-26T18:00:51Z,2890000,False,,,0,,M. Kleber REBOUND (Off:0 Def:1),[1628467],1610612742.0,DAL,,,,Kleber,M. Kleber,,,,,Above the Break 3,24+ Right Center,,,,,,,,290.0,1.0,1.0,0.0,,,,,,,,,
292,PT03M00.00S,2023-03-26T18:00:54.8Z,2,REGULAR,3pt,Jump Shot,[],1629029,29.517082785808146,73.52941176470588,1610612742,48,36,2023-03-26T18:04:49Z,2900000,False,-118.0,225.0,1,left,L. Doncic 25' 3PT step back (12 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Left Center,25.39,Made,12.0,,,,,,,,,,,,,,,,,
293,PT02M59.00S,2023-03-26T18:01:05.2Z,2,REGULAR,timeout,full,['team'],0,,,1610612766,48,36,2023-03-26T18:01:05Z,2910000,False,,,0,,CHA Timeout,[],1610612766.0,CHA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
294,PT02M59.00S,2023-03-26T18:01:51.3Z,2,REGULAR,substitution,out,[],1630550,,,1610612766,48,36,2023-03-26T18:02:42Z,2920000,False,,,0,,SUB out: J. Thor,[1630550],1610612766.0,CHA,,,,Thor,J. Thor,,,,,,,,,,,,,,,,,,,,,,,,,,
295,PT02M59.00S,2023-03-26T18:01:51.3Z,2,REGULAR,substitution,in,[],1629023,,,1610612766,48,36,2023-03-26T18:02:42Z,2930000,False,,,0,,SUB in: P. Washington,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,,,,,,,,,,,,,,,,,,,,,,
296,PT02M45.00S,2023-03-26T18:02:48.0Z,2,REGULAR,2pt,Jump Shot,['pointsinthepaint'],202330,87.07293035479631,49.50980392156863,1610612766,48,36,2023-03-26T18:02:53Z,2940000,False,-2.0,69.0,1,right,MISS G. Hayward 6' fadeaway Shot,[202330],1610612766.0,CHA,fadeaway,,,Hayward,G. Hayward,,,,,In The Paint (Non-RA),0-8 Center,6.9,Missed,,,,,,,,,,,,,,,,,,
297,PT02M42.00S,2023-03-26T18:02:50.0Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,48,36,2023-03-26T18:02:50Z,2950000,False,,,0,,L. Doncic REBOUND (Off:1 Def:6),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,296.0,7.0,6.0,1.0,,,,,,,,,
298,PT02M34.00S,2023-03-26T18:02:58.8Z,2,REGULAR,3pt,Jump Shot,[],1630702,5.338370565045992,96.56862745098039,1610612742,48,39,2023-03-26T18:03:02Z,2960000,False,-233.0,-2.0,1,left,J. Hardy 3PT  (3 PTS) (L. Doncic 3 AST),"[1630702, 1629029]",1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,Left Corner 3,24+ Left,23.28,Made,3.0,L. Doncic,1629029.0,3.0,,,,,,,,,,,,,,
300,PT02M21.00S,2023-03-26T18:03:11.3Z,2,REGULAR,3pt,Jump Shot,[],1629023,95.87713534822602,3.431372549019608,1610612766,48,39,2023-03-26T18:03:17Z,2980000,False,-233.0,-14.0,1,right,MISS P. Washington 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Left Corner 3,24+ Left,23.32,Missed,,,,,,,,,,,,,,,,,,
301,PT02M20.00S,2023-03-26T18:03:12.3Z,2,REGULAR,rebound,defensive,['team'],0,,,1610612742,48,39,2023-03-26T18:03:17Z,2990000,False,,,0,,TEAM defensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Left Corner 3,24+ Left,,,,,,,,300.0,,,,,,,,,,,,
303,PT02M20.00S,2023-03-26T18:03:18.6Z,2,REGULAR,substitution,out,[],1630547,,,1610612742,48,39,2023-03-26T18:03:22Z,3010000,False,,,0,,SUB out: J. Bouknight,[1630547],1610612766.0,CHA,,,,Bouknight,J. Bouknight,,,,,,,,,,,,,,,,,,,,,,,,,,
304,PT02M20.00S,2023-03-26T18:03:18.6Z,2,REGULAR,substitution,in,[],1629004,,,1610612742,48,39,2023-03-26T18:03:22Z,3020000,False,,,0,,SUB in: S. Mykhailiuk,[1629004],1610612766.0,CHA,,,,Mykhailiuk,S. Mykhailiuk,,,,,,,,,,,,,,,,,,,,,,,,,,
305,PT02M05.00S,2023-03-26T18:03:44.3Z,2,REGULAR,3pt,Jump Shot,[],1629029,33.327858081471746,45.34313725490196,1610612742,48,42,2023-03-26T18:03:50Z,3030000,False,23.0,261.0,1,left,L. Doncic 26' 3PT step back (15 PTS),[1629029],1610612742.0,DAL,step back,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,26.18,Made,15.0,,,,,,,,,,,,,,,,,
306,PT01M53.00S,2023-03-26T18:03:56.6Z,2,REGULAR,3pt,Jump Shot,[],1629023,67.09921156373193,41.17647058823529,1610612766,51,42,2023-03-26T18:04:01Z,3040000,False,-44.0,257.0,1,right,P. Washington 26' 3PT  (12 PTS) (T. Maledon 3 AST),"[1629023, 1630177]",1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,26.06,Made,12.0,T. Maledon,1630177.0,3.0,,,,,,,,,,,,,,
308,PT01M39.00S,2023-03-26T18:04:10.6Z,2,REGULAR,3pt,Jump Shot,[],1629029,32.276609724047304,49.754901960784316,1610612742,51,45,2023-03-26T18:04:14Z,3060000,False,1.0,251.0,1,left,L. Doncic 25' 3PT  (18 PTS) (J. Hardy 2 AST),"[1629029, 1630702]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.09,Made,18.0,J. Hardy,1630702.0,2.0,,,,,,,,,,,,,,
310,PT01M21.00S,2023-03-26T18:04:27.5Z,2,REGULAR,3pt,Jump Shot,[],1629023,65.52233902759527,53.67647058823529,1610612766,51,45,2023-03-26T18:04:32Z,3080000,False,18.0,272.0,1,right,MISS P. Washington 27' 3PT,[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Above the Break 3,24+ Center,27.22,Missed,,,,,,,,,,,,,,,,,,
311,PT01M20.00S,2023-03-26T18:04:28.5Z,2,REGULAR,rebound,defensive,[],203501,,,1610612742,51,45,2023-03-26T18:04:32Z,3090000,False,,,0,,T. Hardaway Jr. REBOUND (Off:0 Def:3),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,Above the Break 3,24+ Center,,,,,,,,310.0,3.0,3.0,0.0,,,,,,,,,
312,PT01M17.00S,2023-03-26T18:04:31.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1630702,9.674770039421814,50.0,1610612742,51,45,2023-03-26T18:07:42Z,3100000,False,0.0,38.0,1,left,MISS J. Hardy running Layup - blocked,"[1630702, 1629023]",1610612742.0,DAL,running,,,Hardy,J. Hardy,,,,,Restricted Area,0-8 Center,3.84,Missed,,,,,,,,,,,,,,,,,Washington,1629023.0
313,PT01M17.00S,2023-03-26T18:04:31.8Z,2,REGULAR,block,,[],1629023,,,1610612742,51,45,2023-03-26T18:04:34Z,3110000,False,,,0,,P. Washington BLOCK (1 BLK),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
314,PT01M14.00S,2023-03-26T18:04:34.8Z,2,REGULAR,rebound,defensive,[],1629023,,,1610612766,51,45,2023-03-26T18:04:37Z,3120000,False,,,0,,P. Washington REBOUND (Off:1 Def:4),[1629023],1610612766.0,CHA,,,,Washington,P. Washington,,,,,Restricted Area,0-8 Center,,,,,,,,312.0,5.0,4.0,1.0,,,,,,,,,
315,PT01M09.00S,2023-03-26T18:04:39.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",202330,93.11760840998686,50.98039215686274,1610612766,53,45,2023-03-26T18:04:44Z,3130000,False,5.0,12.0,1,right,G. Hayward running Layup (13 PTS) (P. Washington 2 AST),"[202330, 1629023]",1610612766.0,CHA,running,,,Hayward,G. Hayward,,,,,Restricted Area,0-8 Center,1.31,Made,13.0,P. Washington,1629023.0,2.0,,,,,,,,,,,,,,
317,PT00M53.10S,2023-03-26T18:04:56.7Z,2,REGULAR,turnover,bad pass,[],1629029,,,1610612742,53,45,2023-03-26T18:05:05Z,3150000,False,,,0,,L. Doncic bad pass TURNOVER (1 TO),"[1629029, 1630177]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,1.0,Maledon,1630177.0,,
318,PT00M53.10S,2023-03-26T18:04:56.7Z,2,REGULAR,steal,,[],1630177,,,1610612766,53,45,2023-03-26T18:04:58Z,3160000,False,,,0,,T. Maledon STEAL (1 STL),[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
335,PT00M49.10S,2023-03-26T18:05:14.8Z,2,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629023,88.64980289093299,46.32352941176471,1610612766,53,45,2023-03-26T18:11:33Z,3185000,False,-18.0,54.0,1,right,MISS P. Washington cutting Layup - blocked,"[1629023, 203501]",1610612766.0,CHA,cutting,,,Washington,P. Washington,,,,,In The Paint (Non-RA),0-8 Center,5.72,Missed,,,,,,,,,,,,,,,,,Hardaway Jr.,203501.0
340,PT00M49.10S,2023-03-26T18:05:14.8Z,2,REGULAR,block,,[],203501,,,1610612766,53,45,2023-03-26T18:12:52Z,3186250,False,,,0,,T. Hardaway Jr. BLOCK (1 BLK),[203501],1610612742.0,DAL,,,,Hardaway Jr.,T. Hardaway Jr.,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
336,PT00M49.10S,2023-03-26T18:05:14.8Z,2,REGULAR,rebound,defensive,[],1629029,,,1610612742,53,45,2023-03-26T18:12:52Z,3187500,False,,,0,,L. Doncic REBOUND (Off:1 Def:7),[1629029],1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,335.0,8.0,7.0,1.0,,,,,,,,,
321,PT00M49.10S,2023-03-26T18:05:28.3Z,2,REGULAR,timeout,challenge,['team'],0,,,1610612742,53,45,2023-03-26T18:10:42Z,3190000,False,,,0,,DAL Timeout,[],1610612742.0,DAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
323,PT00M49.10S,2023-03-26T18:07:24.1Z,2,REGULAR,substitution,out,[],1630702,,,1610612742,53,45,2023-03-26T18:09:50Z,3210000,False,,,0,,SUB out: J. Hardy,[1630702],1610612742.0,DAL,,,,Hardy,J. Hardy,,,,,,,,,,,,,,,,,,,,,,,,,,
324,PT00M49.10S,2023-03-26T18:07:24.1Z,2,REGULAR,substitution,in,[],202681,,,1610612742,53,45,2023-03-26T18:09:50Z,3220000,False,,,0,,SUB in: K. Irving,[202681],1610612742.0,DAL,,,,Irving,K. Irving,,,,,,,,,,,,,,,,,,,,,,,,,,
325,PT00M39.60S,2023-03-26T18:08:37.0Z,2,REGULAR,3pt,Jump Shot,[],1629029,32.53942181340342,49.26470588235294,1610612742,53,48,2023-03-26T18:08:42Z,3230000,False,4.0,253.0,1,left,L. Doncic 25' 3PT  (21 PTS) (K. Irving 2 AST),"[1629029, 202681]",1610612742.0,DAL,,,,Doncic,L. Doncic,,,,,Above the Break 3,24+ Center,25.34,Made,21.0,K. Irving,202681.0,2.0,,,,,,,,,,,,,,
327,PT00M21.30S,2023-03-26T18:08:56.7Z,2,REGULAR,2pt,Jump Shot,[],1629023,74.19513797634691,68.87254901960785,1610612766,53,48,2023-03-26T18:09:34Z,3250000,False,94.0,190.0,1,right,MISS P. Washington 21' pullup Shot,[1629023],1610612766.0,CHA,pullup,,,Washington,P. Washington,,,,,Mid-Range,16-24 Right Center,21.22,Missed,,,,,,,,,,,,,,,,,,
328,PT00M18.20S,2023-03-26T18:08:59.8Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612766,53,48,2023-03-26T18:09:02Z,3260000,False,,,0,,M. Williams REBOUND (Off:4 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Mid-Range,16-24 Right Center,,,,,,,,327.0,7.0,3.0,4.0,,,,,,,,,
329,PT00M17.70S,2023-03-26T18:09:00.2Z,2,REGULAR,2pt,Hook,"['pointsinthepaint', '2ndchance']",1631109,92.06636005256242,48.77450980392157,1610612766,53,48,2023-03-26T18:09:06Z,3270000,False,-6.0,22.0,1,right,MISS M. Williams Hook,[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,2.29,Missed,,,,,,,,,,,,,,,,,,
330,PT00M16.40S,2023-03-26T18:09:01.8Z,2,REGULAR,rebound,offensive,[],1631109,,,1610612766,53,48,2023-03-26T18:09:01Z,3280000,False,,,0,,M. Williams REBOUND (Off:5 Def:3),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,Restricted Area,0-8 Center,,,,,,,,329.0,8.0,3.0,5.0,,,,,,,,,
331,PT00M16.40S,2023-03-26T18:09:02.7Z,2,REGULAR,foul,personal,"['inpenalty', '2freethrow']",1628467,,,1610612766,53,48,2023-03-26T18:09:09Z,3290000,False,,,0,,M. Kleber shooting personal FOUL (2 PF) (Williams 2 FT),"[1628467, 1631109]",1610612742.0,DAL,shooting,,,Kleber,M. Kleber,,,,,Restricted Area,0-8 Center,,,,,,,202041.0,,,,,2.0,0.0,Williams,1631109.0,,,,,
333,PT00M16.40S,2023-03-26T18:09:32.3Z,2,REGULAR,freethrow,1 of 2,['2ndchance'],1631109,,,1610612766,54,48,2023-03-26T18:09:32Z,3310000,False,,,0,,M. Williams Free Throw 1 of 2 (9 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,9.0,,,,,,,,,,,,,,,,,
334,PT00M16.40S,2023-03-26T18:09:50.1Z,2,REGULAR,freethrow,2 of 2,['2ndchance'],1631109,,,1610612766,55,48,2023-03-26T18:09:50Z,3320000,False,,,0,,M. Williams Free Throw 2 of 2 (10 PTS),[1631109],1610612766.0,CHA,,,,Williams,M. Williams,,,,,,,,Made,10.0,,,,,,,,,,,,,,,,,
337,PT00M00.00S,2023-03-26T18:10:15.6Z,2,REGULAR,3pt,Jump Shot,[],203200,4.418528252299605,3.9215686274509802,1610612742,55,48,2023-03-26T18:10:22Z,3330000,False,230.0,-11.0,1,left,MISS J. Holiday 3PT,[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,Right Corner 3,24+ Right,23.07,Missed,,,,,,,,,,,,,,,,,,
338,PT00M00.00S,2023-03-26T18:10:18.2Z,2,REGULAR,rebound,offensive,['team'],0,,,1610612742,55,48,2023-03-26T18:10:18Z,3340000,False,,,0,,TEAM offensive REBOUND,[],1610612742.0,DAL,,,,,,,,,,Right Corner 3,24+ Right,,,,,,,,337.0,,,,,,,,,,,,
339,PT00M00.00S,2023-03-26T18:10:48.8Z,2,REGULAR,period,end,[],0,,,1610612742,55,48,2023-03-26T18:10:48Z,3350000,False,,,0,,Period End,[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
341,PT12M00.00S,2023-03-26T18:24:09.7Z,3,REGULAR,substitution,out,['startperiod'],1630177,,,1610612742,55,48,2023-03-26T18:25:31Z,3360000,False,,,0,,SUB out: T. Maledon,[1630177],1610612766.0,CHA,,,,Maledon,T. Maledon,,,,,,,,,,,,,,,,,,,,,,,,,,
342,PT12M00.00S,2023-03-26T18:24:09.7Z,3,REGULAR,substitution,out,['startperiod'],203200,,,1610612742,55,48,2023-03-26T18:25:31Z,3370000,False,,,0,,SUB out: J. Holiday,[203200],1610612742.0,DAL,,,,Holiday,J. Holiday,,,,,,,,,,,,,,,,,,,,,,,,,,
