actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,pointsTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,stealPlayerName,stealPersonId,assistPlayerNameInitial,assistPersonId,assistTotal,blockPlayerName,blockPersonId
22,PT10M33.00S,2026-04-03T23:45:14.4Z,1,REGULAR,steal,,[],1629011,,,1610612752,4,1,2026-04-03T23:45:16Z,220000,False,,,0,,M. Robinson STEAL (1 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
23,PT10M29.00S,2026-04-03T23:45:18.6Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', 'fastbreak']",1628384,26.363337713534822,81.37254901960785,1610612752,4,1,2026-04-03T23:45:25Z,230000,False,-157.0,195.0,1,left,MISS O. Anunoby 25' running 3PT,[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.05,Missed,,,,,,,,,,,,,,,,,,
24,PT10M26.00S,2026-04-03T23:45:21.6Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,4,1,2026-04-03T23:45:30Z,240000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:1),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,,,23.0,1.0,1.0,0.0,,,,,,,,,,,,,,
25,PT10M18.00S,2026-04-03T23:45:28.3Z,1,REGULAR,3pt,Jump Shot,[],1627824,92.46057818659659,4.411764705882353,1610612741,4,1,2026-04-03T23:45:34Z,250000,False,-228.0,18.0,1,right,MISS G. Yabusele 3PT,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Left Corner 3,24+ Left,22.86,Missed,,,,,,,,,,,,,,,,,,
26,PT10M16.00S,2026-04-03T23:45:30.3Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,4,1,2026-04-03T23:45:34Z,260000,False,,,0,,M. Robinson REBOUND (Off:1 Def:1),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Left Corner 3,24+ Left,,,25.0,2.0,1.0,1.0,,,,,,,,,,,,,,
27,PT10M08.00S,2026-04-03T23:45:41.1Z,1,REGULAR,turnover,out-of-bounds,[],1628973,,,1610612752,4,1,2026-04-03T23:45:46Z,270000,False,,,0,,J. Brunson bad pass out-of-bounds TURNOVER (1 TO),[1628973],1610612752.0,NYK,bad pass,,,Brunson,J. Brunson,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,1162.0,,,,,1.0,,,,,,,
28,PT09M59.00S,2026-04-03T23:45:57.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1641824,91.80354796320631,2.450980392156863,1610612741,4,1,2026-04-03T23:46:01Z,280000,False,-238.0,25.0,1,right,MISS M. Buzelis 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Left Corner 3,24+ Left,23.9,Missed,,,,,,,,,,,,,,,,,,
29,PT09M56.00S,2026-04-03T23:46:00.8Z,1,REGULAR,rebound,offensive,[],1630200,,,1610612741,4,1,2026-04-03T23:46:00Z,290000,False,,,0,,T. Jones REBOUND (Off:1 Def:0),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Left Corner 3,24+ Left,,,28.0,1.0,0.0,1.0,,,,,,,,,,,,,,
30,PT09M53.00S,2026-04-03T23:46:03.6Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover', '2ndchance']",1630200,88.64980289093299,47.549019607843135,1610612741,4,1,2026-04-03T23:48:04Z,300000,False,-12.0,54.0,1,right,MISS T. Jones driving floating Shot,[1630200],1610612741.0,CHI,driving floating,,,Jones,T. Jones,,,,,In The Paint (Non-RA),0-8 Center,5.56,Missed,,,,,,,,,,,,,,,,,,
31,PT09M52.00S,2026-04-03T23:46:04.6Z,1,REGULAR,rebound,defensive,[],1629011,,,1610612752,4,1,2026-04-03T23:46:07Z,310000,False,,,0,,M. Robinson REBOUND (Off:1 Def:2),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,In The Paint (Non-RA),0-8 Center,,,30.0,3.0,2.0,1.0,,,,,,,,,,,,,,
32,PT09M31.00S,2026-04-03T23:46:25.5Z,1,REGULAR,3pt,Jump Shot,[],1628384,30.831143232588698,63.970588235294116,1610612752,7,1,2026-04-03T23:46:28Z,320000,False,-70.0,237.0,1,left,O. Anunoby 24' 3PT  (3 PTS),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,24.74,Made,,,,,3.0,,,,,,,,,,,,,
33,PT09M18.00S,2026-04-03T23:46:40.7Z,1,REGULAR,turnover,out-of-bounds,[],1641824,,,1610612741,7,1,2026-04-03T23:46:45Z,330000,False,,,0,,M. Buzelis bad pass out-of-bounds TURNOVER (1 TO),[1641824],1610612741.0,CHI,bad pass,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,,,,,,1629183.0,,,,,1.0,,,,,,,
34,PT09M06.00S,2026-04-03T23:46:59.7Z,1,REGULAR,2pt,DUNK,"['pointsinthepaint', 'fromturnover']",1629011,4.28712220762155,48.28431372549019,1610612752,9,1,2026-04-03T23:47:03Z,340000,False,9.0,-12.0,1,left,M. Robinson alley-oop DUNK (4 PTS) (O. Anunoby 1 AST),"[1629011, 1628384]",1610612752.0,NYK,alley-oop,,,Robinson,M. Robinson,,,,,Restricted Area,0-8 Center,1.49,Made,,,,,4.0,,,,,,,,,O. Anunoby,1628384.0,1.0,,
36,PT09M05.00S,2026-04-03T23:47:05.9Z,1,REGULAR,timeout,full,['team'],0,,,1610612741,9,1,2026-04-03T23:47:05Z,360000,False,,,0,,CHI Timeout,[],1610612741.0,CHI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,PT08M47.00S,2026-04-03T23:50:21.9Z,1,REGULAR,turnover,out-of-bounds,[],1641824,,,1610612741,9,1,2026-04-03T23:50:26Z,370000,False,,,0,,M. Buzelis bad pass out-of-bounds TURNOVER (2 TO),[1641824],1610612741.0,CHI,bad pass,,,Buzelis,M. Buzelis,,,,,Mid-Range,16-24 Center,,,,,,,,1628951.0,,,,,2.0,,,,,,,
38,PT08M37.00S,2026-04-03T23:50:40.4Z,1,REGULAR,2pt,Jump Shot,"['pointsinthepaint', 'fromturnover']",1628973,7.178055190538765,44.85294117647059,1610612752,9,1,2026-04-04T00:21:29Z,380000,False,26.0,15.0,1,left,MISS J. Brunson floating Shot,[1628973],1610612752.0,NYK,floating,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,2.98,Missed,,,,,,,,,,,,,,,,,,
39,PT08M34.00S,2026-04-03T23:50:43.4Z,1,REGULAR,rebound,defensive,[],1641824,,,1610612741,9,1,2026-04-03T23:50:44Z,390000,False,,,0,,M. Buzelis REBOUND (Off:0 Def:2),[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,,,38.0,2.0,2.0,0.0,,,,,,,,,,,,,,
40,PT08M19.00S,2026-04-03T23:50:57.2Z,1,REGULAR,3pt,Jump Shot,[],1641824,75.77201051248358,12.5,1610612741,9,1,2026-04-03T23:51:02Z,400000,False,-188.0,175.0,1,right,MISS M. Buzelis 25' 3PT,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,Above the Break 3,24+ Left Center,25.66,Missed,,,,,,,,,,,,,,,,,,
41,PT08M16.00S,2026-04-03T23:51:00.2Z,1,REGULAR,rebound,offensive,[],1627824,,,1610612741,9,1,2026-04-03T23:51:02Z,410000,False,,,0,,G. Yabusele REBOUND (Off:1 Def:0),[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Above the Break 3,24+ Left Center,,,40.0,1.0,0.0,1.0,,,,,,,,,,,,,,
42,PT08M13.00S,2026-04-03T23:51:04.2Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1627824,93.77463863337714,97.05882352941177,1610612741,9,1,2026-04-03T23:51:07Z,420000,False,235.0,6.0,1,right,MISS G. Yabusele 3PT,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,Right Corner 3,24+ Right,23.54,Missed,,,,,,,,,,,,,,,,,,
43,PT08M10.00S,2026-04-03T23:51:07.2Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,9,1,2026-04-03T23:51:07Z,430000,False,,,0,,M. Bridges REBOUND (Off:0 Def:1),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Right Corner 3,24+ Right,,,42.0,1.0,1.0,0.0,,,,,,,,,,,,,,
44,PT07M51.00S,2026-04-03T23:51:26.2Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1628969,10.463206307490145,57.59803921568627,1610612752,11,1,2026-04-03T23:51:30Z,440000,False,-38.0,46.0,1,left,M. Bridges fadeaway Jump Shot (2 PTS) (J. Hart 1 AST),"[1628969, 1628404]",1610612752.0,NYK,fadeaway,,,Bridges,M. Bridges,,,,,In The Paint (Non-RA),0-8 Center,5.96,Made,,,,,2.0,,,,,,,,,J. Hart,1628404.0,1.0,,
46,PT07M39.00S,2026-04-03T23:51:42.4Z,1,REGULAR,foul,offensive,[],1630200,,,1610612741,11,1,2026-04-03T23:52:02Z,460000,False,,,0,,T. Jones offensive FOUL (1 PF),"[1630200, 1628404]",1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right,,,,,,,,1162.0,1.0,0.0,Hart,1628404.0,,,,,,,,
48,PT07M39.00S,2026-04-03T23:51:42.4Z,1,REGULAR,turnover,offensive foul,[],1630200,,,1610612741,11,1,2026-04-03T23:52:02Z,480000,False,,,0,,T. Jones offensive foul TURNOVER (1 TO),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,16-24 Right,,,,,,,,1162.0,,,,,1.0,,,,,,,
49,PT07M39.00S,2026-04-03T23:51:42.5Z,1,REGULAR,substitution,out,[],1630200,,,1610612752,11,1,2026-04-03T23:51:53Z,490000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
50,PT07M39.00S,2026-04-03T23:51:42.5Z,1,REGULAR,substitution,in,[],1629012,,,1610612752,11,1,2026-04-03T23:51:53Z,500000,False,,,0,,SUB in: C. Sexton,[1629012],1610612741.0,CHI,,,,Sexton,C. Sexton,,,,,,,,,,,,,,,,,,,,,,,,,,
51,PT07M21.00S,2026-04-03T23:52:17.6Z,1,REGULAR,3pt,Jump Shot,['fromturnover'],1628973,28.597240473061763,77.20588235294117,1610612752,14,1,2026-04-03T23:52:21Z,510000,False,-136.0,216.0,1,left,J. Brunson 25' 3PT  (5 PTS) (O. Anunoby 2 AST),"[1628973, 1628384]",1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,25.55,Made,,,,,5.0,,,,,,,,,O. Anunoby,1628384.0,2.0,,
53,PT07M05.00S,2026-04-03T23:52:33.6Z,1,REGULAR,turnover,lost ball,[],1630581,,,1610612741,14,1,2026-04-03T23:52:38Z,530000,False,,,0,,J. Giddey lost ball TURNOVER (2 TO),"[1630581, 1629011]",1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,2.0,Robinson,1629011.0,,,,,
54,PT07M05.00S,2026-04-03T23:52:33.6Z,1,REGULAR,steal,,[],1629011,,,1610612752,14,1,2026-04-03T23:52:35Z,540000,False,,,0,,M. Robinson STEAL (2 STL),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,Above the Break 3,24+ Center,,,,,,,,,,,,,,,,,,,,
55,PT07M01.00S,2026-04-03T23:52:38.6Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628969,6.389618922470433,48.77450980392157,1610612752,16,1,2026-04-03T23:52:44Z,550000,False,6.0,8.0,1,left,M. Bridges running finger roll Layup (4 PTS) (J. Brunson 1 AST),"[1628969, 1628973]",1610612752.0,NYK,running finger roll,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,0.97,Made,,,,,4.0,,,,,,,,,J. Brunson,1628973.0,1.0,,
57,PT06M45.00S,2026-04-03T23:52:53.3Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1630171,92.59198423127464,52.94117647058824,1610612741,16,1,2026-04-03T23:52:58Z,570000,False,15.0,17.0,1,right,MISS I. Okoro driving Layup,[1630171],1610612741.0,CHI,driving,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,2.25,Missed,,,,,,,,,,,,,,,,,,
59,PT06M42.00S,2026-04-03T23:52:56.3Z,1,REGULAR,rebound,defensive,[],1628969,,,1610612752,16,1,2026-04-03T23:52:58Z,590000,False,,,0,,M. Bridges REBOUND (Off:0 Def:2),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,57.0,2.0,2.0,0.0,,,,,,,,,,,,,,
60,PT06M39.00S,2026-04-03T23:53:02.1Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612752,16,1,2026-04-03T23:53:20Z,600000,False,,,0,,I. Okoro shooting personal FOUL (1 PF) (Robinson 2 FT),"[1630171, 1629011]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,1629183.0,1.0,0.0,Robinson,1629011.0,,,,,,,,
62,PT06M39.00S,2026-04-03T23:53:38.7Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1629011,,,1610612752,17,1,2026-04-03T23:53:38Z,620000,False,,,0,,M. Robinson Free Throw 1 of 2 (5 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,,,,,5.0,,,,,,,,,,,,,
63,PT06M39.00S,2026-04-03T23:53:38.8Z,1,REGULAR,substitution,out,[],1628969,,,1610612752,17,1,2026-04-03T23:53:47Z,630000,False,,,0,,SUB out: M. Bridges,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,,,,,,,,,,,,,,,,,,,
64,PT06M39.00S,2026-04-03T23:53:38.8Z,1,REGULAR,substitution,out,[],1641824,,,1610612752,17,1,2026-04-03T23:53:47Z,640000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
65,PT06M39.00S,2026-04-03T23:53:38.8Z,1,REGULAR,substitution,in,[],1630540,,,1610612752,17,1,2026-04-03T23:53:47Z,650000,False,,,0,,SUB in: M. McBride,[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,,,,,,,,,,,,,,,,,,,,,,
66,PT06M39.00S,2026-04-03T23:53:38.8Z,1,REGULAR,substitution,in,[],1630172,,,1610612752,17,1,2026-04-03T23:53:47Z,660000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
67,PT06M39.00S,2026-04-03T23:53:38.7Z,1,REGULAR,freethrow,2 of 2,['fastbreak'],1629011,,,1610612752,18,1,2026-04-03T23:55:41Z,670000,False,,,0,,M. Robinson Free Throw 2 of 2 (6 PTS),[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,Made,,,,,6.0,,,,,,,,,,,,,
68,PT06M23.00S,2026-04-03T23:54:19.9Z,1,REGULAR,3pt,Jump Shot,[],1630581,67.23061760840999,47.30392156862745,1610612741,18,1,2026-04-03T23:56:38Z,680000,False,-13.0,256.0,1,right,MISS J. Giddey 25' pullup 3PT,[1630581],1610612741.0,CHI,pullup,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,25.59,Missed,,,,,,,,,,,,,,,,,,
69,PT06M21.00S,2026-04-03T23:54:21.9Z,1,REGULAR,rebound,defensive,[],1628384,,,1610612752,18,1,2026-04-03T23:54:24Z,690000,False,,,0,,O. Anunoby REBOUND (Off:0 Def:2),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Center,,,68.0,2.0,2.0,0.0,,,,,,,,,,,,,,
70,PT06M14.00S,2026-04-03T23:54:30.1Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,18,1,2026-04-03T23:54:32Z,700000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1630171]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,1.0,Okoro,1630171.0,,,,,
71,PT06M14.00S,2026-04-03T23:54:30.1Z,1,REGULAR,steal,,[],1630171,,,1610612741,18,1,2026-04-03T23:54:31Z,710000,False,,,0,,I. Okoro STEAL (1 STL),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,,,,,,,,
72,PT06M04.00S,2026-04-03T23:54:41.9Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover']",1629012,92.59198423127464,50.0,1610612741,18,1,2026-04-03T23:54:48Z,720000,False,0.0,17.0,1,right,MISS C. Sexton driving Layup - blocked,"[1629012, 1628384]",1610612741.0,CHI,driving,,,Sexton,C. Sexton,,,,,Restricted Area,0-8 Center,1.71,Missed,,,,,,,,,,,,,,,,,Anunoby,1628384.0
73,PT06M04.00S,2026-04-03T23:54:41.9Z,1,REGULAR,block,,[],1628384,,,1610612741,18,1,2026-04-03T23:54:43Z,730000,False,,,0,,O. Anunoby BLOCK (1 BLK),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
74,PT06M03.00S,2026-04-03T23:54:42.9Z,1,REGULAR,rebound,offensive,['team'],0,,,1610612741,18,1,2026-04-03T23:54:48Z,740000,False,,,0,,TEAM offensive REBOUND,[],1610612741.0,CHI,,,,,,,,,,Restricted Area,0-8 Center,,,72.0,,,,,,,,,,,,,,,,,
76,PT06M03.00S,2026-04-03T23:54:46.4Z,1,REGULAR,substitution,out,[],1629011,,,1610612741,18,1,2026-04-03T23:54:53Z,760000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M03.00S,2026-04-03T23:54:46.4Z,1,REGULAR,substitution,in,[],1631110,,,1610612741,18,1,2026-04-03T23:54:53Z,770000,False,,,0,,SUB in: J. Sochan,[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M01.00S,2026-04-03T23:55:01.0Z,1,REGULAR,3pt,Jump Shot,"['fromturnover', '2ndchance']",1630171,73.27529566360053,80.88235294117648,1610612741,18,1,2026-04-03T23:55:06Z,780000,False,154.0,199.0,1,right,MISS I. Okoro 25' 3PT,[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Above the Break 3,24+ Right Center,25.16,Missed,,,,,,,,,,,,,,,,,,
79,PT05M58.00S,2026-04-03T23:55:04.0Z,1,REGULAR,rebound,defensive,[],1630540,,,1610612752,18,1,2026-04-03T23:55:06Z,790000,False,,,0,,M. McBride REBOUND (Off:0 Def:1),[1630540],1610612752.0,NYK,,,,McBride,M. McBride,,,,,Above the Break 3,24+ Right Center,,,78.0,1.0,1.0,0.0,,,,,,,,,,,,,,
80,PT05M54.00S,2026-04-03T23:55:09.6Z,1,REGULAR,foul,personal,['2freethrow'],1630171,,,1610612752,18,1,2026-04-03T23:55:19Z,800000,False,,,0,,I. Okoro shooting personal FOUL (2 PF) (Sochan 2 FT),"[1630171, 1631110]",1610612741.0,CHI,shooting,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,1629183.0,2.0,0.0,Sochan,1631110.0,,,,,,,,
82,PT05M54.00S,2026-04-03T23:55:35.8Z,1,REGULAR,freethrow,1 of 2,['fastbreak'],1631110,,,1610612752,19,1,2026-04-03T23:58:33Z,820000,False,,,0,,J. Sochan Free Throw 1 of 2 (1 PTS),[1631110],1610612752.0,NYK,,,,Sochan,J. Sochan,,,,,,,,Made,,,,,1.0,,,,,,,,,,,,,
83,PT05M54.00S,2026-04-03T23:55:35.9Z,1,REGULAR,substitution,out,[],1627824,,,1610612752,19,1,2026-04-03T23:55:41Z,830000,False,,,0,,SUB out: G. Yabusele,[1627824],1610612741.0,CHI,,,,Yabusele,G. Yabusele,,,,,,,,,,,,,,,,,,,,,,,,,,
