actionNumber,clock,timeActual,period,periodType,actionType,subType,qualifiers,personId,x,y,possession,scoreHome,scoreAway,edited,orderNumber,isTargetScoreLastPeriod,xLegacy,yLegacy,isFieldGoal,side,description,personIdsFilter,teamId,teamTricode,descriptor,jumpBallRecoveredName,jumpBallRecoverdPersonId,playerName,playerNameI,jumpBallWonPlayerName,jumpBallWonPersonId,jumpBallLostPlayerName,jumpBallLostPersonId,area,areaDetail,shotDistance,shotResult,pointsTotal,assistPlayerNameInitial,assistPersonId,assistTotal,officialId,foulPersonalTotal,foulTechnicalTotal,foulDrawnPlayerName,foulDrawnPersonId,turnoverTotal,shotActionNumber,reboundTotal,reboundDefensiveTotal,reboundOffensiveTotal,stealPlayerName,stealPersonId,blockPlayerName,blockPersonId
23,PT10M26.00S,2025-11-03T00:13:12.6Z,1,REGULAR,3pt,Jump Shot,[],1628969,26.231931668856767,79.90196078431373,1610612752,2,0,2025-11-03T00:13:16Z,230000,False,-150.0,194.0,1,left,MISS M. Bridges 24' 3PT,[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,24.5,Missed,,,,,,,,,,,,,,,,,,
24,PT10M24.00S,2025-11-03T00:13:14.6Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,0,2025-11-03T00:13:16Z,240000,False,,,0,,N. Vučević REBOUND (Off:0 Def:2),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,23.0,2.0,2.0,0.0,,,,
25,PT10M10.00S,2025-11-03T00:13:29.3Z,1,REGULAR,turnover,lost ball,[],202696,,,1610612741,2,0,2025-11-03T00:13:32Z,250000,False,,,0,,N. Vučević lost ball TURNOVER (1 TO),"[202696, 1628384]",1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,1.0,,,,,Anunoby,1628384.0,,
26,PT10M10.00S,2025-11-03T00:13:29.3Z,1,REGULAR,steal,,[],1628384,,,1610612752,2,0,2025-11-03T00:13:31Z,260000,False,,,0,,O. Anunoby STEAL (1 STL),[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,16-24 Left Center,,,,,,,,,,,,,,,,,,,,
27,PT10M06.00S,2025-11-03T00:13:34.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1628384,7.440867279894875,50.73529411764706,1610612752,2,0,2025-11-03T00:13:38Z,270000,False,-4.0,17.0,1,left,MISS O. Anunoby running Layup,[1628384],1610612752.0,NYK,running,,,Anunoby,O. Anunoby,,,,,Restricted Area,0-8 Center,1.78,Missed,,,,,,,,,,,,,,,,,,
28,PT10M02.00S,2025-11-03T00:13:38.0Z,1,REGULAR,rebound,defensive,[],202696,,,1610612741,2,0,2025-11-03T00:13:38Z,280000,False,,,0,,N. Vučević REBOUND (Off:0 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,27.0,3.0,3.0,0.0,,,,
29,PT09M59.00S,2025-11-03T00:13:39.8Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1630581,67.09921156373193,43.13725490196079,1610612741,2,3,2025-11-03T00:14:46Z,290000,False,-34.0,257.0,1,right,J. Giddey 25' 3PT running (3 PTS) (T. Jones 1 AST),"[1630581, 1630200]",1610612741.0,CHI,running,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Center,25.91,Made,3.0,T. Jones,1630200.0,1.0,,,,,,,,,,,,,,
31,PT09M37.00S,2025-11-03T00:14:03.2Z,1,REGULAR,foul,personal,['2freethrow'],1641824,,,1610612752,2,3,2025-11-03T00:14:21Z,310000,False,,,0,,M. Buzelis shooting personal FOUL (1 PF) (Bridges 2 FT),"[1641824, 1628969]",1610612741.0,CHI,shooting,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),8-16 Center,,,,,,,201246.0,1.0,0.0,Bridges,1628969.0,,,,,,,,,
33,PT09M37.00S,2025-11-03T00:14:29.9Z,1,REGULAR,freethrow,1 of 2,[],1628969,,,1610612752,3,3,2025-11-03T00:14:29Z,330000,False,,,0,,M. Bridges Free Throw 1 of 2 (1 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
34,PT09M37.00S,2025-11-03T00:14:45.8Z,1,REGULAR,freethrow,2 of 2,[],1628969,,,1610612752,4,3,2025-11-03T00:14:45Z,340000,False,,,0,,M. Bridges Free Throw 2 of 2 (2 PTS),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
35,PT09M19.00S,2025-11-03T00:15:05.1Z,1,REGULAR,2pt,Jump Shot,[],202696,90.09526938239159,28.431372549019606,1610612741,4,3,2025-11-03T00:15:08Z,350000,False,-108.0,41.0,1,right,MISS N. Vučević 11' turnaround fadeaway Shot,[202696],1610612741.0,CHI,turnaround fadeaway,,,Vučević,N. Vučević,,,,,Mid-Range,8-16 Left,11.52,Missed,,,,,,,,,,,,,,,,,,
36,PT09M17.00S,2025-11-03T00:15:07.1Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,4,3,2025-11-03T00:15:08Z,360000,False,,,0,,J. Brunson REBOUND (Off:0 Def:1),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Mid-Range,8-16 Left,,,,,,,,,,,,,35.0,1.0,1.0,0.0,,,,
37,PT09M11.00S,2025-11-03T00:15:13.2Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,32.14520367936925,37.745098039215684,1610612752,7,3,2025-11-03T00:15:29Z,370000,False,61.0,250.0,1,left,J. Brunson 25' 3PT running (3 PTS) (M. Bridges 1 AST),"[1628973, 1628969]",1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Center,25.71,Made,3.0,M. Bridges,1628969.0,1.0,,,,,,,,,,,,,,
39,PT08M54.00S,2025-11-03T00:15:32.5Z,1,REGULAR,foul,personal,['2freethrow'],1628969,,,1610612741,7,3,2025-11-03T00:15:43Z,390000,False,,,0,,M. Bridges shooting personal FOUL (1 PF) (Vučević 2 FT),"[1628969, 202696]",1610612752.0,NYK,shooting,,,Bridges,M. Bridges,,,,,Restricted Area,0-8 Center,,,,,,,201246.0,1.0,0.0,Vučević,202696.0,,,,,,,,,
41,PT08M54.00S,2025-11-03T00:15:58.8Z,1,REGULAR,freethrow,1 of 2,[],202696,,,1610612741,7,4,2025-11-03T00:15:58Z,410000,False,,,0,,N. Vučević Free Throw 1 of 2 (1 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Made,1.0,,,,,,,,,,,,,,,,,
42,PT08M54.00S,2025-11-03T00:16:14.6Z,1,REGULAR,freethrow,2 of 2,[],202696,,,1610612741,7,5,2025-11-03T00:16:14Z,420000,False,,,0,,N. Vučević Free Throw 2 of 2 (2 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,,,,Made,2.0,,,,,,,,,,,,,,,,,
43,PT08M45.00S,2025-11-03T00:16:24.7Z,1,REGULAR,3pt,Jump Shot,[],1628973,31.750985545335087,68.38235294117648,1610612752,10,5,2025-11-03T00:16:28Z,430000,False,-92.0,246.0,1,left,J. Brunson 26' 3PT pullup (6 PTS),[1628973],1610612752.0,NYK,pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,26.26,Made,6.0,,,,,,,,,,,,,,,,,
44,PT08M31.00S,2025-11-03T00:16:38.9Z,1,REGULAR,3pt,Jump Shot,[],1630171,92.46057818659659,2.696078431372549,1610612741,10,8,2025-11-03T00:16:42Z,440000,False,-237.0,18.0,1,right,I. Okoro 3PT  (3 PTS) (J. Giddey 1 AST),"[1630171, 1630581]",1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Left Corner 3,24+ Left,23.72,Made,3.0,J. Giddey,1630581.0,1.0,,,,,,,,,,,,,,
46,PT08M04.00S,2025-11-03T00:17:05.5Z,1,REGULAR,turnover,bad pass,[],1628384,,,1610612752,10,8,2025-11-03T00:17:08Z,460000,False,,,0,,O. Anunoby bad pass TURNOVER (1 TO),"[1628384, 1630200]",1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,1.0,,,,,Jones,1630200.0,,
47,PT08M04.00S,2025-11-03T00:17:05.5Z,1,REGULAR,steal,,[],1630200,,,1610612741,10,8,2025-11-03T00:17:07Z,470000,False,,,0,,T. Jones STEAL (1 STL),[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,,,,,,,,
48,PT08M00.00S,2025-11-03T00:17:10.1Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fromturnover', 'fastbreak']",1641824,91.80354796320631,49.50980392156863,1610612741,10,8,2025-11-03T00:17:14Z,480000,False,-2.0,25.0,1,right,MISS M. Buzelis running Layup,[1641824],1610612741.0,CHI,running,,,Buzelis,M. Buzelis,,,,,Restricted Area,0-8 Center,2.46,Missed,,,,,,,,,,,,,,,,,,
50,PT07M58.00S,2025-11-03T00:17:12.1Z,1,REGULAR,rebound,offensive,[],1630171,,,1610612741,10,8,2025-11-03T00:17:14Z,500000,False,,,0,,I. Okoro REBOUND (Off:1 Def:0),[1630171],1610612741.0,CHI,,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,48.0,1.0,0.0,1.0,,,,
51,PT07M58.00S,2025-11-03T00:17:14.3Z,1,REGULAR,2pt,Layup,"['fastbreak', 'pointsinthepaint', 'fromturnover', '2ndchance']",1630171,93.24901445466492,47.549019607843135,1610612741,10,10,2025-11-03T00:17:24Z,510000,False,-12.0,11.0,1,right,I. Okoro putback Layup (5 PTS),[1630171],1610612741.0,CHI,putback,,,Okoro,I. Okoro,,,,,Restricted Area,0-8 Center,1.65,Made,5.0,,,,,,,,,,,,,,,,,
52,PT07M58.00S,2025-11-03T00:17:19.1Z,1,REGULAR,timeout,full,"['team', 'mandatory']",0,,,1610612752,10,10,2025-11-03T00:17:19Z,520000,False,,,0,,NYK Timeout,[],1610612752.0,NYK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,PT07M58.00S,2025-11-03T00:17:19.2Z,1,REGULAR,substitution,out,[],1629011,,,1610612752,10,10,2025-11-03T00:20:01Z,530000,False,,,0,,SUB out: M. Robinson,[1629011],1610612752.0,NYK,,,,Robinson,M. Robinson,,,,,,,,,,,,,,,,,,,,,,,,,,
54,PT07M58.00S,2025-11-03T00:17:19.2Z,1,REGULAR,substitution,out,[],1630200,,,1610612752,10,10,2025-11-03T00:20:01Z,540000,False,,,0,,SUB out: T. Jones,[1630200],1610612741.0,CHI,,,,Jones,T. Jones,,,,,,,,,,,,,,,,,,,,,,,,,,
55,PT07M58.00S,2025-11-03T00:17:19.2Z,1,REGULAR,substitution,in,[],1628404,,,1610612752,10,10,2025-11-03T00:20:01Z,550000,False,,,0,,SUB in: J. Hart,[1628404],1610612752.0,NYK,,,,Hart,J. Hart,,,,,,,,,,,,,,,,,,,,,,,,,,
56,PT07M58.00S,2025-11-03T00:17:19.2Z,1,REGULAR,substitution,in,[],1628989,,,1610612752,10,10,2025-11-03T00:20:01Z,560000,False,,,0,,SUB in: K. Huerter,[1628989],1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,,,,,,,,,,,,,,,,,,,,,,
57,PT07M40.00S,2025-11-03T00:20:40.3Z,1,REGULAR,3pt,Jump Shot,[],1626157,28.07161629434954,80.3921568627451,1610612752,13,10,2025-11-03T00:20:43Z,570000,False,-152.0,211.0,1,left,K. Towns 26' 3PT  (3 PTS) (O. Anunoby 1 AST),"[1626157, 1628384]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Left Center,26.04,Made,3.0,O. Anunoby,1628384.0,1.0,,,,,,,,,,,,,,
59,PT07M25.00S,2025-11-03T00:20:54.8Z,1,REGULAR,2pt,Jump Shot,[],1630581,86.67871222076215,68.13725490196079,1610612741,13,10,2025-11-03T00:20:58Z,590000,False,91.0,73.0,1,right,MISS J. Giddey 11' driving floating Shot,[1630581],1610612741.0,CHI,driving floating,,,Giddey,J. Giddey,,,,,Mid-Range,8-16 Right,11.62,Missed,,,,,,,,,,,,,,,,,,
60,PT07M23.00S,2025-11-03T00:20:56.8Z,1,REGULAR,rebound,defensive,[],1626157,,,1610612752,13,10,2025-11-03T00:20:58Z,600000,False,,,0,,K. Towns REBOUND (Off:0 Def:2),[1626157],1610612752.0,NYK,,,,Towns,K. Towns,,,,,Mid-Range,8-16 Right,,,,,,,,,,,,,59.0,2.0,2.0,0.0,,,,
61,PT07M19.00S,2025-11-03T00:21:01.4Z,1,REGULAR,3pt,Jump Shot,['fastbreak'],1628973,29.25427069645204,77.94117647058823,1610612752,13,10,2025-11-03T00:21:07Z,610000,False,-140.0,222.0,1,left,MISS J. Brunson 26' running pullup 3PT,[1628973],1610612752.0,NYK,running pullup,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Left Center,26.27,Missed,,,,,,,,,,,,,,,,,,
62,PT07M16.00S,2025-11-03T00:21:04.4Z,1,REGULAR,rebound,defensive,[],1630581,,,1610612741,13,10,2025-11-03T00:21:07Z,620000,False,,,0,,J. Giddey REBOUND (Off:0 Def:2),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,61.0,2.0,2.0,0.0,,,,
63,PT06M59.00S,2025-11-03T00:21:21.4Z,1,REGULAR,2pt,Jump Shot,['pointsinthepaint'],1641824,87.59855453350855,48.529411764705884,1610612741,13,10,2025-11-03T00:21:24Z,630000,False,-7.0,64.0,1,right,MISS M. Buzelis 6' driving floating Shot,[1641824],1610612741.0,CHI,driving floating,,,Buzelis,M. Buzelis,,,,,In The Paint (Non-RA),0-8 Center,6.45,Missed,,,,,,,,,,,,,,,,,,
64,PT06M57.00S,2025-11-03T00:21:23.4Z,1,REGULAR,rebound,offensive,[],202696,,,1610612741,13,10,2025-11-03T00:21:24Z,640000,False,,,0,,N. Vučević REBOUND (Off:1 Def:3),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,In The Paint (Non-RA),0-8 Center,,,,,,,,,,,,,63.0,4.0,3.0,1.0,,,,
65,PT06M55.00S,2025-11-03T00:21:24.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],202696,75.1149802890933,11.76470588235294,1610612741,13,13,2025-11-03T00:21:27Z,650000,False,-191.0,181.0,1,right,N. Vučević 26' 3PT  (5 PTS),[202696],1610612741.0,CHI,,,,Vučević,N. Vučević,,,,,Above the Break 3,24+ Left Center,26.36,Made,5.0,,,,,,,,,,,,,,,,,
66,PT06M42.00S,2025-11-03T00:21:38.2Z,1,REGULAR,3pt,Jump Shot,[],1628384,30.042706964520367,69.85294117647058,1610612752,13,13,2025-11-03T00:21:43Z,660000,False,-99.0,230.0,1,left,MISS O. Anunoby 25' 3PT,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,Above the Break 3,24+ Left Center,25.04,Missed,,,,,,,,,,,,,,,,,,
67,PT06M38.00S,2025-11-03T00:21:42.2Z,1,REGULAR,rebound,offensive,[],1628969,,,1610612752,13,13,2025-11-03T00:30:59Z,670000,False,,,0,,M. Bridges REBOUND (Off:1 Def:0),[1628969],1610612752.0,NYK,,,,Bridges,M. Bridges,,,,,Above the Break 3,24+ Left Center,,,,,,,,,,,,,66.0,1.0,0.0,1.0,,,,
68,PT06M33.00S,2025-11-03T00:21:46.9Z,1,REGULAR,3pt,Jump Shot,['2ndchance'],1626157,35.167542706964525,48.28431372549019,1610612752,16,13,2025-11-03T00:21:50Z,680000,False,9.0,278.0,1,left,K. Towns 27' 3PT  (6 PTS) (O. Anunoby 2 AST),"[1626157, 1628384]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Above the Break 3,24+ Center,27.82,Made,6.0,O. Anunoby,1628384.0,2.0,,,,,,,,,,,,,,
74,PT06M19.00S,2025-11-03T00:22:08.9Z,1,REGULAR,substitution,out,[],1641824,,,1610612741,16,13,2025-11-03T00:22:13Z,740000,False,,,0,,SUB out: M. Buzelis,[1641824],1610612741.0,CHI,,,,Buzelis,M. Buzelis,,,,,,,,,,,,,,,,,,,,,,,,,,
75,PT06M19.00S,2025-11-03T00:22:08.9Z,1,REGULAR,substitution,in,[],1630172,,,1610612741,16,13,2025-11-03T00:22:13Z,750000,False,,,0,,SUB in: P. Williams,[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,,,,,,,,,,,,,,,,,,,,,,
76,PT06M19.00S,2025-11-03T00:22:08.9Z,1,REGULAR,substitution,out,[],1628384,,,1610612741,16,13,2025-11-03T00:22:29Z,760000,False,,,0,,SUB out: O. Anunoby,[1628384],1610612752.0,NYK,,,,Anunoby,O. Anunoby,,,,,,,,,,,,,,,,,,,,,,,,,,
77,PT06M19.00S,2025-11-03T00:22:08.9Z,1,REGULAR,substitution,in,[],1629013,,,1610612741,16,13,2025-11-03T00:22:29Z,770000,False,,,0,,SUB in: L. Shamet,[1629013],1610612752.0,NYK,,,,Shamet,L. Shamet,,,,,,,,,,,,,,,,,,,,,,,,,,
78,PT06M16.00S,2025-11-03T00:22:40.4Z,1,REGULAR,3pt,Jump Shot,[],1628989,71.30420499342969,77.69607843137256,1610612741,16,16,2025-11-03T00:41:27Z,780000,False,138.0,217.0,1,right,K. Huerter 25' 3PT  (3 PTS) (J. Giddey 2 AST),"[1628989, 1630581]",1610612741.0,CHI,,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,25.76,Made,3.0,J. Giddey,1630581.0,2.0,,,,,,,,,,,,,,
80,PT05M58.00S,2025-11-03T00:22:58.7Z,1,REGULAR,turnover,bad pass,[],1626157,,,1610612752,16,16,2025-11-03T00:23:01Z,800000,False,,,0,,K. Towns bad pass TURNOVER (1 TO),"[1626157, 1630581]",1610612752.0,NYK,,,,Towns,K. Towns,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,1.0,,,,,Giddey,1630581.0,,
81,PT05M58.00S,2025-11-03T00:22:58.7Z,1,REGULAR,steal,,[],1630581,,,1610612741,16,16,2025-11-03T00:23:00Z,810000,False,,,0,,J. Giddey STEAL (1 STL),[1630581],1610612741.0,CHI,,,,Giddey,J. Giddey,,,,,Restricted Area,0-8 Center,,,,,,,,,,,,,,,,,,,,
82,PT05M52.00S,2025-11-03T00:23:04.3Z,1,REGULAR,3pt,Jump Shot,"['fastbreak', 'fromturnover']",1628989,68.80749014454665,70.34313725490196,1610612741,16,16,2025-11-03T03:12:23Z,820000,False,102.0,241.0,1,right,MISS K. Huerter 26' running 3PT,[1628989],1610612741.0,CHI,running,,,Huerter,K. Huerter,,,,,Above the Break 3,24+ Right Center,26.13,Missed,,,,,,,,,,,,,,,,,,
83,PT05M48.00S,2025-11-03T00:23:08.3Z,1,REGULAR,rebound,defensive,[],1628973,,,1610612752,16,16,2025-11-03T00:23:10Z,830000,False,,,0,,J. Brunson REBOUND (Off:0 Def:2),[1628973],1610612752.0,NYK,,,,Brunson,J. Brunson,,,,,Above the Break 3,24+ Right Center,,,,,,,,,,,,,82.0,2.0,2.0,0.0,,,,
84,PT05M44.00S,2025-11-03T00:23:12.0Z,1,REGULAR,2pt,Layup,"['pointsinthepaint', 'fastbreak']",1628973,6.521024967148489,48.529411764705884,1610612752,18,16,2025-11-03T00:23:15Z,840000,False,7.0,9.0,1,left,J. Brunson running Layup (8 PTS),[1628973],1610612752.0,NYK,running,,,Brunson,J. Brunson,,,,,Restricted Area,0-8 Center,1.15,Made,8.0,,,,,,,,,,,,,,,,,
85,PT05M34.00S,2025-11-03T00:23:22.0Z,1,REGULAR,2pt,Layup,['pointsinthepaint'],1628989,93.38042049934296,50.73529411764706,1610612741,18,18,2025-11-03T00:23:24Z,850000,False,4.0,10.0,1,right,K. Huerter cutting Layup (5 PTS) (J. Giddey 3 AST),"[1628989, 1630581]",1610612741.0,CHI,cutting,,,Huerter,K. Huerter,,,,,Restricted Area,0-8 Center,1.04,Made,5.0,J. Giddey,1630581.0,3.0,,,,,,,,,,,,,,
87,PT05M09.00S,2025-11-03T00:23:47.2Z,1,REGULAR,turnover,bad pass,[],1628404,,,1610612752,18,18,2025-11-03T00:23:51Z,870000,False,,,0,,J. Hart bad pass TURNOVER (1 TO),"[1628404, 1630172]",1610612752.0,NYK,,,,Hart,J. Hart,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,1.0,,,,,Williams,1630172.0,,
88,PT05M09.00S,2025-11-03T00:23:47.2Z,1,REGULAR,steal,,[],1630172,,,1610612741,18,18,2025-11-03T00:23:48Z,880000,False,,,0,,P. Williams STEAL (1 STL),[1630172],1610612741.0,CHI,,,,Williams,P. Williams,,,,,Mid-Range,16-24 Left,,,,,,,,,,,,,,,,,,,,
